We	PP	we
strategic	JJ	strategic
mission	NN	mission
of	IN	of
eliminating	VVG	eliminate
Hamas	NNS	Hamas
and	CC	and
trying	VVG	try
to	TO	to
focus	VV	focus
on	IN	on
the	DT	the
question	NN	question
of	IN	of
the	DT	the
hostages	NNS	hostage
,	,	,
the	DT	the
question	NN	question
of	IN	of
the	DT	the
condition	NN	condition
of	IN	of
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
.	SENT	.
Obviously	RB	obviously
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
heart	NN	heart
wrenching	VVG	wrench
situation	NN	situation
and	CC	and
you	PP	you
can	MD	can
feel	VV	feel
nothing	NN	nothing
but	CC	but
compassion	NN	compassion
for	IN	for
the	DT	the
families	NNS	family
of	IN	of
the	DT	the
hostages	NNS	hostage
.	SENT	.
But	CC	but
in	IN	in
cold	JJ	cold
fact	NN	fact
,	,	,
Israel	NP	Israel
strategic	JJ	strategic
mission	NN	mission
here	RB	here
is	VBZ	be
much	RB	much
more	RBR	more
important	JJ	important
.	SENT	.
But	CC	but
if	IN	if
the	DT	the
if	IN	if
the	DT	the
Hamas	JJ	Hamas
effort	NN	effort
can	MD	can
help	VV	help
break	VV	break
the	DT	the
morale	NN	morale
,	,	,
can	MD	can
help	VV	help
break	VV	break
the	DT	the
resolve	NN	resolve
of	IN	of
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
,	,	,
what	WP	what
they	PP	they
really	RB	really
want	VVP	want
to	TO	to
do	VV	do
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
real	JJ	real
play	NN	play
,	,	,
is	VBZ	be
to	TO	to
turn	VV	turn
this	DT	this
four	CD	four
day	NN	day
pause	NN	pause
into	IN	into
a	DT	a
permanent	JJ	permanent
cease	VV	cease
fire	NN	fire
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
don	VVP	don
'	''	'
t	NN	t
think	VVP	think
they	PP	they
'	''	'
re	IN	re
going	VVG	go
to	TO	to
achieve	VV	achieve
that	IN/that	that
at	IN	at
the	DT	the
first	JJ	first
iteration	NN	iteration
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
trying	VVG	try
to	TO	to
put	VV	put
the	DT	the
onus	NN	onus
on	IN	on
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
if	IN	if
and	CC	and
when	WRB	when
they	PP	they
begin	VVP	begin
hostilities	NNS	hostility
again	RB	again
.	SENT	.
They	PP	they
are	VBP	be
playing	VVG	play
,	,	,
I	PP	I
think	VVP	think
,	,	,
a	DT	a
and	CC	and
surprisingly	RB	surprisingly
sophisticated	JJ	sophisticated
psychological	JJ	psychological
game	NN	game
here	RB	here
.	SENT	.
I	PP	I
don	VVP	don
'	''	'
t	NN	t
think	VVP	think
this	DT	this
one	CD	one
event	NN	event
is	VBZ	be
necessarily	RB	necessarily
going	VVG	go
to	TO	to
be	VB	be
the	DT	the
Alpha	NP	Alpha
and	CC	and
omega	NN	omega
.	SENT	.
But	CC	but
if	IN	if
this	DT	this
sets	VVZ	set
a	DT	a
precedent	NN	precedent
that	WDT	that
undermines	VVZ	undermine
Israeli	JJ	Israeli
resolve	NN	resolve
to	TO	to
achieve	VV	achieve
what	WP	what
they	PP	they
'	POS	'
re	NN	re
legitimately	RB	legitimately
entitled	VVN	entitle
to	TO	to
achieve	VV	achieve
,	,	,
the	DT	the
elimination	NN	elimination
of	IN	of
Hamas	NNS	Hamas
as	IN	as
a	DT	a
threat	NN	threat
.	SENT	.
It	PP	it
'	''	'
ll	NN	ll
be	VB	be
a	DT	a
huge	JJ	huge
victory	NN	victory
for	IN	for
the	DT	the
terrorists	NNS	terrorist
.	SENT	.
So	IN	so
the	DT	the
flip	JJ	flip
side	NN	side
of	IN	of
that	DT	that
argument	NN	argument
and	CC	and
something	NN	something
that	IN/that	that
I	PP	I
was	VBD	be
reading	VVG	read
today	NN	today
from	IN	from
having	VHG	have
read	VVN	read
to	TO	to
Gerhard	NP	Gerhard
Dryer	NP	Dryer
here	RB	here
for	IN	for
the	DT	the
Times	NP	Times
of	IN	of
Israel	NP	Israel
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
,	,	,
he	PP	he
basically	RB	basically
believes	VVZ	believe
that	IN/that	that
Hamas	NP	Hamas
agreed	VVD	agree
to	TO	to
this	DT	this
deal	NN	deal
out	RP	out
of	IN	of
desperation	NN	desperation
.	SENT	.
Why	WRB	why
do	VVP	do
you	PP	you
think	VVP	think
Hamas	NNS	Hamas
agreed	VVD	agree
to	TO	to
this	DT	this
with	IN	with
Israel	NP	Israel
?	SENT	?
Well	RB	well
,	,	,
I	PP	I
think	VVP	think
on	IN	on
balance	NN	balance
,	,	,
in	IN	in
a	DT	a
military	JJ	military
sense	NN	sense
,	,	,
Hamas	NP	Hamas
is	VBZ	be
the	DT	the
beneficiary	NN	beneficiary
more	RBR	more
than	IN	than
the	DT	the
Israeli	JJ	Israeli
side	NN	side
.	SENT	.
Certainly	RB	certainly
,	,	,
as	IN	as
you	PP	you
heard	VVD	hear
from	IN	from
your	PP$	your
your	PP$	your
previous	JJ	previous
guest	NN	guest
,	,	,
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
going	VVG	go
to	TO	to
move	VV	move
people	NNS	people
around	RB	around
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
change	VV	change
troops	NNS	troop
,	,	,
that	WDT	that
they	PP	they
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
do	VV	do
a	DT	a
number	NN	number
of	IN	of
things	NNS	thing
.	SENT	.
They	PP	they
will	MD	will
take	VV	take
advantage	NN	advantage
of	IN	of
of	IN	of
the	DT	the
pause	NN	pause
as	IN	as
well	RB	well
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
Hamas	NN	Hamas
that	RB	that
'	POS	'
s	NNS	s
getting	VVG	get
pounded	VVN	pound
here	RB	here
.	SENT	.
I	PP	I
don	VVP	don
'	''	'
t	NN	t
think	VVP	think
we	PP	we
know	VVP	know
the	DT	the
full	JJ	full
amount	NN	amount
of	IN	of
devastation	NN	devastation
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
have	VHP	have
wrought	JJ	wrought
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
Hamas	NN	Hamas
that	WDT	that
needs	VVZ	need
the	DT	the
break	NN	break
.	SENT	.
And	CC	and
the	DT	the
longer	RBR	longer
they	PP	they
can	MD	can
make	VV	make
that	DT	that
break	NN	break
,	,	,
the	DT	the
better	RBR	well
off	JJ	off
they	PP	they
'	''	'
ll	NN	ll
be	VB	be
.	SENT	.
I	PP	I
don	VVP	don
'	''	'
t	NN	t
think	VVP	think
people	NNS	people
should	MD	should
forget	VV	forget
that	IN/that	that
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
war	NN	war
,	,	,
the	DT	the
Biden	NP	Biden
administration	NN	administration
sent	VVD	send
military	JJ	military
advisers	NNS	adviser
to	TO	to
Israel	NP	Israel
that	WDT	that
said	VVD	say
,	,	,
look	VVP	look
,	,	,
learn	VVP	learn
from	IN	from
our	PP$	our
experiences	NNS	experience
in	IN	in
Iraq	NP	Iraq
and	CC	and
Afghanistan	NP	Afghanistan
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
rush	NN	rush
in	IN	in
,	,	,
pal	NN	pal
mail	NN	mail
.	SENT	.
Take	VV	take
your	PP$	your
time	NN	time
this	DT	this
is	VBZ	be
very	RB	very
complicated	VVN	complicate
using	VVG	use
the	DT	the
examples	NNS	example
,	,	,
particularly	RB	particularly
of	IN	of
Fallujah	NP	Fallujah
and	CC	and
Mosul	NP	Mosul
in	IN	in
Iraq	NP	Iraq
,	,	,
which	WDT	which
took	VVD	take
nine	CD	nine
to	TO	to
12	CD	@card@
months	NNS	month
for	IN	for
American	JJ	American
and	CC	and
Iraqi	JJ	Iraqi
forces	NNS	force
to	TO	to
secure	VV	secure
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
seven	CD	seven
weeks	NNS	week
into	IN	into
this	DT	this
.	SENT	.
There	EX	there
'	''	'
s	VVG	s
a	DT	a
long	JJ	long
way	NN	way
to	TO	to
go	VV	go
.	SENT	.
But	CC	but
if	IN	if
Israel	NP	Israel
'	POS	'
s	NN	S
resolve	NN	resolve
can	MD	can
be	VB	be
weakened	VVN	weaken
and	CC	and
broken	VVN	break
,	,	,
they	PP	they
'	POS	'
ll	NNS	ll
never	RB	never
get	VVP	get
to	TO	to
the	DT	the
amount	NN	amount
of	IN	of
time	NN	time
they	PP	they
really	RB	really
need	VVP	need
to	TO	to
accomplish	VV	accomplish
the	DT	the
stated	JJ	stated
objective	NN	objective
of	IN	of
eliminating	VVG	eliminate
Hamas	NP	Hamas
That	DT	that
is	VBZ	be
,	,	,
I	PP	I
mean	VVP	mean
,	,	,
quite	RB	quite
an	DT	an
objective	NN	objective
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
not	RB	not
just	RB	just
saying	VVG	say
they	PP	they
want	VVP	want
to	TO	to
demean	VV	demean
or	CC	or
diminish	VV	diminish
Hamas	NNS	Hamas
.	SENT	.
They	PP	they
have	VHP	have
used	VVN	use
words	NNS	word
like	VVP	like
eliminate	VV	eliminate
and	CC	and
eradicate	VV	eradicate
Hamas	NNS	Hamas
.	SENT	.
We	PP	we
heard	VVD	hear
from	IN	from
the	DT	the
defense	NN	defense
minister	NN	minister
earlier	RBR	earlier
saying	VVG	say
that	IN/that	that
after	IN	after
this	DT	this
pause	NN	pause
,	,	,
he	PP	he
believes	VVZ	believe
it	PP	it
will	MD	will
take	VV	take
two	CD	two
more	JJR	more
months	NNS	month
of	IN	of
fighting	VVG	fight
.	SENT	.
Do	VV	do
you	PP	you
realistically	RB	realistically
think	VVP	think
that	IN/that	that
Israel	NP	Israel
can	MD	can
achieve	VV	achieve
that	DT	that
goal	NN	goal
within	IN	within
two	CD	two
months	NNS	month
?	SENT	?
Well	RB	well
,	,	,
you	PP	you
know	VVP	know
,	,	,
I	PP	I
read	VVP	read
that	DT	that
comment	NN	comment
as	IN	as
well	RB	well
.	SENT	.
I	PP	I
understood	VVD	understand
that	IN/that	that
to	TO	to
be	VB	be
saying	VVG	say
to	TO	to
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VVD	get
two	CD	two
months	NNS	month
of	IN	of
intense	JJ	intense
struggle	NN	struggle
ahead	RB	ahead
of	IN	of
us	PP	us
.	SENT	.
I	NP	I
didn	NP	didn
'	POS	'
t	NN	t
see	VV	see
it	PP	it
as	IN	as
limiting	VVG	limit
it	PP	it
to	TO	to
two	CD	two
months	NNS	month
.	SENT	.
But	CC	but
part	NN	part
of	IN	of
the	DT	the
psychological	JJ	psychological
campaign	NN	campaign
,	,	,
part	NN	part
of	IN	of
the	DT	the
propaganda	NN	propaganda
effort	NN	effort
here	RB	here
is	VBZ	be
to	TO	to
undercut	VV	undercut
Israel	NP	Israel
'	POS	'
s	JJ	s
ability	NN	ability
to	TO	to
get	VV	get
to	TO	to
that	DT	that
stated	JJ	stated
objective	NN	objective
.	SENT	.
For	IN	for
example	NN	example
,	,	,
the	DT	the
Russian	JJ	Russian
prime	JJ	prime
minister	NN	minister
,	,	,
Medvedev	NP	Medvedev
,	,	,
said	VVD	say
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
ago	RB	ago
that	IN/that	that
Israel	NP	Israel
,	,	,
as	IN	as
an	DT	an
occupying	JJ	occupying
power	NN	power
which	WDT	which
it	PP	it
'	POS	'
s	NN	S
not	RB	not
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
,	,	,
but	CC	but
as	IN	as
an	DT	an
occupying	JJ	occupying
power	NN	power
,	,	,
did	VVD	do
not	RB	not
have	VH	have
a	DT	a
legitimate	JJ	legitimate
right	NN	right
of	IN	of
self	JJ	self
-	NN	-
defense	NN	defense
,	,	,
meaning	VVG	mean
implicitly	RB	implicitly
that	IN/that	that
everything	NN	everything
Israel	NP	Israel
has	VHZ	have
done	VVN	do
since	IN	since
October	NP	October
the	DT	the
seventh	NN	seventh
has	VHZ	have
been	VBN	be
illegitimate	JJ	illegitimate
,	,	,
since	IN	since
it	PP	it
doesn	NN	doesn
'	''	'
t	NN	t
have	VHP	have
the	DT	the
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
defense	NN	defense
.	SENT	.
A	DT	a
senior	JJ	senior
U	NP	U
.	SENT	.
N	NN	N
.	SENT	.
,	,	,
quote	VV	quote
unquote	VV	unquote
,	,	,
human	JJ	human
rights	NNS	right
official	NN	official
who	WP	who
said	VVD	say
the	DT	the
same	JJ	same
thing	NN	thing
about	IN	about
a	DT	a
week	NN	week
ago	RB	ago
,	,	,
that	IN/that	that
that	DT	that
'	''	'
s	NNS	s
going	VVG	go
to	TO	to
be	VB	be
part	NN	part
of	IN	of
the	DT	the
argument	NN	argument
here	RB	here
,	,	,
to	TO	to
say	VV	say
you	PP	you
'	POS	'
ve	NNS	ve
gone	VVN	go
far	RB	far
enough	RB	enough
,	,	,
you	PP	you
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
to	TO	to
eliminate	VV	eliminate
it	PP	it
,	,	,
just	RB	just
sit	VV	sit
down	RP	down
and	CC	and
negotiate	VV	negotiate
with	IN	with
them	PP	them
.	SENT	.
You	PP	you
can	MD	can
see	VV	see
it	PP	it
coming	VVG	come
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
worry	VVP	worry
about	RB	about
is	VBZ	be
the	DT	the
pause	NN	pause
,	,	,
if	IN	if
it	PP	it
begins	VVZ	begin
in	IN	in
a	DT	a
few	JJ	few
hours	NNS	hour
,	,	,
is	VBZ	be
just	RB	just
the	DT	the
opening	NN	opening
wedge	NN	wedge
to	TO	to
achieve	VV	achieve
that	DT	that
objective	NN	objective
.	SENT	.
So	RB	so
you	PP	you
think	VVP	think
that	IN/that	that
that	DT	that
once	IN	once
Israel	NP	Israel
has	VHZ	have
agreed	VVN	agree
to	TO	to
this	DT	this
this	DT	this
pause	NN	pause
,	,	,
once	RB	once
it	PP	it
starts	VVZ	start
just	RB	just
literally	RB	literally
in	IN	in
a	DT	a
matter	NN	matter
of	IN	of
hours	NNS	hour
from	IN	from
now	RB	now
,	,	,
the	DT	the
basically	RB	basically
the	DT	the
international	JJ	international
criticism	NN	criticism
of	IN	of
Israel	NP	Israel
restarting	VVG	restart
its	PP$	its
military	JJ	military
campaign	NN	campaign
will	MD	will
be	VB	be
so	RB	so
high	JJ	high
that	IN/that	that
they	PP	they
may	MD	may
not	RB	not
actually	RB	actually
do	VV	do
it	PP	it
Well	RB	well
,	,	,
I	PP	I
think	VVP	think
I	PP	I
think	VVP	think
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
pretty	RB	pretty
immune	JJ	immune
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
blabbering	VVG	blabber
internationally	RB	internationally
.	SENT	.
What	WP	what
I	PP	I
worry	VVP	worry
about	RB	about
is	VBZ	be
that	IN/that	that
the	DT	the
White	NP	White
House	NP	House
is	VBZ	be
losing	VVG	lose
its	PP$	its
resolve	NN	resolve
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
no	RB	no
secret	JJ	secret
if	IN	if
you	PP	you
if	IN	if
you	PP	you
read	VVP	read
an	DT	an
American	JJ	American
papers	NNS	paper
,	,	,
you	PP	you
can	MD	can
see	VV	see
many	JJ	many
of	IN	of
the	DT	the
pro	JJ	pro
-	NN	-
Palestinian	JJ	Palestinian
elements	NNS	element
of	IN	of
the	DT	the
Democratic	NP	Democratic
Party	NP	Party
are	VBP	be
saying	VVG	say
they	PP	they
want	VVP	want
the	DT	the
pause	NN	pause
to	TO	to
be	VB	be
transformed	VVN	transform
into	IN	into
a	DT	a
truce	NN	truce
or	CC	or
into	IN	into
a	DT	a
cease	VVP	cease
fire	NN	fire
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
these	DT	these
words	NNS	word
become	VVP	become
interchangeable	JJ	interchangeable
after	IN	after
a	DT	a
while	NN	while
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NNS	s
the	DT	the
objective	NN	objective
.	SENT	.
And	CC	and
I	PP	I
think	VVP	think
Biden	NP	Biden
recognizes	VVZ	recognize
he	PP	he
'	''	'
s	NNS	s
got	VVD	get
a	DT	a
severe	JJ	severe
problem	NN	problem
because	IN	because
of	IN	of
the	DT	the
schism	NN	schism
within	IN	within
the	DT	the
Democratic	JJ	Democratic
Party	NP	Party
.	SENT	.
So	IN	so
domestic	JJ	domestic
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
politics	NNS	politics
are	VBP	be
going	VVG	go
to	TO	to
play	VV	play
a	DT	a
role	NN	role
here	RB	here
.	SENT	.
And	CC	and
if	IN	if
if	IN	if
the	DT	the
if	IN	if
the	DT	the
mood	NN	mood
can	MD	can
be	VB	be
shifted	VVN	shift
Talking	VVG	talk
about	IN	about
the	DT	the
anguish	NN	anguish
of	IN	of
the	DT	the
hostages	NNS	hostage
.	SENT	.
Nobody	NN	nobody
nobody	NN	nobody
really	RB	really
talks	VVZ	talk
about	IN	about
the	DT	the
190	CD	@card@
hostages	NNS	hostage
who	WP	who
are	VBP	be
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
released	VVN	release
in	IN	in
the	DT	the
next	JJ	next
four	CD	four
days	NNS	day
.	SENT	.
You	PP	you
know	VVP	know
,	,	,
this	DT	this
can	MD	can
have	VH	have
a	DT	a
significant	JJ	significant
impact	NN	impact
.	SENT	.
I	PP	I
think	VVP	think
really	RB	really
the	DT	the
questioning	VVG	question
that	IN/that	that
Medvedev	NP	Medvedev
has	VHZ	have
started	VVN	start
off	RP	off
of	IN	of
,	,	,
the	DT	the
legitimacy	NN	legitimacy
of	IN	of
what	WP	what
Israel	NP	Israel
is	VBZ	be
doing	VVG	do
is	VBZ	be
just	RB	just
going	VVG	go
to	TO	to
be	VB	be
amplified	VVN	amplify
what	WP	what
the	DT	the
Israelis	NPS	Israelis
need	VVP	need
to	TO	to
do	VV	do
and	CC	and
frankly	RB	frankly
,	,	,
what	WP	what
the	DT	the
United	NP	United
States	NPS	States
needs	VVZ	need
to	TO	to
do	VV	do
is	VBZ	be
reinforce	VV	reinforce
the	DT	the
legitimacy	NN	legitimacy
of	IN	of
self	JJ	self
-	NN	-
defense	NN	defense
,	,	,
permitting	VVG	permit
Israel	NP	Israel
in	IN	in
this	DT	this
situation	NN	situation
not	RB	not
to	TO	to
minimize	VV	minimize
the	DT	the
threat	NN	threat
,	,	,
but	CC	but
to	TO	to
eliminate	VV	eliminate
the	DT	the
threat	NN	threat
.	SENT	.
And	CC	and
the	DT	the
threat	NN	threat
really	RB	really
is	VBZ	be
not	RB	not
just	RB	just
Hamas	JJ	Hamas
.	SENT	.
Ultimately	RB	ultimately
,	,	,
think	VVP	think
of	IN	of
Hezbollah	NP	Hezbollah
in	IN	in
the	DT	the
north	NN	north
for	IN	for
almost	RB	almost
the	DT	the
entire	JJ	entire
seven	CD	seven
weeks	NNS	week
since	IN	since
October	NP	October
the	DT	the
seventh	JJ	seventh
,	,	,
they	PP	they
'	POS	'
ve	RB	ve
been	VBN	be
shelling	VVG	shell
targets	NNS	target
in	IN	in
northern	JJ	northern
Israel	NP	Israel
.	SENT	.
All	DT	all
of	IN	of
this	DT	this
under	IN	under
the	DT	the
watchful	JJ	watchful
eyes	NNS	eye
of	IN	of
the	DT	the
mullahs	NNS	mullah
in	IN	in
Tehran	NP	Tehran
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
much	RB	much
bigger	JJR	big
conflict	NN	conflict
than	IN	than
just	RB	just
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
Yeah	RB	yeah
.	SENT	.
And	CC	and
Hezbollah	NP	Hezbollah
is	VBZ	be
not	RB	not
party	NN	party
to	TO	to
this	DT	this
temporary	JJ	temporary
truce	NN	truce
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
Ambassador	NP	Ambassador
John	NP	John
Bolton	NP	Bolton
,	,	,
as	RB	as
always	RB	always
,	,	,
thank	VV	thank
you	PP	you
for	IN	for
your	PP$	your
time	NN	time
.	SENT	.
Thanks	NNS	thanks
for	IN	for
joining	VVG	join
us	PP	us
tonight	NN	tonight
on	IN	on
Thanksgiving	NP	Thanksgiving
.	SENT	.
Thank	VV	thank
you	PP	you
.	SENT	.
Happy	NP	Happy
Thanksgiving	NP	Thanksgiving
.	SENT	.
