One	CD	one
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
how	WRB	how
to	TO	to
call	VV	call
that	IN/that	that
they	PP	they
are	VBP	be
held	VVN	hold
by	IN	by
them	PP	them
.	SENT	.
It	PP	it
was	VBD	be
even	RB	even
worse	JJR	bad
than	IN	than
the	DT	the
video	NN	video
because	IN	because
you	PP	you
think	VVP	think
about	RB	about
what	WP	what
I	PP	I
mean	VVP	mean
in	IN	in
every	DT	every
moment	NN	moment
.	SENT	.
I	PP	I
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
what	WP	what
they	PP	they
'	''	'
re	IN	re
going	VVG	go
I	PP	I
only	RB	only
saw	VVD	see
them	PP	them
kidnaped	VVD	kidnap
.	SENT	.
I	PP	I
only	RB	only
saw	VVD	see
them	PP	them
get	VV	get
in	IN	in
on	IN	on
some	DT	some
kind	NN	kind
of	IN	of
vehicle	NN	vehicle
.	SENT	.
You	PP	you
can	MD	can
see	VV	see
from	IN	from
that	DT	that
video	NN	video
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
familiar	JJ	familiar
.	SENT	.
My	PP$	my
wife	NN	wife
getting	VVG	get
covered	VVN	cover
by	IN	by
her	PP$	her
head	NN	head
,	,	,
Alawite	NP	Alawite
,	,	,
were	VBD	be
screaming	VVG	scream
all	DT	all
around	IN	around
that	DT	that
.	SENT	.
That	DT	that
was	VBD	be
the	DT	the
image	NN	image
I	PP	I
saw	VVD	see
last	JJ	last
Saturday	NP	Saturday
,	,	,
seven	CD	seven
of	IN	of
October	NP	October
.	SENT	.
And	CC	and
I	PP	I
tell	VVP	tell
you	PP	you
,	,	,
I	PP	I
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
if	IN	if
I	PP	I
can	MD	can
explain	VV	explain
yet	RB	yet
.	SENT	.
But	CC	but
like	IN	like
I	PP	I
said	VVD	say
,	,	,
I	PP	I
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
if	IN	if
you	PP	you
ever	RB	ever
thought	VVD	think
about	IN	about
it	PP	it
,	,	,
but	CC	but
sometimes	RB	sometimes
we	PP	we
think	VVP	think
,	,	,
what	WP	what
is	VBZ	be
the	DT	the
apocalypse	NN	apocalypse
scenario	NN	scenario
or	CC	or
what	WP	what
is	VBZ	be
that	IN/that	that
what	WP	what
hell	NN	hell
looks	VVZ	look
like	IN	like
when	WRB	when
I	PP	I
saw	VVD	see
the	DT	the
images	NNS	image
there	RB	there
in	IN	in
every	DT	every
minute	NN	minute
is	VBZ	be
forever	RB	forever
.	SENT	.
Well	RB	well
,	,	,
you	PP	you
'	POS	'
re	NN	re
living	VVG	live
it	PP	it
forever	RB	forever
.	SENT	.
You	PP	you
mean	VVP	mean
what	WP	what
have	VHP	have
you	PP	you
heard	VVN	hear
about	IN	about
them	PP	them
?	SENT	?
Is	VBZ	be
the	DT	the
government	NN	government
are	VBP	be
they	PP	they
updating	VVG	update
you	PP	you
?	SENT	?
Are	VBP	be
they	PP	they
telling	VVG	tell
you	PP	you
anything	NN	anything
about	IN	about
what	WP	what
they	PP	they
'	''	'
re	IN	re
doing	VVG	do
or	CC	or
where	WRB	where
they	PP	they
think	VVP	think
they	PP	they
may	MD	may
be	VB	be
?	SENT	?
I	PP	I
mean	VVP	mean
,	,	,
even	RB	even
things	NNS	thing
like	IN	like
are	VBP	be
they	PP	they
even	RB	even
able	JJ	able
to	TO	to
tell	VV	tell
you	PP	you
whether	IN	whether
they	PP	they
think	VVP	think
they	PP	they
'	''	'
re	IN	re
there	RB	there
together	RB	together
?	SENT	?
you	PP	you
know	VVP	know
,	,	,
there	EX	there
is	VBZ	be
the	DT	the
channel	NN	channel
that	IN/that	that
the	DT	the
authorities	NNS	authority
are	VBP	be
in	IN	in
contact	NN	contact
with	IN	with
me	PP	me
but	CC	but
as	IN	as
you	PP	you
know	VVP	know
,	,	,
these	DT	these
things	NNS	thing
are	VBP	be
not	RB	not
simple	JJ	simple
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
sometimes	RB	sometimes
can	MD	can
be	VB	be
extremely	RB	extremely
complicated	VVN	complicate
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
diplomacy	NN	diplomacy
.	SENT	.
I	PP	I
have	VHP	have
no	DT	no
diplomacy	NN	diplomacy
or	CC	or
security	NN	security
training	NN	training
.	SENT	.
I	PP	I
have	VHP	have
no	DT	no
understanding	NN	understanding
in	IN	in
this	DT	this
kind	NN	kind
of	IN	of
matters	NNS	matter
.	SENT	.
It	PP	it
'	POS	'
s	NNS	s
not	RB	not
my	PP$	my
area	NN	area
.	SENT	.
But	CC	but
they	PP	they
are	VBP	be
in	IN	in
touch	NN	touch
with	IN	with
me	PP	me
.	SENT	.
And	CC	and
I	PP	I
only	RB	only
know	VVP	know
what	WP	what
I	PP	I
knew	VVD	know
last	JJ	last
Saturday	NP	Saturday
.	SENT	.
That	IN/that	that
'	POS	'
s	NN	S
the	DT	the
only	JJ	only
thing	NN	thing
I	PP	I
knew	VVD	know
.	SENT	.
And	CC	and
I	PP	I
live	VVP	live
here	RB	here
in	IN	in
uncertainty	NN	uncertainty
and	CC	and
it	PP	it
'	POS	'
s	JJ	s
I	NP	I
'	POS	'
m	NN	m
hanging	VVG	hang
between	IN	between
the	DT	the
earth	NN	earth
and	CC	and
heaven	NN	heaven
.	SENT	.
And	CC	and
I	PP	I
move	VVP	move
in	IN	in
between	IN	between
the	DT	the
desperation	NN	desperation
sometimes	RB	sometimes
hope	VVP	hope
.	SENT	.
But	CC	but
I	PP	I
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
I	PP	I
know	VVP	know
the	DT	the
time	NN	time
is	VBZ	be
critical	JJ	critical
.	SENT	.
I	PP	I
know	VVP	know
they	PP	they
they	PP	they
need	VVP	need
medicine	NN	medicine
.	SENT	.
I	PP	I
know	VVP	know
they	PP	they
have	VH	have
babies	NNS	baby
.	SENT	.
My	PP$	my
little	JJ	little
baby	NN	baby
daughter	NN	daughter
of	IN	of
five	CD	five
is	VBZ	be
not	RB	not
yet	RB	yet
three	CD	three
.	SENT	.
In	IN	in
January	NP	January
,	,	,
she	PP	she
will	MD	will
be	VB	be
three	CD	three
the	DT	the
same	JJ	same
.	SENT	.
In	IN	in
the	DT	the
same	JJ	same
month	NN	month
,	,	,
the	DT	the
same	JJ	same
month	NN	month
,	,	,
January	NP	January
.	SENT	.
Also	RB	also
,	,	,
my	PP$	my
older	JJR	old
brothers	NNS	brother
will	MD	will
be	VB	be
five	CD	five
.	SENT	.
They	PP	they
are	VBP	be
celebrated	VVN	celebrate
together	RB	together
in	IN	in
the	DT	the
same	JJ	same
month	NN	month
.	SENT	.
They	PP	they
are	VBP	be
good	JJ	good
friends	NNS	friend
.	SENT	.
They	PP	they
love	VVP	love
each	DT	each
other	JJ	other
.	SENT	.
I	PP	I
hope	VVP	hope
that	IN/that	that
they	PP	they
are	VBP	be
alive	JJ	alive
and	CC	and
they	PP	they
are	VBP	be
well	RB	well
.	SENT	.
And	CC	and
I	PP	I
hope	VVP	hope
that	IN/that	that
they	PP	they
are	VBP	be
take	VV	take
care	NN	care
of	IN	of
each	DT	each
other	JJ	other
with	IN	with
their	PP$	their
mother	NN	mother
.	SENT	.
What	WP	what
happened	VVD	happen
to	TO	to
this	DT	this
house	NN	house
?	SENT	?
How	WRB	how
it	PP	it
became	VVD	become
a	DT	a
media	NNS	medium
and	CC	and
an	DT	an
office	NN	office
to	TO	to
save	VV	save
them	PP	them
.	SENT	.
I	PP	I
just	RB	just
want	VVP	want
them	PP	them
to	TO	to
be	VB	be
here	RB	here
I	PP	I
can	MD	can
start	VV	start
to	TO	to
explain	VV	explain
to	TO	to
you	PP	you
what	WP	what
smart	JJ	smart
,	,	,
beautiful	JJ	beautiful
girls	NNS	girl
they	PP	they
are	VBP	be
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
even	RB	even
start	VVP	start
We	PP	we
sit	VVP	sit
here	RB	here
.	SENT	.
I	PP	I
think	VVP	think
that	IN/that	that
you	PP	you
sit	VVP	sit
here	RB	here
.	SENT	.
This	DT	this
is	VBZ	be
you	PP	you
have	VHP	have
so	RB	so
many	JJ	many
visions	NNS	vision
of	IN	of
when	WRB	when
you	PP	you
and	CC	and
Jerome	NP	Jerome
may	MD	may
be	VB	be
in	IN	in
the	DT	the
kitchen	NN	kitchen
and	CC	and
they	PP	they
were	VBD	be
here	RB	here
where	WRB	where
they	PP	they
were	VBD	be
playing	VVG	play
.	SENT	.
This	DT	this
is	VBZ	be
their	PP$	their
special	JJ	special
area	NN	area
.	SENT	.
But	CC	but
they	PP	they
know	VVP	know
area	NN	area
.	SENT	.
I	PP	I
don	VVP	don
'	''	'
t	NN	t
allow	VV	allow
myself	PP	myself
to	TO	to
know	VV	know
I	PP	I
have	VHP	have
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
profound	JJ	profound
in	IN	in
this	DT	this
visions	NNS	vision
.	SENT	.
I	PP	I
want	VVP	want
to	TO	to
remember	VV	remember
the	DT	the
sound	NN	sound
of	IN	of
their	PP$	their
voice	NN	voice
,	,	,
the	DT	the
smell	NN	smell
of	IN	of
their	PP$	their
hair	NN	hair
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
hard	RB	hard
.	SENT	.
I	PP	I
know	VVP	know
that	IN/that	that
I	PP	I
have	VHP	have
to	TO	to
be	VB	be
strong	JJ	strong
for	IN	for
them	PP	them
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
look	NN	look
at	IN	at
a	DT	a
video	NN	video
of	IN	of
them	PP	them
.	SENT	.
Not	RB	not
even	RB	even
one	CD	one
.	SENT	.
I	PP	I
know	VVP	know
that	IN/that	that
many	JJ	many
videos	NNS	video
were	VBD	be
published	VVN	publish
by	IN	by
us	PP	us
.	SENT	.
Me	PP	me
and	CC	and
my	PP$	my
family	NN	family
and	CC	and
friends	NNS	friend
who	WP	who
are	VBP	be
helping	VVG	help
me	PP	me
I	PP	I
didn	NP	didn
'	POS	'
t	NN	t
watch	NN	watch
single	JJ	single
one	CD	one
.	SENT	.
Go	VV	go
through	IN	through
your	PP$	your
phone	NN	phone
and	CC	and
watch	NN	watch
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
.	SENT	.
You	PP	you
asked	VVD	ask
me	PP	me
about	IN	about
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
.	SENT	.
Something	NN	something
.	SENT	.
It	PP	it
was	VBD	be
something	NN	something
that	IN/that	that
the	DT	the
body	NN	body
and	CC	and
the	DT	the
mind	NN	mind
is	VBZ	be
very	RB	very
hard	JJ	hard
to	TO	to
.	SENT	.
I	PP	I
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
any	DT	any
psychology	NN	psychology
training	NN	training
also	RB	also
,	,	,
but	CC	but
I	PP	I
guess	VVP	guess
it	PP	it
'	''	'
s	NN	S
something	NN	something
that	WDT	that
takes	VVZ	take
the	DT	the
spirit	NN	spirit
out	RP	out
of	IN	of
the	DT	the
body	NN	body
of	IN	of
something	NN	something
because	IN	because
there	EX	there
is	VBZ	be
a	DT	a
I	PP	I
can	MD	can
'	''	'
t	NN	t
I	PP	I
can	MD	can
'	''	'
t	NN	t
even	RB	even
process	NN	process
You	PP	you
wanted	VVD	want
us	PP	us
to	TO	to
look	VV	look
at	IN	at
their	PP$	their
shoes	NNS	shoe
why	WRB	why
their	PP$	their
shoes	NNS	shoe
,	,	,
Yoni	NP	Yoni
?	SENT	?
How	WRB	how
,	,	,
you	PP	you
know	VVP	know
,	,	,
they	PP	they
are	VBP	be
currently	RB	currently
girls	NNS	girl
.	SENT	.
They	PP	they
they	PP	they
like	VVP	like
shoes	NNS	shoe
.	SENT	.
I	PP	I
see	VVP	see
pink	JJ	pink
.	SENT	.
They	PP	they
like	VVP	like
are	VBP	be
willing	JJ	willing
to	TO	to
wear	VV	wear
only	JJ	only
dresses	NNS	dress
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
you	PP	you
need	VVP	need
to	TO	to
convince	VV	convince
them	PP	them
to	TO	to
wear	VV	wear
a	DT	a
shirt	NN	shirt
and	CC	and
pants	NNS	pant
and	CC	and
dresses	NNS	dress
.	SENT	.
Yes	UH	yes
,	,	,
they	PP	they
like	VVP	like
they	PP	they
like	IN	like
girly	JJ	girly
stuff	NN	stuff
making	VVG	make
us	PP	us
food	NN	food
in	IN	in
this	DT	this
toy	JJ	toy
kitchen	NN	kitchen
,	,	,
bringing	VVG	bring
me	PP	me
that	DT	that
food	NN	food
.	SENT	.
Thank	VV	thank
you	PP	you
.	SENT	.
I	PP	I
can	MD	can
talk	VV	talk
with	IN	with
you	PP	you
about	IN	about
it	PP	it
right	RB	right
now	RB	now
with	IN	with
I	PP	I
guess	VVP	guess
something	NN	something
happened	VVD	happen
to	TO	to
the	DT	the
mind	NN	mind
and	CC	and
spirit	NN	spirit
in	IN	in
situation	NN	situation
like	IN	like
this	DT	this
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
anyway	RB	anyway
,	,	,
and	CC	and
your	PP$	your
wife	NN	wife
,	,	,
you	PP	you
must	MD	must
be	VB	be
thinking	VVG	think
of	IN	of
her	PP	her
and	CC	and
how	WRB	how
strong	JJ	strong
she	PP	she
is	VBZ	be
.	SENT	.
She	PP	she
is	VBZ	be
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
.	SENT	.
You	PP	you
know	VVP	know
,	,	,
since	IN	since
I	PP	I
have	VHP	have
two	CD	two
little	JJ	little
daughters	NNS	daughter
,	,	,
I	PP	I
learned	VVD	learn
that	IN/that	that
what	WP	what
is	VBZ	be
the	DT	the
power	NN	power
of	IN	of
of	IN	of
a	DT	a
woman	NN	woman
?	SENT	?
What	WP	what
is	VBZ	be
how	WRB	how
strong	JJ	strong
a	DT	a
woman	NN	woman
is	VBZ	be
a	DT	a
lot	NN	lot
more	RBR	more
than	IN	than
us	PP	us
men	NNS	man
.	SENT	.
she	PP	she
sacrificed	VVD	sacrifice
so	RB	so
much	RB	much
.	SENT	.
It	PP	it
took	VVD	take
us	PP	us
three	CD	three
years	NNS	year
to	TO	to
bring	VV	bring
to	TO	to
the	DT	the
world	NN	world
.	SENT	.
Was	VBD	be
her	PP$	her
older	JJR	old
my	PP$	my
first	RB	first
born	VVN	bear
?	SENT	?
Yes	UH	yes
.	SENT	.
Women	NNS	woman
are	VBP	be
strong	JJ	strong
.	SENT	.
And	CC	and
my	PP$	my
wife	NN	wife
particularly	RB	particularly
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
strong	JJ	strong
person	NN	person
.	SENT	.
But	CC	but
the	DT	the
situation	NN	situation
is	VBZ	be
impossible	JJ	impossible
and	CC	and
the	DT	the
uncertainties	NNS	uncertainty
are	VBP	be
there	RB	there
are	VBP	be
there	RB	there
things	NNS	thing
you	PP	you
think	VVP	think
about	RB	about
in	IN	in
your	PP$	your
head	NN	head
or	CC	or
things	NNS	thing
you	PP	you
you	PP	you
would	MD	would
say	VV	say
to	TO	to
her	PP	her
can	MD	can
only	RB	only
imagine	VV	imagine
?	SENT	?
There	EX	there
are	VBP	be
things	NNS	thing
now	RB	now
that	IN/that	that
you	PP	you
say	VVP	say
,	,	,
ah	UH	ah
,	,	,
if	IN	if
I	PP	I
if	IN	if
I	PP	I
could	MD	could
say	VV	say
them	PP	them
or	CC	or
if	IN	if
I	PP	I
could	MD	could
talk	VV	talk
to	TO	to
her	PP$	her
now	RB	now
,	,	,
if	IN	if
I	PP	I
could	MD	could
have	VH	have
said	VVN	say
you	PP	you
said	VVD	say
anything	NN	anything
you	PP	you
would	MD	would
you	PP	you
want	VV	want
to	TO	to
say	VV	say
to	TO	to
her	PP$	her
right	NN	right
now	RB	now
that	IN/that	that
I	NP	I
'	POS	'
m	NN	m
sorry	JJ	sorry
I	NP	I
'	POS	'
m	NN	m
sorry	RB	sorry
sorry	JJ	sorry
that	IN/that	that
I	PP	I
never	RB	never
not	RB	not
always	RB	always
appreciated	VVD	appreciate
her	PP	her
and	CC	and
I	PP	I
and	CC	and
I	PP	I
did	VVD	do
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VVP	know
,	,	,
in	IN	in
these	DT	these
moments	NNS	moment
,	,	,
you	PP	you
think	VVP	think
about	IN	about
all	PDT	all
the	DT	the
times	NNS	time
before	IN	before
you	PP	you
were	VBD	be
on	IN	on
the	DT	the
phone	NN	phone
or	CC	or
busy	JJ	busy
,	,	,
the	DT	the
girls	NNS	girl
would	MD	would
say	VV	say
,	,	,
to	TO	to
me	PP	me
,	,	,
Daddy	NN	daddy
,	,	,
come	VV	come
sit	VV	sit
with	IN	with
the	DT	the
the	DT	the
wife	NN	wife
,	,	,
my	PP$	my
wife	NN	wife
,	,	,
the	DT	the
wrong	JJ	wrong
um	NN	um
,	,	,
I	PP	I
just	RB	just
wanted	VVD	want
her	PP	her
to	TO	to
know	VV	know
that	IN/that	that
I	PP	I
love	VVP	love
her	PP	her
with	IN	with
all	DT	all
of	IN	of
my	PP$	my
heart	NN	heart
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
sorry	RB	sorry
and	CC	and
you	PP	you
know	VVP	know
,	,	,
the	DT	the
worst	JJS	bad
thing	NN	thing
as	IN	as
a	DT	a
father	NN	father
or	CC	or
have	VHP	have
three	CD	three
girls	NNS	girl
,	,	,
wife	NN	wife
,	,	,
two	CD	two
little	JJ	little
babies	NNS	baby
is	VBZ	be
killed	VVN	kill
is	VBZ	be
this	DT	this
give	VVP	give
life	NN	life
.	SENT	.
Why	WRB	why
are	VBP	be
you	PP	you
not	RB	not
coming	VVG	come
to	TO	to
get	VV	get
us	PP	us
?	SENT	?
I	PP	I
thinking	VVG	think
about	IN	about
them	PP	them
.	SENT	.
Sit	VV	sit
there	RB	there
.	SENT	.
Maybe	RB	maybe
if	IN	if
they	PP	they
'	POS	'
re	NN	re
alive	JJ	alive
and	CC	and
thinking	VVG	think
why	WRB	why
is	VBZ	be
that	WDT	that
is	VBZ	be
not	RB	not
coming	VVG	come
and	CC	and
it	PP	it
can	MD	can
.	SENT	.
I	PP	I
want	VVP	want
to	TO	to
I	PP	I
pray	VVP	pray
that	IN/that	that
they	PP	they
will	MD	will
forgive	VV	forgive
me	PP	me
,	,	,
but	CC	but
they	PP	they
were	VBD	be
recognized	VVN	recognize
.	SENT	.
You	PP	you
know	VVP	know
,	,	,
for	IN	for
children	NNS	child
,	,	,
it	PP	it
'	POS	'
s	NNS	s
a	DT	a
day	NN	day
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
month	NN	month
for	IN	for
us	PP	us
.	SENT	.
And	CC	and
those	DT	those
.	SENT	.
Oh	UH	oh
,	,	,
they	PP	they
will	MD	will
remember	VV	remember
you	PP	you
I	PP	I
want	VVP	want
I	PP	I
will	MD	will
be	VB	be
in	IN	in
their	PP$	their
mind	NN	mind
like	IN	like
they	PP	they
are	VBP	be
in	IN	in
my	PP$	my
mind	NN	mind
.	SENT	.
I	PP	I
have	VHP	have
to	TO	to
be	VB	be
strong	JJ	strong
for	IN	for
them	PP	them
.	SENT	.
