<	SYM	<
the	DT	the
building	NN	building
on	IN	on
a	DT	a
stretcher	NN	stretcher
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
her	PP$	her
hands	NNS	hand
clutching	VVG	clutch
sham	JJ	sham
nothing	NN	nothing
&	CC	&
nbsp	NN	nbsp
;	:	;
about	IN	about
this	DT	this
footage	NN	footage
should	MD	should
be	VB	be
be	VB	be
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
extraordinary	JJ	extraordinary
militaries	NNS	military
must	MD	must
protect	VV	protect
&	CC	&
nbsp	NN	nbsp
;	:	;
and	CC	and
care	NN	care
for	IN	for
wounded	JJ	wounded
civilians	NNS	civilian
when	WRB	when
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
possible	JJ	possible
under	IN	under
international	JJ	international
law	NN	law
but	RB	but
&	CC	&
nbsp	NN	nbsp
;	:	;
in	IN	in
this	DT	this
war	NN	war
this	DT	this
site	NN	site
is	VBZ	be
exceedingly	RB	exceedingly
rare	JJ	rare
for	IN	for
eight	CD	eight
months	NNS	month
sa	NP	Sa
and	CC	and
Sham	NP	Sham
have	VHP	have
lived	VVN	live
&	CC	&
nbsp	NN	nbsp
;	:	;
in	IN	in
this	DT	this
Jerusalem	NP	Jerusalem
Hospital	NP	Hospital
their	PP$	their
Journey	NP	Journey
here	RB	here
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
was	VBD	be
no	RB	no
less	RBR	less
traumatic	JJ	traumatic
interrogation	NN	interrogation
and	CC	and
&	CC	&
nbsp	NN	nbsp
;	:	;
strip	NN	strip
searches	NNS	search
came	VVD	come
before	IN	before
treatment	NN	treatment
at	IN	at
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
an	DT	an
Israeli	JJ	Israeli
Hospital	NP	Hospital
Israeli	JJ	Israeli
authorities	NNS	authority
are	VBP	be
now	RB	now
&	CC	&
nbsp	NN	nbsp
;	:	;
planning	VVG	plan
to	TO	to
send	VV	send
them	PP	them
back	RB	back
to	TO	to
Gaza	NP	Gaza
next	JJ	next
month	NN	month
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
unless	IN	unless
another	DT	another
country	NN	country
takes	VVZ	take
them	PP	them
in	IN	in
the	DT	the
Israeli	JJ	Israeli
&	CC	&
nbsp	JJ	nbsp
;	:	;
military	JJ	military
for	IN	for
its	PP$	its
part	NN	part
told	VVD	tell
CNN	NP	CNN
in	IN	in
a	DT	a
statement	NN	statement
that	IN/that	that
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
sa	NN	sa
and	CC	and
her	PP$	her
family	NN	family
were	VBD	be
caught	VVN	catch
in	IN	in
the	DT	the
crossfire	NN	crossfire
&	CC	&
nbsp	NN	nbsp
;	:	;
the	DT	the
IDF	NP	IDF
says	VVZ	say
its	PP$	its
soldiers	NNS	soldier
issued	VVD	issue
verbal	JJ	verbal
warnings	NNS	warning
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
after	IN	after
the	DT	the
family	NN	family
stumbled	VVN	stumble
upon	IN	upon
a	DT	a
concealed	VVN	conceal
&	CC	&
nbsp	NN	nbsp
;	:	;
military	JJ	military
position	NN	position
drawing	VVG	draw
a	DT	a
militant	JJ	militant
attack	NN	attack
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
the	DT	the
four	CD	four
people	NNS	people
who	WP	who
entered	VVD	enter
in	IN	in
the	DT	the
area	NN	area
were	VBD	be
&	CC	&
nbsp	NN	nbsp
;	:	;
caught	VVN	catch
in	IN	in
the	DT	the
intense	JJ	intense
exchange	NN	exchange
of	IN	of
fire	NN	fire
between	IN	between
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
the	DT	the
terrorists	NNS	terrorist
and	CC	and
our	PP$	our
troops	NNS	troop
the	DT	the
troops	NNS	troop
did	VVD	do
not	RB	not
&	CC	&
nbsp	NN	nbsp
;	:	;
open	JJ	open
fire	NN	fire
at	IN	at
the	DT	the
four	CD	four
people	NNS	people
nor	CC	nor
did	VVD	do
they	PP	they
aim	VVP	aim
at	IN	at
them	PP	them
I	PP	I
wonder	VVP	wonder
what	WP	what
would	MD	would
you	PP	you
say	VV	say
to	TO	to
that	DT	that
&	CC	&
nbsp	NN	nbsp
;	:	;
one	CD	one
soldier	NN	soldier
if	IN	if
if	IN	if
you	PP	you
could	MD	could
see	VV	see
him	PP	him
again	RB	again
sana	NN	sana
'	POS	'
s	NN	S
pain	NN	pain
is	VBZ	be
as	RB	as
raw	JJ	raw
as	IN	as
ever	RB	ever
and	CC	and
seeing	VVG	see
her	PP$	her
home	NN	home
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
again	RB	again
in	IN	in
footage	NN	footage
film	NN	film
this	DT	this
&	CC	&
nbsp	NN	nbsp
;	:	;
spring	NN	spring
brings	VVZ	bring
a	DT	a
flood	NN	flood
of	IN	of
emotion	NN	emotion
mundane	JJ	mundane
objects	NNS	object
&	CC	&
nbsp	NN	nbsp
;	:	;
are	VBP	be
transformed	VVN	transform
into	IN	into
relics	NNS	relic
and	CC	and
saana	NN	saana
is	VBZ	be
taken	VVN	take
back	RB	back
in	IN	in
time	NN	time
to	TO	to
&	CC	&
nbsp	NN	nbsp
;	:	;
the	DT	the
life	NN	life
she	PP	she
will	MD	will
never	RB	never
get	VV	get
back	RB	back
and	CC	and
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
Jeremy	NP	Jeremy
'	POS	'
s	NN	S
joining	VVG	join
us	PP	us
now	RB	now
from	IN	from
Tel	NP	Tel
Aviv	NP	Aviv
&	CC	&
nbsp	NP	nbsp
;	:	;
Jeremy	NP	Jeremy
very	RB	very
very	RB	very
powerful	JJ	powerful
story	NN	story
I	PP	I
want	VVP	want
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
to	TO	to
know	VV	know
whether	IN	whether
there	EX	there
'	''	'
s	VVG	s
any	DT	any
update	NN	update
to	TO	to
&	CC	&
nbsp	NN	nbsp
;	:	;
the	DT	the
fact	NN	fact
that	IN/that	that
you	PP	you
report	VVP	report
the	DT	the
IDF	NP	IDF
says	VVZ	say
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
they	PP	they
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
send	VV	send
her	PP$	her
back	NN	back
with	IN	with
&	CC	&
nbsp	NN	nbsp
;	:	;
her	PP$	her
daughter	NN	daughter
is	VBZ	be
that	WDT	that
is	VBZ	be
that	IN/that	that
really	RB	really
possible	JJ	possible
as	RB	as
of	IN	of
now	RB	now
Israeli	JJ	Israeli
authorities	NNS	authority
are	VBP	be
&	CC	&
nbsp	JJ	nbsp
;	:	;
planning	VVG	plan
to	TO	to
send	VV	send
s	NNS	s
and	CC	and
Sham	NP	Sham
back	RB	back
to	TO	to
Gaza	NP	Gaza
at	IN	at
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
some	DT	some
point	NN	point
early	RB	early
next	JJ	next
month	NN	month
but	CC	but
as	IN	as
I	PP	I
understand	VVP	understand
&	CC	&
nbsp	NN	nbsp
;	:	;
it	PP	it
if	IN	if
a	DT	a
third	JJ	third
country	NN	country
comes	VVZ	come
in	IN	in
and	CC	and
says	VVZ	say
that	IN/that	that
they	PP	they
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
will	MD	will
take	VV	take
them	PP	them
in	IN	in
then	RB	then
there	EX	there
is	VBZ	be
an	DT	an
option	NN	option
here	RB	here
&	CC	&
nbsp	NN	nbsp
;	:	;
for	IN	for
them	PP	them
to	TO	to
not	RB	not
go	VV	go
back	RB	back
to	TO	to
Gaza	NP	Gaza
and	CC	and
I	PP	I
do	VVP	do
want	NN	want
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
to	TO	to
stress	VV	stress
what	WP	what
that	DT	that
could	MD	could
mean	VV	mean
if	IN	if
they	PP	they
were	VBD	be
&	CC	&
nbsp	NN	nbsp
;	:	;
sent	VVD	send
back	RB	back
to	TO	to
Gaza	NP	Gaza
I	PP	I
spoke	VVD	speak
with	IN	with
Sham	NP	Sham
actually	RB	actually
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
just	RB	just
in	IN	in
the	DT	the
last	JJ	last
sorry	JJ	sorry
I	PP	I
spoke	VVD	speak
with	IN	with
Sana	NP	Sana
in	IN	in
&	CC	&
nbsp	NN	nbsp
;	:	;
just	RB	just
the	DT	the
last	JJ	last
hour	NN	hour
and	CC	and
she	PP	she
told	VVD	tell
me	PP	me
that	IN/that	that
she	PP	she
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
is	VBZ	be
terrified	VVN	terrify
of	IN	of
going	VVG	go
back	RB	back
to	TO	to
Gaza	NP	Gaza
terrified	VVN	terrify
&	CC	&
nbsp	NN	nbsp
;	:	;
of	IN	of
what	WP	what
life	NN	life
would	MD	would
be	VB	be
like	JJ	like
if	IN	if
she	PP	she
were	VBD	be
living	VVG	live
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
with	IN	with
her	PP$	her
family	NN	family
who	WP	who
are	VBP	be
currently	RB	currently
living	VVG	live
in	IN	in
&	CC	&
nbsp	NN	nbsp
;	:	;
makeshift	JJ	makeshift
shelters	NNS	shelter
they	PP	they
'	POS	'
ve	RB	ve
been	VBN	be
displaced	VVN	displace
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
four	CD	four
times	NNS	time
in	IN	in
Gaza	NP	Gaza
already	RB	already
so	RB	so
far	RB	far
during	IN	during
this	DT	this
&	CC	&
nbsp	NN	nbsp
;	:	;
war	NN	war
but	CC	but
most	JJS	most
of	IN	of
all	DT	all
she	PP	she
is	VBZ	be
terrified	VVN	terrify
about	IN	about
what	WP	what
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
going	VVG	go
back	RB	back
to	TO	to
Gaza	NP	Gaza
could	MD	could
mean	VV	mean
for	IN	for
her	PP$	her
daughter	NN	daughter
&	CC	&
nbsp	NN	nbsp
;	:	;
sham	VV	sham
uh	UH	uh
you	PP	you
know	VVP	know
I	PP	I
first	RB	first
met	VVD	meet
sham	JJ	sham
five	CD	five
months	NNS	month
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
ago	RB	ago
and	CC	and
and	CC	and
the	DT	the
girl	NN	girl
that	IN/that	that
she	PP	she
is	VBZ	be
now	RB	now
is	VBZ	be
very	JJ	very
&	CC	&
nbsp	JJ	nbsp
;	:	;
different	JJ	different
from	IN	from
the	DT	the
girl	NN	girl
she	PP	she
was	VBD	be
5	CD	@card@
months	NNS	month
ago	RB	ago
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
she	PP	she
has	VHZ	have
opened	VVN	open
up	RP	up
so	RB	so
much	RB	much
more	JJR	more
and	CC	and
her	PP$	her
mother	NN	mother
is	VBZ	be
&	CC	&
nbsp	NN	nbsp
;	:	;
terrified	VVN	terrify
that	IN/that	that
should	MD	should
they	PP	they
go	VV	go
back	RB	back
to	TO	to
Gaza	NP	Gaza
all	DT	all
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
of	IN	of
the	DT	the
progress	NN	progress
that	IN/that	that
she	PP	she
has	VHZ	have
made	VVN	make
since	IN	since
then	RB	then
uh	UH	uh
&	CC	&
nbsp	NN	nbsp
;	:	;
could	MD	could
effectively	RB	effectively
be	VB	be
erased	VVN	erase
in	IN	in
an	DT	an
instant	NN	instant
it	PP	it
is	VBZ	be
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
incredible	JJ	incredible
how	WRB	how
resilient	JJ	resilient
children	NNS	child
can	MD	can
be	VB	be
given	VVN	give
&	CC	&
nbsp	NN	nbsp
;	:	;
half	PDT	half
the	DT	the
chance	NN	chance
but	CC	but
I	PP	I
want	VVP	want
to	TO	to
know	VV	know
what	WP	what
about	IN	about
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
the	DT	the
bigger	JJR	big
picture	NN	picture
in	IN	in
terms	NNS	term
of	IN	of
a	DT	a
ceasefire	NN	ceasefire
&	CC	&
nbsp	NN	nbsp
;	:	;
for	IN	for
everybody	NN	everybody
'	POS	'
s	NNS	s
sake	NN	sake
uh	UH	uh
transfer	VV	transfer
of	IN	of
hostages	NNS	hostage
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
and	CC	and
prisoners	NNS	prisoner
um	NNS	um
there	RB	there
'	''	'
s	VVG	s
all	DT	all
sorts	NNS	sort
of	IN	of
leaking	VVG	leak
as	IN	as
&	CC	&
nbsp	NN	nbsp
;	:	;
you	PP	you
know	VVP	know
and	CC	and
Reporting	NP	Reporting
um	NNS	um
of	IN	of
blaming	VVG	blame
and	CC	and
finger	NN	finger
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
pointing	VVG	point
at	IN	at
the	DT	the
Netanyahu	NP	Netanyahu
government	NN	government
for	IN	for
for	IN	for
&	CC	&
nbsp	NN	nbsp
;	:	;
not	RB	not
pushing	VVG	push
these	DT	these
ahead	RB	ahead
even	RB	even
within	IN	within
the	DT	the
Israeli	JJ	Israeli
&	CC	&
nbsp	JJ	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
establishment	NN	establishment
there	EX	there
are	VBP	be
criticisms	NNS	criticism
for	IN	for
the	DT	the
way	NN	way
&	CC	&
nbsp	NN	nbsp
;	:	;
this	DT	this
is	VBZ	be
going	VVG	go
and	CC	and
even	RB	even
Egypt	NP	Egypt
has	VHZ	have
been	VBN	be
leaking	VVG	leak
that	IN/that	that
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
they	PP	they
don	VVP	don
'	''	'
t	NN	t
think	VVP	think
the	DT	the
Israelis	NPS	Israelis
want	VVP	want
a	DT	a
a	DT	a
&	CC	&
nbsp	NN	nbsp
;	:	;
ceasefire	NN	ceasefire
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
is	VBZ	be
going	VVG	go
on	IN	on
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
H	NN	H
how	WRB	how
much	RB	much
do	VV	do
you	PP	you
how	WRB	how
much	JJ	much
store	NN	store
do	VVP	do
you	PP	you
set	VVN	set
&	CC	&
nbsp	NN	nbsp
;	:	;
by	IN	by
what	WP	what
the	DT	the
Americans	NPS	Americans
are	VBP	be
saying	VVG	say
that	IN/that	that
it	PP	it
'	POS	'
s	NNS	s
so	RB	so
close	VVP	close
it	PP	it
is	VBZ	be
so	RB	so
hard	JJ	hard
to	TO	to
know	VV	know
who	WP	who
or	CC	or
what	WP	what
&	CC	&
nbsp	NN	nbsp
;	:	;
information	NN	information
to	TO	to
believe	VV	believe
at	IN	at
this	DT	this
stage	NN	stage
and	CC	and
so	RB	so
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
I	PP	I
think	VVP	think
we	PP	we
have	VHP	have
to	TO	to
just	RB	just
kind	RB	kind
of	IN	of
keep	VV	keep
an	DT	an
open	JJ	open
mind	NN	mind
&	CC	&
nbsp	NN	nbsp
;	:	;
about	RB	about
various	JJ	various
different	JJ	different
possibilities	NNS	possibility
there	RB	there
'	''	'
s	NNS	s
no	RB	no
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
question	NN	question
though	IN	though
that	WDT	that
it	PP	it
very	RB	very
much	RB	much
seems	VVZ	seem
like	IN	like
the	DT	the
&	CC	&
nbsp	NN	nbsp
;	:	;
Americans	NPS	Americans
are	VBP	be
the	DT	the
most	JJS	most
kind	NN	kind
of	IN	of
optimistic	JJ	optimistic
the	DT	the
most	JJS	most
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
gung	JJ	gung
-	NN	-
ho	NN	ho
about	IN	about
this	DT	this
current	JJ	current
negotiating	VVG	negotiate
process	NN	process
and	CC	and
&	CC	&
nbsp	NN	nbsp
;	:	;
at	IN	at
times	NNS	time
it	PP	it
really	RB	really
does	VVZ	do
feel	VV	feel
like	IN	like
they	PP	they
are	VBP	be
almost	RB	almost
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
trying	VVG	try
to	TO	to
will	VV	will
this	DT	this
uh	UH	uh
ceasefire	NN	ceasefire
agreement	NN	agreement
&	CC	&
nbsp	NN	nbsp
;	:	;
into	IN	into
existence	NN	existence
you	PP	you
know	VVP	know
yesterday	NN	yesterday
we	PP	we
heard	VVD	hear
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
the	DT	the
Secretary	NP	Secretary
of	IN	of
State	NP	State
Anthony	NP	Anthony
blinkin	NN	blinkin
saying	VVG	say
&	CC	&
nbsp	NN	nbsp
;	:	;
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
accepted	VVN	accept
this	DT	this
bridging	VVG	bridge
proposal	NN	proposal
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
which	WDT	which
is	VBZ	be
intended	VVN	intend
to	TO	to
bridge	VV	bridge
the	DT	the
gaps	NNS	gap
between	IN	between
the	DT	the
&	CC	&
nbsp	NN	nbsp
;	:	;
Israeli	JJ	Israeli
position	NN	position
and	CC	and
the	DT	the
Hamas	JJ	Hamas
position	NN	position
but	CC	but
at	IN	at
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
the	DT	the
same	JJ	same
time	NN	time
we	PP	we
are	VBP	be
still	RB	still
hearing	VVG	hear
doubts	NNS	doubt
in	IN	in
the	DT	the
