hundreds	NNS	hundred
has	VHZ	have
announced	VVN	announce
it	PP	it
will	MD	will
formally	RB	formally
support	VV	support
a	DT	a
case	NN	case
brought	VVN	bring
by	IN	by
South	NP	South
Africa	NP	Africa
at	IN	at
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
accusing	VVG	accuse
Israel	NP	Israel
of	IN	of
committing	VVG	commit
genocidal	JJ	genocidal
acts	NNS	act
in	IN	in
Gaza	NP	Gaza
let	NN	let
'	POS	'
s	NNS	s
bring	VVP	bring
in	IN	in
journalists	NNS	journalist
Kareem	NP	Kareem
El	NP	El
gawari	NP	gawari
in	IN	in
Cairo	NP	Cairo
and	CC	and
balik	NN	balik
sadine	NN	sadine
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
good	JJ	good
to	TO	to
see	VV	see
you	PP	you
both	DT	both
let	NN	let
'	POS	'
s	NNS	s
start	VVP	start
with	IN	with
you	PP	you
kareim	JJ	kareim
it	PP	it
'	''	'
s	VVZ	s
Egypt	NP	Egypt
'	POS	'
s	JJ	s
decision	NN	decision
to	TO	to
join	VV	join
the	DT	the
J	NP	J
case	NN	case
a	DT	a
direct	JJ	direct
result	NN	result
of	IN	of
Israel	NP	Israel
seizing	VVG	seize
the	DT	the
Rafa	NP	Rafa
border	NN	border
well	RB	well
what	WP	what
is	VBZ	be
clear	JJ	clear
is	VBZ	be
that	IN/that	that
the	DT	the
Egyptian	JJ	Egyptian
side	NN	side
is	VBZ	be
very	RB	very
very	RB	very
angry	JJ	angry
they	PP	they
asked	VVD	ask
for	IN	for
weeks	NNS	week
Netanyahu	NP	Netanyahu
not	RB	not
to	TO	to
do	VV	do
an	DT	an
incursion	NN	incursion
into	IN	into
Rafa	NP	Rafa
they	PP	they
pleaded	VVD	plead
to	TO	to
the	DT	the
Americans	NPS	Americans
to	TO	to
stop	VV	stop
this	DT	this
idea	NN	idea
now	RB	now
it	PP	it
'	POS	'
s	NNS	s
happening	VVG	happen
since	IN	since
days	NNS	day
Israeli	JJ	Israeli
operations	NNS	operation
in	IN	in
the	DT	the
immediately	RB	immediately
area	NN	area
of	IN	of
the	DT	the
Egyptian	JJ	Egyptian
border	NN	border
and	CC	and
even	RB	even
at	IN	at
the	DT	the
Egyptian	JJ	Egyptian
border	NN	border
cross	NN	cross
Crossing	VVG	cross
of	IN	of
Rafa	NP	Rafa
with	IN	with
Israeli	JJ	Israeli
tanks	NNS	tank
and	CC	and
soldiers	NNS	soldier
stationed	VVN	station
there	RB	there
and	CC	and
famous	JJ	famous
pictures	NNS	picture
of	IN	of
Israeli	JJ	Israeli
tanks	NNS	tank
pointing	VVG	point
their	PP$	their
barrels	NNS	barrel
towards	IN	towards
the	DT	the
Egyptian	JJ	Egyptian
s	NN	S
so	IN	so
a	DT	a
lot	NN	lot
of	IN	of
Egyptian	JJ	Egyptian
anger	NN	anger
and	CC	and
basically	RB	basically
two	CD	two
answers	NNS	answer
the	DT	the
first	JJ	first
answer	NN	answer
was	VBD	be
that	IN/that	that
the	DT	the
Egyptian	JJ	Egyptian
s	NN	S
suspended	VVD	suspend
the	DT	the
security	NN	security
cooperation	NN	cooperation
at	IN	at
the	DT	the
immediate	JJ	immediate
border	NN	border
area	NN	area
with	IN	with
the	DT	the
Israeli	JJ	Israeli
Army	NN	army
that	IN/that	that
of	IN	of
course	NN	course
has	VHZ	have
an	DT	an
effect	NN	effect
on	IN	on
the	DT	the
AIDS	NP	AIDS
coming	VVG	come
from	IN	from
the	DT	the
Egyptian	JJ	Egyptian
side	NN	side
to	TO	to
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
because	IN	because
that	WDT	that
has	VHZ	have
to	TO	to
be	VB	be
coordinated	VVN	coordinate
between	IN	between
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
and	CC	and
the	DT	the
Egyptian	JJ	Egyptian
side	NN	side
and	CC	and
the	DT	the
second	JJ	second
thing	NN	thing
as	IN	as
you	PP	you
mentioned	VVD	mention
um	NNS	um
that	IN/that	that
Egypt	NP	Egypt
joined	VVD	join
the	DT	the
case	NN	case
of	IN	of
South	NP	South
Africa	NP	Africa
at	IN	at
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
in	IN	in
the	DT	the
H	NP	H
um	NN	um
where	WRB	where
Israel	NP	Israel
is	VBZ	be
accused	VVN	accuse
of	IN	of
genocide	NN	genocide
so	IN	so
a	DT	a
lot	NN	lot
of	IN	of
Egyptian	JJ	Egyptian
anger	NN	anger
yeah	RB	yeah
the	DT	the
second	JJ	second
one	CD	one
a	DT	a
more	RBR	more
symbolic	JJ	symbolic
one	CD	one
what	WP	what
does	VVZ	do
this	DT	this
tell	VV	tell
us	PP	us
about	IN	about
the	DT	the
state	NN	state
of	IN	of
relation	NN	relation
between	IN	between
Egypt	NP	Egypt
and	CC	and
Israel	NP	Israel
current	JJ	current
well	NN	well
they	PP	they
are	VBP	be
very	RB	very
frosty	JJ	frosty
right	RB	right
now	RB	now
I	PP	I
I	PP	I
would	MD	would
say	VV	say
I	PP	I
mean	VV	mean
the	DT	the
Egyptians	NNS	Egyptian
are	VBP	be
saying	VVG	say
basically	RB	basically
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
incursion	NN	incursion
into	IN	into
Rafa	NP	Rafa
violates	VVZ	violate
existing	JJ	existing
treaties	NNS	treaty
between	IN	between
the	DT	the
two	CD	two
countries	NNS	country
where	WRB	where
there	EX	there
is	VBZ	be
stated	JJ	stated
that	IN/that	that
there	EX	there
should	MD	should
be	VB	be
some	DT	some
kind	NN	kind
of	IN	of
demilitarized	VVN	demilitarize
zone	NN	zone
in	IN	in
the	DT	the
immediate	JJ	immediate
border	NN	border
area	NN	area
where	WRB	where
there	EX	there
are	VBP	be
no	DT	no
heavy	JJ	heavy
Weaponry	NN	weaponry
where	WRB	where
'	POS	'
s	NN	S
no	DT	no
heavy	JJ	heavy
Weaponry	NN	weaponry
allowed	VVD	allow
the	DT	the
Egyptians	NNS	Egyptian
say	VVP	say
this	DT	this
is	VBZ	be
now	RB	now
violated	VVN	violate
and	CC	and
in	IN	in
a	DT	a
way	NN	way
I	PP	I
mean	VVP	mean
this	DT	this
is	VBZ	be
of	IN	of
course	NN	course
don	NN	don
'	POS	'
t	NN	t
forget	VV	forget
Egypt	NP	Egypt
and	CC	and
uh	UH	uh
and	CC	and
Israel	NP	Israel
this	DT	this
is	VBZ	be
the	DT	the
oldest	JJS	old
peace	NN	peace
treaty	NN	treaty
between	IN	between
an	DT	an
Arab	JJ	Arab
country	NN	country
and	CC	and
the	DT	the
Israeli	JJ	Israeli
side	NN	side
came	VVD	come
David	NP	David
1979	CD	@card@
and	CC	and
we	PP	we
might	MD	might
come	VV	come
to	TO	to
the	DT	the
point	NN	point
where	WRB	where
this	DT	this
is	VBZ	be
it	PP	it
at	IN	at
a	DT	a
disposal	NN	disposal
so	RB	so
that	IN/that	that
for	IN	for
Israel	NP	Israel
after	IN	after
the	DT	the
foundation	NN	foundation
of	IN	of
Israel	NP	Israel
and	CC	and
the	DT	the
67	CD	@card@
War	NP	War
and	CC	and
the	DT	the
gaining	VVG	gain
of	IN	of
occupied	JJ	occupied
territories	NNS	territory
the	DT	the
Camp	NP	Camp
David	NP	David
peace	NN	peace
treaty	NN	treaty
is	VBZ	be
maybe	RB	maybe
the	DT	the
biggest	JJS	big
achievement	NN	achievement
of	IN	of
the	DT	the
Israel	NP	Israel
State	NP	State
and	CC	and
that	WDT	that
might	MD	might
be	VB	be
at	IN	at
the	DT	the
end	NN	end
even	RB	even
at	IN	at
risk	NN	risk
in	IN	in
this	DT	this
whole	JJ	whole
thing	NN	thing
we	PP	we
'	POS	'
re	NN	re
seeing	VVG	see
right	RB	right
now	RB	now
B	NP	B
let	NN	let
'	POS	'
s	NNS	s
hand	VV	hand
it	PP	it
over	RP	over
to	TO	to
you	PP	you
so	IN	so
Egypt	NP	Egypt
is	VBZ	be
saying	VVG	say
that	IN/that	that
the	DT	the
seizing	NN	seizing
of	IN	of
the	DT	the
Rafa	NP	Rafa
Crossing	NN	crossing
violates	VVZ	violate
security	NN	security
agreements	NNS	agreement
between	IN	between
Egypt	NP	Egypt
and	CC	and
Israel	NP	Israel
so	RB	so
why	WRB	why
is	VBZ	be
Israel	NP	Israel
so	RB	so
keen	JJ	keen
on	IN	on
holding	VVG	hold
the	DT	the
Rafa	NP	Rafa
Crossing	VVG	cross
well	RB	well
if	IN	if
the	DT	the
question	NN	question
is	VBZ	be
why	WRB	why
so	RB	so
keen	JJ	keen
on	IN	on
holding	VVG	hold
the	DT	the
Rafa	NP	Rafa
Crossing	VVG	cross
it	PP	it
'	POS	'
s	NN	S
obvious	JJ	obvious
that	WDT	that
wants	VVZ	want
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
there	EX	there
are	VBP	be
no	DT	no
smuggling	NN	smuggling
of	IN	of
any	DT	any
weapons	NNS	weapon
from	IN	from
the	DT	the
sin	NN	sin
penia	NN	penia
inside	IN	inside
Gaza	NP	Gaza
at	IN	at
any	DT	any
point	NN	point
in	IN	in
the	DT	the
future	NN	future
but	CC	but
Israel	NP	Israel
after	IN	after
all	DT	all
doesn	NN	doesn
'	POS	'
t	NN	t
want	VVP	want
to	TO	to
hold	VV	hold
it	PP	it
forever	RB	forever
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
main	JJ	main
point	NN	point
here	IN	here
uh	UH	uh
a	DT	a
report	NN	report
today	NN	today
in	IN	in
Israel	NP	Israel
said	VVD	say
that	IN/that	that
Israeli	JJ	Israeli
officials	NNS	official
asked	VVD	ask
the	DT	the
pa	NN	pa
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
to	TO	to
take	VV	take
control	NN	control
at	IN	at
least	JJS	least
unofficially	RB	unofficially
for	IN	for
the	DT	the
Rafa	NP	Rafa
and	CC	and
they	PP	they
refuse	VVP	refuse
because	IN	because
they	PP	they
don	NN	don
'	POS	'
t	NN	t
want	VVP	want
to	TO	to
um	JJ	um
um	NNS	um
do	VVP	do
it	PP	it
before	IN	before
the	DT	the
end	NN	end
of	IN	of
the	DT	the
war	NN	war
which	WDT	which
means	VVZ	mean
maybe	RB	maybe
they	PP	they
don	VV	don
'	''	'
t	NN	t
want	VVP	want
to	TO	to
do	VV	do
it	PP	it
before	IN	before
the	DT	the
end	NN	end
of	IN	of
the	DT	the
war	NN	war
because	IN	because
they	PP	they
don	NN	don
'	POS	'
t	NN	t
want	VVP	want
Hamas	NNS	Hamas
to	TO	to
attack	VV	attack
them	PP	them
and	CC	and
this	DT	this
whole	JJ	whole
idea	NN	idea
of	IN	of
the	DT	the
Egyptian	JJ	Egyptian
narrative	NN	narrative
that	IN/that	that
they	PP	they
are	VBP	be
uh	UH	uh
doing	VVG	do
this	DT	this
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
Israeli	JJ	Israeli
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
doesn	NP	doesn
'	POS	'
t	NN	t
really	RB	really
align	VVP	align
with	IN	with
the	DT	the
fact	NN	fact
that	IN/that	that
Israel	NP	Israel
according	VVG	accord
to	TO	to
many	JJ	many
officials	NNS	official
did	VVD	do
coordinate	VV	coordinate
with	IN	with
the	DT	the
Egyptians	NNS	Egyptian
this	DT	this
um	JJ	um
uh	UH	uh
uh	UH	uh
operation	NN	operation
limited	VVN	limit
one	CD	one
uh	UH	uh
to	TO	to
say	VV	say
uh	UH	uh
um	NNS	um
for	IN	for
months	NNS	month
now	RB	now
so	RB	so
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
weird	JJ	weird
that	IN/that	that
the	DT	the
Egyptians	NNS	Egyptian
are	VBP	be
taking	VVG	take
these	DT	these
tips	NNS	tip
right	RB	right
now	RB	now
especially	RB	especially
after	IN	after
the	DT	the
coordination	NN	coordination
well	RB	well
they	PP	they
say	VVP	say
they	PP	they
are	VBP	be
angered	VVN	anger
and	CC	and
the	DT	the
two	CD	two
countries	NNS	country
as	IN	as
Kareem	NP	Kareem
pointed	VVD	point
out	RB	out
have	VH	have
a	DT	a
long	JJ	long
history	NN	history
of	IN	of
security	NN	security
cooperation	NN	cooperation
um	NN	um
that	WDT	that
is	VBZ	be
very	RB	very
beneficial	JJ	beneficial
for	IN	for
both	DT	both
countries	NNS	country
um	JJ	um
how	WRB	how
worried	JJ	worried
are	VBP	be
Israeli	JJ	Israeli
officials	NNS	official
over	IN	over
the	DT	the
tensions	NNS	tension
with	IN	with
Egypt	NP	Egypt
well	RB	well
we	PP	we
can	MD	can
say	VV	say
obviously	RB	obviously
there	RB	there
'	''	'
s	VVG	s
a	DT	a
lot	NN	lot
of	IN	of
frustration	NN	frustration
between	IN	between
the	DT	the
two	CD	two
parties	NNS	party
right	RB	right
now	RB	now
but	CC	but
I	PP	I
talked	VVD	talk
to	TO	to
security	NN	security
officials	NNS	official
today	NN	today
they	PP	they
told	VVD	tell
me	PP	me
that	IN/that	that
they	PP	they
see	VVP	see
this	DT	this
as	IN	as
a	DT	a
lip	NN	lip
service	VV	service
uh	UH	uh
um	NNS	um
by	IN	by
the	DT	the
Egyptians	NNS	Egyptian
because	IN	because
after	IN	after
Israel	NP	Israel
um	VVG	um
uh	UH	uh
entered	VVN	enter
Rafa	NP	Rafa
Crossing	NN	crossing
and	CC	and
Israeli	JJ	Israeli
flags	NNS	flag
with	IN	with
the	DT	the
tanks	NNS	tank
were	VBD	be
uh	UH	uh
very	RB	very
close	JJ	close
to	TO	to
Egypt	NP	Egypt
they	PP	they
want	VVP	want
to	TO	to
calm	VV	calm
the	DT	the
anger	NN	anger
from	IN	from
the	DT	the
Egyptian	JJ	Egyptian
public	NN	public
that	RB	that
'	POS	'
s	NN	S
why	WRB	why
they	PP	they
are	VBP	be
now	RB	now
participating	VVG	participate
in	IN	in
this	DT	this
uh	UH	uh
um	VVG	um
uh	UH	uh
case	NN	case
against	IN	against
Israel	NP	Israel
in	IN	in
the	DT	the
ha	NP	ha
and	CC	and
then	RB	then
then	RB	then
um	JJ	um
the	DT	the
officials	NNS	official
saying	VVG	say
that	DT	that
uh	UH	uh
Israel	NP	Israel
or	CC	or
excuse	VV	excuse
me	PP	me
Egypt	NP	Egypt
just	RB	just
just	RB	just
doesn	NP	doesn
'	POS	'
t	NN	t
want	VVP	want
Israel	NP	Israel
to	TO	to
expand	VV	expand
the	DT	the
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
because	IN	because
their	PP$	their
red	JJ	red
line	NN	line
is	VBZ	be
obviously	RB	obviously
the	DT	the
uh	UH	uh
gazans	NNS	Gazan
to	TO	to
actually	RB	actually
go	VV	go
through	IN	through
the	DT	the
crossing	NN	crossing
to	TO	to
the	DT	the
Sinai	NP	Sinai
penena	NN	penena
this	DT	this
is	VBZ	be
the	DT	the
red	JJ	red
line	NN	line
for	IN	for
Egypt	NP	Egypt
so	IN	so
they	PP	they
want	VVP	want
to	TO	to
pressure	VV	pressure
Israel	NP	Israel
by	IN	by
doing	VVG	do
this	DT	this
not	RB	not
to	TO	to
expand	VV	expand
the	DT	the
operation	NN	operation
that	WDT	that
is	VBZ	be
taking	VVG	take
place	NN	place
right	RB	right
now	RB	now
in	IN	in
Rafa	NP	Rafa
so	IN	so
kareim	NP	kareim
what	WP	what
can	MD	can
Egypt	NP	Egypt
do	VVP	do
about	RB	about
all	RB	all
of	IN	of
this	DT	this
about	IN	about
Israel	NP	Israel
Crossing	VVG	cross
its	PP$	its
red	JJ	red
lines	NNS	line
and	CC	and
you	PP	you
know	VVP	know
the	DT	the
presence	NN	presence
of	IN	of
Israel	NP	Israel
troops	NNS	troop
on	IN	on
the	DT	the
Rafa	NP	Rafa
border	NN	border
would	MD	would
they	PP	they
risk	VV	risk
suspending	VVG	suspend
the	DT	the
peace	NN	peace
treaty	NN	treaty
with	IN	with
Israel	NP	Israel
I	PP	I
mean	VVP	mean
for	IN	for
them	PP	them
it	PP	it
'	POS	'
s	NN	S
to	TO	to
wait	VV	wait
and	CC	and
see	VV	see
when	WRB	when
there	EX	there
is	VBZ	be
a	DT	a
time	NN	time
to	TO	to
they	PP	they
can	MD	can
exert	VV	exert
pressure	NN	pressure
on	IN	on
the	DT	the
Israeli	JJ	Israeli
side	NN	side
because	IN	because
don	NN	don
'	POS	'
t	NN	t
forget	VV	forget
Israel	NP	Israel
needs	VVZ	need
the	DT	the
Egyptians	NNS	Egyptian
as	IN	as
mediators	NNS	mediator
between	IN	between
Israel	NP	Israel
Hamas	NP	Hamas
and	CC	and
the	DT	the
US	NP	US
this	DT	this
is	VBZ	be
the	DT	the
role	NN	role
they	PP	they
were	VBD	be
playing	VVG	play
all	PDT	all
the	DT	the
last	JJ	last
weeks	NNS	week
so	IN	so
this	DT	this
will	MD	will
continue	VV	continue
and	CC	and
the	DT	the
second	JJ	second
thing	NN	thing
is	VBZ	be
also	RB	also
that	IN/that	that
the	DT	the
Israel	NP	Israel
needs	VVZ	need
probably	RB	probably
Egyptians	NNS	Egyptian
for	IN	for
the	DT	the
day	NN	day
after	IN	after
and	CC	and
right	RB	right
now	RB	now
of	IN	of
course	NN	course
we	PP	we
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
any	DT	any
idea	NN	idea
what	WP	what
the	DT	the
day	NN	day
after	IN	after
looks	NNS	look
like	IN	like
I	PP	I
mean	VVP	mean
Netanyahu	NP	Netanyahu
told	VVD	tell
us	PP	us
that	IN/that	that
when	WRB	when
he	PP	he
will	MD	will
go	VV	go
to	TO	to
Rafa	NP	Rafa
there	RB	there
is	VBZ	be
four	CD	four
Hamas	JJ	Hamas
battalions	NNS	battalion
which	WDT	which
we	PP	we
he	PP	he
has	VHZ	have
to	TO	to
destroy	VV	destroy
and	CC	and
then	RB	then
the	DT	the
war	NN	war
will	MD	will
be	VB	be
over	IN	over
now	RB	now
the	DT	the
war	NN	war
is	VBZ	be
flared	VVN	flare
up	RP	up
in	IN	in
the	DT	the
north	NN	north
again	RB	again
in	IN	in
in	IN	in
jabalia	NN	jabalia
so	IN	so
it	PP	it
'	POS	'
s	NN	S
all	DT	all
one	CD	one
big	JJ	big
mess	NN	mess
and	CC	and
I	PP	I
guess	VVP	guess
I	PP	I
guess	VVP	guess
as	RB	as
long	RB	long
as	RB	as
stays	VVZ	stay
to	TO	to
be	VB	be
such	PDT	such
a	DT	a
mess	NN	mess
Egypt	NP	Egypt
will	MD	will
stay	VV	stay
out	RP	out
of	IN	of
any	DT	any
kind	NN	kind
of	IN	of
post	NN	post
-	NN	-
war	NN	war
role	NN	role
within	IN	within
the	DT	the
Gaza	NP	Gaza
Street	NP	Street
balik	NN	balik
we	PP	we
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
much	JJ	much
time	NN	time
but	CC	but
I	PP	I
do	VVP	do
want	VV	want
to	TO	to
talk	VV	talk
about	IN	about
the	DT	the
day	NN	day
after	RB	after
does	VVZ	do
the	DT	the
Israeli	JJ	Israeli
government	NN	government
believe	VVP	believe
there	EX	there
is	VBZ	be
an	DT	an
end	NN	end
game	NN	game
in	IN	in
Gaza	NP	Gaza
which	WDT	which
doesn	NP	doesn
'	POS	'
t	NN	t
involve	VVP	involve
heavy	JJ	heavy
Egyptian	JJ	Egyptian
participation	NN	participation
well	RB	well
this	DT	this
is	VBZ	be
exactly	RB	exactly
the	DT	the
main	JJ	main
point	NN	point
of	IN	of
this	DT	this
agreement	NN	agreement
not	RB	not
only	RB	only
between	IN	between
Israel	NP	Israel
and	CC	and
Egypt	NP	Egypt
also	RB	also
between	IN	between
Israel	NP	Israel
and	CC	and
the	DT	the
Americans	NPS	Americans
nanahu	NN	nanahu
even	RB	even
today	NN	today
said	VVD	say
it	PP	it
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
no	DT	no
discussion	NN	discussion
about	IN	about
the	DT	the
day	NN	day
after	IN	after
unless	IN	unless
there	EX	there
is	VBZ	be
a	DT	a
full	JJ	full
disarmament	NN	disarmament
of	IN	of
Hamas	JJ	Hamas
and	CC	and
total	JJ	total
Destruction	NN	destruction
of	IN	of
Hamas	NP	Hamas
in	IN	in
Gaza	NP	Gaza
a	DT	a
lot	NN	lot
of	IN	of
critics	NNS	critic
critics	NNS	critic
are	VBP	be
saying	VVG	say
that	IN/that	that
Natan	NP	Natan
can	NN	can
'	POS	'
t	NN	t
take	VV	take
that	DT	that
decision	NN	decision
because	IN	because
of	IN	of
the	DT	the
right	JJ	right
-	NN	-
wing	NN	wing
hardliners	NNS	hardliner
in	IN	in
his	PP$	his
cabinet	NN	cabinet
and	CC	and
in	IN	in
his	PP$	his
uh	UH	uh
government	NN	government
in	IN	in
general	JJ	general
and	CC	and
as	RB	as
I	PP	I
see	VVP	see
it	PP	it
in	IN	in
the	DT	the
current	JJ	current
formation	NN	formation
of	IN	of
the	DT	the
Israeli	JJ	Israeli
government	NN	government
and	CC	and
Coalition	NP	Coalition
this	DT	this
can	MD	can
be	VB	be
done	VVN	do
there	EX	there
can	MD	can
be	VB	be
uh	UH	uh
uh	UH	uh
the	DT	the
uh	UH	uh
wishful	JJ	wishful
thinking	NN	thinking
or	CC	or
the	DT	the
the	DT	the
wish	NN	wish
that	IN/that	that
Egypt	NP	Egypt
wants	VVZ	want
which	WDT	which
is	VBZ	be
the	DT	the
PA	NN	pa
controlling	VVG	control
all	DT	all
of	IN	of
Gaza	NP	Gaza
so	CC	so
this	DT	this
is	VBZ	be
the	DT	the
main	JJ	main
point	NN	point
of	IN	of
this	DT	this
agreement	NN	agreement
for	IN	for
now	RB	now
kareim	NN	kareim
and	CC	and
balik	NN	balik
thank	VVP	thank
you	PP	you
so	RB	so
much	JJ	much
to	TO	to
both	DT	both
of	IN	of
you	PP	you
