<video_id>uC6VJnEUctQ</video_id>	JJ	<video_id>uC6VJnEUctQ</video_id>
changes	NNS	change
blinkin	NN	blinkin
says	NNS	say
are	VBP	be
a	DT	a
nogo	NN	nogo
the	DT	the
secretary	NN	secretary
of	IN	of
state	NN	state
is	VBZ	be
in	IN	in
Qatar	NP	Qatar
to	TO	to
drum	VV	drum
up	RP	up
support	NN	support
for	IN	for
the	DT	the
initiative	NN	initiative
aside	RB	aside
from	IN	from
what	WP	what
Hamas	NP	Hamas
wants	VVZ	want
to	TO	to
amend	VV	amend
this	DT	this
plan	NN	plan
has	VHZ	have
still	RB	still
not	RB	not
received	VVD	receive
a	DT	a
clear	JJ	clear
public	JJ	public
endorsement	NN	endorsement
from	IN	from
Israel	NP	Israel
this	DT	this
stands	NNS	stand
in	IN	in
stark	JJ	stark
contrast	NN	contrast
to	TO	to
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
on	IN	on
Monday	NP	Monday
the	DT	the
council	NN	council
endorsed	VVD	endorse
the	DT	the
plan	NN	plan
calling	VVG	call
on	IN	on
both	DT	both
Israel	NP	Israel
and	CC	and
Hamas	NP	Hamas
to	TO	to
enact	VV	enact
it	PP	it
immediately	RB	immediately
with	IN	with
no	DT	no
conditions	NNS	condition
well	RB	well
tonight	RB	tonight
the	DT	the
world	NN	world
is	VBZ	be
still	RB	still
waiting	VVG	wait
for	IN	for
that	WDT	that
to	TO	to
happen	VV	happen
and	CC	and
here's	NNS	here's
a	DT	a
primer	NN	primer
on	IN	on
what	WP	what
the	DT	the
plan	NN	plan
that	IN/that	that
for	IN	for
now	RB	now
has	VHZ	have
unprecedented	JJ	unprecedented
international	JJ	international
support	NN	support
would	MD	would
call	VV	call
for	IN	for
let's	NNS	let's
take	VVP	take
a	DT	a
look	NN	look
at	IN	at
it	PP	it
it's	NNS	it's
made	VVN	make
up	RP	up
of	IN	of
three	CD	three
phases	NNS	phase
the	DT	the
first	JJ	first
phase	NN	phase
would	MD	would
include	VV	include
the	DT	the
release	NN	release
of	IN	of
some	DT	some
hostages	NNS	hostage
the	DT	the
return	NN	return
of	IN	of
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
and	CC	and
partial	JJ	partial
troop	NN	troop
withdrawal	NN	withdrawal
all	RB	all
of	IN	of
this	DT	this
under	IN	under
a	DT	a
six	CD	six
week	NN	week
truce	NN	truce
the	DT	the
second	JJ	second
phase	NN	phase
includes	VVZ	include
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
now	RB	now
that	IN/that	that
would	MD	would
mean	VV	mean
the	DT	the
full	JJ	full
withdrawal	NN	withdrawal
of	IN	of
Israeli	JJ	Israeli
forces	NNS	force
from	IN	from
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
the	DT	the
third	JJ	third
phase	NN	phase
would	MD	would
focus	VV	focus
on	IN	on
a	DT	a
plan	NN	plan
to	TO	to
rebuild	VV	rebuild
Gaza	NP	Gaza
while	IN	while
blinkin	NP	blinkin
have	VHP	have
said	VVN	say
that	IN/that	that
some	DT	some
of	IN	of
the	DT	the
counter	JJ	counter
proposals	NNS	proposal
from	IN	from
Hamas	NNS	Hamas
are	VBP	be
unacceptable	JJ	unacceptable
we	PP	we
we	PP	we
still	RB	still
have	VHP	have
no	DT	no
information	NN	information
on	IN	on
what	WP	what
those	DT	those
amendments	NNS	amendment
call	VVP	call
for	IN	for
here's	NNS	here's
more	RBR	more
now	RB	now
from	IN	from
Anthony	NP	Anthony
blinkin	NN	blinkin
the	DT	the
entire	JJ	entire
world	NN	world
almost	RB	almost
without	IN	without
uh	UH	uh
fail	NN	fail
has	VHZ	have
been	VBN	be
uh	UH	uh
behind	IN	behind
this	DT	this
proposal	NN	proposal
and	CC	and
we've	NN	we've
heard	VVD	hear
it	PP	it
again	RB	again
and	CC	and
again	RB	again
and	CC	and
again	RB	again
so	RB	so
we	PP	we
were	VBD	be
waiting	VVG	wait
on	IN	on
one	CD	one
response	NN	response
and	CC	and
that	DT	that
was	VBD	be
the	DT	the
response	NN	response
from	IN	from
Hamas	NP	Hamas
and	CC	and
as	IN	as
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
said	VVD	say
last	JJ	last
night	NN	night
we	PP	we
received	VVD	receive
a	DT	a
response	NN	response
Hamas	NN	Hamas
has	VHZ	have
proposed	VVN	propose
numerous	JJ	numerous
changes	NNS	change
to	TO	to
the	DT	the
proposal	NN	proposal
that	WDT	that
was	VBD	be
on	IN	on
the	DT	the
table	NN	table
we	PP	we
discussed	VVD	discuss
those	DT	those
changes	NNS	change
last	JJ	last
night	NN	night
with	IN	with
Egyptian	JJ	Egyptian
colleagues	NNS	colleague
and	CC	and
today	NN	today
with	IN	with
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
some	DT	some
of	IN	of
the	DT	the
changes	NNS	change
are	VBP	be
workable	JJ	workable
some	DT	some
are	VBP	be
not	RB	not
I'm	NP	I'm
joined	VVD	join
Now	RB	now
by	IN	by
Jonathan	NP	Jonathan
panikov	NP	panikov
he's	NNS	he's
one	CD	one
of	IN	of
the	DT	the
leading	VVG	lead
Middle	NP	Middle
East	NP	East
analysts	NNS	analyst
at	IN	at
the	DT	the
Atlantic	NP	Atlantic
Council	NP	Council
that's	NNS	that's
a	DT	a
us-based	JJ	us-based
global	JJ	global
Affairs	NPS	Affairs
think	VVP	think
T	NN	T
Jonathan	NP	Jonathan
it's	NNS	it's
good	JJ	good
to	TO	to
have	VH	have
you	PP	you
back	RB	back
on	IN	on
the	DT	the
show	NN	show
when	WRB	when
you	PP	you
and	CC	and
I	PP	I
spoke	VVD	speak
24	CD	@card@
hours	NNS	hour
ago	RB	ago
you	PP	you
were	VBD	be
cautious	JJ	cautious
about	IN	about
what	WP	what
seemed	VVD	seem
to	TO	to
be	VB	be
growing	VVG	grow
optimism	NN	optimism
that	IN/that	that
this	DT	this
plan	NN	plan
would	MD	would
be	VB	be
the	DT	the
plan	NN	plan
leading	VVG	lead
to	TO	to
peace	VV	peace
I	PP	I
have	VHP	have
to	TO	to
say	VV	say
it's	NNS	it's
very	RB	very
preent	JJ	preent
of	IN	of
you	PP	you
Hamas	JJ	Hamas
hasn't	NN	hasn't
signed	VVN	sign
on	IN	on
and	CC	and
it	PP	it
wants	VVZ	want
the	DT	the
plans	NNS	plan
changed	VVD	change
what	WP	what
do	VVP	do
you	PP	you
say	VVP	say
about	IN	about
what's	NNS	what's
happened	VVD	happen
thanks	NNS	thanks
for	IN	for
having	VHG	have
me	PP	me
back	RB	back
thrill	VVP	thrill
to	TO	to
be	VB	be
with	IN	with
you	PP	you
look	VVP	look
I	PP	I
think	VVP	think
it's	NNS	it's
a	DT	a
challenge	NN	challenge
and	CC	and
I	PP	I
think	VVP	think
there's	RB	there's
not	RB	not
a	DT	a
lot	NN	lot
of	IN	of
surprise	NN	surprise
frankly	RB	frankly
by	IN	by
Israel	NP	Israel
or	CC	or
the	DT	the
us	PP	us
or	CC	or
the	DT	the
Europeans	NNS	European
that	IN/that	that
this	DT	this
was	VBD	be
the	DT	the
re	NN	re
response	NN	response
this	DT	this
was	VBD	be
a	DT	a
yes	NN	yes
but	RB	but
and	CC	and
the	DT	the
question	NN	question
is	VBZ	be
how	WRB	how
big	JJ	big
is	VBZ	be
the	DT	the
butt	NN	butt
so	RB	so
is	VBZ	be
this	DT	this
a	DT	a
poison	NN	poison
pill	NN	pill
which	WDT	which
would	MD	would
mean	VV	mean
that	DT	that
Hamas	JJ	Hamas
isn't	NN	isn't
really	RB	really
looking	VVG	look
for	IN	for
this	DT	this
to	TO	to
end	VV	end
up	RP	up
and	CC	and
conclude	VV	conclude
in	IN	in
a	DT	a
deal	NN	deal
and	CC	and
so	RB	so
what	WDT	what
they've	NN	they've
put	VVD	put
back	RB	back
in	IN	in
the	DT	the
Amendments	NNS	amendment
they've	NN	they've
proposed	VVN	propose
are	VBP	be
so	RB	so
extreme	JJ	extreme
that	IN/that	that
they	PP	they
know	VVP	know
Israel	NP	Israel
won't	NP	won't
agree	VVP	agree
to	TO	to
it	PP	it
or	CC	or
is	VBZ	be
it	PP	it
going	VVG	go
to	TO	to
be	VB	be
as	IN	as
secretary	NN	secretary
blinkin	NN	blinkin
said	VVD	say
just	RB	just
an	DT	an
opening	NN	opening
negotiating	VVG	negotiate
position	NN	position
such	JJ	such
that	IN/that	that
some	DT	some
of	IN	of
the	DT	the
changes	NNS	change
are	VBP	be
workable	JJ	workable
and	CC	and
might	MD	might
be	VB	be
able	JJ	able
to	TO	to
be	VB	be
accepted	VVN	accept
and	CC	and
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
just	RB	just
not	RB	not
but	CC	but
Hamas	NP	Hamas
might	MD	might
ultimately	RB	ultimately
let	VV	let
them	PP	them
drop	VV	drop
I	PP	I
think	VVP	think
it's	NNS	it's
a	DT	a
little	JJ	little
too	RB	too
early	JJ	early
still	RB	still
to	TO	to
say	VV	say
but	CC	but
I	PP	I
wouldn't	VVD	wouldn't
expect	VV	expect
Israel	NP	Israel
to	TO	to
sign	VV	sign
off	RP	off
or	CC	or
even	RB	even
agree	VV	agree
to	TO	to
anything	NN	anything
until	IN	until
Hamas	NP	Hamas
makes	VVZ	make
the	DT	the
first	JJ	first
move	NN	move
and	CC	and
makes	VVZ	make
clear	VV	clear
what	WP	what
they	PP	they
will	MD	will
and	CC	and
won't	NN	won't
accept	VVP	accept
yeah	RB	yeah
let's	NNS	let's
consider	VVP	consider
for	IN	for
a	DT	a
moment	NN	moment
the	DT	the
decision-making	NN	decision-making
process	NN	process
within	IN	within
Hamas	NN	Hamas
you	PP	you
told	VVD	tell
me	PP	me
yesterday	NN	yesterday
that	DT	that
everything	NN	everything
the	DT	the
group	NN	group
agrees	VVZ	agree
to	TO	to
or	CC	or
rejects	NNS	reject
depends	VVZ	depend
on	IN	on
the	DT	the
Gaza	NP	Gaza
based	VVN	base
Hamas	JJ	Hamas
leader	NN	leader
Yaya	NP	Yaya
senoir	NN	senoir
what	WP	what
makes	VVZ	make
this	DT	this
man	NN	man
who	WP	who
does	VVZ	do
not	RB	not
take	VV	take
part	NN	part
in	IN	in
any	DT	any
negotiations	NNS	negotiation
because	IN	because
he	PP	he
is	VBZ	be
hiding	VVG	hide
somewhere	RB	somewhere
in	IN	in
Gaza	NP	Gaza
what	WP	what
makes	VVZ	make
him	PP	him
the	DT	the
only	RB	only
important	JJ	important
decision	NN	decision
maker	NN	maker
so	IN	so
sinir	NN	sinir
is	VBZ	be
The	DT	the
Mastermind	NN	mastermind
behind	IN	behind
the	DT	the
October	NP	October
7th	JJ	7th
attack	NN	attack
he	PP	he
is	VBZ	be
the	DT	the
political	JJ	political
leader	NN	leader
in	IN	in
Gaza	NP	Gaza
um	NNS	um
but	CC	but
ultimately	RB	ultimately
has	VHZ	have
control	NN	control
of	IN	of
the	DT	the
brigades	NNS	brigade
as	IN	as
well	RB	well
the	DT	the
reality	NN	reality
is	VBZ	be
that	IN/that	that
Hamas	JJ	Hamas
leaders	NNS	leader
sitting	VVG	sit
in	IN	in
Doha	NP	Doha
mes	FW	mes
don't	NP	don't
actually	RB	actually
have	VHP	have
the	DT	the
ability	NN	ability
to	TO	to
Kajol	NP	Kajol
or	CC	or
command	VV	command
the	DT	the
the	DT	the
brigades	NNS	brigade
the	DT	the
terror	NN	terror
side	NN	side
of	IN	of
Hamas	NP	Hamas
to	TO	to
make	VV	make
a	DT	a
decision	NN	decision
to	TO	to
agree	VV	agree
to	TO	to
a	DT	a
deal	NN	deal
or	CC	or
not	RB	not
agree	VV	agree
to	TO	to
a	DT	a
deal	NN	deal
sinir	NN	sinir
does	VVZ	do
Hamas	NNS	Hamas
as	IN	as
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
as	IN	as
a	DT	a
whole	NN	whole
has	VHZ	have
a	DT	a
variety	NN	variety
of	IN	of
factions	NNS	faction
the	DT	the
political	JJ	political
faction	NN	faction
in	IN	in
doigh	NP	doigh
just	RB	just
mentioned	VVD	mention
the	DT	the
political	JJ	political
faction	NN	faction
in	IN	in
Gaza	NP	Gaza
faction	NN	faction
that's	NNS	that's
really	RB	really
there	RB	there
and	CC	and
signed	VVD	sign
up	RP	up
to	TO	to
Hamas	VV	Hamas
simply	RB	simply
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
work	VV	work
and	CC	and
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
get	VV	get
money	NN	money
and	CC	and
and	CC	and
living	VVG	live
expenses	NNS	expense
and	CC	and
then	RB	then
a	DT	a
faction	NN	faction
that's	NNS	that's
incred	VVD	incred
militant	JJ	militant
that	DT	that
is	VBZ	be
the	DT	the
brigades	NNS	brigade
and	CC	and
the	DT	the
ones	NNS	one
that	WDT	that
carried	VVD	carry
out	RP	out
the	DT	the
October	NP	October
7th	JJ	7th
attack	NN	attack
sinir	NN	sinir
is	VBZ	be
the	DT	the
only	JJ	only
one	CD	one
that	WDT	that
can	MD	can
actually	RB	actually
have	VH	have
authority	NN	authority
over	IN	over
all	DT	all
of	IN	of
them	PP	them
and	CC	and
so	RB	so
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
no	RB	no
matter	VV	matter
what	WP	what
everybody	NN	everybody
else	RB	else
wants	VVZ	want
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
his	PP$	his
decision	NN	decision
yeah	RB	yeah
yeah	RB	yeah
I	PP	I
mean	VVP	mean
we	PP	we
often	RB	often
think	VVP	think
of	IN	of
Hamas	NN	Hamas
is	VBZ	be
being	VBG	be
this	DT	this
one	CD	one
big	JJ	big
monolith	NN	monolith
I'm	NN	I'm
wondering	VVG	wonder
is	VBZ	be
there	RB	there
a	DT	a
dispute	NN	dispute
within	IN	within
Hamas	NNS	Hamas
about	IN	about
the	DT	the
future	JJ	future
course	NN	course
or	CC	or
is	VBZ	be
everyone	NN	everyone
without	IN	without
exception	NN	exception
behind	IN	behind
Sino	NP	Sino
war	NN	war
no	RB	no
I	PP	I
don't	VVD	don't
think	VV	think
everybody's	NNS	everybody's
behind	IN	behind
him	PP	him
I	PP	I
just	RB	just
think	VVP	think
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
don't	NN	don't
have	VHP	have
sufficient	JJ	sufficient
what	WP	what
you'd	NNS	you'd
say	VVP	say
is	VBZ	be
Wasa	NP	Wasa
to	TO	to
oppose	VV	oppose
him	PP	him
sufficient	JJ	sufficient
influence	NN	influence
to	TO	to
oppose	VV	oppose
Sino	NP	Sino
so	IN	so
I	PP	I
I	PP	I
think	VVP	think
there's	RB	there's
actually	RB	actually
a	DT	a
number	NN	number
of	IN	of
splits	NNS	split
and	CC	and
a	DT	a
number	NN	number
of	IN	of
ideological	JJ	ideological
splits	NNS	split
within	IN	within
the	DT	the
group	NN	group
a	DT	a
number	NN	number
of	IN	of
differences	NNS	difference
in	IN	in
terms	NNS	term
of	IN	of
preferences	NNS	preference
of	IN	of
what	WP	what
different	JJ	different
leaders	NNS	leader
if	IN	if
they	PP	they
were	VBD	be
in	IN	in
his	PP$	his
position	NN	position
might	MD	might
do	VV	do
but	CC	but
the	DT	the
truth	NN	truth
of	IN	of
the	DT	the
matter	NN	matter
is	VBZ	be
he	PP	he
has	VHZ	have
control	NN	control
now	RB	now
if	IN	if
he	PP	he
were	VBD	be
to	TO	to
be	VB	be
killed	VVN	kill
by	IN	by
the	DT	the
Israelis	NPS	Israelis
or	CC	or
assassinated	VVD	assassinate
then	RB	then
it	PP	it
might	MD	might
open	VV	open
up	RP	up
space	NN	space
ironically	RB	ironically
it	PP	it
could	MD	could
change	VV	change
things	NNS	thing
as	IN	as
you	PP	you
have	VHP	have
different	JJ	different
leaders	NNS	leader
battling	VVG	battle
but	CC	but
right	RB	right
now	RB	now
he's	JJ	he's
the	DT	the
man	NN	man
in	IN	in
charge	NN	charge
Anthony	NP	Anthony
blinkin	NP	blinkin
said	VVD	say
today	NN	today
that	IN/that	that
the	DT	the
present	JJ	present
agreement	NN	agreement
that's	NNS	that's
on	IN	on
the	DT	the
table	NN	table
is	VBZ	be
virtually	RB	virtually
identical	JJ	identical
to	TO	to
a	DT	a
proposal	NN	proposal
that	IN/that	that
Hamas	NNS	Hamas
put	VVP	put
forward	VV	forward
itself	PP	itself
over	IN	over
a	DT	a
month	NN	month
ago	RB	ago
but	CC	but
today	RB	today
they	PP	they
come	VVP	come
back	RB	back
and	CC	and
make	VV	make
further	JJR	further
demands	NNS	demand
I	PP	I
mean	VVP	mean
this	DT	this
sounds	NNS	sound
like	IN	like
it	PP	it
looks	VVZ	look
like	IN	like
a	DT	a
delay	NN	delay
tactic	NN	tactic
um	NNS	um
how	WRB	how
is	VBZ	be
that	IN/that	that
in	IN	in
hamas's	NN	hamas's
interest	NN	interest
well	RB	well
you're	JJ	you're
right	NN	right
it	PP	it
is	VBZ	be
and	CC	and
obviously	RB	obviously
some	DT	some
of	IN	of
that	WDT	that
would	MD	would
depend	VV	depend
on	IN	on
what	WP	what
are	VBP	be
and	CC	and
if	IN	if
they're	NN	they're
about	IN	about
the	DT	the
timetable	NN	timetable
then	RB	then
it	PP	it
really	RB	really
it's	NNS	it's
showing	VVG	show
that	IN/that	that
Hamas	NP	Hamas
isn't	NP	isn't
interested	VVD	interest
we	PP	we
have	VHP	have
very	RB	very
clear	JJ	clear
reporting	VVG	report
now	RB	now
um	JJ	um
from	IN	from
another	DT	another
Outlet	NN	outlet
of	IN	of
sinar's	NN	sinar's
comments	NNS	comment
about	IN	about
frankly	RB	frankly
using	VVG	use
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
that	IN/that	that
the	DT	the
more	JJR	more
civilians	NNS	civilian
you	PP	you
die	VVP	die
it's	NNS	it's
ultimately	RB	ultimately
beneficial	JJ	beneficial
for	IN	for
Kamas	NP	Kamas
propaganda	NN	propaganda
I	PP	I
think	VVP	think
in	IN	in
the	DT	the
saddest	JJS	sad
of	IN	of
forms	NNS	form
you're	NN	you're
seeing	VVG	see
the	DT	the
impact	NN	impact
of	IN	of
that	WDT	that
and	CC	and
that	IN/that	that
come	VVN	come
to	TO	to
life	NN	life
that	IN/that	that
the	DT	the
focus	NN	focus
is	VBZ	be
on	IN	on
the	DT	the
group	NN	group
the	DT	the
focus	NN	focus
is	VBZ	be
on	IN	on
sinir	NN	sinir
himself	PP	himself
and	CC	and
his	PP$	his
survival	NN	survival
and	CC	and
so	RB	so
for	IN	for
the	DT	the
brigades	NNS	brigade
it	PP	it
makes	VVZ	make
sense	NN	sense
because	IN	because
if	IN	if
there's	RB	there's
a	DT	a
resolution	NN	resolution
to	TO	to
the	DT	the
conflict	NN	conflict
or	CC	or
the	DT	the
conflict	NN	conflict
ends	VVZ	end
at	IN	at
least	JJS	least
I	PP	I
should	MD	should
say	VV	say
well	RB	well
then	RB	then
sino's	NP	sino's
Powers	NP	Powers
probably	RB	probably
going	VVG	go
to	TO	to
be	VB	be
diminished	VVN	diminish
there's	RB	there's
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
Hamas	NN	Hamas
leading	VVG	lead
Gaza	NP	Gaza
right	RB	right
now	RB	now
though	IN	though
the	DT	the
opposite	NN	opposite
seems	VVZ	seem
to	TO	to
be	VB	be
true	JJ	true
as	IN	as
you're	NN	you're
saying	VVG	say
he's	NNS	he's
delaying	VVG	delay
and	CC	and
that	WDT	that
keeps	VVZ	keep
him	PP	him
as	IN	as
the	DT	the
person	NN	person
in	IN	in
the	DT	the
driver's	NNS	driver's
seat	NN	seat
yeah	RB	yeah
and	CC	and
you	PP	you
know	VVP	know
what	WP	what
you're	NN	you're
talking	VVG	talk
talking	NN	talking
about	IN	about
um	NNS	um
this	DT	this
report	NN	report
The	DT	the
Wall	NP	Wall
Street	NP	Street
Journal	NP	Journal
they	PP	they
they	PP	they
published	VVD	publish
leaked	VVN	leak
messages	NNS	message
from	IN	from
sinir	NN	sinir
which	WDT	which
in	IN	in
which	WDT	which
he	PP	he
calls	VVZ	call
the	DT	the
deaths	NNS	death
of	IN	of
Palestinian	JJ	Palestinian
civilians	NNS	civilian
necessary	JJ	necessary
sacrifices	NNS	sacrifice
and	CC	and
he	PP	he
says	VVZ	say
quote	VV	quote
we	PP	we
have	VHP	have
the	DT	the
Israelis	NPS	Israelis
right	RB	right
where	WRB	where
we	PP	we
want	VVP	want
them	PP	them
so	RB	so
yeah	RB	yeah
that	IN/that	that
doesn't	JJ	doesn't
sound	NN	sound
like	IN	like
um	NNS	um
a	DT	a
leader	NN	leader
who	WP	who
wants	VVZ	want
a	DT	a
ceasefire	NN	ceasefire
deal	NN	deal
I	PP	I
want	VVP	want
to	TO	to
ask	VV	ask
you	PP	you
about	IN	about
Qatar	NP	Qatar
Qatar	NP	Qatar
has	VHZ	have
been	VBN	be
conducting	VVG	conduct
these	DT	these
ceasefire	NN	ceasefire
negotiations	NNS	negotiation
for	IN	for
months	NNS	month
now	RB	now
the	DT	the
qari	NP	qari
Prime	NP	Prime
Minister	NP	Minister
described	VVD	describe
the	DT	the
process	NN	process
today	NN	today
as	IN	as
frustrating	JJ	frustrating
um	NNS	um
what	WP	what
would	MD	would
happen	VV	happen
if	IN	if
Qatar	NP	Qatar
gave	VVD	give
up	RP	up
its	PP$	its
role	NN	role
as	IN	as
mediator	NN	mediator
well	RB	well
my	PP$	my
guess	NN	guess
is	VBZ	be
what	WP	what
you	PP	you
would	MD	would
probably	RB	probably
have	VH	have
is	VBZ	be
the	DT	the
Egyptians	NNS	Egyptian
stepping	VVG	step
back	RB	back
in	IN	in
but	CC	but
we	PP	we
saw	VVD	see
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
ago	RB	ago
that	IN/that	that
didn't	NP	didn't
go	VV	go
so	RB	so
well	RB	well
the	DT	the
last	JJ	last
round	NN	round
of	IN	of
negotiations	NNS	negotiation
ended	VVN	end
largely	RB	largely
because	IN	because
of	IN	of
contentions	NNS	contention
um	VVG	um
that	IN/that	that
Egypt	NP	Egypt
was	VBD	be
not	RB	not
negotiating	VVG	negotiate
as	IN	as
a	DT	a
mediator	NN	mediator
perhaps	RB	perhaps
in	IN	in
the	DT	the
best	JJS	good
form	NN	form
it	PP	it
was	VBD	be
giving	VVG	give
different	JJ	different
drafts	NNS	draft
to	TO	to
the	DT	the
Israelis	NNS	Israeli
than	IN	than
to	TO	to
Hamas	NP	Hamas
I'm	NP	I'm
skeptical	JJ	skeptical
that	IN/that	that
Qatar	NP	Qatar
really	RB	really
is	VBZ	be
going	VVG	go
to	TO	to
step	VV	step
out	IN	out
I	PP	I
think	VVP	think
they	PP	they
view	VVP	view
for	IN	for
their	PP$	their
own	JJ	own
foreign	JJ	foreign
policy	NN	policy
frankly	RB	frankly
Global	JJ	global
and	CC	and
Regional	JJ	regional
mediation	NN	mediation
as	IN	as
a	DT	a
key	JJ	key
tenant	NN	tenant
of	IN	of
what	WP	what
they	PP	they
want	VVP	want
to	TO	to
be	VB	be
known	VVN	know
for	IN	for
of	IN	of
what	WP	what
Doha	NP	Doha
wants	VVZ	want
to	TO	to
be	VB	be
known	VVN	know
for	IN	for
throughout	IN	throughout
the	DT	the
world	NN	world
but	CC	but
there's	RB	there's
no	DT	no
doubt	NN	doubt
that	IN/that	that
you	PP	you
got	VVD	get
officials	NNS	official
in	IN	in
Cutter	NP	Cutter
that	WDT	that
are	VBP	be
extraordinarily	RB	extraordinarily
frustrated	VVN	frustrate
at	IN	at
this	DT	this
point	NN	point
and	CC	and
John	NP	John
let	VVD	let
me	PP	me
ask	VV	ask
you	PP	you
before	IN	before
we	PP	we
run	VVP	run
out	RP	out
of	IN	of
time	NN	time
lesper	NN	lesper
just	RB	just
pretend	JJ	pretend
for	IN	for
a	DT	a
moment	NN	moment
that	IN/that	that
the	DT	the
Rifts	NNS	rift
can	MD	can
be	VB	be
bridged	VVN	bridge
and	CC	and
that	IN/that	that
a	DT	a
a	DT	a
ceasefire	NN	ceasefire
agreement	NN	agreement
can	MD	can
be	VB	be
reached	VVN	reach
reached	VVN	reach
does	VVZ	do
it	PP	it
make	VV	make
sense	NN	sense
to	TO	to
go	VV	go
into	IN	into
such	PDT	such
a	DT	a
a	DT	a
a	DT	a
ceasefire	NN	ceasefire
without	IN	without
a	DT	a
plan	NN	plan
for	IN	for
the	DT	the
day	NN	day
after	IN	after
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
it	PP	it
doesn't	VVD	doesn't
make	VV	make
sense	NN	sense
but	CC	but
that	WDT	that
may	MD	may
be	VB	be
where	WRB	where
we	PP	we
are	VBP	be
look	NN	look
there's	NNS	there's
a	DT	a
lot	NN	lot
of	IN	of
plans	NNS	plan
out	IN	out
there	RB	there
a	DT	a
lot	NN	lot
of	IN	of
think	NN	think
tanks	NNS	tank
um	NNS	um
and	CC	and
individuals	NNS	individual
associated	VVN	associate
with	IN	with
think	NN	think
tanks	NNS	tank
including	VVG	include
the	DT	the
Atlanta	NP	Atlanta
Council	NP	Council
have	VHP	have
people	NNS	people
who	WP	who
have	VHP	have
proposed	VVN	propose
plans	NNS	plan
or	CC	or
involved	VVN	involve
in	IN	in
um	NNS	um
various	JJ	various
behind	IN	behind
the	DT	the
scenes	NNS	scene
non-governmental	JJ	non-governmental
engagement	NN	engagement
ments	NNS	ments
about	IN	about
developing	NN	developing
plans	VVZ	plan
I	PP	I
I	PP	I
think	VVP	think
the	DT	the
US	NP	US
governments	NNS	government
and	CC	and
a	DT	a
number	NN	number
of	IN	of
European	JJ	European
allies	NNS	ally
some	DT	some
key	JJ	key
tenants	NNS	tenant
that	WDT	that
are	VBP	be
clear	JJ	clear
about	IN	about
