<video_id>Ob29-6FP1LM</video_id>	NP	<video_id>Ob29-6FP1LM</video_id>
deal	NN	deal
is	VBZ	be
made	VVN	make
tonight	RB	tonight
it	PP	it
would	MD	would
take	VV	take
another	DT	another
full	JJ	full
day	NN	day
for	IN	for
Israel	NP	Israel
to	TO	to
go	VV	go
through	IN	through
the	DT	the
legal	JJ	legal
procedures	NNS	procedure
that	WDT	that
are	VBP	be
uh	UH	uh
related	VVN	relate
to	TO	to
releasing	VVG	release
any	DT	any
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
that's	NNS	that's
what	WP	what
Hamas	RB	Hamas
wants	VVZ	want
here	RB	here
it	PP	it
wants	VVZ	want
uh	UH	uh
the	DT	the
release	NN	release
of	IN	of
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
in	IN	in
exchange	NN	exchange
for	IN	for
these	DT	these
hostages	NNS	hostage
of	IN	of
course	VV	course
uh	UH	uh
we're	NN	we're
not	RB	not
going	VVG	go
to	TO	to
get	VV	get
all	DT	all
hostages	NNS	hostage
released	VVN	release
and	CC	and
Hamas	NP	Hamas
is	VBZ	be
not	RB	not
going	VVG	go
to	TO	to
get	VV	get
all	PDT	all
the	DT	the
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
released	VVD	release
that	IN/that	that
it	PP	it
wants	VVZ	want
when	WRB	when
you	PP	you
take	VVP	take
a	DT	a
look	NN	look
at	IN	at
the	DT	the
figures	NNS	figure
that	WDT	that
are	VBP	be
being	VBG	be
thrown	VVN	throw
around	RP	around
at	IN	at
the	DT	the
moment	NN	moment
uh	UH	uh
this	DT	this
would	MD	would
be	VB	be
though	IN	though
the	DT	the
first	JJ	first
sustained	JJ	sustained
pause	NN	pause
in	IN	in
the	DT	the
fighting	NN	fighting
in	IN	in
45	CD	@card@
days	NNS	day
of	IN	of
war	NN	war
the	DT	the
first	JJ	first
deescalation	NN	deescalation
it	PP	it
would	MD	would
be	VB	be
a	DT	a
major	JJ	major
breakthrough	NN	breakthrough
um	NN	um
it's	NNS	it's
yet	RB	yet
to	TO	to
be	VB	be
seen	VVN	see
of	IN	of
course	NN	course
but	CC	but
sources	NNS	source
also	RB	also
say	VVP	say
the	DT	the
government	NN	government
would	MD	would
be	VB	be
prepared	VVN	prepare
to	TO	to
extend	VV	extend
any	DT	any
such	JJ	such
deal	NN	deal
to	TO	to
get	VV	get
all	DT	all
of	IN	of
the	DT	the
hostages	NNS	hostage
eventually	RB	eventually
out	RB	out
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
would	MD	would
be	VB	be
major	JJ	major
news	NN	news
now	IN	now
Ben	NP	Ben
these	DT	these
talks	NNS	talk
have	VHP	have
been	VBN	be
going	VVG	go
on	IN	on
for	IN	for
quite	PDT	quite
some	DT	some
time	NN	time
what	WP	what
led	VVD	lead
to	TO	to
what	WP	what
now	RB	now
appears	VVZ	appear
to	TO	to
be	VB	be
a	DT	a
breakthrough	NN	breakthrough
well	RB	well
it's	NNS	it's
been	VBN	be
a	DT	a
very	RB	very
hard	JJ	hard
line	NN	line
that	IN/that	that
Netanyahu	NP	Netanyahu
and	CC	and
his	PP$	his
government	NN	government
have	VHP	have
been	VBN	be
uh	UH	uh
following	VVG	follow
all	DT	all
hostages	NNS	hostage
equals	VVZ	equal
a	DT	a
ceasefire	NN	ceasefire
now	RB	now
we're	JJ	we're
hearing	NN	hearing
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
okay	RB	okay
maybe	RB	maybe
some	DT	some
hostages	NNS	hostage
women	NNS	woman
and	CC	and
children	NNS	child
for	IN	for
example	NN	example
and	CC	and
in	IN	in
phases	NNS	phase
so	RB	so
possibly	RB	possibly
uh	UH	uh
50	CD	@card@
hostages	NNS	hostage
over	IN	over
a	DT	a
time	NN	time
period	NN	period
of	IN	of
5	CD	@card@
days	NNS	day
10	CD	@card@
a	DT	a
day	NN	day
while	IN	while
surveillance	NN	surveillance
drones	NNS	drone
are	VBP	be
taken	VVN	take
down	RP	down
by	IN	by
the	DT	the
Israeli	JJ	Israeli
side	NN	side
so	IN	so
that	DT	that
Hamas	JJ	Hamas
Fighters	NNS	fighter
can	MD	can
release	VV	release
the	DT	the
hostages	NNS	hostage
and	CC	and
won't	NN	won't
reveal	VVP	reveal
their	PP$	their
hideouts	NNS	hideout
or	CC	or
the	DT	the
tunnels	NNS	tunnel
where	WRB	where
they're	NN	they're
possibly	RB	possibly
holding	VVG	hold
these	DT	these
hostages	NNS	hostage
uh	UH	uh
it	PP	it
would	MD	would
be	VB	be
a	DT	a
more	RBR	more
realistic	JJ	realistic
approach	NN	approach
to	TO	to
this	DT	this
operation	NN	operation
considering	VVG	consider
that	IN/that	that
some	DT	some
236	CD	@card@
hostages	NNS	hostage
are	VBP	be
said	VVN	say
to	TO	to
be	VB	be
held	VVN	hold
uh	UH	uh
over	IN	over
35	CD	@card@
of	IN	of
those	DT	those
children	NNS	child
62	CD	@card@
of	IN	of
them	PP	them
women	NNS	woman
and	CC	and
eight	CD	eight
aged	VVN	age
over	IN	over
80	CD	@card@
one	CD	one
of	IN	of
them	PP	them
being	VBG	be
uh	UH	uh
85	CD	@card@
years	NNS	year
old	JJ	old
the	DT	the
youngest	JJS	young
being	VBG	be
only	RB	only
9	CD	@card@
months	NNS	month
old	JJ	old
it's	NNS	it's
a	DT	a
very	RB	very
tricky	JJ	tricky
situation	NN	situation
considering	VVG	consider
as	IN	as
well	RB	well
that	DT	that
we're	NN	we're
not	RB	not
sure	JJ	sure
if	IN	if
Hamas	NP	Hamas
is	VBZ	be
holding	VVG	hold
all	DT	all
of	IN	of
these	DT	these
hostages	NNS	hostage
they	PP	they
could	MD	could
be	VB	be
held	VVN	hold
by	IN	by
private	JJ	private
individuals	NNS	individual
and	CC	and
other	JJ	other
militant	JJ	militant
groups	NNS	group
within	IN	within
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
uh	UH	uh
what's	NNS	what's
changing	VVG	change
now	RB	now
though	RB	though
is	VBZ	be
the	DT	the
far	RB	far
right	JJ	right
right	NN	right
opposition	NN	opposition
uh	UH	uh
to	TO	to
this	DT	this
deal	NN	deal
so	RB	so
far	RB	far
uh	UH	uh
two	CD	two
of	IN	of
the	DT	the
parties	NNS	party
in	IN	in
this	DT	this
Coalition	NP	Coalition
of	IN	of
netanyahu's	NNS	netanyahu's
have	VHP	have
said	VVN	say
they	PP	they
would	MD	would
not	RB	not
allow	VV	allow
such	PDT	such
a	DT	a
deal	NN	deal
to	TO	to
go	VV	go
through	RP	through
this	DT	this
is	VBZ	be
what's	NNS	what's
being	VBG	be
discussed	VVN	discuss
right	RB	right
now	RB	now
at	IN	at
this	DT	this
hour	NN	hour
and	CC	and
that	WDT	that
could	MD	could
be	VB	be
the	DT	the
Breakthrough	NN	breakthrough
DWS	NP	DWS
Ben	NP	Ben
for	IN	for
zolan	NP	zolan
in	IN	in
Jerusalem	NP	Jerusalem
thanks	NNS	thanks
Aban	NP	Aban
is	VBZ	be
an	DT	an
American	NP	American
Israeli	NP	Israeli
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
and	CC	and
two	CD	two
members	NNS	member
of	IN	of
her	PP$	her
family	NN	family
were	VBD	be
killed	VVN	kill
in	IN	in
the	DT	the
October	NP	October
7th	JJ	7th
Terror	NN	terror
attacks	VVZ	attack
three	CD	three
others	NNS	other
are	VBP	be
believed	VVN	believe
to	TO	to
be	VB	be
Hamas	JJ	Hamas
hostages	NNS	hostage
earlier	RBR	earlier
we	PP	we
asked	VVD	ask
her	PP$	her
what	WP	what
she	PP	she
makes	VVZ	make
of	IN	of
these	DT	these
negotiations	NNS	negotiation
I	PP	I
try	VVP	try
not	RB	not
to	TO	to
pay	VV	pay
a	DT	a
ton	NN	ton
of	IN	of
attention	NN	attention
to	TO	to
it	PP	it
until	IN	until
I	PP	I
think	VVP	think
it's	NNS	it's
real	JJ	real
we've	NN	we've
gotten	VVN	get
our	PP$	our
hopes	NNS	hope
up	IN	up
we	PP	we
know	VVP	know
that	IN/that	that
things	NNS	thing
are	VBP	be
fragile	JJ	fragile
um	NNS	um
and	CC	and
we	PP	we
are	VBP	be
just	RB	just
waiting	VVG	wait
for	IN	for
something	NN	something
to	TO	to
be	VB	be
concrete	JJ	concrete
the	DT	the
fact	NN	fact
that	IN/that	that
four	CD	four
hostages	NNS	hostage
have	VHP	have
been	VBN	be
released	VVN	release
and	CC	and
one	PP	one
has	VHZ	have
been	VBN	be
rescued	VVN	rescue
is	VBZ	be
amazing	VVG	amaze
it's	NNS	it's
better	JJR	good
than	IN	than
nothing	NN	nothing
at	IN	at
this	DT	this
point	NN	point
but	CC	but
it	PP	it
also	RB	also
feels	VVZ	feel
very	RB	very
challenging	JJ	challenging
that	IN/that	that
we	PP	we
have	VHP	have
to	TO	to
fight	VV	fight
to	TO	to
continue	VV	continue
to	TO	to
make	VV	make
sure	RB	sure
the	DT	the
hostage	NN	hostage
issue	NN	issue
doesn't	NN	doesn't
get	VV	get
lost	VVN	lose
and	CC	and
that	IN/that	that
people	NNS	people
move	VVP	move
on	IN	on
this	DT	this
you	PP	you
know	VVP	know
yesterday	NN	yesterday
was	VBD	be
the	DT	the
International	NP	International
Day	NP	Day
of	IN	of
children	NNS	child
and	CC	and
we	PP	we
didn't	VVD	didn't
hear	VV	hear
word	NN	word
from	IN	from
UNICEF	NP	UNICEF
we	PP	we
haven't	VVD	haven't
heard	VVN	hear
word	NN	word
from	IN	from
any	DT	any
un	NN	un
or	CC	or
Global	JJ	global
health	NN	health
organizations	NNS	organization
regarding	VVG	regard
sign	NN	sign
of	IN	of
life	NN	life
or	CC	or
medical	JJ	medical
status	NN	status
of	IN	of
anyone	NN	anyone
and	CC	and
right	RB	right
now	RB	now
we	PP	we
feel	VVP	feel
like	IN	like
we're	NN	we're
we're	NNS	we're
unsure	JJ	unsure
how	WRB	how
the	DT	the
world	NN	world
isn't	NN	isn't
screaming	VVG	scream
on	IN	on
behalf	NN	behalf
of	IN	of
the	DT	the
hostages	NNS	hostage
as	IN	as
an	DT	an
American	NP	American
and	CC	and
an	DT	an
Israeli	NP	Israeli
and	CC	and
a	DT	a
human	NN	human
we	PP	we
are	VBP	be
sad	JJ	sad
about	IN	about
every	DT	every
loss	NN	loss
of	IN	of
life	NN	life
but	CC	but
it	PP	it
feels	VVZ	feel
like	IN	like
the	DT	the
world	NN	world
is	VBZ	be
not	RB	not
screaming	VVG	scream
hard	RB	hard
enough	RB	enough
for	IN	for
these	DT	these
innocent	JJ	innocent
civilians	NNS	civilian
that	WDT	that
are	VBP	be
being	VBG	be
held	VVN	hold
hostage	NN	hostage
that	WDT	that
was	VBD	be
Abby	NP	Abby
on	IN	on
an	DT	an
American	JJ	American
Israeli	JJ	Israeli
relative	NN	relative
of	IN	of
Gaza	NP	Gaza
hostages	NNS	hostage
who	WP	who
spoke	VVD	speak
to	TO	to
D	NP	D
earlier	RBR	earlier
today	RB	today
now	RB	now
for	IN	for
more	JJR	more
on	IN	on
this	DT	this
proposed	VVN	propose
deal	NN	deal
that	WDT	that
looks	VVZ	look
like	IN	like
it's	NNS	it's
on	IN	on
the	DT	the
table	NN	table
I'm	NN	I'm
joined	VVN	join
by	IN	by
DW's	NP	DW's
shaie	NP	shaie
rosanes	NNS	rosanes
shaie	NN	shaie
what	WP	what
more	RBR	more
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
about	IN	about
these	DT	these
possibly	RB	possibly
50	CD	@card@
hostages	NNS	hostage
that	WDT	that
are	VBP	be
set	VVN	set
to	TO	to
be	VB	be
released	VVN	release
and	CC	and
and	CC	and
what	WP	what
time	NN	time
line	NN	line
we're	NN	we're
looking	VVG	look
at	IN	at
for	IN	for
them	PP	them
to	TO	to
be	VB	be
set	VVN	set
free	RB	free
well	RB	well
first	JJ	first
of	IN	of
all	DT	all
um	JJ	um
Abby	NP	Abby
was	VBD	be
just	RB	just
mentioning	VVG	mention
you	PP	you
know	VVP	know
some	DT	some
of	IN	of
the	DT	the
kids	NNS	kid
that	WDT	that
we	PP	we
need	VVP	need
to	TO	to
keep	VV	keep
in	IN	in
mind	NN	mind
out	RP	out
of	IN	of
the	DT	the
50	CD	@card@
we're	NN	we're
discussing	VVG	discuss
only	RB	only
about	IN	about
30	CD	@card@
of	IN	of
them	PP	them
will	MD	will
be	VB	be
kids	NNS	kid
eight	CD	eight
of	IN	of
them	PP	them
will	MD	will
be	VB	be
their	PP$	their
mothers	NNS	mother
but	CC	but
uh	UH	uh
Israel	NP	Israel
reports	NNS	report
of	IN	of
40	CD	@card@
kids	NNS	kid
and	CC	and
13	CD	@card@
mothers	NNS	mother
so	IN	so
they're	NN	they're
going	VVG	go
to	TO	to
be	VB	be
around	IN	around
probably	RB	probably
10	CD	@card@
kids	NNS	kid
and	CC	and
five	CD	five
more	JJR	more
mothers	NNS	mother
that	WDT	that
are	VBP	be
staying	VVG	stay
in	IN	in
the	DT	the
Gaza	NP	Gaza
Street	NP	Street
the	DT	the
other	JJ	other
12	CD	@card@
hostages	NNS	hostage
to	TO	to
be	VB	be
released	VVN	release
are	VBP	be
probably	RB	probably
elderly	JJ	elderly
women	NNS	woman
uh	UH	uh
some	DT	some
of	IN	of
them	PP	them
also	RB	also
with	IN	with
some	DT	some
health	NN	health
conditions	NNS	condition
um	VVD	um
it	PP	it
still	VV	still
Le	NP	Le
a	DT	a
lot	NN	lot
more	JJR	more
hostages	NNS	hostage
in	IN	in
the	DT	the
hands	NNS	hand
of	IN	of
Hamas	VVG	Hamas
most	JJS	most
of	IN	of
them	PP	them
soldiers	VVZ	soldier
men	NNS	man
some	DT	some
of	IN	of
them	PP	them
elderly	JJ	elderly
over	IN	over
80	CD	@card@
uh	UH	uh
with	IN	with
health	NN	health
condition	NN	condition
and	CC	and
hopefully	RB	hopefully
Israel	NP	Israel
is	VBZ	be
hoping	VVG	hope
that	IN/that	that
what	WP	what
they	PP	they
have	VHP	have
set	VVN	set
now	RB	now
is	VBZ	be
a	DT	a
formula	NN	formula
with	IN	with
the	DT	the
Hamas	NN	Hamas
that	WDT	that
allows	VVZ	allow
for	IN	for
every	DT	every
day	NN	day
of	IN	of
ceasefire	NN	ceasefire
to	TO	to
tend	VV	tend
up	RP	up
to	TO	to
10	CD	@card@
to	TO	to
12	CD	@card@
people	NNS	people
to	TO	to
be	VB	be
released	VVN	release
and	CC	and
hopefully	RB	hopefully
in	IN	in
Israel	NP	Israel
it	PP	it
will	MD	will
not	RB	not
end	VV	end
with	IN	with
50	CD	@card@
but	CC	but
can	MD	can
maybe	RB	maybe
rise	VV	rise
up	RP	up
to	TO	to
80	CD	@card@
hostages	NNS	hostage
for	IN	for
about	RB	about
