<video_id>zp7yYxdNdb8</video_id>	JJ	<video_id>zp7yYxdNdb8</video_id>
hit	NN	hit
a	DT	a
hotel	NN	hotel
was	VBD	be
hit	VVN	hit
we've	NN	we've
had	VHD	have
no	DT	no
uh	UH	uh
sorry	RB	sorry
the	DT	the
cries	NNS	cry
of	IN	of
somebody	NN	somebody
who	WP	who
can	MD	can
see	VV	see
Rockets	NNS	rocket
but	CC	but
uh	UH	uh
there	RB	there
doesn't	NN	doesn't
appears	VVZ	appear
to	TO	to
be	VB	be
a	DT	a
false	JJ	false
alarm	NN	alarm
um	VVG	um
uh	UH	uh
and	CC	and
the	DT	the
hotel	NN	hotel
was	VBD	be
hit	VVN	hit
but	CC	but
we	PP	we
believe	VVP	believe
that	IN/that	that
there	RB	there
wasn't	JJ	wasn't
anybody	NN	anybody
in	IN	in
the	DT	the
hotel	NN	hotel
at	IN	at
the	DT	the
time	VV	time
uh	UH	uh
we	PP	we
have	VHP	have
colleagues	NNS	colleague
that	WDT	that
had	VHD	have
tried	VVN	try
to	TO	to
stay	VV	stay
in	IN	in
that	DT	that
hotel	NN	hotel
and	CC	and
they	PP	they
were	VBD	be
told	VVN	tell
that	IN/that	that
the	DT	the
hotel	NN	hotel
was	VBD	be
uh	UH	uh
not	RB	not
open	JJ	open
at	IN	at
the	DT	the
moment	NN	moment
had	VHD	have
been	VBN	be
closed	VVN	close
because	IN	because
of	IN	of
what's	NNS	what's
going	VVG	go
on	IN	on
so	CC	so
uh	UH	uh
no	UH	no
reports	NNS	report
of	IN	of
casualties	NNS	casualty
but	CC	but
at	IN	at
the	DT	the
hotel	NN	hotel
what	WP	what
the	DT	the
city	NN	city
was	VBD	be
hit	VVN	hit
um	JJ	um
what's	NNS	what's
happening	VVG	happen
around	IN	around
this	DT	this
area	NN	area
in	IN	in
particular	JJ	particular
and	CC	and
I	PP	I
as	RB	as
as	RB	as
far	RB	far
as	IN	as
I'm	NP	I'm
aware	JJ	aware
all	RB	all
along	IN	along
the	DT	the
border	NN	border
with	IN	with
Gaza	NP	Gaza
is	VBZ	be
a	DT	a
really	RB	really
significant	JJ	significant
troop	NN	troop
buildup	NN	buildup
and	CC	and
Hardware	NN	hardware
buildup	NN	buildup
now	RB	now
we	PP	we
don't	VVD	don't
know	VV	know
exactly	RB	exactly
what	WP	what
the	DT	the
plan	NN	plan
there	EX	there
is	VBZ	be
but	CC	but
it	PP	it
does	VVZ	do
appear	VV	appear
that	DT	that
uh	UH	uh
Israel	NP	Israel
is	VBZ	be
readying	VVG	ready
itself	PP	itself
for	IN	for
what	WP	what
looks	VVZ	look
like	IN	like
a	DT	a
very	RB	very
big	JJ	big
offensive	JJ	offensive
uh	UH	uh
everyone	NN	everyone
expects	VVZ	expect
it	PP	it
to	TO	to
be	VB	be
a	DT	a
big	JJ	big
ground	NN	ground
offensive	NN	offensive
and	CC	and
and	CC	and
certainly	RB	certainly
that's	NNS	that's
what	WP	what
it	PP	it
looks	VVZ	look
like	IN	like
there	EX	there
is	VBZ	be
big	JJ	big
heavy	JJ	heavy
machinery	NN	machinery
about	IN	about
100	CD	@card@
m	NN	m
150	CD	@card@
m	NN	m
in	IN	in
another	DT	another
area	NN	area
over	IN	over
there	RB	there
I	PP	I
can	MD	can
see	VV	see
some	DT	some
Rockets	NNS	rocket
low	RB	low
can	MD	can
you	PP	you
still	RB	still
hear	VVP	hear
me	PP	me
there	RB	there
Phil	NP	Phil
yes	NN	yes
absolutely	RB	absolutely
are	VBP	be
you	PP	you
able	JJ	able
to	TO	to
see	VV	see
those	DT	those
locket	NN	locket
we	PP	we
can	MD	can
see	VV	see
those	DT	those
Rockets	NNS	rocket
but	CC	but
if	IN	if
you	PP	you
need	VVP	need
to	TO	to
end	VV	end
this	DT	this
at	IN	at
any	DT	any
point	NN	point
then	RB	then
obviously	RB	obviously
just	RB	just
do	VV	do
so	IN	so
I'll	NP	I'll
let	VVD	let
you	PP	you
know	VVP	know
thank	VV	thank
you	PP	you
but	CC	but
that's	NNS	that's
been	VBN	be
happening	VVG	happen
basically	RB	basically
um	JJ	um
all	DT	all
day	NN	day
all	DT	all
afternoon	NN	afternoon
uh	UH	uh
at	IN	at
at	IN	at
relatively	RB	relatively
regular	JJ	regular
intervals	NNS	interval
um	NNS	um
and	CC	and
of	IN	of
course	NN	course
the	DT	the
air	NN	air
the	DT	the
air	NN	air
strikes	NNS	strike
are	VBP	be
continuing	VVG	continue
on	IN	on
Gaza	NP	Gaza
as	IN	as
well	RB	well
the	DT	the
Israelis	NPS	Israelis
have	VHP	have
been	VBN	be
pounding	VVG	pound
uh	UH	uh
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
pounding	VVG	pound
those	DT	those
Hamas	NN	Hamas
there's	RB	there's
the	DT	the
siren	NN	siren
pounding	VVG	pound
those	DT	those
Hamas	JJ	Hamas
targets	NNS	target
as	IN	as
they	PP	they
say	VVP	say
the	DT	the
civilian	JJ	civilian
death	NN	death
toll	NN	toll
will	MD	will
be	VB	be
rising	VVG	rise
significantly	RB	significantly
in	IN	in
fact	NN	fact
Rising	VVG	rise
so	RB	so
quickly	RB	quickly
that	IN/that	that
the	DT	the
health	NN	health
authorities	NNS	authority
are	VBP	be
not	RB	not
able	JJ	able
to	TO	to
keep	VV	keep
up	RP	up
with	IN	with
the	DT	the
numbers	NNS	number
so	IN	so
I	PP	I
have	VHP	have
no	UH	no
uh	UH	uh
new	JJ	new
numbers	NNS	number
for	IN	for
you	PP	you
Phil	NP	Phil
from	IN	from
behind	RB	behind
from	IN	from
behind	RB	behind
very	RB	very
close	VV	close
I	PP	I
think	VVP	think
we	PP	we
do	VVP	do
have	VH	have
to	TO	to
take	VV	take
cover	VV	cover
now	RB	now
Phil	NP	Phil
I'm	NP	I'm
afraid	JJ	afraid
all	RB	all
right	JJ	right
thanks	NNS	thanks
for	IN	for
that	DT	that
so	RB	so
that's	JJ	that's
Rebecca	NP	Rebecca
RS	NP	RS
near	IN	near
the	DT	the
the	DT	the
near	NN	near
in	IN	in
southern	JJ	southern
Israel	NP	Israel
near	IN	near
the	DT	the
border	NN	border
with	IN	with
Gaza	NP	Gaza
right	JJ	right
we're	NN	we're
going	VVG	go
back	NN	back
to	TO	to
uh	UH	uh
Rebecca	NP	Rebecca
Rissa	NP	Rissa
uh	UH	uh
near	IN	near
the	DT	the
border	VV	border
uh	UH	uh
with	IN	with
Gaza	NP	Gaza
now	RB	now
um	JJ	um
Rebecca	NP	Rebecca
when	WRB	when
uh	UH	uh
when	WRB	when
we	PP	we
when	WRB	when
we	PP	we
left	VVD	leave
just	RB	just
a	DT	a
couple	NN	couple
of	IN	of
uh	UH	uh
minutes	NNS	minute
ago	RB	ago
there	EX	there
was	VBD	be
rocket	NN	rocket
Fire	NN	fire
in	IN	in
the	DT	the
Sky	NP	Sky
um	NN	um
things	NNS	thing
are	VBP	be
calming	VVG	calm
down	RP	down
yeah	RB	yeah
that	WDT	that
has	VHZ	have
passed	VVN	pass
now	RB	now
but	CC	but
the	DT	the
the	DT	the
reason	NN	reason
I	PP	I
thought	VVD	think
we	PP	we
perhaps	RB	perhaps
better	RBR	well
take	VV	take
cover	NN	cover
is	VBZ	be
it	PP	it
was	VBD	be
actually	RB	actually
quite	RB	quite
low	JJ	low
much	RB	much
lower	JJR	low
than	IN	than
we	PP	we
have	VHP	have
been	VBN	be
seeing	VVG	see
in	IN	in
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
days	NNS	day
uh	UH	uh
we	PP	we
where	WRB	where
we're	NN	we're
positioned	VVD	position
actually	RB	actually
uh	UH	uh
the	DT	the
the	DT	the
Rockets	NNS	rocket
and	CC	and
the	DT	the
the	DT	the
missiles	NNS	missile
then	RB	then
they	PP	they
they	PP	they
rarely	RB	rarely
make	VVP	make
landfall	NN	landfall
in	IN	in
this	DT	this
area	NN	area
but	CC	but
what	WP	what
we	PP	we
have	VHP	have
to	TO	to
look	VV	look
out	RP	out
for	IN	for
of	IN	of
course	NN	course
is	VBZ	be
the	DT	the
falling	VVG	fall
trapnel	NN	trapnel
from	IN	from
the	DT	the
interceptions	NNS	interception
from	IN	from
the	DT	the
Iron	NP	Iron
Dome	NP	Dome
um	VVZ	um
so	RB	so
excuse	VV	excuse
me	PP	me
uh	UH	uh
but	CC	but
that	DT	that
has	VHZ	have
been	VBN	be
basically	RB	basically
happening	VVG	happen
all	DT	all
day	NN	day
that's	NN	that's
what's	NNS	what's
going	VVG	go
on	IN	on
here	RB	here
back	RB	back
and	CC	and
forth	RB	forth
uh	UH	uh
pretty	RB	pretty
much	RB	much
all	DT	all
day	NN	day
but	CC	but
as	IN	as
I	PP	I
was	VBD	be
talking	VVG	talk
about	RB	about
before	IN	before
we	PP	we
got	VVD	get
cut	VVN	cut
off	RP	off
was	VBD	be
of	IN	of
course	NN	course
the	DT	the
troop	NN	troop
buildup	NN	buildup
that	WDT	that
is	VBZ	be
happening	VVG	happen
and	CC	and
what	WP	what
seems	VVZ	seem
to	TO	to
be	VB	be
Israel's	NP	Israel's
next	JJ	next
move	NN	move
which	WDT	which
looks	VVZ	look
to	TO	to
be	VB	be
like	IN	like
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
very	RB	very
big	JJ	big
offensive	NN	offensive
potentially	RB	potentially
uh	UH	uh
a	DT	a
ground	NN	ground
Invasion	NN	invasion
that's	NNS	that's
what	WP	what
everyone's	NNS	everyone's
expecting	VVG	expect
of	IN	of
course	NN	course
we	PP	we
have	VHP	have
no	DT	no
official	JJ	official
word	NN	word
of	IN	of
what	WP	what
they're	NN	they're
going	VVG	go
to	TO	to
be	VB	be
doing	VVG	do
but	CC	but
by	IN	by
the	DT	the
looks	NNS	look
of	IN	of
the	DT	the
hardware	NN	hardware
buildup	NN	buildup
uh	UH	uh
that	DT	that
we're	NN	we're
seeing	VVG	see
in	IN	in
the	DT	the
area	NN	area
it	PP	it
definitely	RB	definitely
seems	VVZ	seem
as	RB	as
though	IN	though
they're	NN	they're
preparing	VVG	prepare
for	IN	for
something	NN	something
very	RB	very
big	JJ	big
and	CC	and
what	WP	what
what	WP	what
sort	NN	sort
of	IN	of
Hardware	NN	hardware
are	VBP	be
you	PP	you
seeing	VVG	see
I	PP	I
I	PP	I
appreciate	VVP	appreciate
you're	NNS	you're
not	RB	not
you're	VVP	you're
not	RB	not
a	DT	a
military	JJ	military
expert	NN	expert
but	CC	but
you're	NN	you're
seeing	VVG	see
what	WP	what
tanks	NNS	tank
and	CC	and
lorries	NNS	lorry
we	PP	we
tanks	NNS	tank
we're	NN	we're
seeing	VVG	see
anti-mine	JJ	anti-mine
uh	UH	uh
tanks	NNS	tank
as	IN	as
well	RB	well
we're	NN	we're
seeing	VVG	see
these	DT	these
really	RB	really
big	JJ	big
diggers	NNS	digger
that	WDT	that
are	VBP	be
anti-mine	JJ	anti-mine
diggers	NNS	digger
it	PP	it
looks	VVZ	look
like	IN	like
they're	NN	they're
to	TO	to
maneuver	VV	maneuver
uh	UH	uh
to	TO	to
bulldo	NP	bulldo
potentially	RB	potentially
houses	VVZ	house
potentially	RB	potentially
buildings	NNS	building
I'm	NN	I'm
not	RB	not
exactly	RB	exactly
sure	JJ	sure
what	WP	what
they	PP	they
used	VVD	use
for	IN	for
but	CC	but
all	DT	all
of	IN	of
these	DT	these
machines	NNS	machine
in	IN	in
great	JJ	great
numbers	NNS	number
and	CC	and
we're	NN	we're
also	RB	also
seeing	VVG	see
of	IN	of
course	NN	course
a	DT	a
huge	JJ	huge
troop	NN	troop
buildup	NN	buildup
we	PP	we
know	VVP	know
that	IN/that	that
300,000	CD	@card@
reservists	NNS	reservist
have	VHP	have
been	VBN	be
called	VVN	call
up	RP	up
uh	UH	uh
that's	NNS	that's
no	DT	no
small	JJ	small
number	NN	number
though	IN	though
they	PP	they
do	VVP	do
have	VH	have
a	DT	a
large	JJ	large
area	NN	area
to	TO	to
cover	VV	cover
we're	NN	we're
looking	VVG	look
at	IN	at
a	DT	a
potentially	RB	potentially
multif	NN	multif
front	NN	front
confrontation	NN	confrontation
here	RB	here
we've	NN	we've
we've	NN	we've
seen	VVN	see
this	DT	this
afternoon	NN	afternoon
also	RB	also
some	DT	some
more	JJR	more
Rockets	NNS	rocket
coming	VVG	come
in	IN	in
from	IN	from
Lebanon	NP	Lebanon
now	RB	now
they	PP	they
were	VBD	be
intercepted	VVN	intercept
they	PP	they
were	VBD	be
no	DT	no
casualties	NNS	casualty
reported	VVD	report
but	CC	but
it	PP	it
is	VBZ	be
keeping	VVG	keep
tensions	NNS	tension
it's	NNS	it's
keeping	VVG	keep
definitely	RB	definitely
the	DT	the
military	JJ	military
establishment	NN	establishment
very	RB	very
much	RB	much
on	IN	on
edge	NN	edge
they're	NN	they're
really	RB	really
looking	VVG	look
towards	IN	towards
the	DT	the
northern	JJ	northern
border	NN	border
as	IN	as
well	RB	well
and	CC	and
looking	VVG	look
towards	IN	towards
uh	UH	uh
anything	NN	anything
that	WDT	that
might	MD	might
happen	VV	happen
within	IN	within
the	DT	the
West	JJ	West
Bank	NP	Bank
uh	UH	uh
so	RB	so
you	PP	you
know	VVP	know
the	DT	the
300,000	CD	@card@
troops	NNS	troop
being	VBG	be
stationed	VVN	station
all	RB	all
across	IN	across
the	DT	the
country	NN	country
but	CC	but
many	JJ	many
of	IN	of
them	PP	them
you	PP	you
know	VVP	know
most	JJS	most
of	IN	of
them	PP	them
I	PP	I
I	PP	I
haard	VVZ	haard
to	TO	to
guess	VV	guess
would	MD	would
be	VB	be
stationed	VVN	station
around	RP	around
here	RB	here
and	CC	and
are	VBP	be
preparing	VVG	prepare
for	IN	for
what	WP	what
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
promises	VVZ	promise
as	IN	as
a	DT	a
very	RB	very
strong	JJ	strong
Counterattack	NN	counterattack
and	CC	and
could	MD	could
drag	VV	drag
this	DT	this
could	MD	could
drag	VV	drag
this	DT	this
war	NN	war
on	IN	on
for	IN	for
many	JJ	many
weeks	NNS	week
okay	JJ	okay
thanks	NNS	thanks
that	IN/that	that
Rebecca	NP	Rebecca
and	CC	and
Rebecca	NP	Rebecca
aritas	NNS	aritas
in	IN	in
southern	JJ	southern
Israel	NP	Israel
well	NN	well
Carlo	NP	Carlo
Masala	NP	masala
is	VBZ	be
a	DT	a
security	NN	security
expert	NN	expert
and	CC	and
professor	NN	professor
of	IN	of
international	JJ	international
politics	NNS	politics
at	IN	at
the	DT	the
bundes	NP	bundes
University	NP	University
of	IN	of
Munich	NP	Munich
welcome	VVP	welcome
to	TO	to
DW	JJ	DW
let's	NNS	let's
talk	VVP	talk
first	JJ	first
of	IN	of
all	DT	all
about	IN	about
uh	UH	uh
Israel's	NP	Israel's
response	NN	response
is	VBZ	be
it	PP	it
likely	JJ	likely
to	TO	to
be	VB	be
limited	VVN	limit
to	TO	to
air	VV	air
strikes	NNS	strike
or	CC	or
are	VBP	be
you	PP	you
expecting	VVG	expect
a	DT	a
ground	NN	ground
war	NN	war
no	RB	no
I	PP	I
expect	VVP	expect
the	DT	the
ground	NN	ground
war	NN	war
in	IN	in
the	DT	the
in	IN	in
the	DT	the
next	JJ	next
hours	NNS	hour
in	IN	in
the	DT	the
next	JJ	next
days	NNS	day
to	TO	to
come	VV	come
because	IN	because
the	DT	the
declared	VVN	declare
goal	NN	goal
political	JJ	political
goal	NN	goal
is	VBZ	be
the	DT	the
destruction	NN	destruction
of	IN	of
the	DT	the
military	JJ	military
wing	NN	wing
and	CC	and
the	DT	the
political	JJ	political
party	NN	party
of	IN	of
Hamas	NP	Hamas
and	CC	and
this	DT	this
can	MD	can
only	RB	only
be	VB	be
done	VVN	do
by	IN	by
uh	UH	uh
Ground	NN	ground
Forces	NNS	force
so	RB	so
therefore	RB	therefore
we	PP	we
will	MD	will
see	VV	see
a	DT	a
massive	JJ	massive
ground	NN	ground
invasion	NN	invasion
in	IN	in
the	DT	the
days	NNS	day
to	TO	to
come	VV	come
so	IN	so
a	DT	a
ground	NN	ground
war	NN	war
in	IN	in
a	DT	a
very	RB	very
in	IN	in
a	DT	a
small	JJ	small
area	NN	area
a	DT	a
particularly	RB	particularly
densely	RB	densely
populated	VVN	populate
area	NN	area
this	DT	this
is	VBZ	be
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
traditional	JJ	traditional
war	NN	war
is	VBZ	be
it	PP	it
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
Urban	NP	Urban
uh	UH	uh
Warfare	NN	warfare
absolutely	RB	absolutely
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
Urban	NP	Urban
Warfare	NN	warfare
this	DT	this
is	VBZ	be
a	DT	a
three-dimensional	JJ	three-dimensional
War	NN	war
what	WP	what
I	PP	I
mean	VVP	mean
by	IN	by
this	DT	this
is	VBZ	be
uh	UH	uh
I	PP	I
mean	VVP	mean
you	PP	you
have	VHP	have
to	TO	to
expect	VV	expect
that	IN/that	that
the	DT	the
enemy	NN	enemy
is	VBZ	be
attacking	VVG	attack
you	PP	you
from	IN	from
above	RB	above
from	IN	from
below	RB	below
from	IN	from
uh	UH	uh
from	IN	from
the	DT	the
front	NN	front
and	CC	and
uh	UH	uh
from	IN	from
behind	IN	behind
you	PP	you
can't	VVD	can't
enter	VV	enter
with	IN	with
mechanized	JJ	mechanized
vehicles	NNS	vehicle
uh	UH	uh
you	PP	you
have	VHP	have
to	TO	to
go	VV	go
in	IN	in
by	IN	by
infantry	NN	infantry
and	CC	and
you	PP	you
have	VHP	have
to	TO	to
fight	VV	fight
basically	RB	basically
for	IN	for
house	NN	house
and	CC	and
house	VV	house
uh	UH	uh
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
long	JJ	long
War	NP	War
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
extremely	RB	extremely
bloody	JJ	bloody
and	CC	and
messy	JJ	messy
so	IN	so
Israel	NP	Israel
has	VHZ	have
said	VVN	say
that	IN/that	that
it	PP	it
is	VBZ	be
not	RB	not
targeting	VVG	target
ing	VVG	ing
uh	UH	uh
civilians	NNS	civilian
but	CC	but
given	VVN	give
the	DT	the
density	NN	density
of	IN	of
the	DT	the
population	NN	population
there	RB	there
it	PP	it
is	VBZ	be
hard	JJ	hard
to	TO	to
see	VV	see
how	WRB	how
civilians	NNS	civilian
can	MD	can
avoid	VV	avoid
being	VBG	be
hit	VVN	hit
and	CC	and
one	CD	one
wonders	NNS	wonder
then	RB	then
if	IN	if
if	IN	if
if	IN	if
this	DT	this
is	VBZ	be
all	DT	all
preparation	NN	preparation
for	IN	for
the	DT	the
ground	NN	ground
war	NN	war
if	IN	if
you	PP	you
level	VVP	level
enough	RB	enough
um	VVG	um
uh	UH	uh
blocks	NNS	block
of	IN	of
of	IN	of
flats	NNS	flat
to	TO	to
give	VV	give
the	DT	the
enemy	NN	enemy
nowhere	RB	nowhere
to	TO	to
hide	VV	hide
then	RB	then
if	IN	if
you're	NN	you're
sending	VVG	send
troops	NNS	troop
in	IN	in
uh	UH	uh
on	IN	on
the	DT	the
ground	NN	ground
not	RB	not
in	IN	in
tanks	NNS	tank
but	CC	but
on	RB	on
on	IN	on
on	IN	on
foot	NN	foot
that	WDT	that
makes	VVZ	make
your	PP$	your
job	NN	job
much	RB	much
easier	JJR	easy
no	RB	no
I	PP	I
mean	VVP	mean
it	PP	it
doesn't	VVD	doesn't
make	VV	make
your	PP$	your
job	NN	job
much	RB	much
much	RB	much
easier	JJR	easy
the	DT	the
the	DT	the
the	DT	the
air	NN	air
campaign	NN	campaign
is	VBZ	be
a	DT	a
preparation	NN	preparation
for	IN	for
the	DT	the
ground	NN	ground
war	NN	war
Israel	NP	Israel
has	VHZ	have
asked	VVN	ask
all	DT	all
civilians	NNS	civilian
to	TO	to
leave	VV	leave
Gaza	NP	Gaza
um	NNS	um
as	RB	as
far	RB	far
as	IN	as
I	PP	I
know	VVP	know
Egypt	NP	Egypt
will	MD	will
only	RB	only
accept	VV	accept
2,000	CD	@card@
per	IN	per
day	NN	day
and	CC	and
uh	UH	uh
there	EX	there
are	VBP	be
2.2	CD	@card@
million	CD	million
people	NNS	people
living	VVG	live
in	IN	in
Gaza	NP	Gaza
so	CC	so
uh	UH	uh
it	PP	it
won't	NP	won't
be	VB	be
possible	JJ	possible
that	IN/that	that
all	PDT	all
the	DT	the
civilians	NNS	civilian
are	VBP	be
going	VVG	go
to	TO	to
leave	VV	leave
uh	UH	uh
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
leave	VV	leave
Gaza	NP	Gaza
before	IN	before
the	DT	the
ground	NN	ground
Invasion	NN	invasion
starts	NNS	start
and	CC	and
then	RB	then
secondly	RB	secondly
we	PP	we
know	VVP	know
from	IN	from
previous	JJ	previous
campaigns	NNS	campaign
that	IN/that	that
um	JJ	um
Hamas	NN	Hamas
is	VBZ	be
using	VVG	use
civilians	NNS	civilian
as	IN	as
a	DT	a
kind	NN	kind
of	IN	of
human	JJ	human
Shields	NP	Shields
so	RB	so
therefore	RB	therefore
the	DT	the
the	DT	the
ground	NN	ground
invasion	NN	invasion
is	VBZ	be
the	DT	the
alternative	NN	alternative
to	TO	to
bombing	VVG	bomb
uh	UH	uh
from	IN	from
above	IN	above
Gaza	NP	Gaza
into	IN	into
rubbles	NNS	rubble
so	IN	so
which	WDT	which
means	VVZ	mean
basically	RB	basically
the	DT	the
chances	NNS	chance
for	IN	for
civilians	NNS	civilian
to	TO	to
survive	VV	survive
is	VBZ	be
much	RB	much
higher	JJR	high
than	IN	than
if	IN	if
uh	UH	uh
Israel	NP	Israel
would	MD	would
rely	VV	rely
on	IN	on
a	DT	a
purely	RB	purely
a	DT	a
air	NN	air
campaign	NN	campaign
but	CC	but
definitely	RB	definitely
we	PP	we
have	VHP	have
to	TO	to
expect	VV	expect
that	IN/that	that
also	RB	also
civilians	NNS	civilian
are	VBP	be
getting	VVG	get
killed	VVN	kill
in	IN	in
this	DT	this
ground	NN	ground
invasion	NN	invasion
is	VBZ	be
there	RB	there
more	JJR	more
bearing	NN	bearing
in	IN	in
mind	NN	mind
that	IN/that	that
this	DT	this
this	DT	this
ground	NN	ground
invasion	NN	invasion
is	VBZ	be
still	RB	still
theoretical	JJ	theoretical
at	IN	at
this	DT	this
stage	NN	stage
hasn't	NN	hasn't
hasn't	NN	hasn't
begun	VVN	begin
yet	RB	yet
is	VBZ	be
there	RB	there
more	RBR	more
that	IN/that	that
isra	NP	Isra
Israel	NP	Israel
could	MD	could
be	VB	be
doing	VVG	do
to	TO	to
um	VVG	um
uh	UH	uh
prevent	VV	prevent
against	IN	against
civilian	JJ	civilian
deaths	NNS	death
well	RB	well
actually	RB	actually
Israel	NP	Israel
did	VVD	do
what	WP	what
what	WP	what
it	PP	it
could	MD	could
do	VV	do
uh	UH	uh
to	TO	to
prevent	VV	prevent
a	DT	a
massive	JJ	massive
civilian	JJ	civilian
casualties	NNS	casualty
I	PP	I
mean	VVP	mean
asking	VVG	ask
people	NNS	people
to	TO	to
leave	VV	leave
Gaza	NP	Gaza
um	NNS	um
in	IN	in
in	IN	in
the	DT	the
framework	NN	framework
of	IN	of
the	DT	the
air	NN	air
campaign	NN	campaign
doing	VVG	do
uh	UH	uh
roof	NN	roof
knocking	VVG	knock
which	WDT	which
basically	RB	basically
means	VVZ	mean
that	IN/that	that
you	PP	you
drop	VVP	drop
a	DT	a
small	JJ	small
bomb	NN	bomb
on	IN	on
on	IN	on
the	DT	the
roof	NN	roof
of	IN	of
of	IN	of
of	IN	of
a	DT	a
skyscraper	NN	skyscraper
or	CC	or
a	DT	a
house	NN	house
not	RB	not
causing	VVG	cause
much	JJ	much
damage	NN	damage
but	CC	but
basically	RB	basically
alerting	VVG	alert
the	DT	the
civilians	NNS	civilian
to	TO	to
leave	VV	leave
the	DT	the
building	NN	building
because	IN	because
a	DT	a
quarter	NN	quarter
after	IN	after
that	WDT	that
the	DT	the
real	JJ	real
bomb	NN	bomb
will	VV	will
uh	UH	uh
come	VV	come
into	IN	into
this	DT	this
uh	UH	uh
house	NN	house
um	NN	um
sending	VVG	send
uh	UH	uh
short	JJ	short
messages	NNS	message
uh	UH	uh
to	TO	to
um	NN	um
the	DT	the
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
where	WRB	where
they	PP	they
can	MD	can
go	VV	go
in	IN	in
order	NN	order
to	TO	to
survive	VV	survive
I	PP	I
mean	VV	mean
places	NNS	place
where	WRB	where
the	DT	the
Israeli	JJ	Israeli
Air	NP	Air
Force	NP	Force
doesn't	JJ	doesn't
attack	NN	attack
there	EX	there
is	VBZ	be
not	RB	not
much	RB	much
more	JJR	more
Israel	NP	Israel
can	MD	can
do	VV	do
to	TO	to
prevent	VV	prevent
casualties	NNS	casualty
uh	UH	uh
civilian	JJ	civilian
casualties	NNS	casualty
uh	UH	uh
once	RB	once
the	DT	the
ground	NN	ground
Invasion	NN	invasion
starts	NNS	start
and	CC	and
bear	NN	bear
in	IN	in
mind	NN	mind
Hamas	NNS	Hamas
will	MD	will
prevent	VV	prevent
civilians	NNS	civilian
from	IN	from
leaving	VVG	leave
Gaza	NP	Gaza
because	IN	because
they	PP	they
need	VVP	need
