<video_id>yRsTAfLJDmU</video_id>	JJ	<video_id>yRsTAfLJDmU</video_id>
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
so	RB	so
just	RB	just
looking	VVG	look
at	IN	at
trade	NN	trade
is	VBZ	be
is	VBZ	be
very	RB	very
naive	JJ	naive
um	NNS	um
but	CC	but
oil	NN	oil
is	VBZ	be
an	DT	an
extremely	RB	extremely
important	JJ	important
one	CD	one
we	PP	we
saw	VVD	see
already	RB	already
when	WRB	when
when	WRB	when
the	DT	the
uh	UH	uh
the	DT	the
terroristic	JJ	terroristic
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
started	VVD	start
that	IN/that	that
the	DT	the
oil	NN	oil
prices	NNS	price
started	VVD	start
to	TO	to
search	VV	search
um	NNS	um
if	IN	if
Iran	NP	Iran
one	CD	one
way	NN	way
or	CC	or
the	DT	the
other	JJ	other
was	VBD	be
to	TO	to
be	VB	be
involved	VVN	involve
in	IN	in
this	DT	this
conflict	NN	conflict
Iran	NP	Iran
being	VBG	be
an	DT	an
important	JJ	important
producer	NN	producer
of	IN	of
oil	NN	oil
if	IN	if
the	DT	the
entire	JJ	entire
Middle	NP	Middle
East	NP	East
would	MD	would
somehow	RB	somehow
or	CC	or
one	CD	one
way	NN	way
or	CC	or
the	DT	the
other	NN	other
be	VB	be
involved	VVN	involve
in	IN	in
this	DT	this
conflict	NN	conflict
with	IN	with
as	IN	as
a	DT	a
result	NN	result
um	NNS	um
maybe	RB	maybe
even	RB	even
sanctions	NNS	sanction
coming	VVG	come
from	IN	from
the	DT	the
US	NP	US
on	IN	on
Iran	NP	Iran
on	IN	on
other	JJ	other
countries	NNS	country
this	DT	this
would	MD	would
then	RB	then
clearly	RB	clearly
have	VH	have
a	DT	a
big	JJ	big
impact	NN	impact
on	IN	on
on	IN	on
oil	NN	oil
producing	VVG	produce
countries	NNS	country
therefore	RB	therefore
we	PP	we
would	MD	would
see	VV	see
oil	NN	oil
prices	NNS	price
going	VVG	go
up	RP	up
if	IN	if
this	DT	this
is	VBZ	be
this	DT	this
conflict	NN	conflict
was	VBD	be
to	TO	to
escalate	VV	escalate
we	PP	we
could	MD	could
really	RB	really
see	VV	see
oil	NN	oil
prices	NNS	price
going	VVG	go
above	IN	above
$100	NN	$100
per	IN	per
barrel	NN	barrel
very	RB	very
easily	RB	easily
yeah	RB	yeah
and	CC	and
this	DT	this
region	NN	region
is	VBZ	be
also	RB	also
a	DT	a
key	JJ	key
passageway	NN	passageway
for	IN	for
shipping	VVG	ship
what	WP	what
would	MD	would
a	DT	a
disruption	NN	disruption
to	TO	to
those	DT	those
routes	NNS	route
mean	VVP	mean
for	IN	for
the	DT	the
global	JJ	global
economy	NN	economy
indeed	RB	indeed
we	PP	we
see	VVP	see
especially	RB	especially
the	DT	the
the	DT	the
street	NN	street
of	IN	of
homeless	NN	homeless
which	WDT	which
is	VBZ	be
a	DT	a
very	RB	very
important	JJ	important
one	PP	one
not	RB	not
only	RB	only
for	IN	for
oil	NN	oil
Transportation	NN	transportation
but	CC	but
in	IN	in
general	NN	general
for	IN	for
for	IN	for
transportation	NN	transportation
um	NNS	um
this	DT	this
would	MD	would
then	RB	then
have	VH	have
an	DT	an
impact	NN	impact
again	RB	again
especially	RB	especially
on	IN	on
oil	NN	oil
prices	NNS	price
adding	VVG	add
to	TO	to
the	DT	the
upward	JJ	upward
pressure	NN	pressure
on	IN	on
oil	NN	oil
prices	NNS	price
and	CC	and
I	PP	I
think	VVP	think
that	DT	that
is	VBZ	be
the	DT	the
bottom	JJ	bottom
line	NN	line
here	RB	here
so	RB	so
one	CD	one
is	VBZ	be
we	PP	we
we	PP	we
don't	VVD	don't
know	VV	know
anything	NN	anything
I	PP	I
think	VVP	think
that's	NNS	that's
also	RB	also
what	WP	what
all	PDT	all
the	DT	the
other	JJ	other
conflicts	NNS	conflict
geopolitical	JJ	geopolitical
tensions	NNS	tension
over	IN	over
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
years	NNS	year
have	VHP	have
shown	VVN	show
us	PP	us
it	PP	it
is	VBZ	be
impossible	JJ	impossible
to	TO	to
really	RB	really
tell	VV	tell
anyone	NN	anyone
what	WP	what
the	DT	the
direct	JJ	direct
impact	NN	impact
or	CC	or
the	DT	the
explicit	JJ	explicit
impant	NN	impant
on	IN	on
growth	NN	growth
will	MD	will
be	VB	be
but	CC	but
what	WP	what
we	PP	we
do	VVP	do
know	VV	know
is	VBZ	be
um	JJ	um
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
especially	RB	especially
when	WRB	when
the	DT	the
the	DT	the
entire	JJ	entire
region	NN	region
would	MD	would
be	VB	be
involved	VVN	involve
in	IN	in
this	DT	this
conflict	NN	conflict
there	EX	there
would	MD	would
be	VB	be
a	DT	a
big	JJ	big
impact	NN	impact
on	IN	on
oil	NN	oil
prices	NNS	price
there	EX	there
would	MD	would
be	VB	be
an	DT	an
impact	NN	impact
on	IN	on
um	NNS	um
at	IN	at
least	JJS	least
transportation	NN	transportation
and	CC	and
that	IN/that	that
um	NNS	um
this	DT	this
idea	NN	idea
that	IN/that	that
that	DT	that
oil	NN	oil
prices	NNS	price
could	MD	could
go	VV	go
back	RB	back
to	TO	to
70	CD	@card@
or	CC	or
$80	NN	$80
per	IN	per
barrel	VV	barrel
uh	UH	uh
would	MD	would
be	VB	be
something	NN	something
of	IN	of
the	DT	the
past	JJ	past
and	CC	and
that	IN/that	that
we	PP	we
then	RB	then
would	MD	would
have	VH	have
to	TO	to
be	VB	be
prepared	VVN	prepare
for	IN	for
another	DT	another
oil	NN	oil
price	NN	price
crisis	NN	crisis
How	WRB	how
likely	RB	likely
do	VVP	do
you	PP	you
think	VVP	think
such	PDT	such
a	DT	a
scenario	NN	scenario
is	VBZ	be
in	IN	in
all	DT	all
honesty	NN	honesty
I	PP	I
wouldn't	VVD	wouldn't
dare	VV	dare
currently	RB	currently
making	VVG	make
predictions	NNS	prediction
of	IN	of
How	WRB	how
likely	RB	likely
such	PDT	such
a	DT	a
scenario	NN	scenario
is	VBZ	be
I	PP	I
think	VVP	think
what	WP	what
what	WP	what
is	VBZ	be
important	JJ	important
is	VBZ	be
that	IN/that	that
we	PP	we
know	VVP	know
now	RB	now
from	IN	from
whether	IN	whether
whether	IN	whether
the	DT	the
pandemic	NN	pandemic
the	DT	the
war	NN	war
in	IN	in
Ukraine	NP	Ukraine
that	IN/that	that
also	RB	also
these	DT	these
unexpected	JJ	unexpected
events	NNS	event
can	MD	can
have	VH	have
huge	JJ	huge
repercussions	NNS	repercussion
can	MD	can
have	VH	have
a	DT	a
huge	JJ	huge
impact	NN	impact
on	IN	on
on	IN	on
the	DT	the
global	JJ	global
economy	NN	economy
I	PP	I
think	VVP	think
it's	NP	it's
Al	NP	Al
that	DT	that
we're	NN	we're
now	RB	now
in	IN	in
this	DT	this
in	IN	in
this	DT	this
era	NN	era
of	IN	of
of	IN	of
overlapping	JJ	overlapping
emergencies	NNS	emergency
um	NN	um
also	RB	also
makes	VVZ	make
that	IN/that	that
uncertainty	NN	uncertainty
economic	JJ	economic
sentiment	NN	sentiment
uh	UH	uh
could	MD	could
could	MD	could
weaken	VV	weaken
further	RBR	further
and	CC	and
um	NNS	um
so	RB	so
therefore	RB	therefore
I	PP	I
would	MD	would
not	RB	not
come	VV	come
up	RP	up
with	IN	with
a	DT	a
prediction	NN	prediction
How	WRB	how
likely	RB	likely
such	PDT	such
a	DT	a
scenari	NN	scenari
is	VBZ	be
but	CC	but
the	DT	the
last	JJ	last
years	NNS	year
have	VHP	have
really	RB	really
clearly	RB	clearly
taught	VVD	teach
us	PP	us
that	IN/that	that
it's	NNS	it's
always	RB	always
good	JJ	good
to	TO	to
come	VV	come
up	RP	up
with	IN	with
scenarios	NNS	scenario
the	DT	the
base	NN	base
case	NN	case
scenario	NN	scenario
is	VBZ	be
one	CD	one
in	IN	in
which	WDT	which
the	DT	the
conflict	NN	conflict
will	MD	will
not	RB	not
further	RBR	further
escalate	VV	escalate
and	CC	and
we	PP	we
will	MD	will
not	RB	not
get	VV	get
the	DT	the
entire	JJ	entire
region	NN	region
being	VBG	be
involved	VVN	involve
in	IN	in
this	DT	this
conflict	NN	conflict
but	CC	but
clearly	RB	clearly
um	RB	um
one	CD	one
of	IN	of
the	DT	the
the	DT	the
risk	NN	risk
scenarios	NNS	scenario
is	VBZ	be
one	CD	one
with	IN	with
a	DT	a
further	JJR	further
escalation	NN	escalation
and	CC	and
also	RB	also
then	RB	then
as	IN	as
a	DT	a
consequence	NN	consequence
much	RB	much
higher	JJR	high
oil	NN	oil
prices	NNS	price
you	PP	you
mentioned	VVD	mention
the	DT	the
geopolitical	JJ	geopolitical
ramifications	NNS	ramification
because	IN	because
of	IN	of
course	NN	course
this	DT	this
conflict	NN	conflict
isn't	NN	isn't
only	RB	only
affecting	VVG	affect
relations	NNS	relation
between	IN	between
countries	NNS	country
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
it	PP	it
could	MD	could
also	RB	also
shape	VV	shape
public	JJ	public
opinion	NN	opinion
ahead	RB	ahead
of	IN	of
next	JJ	next
year's	NNS	year's
us	PP	us
elections	NNS	election
what	WP	what
is	VBZ	be
your	PP$	your
take	NN	take
on	IN	on
the	DT	the
potential	JJ	potential
long-term	JJ	long-term
consequences	NNS	consequence
I	PP	I
think	VVP	think
one	CD	one
consequence	NN	consequence
is	VBZ	be
something	NN	something
we're	NN	we're
already	RB	already
witnessing	VVG	witness
in	IN	in
in	IN	in
Europe	NP	Europe
um	NNS	um
that	IN/that	that
this	DT	this
conflict	NN	conflict
could	MD	could
be	VB	be
imported	VVN	import
to	TO	to
Continental	NP	Continental
Europe	NP	Europe
maybe	RB	maybe
also	RB	also
to	TO	to
the	DT	the
US	NP	US
why	WRB	why
because	RB	because
we	PP	we
will	MD	will
see	VV	see
that	IN/that	that
this	DT	this
conflict	NN	conflict
um	NN	um
could	MD	could
lead	VV	lead
to	TO	to
some	DT	some
terrorist	JJ	terrorist
attacks	NNS	attack
as	IN	as
we	PP	we
saw	VVD	see
already	RB	already
in	IN	in
Brussels	NP	Brussels
as	IN	as
we	PP	we
saw	VVD	see
in	IN	in
other	JJ	other
European	JJ	European
countries	NNS	country
so	RB	so
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
more	RBR	more
this	DT	this
conflict	NN	conflict
um	NNS	um
coming	VVG	come
to	TO	to
Europe	NP	Europe
coming	VVG	come
to	TO	to
the	DT	the
US	NP	US
what	WP	what
this	DT	this
means	NN	means
is	VBZ	be
clearly	RB	clearly
more	JJR	more
uncertainty	NN	uncertainty
um	NNS	um
more	JJR	more
uncertainty	NN	uncertainty
which	WDT	which
will	MD	will
wa	VV	wa
way	NN	way
on	IN	on
on	IN	on
economic	JJ	economic
sentiment	NN	sentiment
but	CC	but
also	RB	also
uncertainty	NN	uncertainty
that	WDT	that
could	MD	could
make	VV	make
it	PP	it
easier	JJR	easy
for	IN	for
for	IN	for
for	IN	for
populist	JJ	populist
parties	NNS	party
for	IN	for
for	IN	for
populist	JJ	populist
politicians	NNS	politician
to	TO	to
come	VV	come
up	RP	up
with	IN	with
with	IN	with
easy	JJ	easy
answers	NNS	answer
so	IN	so
it's	NNS	it's
hard	JJ	hard
to	TO	to
tell	VV	tell
what	WP	what
this	DT	this
now	RB	now
really	RB	really
will	MD	will
mean	VV	mean
for	IN	for
the	DT	the
presidential	JJ	presidential
election	NN	election
in	IN	in
the	DT	the
US	NP	US
um	NN	um
I	PP	I
think	VVP	think
what	WP	what
it	PP	it
will	MD	will
mean	VV	mean
is	VBZ	be
we	PP	we
will	MD	will
have	VH	have
even	RB	even
more	RBR	more
polarized	VVN	polarize
um	NN	um
debates	NNS	debate
not	RB	not
only	RB	only
in	IN	in
the	DT	the
US	NP	US
but	CC	but
also	RB	also
in	IN	in
Europe	NP	Europe
and	NP	and
and	CC	and
I	PP	I
hope	VVP	hope
that	IN/that	that
we	PP	we
will	MD	will
clearly	RB	clearly
see	VV	see
also	RB	also
more	RBR	more
support	VV	support
now	RB	now
for	IN	for
the	DT	the
Western	NP	Western
World	NP	World
still	RB	still
coming	VVG	come
out	RP	out
of	IN	of
the	DT	the
US	NP	US
coming	VVG	come
out	RP	out
of	IN	of
Europe	NP	Europe
um	NNS	um
because	IN	because
the	DT	the
risk	NN	risk
clearly	RB	clearly
is	VBZ	be
that	IN/that	that
um	RB	um
such	PDT	such
a	DT	a
conflict	NN	conflict
that	IN/that	that
we're	NNS	we're
currently	RB	currently
seeing	VVG	see
will	MD	will
have	VH	have
bigger	JJR	big
repercussions	NNS	repercussion
um	JJ	um
if	IN	if
it	PP	it
is	VBZ	be
exported	VVN	export
to	TO	to
Europe	NP	Europe
and	CC	and
to	TO	to
the	DT	the
US	PP	us
do	VVP	do
you	PP	you
think	VVP	think
governments	NNS	government
should	MD	should
be	VB	be
taking	VVG	take
any	DT	any
specific	JJ	specific
measures	NNS	measure
to	TO	to
prepare	VV	prepare
for	IN	for
potential	JJ	potential
economic	JJ	economic
turmoil	NN	turmoil
I	PP	I
think	VVP	think
government	NN	government
governs	VVZ	govern
have	VH	have
been	VBN	be
of	IN	of
course	NN	course
in	IN	in
this	DT	this
emergency	NN	emergency
fighting	VVG	fight
mode	NN	mode
already	RB	already
for	IN	for
a	DT	a
couple	NN	couple
of	IN	of
years	NNS	year
right	RB	right
now	RB	now
it	PP	it
is	VBZ	be
very	RB	very
hard	JJ	hard
to	TO	to
prepare	VV	prepare
what	WP	what
government	NN	government
should	MD	should
be	VB	be
prepared	VVN	prepare
to	TO	to
do	VV	do
this	DT	this
um	NN	um
that	IN/that	that
they	PP	they
should	MD	should
not	RB	not
be	VB	be
hesitant	JJ	hesitant
to	TO	to
use	VV	use
fiscal	JJ	fiscal
stimulus	NN	stimulus
to	TO	to
use	VV	use
any	DT	any
kind	NN	kind
of	IN	of
support	NN	support
measures	NNS	measure
to	TO	to
cushion	VV	cushion
a	DT	a
potential	JJ	potential
downfall	NN	downfall
of	IN	of
of	IN	of
the	DT	the
economy	NN	economy
I	PP	I
think	VVP	think
that	WDT	that
is	VBZ	be
something	NN	something
that	IN/that	that
every	DT	every
government	NN	government
should	MD	should
have	VH	have
learned	VVN	learn
over	IN	over
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
years	NNS	year
be	VB	be
prepared	VVN	prepare
uh	UH	uh
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
more	JJR	more
yeah	RB	yeah
more	JJR	more
fluctuation	NN	fluctuation
we	PP	we
are	VBP	be
living	VVG	live
in	IN	in
a	DT	a
more	RBR	more
volatile	JJ	volatile
environment	NN	environment
so	IN	so
which	WDT	which
will	MD	will
also	RB	also
mean	VV	mean
more	RBR	more
at	IN	at
hoc	FW	hoc
more	JJR	more
prompter	NN	prompter
um	NNS	um
fiscal	JJ	fiscal
policy	NN	policy
action	NN	action
in	IN	in
order	NN	order
to	TO	to
to	TO	to
cushion	VV	cushion
the	DT	the
impact	NN	impact
from	IN	from
these	DT	these
geop	JJ	geop
potential	JJ	potential
geopolitical	JJ	geopolitical
events	NNS	event
on	IN	on
the	DT	the
economies	NNS	economy
all	PDT	all
this	DT	this
volatility	NN	volatility
of	IN	of
course	NN	course
leads	VVZ	lead
to	TO	to
a	DT	a
whole	JJ	whole
lot	NN	lot
of	IN	of
anxiety	NN	anxiety
we've	NN	we've
recently	RB	recently
seen	VVN	see
a	DT	a
rise	NN	rise
in	IN	in
the	DT	the
price	NN	price
of	IN	of
gold	NN	gold
as	IN	as
people	NNS	people
seek	VVP	seek
safe	JJ	safe
places	NNS	place
for	IN	for
their	PP$	their
money	NN	money
tell	VV	tell
me	PP	me
about	IN	about
the	DT	the
role	NN	role
that	IN/that	that
fear	NN	fear
plays	NNS	play
here	RB	here
fear	VVP	fear
plays	VVZ	play
an	DT	an
enormous	JJ	enormous
important	JJ	important
fear	NN	fear
plays	VVZ	play
an	DT	an
enormously	RB	enormously
important	JJ	important
role	NN	role
uh	UH	uh
it	PP	it
is	VBZ	be
that	IN/that	that
that	DT	that
that	IN/that	that
all	DT	all
people	NNS	people
we	PP	we
all	RB	all
of	IN	of
us	PP	us
you	PP	you
and	CC	and
me	PP	me
included	VVD	include
so	RB	so
we're	NN	we're
now	RB	now
coming	VVG	come
out	RP	out
of	IN	of
a	DT	a
period	NN	period
of	IN	of
of	IN	of
pandemic	NN	pandemic
of	IN	of
supply	NN	supply
chain	NN	chain
frictions	NNS	friction
of	IN	of
war	NN	war
in	IN	in
Ukraine	NP	Ukraine
which	WDT	which
is	VBZ	be
still	RB	still
going	VVG	go
on	IN	on
now	RB	now
we	PP	we
have	VHP	have
another	DT	another
conflict	NN	conflict
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
with	IN	with
potentially	RB	potentially
um	JJ	um
an	DT	an
impact	NN	impact
and	CC	and
and	CC	and
repercussions	NNS	repercussion
on	IN	on
on	IN	on
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
so	IN	so
this	DT	this
is	VBZ	be
clearly	RB	clearly
now	RB	now
you	PP	you
know	VVP	know
adding	VVG	add
to	TO	to
all	PDT	all
the	DT	the
fears	NNS	fear
that	IN/that	that
that	DT	that
that	IN/that	that
people	NNS	people
are	VBP	be
having	VHG	have
and	CC	and
uh	UH	uh
and	CC	and
it	PP	it
is	VBZ	be
more	JJR	more
as	IN	as
a	DT	a
human	JJ	human
reaction	NN	reaction
to	TO	to
try	VV	try
to	TO	to
find	VV	find
some	DT	some
kind	NN	kind
of	IN	of
Safe	NP	Safe
Haven	NP	Haven
I	PP	I
even	RB	even
forgot	VVD	forget
to	TO	to
add	VV	add
the	DT	the
entire	JJ	entire
discussion	NN	discussion
about	IN	about
climate	NN	climate
change	NN	change
that	DT	that
we're	NN	we're
having	VHG	have
so	RB	so
this	DT	this
is	VBZ	be
um	RB	um
really	RB	really
an	DT	an
enormous	JJ	enormous
uncertain	JJ	uncertain
environment	NN	environment
for	IN	for
all	DT	all
people	NNS	people
for	IN	for
all	DT	all
governments	NNS	government
for	IN	for
all	DT	all
policy	NN	policy
makers	NNS	maker
and	CC	and
it's	NNS	it's
a	DT	a
normal	JJ	normal
reaction	NN	reaction
then	RB	then
to	TO	to
you	PP	you
know	VVP	know
go	VV	go
into	IN	into
safe	JJ	safe
havens	NNS	haven
like	IN	like
gold	NN	gold
like	IN	like
um	JJ	um
government	NN	government
bonds	NNS	bond
we	PP	we
also	RB	also
know	VVP	know
and	CC	and
I	PP	I
think	VVP	think
that	DT	that
is	VBZ	be
the	DT	the
the	DT	the
horrible	JJ	horrible
thing	NN	thing
about	IN	about
financial	JJ	financial
markets	NNS	market
that	IN/that	that
financial	JJ	financial
markets	NNS	market
love	VVP	love
to	TO	to
then	RB	then
move	VV	move
on	RP	on
and	CC	and
and	CC	and
forgot	VVN	forget
forget	VV	forget
about	IN	about
the	DT	the
the	DT	the
ongoing	JJ	ongoing
conflicts	NNS	conflict
um	NNS	um
which	WDT	which
could	MD	could
mean	VV	mean
that	IN/that	that
in	IN	in
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
in	IN	in
a	DT	a
couple	NN	couple
of	IN	of
months	NNS	month
from	IN	from
now	RB	now
we	PP	we
will	MD	will
see	VV	see
again	RB	again
more	RBR	more
risk-taking	JJ	risk-taking
behavior	NN	behavior
um	NNS	um
but	CC	but
um	NNS	um
in	IN	in
in	IN	in
in	IN	in
general	NN	general
I	PP	I
think	VVP	think
we	PP	we
will	MD	will
have	VH	have
to	TO	to
accept	VV	accept
that	DT	that
we're	NN	we're
living	VVG	live
in	IN	in
a	DT	a
more	RBR	more
volatile	JJ	volatile
not	RB	not
only	RB	only
political	JJ	political
but	CC	but
also	RB	also
economic	JJ	economic
environment	NN	environment
kasm	NN	kasm
sheski	NP	sheski
Chief	NP	Chief
Economist	NP	Economist
at	IN	at
in	RB	in
thank	VV	thank
you	PP	you
very	RB	very
much	JJ	much
you're	NN	you're
</doc>	NN	</doc>
