Prim	NP	Prim
law	NN	law
every	DT	every
state	NN	state
has	VHZ	have
the	DT	the
obligation	NN	obligation
to	TO	to
protect	VV	protect
its	PP$	its
we	PP	we
feel	VVP	feel
the	DT	the
awful	JJ	awful
suffering	NN	suffering
of	IN	of
all	DT	all
Israelis	NNS	Israeli
that	WDT	that
have	VHP	have
lost	VVN	lose
parents	NNS	parent
children	NNS	child
families	NNS	family
in	IN	in
this	DT	this
uh	UH	uh
barbaric	JJ	barbaric
attack	NN	attack
we	PP	we
share	VVP	share
the	DT	the
sorrow	NN	sorrow
of	IN	of
all	PDT	all
those	DT	those
family	NN	family
members	NNS	member
who	WP	who
have	VHP	have
lost	VVN	lose
members	NNS	member
that	WDT	that
were	VBD	be
adopted	VVN	adopt
by	IN	by
among	IN	among
person	NN	person
Germans	NPS	Germans
we	PP	we
focus	VVP	focus
on	IN	on
them	PP	them
and	CC	and
all	PDT	all
the	DT	the
other	JJ	other
hostages	NNS	hostage
and	CC	and
we	PP	we
try	VVP	try
everything	NN	everything
we	PP	we
do	VVP	do
to	TO	to
free	VV	free
them	PP	them
minister	NN	minister
prime	JJ	prime
minister	NN	minister
my	PP$	my
government	NN	government
stands	VVZ	stand
up	RP	up
for	IN	for
this	DT	this
conflict	NN	conflict
not	RB	not
to	TO	to
escalate	VV	escalate
we	PP	we
need	VVP	need
to	TO	to
prevent	VV	prevent
the	DT	the
spill	NN	spill
over	IN	over
into	IN	into
the	DT	the
whole	JJ	whole
region	NN	region
and	CC	and
I	PP	I
warn	VVP	warn
every	DT	every
actor	NN	actor
they	PP	they
should	MD	should
not	RB	not
think	VV	think
it	PP	it
'	POS	'
s	NN	S
a	DT	a
good	JJ	good
idea	NN	idea
to	TO	to
intervene	VV	intervene
into	IN	into
this	DT	this
conflict	NN	conflict
from	IN	from
the	DT	the
out	IN	out
it	PP	it
would	MD	would
be	VB	be
an	DT	an
unforgivable	JJ	unforgivable
mistake	NN	mistake
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
message	NN	message
we	PP	we
have	VHP	have
spread	VVN	spread
through	IN	through
many	JJ	many
channels	NNS	channel
to	TO	to
all	DT	all
Minister	NP	Minister
prime	JJ	prime
minister	NN	minister
Germany	NP	Germany
and	CC	and
Israel	NP	Israel
are	VBP	be
united	VVN	unite
by	IN	by
the	DT	the
fact	NN	fact
that	IN/that	that
we	PP	we
are	VBP	be
Democratic	JJ	Democratic
states	NNS	state
based	VVN	base
on	IN	on
the	DT	the
rule	NN	rule
of	IN	of
law	NN	law
and	CC	and
even	RB	even
in	IN	in
extreme	JJ	extreme
situations	NNS	situation
we	PP	we
act	VVP	act
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
the	DT	the
law	NN	law
and	CC	and
that	DT	that
is	VBZ	be
why	WRB	why
we	PP	we
not	RB	not
uh	UH	uh
taking	VVG	take
we	PP	we
also	RB	also
taking	VVG	take
notice	NN	notice
of	IN	of
the	DT	the
human	JJ	human
suffering	NN	suffering
in	IN	in
and	CC	and
that	DT	that
is	VBZ	be
why	WRB	why
I	PP	I
have	VHP	have
said	VVN	say
we	PP	we
need	VVP	need
to	TO	to
provide	VV	provide
monetary	JJ	monetary
help	NN	help
to	TO	to
the	DT	the
innocent	JJ	innocent
civilians	NNS	civilian
different	JJ	different
from	IN	from
the	DT	the
Hamas	NNS	Hamas
that	WDT	that
keep	VVP	keep
humans	NNS	human
as	IN	as
human	JJ	human
Shields	NP	Shields
we	PP	we
are	VBP	be
also	RB	also
concerned	VVN	concern
about	IN	about
the	DT	the
civilian	JJ	civilian
population	NN	population
we	PP	we
want	VVP	want
to	TO	to
prevent	VV	prevent
civilian	JJ	civilian
with	IN	with
Minister	NP	Minister
President	NP	President
with	IN	with
prime	JJ	prime
minister	NN	minister
netan	NN	netan
I	PP	I
spoke	VVD	speak
about	IN	about
the	DT	the
opportunity	NN	opportunity
of	IN	of
a	DT	a
better	RBR	well
human	JJ	human
humanitarian	JJ	humanitarian
access	NN	access
to	TO	to
Gaza	NP	Gaza
and	CC	and
that	DT	that
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
why	WRB	why
I	PP	I
'	POS	'
m	NN	m
going	VVG	go
to	TO	to
travel	VV	travel
to	TO	to
Egypt	NP	Egypt
to	TO	to
talk	VV	talk
to	TO	to
president	NN	president
Ali	NP	Ali
tomorrow	NN	tomorrow
talk	NN	talk
about	IN	about
the	DT	the
situation	NN	situation
and	CC	and
humanitarian	JJ	humanitarian
aspects	NNS	aspect
the	DT	the
federal	JJ	federal
government	NN	government
is	VBZ	be
going	VVG	go
to	TO	to
continue	VV	continue
its	PP$	its
humanitarian	JJ	humanitarian
commitment	NN	commitment
to	TO	to
mitigate	VV	mitigate
the	DT	the
suffering	NN	suffering
of	IN	of
the	DT	the
civilian	JJ	civilian
allow	VV	allow
me	PP	me
at	IN	at
the	DT	the
end	NN	end
of	IN	of
my	PP$	my
statement	NN	statement
to	TO	to
make	VV	make
two	CD	two
remarks	NNS	remark
regarding	VVG	regard
the	DT	the
situation	NN	situation
in	IN	in
Germany	NP	Germany
anti	JJ	anti
-	NN	-
Semitism	NN	Semitism
has	VHZ	have
no	DT	no
place	NN	place
in	IN	in
Germany	NP	Germany
the	DT	the
celebration	NN	celebration
and	CC	and
glorification	NN	glorification
of	IN	of
violence	NN	violence
is	VBZ	be
inhumane	JJ	inhumane
abhorent	NN	abhorent
it	PP	it
is	VBZ	be
prescribed	VVN	prescribe
and	CC	and
will	MD	will
be	VB	be
punished	VVN	punish
in	IN	in
Germany	NP	Germany
is	VBZ	be
a	DT	a
gift	NN	gift
Jewish	JJ	Jewish
institutions	NNS	institution
are	VBP	be
being	VBG	be
protected	VVN	protect
thank	VVP	thank
you	PP	you
thank	VV	thank
you	PP	you
Chancellor	NP	Chancellor
uh	UH	uh
I	PP	I
appreciate	VVP	appreciate
all	PDT	all
your	PP$	your
statements	NNS	statement
including	VVG	include
your	PP$	your
last	JJ	last
reference	NN	reference
to	TO	to
protecting	VVG	protect
uh	UH	uh
the	DT	the
Jewish	JJ	Jewish
Community	NN	community
we	PP	we
discussed	VVD	discuss
this	DT	this
um	NN	um
in	IN	in
our	PP$	our
conversation	NN	conversation
as	IN	as
well	RB	well
the	DT	the
question	NN	question
of	IN	of
uh	UH	uh
uh	UH	uh
the	DT	the
safety	NN	safety
of	IN	of
civilians	NNS	civilian
uh	UH	uh
is	VBZ	be
something	NN	something
that	WDT	that
is	VBZ	be
raised	VVN	raise
by	IN	by
hamas	NNS	hamas
'	POS	'
s	NN	S
actions	NNS	action
Hamas	NN	Hamas
is	VBZ	be
committing	VVG	commit
a	DT	a
double	JJ	double
War	NP	War
crime	NN	crime
not	RB	not
only	RB	only
is	VBZ	be
that	IN/that	that
targeting	VVG	target
and	CC	and
murdering	VVG	murder
civilians	NNS	civilian
with	IN	with
unprecedented	JJ	unprecedented
savagery	NN	savagery
it	PP	it
'	POS	'
s	JJ	s
hiding	NN	hiding
behind	IN	behind
civilians	NNS	civilian
their	PP$	their
own	JJ	own
civilians	NNS	civilian
we	PP	we
are	VBP	be
calling	VVG	call
on	IN	on
the	DT	the
civilians	NNS	civilian
to	TO	to
leave	VV	leave
Gaza	NP	Gaza
go	VV	go
south	RB	south
to	TO	to
Safe	NP	Safe
zones	NNS	zone
and	CC	and
Hamas	NN	Hamas
is	VBZ	be
preventing	VVG	prevent
them	PP	them
often	RB	often
at	IN	at
gunpoint	NN	gunpoint
from	IN	from
doing	VVG	do
so	IN	so
Hamas	NP	Hamas
wants	VVZ	want
to	TO	to
keep	VV	keep
them	PP	them
there	RB	there
as	IN	as
a	DT	a
human	JJ	human
shield	NN	shield
and	CC	and
prevent	VV	prevent
uh	UH	uh
the	DT	the
people	NNS	people
from	IN	from
leaving	VVG	leave
and	CC	and
getting	VVG	get
out	RP	out
of	IN	of
Harm	NP	Harm
'	POS	'
s	JJ	s
Way	NN	way
it	PP	it
'	POS	'
s	NN	S
important	JJ	important
that	IN/that	that
the	DT	the
entire	JJ	entire
world	NN	world
understands	VVZ	understand
this	DT	this
the	DT	the
responsibility	NN	responsibility
for	IN	for
the	DT	the
civilian	JJ	civilian
uh	UH	uh
civilians	NNS	civilian
who	WP	who
are	VBP	be
there	RB	there
both	CC	both
the	DT	the
abducted	VVN	abduct
people	NNS	people
and	CC	and
both	PDT	both
the	DT	the
uh	UH	uh
people	NNS	people
who	WP	who
are	VBP	be
kept	VVN	keep
there	RB	there
at	IN	at
force	VV	force
uh	UH	uh
the	DT	the
citizens	NNS	citizen
of	IN	of
our	PP$	our
our	PP$	our
country	NN	country
and	CC	and
the	DT	the
citizens	NNS	citizen
of	IN	of
dozens	NNS	dozen
of	IN	of
countries	NNS	country
and	CC	and
the	DT	the
Palestinian	JJ	Palestinian
civilians	NNS	civilian
themselves	PP	themselves
that	WDT	that
responsibility	NN	responsibility
is	VBZ	be
sits	VVZ	sit
squarely	RB	squarely
on	IN	on
the	DT	the
shoulders	NNS	shoulder
of	IN	of
the	DT	the
Hamas	JJ	Hamas
war	NN	war
criminals	NNS	criminal
they	PP	they
'	''	'
re	IN	re
committing	VVG	commit
a	DT	a
double	JJ	double
War	NP	War
crime	NN	crime
attacking	VVG	attack
civilians	NNS	civilian
hiding	VVG	hide
behind	IN	behind
civilians	NNS	civilian
as	IN	as
you	PP	you
Shields	NP	Shields
the	DT	the
entire	JJ	entire
world	NN	world
should	MD	should
condemn	VV	condemn
it	PP	it
and	CC	and
should	MD	should
support	VV	support
Israel	NP	Israel
in	IN	in
its	PP$	its
just	JJ	just
War	NP	War
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
and	CC	and
thank	VV	thank
you	PP	you
Chancellor	NP	Chancellor
thank	VV	thank
you	PP	you
thank	VV	thank
you	PP	you
we	PP	we
just	RB	just
saw	VVD	see
a	DT	a
press	NN	press
conference	NN	conference
there	RB	there
with	IN	with
Olaf	NP	Olaf
Schultz	NP	Schultz
who	WP	who
is	VBZ	be
currently	RB	currently
visiting	VVG	visit
Israel	NP	Israel
with	IN	with
Israel	NP	Israel
'	POS	'
s	NN	S
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
um	VVD	um
the	DT	the
German	JJ	German
chancellor	NN	chancellor
has	VHZ	have
said	VVN	say
ahead	RB	ahead
of	IN	of
this	DT	this
visit	NN	visit
that	IN/that	that
his	PP$	his
trip	NN	trip
will	MD	will
be	VB	be
a	DT	a
clear	JJ	clear
sign	NN	sign
of	IN	of
German	JJ	German
solidarity	NN	solidarity
uh	UH	uh
for	IN	for
Israel	NP	Israel
let	NN	let
'	POS	'
s	JJ	s
dig	NN	dig
into	IN	into
this	DT	this
a	DT	a
little	JJ	little
bit	NN	bit
more	JJR	more
with	IN	with
DW	NP	DW
'	POS	'
s	JJ	s
Chief	JJ	chief
political	JJ	political
editor	NN	editor
Michaela	NP	Michaela
kufner	NP	Kufner
joining	VVG	join
me	PP	me
in	IN	in
the	DT	the
studio	NN	studio
Michaela	NP	Michaela
hi	UH	hi
we	PP	we
heard	VVD	hear
Netanyahu	NP	Netanyahu
there	RB	there
um	NNS	um
painting	VVG	paint
a	DT	a
very	RB	very
clear	JJ	clear
and	CC	and
gruesome	JJ	gruesome
picture	NN	picture
of	IN	of
hamas	NNS	hamas
'	POS	'
s	NN	S
attacks	NNS	attack
in	IN	in
Israel	NP	Israel
calling	VVG	call
it	PP	it
a	DT	a
battle	NN	battle
for	IN	for
the	DT	the
future	NN	future
of	IN	of
civilization	NN	civilization
I	NP	I
'	POS	'
m	NN	m
curious	JJ	curious
what	WP	what
you	PP	you
made	VVD	make
though	RB	though
of	IN	of
German	JJ	German
Chancellor	NP	Chancellor
Schultz	NP	Schultz
'	POS	'
s	JJ	s
remarks	NNS	remark
in	IN	in
this	DT	this
press	NN	press
conference	NN	conference
that	IN/that	that
we	PP	we
just	RB	just
heard	VVD	hear
yeah	RB	yeah
let	VV	let
'	''	'
s	NNS	s
just	RB	just
lay	VVD	lie
out	RP	out
what	WP	what
he	PP	he
said	VVD	say
and	CC	and
I	PP	I
first	RB	first
of	IN	of
all	DT	all
I	PP	I
just	RB	just
want	VVP	want
to	TO	to
note	VV	note
that	DT	that
um	NN	um
whatever	WDT	whatever
comes	VVZ	come
next	JJ	next
this	DT	this
is	VBZ	be
a	DT	a
historic	JJ	historic
moment	NN	moment
certainly	RB	certainly
for	IN	for
Germans	NPS	Germans
um	NNS	um
but	CC	but
also	RB	also
um	JJ	um
for	IN	for
the	DT	the
Jewish	JJ	Jewish
people	NNS	people
because	IN	because
we	PP	we
just	RB	just
saw	VVD	see
the	DT	the
prime	JJ	prime
minister	NN	minister
of	IN	of
Israel	NP	Israel
standing	VVG	stand
there	RB	there
with	IN	with
the	DT	the
chancellor	NN	chancellor
of	IN	of
the	DT	the
nation	NN	nation
that	WDT	that
is	VBZ	be
responsible	JJ	responsible
for	IN	for
the	DT	the
Holocaust	NN	holocaust
and	CC	and
um	NN	um
we	PP	we
saw	VVD	see
the	DT	the
direct	JJ	direct
reference	VV	reference
uh	UH	uh
to	TO	to
the	DT	the
Holocaust	NN	holocaust
I	PP	I
mean	VVP	mean
this	DT	this
is	VBZ	be
the	DT	the
the	DT	the
largest	JJS	large
loss	NN	loss
of	IN	of
Israeli	JJ	Israeli
life	NN	life
since	IN	since
the	DT	the
Holocaust	NN	holocaust
uh	UH	uh
very	RB	very
concrete	JJ	concrete
references	NNS	reference
from	IN	from
Benin	NP	Benin
Netanyahu	NP	Netanyahu
there	RB	there
um	JJ	um
to	TO	to
Bab	NP	Bab
as	IN	as
well	RB	well
the	DT	the
Mass	NP	Mass
Slaughter	NP	Slaughter
of	IN	of
Jews	NPS	Jews
in	IN	in
what	WP	what
is	VBZ	be
now	RB	now
Ukraine	NP	Ukraine
and	CC	and
um	RB	um
the	DT	the
German	JJ	German
Chancellor	NP	Chancellor
recognizing	VVG	recognize
this	DT	this
and	CC	and
once	RB	once
again	RB	again
conveying	VVG	convey
the	DT	the
message	NN	message
uh	UH	uh
that	IN/that	that
Germany	NP	Germany
has	VHZ	have
made	VVN	make
a	DT	a
very	RB	very
unusual	JJ	unusual
commitment	NN	commitment
towards	IN	towards
Israel	NP	Israel
uh	UH	uh
which	WDT	which
is	VBZ	be
that	IN/that	that
it	PP	it
'	POS	'
s	NN	S
a	DT	a
fundamental	JJ	fundamental
principle	NN	principle
of	IN	of
German	JJ	German
of	IN	of
the	DT	the
German	JJ	German
state	NN	state
to	TO	to
ensure	VV	ensure
the	DT	the
protection	NN	protection
of	IN	of
Israel	NP	Israel
now	RB	now
what	WP	what
that	DT	that
means	NN	means
in	IN	in
concrete	NN	concrete
detail	VV	detail
uh	UH	uh
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	VVG	s
a	DT	a
bit	NN	bit
too	RB	too
early	JJ	early
to	TO	to
really	RB	really
understand	VV	understand
what	WP	what
that	DT	that
will	MD	will
mean	VV	mean
in	IN	in
the	DT	the
end	NN	end
we	PP	we
know	VVP	know
that	IN/that	that
there	EX	there
has	VHZ	have
been	VBN	be
o	NN	o
so	RB	so
far	RB	far
only	RB	only
a	DT	a
request	NN	request
um	NN	um
for	IN	for
drones	NNS	drone
that	IN/that	that
Germany	NP	Germany
had	VHD	have
leased	VVN	lease
from	IN	from
Israel	NP	Israel
um	NNS	um
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	NN	S
noteworthy	JJ	noteworthy
that	IN/that	that
the	DT	the
German	JJ	German
Chancellor	NP	Chancellor
um	NNS	um
reiterated	VVD	reiterate
this	DT	this
message	NN	message
there	EX	there
was	VBD	be
this	DT	this
is	VBZ	be
rhetoric	NN	rhetoric
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
heard	VVD	hear
before	IN	before
um	NNS	um
we	PP	we
heard	VVD	hear
this	DT	this
in	IN	in
the	DT	the
German	JJ	German
Parliament	NP	Parliament
and	CC	and
he	PP	he
'	POS	'
s	NN	S
also	RB	also
very	RB	very
eager	JJ	eager
to	TO	to
stress	VV	stress
that	IN/that	that
Germany	NP	Germany
will	MD	will
clamp	VV	clamp
down	RB	down
it	PP	it
will	MD	will
use	VV	use
the	DT	the
full	JJ	full
force	NN	force
of	IN	of
the	DT	the
law	NN	law
to	TO	to
clamp	VV	clamp
down	RP	down
on	IN	on
anti	NN	anti
any	DT	any
anti	JJ	anti
-	NN	-
semitic	JJ	Semitic
demonstrations	NNS	demonstration
here	RB	here
in	IN	in
Germany	NP	Germany
any	DT	any
potential	JJ	potential
actions	NNS	action
against	IN	against
Jews	NPS	Jews
because	IN	because
Jews	NPS	Jews
in	IN	in
this	DT	this
country	NN	country
they	PP	they
are	VBP	be
afraid	JJ	afraid
looking	VVG	look
at	IN	at
what	WP	what
happened	VVD	happen
but	CC	but
the	DT	the
clear	JJ	clear
condemnation	NN	condemnation
of	IN	of
Hamas	NP	Hamas
and	CC	and
a	DT	a
clear	JJ	clear
responsibility	NN	responsibility
that	WDT	that
rests	VVZ	rest
with	IN	with
Hamas	NN	Hamas
for	IN	for
whatever	WDT	whatever
is	VBZ	be
to	TO	to
come	VV	come
and	CC	and
that	DT	that
is	VBZ	be
something	NN	something
that	WDT	that
is	VBZ	be
concerning	VVG	concern
the	DT	the
entire	JJ	entire
world	NN	world
now	RB	now
course	NN	course
so	IN	so
this	DT	this
was	VBD	be
a	DT	a
hugely	RB	hugely
symbolic	JJ	symbolic
moment	NN	moment
as	IN	as
you	PP	you
say	VV	say
uh	UH	uh
has	VHZ	have
it	PP	it
already	RB	already
been	VBN	be
clear	JJ	clear
though	RB	though
in	IN	in
Practical	JJ	practical
terms	NNS	term
what	WP	what
kind	NN	kind
of	IN	of
support	NN	support
Germany	NP	Germany
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
offering	VVG	offer
Israel	NP	Israel
as	IN	as
Schultz	NP	Schultz
takes	VVZ	take
this	DT	this
trip	NN	trip
to	TO	to
the	DT	the
region	NN	region
well	RB	well
we	PP	we
have	VHP	have
this	DT	this
um	JJ	um
commitment	NN	commitment
by	IN	by
Germany	NP	Germany
and	CC	and
a	DT	a
request	NN	request
um	NN	um
to	TO	to
basically	RB	basically
for	IN	for
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
to	TO	to
tell	VV	tell
Germany	NP	Germany
whatever	WDT	whatever
he	PP	he
wants	VVZ	want
and	CC	and
that	IN/that	that
Germany	NP	Germany
will	MD	will
consider	VV	consider
this	DT	this
what	WP	what
we	PP	we
didn	NP	didn
'	POS	'
t	NN	t
hear	VVP	hear
from	IN	from
the	DT	the
German	JJ	German
chancel	NN	chancel
also	RB	also
when	WRB	when
he	PP	he
spoke	VVD	speak
in	IN	in
charlian	NN	charlian
that	IN/that	that
Germany	NP	Germany
will	MD	will
give	VV	give
whatever	WDT	whatever
Israel	NP	Israel
requests	NNS	request
but	CC	but
that	IN/that	that
it	PP	it
would	MD	would
whatever	WDT	whatever
is	VBZ	be
requested	VVN	request
would	MD	would
be	VB	be
considered	VVN	consider
now	RB	now
initially	RB	initially
it	PP	it
looked	VVD	look
like	IN	like
it	PP	it
requested	VVD	request
ammunition	NN	ammunition
for	IN	for
some	DT	some
of	IN	of
it	PP	it
um	VVZ	um
warships	NNS	warship
that	IN/that	that
request	NN	request
was	VBD	be
actually	RB	actually
withdrawn	VVN	withdraw
and	CC	and
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
practical	JJ	practical
reasons	NNS	reason
behind	IN	behind
that	DT	that
um	JJ	um
Israel	NP	Israel
is	VBZ	be
very	RB	very
much	RB	much
armed	VVN	arm
with	IN	with
its	PP$	its
own	JJ	own
um	JJ	um
Hardware	NN	hardware
but	CC	but
also	RB	also
mainly	RB	mainly
American	JJ	American
um	JJ	um
military	JJ	military
hardware	NN	hardware
so	IN	so
that	WDT	that
is	VBZ	be
the	DT	the
first	JJ	first
reference	NN	reference
point	NN	point
I	PP	I
think	VVP	think
there	EX	there
are	VBP	be
very	RB	very
practical	JJ	practical
reasons	NNS	reason
behind	IN	behind
that	DT	that
so	IN	so
it	PP	it
wasn	NN	wasn
'	POS	'
t	NN	t
a	DT	a
good	JJ	good
fit	NN	fit
is	VBZ	be
that	IN/that	that
what	WP	what
you	PP	you
'	POS	'
re	NN	re
saying	VVG	say
well	RB	well
that	WDT	that
is	VBZ	be
what	WP	what
I	PP	I
'	POS	'
m	NN	m
being	VBG	be
told	VVN	tell
by	IN	by
military	JJ	military
experts	NNS	expert
but	CC	but
I	PP	I
'	POS	'
m	NN	m
not	RB	not
a	DT	a
military	JJ	military
expert	NN	expert
by	IN	by
any	DT	any
means	NNS	mean
but	CC	but
this	DT	this
is	VBZ	be
that	WDT	that
is	VBZ	be
not	RB	not
widely	RB	widely
expected	VVN	expect
here	RB	here
but	CC	but
full	JJ	full
political	JJ	political
support	NN	support
is	VBZ	be
expected	VVN	expect
and	CC	and
I	PP	I
think	VVP	think
we	PP	we
saw	VVD	see
in	IN	in
that	DT	that
interaction	NN	interaction
there	EX	there
were	VBD	be
no	DT	no
questions	NNS	question
taken	VVN	take
um	NNS	um
that	IN/that	that
um	NNS	um
also	RB	also
the	DT	the
German	JJ	German
chancellor	NN	chancellor
who	WP	who
is	VBZ	be
there	RB	there
to	TO	to
basically	RB	basically
show	VV	show
solidarity	NN	solidarity
and	CC	and
reassure	VV	reassure
uh	UH	uh
an	DT	an
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
who	WP	who
clearly	RB	clearly
you	PP	you
can	MD	can
you	PP	you
can	MD	can
see	VV	see
under	IN	under
how	WRB	how
much	JJ	much
pressure	NN	pressure
he	PP	he
is	VBZ	be
at	IN	at
this	DT	this
very	JJ	very
moment	NN	moment
in	IN	in
time	NN	time
to	TO	to
prove	VV	prove
that	IN/that	that
this	DT	this
state	NN	state
can	MD	can
protect	VV	protect
its	PP$	its
citizens	NNS	citizen
as	IN	as
well	RB	well
um	JJ	um
that	IN/that	that
Germany	NP	Germany
is	VBZ	be
firmly	RB	firmly
at	IN	at
the	DT	the
side	NN	side
of	IN	of
Israel	NP	Israel
while	IN	while
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
maintain	VV	maintain
maintaining	VVG	maintain
international	JJ	international
law	NN	law
and	CC	and
him	PP	him
basically	RB	basically
calling	VVG	call
for	IN	for
the	DT	the
protection	NN	protection
of	IN	of
civilian	JJ	civilian
life	NN	life
which	WDT	which
let	VV	let
'	''	'
s	NNS	s
translate	VVP	translate
it	PP	it
into	IN	into
non	JJ	non
-	NN	-
political	JJ	political
speak	VV	speak
uh	UH	uh
means	VVZ	mean
to	TO	to
at	IN	at
least	JJS	least
minimize	VV	minimize
civilian	JJ	civilian
casualties	NNS	casualty
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
um	NNS	um
more	RBR	more
than	IN	than
a	DT	a
million	CD	million
citizens	NNS	citizen
of	IN	of
Gaza	NP	Gaza
have	VHP	have
been	VBN	be
called	VVN	call
upon	RP	upon
to	TO	to
move	VV	move
to	TO	to
the	DT	the
other	JJ	other
end	NN	end
of	IN	of
the	DT	the
country	NN	country
it	PP	it
is	VBZ	be
unclear	JJ	unclear
how	WRB	how
many	JJ	many
lives	NNS	life
that	WDT	that
will	MD	will
actually	RB	actually
cost	VV	cost
simply	RB	simply
asking	VVG	ask
them	PP	them
to	TO	to
move	VV	move
uh	UH	uh
so	RB	so
there	EX	there
is	VBZ	be
an	DT	an
underlying	VVG	underlie
tension	NN	tension
uh	UH	uh
within	IN	within
this	DT	this
that	WDT	that
Germany	NP	Germany
wants	VVZ	want
to	TO	to
maintain	VV	maintain
its	PP$	its
role	NN	role
as	IN	as
a	DT	a
mediator	NN	mediator
and	CC	and
we	PP	we
'	POS	'
re	NN	re
also	RB	also
seeing	VVG	see
the	DT	the
German	JJ	German
Chancellor	NP	Chancellor
travel	NN	travel
on	IN	on
to	TO	to
Egypt	NP	Egypt
um	NNS	um
to	TO	to
make	VV	make
the	DT	the
case	NN	case
for	IN	for
humanitarian	JJ	humanitarian
Aid	NN	aid
to	TO	to
go	VV	go
into	IN	into
Gaza	NP	Gaza
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
so	IN	so
I	PP	I
think	VVP	think
we	PP	we
will	MD	will
observe	VV	observe
over	IN	over
the	DT	the
coming	VVG	come
days	NNS	day
and	CC	and
weeks	NNS	week
um	NNS	um
what	WP	what
that	DT	that
commitment	NN	commitment
of	IN	of
uh	UH	uh
Israeli	JJ	Israeli
security	NN	security
being	VBG	be
a	DT	a
fundamental	JJ	fundamental
principle	NN	principle
of	IN	of
German	JJ	German
policy	NN	policy
means	VVZ	mean
in	IN	in
Practical	JJ	practical
terms	NNS	term
and	CC	and
whether	IN	whether
trying	VVG	try
to	TO	to
ensure	VV	ensure
Israeli	JJ	Israeli
security	NN	security
might	MD	might
also	RB	also
mean	VV	mean
that	IN/that	that
Germany	NP	Germany
doesn	NP	doesn
'	POS	'
t	NN	t
always	RB	always
agree	VVP	agree
completely	RB	completely
with	IN	with
what	WP	what
action	NN	action
Israel	NP	Israel
chooses	VVZ	choose
to	TO	to
take	VV	take
as	IN	as
we	PP	we
are	VBP	be
all	RB	all
awaiting	VVG	await
for	IN	for
that	DT	that
ground	NN	ground
um	NN	um
offensive	JJ	offensive
to	TO	to
start	VV	start
