<video_id>cBSUICMFDiE</video_id>	JJ	<video_id>cBSUICMFDiE</video_id>
in	IN	in
southern	JJ	southern
uh	UH	uh
uh	UH	uh
Israel	NP	Israel
we	PP	we
had	VHD	have
uh	UH	uh
some	RB	some
you	PP	you
know	VVP	know
the	DT	the
the	DT	the
military	NN	military
seems	VVZ	seem
to	TO	to
be	VB	be
going	VVG	go
steadily	RB	steadily
more	RBR	more
deeper	JJR	deep
inside	IN	inside
Gaza	NP	Gaza
uh	UH	uh
step	NN	step
by	IN	by
step	NN	step
so	RB	so
to	TO	to
speak	VV	speak
uh	UH	uh
there	EX	there
was	VBD	be
a	DT	a
radio	NN	radio
address	NN	address
released	VVD	release
um	VVG	um
uh	UH	uh
audio	JJ	audio
recording	NN	recording
released	VVN	release
by	IN	by
the	DT	the
head	NN	head
of	IN	of
the	DT	the
Southern	NP	Southern
command	VV	command
uh	UH	uh
who	WP	who
is	VBZ	be
responsible	JJ	responsible
here	RB	here
for	IN	for
for	IN	for
the	DT	the
for	IN	for
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
the	DT	the
area	NN	area
saying	VVG	say
that	IN/that	that
to	TO	to
the	DT	the
Troops	NNS	troop
that	IN/that	that
they	PP	they
will	MD	will
fight	VV	fight
in	IN	in
allies	NNS	ally
and	CC	and
in	IN	in
tunnels	NNS	tunnel
so	IN	so
this	DT	this
was	VBD	be
kind	NN	kind
of	IN	of
a	DT	a
hint	NN	hint
maybe	RB	maybe
that	IN/that	that
they're	NN	they're
approaching	VVG	approach
a	DT	a
denser	JJR	dense
urban	JJ	urban
area	NN	area
that	IN/that	that
they're	NN	they're
coming	VVG	come
closer	RBR	closer
maybe	RB	maybe
to	TO	to
Gaza	NP	Gaza
City	NP	City
but	CC	but
I	PP	I
also	RB	also
have	VH	have
to	TO	to
stress	VV	stress
we	PP	we
do	VVP	do
not	RB	not
know	VV	know
these	DT	these
details	NNS	detail
because	IN	because
um	NNS	um
you	PP	you
know	VVP	know
the	DT	the
the	DT	the
the	DT	the
Army	NP	Army
keeps	VVZ	keep
the	DT	the
information	NN	information
very	RB	very
tight	JJ	tight
and	CC	and
journalists	NNS	journalist
are	VBP	be
not	RB	not
in	IN	in
in	IN	in
this	DT	this
area	NN	area
inside	RB	inside
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
on	IN	on
the	DT	the
same	JJ	same
time	NN	time
we	PP	we
hearing	VVG	hear
uh	UH	uh
from	IN	from
Hamas	NN	Hamas
as	IN	as
well	UH	well
uh	UH	uh
the	DT	the
the	DT	the
military	JJ	military
Wing	NP	Wing
the	DT	the
Kasam	NP	Kasam
Brigade	NN	brigade
saying	VVG	say
they're	NN	they're
engaging	VVG	engage
the	DT	the
the	DT	the
military	NN	military
the	DT	the
Israeli	JJ	Israeli
military	NN	military
that	IN/that	that
they	PP	they
even	RB	even
Ambush	VVP	ambush
them	PP	them
in	IN	in
some	DT	some
area	NN	area
so	RB	so
that	IN/that	that
there	EX	there
is	VBZ	be
uh	UH	uh
fighting	VVG	fight
uh	UH	uh
going	VVG	go
on	IN	on
um	NNS	um
so	IN	so
this	DT	this
is	VBZ	be
on	RB	on
on	IN	on
on	IN	on
this	DT	this
side	NN	side
what	WP	what
we	PP	we
can	MD	can
see	VV	see
here	RB	here
but	CC	but
we	PP	we
also	RB	also
have	VHP	have
heard	VVN	hear
from	IN	from
the	DT	the
Israeli	JJ	Israeli
military	NN	military
that	IN/that	that
there	EX	there
was	VBD	be
an	DT	an
a	DT	a
missile	NN	missile
that	WDT	that
was	VBD	be
intercepted	VVN	intercept
over	IN	over
the	DT	the
Red	NP	Red
Sea	NP	Sea
uh	UH	uh
by	IN	by
the	DT	the
aerody	NN	aerody
defense	NN	defense
system	NN	system
that	WDT	that
possibly	RB	possibly
came	VVD	come
from	IN	from
uh	UH	uh
from	IN	from
Yemen	NP	Yemen
now	RB	now
uh	UH	uh
what	WP	what
do	VVP	do
we	PP	we
know	VVP	know
about	IN	about
the	DT	the
long-term	JJ	long-term
goals	NNS	goal
of	IN	of
the	DT	the
Israeli	JJ	Israeli
government	NN	government
there	RB	there
to	TO	to
take	VV	take
back	JJ	back
control	NN	control
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
well	RB	well
basically	RB	basically
uh	UH	uh
we	PP	we
we	PP	we
really	RB	really
don't	VVD	don't
know	VV	know
I	PP	I
mean	VV	mean
they	PP	they
have	VHP	have
not	RB	not
stated	VVN	state
what	WP	what
they	PP	they
will	MD	will
do	VV	do
um	VVG	um
uh	UH	uh
once	RB	once
this	DT	this
is	VBZ	be
over	IN	over
they	PP	they
said	VVD	say
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
very	RB	very
long	JJ	long
campaign	NN	campaign
um	NNS	um
and	CC	and
uh	UH	uh
they	PP	they
the	DT	the
government	NN	government
is	VBZ	be
saying	VVG	say
that	IN/that	that
they	PP	they
want	VVP	want
to	TO	to
as	IN	as
they	PP	they
put	VVP	put
it	PP	it
eradicate	VV	eradicate
Hamas	NNS	Hamas
they	PP	they
want	VVP	want
to	TO	to
eliminate	VV	eliminate
all	PDT	all
their	PP$	their
C	NP	C
capabilities	NNS	capability
and	CC	and
they	PP	they
will	MD	will
not	RB	not
let	VV	let
up	IN	up
you	PP	you
know	VV	know
uh	UH	uh
the	DT	the
uh	UH	uh
ground	NN	ground
the	DT	the
the	DT	the
offensive	NN	offensive
on	IN	on
Gaza	NP	Gaza
and	CC	and
the	DT	the
war	NN	war
on	IN	on
Gaza	NP	Gaza
until	IN	until
it	PP	it
will	MD	will
destroy	VV	destroy
Hamas	NNS	Hamas
so	IN	so
what	WP	what
does	VVZ	do
that	IN/that	that
mean	NN	mean
is	VBZ	be
not	RB	not
quite	RB	quite
clear	JJ	clear
because	IN	because
Hamas	NP	Hamas
is	VBZ	be
also	RB	also
of	IN	of
course	NN	course
a	DT	a
political	JJ	political
force	VV	force
uh	UH	uh
also	RB	also
uh	UH	uh
some	DT	some
of	IN	of
its	PP$	its
leaders	NNS	leader
are	VBP	be
in	IN	in
other	JJ	other
countries	NNS	country
uh	UH	uh
in	IN	in
the	DT	the
region	NN	region
uh	UH	uh
so	RB	so
there	EX	there
will	MD	will
be	VB	be
uh	UH	uh
still	RB	still
also	RB	also
be	VB	be
there	RB	there
uh	UH	uh
so	RB	so
there's	RB	there's
also	RB	also
the	DT	the
main	JJ	main
criticism	NN	criticism
that	IN/that	that
nobody	NN	nobody
talks	NNS	talk
about	RB	about
really	RB	really
their	PP$	their
ideas	NNS	idea
being	VBG	be
floated	VVN	float
but	CC	but
nobody	NN	nobody
really	RB	really
talks	VVZ	talk
about	RB	about
what	WP	what
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
and	CC	and
of	IN	of
course	NN	course
the	DT	the
people	NNS	people
in	IN	in
Gaza	NP	Gaza
are	VBP	be
also	RB	also
potentially	RB	potentially
not	RB	not
being	VBG	be
asked	VVN	ask
they	PP	they
have	VHP	have
been	VBN	be
displaced	VVN	displace
now	RB	now
uh	UH	uh
what	WP	what
will	MD	will
happen	VV	happen
to	TO	to
them	PP	them
will	MD	will
they	PP	they
be	VB	be
able	JJ	able
to	TO	to
go	VV	go
back	VV	back
uh	UH	uh
most	RBS	most
some	RB	some
of	IN	of
them	PP	them
might	MD	might
not	RB	not
find	VV	find
their	PP$	their
house	NN	house
there	RB	there
anymore	RB	anymore
there's	RB	there's
talk	VV	talk
about	IN	about
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
that	WDT	that
is	VBZ	be
uh	UH	uh
um	NNS	um
governing	VVG	govern
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
to	TO	to
come	VV	come
back	RB	back
but	CC	but
all	RB	all
these	DT	these
are	VBP	be
ideas	NNS	idea
and	CC	and
of	IN	of
course	NN	course
for	IN	for
Israel	NP	Israel
uh	UH	uh
to	TO	to
stay	VV	stay
there	RB	there
for	IN	for
a	DT	a
longer	JJR	long
time	NN	time
to	TO	to
basically	RB	basically
administer	VV	administer
occupy	VV	occupy
uh	UH	uh
the	DT	the
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
so	RB	so
um	VVZ	um
this	DT	this
is	VBZ	be
all	DT	all
not	RB	not
clear	JJ	clear
all	DT	all
what	WP	what
we	PP	we
know	VVP	know
from	IN	from
from	IN	from
the	DT	the
government	NN	government
is	VBZ	be
that	IN/that	that
they	PP	they
are	VBP	be
saying	VVG	say
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
long	RB	long
campaign	VV	campaign
uh	UH	uh
what	WP	what
they	PP	they
are	VBP	be
envisioning	VVG	envision
our	PP$	our
correspondent	NN	correspondent
T	NN	T
there	RB	there
thank	VV	thank
you	PP	you
Tanya	NP	Tanya
dozens	NNS	dozen
of	IN	of
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
in	IN	in
a	DT	a
blast	NN	blast
at	IN	at
a	DT	a
refugee	NN	refugee
camp	NN	camp
north	NN	north
of	IN	of
Gaza	NP	Gaza
City	NP	City
the	DT	the
Hamas	NN	Hamas
ran	VVD	run
Health	NP	Health
Ministry	NP	Ministry
says	VVZ	say
an	DT	an
air	NN	air
strike	NN	strike
killed	VVN	kill
at	IN	at
least	JJS	least
50	CD	@card@
people	NNS	people
at	IN	at
the	DT	the
jabalia	NN	jabalia
site	NN	site
the	DT	the
densely	RB	densely
populated	VVN	populate
Camp	NP	Camp
is	VBZ	be
the	DT	the
largest	JJS	large
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
United	NP	United
Nations	NPS	Nations
has	VHZ	have
also	RB	also
confirmed	VVN	confirm
that	IN/that	that
more	JJR	more
than	IN	than
3,000	CD	@card@
children	NNS	child
have	VHP	have
now	RB	now
been	VBN	be
killed	VVN	kill
in	IN	in
the	DT	the
bombardment	NN	bombardment
of	IN	of
Gaza	NP	Gaza
food	NN	food
water	NN	water
and	CC	and
medical	JJ	medical
supply	NN	supply
still	RB	still
desperately	RB	desperately
short	JJ	short
they're	NN	they're
growing	VVG	grow
cause	NN	cause
for	IN	for
a	DT	a
humanitarian	JJ	humanitarian
ceasefire	NN	ceasefire
the	DT	the
Gins	NP	Gins
go	VV	go
through	IN	through
another	DT	another
day	NN	day
of	IN	of
explosions	NNS	explosion
Israeli	JJ	Israeli
air	NN	air
strikes	NNS	strike
have	VHP	have
been	VBN	be
targeting	VVG	target
the	DT	the
strip	NN	strip
for	IN	for
weeks	NNS	week
they	PP	they
say	VVP	say
they're	NN	they're
hitting	VVG	hit
Hamas	JJ	Hamas
militants	NNS	militant
and	CC	and
their	PP$	their
infrastructure	NN	infrastructure
inside	IN	inside
the	DT	the
territory	NN	territory
as	IN	as
the	DT	the
death	NN	death
toll	NN	toll
mounts	VVZ	mount
the	DT	the
ham	NN	ham
Mass	NN	Mass
run	VVN	run
Health	NP	Health
Ministry	NP	Ministry
claims	VVZ	claim
that	IN/that	that
over	IN	over
8	CD	@card@
and	CC	and
a	DT	a
half	JJ	half
thousand	CD	thousand
people	NNS	people
have	VHP	have
died	VVN	die
in	IN	in
Gaza	NP	Gaza
since	IN	since
Israeli	NP	Israeli
bombing	NN	bombing
began	VVD	begin
many	RB	many
have	VH	have
lost	VVN	lose
entire	JJ	entire
families	NNS	family
we	PP	we
don't	VVD	don't
have	VH	have
anything	NN	anything
nothing	NN	nothing
he	PP	he
was	VBD	be
just	RB	just
going	VVG	go
out	RP	out
to	TO	to
find	VV	find
gas	NN	gas
because	IN	because
we	PP	we
don't	VVD	don't
have	VH	have
any	DT	any
at	IN	at
home	NN	home
he	PP	he
was	VBD	be
also	RB	also
looking	VVG	look
for	IN	for
bread	NN	bread
for	IN	for
the	DT	the
children	NNS	child
and	CC	and
gas	NN	gas
then	RB	then
they	PP	they
told	VVD	tell
me	PP	me
he	PP	he
was	VBD	be
martyred	VVN	martyr
this	DT	this
is	VBZ	be
now	RB	now
a	DT	a
daily	JJ	daily
reality	NN	reality
for	IN	for
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
people	NNS	people
clawing	VVG	claw
to	TO	to
get	VV	get
others	NNS	other
out	RP	out
from	IN	from
under	IN	under
the	DT	the
rubble	NN	rubble
many	JJ	many
of	IN	of
those	DT	those
stuck	JJ	stuck
are	VBP	be
children	NNS	child
on	IN	on
Monday	NP	Monday
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
held	VVD	hold
an	DT	an
emergency	NN	emergency
meeting	NN	meeting
to	TO	to
discuss	VV	discuss
the	DT	the
Gaza	NP	Gaza
crisis	NN	crisis
with	IN	with
Aid	NN	aid
agencies	NNS	agency
focusing	VVG	focus
on	IN	on
the	DT	the
young	JJ	young
casualties	NNS	casualty
of	IN	of
this	DT	this
war	NN	war
nearly	RB	nearly
70%	CD	@card@
of	IN	of
those	DT	those
reported	VVN	report
killed	VVN	kill
are	VBP	be
children	NNS	child
and	CC	and
women	NNS	woman
save	VVP	save
the	DT	the
children	NNS	child
reported	VVD	report
yesterday	NN	yesterday
that	IN/that	that
nearly	RB	nearly
3,200	CD	@card@
children	NNS	child
were	VBD	be
killed	VVN	kill
in	IN	in
Gaza	NP	Gaza
in	IN	in
just	RB	just
three	CD	three
weeks	NNS	week
this	DT	this
surpasses	VVZ	surpass
the	DT	the
number	NN	number
of	IN	of
children	NNS	child
killed	VVN	kill
annually	RB	annually
across	IN	across
the	DT	the
world's	NNS	world's
conflict	VVP	conflict
zones	NNS	zone
since	IN	since
2019	CD	@card@
this	DT	this
cannot	MD	can
be	VB	be
collateral	JJ	collateral
damage	NN	damage
at	IN	at
least	JJS	least
there	RB	there
also	RB	also
came	VVD	come
this	DT	this
call	NN	call
for	IN	for
children	NNS	child
to	TO	to
be	VB	be
better	RBR	well
protected	VVN	protect
on	IN	on
behalf	NN	behalf
of	IN	of
all	PDT	all
the	DT	the
children	NNS	child
caught	VVN	catch
in	IN	in
this	DT	this
nightmare	NN	nightmare
we	PP	we
call	VVP	call
on	IN	on
the	DT	the
World	NP	World
to	TO	to
do	VV	do
better	JJR	good
whether	IN	whether
they	PP	they
are	VBP	be
young	JJ	young
people	NNS	people
attending	VVG	attend
a	DT	a
music	NN	music
festival	NN	festival
or	CC	or
children	NNS	child
going	VVG	go
about	IN	about
their	PP$	their
daily	JJ	daily
lives	NNS	life
in	IN	in
Gaza	NP	Gaza
they	PP	they
all	RB	all
deserve	VVP	deserve
peace	NN	peace
children	NNS	child
do	VVP	do
not	RB	not
start	VV	start
conflicts	NNS	conflict
and	CC	and
they	PP	they
are	VBP	be
powerless	JJ	powerless
to	TO	to
stop	VV	stop
them	PP	them
to	TO	to
add	VV	add
to	TO	to
the	DT	the
suffering	VVG	suffer
essential	JJ	essential
supplies	NNS	supply
are	VBP	be
running	VVG	run
dangerously	RB	dangerously
low	JJ	low
food	NN	food
water	NN	water
fuel	NN	fuel
and	CC	and
medicines	NNS	medicine
are	VBP	be
all	RB	all
hard	JJ	hard
to	TO	to
find	VV	find
humanitarian	JJ	humanitarian
workers	NNS	worker
say	VVP	say
the	DT	the
aid	NN	aid
reaching	VVG	reach
Gaza	NP	Gaza
is	VBZ	be
far	RB	far
too	RB	too
little	JJ	little
for	IN	for
residents	NNS	resident
with	IN	with
one	CD	one
UN	NP	UN
agency	NN	agency
in	IN	in
Gaza	NP	Gaza
claiming	VVG	claim
an	DT	an
urgencies	NNS	urgency
fire	NN	fire
is	VBZ	be
now	RB	now
a	DT	a
life	NN	life
or	CC	or
death	NN	death
matter	NN	matter
for	IN	for
millions	NNS	million
of	IN	of
Palestinians	NPS	Palestinians
the	DT	the
journalist	NN	journalist
hen	NN	hen
belusa	NN	belusa
is	VBZ	be
in	IN	in
Gaza	NP	Gaza
and	CC	and
he	PP	he
updated	VVD	update
us	PP	us
earlier	JJR	early
on	IN	on
how	WRB	how
humanitarian	JJ	humanitarian
Aid	NN	aid
there	EX	there
is	VBZ	be
being	VBG	be
distributed	VVN	distribute
um	RB	um
the	DT	the
distribution	NN	distribution
mechanism	NN	mechanism
is	VBZ	be
not	RB	not
clear	JJ	clear
to	TO	to
everybody	NN	everybody
um	NNS	um
H	NN	H
announced	VVD	announce
that	IN/that	that
they	PP	they
are	VBP	be
handing	VVG	hand
some	RB	some
some	DT	some
wheat	NN	wheat
to	TO	to
the	DT	the
bakeries	NNS	bakery
for	IN	for
um	VVG	um
uh	UH	uh
to	TO	to
make	VV	make
bread	NN	bread
so	RB	so
may	MD	may
that	RB	that
made	VVD	make
the	DT	the
prices	NNS	price
half	DT	half
um	NN	um
at	IN	at
the	DT	the
bakery	NN	bakery
so	IN	so
people	NNS	people
are	VBP	be
are	VBP	be
getting	VVG	get
the	DT	the
bread	NN	bread
with	IN	with
with	IN	with
with	IN	with
a	DT	a
half	JJ	half
half	NN	half
a	DT	a
prve	NN	prve
but	CC	but
still	RB	still
the	DT	the
cues	NNS	cue
are	VBP	be
very	RB	very
long	JJ	long
and	CC	and
and	CC	and
everybody	NN	everybody
anybody	NN	anybody
want	VVP	want
want	VV	want
to	TO	to
want	VV	want
to	TO	to
get	VV	get
a	DT	a
back	NN	back
of	IN	of
bread	NN	bread
needs	VVZ	need
to	TO	to
wait	VV	wait
like	IN	like
between	IN	between
two	CD	two
to	TO	to
three	CD	three
hours	NNS	hour
at	IN	at
least	JJS	least
to	TO	to
get	VV	get
one	CD	one
back	JJ	back
um	NNS	um
some	DT	some
distribution	NN	distribution
happen	VV	happen
in	IN	in
uh	UH	uh
on	IN	on
schools	NNS	school
which	WDT	which
is	VBZ	be
uh	UH	uh
people	NNS	people
are	VBP	be
uh	UH	uh
Sheltering	VVG	shelter
there	RB	there
but	CC	but
um	NNS	um
what	WP	what
other	JJ	other
people	NNS	people
in	IN	in
in	IN	in
the	DT	the
area	NN	area
who	WP	who
are	VBP	be
displaced	VVN	displace
some	DT	some
of	IN	of
them	PP	them
they	PP	they
are	VBP	be
saying	VVG	say
at	IN	at
the	DT	the
industry	NN	industry
or	CC	or
in	IN	in
their	PP$	their
cars	NNS	car
in	IN	in
the	DT	the
streets	NNS	street
they	PP	they
are	VBP	be
not	RB	not
releasing	VVG	release
a	DT	a
the	DT	the
mechanism	NN	mechanism
is	VBZ	be
not	RB	not
clear	JJ	clear
people	NNS	people
are	VBP	be
are	VBP	be
not	RB	not
aware	JJ	aware
of	IN	of
the	DT	the
things	NNS	thing
it's	NN	it's
it's	NNS	it's
very	RB	very
limited	VVN	limit
plus	IN	plus
the	DT	the
type	NN	type
of	IN	of
the	DT	the
the	DT	the
aid	NN	aid
that	WDT	that
comes	VVZ	come
to	TO	to
Da	NP	Da
we	PP	we
are	VBP	be
talking	VVG	talk
about	IN	about
um	JJ	um
um	JJ	um
bical	JJ	bical
supplies	NNS	supply
food	NN	food
and	CC	and
and	CC	and
water	NN	water
but	CC	but
still	RB	still
like	IN	like
um	NNS	um
there	EX	there
is	VBZ	be
a	DT	a
huge	JJ	huge
shortage	NN	shortage
of	IN	of
water	NN	water
with	IN	with
washing	VVG	wash
water	NN	water
or	CC	or
drinking	NN	drinking
water	NN	water
that	WDT	that
was	VBD	be
journalist	NN	journalist
hen	NN	hen
Bala	NP	Bala
there	RB	there
reporting	VVG	report
from	IN	from
Gaza	NP	Gaza
some	DT	some
European	JJ	European
countries	NNS	country
are	VBP	be
reportedly	RB	reportedly
hoping	VVG	hope
to	TO	to
ship	VV	ship
Aid	NP	Aid
to	TO	to
Gaza	NP	Gaza
now	IN	now
Hiba	NP	Hiba
Tibi	NP	Tibi
the	DT	the
country	NN	country
director	NN	director
for	IN	for
care	NN	care
in	IN	in
the	DT	the
Palestinian	JJ	Palestinian
territories	NNS	territory
has	VHZ	have
bore	NN	bore
about	IN	about
efforts	NNS	effort
to	TO	to
ramp	VV	ramp
up	RP	up
a	DT	a
deliveries	NNS	delivery
uh	UH	uh
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
this	DT	this
great	JJ	great
question	NN	question
um	NNS	um
we	PP	we
are	VBP	be
in	IN	in
Desperate	JJ	desperate
needs	NNS	need
in	IN	in
Gaza	NP	Gaza
for	IN	for
the	DT	the
humanitarian	JJ	humanitarian
Aid	NN	aid
having	VHG	have
these	DT	these
hopes	NNS	hope
and	CC	and
that	WDT	that
are	VBP	be
coming	VVG	come
in	IN	in
a	DT	a
very	RB	very
timely	JJ	timely
manner	NN	manner
is	VBZ	be
is	VBZ	be
is	VBZ	be
very	RB	very
important	JJ	important
uh	UH	uh
in	IN	in
two	CD	two
days	NNS	day
there	RB	there
were	VBD	be
announcements	NNS	announcement
on	IN	on
the	DT	the
complete	JJ	complete
collapse	NN	collapse
of	IN	of
the	DT	the
uh	UH	uh
fuel	NN	fuel
system	NN	system
in	IN	in
two	CD	two
of	IN	of
the	DT	the
major	JJ	major
hospitals	NNS	hospital
in	IN	in
Gaza	NP	Gaza
for	IN	for
instance	VV	instance
uh	UH	uh
you	PP	you
have	VHP	have
seen	VVN	see
also	RB	also
in	IN	in
the	DT	the
news	NN	news
and	CC	and
I'm	NN	I'm
pretty	RB	pretty
sure	JJ	sure
through	IN	through
the	DT	the
lenses	NNS	lens
of	IN	of
media	NNS	medium
the	DT	the
situation	NN	situation
in	IN	in
terms	NNS	term
of	IN	of
bread	VV	bread
uh	UH	uh
food	NN	food
uh	UH	uh
Water	NP	Water
Medic	NN	medic
medical	JJ	medical
supply	NN	supply
all	RB	all
of	IN	of
these	DT	these
uh	UH	uh
medical	JJ	medical
humanitarian	JJ	humanitarian
supplies	NNS	supply
are	VBP	be
uh	UH	uh
required	VVN	require
in	IN	in
Gaza	NP	Gaza
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
in	IN	in
a	DT	a
sustainable	JJ	sustainable
Manner	NP	Manner
and	CC	and
also	RB	also
um	JJ	um
in	IN	in
a	DT	a
way	NN	way
that	WDT	that
is	VBZ	be
safe	JJ	safe
for	IN	for
the	DT	the
teams	NNS	team
to	TO	to
distribute	VV	distribute
them	PP	them
and	CC	and
contribute	VV	contribute
to	TO	to
saving	VVG	save
the	DT	the
lives	NNS	life
immediately	IN	immediately
U	NP	U
now	RB	now
K	NP	K
has	VHZ	have
warned	VVN	warn
about	IN	about
the	DT	the
collapsing	VVG	collapse
Health	NP	Health
Care	NP	Care
system	NN	system
in	IN	in
Gaza	NP	Gaza
how	WRB	how
is	VBZ	be
that	IN/that	that
affecting	VVG	affect
people	NNS	people
there	RB	there
unfortunately	RB	unfortunately
it's	JJ	it's
uh	UH	uh
the	DT	the
situation	NN	situation
is	VBZ	be
really	RB	really
becoming	VVG	become
more	JJR	more
and	CC	and
more	JJR	more
dire	JJ	dire
um	NNS	um
by	IN	by
the	DT	the
hour	NN	hour
as	RB	as
as	IN	as
we	PP	we
always	RB	always
say	VVP	say
um	NNS	um
the	DT	the
lack	NN	lack
of	IN	of
medical	JJ	medical
supplies	NNS	supply
the	DT	the
lack	NN	lack
of	IN	of
fuel	NN	fuel
and	CC	and
electricity	NN	electricity
to	TO	to
operate	VV	operate
hospitals	NNS	hospital
uh	UH	uh
the	DT	the
lack	NN	lack
of	IN	of
the	DT	the
uh	UH	uh
medical	JJ	medical
C	NN	C
in	IN	in
general	NN	general
is	VBZ	be
becoming	VVG	become
more	RBR	more
and	CC	and
more	RBR	more
difficult	JJ	difficult
today	NN	today
we	PP	we
have	VHP	have
he	PP	he
that	IN/that	that
the	DT	the
medical	JJ	medical
students	NNS	student
undergraduates	NNS	undergraduate
are	VBP	be
required	VVN	require
to	TO	to
also	RB	also
come	VV	come
to	TO	to
support	VV	support
hospitals	NNS	hospital
doctors	NNS	doctor
are	VBP	be
unable	JJ	unable
to	TO	to
deal	VV	deal
with	IN	with
this	DT	this
the	DT	the
huge	JJ	huge
