<video_id>l6UlYAfkQlU</video_id>	JJ	<video_id>l6UlYAfkQlU</video_id>
the	DT	the
podium	NN	podium
by	IN	by
Miss	NP	Miss
Greta	NP	Greta
gunas	NNS	gunas
doter	NN	doter
director	NN	director
of	IN	of
unra	NP	unra
Representative	NP	Representative
office	NN	office
in	IN	in
New	NP	New
York	NP	York
and	CC	and
Mr	NP	Mr
Haled	VVD	hale
Amad	NP	Amad
chief	NN	chief
of	IN	of
ocha's	JJ	ocha's
external	JJ	external
relations	NNS	relation
before	IN	before
I	PP	I
hand	VVP	hand
the	DT	the
floor	NN	floor
to	TO	to
Mr	NP	Mr
griffi	NN	griffi
I'd	NNS	I'd
like	VVP	like
to	TO	to
quote	VV	quote
the	DT	the
secretary	NN	secretary
General's	NP	General's
recent	JJ	recent
statement	NN	statement
to	TO	to
the	DT	the
security	NN	security
Council	NN	council
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
is	VBZ	be
growing	VVG	grow
more	RBR	more
dire	JJ	dire
by	IN	by
the	DT	the
hour	NN	hour
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
raised	VVN	raise
is	VBZ	be
Raging	VVG	rage
and	CC	and
risk	NN	risk
spiraling	VVG	spiral
throughout	IN	throughout
the	DT	the
region	NN	region
divisions	NNS	division
are	VBP	be
splintering	VVG	splinter
societies	NNS	society
tensions	NNS	tension
threaten	VVP	threaten
to	TO	to
boil	VV	boil
over	RP	over
at	IN	at
a	DT	a
crucial	JJ	crucial
Moment	NP	Moment
Like	IN	like
This	DT	this
it	PP	it
is	VBZ	be
vital	JJ	vital
to	TO	to
be	VB	be
clear	JJ	clear
on	IN	on
principles	NNS	principle
starting	VVG	start
with	IN	with
the	DT	the
fundamental	JJ	fundamental
principle	NN	principle
of	IN	of
respecting	VVG	respect
and	CC	and
protecting	VVG	protect
civilians	NNS	civilian
so	RB	so
now	RB	now
I'd	JJ	I'd
like	IN	like
to	TO	to
please	VV	please
invite	VV	invite
you	PP	you
to	TO	to
have	VH	have
a	DT	a
moment	NN	moment
of	IN	of
silence	NN	silence
and	CC	and
honor	NN	honor
of	IN	of
all	DT	all
of	IN	of
the	DT	the
civilians	NNS	civilian
health	NN	health
and	CC	and
Aid	NN	aid
workers	NNS	worker
including	VVG	include
more	JJR	more
than	IN	than
70	CD	@card@
unrest	NN	unrest
staff	NN	staff
who	WP	who
have	VHP	have
lost	VVN	lose
their	PP$	their
lives	NNS	life
and	CC	and
for	IN	for
the	DT	the
hostages	NNS	hostage
still	RB	still
in	IN	in
thank	VV	thank
you	PP	you
now	RB	now
invite	VV	invite
Mr	NP	Mr
Martin	NP	Martin
Griffith	NP	Griffith
under	IN	under
Secretary	NP	Secretary
General	NP	General
for	IN	for
humanitarian	JJ	humanitarian
to	TO	to
deliver	VV	deliver
his	PP$	his
remarks	NNS	remark
thanks	NNS	thanks
very	RB	very
much	JJ	much
Lisa	NP	Lisa
so	IN	so
thanks	NNS	thanks
for	IN	for
doing	VVG	do
this	DT	this
and	CC	and
thank	VVP	thank
you	PP	you
everybody	NN	everybody
for	IN	for
for	IN	for
being	VBG	be
here	RB	here
on	IN	on
this	DT	this
extraordinarily	RB	extraordinarily
important	JJ	important
issue	NN	issue
um	NNS	um
I've	NP	I've
had	VHD	have
the	DT	the
privilege	NN	privilege
if	IN	if
that's	NNS	that's
the	DT	the
right	NN	right
word	NN	word
of	IN	of
visiting	VVG	visit
the	DT	the
region	NN	region
twice	RB	twice
in	IN	in
the	DT	the
last	JJ	last
eight	CD	eight
or	CC	or
nine	CD	nine
days	NNS	day
and	CC	and
even	RB	even
in	IN	in
a	DT	a
life	NN	life
professional	JJ	professional
life	NN	life
filled	VVN	fill
with	IN	with
um	JJ	um
scenes	NNS	scene
of	IN	of
misery	NN	misery
and	CC	and
tragedy	NN	tragedy
and	CC	and
hopelessness	NN	hopelessness
this	DT	this
particular	JJ	particular
one	CD	one
I	PP	I
think	VVP	think
takes	VVZ	take
all	DT	all
of	IN	of
us	PP	us
very	RB	very
seriously	RB	seriously
a	DT	a
back	NN	back
it	PP	it
is	VBZ	be
quite	RB	quite
devastating	JJ	devastating
what	WP	what
we've	VVP	we've
seen	VVN	see
unfold	VVP	unfold
over	IN	over
the	DT	the
last	JJ	last
26	CD	@card@
days	NNS	day
in	IN	in
Israel	NP	Israel
and	CC	and
in	IN	in
the	DT	the
occupied	JJ	occupied
territories	NNS	territory
is	VBZ	be
nothing	NN	nothing
short	JJ	short
of	IN	of
what	WP	what
I	PP	I
think	VVP	think
I	PP	I
would	MD	would
call	VV	call
a	DT	a
blight	NN	blight
on	IN	on
our	PP$	our
Collective	JJ	collective
conscience	NN	conscience
all	RB	all
of	IN	of
us	PP	us
we're	VVP	we're
all	DT	all
somehow	RB	somehow
involved	VVN	involve
in	IN	in
this	DT	this
on	IN	on
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
and	CC	and
I	PP	I
have	VHP	have
had	VHD	have
the	DT	the
again	RB	again
privilege	NN	privilege
of	IN	of
seeing	VVG	see
some	DT	some
of	IN	of
the	DT	the
uh	UH	uh
recordings	NNS	recording
of	IN	of
these	DT	these
events	NNS	event
Hamas	NN	Hamas
launched	VVD	launch
an	DT	an
attack	NN	attack
claimed	VVD	claim
the	DT	the
lives	NNS	life
of	IN	of
more	JJR	more
than	IN	than
1,400	CD	@card@
people	NNS	people
in	IN	in
Israel	NP	Israel
and	CC	and
injured	JJ	injured
thousands	NNS	thousand
this	DT	this
death	NN	death
doll	NN	doll
is	VBZ	be
more	JJR	more
than	IN	than
three	CD	three
times	NNS	time
the	DT	the
cumulative	JJ	cumulative
number	NN	number
of	IN	of
Israelis	NNS	Israeli
killed	VVN	kill
since	IN	since
OT	NN	ot
began	VVD	begin
recording	VVG	record
casualties	NNS	casualty
in	IN	in
2005	CD	@card@
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
shocking	JJ	shocking
shocking	JJ	shocking
site	NN	site
240	CD	@card@
hostages	NNS	hostage
remain	VVP	remain
held	VVN	hold
somewhere	RB	somewhere
hidden	VVN	hide
following	VVG	follow
this	DT	this
attack	NN	attack
I	PP	I
would	MD	would
like	VV	like
you	PP	you
to	TO	to
listen	VV	listen
to	TO	to
a	DT	a
recording	NN	recording
we	PP	we
made	VVD	make
of	IN	of
a	DT	a
a	DT	a
conversation	NN	conversation
I	PP	I
had	VHD	have
with	IN	with
um	VVG	um
the	DT	the
families	NNS	family
the	DT	the
conversations	NNS	conversation
with	IN	with
some	DT	some
of	IN	of
the	DT	the
hostage	NN	hostage
families	NNS	family
can	MD	can
we	PP	we
listen	VV	listen
to	TO	to
that	DT	that
on	IN	on
no	DT	no
too	RB	too
difficult	JJ	difficult
no	RB	no
let	VV	let
me	PP	me
carry	VV	carry
on	IN	on
I	PP	I
I	PP	I
had	VHD	have
the	DT	the
opportunity	NN	opportunity
let	VVD	let
me	PP	me
just	RB	just
describe	VVP	describe
it	PP	it
a	DT	a
little	JJ	little
bit	NN	bit
in	IN	in
my	PP$	my
own	JJ	own
words	NNS	word
although	IN	although
of	IN	of
course	NN	course
their	PP$	their
words	NNS	word
are	VBP	be
so	RB	so
much	RB	much
more	RBR	more
powerful	JJ	powerful
we	PP	we
had	VHD	have
the	DT	the
opportunity	NN	opportunity
in	IN	in
Jerusalem	NP	Jerusalem
to	TO	to
meet	VV	meet
the	DT	the
representatives	NNS	representative
very	RB	very
very	RB	very
young	JJ	young
young	JJ	young
teenagers	NNS	teenager
people	NNS	people
in	IN	in
their	PP$	their
early	JJ	early
20s	NNS	20s
about	IN	about
three	CD	three
or	CC	or
four	CD	four
or	CC	or
five	CD	five
families	NNS	family
uh	UH	uh
many	JJ	many
of	IN	of
whom	WP	whom
had	VHD	have
still	RB	still
lost	VVN	lose
many	JJ	many
of	IN	of
their	PP$	their
relatives	NNS	relative
and	CC	and
they	PP	they
pointed	VVD	point
at	IN	at
me	PP	me
and	CC	and
they	PP	they
said	VVD	say
you	PP	you
are	VBP	be
also	RB	also
responsible	JJ	responsible
to	TO	to
do	VV	do
something	NN	something
about	IN	about
this	DT	this
to	TO	to
try	VV	try
to	TO	to
find	VV	find
those	DT	those
people	NNS	people
we	PP	we
have	VHP	have
lost	VVN	lose
to	TO	to
try	VV	try
to	TO	to
find	VV	find
if	IN	if
those	DT	those
people	NNS	people
that	WDT	that
we've	VVP	we've
lost	JJ	lost
are	VBP	be
still	RB	still
alive	JJ	alive
and	CC	and
to	TO	to
try	VV	try
to	TO	to
find	VV	find
ways	NNS	way
of	IN	of
bringing	VVG	bring
them	PP	them
back	VVP	back
you	PP	you
are	VBP	be
also	RB	also
responsible	JJ	responsible
and	CC	and
I	PP	I
sat	VVD	sit
there	RB	there
thinking	VVG	think
whether	IN	whether
this	DT	this
is	VBZ	be
the	DT	the
time	NN	time
for	IN	for
me	PP	me
to	TO	to
describe	VV	describe
the	DT	the
a	DT	a
mandate	NN	mandate
or	CC	or
not	RB	not
ludicrously	RB	ludicrously
of	IN	of
course	NN	course
I	PP	I
didn't	VVD	didn't
um	NNS	um
and	CC	and
we	PP	we
talked	VVD	talk
about	IN	about
the	DT	the
work	NN	work
of	IN	of
courageous	JJ	courageous
organizations	NNS	organization
like	IN	like
icrc	NN	icrc
and	CC	and
msf	NN	msf
and	CC	and
others	NNS	other
who	WP	who
are	VBP	be
doing	VVG	do
their	PP$	their
best	JJS	good
but	CC	but
the	DT	the
truth	NN	truth
is	VBZ	be
these	DT	these
people	NNS	people
are	VBP	be
still	RB	still
lost	VVN	lose
and	CC	and
the	DT	the
truth	NN	truth
is	VBZ	be
that	IN/that	that
we	PP	we
hear	VVP	hear
news	NN	news
each	DT	each
day	NN	day
of	IN	of
more	JJR	more
of	IN	of
them	PP	them
dying	VVG	die
or	CC	or
being	VBG	be
killed	VVN	kill
so	RB	so
for	IN	for
those	DT	those
families	NNS	family
who	WP	who
I	PP	I
met	VVD	meet
those	DT	those
young	JJ	young
people	NNS	people
who	WP	who
I	PP	I
met	VVD	meet
um	NNS	um
each	DT	each
day	NN	day
is	VBZ	be
a	DT	a
day	NN	day
of	IN	of
terrible	JJ	terrible
anxiety	NN	anxiety
uncertainty	NN	uncertainty
a	DT	a
day	NN	day
where	WRB	where
the	DT	the
future	NN	future
might	MD	might
stop	VV	stop
this	DT	this
is	VBZ	be
they're	RB	they're
right	RB	right
this	DT	this
is	VBZ	be
a	DT	a
humanitarian	JJ	humanitarian
issue	NN	issue
of	IN	of
the	DT	the
highest	JJS	high
importance	NN	importance
finding	VVG	find
these	DT	these
people	NNS	people
and	CC	and
getting	VVG	get
them	PP	them
home	NN	home
in	IN	in
26	CD	@card@
days	NNS	day
also	RB	also
close	VV	close
to	TO	to
9,000	CD	@card@
Palestinians	NPS	Palestinians
have	VHP	have
been	VBN	be
killed	VVN	kill
in	IN	in
the	DT	the
hostilities	NNS	hostility
in	IN	in
Gaza	NP	Gaza
and	CC	and
God	NP	God
knows	VVZ	know
how	WRB	how
many	JJ	many
more	JJR	more
there	RB	there
are	VBP	be
uncounted	JJ	uncounted
under	IN	under
the	DT	the
rubble	NN	rubble
as	IN	as
we	PP	we
all	RB	all
know	VVP	know
from	IN	from
other	JJ	other
places	NNS	place
that	IN/that	that
the	DT	the
numbers	NNS	number
the	DT	the
real	JJ	real
numbers	NNS	number
of	IN	of
those	DT	those
dead	JJ	dead
only	RB	only
emerge	VV	emerge
much	JJ	much
later	RBR	later
when	WRB	when
the	DT	the
buildings	NNS	building
are	VBP	be
cleared	VVN	clear
the	DT	the
rubble	NN	rubble
is	VBZ	be
taken	VVN	take
away	RB	away
and	CC	and
the	DT	the
bodies	NNS	body
of	IN	of
those	DT	those
who	WP	who
have	VHP	have
perished	VVN	perish
become	VV	become
revealed	VVD	reveal
this	DT	this
total	NN	total
of	IN	of
9,000	CD	@card@
is	VBZ	be
a	DT	a
four	CD	four
times	NNS	time
as	IN	as
many	JJ	many
deaths	NNS	death
as	IN	as
during	IN	during
the	DT	the
50-day	JJ	50-day
conflict	NN	conflict
in	IN	in
2014	CD	@card@
where	WRB	where
just	RB	just
over	IN	over
2,200	CD	@card@
Palestinians	NPS	Palestinians
were	VBD	be
killed	VVN	kill
9,000	CD	@card@
Palestinians	NNS	Palestinian
dead	JJ	dead
from	IN	from
that	DT	that
early	JJ	early
day	NN	day
of	IN	of
October	NP	October
7th	JJ	7th
I	PP	I
don't	VVD	don't
know	VV	know
if	IN	if
we	PP	we
can	MD	can
hear	VV	hear
the	DT	the
recording	NN	recording
or	CC	or
not	RB	not
of	IN	of
by	IN	by
my	PP$	my
discussions	NNS	discussion
with	IN	with
no	DT	no
we	PP	we
can't	VVD	can't
sorry	JJ	sorry
nobody	NN	nobody
hearing	NN	hearing
me	PP	me
should	MD	should
I	PP	I
start	VV	start
again	RB	again
don't	JJ	don't
worry	NN	worry
I	PP	I
spoke	VVD	speak
to	TO	to
some	DT	some
of	IN	of
the	DT	the
families	NNS	family
in	IN	in
Gaza	NP	Gaza
I	NP	I
couldn't	NN	couldn't
get	VV	get
in	RP	in
and	CC	and
out	RP	out
of	IN	of
Gaza	NP	Gaza
um	NNS	um
and	CC	and
what	WP	what
you	PP	you
would	MD	would
have	VH	have
heard	VVN	hear
uh	UH	uh
was	VBD	be
the	DT	the
story	NN	story
of	IN	of
two	CD	two
families	NNS	family
one	CD	one
family	NN	family
um	NNS	um
the	DT	the
father	NN	father
of	IN	of
which	WDT	which
was	VBD	be
a	DT	a
lawyer	NN	lawyer
like	IN	like
me	PP	me
about	IN	about
my	PP$	my
age	NN	age
probably	RB	probably
very	RB	very
old	JJ	old
and	CC	and
his	PP$	his
house	NN	house
had	VHD	have
been	VBN	be
destroyed	VVN	destroy
one	CD	one
midnight	NN	midnight
and	CC	and
in	IN	in
his	PP$	his
house	NN	house
lived	VVD	live
the	DT	the
extended	JJ	extended
family	NN	family
as	RB	as
is	VBZ	be
quite	RB	quite
common	JJ	common
in	IN	in
Gaza	NP	Gaza
and	CC	and
as	IN	as
he	PP	he
said	VVD	say
he	PP	he
spent	VVD	spend
that	IN/that	that
next	JJ	next
day	NN	day
or	CC	or
two	CD	two
doing	NN	doing
two	CD	two
things	NNS	thing
trying	VVG	try
desperately	RB	desperately
to	TO	to
find	VV	find
somewhere	RB	somewhere
to	TO	to
live	VV	live
and	CC	and
thank	VV	thank
God	NP	God
for	IN	for
anra	NP	anra
thank	VVP	thank
God	NP	God
for	IN	for
anra	NN	anra
as	IN	as
we	PP	we
will	MD	will
hear	VV	hear
more	RBR	more
and	CC	and
from	IN	from
Tom	NP	Tom
who	WP	who
is	VBZ	be
there	RB	there
daily	JJ	daily
bravely	RB	bravely
working	VVG	work
they	PP	they
found	VVD	find
some	DT	some
Refuge	NP	Refuge
some	DT	some
safety	NN	safety
in	IN	in
a	DT	a
school	NN	school
of	IN	of
un	NNS	un
where	WRB	where
they	PP	they
could	MD	could
stay	VV	stay
the	DT	the
night	NN	night
where	WRB	where
they're	NN	they're
still	RB	still
living	VVG	live
that	DT	that
was	VBD	be
the	DT	the
first	JJ	first
thing	NN	thing
he	PP	he
had	VHD	have
to	TO	to
do	VV	do
the	DT	the
second	JJ	second
thing	NN	thing
he	PP	he
had	VHD	have
to	TO	to
do	VV	do
was	VBD	be
with	IN	with
his	PP$	his
own	JJ	own
hands	NNS	hand
bury	VVP	bury
30	CD	@card@
members	NNS	member
of	IN	of
his	PP$	his
family	NN	family
who	WP	who
had	VHD	have
been	VBN	be
killed	VVN	kill
that	DT	that
night	NN	night
in	IN	in
the	DT	the
house	NN	house
that	IN/that	that
now	RB	now
no	RB	no
longer	RBR	longer
existed	VVN	exist
and	CC	and
what	WP	what
you	PP	you
would	MD	would
have	VH	have
heard	VVN	hear
and	CC	and
I'm	NP	I'm
sure	JJ	sure
you	PP	you
would	MD	would
have	VH	have
been	VBN	be
as	RB	as
affected	VVN	affect
as	IN	as
I	PP	I
was	VBD	be
suddenly	RB	suddenly
an	DT	an
8-year-old	JJ	8-year-old
daughter	NN	daughter
granddaughter	NN	granddaughter
presumably	RB	presumably
suddenly	RB	suddenly
interrupted	VVN	interrupt
the	DT	the
call	NN	call
and	CC	and
she	PP	she
said	VVD	say
I	PP	I
just	RB	just
don't	VVD	don't
want	VV	want
to	TO	to
die	VV	die
and	CC	and
end	VV	end
of	IN	of
quote	NN	quote
I	PP	I
just	RB	just
don't	VVD	don't
want	VV	want
to	TO	to
die	VV	die
that's	NNS	that's
all	RB	all
so	RB	so
we've	VVP	we've
we	PP	we
have	VHP	have
these	DT	these
parallel	JJ	parallel
tragedies	NNS	tragedy
and	CC	and
in	IN	in
my	PP$	my
world	NN	world
and	CC	and
in	IN	in
my	PP$	my
Val	NP	Val
Val	NP	Val
and	CC	and
I	PP	I
think	VVP	think
it	PP	it
is	VBZ	be
it	PP	it
is	VBZ	be
true	JJ	true
in	IN	in
all	PDT	all
our	PP$	our
values	NNS	value
one	CD	one
death	NN	death
has	VHZ	have
the	DT	the
value	NN	value
of	IN	of
all	DT	all
deaths	NNS	death
and	CC	and
one	CD	one
killing	NN	killing
is	VBZ	be
a	DT	a
tragedy	NN	tragedy
in	IN	in
and	CC	and
of	IN	of
itself	PP	itself
and	CC	and
this	DT	this
goes	VVZ	go
on	IN	on
day	NN	day
by	IN	by
day	NN	day
by	IN	by
day	NN	day
by	IN	by
day	NN	day
and	CC	and
by	IN	by
the	DT	the
end	NN	end
of	IN	of
what	WP	what
of	IN	of
my	PP$	my
speech	NN	speech
I'm	NN	I'm
sure	RB	sure
the	DT	the
numbers	NNS	number
will	MD	will
have	VH	have
changed	VVN	change
all	RB	all
for	IN	for
the	DT	the
worst	JJS	bad
life	NN	life
sustaining	VVG	sustain
connections	NNS	connection
into	IN	into
Gaza	NP	Gaza
which	WDT	which
is	VBZ	be
what	WP	what
so	RB	so
many	JJ	many
of	IN	of
us	PP	us
have	VHP	have
been	VBN	be
focused	VVN	focus
on	IN	on
in	IN	in
our	PP$	our
negotiations	NNS	negotiation
have	VHP	have
been	VBN	be
all	RB	all
but	CC	but
cut	VV	cut
cut	NN	cut
off	IN	off
uh	UH	uh
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
ago	RB	ago
there	EX	there
was	VBD	be
a	DT	a
full	JJ	full
blackout	NN	blackout
electricity	NN	electricity
was	VBD	be
cut	VVN	cut
off	RP	off
completely	RB	completely
cross	VV	cross
Gaza	NP	Gaza
another	DT	another
one	CD	one
I	PP	I
think	VVP	think
happened	VVD	happen
a	DT	a
couple	NN	couple
of	IN	of
days	NNS	day
ago	RB	ago
and	CC	and
we	PP	we
understand	VVP	understand
that	IN/that	that
this	DT	this
will	MD	will
happen	VV	happen
from	IN	from
time	NN	time
to	TO	to
time	VV	time
14	CD	@card@
out	RP	out
of	IN	of
35	CD	@card@
hospitals	NNS	hospital
within	IN	within
patient	JJ	patient
capacities	NNS	capacity
those	DT	those
who	WP	who
can	MD	can
take	VV	take
people	NNS	people
in	IN	in
aren't	NN	aren't
not	RB	not
are	VBP	be
not	RB	not
functioning	VVG	function
as	IN	as
you	PP	you
have	VHP	have
heard	VVN	hear
many	JJ	many
of	IN	of
us	PP	us
say	VVP	say
unra	NN	unra
of	IN	of
course	NN	course
and	CC	and
who	WP	who
and	CC	and
msf	NN	msf
in	IN	in
particular	JJ	particular
the	DT	the
health	NN	health
system	NN	system
is	VBZ	be
on	IN	on
its	PP$	its
knees	NNS	knee
anra	NN	anra
the	DT	the
bul	NN	bul
workk	NN	workk
the	DT	the
safety	NN	safety
net	NN	net
the	DT	the
buffer	NN	buffer
of	IN	of
of	IN	of
so	RB	so
many	JJ	many
people	NNS	people
of	IN	of
Gaza	NP	Gaza
for	IN	for
so	RB	so
many	JJ	many
years	NNS	year
it's	NNS	it's
practically	RB	practically
out	RB	out
of	IN	of
business	NN	business
I	PP	I
pay	VVP	pay
tribute	NN	tribute
here	RB	here
as	IN	as
I	PP	I
was	VBD	be
going	VVG	go
to	TO	to
do	VV	do
later	RBR	later
I	PP	I
don't	VVD	don't
even	RB	even
know	VV	know
the	DT	the
numbers	NNS	number
today	NN	today
this	DT	this
morning	NN	morning
yesterday	NN	yesterday
it	PP	it
was	VBD	be
72	CD	@card@
killed	VVN	kill
of	IN	of
honorous	JJ	honorous
staff	NN	staff
there	RB	there
Brave	JJ	brave
staff	NN	staff
and	CC	and
I	PP	I
had	VHD	have
14,000	CD	@card@
National	JJ	national
staff	NN	staff
in	IN	in
Gaza	NP	Gaza
at	IN	at
the	DT	the
outset	NN	outset
said	VVD	say
many	JJ	many
of	IN	of
them	PP	them
fled	VVD	flee
but	CC	but
I	PP	I
think	VVP	think
5,000	CD	@card@
or	CC	or
so	RB	so
are	VBP	be
still	RB	still
working	VVG	work
and	CC	and
I	PP	I
don't	VVD	don't
know	VV	know
how	WRB	how
many	JJ	many
are	VBP	be
dead	RB	dead
now	RB	now
we'll	JJ	we'll
hear	VVP	hear
more	RBR	more
probably	RB	probably
from	IN	from
Tom	NP	Tom
one	CD	one
of	IN	of
the	DT	the
terrible	JJ	terrible
things	NNS	thing
about	IN	about
that	WDT	that
those	DT	those
killings	NNS	killing
are	VBP	be
that	DT	that
most	JJS	most
of	IN	of
them	PP	them
have	VHP	have
happened	VVN	happen
in	IN	in
the	DT	the
homes	NNS	home
of	IN	of
those	DT	those
people	NNS	people
and	CC	and
they	PP	they
have	VHP	have
been	VBN	be
killed	VVN	kill
with	IN	with
their	PP$	their
families	NNS	family
I	PP	I
think	VVP	think
it's	NNS	it's
the	DT	the
highest	JJS	high
number	NN	number
of	IN	of
un	NN	un
staff	NN	staff
lost	VVN	lose
in	IN	in
a	DT	a
conflict	NN	conflict
over	IN	over
60%	CD	@card@
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
Gaza	NP	Gaza
that's	NNS	that's
1.4	CD	@card@
million	CD	million
people	NNS	people
are	VBP	be
displaced	VVN	displace
with	IN	with
nowhere	RB	nowhere
else	JJ	else
to	TO	to
go	VV	go
we	PP	we
know	VVP	know
they	PP	they
can't	VVD	can't
get	VV	get
out	IN	out
we	PP	we
know	VVP	know
they	PP	they
search	VVP	search
for	IN	for
the	DT	the
temporary	JJ	temporary
shelters	NNS	shelter
that	WDT	that
unra	NP	unra
gives	VVZ	give
them	PP	them
but	CC	but
are	VBP	be
themselves	PP	themselves
vulnerable	JJ	vulnerable
to	TO	to
attack	VV	attack
um	JJ	um
half	PDT	half
a	DT	a
million	CD	million
half	NN	half
a	DT	a
million	CD	million
children	NNS	child
women	NNS	woman
and	CC	and
Men	NNS	man
crowded	VVN	crowd
into	IN	into
these	DT	these
overcrowded	VVN	overcrowd
shelters	NNS	shelter
and	CC	and
we've	NN	we've
all	RB	all
seen	VVN	see
them	PP	them
on	IN	on
our	PP$	our
screens	NNS	screen
we've	NN	we've
seen	VVN	see
the	DT	the
desolation	NN	desolation
of	IN	of
a	DT	a
Gaza	NP	Gaza
which	WDT	which
reminds	VVZ	remind
me	PP	me
of	IN	of
the	DT	the
early	JJ	early
early	JJ	early
years	NNS	year
of	IN	of
the	DT	the
Syrian	JJ	Syrian
War	NN	war
where	WRB	where
we	PP	we
saw	VVD	see
towns	NNS	town
like	IN	like
holes	NNS	hole
raised	VVN	raise
to	TO	to
the	DT	the
ground	NN	ground
the	DT	the
desolation	NN	desolation
of	IN	of
those	DT	those
buildings	NNS	building
all	DT	all
of	IN	of
which	WDT	which
been	VBN	be
something	NN	something
to	TO	to
each	DT	each
one	CD	one
of	IN	of
those	DT	those
people	NNS	people
who	WP	who
have	VHP	have
fled	VVN	flee
there	EX	there
are	VBP	be
intense	JJ	intense
humanitarian	JJ	humanitarian
negotiations	NNS	negotiation
day	NN	day
and	CC	and
night	NN	night
I've	NN	I've
had	VHD	have
the	DT	the
Good	JJ	good
Fortune	NP	Fortune
to	TO	to
not	RB	not
attender	NN	attender
to	TO	to
to	TO	to
to	TO	to
observe	VV	observe
this	DT	this
between	IN	between
Israeli	JJ	Israeli
authorities	NNS	authority
Egyptians	NNS	Egyptian
the	DT	the
United	NP	United
