<video_id>uVPwFm-rK_U</video_id>	JJ	<video_id>uVPwFm-rK_U</video_id>
Iran's	NP	Iran's
attack	NN	attack
has	VHZ	have
given	VVN	give
Israel	NP	Israel
a	DT	a
valuable	JJ	valuable
opportunity	NN	opportunity
what	WP	what
did	VVD	do
you	PP	you
mean	VVP	mean
well	RB	well
um	JJ	um
the	DT	the
Islamic	NP	Islamic
Republic	NP	Republic
of	IN	of
Iran	NP	Iran
since	IN	since
uh	UH	uh
197	CD	@card@
since	IN	since
1991	CD	@card@
has	VHZ	have
been	VBN	be
uh	UH	uh
paying	VVG	pay
different	JJ	different
uh	UH	uh
proxy	NN	proxy
groups	NNS	group
to	TO	to
kill	VV	kill
Israelis	NPS	Israelis
um	NNS	um
groups	NNS	group
such	JJ	such
as	IN	as
Hamas	NP	Hamas
isbah	NP	isbah
Jihad	NP	Jihad
islami	NP	islami
and	CC	and
in	IN	in
fact	NN	fact
um	NNS	um
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
why	WRB	why
the	DT	the
oo	NN	oo
peace	NN	peace
course	NN	course
failed	VVN	fail
is	VBZ	be
because	IN	because
of	IN	of
Iranian	JJ	Iranian
regime's	NNS	regime's
support	VVP	support
for	IN	for
extremist	NN	extremist
groups	VVZ	group
uh	UH	uh
so	RB	so
every	DT	every
time	NN	time
Israel	NP	Israel
withdrew	VVD	withdraw
from	IN	from
occupied	JJ	occupied
territory	NN	territory
there	EX	there
were	VBD	be
there	EX	there
were	VBD	be
more	JJR	more
suicide	NN	suicide
Bings	NP	Bings
in	IN	in
Israel	NP	Israel
from	IN	from
Iran	NP	Iran
supported	VVD	support
groups	NNS	group
and	CC	and
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
why	WRB	why
eventually	RB	eventually
Israel	NP	Israel
is	VBZ	be
turned	VVN	turn
against	IN	against
the	DT	the
peace	NN	peace
process	NN	process
so	RB	so
for	IN	for
many	JJ	many
years	NNS	year
the	DT	the
the	DT	the
Israeli	JJ	Israeli
government	NN	government
has	VHZ	have
been	VBN	be
looking	VVG	look
to	TO	to
uh	UH	uh
to	TO	to
punish	VV	punish
the	DT	the
Iranian	JJ	Iranian
regime	NN	regime
for	IN	for
its	PP$	its
support	NN	support
of	IN	of
these	DT	these
groups	NNS	group
for	IN	for
paying	VVG	pay
billions	NNS	billion
of	IN	of
dollars	NNS	dollar
to	TO	to
different	JJ	different
groups	NNS	group
to	TO	to
kill	VV	kill
Irani	NP	Irani
to	TO	to
kill	VV	kill
Israeli	JJ	Israeli
citizens	NNS	citizen
this	DT	this
is	VBZ	be
why	WRB	why
I	PP	I
have	VHP	have
to	TO	to
say	VV	say
this	DT	this
is	VBZ	be
why	WRB	why
Iran	NP	Iran
is	VBZ	be
in	IN	in
desperate	JJ	desperate
need	NN	need
of	IN	of
investment	NN	investment
itself	PP	itself
but	CC	but
that's	NNS	that's
another	DT	another
issue	NN	issue
but	CC	but
for	IN	for
the	DT	the
Israeli	JJ	Israeli
government	NN	government
it's	NNS	it's
a	DT	a
it's	NN	it's
a	DT	a
top	JJ	top
priority	NN	priority
to	TO	to
protect	VV	protect
its	PP$	its
citizens	NNS	citizen
okay	RB	okay
and	CC	and
now	RB	now
that	IN/that	that
the	DT	the
Iranian	JJ	Iranian
regime	NN	regime
has	VHZ	have
attack	NN	attack
has	VHZ	have
attacked	VVN	attack
Israel	NP	Israel
directly	RB	directly
then	RB	then
this	DT	this
is	VBZ	be
the	DT	the
opportunity	NN	opportunity
for	IN	for
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
to	TO	to
to	TO	to
exact	VV	exact
the	DT	the
price	NN	price
to	TO	to
exact	VV	exact
the	DT	the
heavy	JJ	heavy
price	NN	price
from	IN	from
the	DT	the
Iranian	JJ	Iranian
regime	NN	regime
for	IN	for
not	RB	not
just	RB	just
because	IN	because
of	IN	of
its	PP$	its
support	NN	support
for	IN	for
not	RB	not
just	RB	just
because	IN	because
of	IN	of
its	PP$	its
attack	NN	attack
but	CC	but
but	RB	but
it's	JJ	it's
three	CD	three
decades	NNS	decade
long	JJ	long
uh	UH	uh
project	NN	project
of	IN	of
supporting	VVG	support
anyone	NN	anyone
who	WP	who
wants	VVZ	want
to	TO	to
kill	VV	kill
an	DT	an
M	NP	M
Israelis	NPS	Israelis
so	RB	so
what	WP	what
do	VVP	do
you	PP	you
believe	VVP	believe
the	DT	the
heavy	JJ	heavy
price	NN	price
that	IN/that	that
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
should	MD	should
exact	VV	exact
from	IN	from
Iran	NP	Iran
is	VBZ	be
well	RB	well
these	DT	these
are	VBP	be
these	DT	these
are	VBP	be
different	JJ	different
the	DT	the
different	JJ	different
conversation	NN	conversation
these	DT	these
are	VBP	be
there	RB	there
different	JJ	different
issues	NNS	issue
for	IN	for
example	NN	example
attacks	NNS	attack
against	IN	against
Iran's	NP	Iran's
military	JJ	military
infrastructure	NN	infrastructure
according	VVG	accord
to	TO	to
for	IN	for
according	VVG	accord
to	TO	to
foreign	JJ	foreign
news	NN	news
sources	NNS	source
during	IN	during
Mr	NP	Mr
naali	NP	naali
Bennet	NP	Bennet
there	RB	there
was	VBD	be
an	DT	an
attack	NN	attack
for	IN	for
example	NN	example
against	IN	against
the	DT	the
Iranian	JJ	Iranian
drone	NN	drone
base	NN	base
in	IN	in
kman	NN	kman
sha	NN	sha
somewhere	RB	somewhere
between	IN	between
100	CD	@card@
to	TO	to
200	CD	@card@
drones	NNS	drone
were	VBD	be
destroyed	VVN	destroy
um	RB	um
these	DT	these
such	JJ	such
such	JJ	such
as	IN	as
these	DT	these
attacks	NNS	attack
but	CC	but
right	RB	right
now	RB	now
whether	IN	whether
they	PP	they
would	MD	would
happen	VV	happen
I'm	NP	I'm
not	RB	not
so	RB	so
sure	JJ	sure
a	DT	a
range	NN	range
of	IN	of
options	NNS	option
let's	NNS	let's
let's	NNS	let's
move	VVP	move
on	RB	on
because	IN	because
do	VVP	do
you	PP	you
is	VBZ	be
it	PP	it
your	PP$	your
belief	NN	belief
that	IN/that	that
a	DT	a
military	JJ	military
response	NN	response
is	VBZ	be
Israel's	NP	Israel's
only	JJ	only
option	NN	option
I	PP	I
think	VVP	think
it's	NNS	it's
very	RB	very
important	JJ	important
look	VV	look
uh	UH	uh
Phil	NP	Phil
you	PP	you
know	VVP	know
I'm	NP	I'm
from	IN	from
Iran	NP	Iran
originally	RB	originally
I	PP	I
would	MD	would
love	VV	love
to	TO	to
see	VV	see
peace	NN	peace
between	IN	between
Iran	NP	Iran
and	CC	and
Israel	NP	Israel
uh	UH	uh
but	CC	but
the	DT	the
Iranian	JJ	Iranian
regime	NN	regime
is	VBZ	be
the	DT	the
only	JJ	only
regime	NN	regime
that	WDT	that
denies	VVZ	deny
the	DT	the
Holocaust	NN	holocaust
in	IN	in
in	IN	in
the	DT	the
world	NN	world
this	DT	this
is	VBZ	be
the	DT	the
only	JJ	only
regime	NN	regime
that	WDT	that
calls	VVZ	call
for	IN	for
the	DT	the
elimination	NN	elimination
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
and	CC	and
the	DT	the
killing	NN	killing
of	IN	of
its	PP$	its
people	NNS	people
there	EX	there
is	VBZ	be
no	DT	no
option	NN	option
for	IN	for
diplomacy	NN	diplomacy
here	RB	here
the	DT	the
Iranian	JJ	Iranian
regime	NN	regime
does	VVZ	do
not	RB	not
believe	VV	believe
in	IN	in
diplomacy	NN	diplomacy
doesn't	NN	doesn't
even	RB	even
believe	VVP	believe
that	IN/that	that
Jews	NPS	Jews
have	VHP	have
should	MD	should
have	VH	have
their	PP$	their
own	JJ	own
state	NN	state
so	IN	so
there	EX	there
is	VBZ	be
no	DT	no
other	JJ	other
option	NN	option
but	CC	but
to	TO	to
uh	UH	uh
to	TO	to
uh	UH	uh
to	TO	to
send	VV	send
that	IN/that	that
you	PP	you
know	VVP	know
to	TO	to
it's	NNS	it's
basically	RB	basically
realism	NN	realism
it's	NNS	it's
international	JJ	international
relations	NNS	relation
School	NN	school
of	IN	of
realism	NN	realism
Israel	NP	Israel
has	VHZ	have
to	TO	to
show	VV	show
strength	NN	strength
against	IN	against
the	DT	the
Iranian	JJ	Iranian
regime	NN	regime
otherwise	RB	otherwise
it	PP	it
will	MD	will
continue	VV	continue
supporting	VVG	support
groups	NNS	group
that	WDT	that
want	VVP	want
to	TO	to
kill	VV	kill
Israel	NP	Israel
is	VBZ	be
in	IN	in
fact	NN	fact
Phil	NP	Phil
according	VVG	accord
to	TO	to
Wall	NP	Wall
Street	NP	Street
Journal	NP	Journal
New	NP	New
York	NP	York
Times	NP	Times
some	DT	some
of	IN	of
the	DT	the
Hamas	NP	Hamas
people	NNS	people
took	VVD	take
part	NN	part
in	IN	in
the	DT	the
October	NP	October
7th	JJ	7th
Massacre	NN	massacre
were	VBD	be
trained	VVN	train
in	IN	in
Iran	NP	Iran
and	CC	and
also	RB	also
some	DT	some
of	IN	of
them	PP	them
in	IN	in
Syria	NP	Syria
and	CC	and
the	DT	the
Iranian	JJ	Iranian
supervision	NN	supervision
that's	NNS	that's
speculation	NN	speculation
that	IN/that	that
we	PP	we
can't	VVD	can't
get	VV	get
into	IN	into
here	RB	here
let's	NNS	let's
try	VVP	try
let's	NNS	let's
look	VVP	look
at	IN	at
what	WP	what
the	DT	the
Israeli	JJ	Israeli
forign	NN	forign
Minister	NP	Minister
Israel	NP	Israel
Kats	NP	Kats
has	VHZ	have
been	VBN	be
doing	VVG	do
today	NN	today
he's	NNS	he's
launched	VVD	launch
what	WP	what
he	PP	he
calls	VVZ	call
a	DT	a
diplomatic	JJ	diplomatic
offensive	NN	offensive
calling	VVG	call
for	IN	for
sanctions	NNS	sanction
against	IN	against
Iran	NP	Iran
and	CC	and
answer	VV	answer
in	IN	in
two	CD	two
parts	NNS	part
if	IN	if
you	PP	you
wouldn't	NN	wouldn't
mind	NN	mind
do	VVP	do
you	PP	you
think	VVP	think
one	PP	one
that	IN/that	that
request	NN	request
will	MD	will
be	VB	be
heeded	VVN	heed
and	CC	and
two	CD	two
what	WP	what
effect	NN	effect
do	VVP	do
you	PP	you
think	VVP	think
more	JJR	more
sanctions	NNS	sanction
on	IN	on
a	DT	a
country	NN	country
that's	NNS	that's
already	RB	already
heavily	RB	heavily
sanctioned	VVN	sanction
will	MD	will
have	VH	have
um	JJ	um
I'm	NN	I'm
not	RB	not
sure	JJ	sure
if	IN	if
it	PP	it
will	MD	will
be	VB	be
heed	VV	heed
I	PP	I
don't	NN	don't
have	VHP	have
enough	JJ	enough
knowledge	NN	knowledge
on	IN	on
European	JJ	European
diplomacy	NN	diplomacy
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
tell	VV	tell
you	PP	you
but	CC	but
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
that	DT	that
uh	UH	uh
if	IN	if
the	DT	the
irgc	NN	irgc
for	IN	for
example	NN	example
Islamic	JJ	Islamic
revolutionary	JJ	revolutionary
guard	NN	guard
is	VBZ	be
sanctioned	VVN	sanction
then	RB	then
this	DT	this
would	MD	would
be	VB	be
a	DT	a
huge	JJ	huge
blow	NN	blow
to	TO	to
the	DT	the
Iranian	JJ	Iranian
regime	NN	regime
because	IN	because
it	PP	it
uses	VVZ	use
the	DT	the
irgc's	JJ	irgc's
massive	JJ	massive
economic	JJ	economic
Empire	NN	empire
to	TO	to
finance	VV	finance
attacks	NNS	attack
and	CC	and
this	DT	this
would	MD	would
be	VB	be
a	DT	a
setback	NN	setback
what	WP	what
it	PP	it
will	MD	will
happen	VV	happen
that	WDT	that
will	MD	will
depend	VV	depend
on	IN	on
on	IN	on
European	JJ	European
politics	NNS	politics
and	CC	and
that's	NNS	that's
something	NN	something
that	WDT	that
is	VBZ	be
not	RB	not
my	PP$	my
subject	NN	subject
of	IN	of
expertise	NN	expertise
okay	JJ	okay
that's	NNS	that's
good	RB	good
talking	VVG	talk
to	TO	to
you	PP	you
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
taking	VVG	take
us	PP	us
through	IN	through
that	DT	that
mayor	NN	mayor
Javid	NP	Javid
danfa	NP	danfa
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
thank	VVP	thank
you	PP	you
now	RB	now
governor	NN	governor
ments	NNS	ments
around	IN	around
the	DT	the
world	NN	world
are	VBP	be
calling	VVG	call
for	IN	for
restraint	NN	restraint
as	IN	as
Israel	NP	Israel
weighs	VVZ	weigh
its	PP$	its
response	NN	response
to	TO	to
last	JJ	last
weekend's	NNS	weekend's
attacks	NNS	attack
by	IN	by
Iran	NP	Iran
European	NP	European
Union	NP	Union
foreign	JJ	foreign
ministers	NNS	minister
are	VBP	be
holding	VVG	hold
hastily	RB	hastily
scheduled	VVN	schedule
talks	NNS	talk
to	TO	to
discuss	VV	discuss
the	DT	the
volatile	JJ	volatile
situation	NN	situation
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
Israel's	NP	Israel's
allies	NNS	ally
are	VBP	be
trying	VVG	try
to	TO	to
strike	VV	strike
a	DT	a
balance	NN	balance
between	IN	between
standing	VVG	stand
in	IN	in
solidarity	NN	solidarity
with	IN	with
Israel	NP	Israel
and	CC	and
curbing	VVG	curb
further	RBR	further
fighting	VVG	fight
in	IN	in
the	DT	the
region	NN	region
air	NN	air
defenses	NNS	defense
destroyed	VVD	destroy
these	DT	these
Iranian	JJ	Iranian
drones	NNS	drone
over	IN	over
Israel	NP	Israel
last	JJ	last
weekend	NN	weekend
now	RB	now
Western	JJ	Western
powers	NNS	power
are	VBP	be
watching	VVG	watch
closely	RB	closely
as	IN	as
Tel	NP	Tel
Aviv	NP	Aviv
mulls	VVZ	mull
its	PP$	its
next	JJ	next
move	NN	move
tan	NN	tan
says	VVZ	say
the	DT	the
attacks	NNS	attack
were	VBD	be
self-defense	NN	self-defense
after	IN	after
a	DT	a
suspected	JJ	suspected
Israeli	JJ	Israeli
strike	NN	strike
on	IN	on
its	PP$	its
Embassy	NP	Embassy
in	IN	in
Damascus	NP	Damascus
but	CC	but
countries	NNS	country
ranging	VVG	range
from	IN	from
Kenya	NP	Kenya
to	TO	to
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
Germany	NP	Germany
have	VHP	have
condemned	VVN	condemn
Iran	NP	Iran
the	DT	the
Iranian	JJ	Iranian
regime	NN	regime
launched	VVD	launch
an	DT	an
unprecedented	JJ	unprecedented
attack	NN	attack
against	IN	against
Israel	NP	Israel
this	DT	this
weekend	NN	weekend
and	CC	and
has	VHZ	have
led	VVN	lead
the	DT	the
region	NN	region
to	TO	to
the	DT	the
edge	NN	edge
of	IN	of
the	DT	the
Abyss	NN	abyss
Iran	NP	Iran
stands	VVZ	stand
isolated	JJ	isolated
Israel	NP	Israel
is	VBZ	be
asking	VVG	ask
its	PP$	its
allies	NNS	ally
to	TO	to
Target	NP	Target
tan	NN	tan
with	IN	with
more	JJR	more
sanctions	NNS	sanction
adding	VVG	add
to	TO	to
those	DT	those
the	DT	the
US	NP	US
has	VHZ	have
long	RB	long
had	VHN	have
in	IN	in
place	NN	place
and	CC	and
the	DT	the
European	JJ	European
unions	NNS	union
raft	NN	raft
of	IN	of
travel	NN	travel
bans	NNS	ban
and	CC	and
embargos	NNS	embargos
over	IN	over
allegations	NNS	allegation
of	IN	of
Rights	NPS	Rights
abuses	NNS	abuse
in	IN	in
Iran	NP	Iran
nuclear	JJ	nuclear
proliferation	NN	proliferation
terrorist	JJ	terrorist
activities	NNS	activity
arming	VVG	arm
Russia	NP	Russia
and	CC	and
aiding	VVG	aid
and	CC	and
abetting	VVG	abet
the	DT	the
Syrian	JJ	Syrian
government	NN	government
some	DT	some
experts	NNS	expert
say	VVP	say
to	TO	to
little	JJ	little
effect	NN	effect
they're	NN	they're
already	RB	already
sanctions	VVZ	sanction
now	RB	now
against	IN	against
Iran	NP	Iran
uh	UH	uh
including	VVG	include
on	IN	on
drones	NNS	drone
for	IN	for
example	NN	example
the	DT	the
building	NN	building
of	IN	of
drones	NNS	drone
well	RB	well
that	IN/that	that
certainly	RB	certainly
hasn't	NP	hasn't
stopped	VVD	stop
uh	UH	uh
the	DT	the
Iranians	NNS	Iranian
to	TO	to
you	PP	you
know	VVP	know
produce	VV	produce
hundreds	NNS	hundred
of	IN	of
them	PP	them
I	PP	I
cannot	MD	can
sufficiently	RB	sufficiently
stress	VV	stress
how	WRB	how
how	WRB	how
um	JJ	um
we're	NN	we're
on	IN	on
the	DT	the
knife	NN	knife
edge	NN	edge
of	IN	of
big	JJ	big
geostrategic	JJ	geostrategic
changes	NNS	change
many	JJ	many
now	RB	now
fear	VVP	fear
Israeli	JJ	Israeli
retaliation	NN	retaliation
could	MD	could
spark	VV	spark
an	DT	an
even	RB	even
wider	JJR	wide
regional	JJ	regional
conflict	NN	conflict
prompting	VVG	prompt
Western	JJ	Western
leaders	NNS	leader
to	TO	to
ask	VV	ask
Tel	NP	Tel
Aviv	NP	Aviv
to	TO	to
exercise	VV	exercise
restraint	NN	restraint
the	DT	the
US	NP	US
has	VHZ	have
warned	VVN	warn
it	PP	it
won't	VVD	won't
take	VV	take
part	NN	part
in	IN	in
a	DT	a
military	JJ	military
counter	NN	counter
offensive	NN	offensive
and	CC	and
the	DT	the
EU	NP	EU
is	VBZ	be
calling	VVG	call
for	IN	for
we	PP	we
want	VVP	want
to	TO	to
continue	VV	continue
our	PP$	our
work	NN	work
to	TO	to
deescalate	VV	deescalate
this	DT	this
is	VBZ	be
something	NN	something
because	IN	because
we	PP	we
said	VVD	say
very	RB	very
clearly	RB	clearly
not	RB	not
only	RB	only
on	IN	on
in	IN	in
the	DT	the
aftermath	NN	aftermath
of	IN	of
what	WP	what
happened	VVD	happen
last	JJ	last
week	NN	week
but	CC	but
already	RB	already
before	RB	before
that	IN/that	that
the	DT	the
regional	JJ	regional
escalation	NN	escalation
will	MD	will
benefit	VV	benefit
no	DT	no
one	CD	one
and	CC	and
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
main	JJ	main
objectives	NNS	objective
of	IN	of
our	PP$	our
efforts	NNS	effort
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
there	EX	there
is	VBZ	be
no	DT	no
further	JJR	further
escalation	NN	escalation
because	IN	because
this	DT	this
is	VBZ	be
bringing	VVG	bring
us	PP	us
to	TO	to
the	DT	the
brink	NN	brink
of	IN	of
a	DT	a
new	JJ	new
unforeseen	JJ	unforeseen
situation	NN	situation
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
unforeseen	JJ	unforeseen
and	CC	and
unpredictable	JJ	unpredictable
with	IN	with
Gaza	NP	Gaza
still	RB	still
under	IN	under
bombardment	NN	bombardment
hostages	NNS	hostage
still	RB	still
caught	VVN	catch
in	IN	in
the	DT	the
crossfire	NN	crossfire
and	CC	and
the	DT	the
humanitarian	JJ	humanitarian
situation	NN	situation
still	RB	still
dire	JJ	dire
Mary	NP	Mary
Eisen	NP	Eisen
served	VVD	serve
in	IN	in
the	DT	the
Israeli	JJ	Israeli
intelligence	NN	intelligence
community	NN	community
and	CC	and
retired	VVN	retire
from	IN	from
active	JJ	active
duty	NN	duty
in	IN	in
2004	CD	@card@
at	IN	at
the	DT	the
rank	NN	rank
of	IN	of
Colonel	NP	Colonel
she's	NNS	she's
now	RB	now
managing	VVG	manage
director	NN	director
of	IN	of
The	DT	the
International	NP	International
Institute	NP	Institute
for	IN	for
counterterrorism	NN	counterterrorism
welcome	JJ	welcome
to	TO	to
DW	VV	DW
uh	UH	uh
Colonel	NP	Colonel
Eisen	NP	Eisen
um	NNS	um
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
Israel's	NP	Israel's
next	JJ	next
move	NN	move
should	MD	should
be	VB	be
Israel	NP	Israel
has	VHZ	have
to	TO	to
respond	VV	respond
in	IN	in
some	DT	some
way	NN	way
when	WRB	when
I	PP	I
say	VVP	say
respond	VV	respond
this	DT	this
is	VBZ	be
about	RB	about
the	DT	the
initiative	NN	initiative
the	DT	the
Israeli	JJ	Israeli
public	NN	public
I	PP	I
don't	VVD	don't
in	IN	in
that	DT	that
sense	NN	sense
it's	NNS	it's
not	RB	not
about	IN	about
us	PP	us
and	CC	and
what	WP	what
we	PP	we
want	VVP	want
it's	NNS	it's
about	IN	about
what	WP	what
the	DT	the
perceptions	NNS	perception
are	VBP	be
in	IN	in
the	DT	the
greater	JJR	great
Middle	NP	Middle
East	NP	East
um	NN	um
Iran	NP	Iran
attacked	VVD	attack
us	PP	us
directly	RB	directly
we	PP	we
need	VVP	need
to	TO	to
do	VV	do
some	DT	some
kind	NN	kind
of	IN	of
not	RB	not
retaliation	NN	retaliation
but	CC	but
response	NN	response
initiative	NN	initiative
so	IN	so
that	WDT	that
Iran	NP	Iran
does	VVZ	do
not	RB	not
define	VV	define
the	DT	the
rules	NNS	rule
of	IN	of
the	DT	the
game	NN	game
right	NN	right
so	RB	so
is	VBZ	be
this	DT	this
is	VBZ	be
this	DT	this
do	VVP	do
you	PP	you
think	VVP	think
then	RB	then
likely	JJ	likely
to	TO	to
be	VB	be
another	DT	another
of	IN	of
the	DT	the
sort	NN	sort
of	IN	of
graduated	VVN	graduate
attacks	NNS	attack
everyone	NN	everyone
is	VBZ	be
saying	VVG	say
that	IN/that	that
when	WRB	when
uh	UH	uh
Iran	NP	Iran
attacked	VVD	attack
Israel	NP	Israel
it	PP	it
it	PP	it
gave	VVD	give
you	PP	you
so	RB	so
much	JJ	much
uh	UH	uh
notice	NN	notice
and	CC	and
sent	VVD	send
over	IN	over
these	DT	these
slow	JJ	slow
drones	NNS	drone
so	RB	so
that	IN/that	that
Israel	NP	Israel
would	MD	would
be	VB	be
ready	JJ	ready
to	TO	to
blow	VV	blow
them	PP	them
down	RP	down
so	IN	so
that	DT	that
honor	NN	honor
was	VBD	be
served	VVN	serve
on	IN	on
both	DT	both
sides	NNS	side
Iran	NP	Iran
was	VBD	be
seen	VVN	see
to	TO	to
respond	VV	respond
and	CC	and
Israel	NP	Israel
was	VBD	be
seen	VVN	see
to	TO	to
uh	UH	uh
do	VV	do
something	NN	something
about	IN	about
it	PP	it
no	RB	no
well	RB	well
one	CD	one
person	NN	person
got	VVN	get
got	VVD	get
got	VVN	get
injured	JJ	injured
but	CC	but
no	DT	no
major	JJ	major
damage	NN	damage
was	VBD	be
done	VVN	do
is	VBZ	be
that	IN/that	that
the	DT	the
sort	NN	sort
of	IN	of
thing	NN	thing
that	IN/that	that
you're	NN	you're
expecting	VVG	expect
uh	UH	uh
from	IN	from
Israel	NP	Israel
it's	NNS	it's
kind	NN	kind
of	IN	of
interesting	VVG	interest
that	DT	that
everybody	NN	everybody
takes	VVZ	take
for	IN	for
granted	VVN	grant
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
intercepting	VVG	intercept
defense	NN	defense
systems	NNS	system
would	MD	would
stop	VV	stop
the	DT	the
99%	CD	@card@
that	IN/that	that
it	PP	it
did	VVD	do
I	PP	I
have	VHP	have
to	TO	to
tell	VV	tell
you	PP	you
as	IN	as
an	DT	an
Israeli	NP	Israeli
I	PP	I
did	VVD	do
not	RB	not
know	VV	know
that	IN/that	that
they	PP	they
would	MD	would
stop	VV	stop
99%	CD	@card@
and	CC	and
I	PP	I
don't	VVD	don't
accept	VV	accept
the	DT	the
premise	NN	premise
that	IN/that	that
Iran	NP	Iran
did	VVD	do
this	DT	this
because	IN	because
they	PP	they
thought	VVD	think
that	IN/that	that
they	PP	they
weren't	NNS	weren't
going	VVG	go
to	TO	to
injure	VV	injure
anybody	NN	anybody
they	PP	they
fired	VVD	fire
in	IN	in
over	IN	over
300	CD	@card@
projectiles	NNS	projectile
and	CC	and
in	IN	in
that	DT	that
sense	NN	sense
this	DT	this
is	VBZ	be
about	RB	about
making	VVG	make
a	DT	a
statement	NN	statement
I	PP	I
