<video_id>QMEKtJzE8dE</video_id>	JJ	<video_id>QMEKtJzE8dE</video_id>
immediately	RB	immediately
for	IN	for
his	PP$	his
initial	JJ	initial
remarks	NNS	remark
and	CC	and
then	RB	then
we	PP	we
will	MD	will
take	VV	take
a	DT	a
few	JJ	few
questions	NNS	question
and	CC	and
I	PP	I
underline	VVP	underline
the	DT	the
few	JJ	few
thank	VV	thank
you	PP	you
Mr	NP	Mr
lini	NP	Lini
commissioner	NN	commissioner
General	NP	General
okay	JJ	okay
good	JJ	good
um	NNS	um
good	JJ	good
morning	NN	morning
good	JJ	good
afternoon	NN	afternoon
and	CC	and
first	JJ	first
of	IN	of
all	DT	all
yes	UH	yes
apologize	VV	apologize
for	IN	for
the	DT	the
yes	UH	yes
okay	NN	okay
so	RB	so
first	JJ	first
of	IN	of
all	DT	all
uh	UH	uh
apologize	VV	apologize
for	IN	for
the	DT	the
delay	NN	delay
I	PP	I
had	VHD	have
a	DT	a
longer	JJR	long
member	NN	member
State	NN	state
briefing	NN	briefing
than	IN	than
uh	UH	uh
expected	VVN	expect
this	DT	this
morning	NN	morning
what	WP	what
I	PP	I
suggest	VVP	suggest
to	TO	to
do	VV	do
now	RB	now
is	VBZ	be
maybe	RB	maybe
just	RB	just
to	TO	to
share	VV	share
one	CD	one
or	CC	or
two	CD	two
latest	JJS	late
development	NN	development
on	IN	on
the	DT	the
ground	JJ	ground
uh	UH	uh
but	CC	but
also	RB	also
to	TO	to
share	VV	share
with	IN	with
you	PP	you
some	DT	some
of	IN	of
the	DT	the
messages	NNS	message
I	PP	I
have	VHP	have
shared	VVN	share
with	IN	with
the	DT	the
member	NN	member
states	NNS	state
and	CC	and
also	RB	also
to	TO	to
comment	VV	comment
on	IN	on
the	DT	the
review	NN	review
the	DT	the
Kine	NP	Kine
Kon	NP	Kon
report	NN	report
and	CC	and
maybe	RB	maybe
also	RB	also
a	DT	a
little	JJ	little
update	NN	update
on	IN	on
the	DT	the
o	NN	o
us	PP	us
report	VVP	report
um	NNS	um
when	WRB	when
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
situation	NN	situation
on	IN	on
the	DT	the
ground	NN	ground
um	NN	um
I	PP	I
mean	VVP	mean
basically	RB	basically
our	PP$	our
colleagues	NNS	colleague
are	VBP	be
telling	VVG	tell
us	PP	us
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
extraordinary	JJ	extraordinary
deep	JJ	deep
anxiety	NN	anxiety
prevailing	VVG	prevail
right	RB	right
now	RB	now
in	IN	in
Gaza	NP	Gaza
because	IN	because
the	DT	the
question	VV	question
uh	UH	uh
everybody	NN	everybody
ask	VV	ask
is	VBZ	be
whether	IN	whether
yes	NN	yes
or	CC	or
not	RB	not
there	EX	there
will	MD	will
be	VB	be
a	DT	a
military	JJ	military
offensive	NN	offensive
and	CC	and
the	DT	the
likelihood	NN	likelihood
of	IN	of
a	DT	a
military	JJ	military
offensive	NN	offensive
will	MD	will
all	RB	all
depends	VVZ	depend
uh	UH	uh
whether	IN	whether
or	CC	or
not	RB	not
a	DT	a
cire	NN	cire
deal	NN	deal
will	MD	will
be	VB	be
reached	VVN	reach
uh	UH	uh
this	DT	this
week	NN	week
um	NN	um
just	RB	just
to	TO	to
let	VV	let
you	PP	you
know	VV	know
that	IN/that	that
people	NNS	people
have	VHP	have
not	RB	not
yet	RB	yet
been	VBN	be
asked	VVN	ask
to	TO	to
evacuate	VV	evacuate
from	IN	from
Rafa	NP	Rafa
but	CC	but
there	EX	there
is	VBZ	be
a	DT	a
sense	NN	sense
that	IN/that	that
if	IN	if
there	EX	there
is	VBZ	be
no	DT	no
deal	NN	deal
this	DT	this
week	NN	week
that	IN/that	that
this	DT	this
can	MD	can
happen	VV	happen
at	IN	at
any	DT	any
time	NN	time
my	PP$	my
colleague	NN	colleague
on	IN	on
the	DT	the
ground	NN	ground
are	VBP	be
also	RB	also
uh	UH	uh
describing	VVG	describe
uh	UH	uh
basically	RB	basically
a	DT	a
a	DT	a
constant	JJ	constant
I	PP	I
would	MD	would
say	VV	say
a	DT	a
constant	JJ	constant
state	NN	state
of	IN	of
trauma	NN	trauma
among	IN	among
the	DT	the
people	NNS	people
and	CC	and
basically	RB	basically
they	PP	they
came	VVD	come
with	IN	with
a	DT	a
new	JJ	new
acronym	NN	acronym
we	PP	we
are	VBP	be
not	RB	not
talking	VVG	talk
anymore	RB	anymore
about	IN	about
uh	UH	uh
PTSD	NN	PTSD
but	CC	but
we	PP	we
are	VBP	be
more	RBR	more
talking	VVG	talk
about	IN	about
the	DT	the
ctsd	NN	ctsd
which	WDT	which
would	MD	would
mean	VV	mean
constant	JJ	constant
traumatic	JJ	traumatic
stress	NN	stress
disorder	NN	disorder
prevailing	VVG	prevail
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
obviously	RB	obviously
this	DT	this
is	VBZ	be
not	RB	not
too	RB	too
surprising	VVG	surprise
uh	UH	uh
this	DT	this
morning	NN	morning
I	PP	I
commented	VVD	comment
also	RB	also
on	IN	on
the	DT	the
latest	JJS	late
development	NN	development
in	IN	in
the	DT	the
north	NN	north
where	WRB	where
we	PP	we
are	VBP	be
engaged	VVN	engage
in	IN	in
a	DT	a
race	NN	race
against	IN	against
the	DT	the
clock	NN	clock
to	TO	to
reverse	VV	reverse
in	IN	in
fact	NN	fact
the	DT	the
spreading	VVG	spread
hunger	NN	hunger
and	CC	and
the	DT	the
looming	VVG	loom
famine	NN	famine
especially	RB	especially
in	IN	in
the	DT	the
northern	JJ	northern
part	NN	part
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
that	IN/that	that
my	PP$	my
colleagues	NNS	colleague
have	VHP	have
reported	VVN	report
that	IN/that	that
there	EX	there
is	VBZ	be
more	JJR	more
food	NN	food
available	JJ	available
in	IN	in
the	DT	the
market	NN	market
so	RB	so
increased	VVD	increase
Ava	NP	Ava
availability	NN	availability
but	CC	but
it	PP	it
is	VBZ	be
still	RB	still
does	VVZ	do
not	RB	not
mean	VV	mean
that	IN/that	that
the	DT	the
food	NN	food
is	VBZ	be
accessible	JJ	accessible
just	RB	just
because	IN	because
there	EX	there
is	VBZ	be
absolutely	RB	absolutely
no	DT	no
cash	NN	cash
circulating	VVG	circulate
in	IN	in
the	DT	the
northern	JJ	northern
part	NN	part
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
we	PP	we
believe	VVP	believe
that	IN/that	that
much	RB	much
more	RBR	more
needs	VVZ	need
to	TO	to
be	VB	be
done	VVN	do
it	PP	it
is	VBZ	be
true	JJ	true
that	IN/that	that
there	EX	there
have	VHP	have
been	VBN	be
more	JJR	more
Supply	NN	supply
entering	VVG	enter
during	IN	during
the	DT	the
month	NN	month
of	IN	of
April	NP	April
but	CC	but
this	DT	this
is	VBZ	be
still	RB	still
far	RB	far
from	IN	from
enough	RB	enough
to	TO	to
reserve	NN	reserve
or	CC	or
to	TO	to
to	TO	to
reverse	VV	reverse
the	DT	the
negative	JJ	negative
Trend	NP	Trend
we	PP	we
have	VHP	have
seen	VVN	see
I	PP	I
have	VHP	have
also	RB	also
mentioned	VVN	mention
this	DT	this
morning	NN	morning
when	WRB	when
I	PP	I
met	VVD	meet
the	DT	the
uh	UH	uh
member	NN	member
states	NNS	state
um	NNS	um
the	DT	the
uh	UH	uh
issue	NN	issue
about	IN	about
the	DT	the
blame	NN	blame
game	NN	game
you	PP	you
might	MD	might
have	VH	have
heard	VVN	hear
between	IN	between
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
Authority	NP	Authority
mainly	RB	mainly
the	DT	the
Kat	NP	Kat
and	CC	and
the	DT	the
United	NP	United
Nation	NP	Nation
on	IN	on
one	CD	one
hand	NN	hand
Israel	NP	Israel
saying	VVG	say
what	WP	what
we	PP	we
are	VBP	be
providing	VVG	provide
all	PDT	all
the	DT	the
necessary	JJ	necessary
food	NN	food
the	DT	the
problem	NN	problem
is	VBZ	be
is	VBZ	be
on	IN	on
the	DT	the
side	NN	side
of	IN	of
the	DT	the
United	NP	United
Nation	NP	Nation
let	VVD	let
me	PP	me
just	RB	just
give	VVP	give
you	PP	you
few	JJ	few
facts	NNS	fact
regarding	VVG	regard
this	DT	this
first	JJ	first
this	NN	this
is	VBZ	be
not	RB	not
true	JJ	true
this	DT	this
is	VBZ	be
not	RB	not
our	PP$	our
reading	VVG	read
uh	UH	uh
look	VV	look
at	IN	at
um	NNS	um
starting	VVG	start
with	IN	with
un	NNS	un
whenever	WRB	whenever
we	PP	we
ask	VVP	ask
for	IN	for
a	DT	a
convoy	NN	convoy
going	VVG	go
from	IN	from
the	DT	the
south	NN	south
to	TO	to
to	TO	to
the	DT	the
north	NN	north
our	PP$	our
convoys	NNS	convoy
are	VBP	be
systematically	RB	systematically
denied	VVN	deny
so	IN	so
we	PP	we
still	RB	still
have	VHP	have
no	DT	no
access	NN	access
whenever	WRB	whenever
a	DT	a
permission	NN	permission
is	VBZ	be
given	VVN	give
to	TO	to
deliver	VV	deliver
anywhere	RB	anywhere
else	RB	else
in	IN	in
the	DT	the
strep	NN	strep
the	DT	the
process	NN	process
is	VBZ	be
always	RB	always
complicated	JJ	complicated
and	CC	and
very	JJ	very
uh	UH	uh
cumbersome	JJ	cumbersome
uh	UH	uh
when	WRB	when
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
enter	VV	enter
into	IN	into
Gaza	NP	Gaza
we	PP	we
have	VHP	have
this	DT	this
system	NN	system
of	IN	of
offloading	VVG	offload
downloading	NN	downloading
offloading	VVG	offload
downloading	NN	downloading
the	DT	the
trucks	NNS	truck
which	WDT	which
makes	VVZ	make
things	NNS	thing
extraordinary	JJ	extraordinary
uh	UH	uh
difficult	JJ	difficult
also	RB	also
um	RB	um
we	PP	we
have	VH	have
operating	VVG	operate
hours	NNS	hour
of	IN	of
the	DT	the
crossing	NN	crossing
which	WDT	which
vary	VVP	vary
from	IN	from
one	CD	one
day	NN	day
to	TO	to
another	DT	another
one	CD	one
with	IN	with
limited	JJ	limited
number	NN	number
of	IN	of
hours	NNS	hour
where	WRB	where
we	PP	we
can	MD	can
operate	VV	operate
and	CC	and
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
the	DT	the
many	JJ	many
times	NNS	time
a	DT	a
week	NN	week
we	PP	we
we	PP	we
have	VHP	have
also	RB	also
the	DT	the
crossing	NN	crossing
being	VBG	be
closed	VVN	close
because	IN	because
they	PP	they
just	RB	just
dumping	VVG	dump
uh	UH	uh
D	NP	D
release	NN	release
to	TO	to
theis	NNS	theis
or	CC	or
dumping	VVG	dump
sometimes	RB	sometimes
bodies	NNS	body
who	WP	who
have	VHP	have
been	VBN	be
T	NN	T
who	WP	who
have	VHP	have
been	VBN	be
taken	VVN	take
to	TO	to
Israel	NP	Israel
and	CC	and
back	RB	back
to	TO	to
the	DT	the
Gaza	NP	Gaza
street	NN	street
now	RB	now
talking	VVG	talk
about	IN	about
um	NNS	um
the	DT	the
um	NN	um
the	DT	the
detes	NNS	detes
I	PP	I
have	VHP	have
also	RB	also
briefed	VVN	brief
the	DT	the
member	NN	member
State	NN	state
about	IN	about
the	DT	the
report	NN	report
we	PP	we
have	VHP	have
issued	VVN	issue
about	IN	about
a	DT	a
week	NN	week
ago	RB	ago
um	VVD	um
it	PP	it
was	VBD	be
the	DT	the
first	JJ	first
time	NN	time
that	IN/that	that
in	IN	in
fact	NN	fact
un	NN	un
has	VHZ	have
released	VVN	release
such	PDT	such
a	DT	a
report	NN	report
in	IN	in
my	PP$	my
meeting	NN	meeting
this	DT	this
morning	NN	morning
I	PP	I
have	VHP	have
reminded	VVN	remind
that	IN/that	that
of	IN	of
course	NN	course
hostages	NNS	hostage
are	VBP	be
still	RB	still
in	IN	in
captivity	NN	captivity
with	IN	with
the	DT	the
Hamas	NN	Hamas
and	CC	and
that	IN/that	that
both	CC	both
the	DT	the
Secretary	NP	Secretary
General	NP	General
myself	PP	myself
but	CC	but
other	JJ	other
un	JJ	un
officer	NN	officer
keep	VV	keep
asking	VVG	ask
for	IN	for
the	DT	the
unconditional	JJ	unconditional
and	CC	and
immediate	JJ	immediate
release	NN	release
of	IN	of
the	DT	the
hostages	NNS	hostage
but	CC	but
I	PP	I
have	VHP	have
also	RB	also
shared	VVN	share
this	DT	this
morning	NN	morning
our	PP$	our
deep	JJ	deep
concern	NN	concern
regarding	VVG	regard
the	DT	the
gazin	NN	gazin
detained	VVN	detain
by	IN	by
the	DT	the
Israeli	NP	Israeli
Security	NP	Security
Forces	NPS	Forces
um	NNS	um
the	DT	the
report	NN	report
you	PP	you
have	VHP	have
seen	VVN	see
uh	UH	uh
recently	RB	recently
has	VHZ	have
been	VBN	be
based	VVN	base
on	IN	on
the	DT	the
number	NN	number
of	IN	of
testimonies	NNS	testimony
collected	VVN	collect
by	IN	by
the	DT	the
agency	NN	agency
Why	WRB	why
by	IN	by
the	DT	the
agency	NN	agency
because	IN	because
we	PP	we
are	VBP	be
at	IN	at
the	DT	the
Crossing	NN	crossing
we	PP	we
are	VBP	be
at	IN	at
Kem	NP	Kem
Shalom	NP	Shalom
because	IN	because
we	PP	we
are	VBP	be
mining	VVG	mine
the	DT	the
main	JJ	main
logistical	JJ	logistical
Hub	NP	Hub
at	IN	at
the	DT	the
entry	NN	entry
of	IN	of
Gaza	NP	Gaza
and	CC	and
these	DT	these
people	NNS	people
basically	RB	basically
have	VHP	have
been	VBN	be
released	VVN	release
at	IN	at
this	DT	this
place	NN	place
and	CC	and
u	NN	u
according	VVG	accord
to	TO	to
the	DT	the
testim	JJ	testim
uh	UH	uh
testimonies	NNS	testimony
that	IN/that	that
we	PP	we
have	VHP	have
collected	VVN	collect
um	JJ	um
people	NNS	people
have	VHP	have
told	VVN	tell
us	PP	us
that	IN/that	that
they	PP	they
are	VBP	be
routinely	RB	routinely
red	JJ	red
when	WRB	when
they	PP	they
were	VBD	be
arrested	VVN	arrest
they	PP	they
were	VBD	be
routinely	RB	routinely
rounded	VVN	round
up	RP	up
stripped	VVN	strip
to	TO	to
the	DT	the
underwear	NN	underwear
and	CC	and
loaded	VVN	load
into	IN	into
trucks	NNS	truck
blindfolded	VVD	blindfold
and	CC	and
bonded	VVD	bond
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
once	RB	once
arrested	VVN	arrest
these	DT	these
detes	NNS	detes
remain	VVP	remain
in	IN	in
communic	JJ	communic
and	CC	and
they	PP	they
are	VBP	be
subjected	VVN	subject
to	TO	to
shocking	JJ	shocking
inum	NN	inum
treatment	NN	treatment
among	IN	among
the	DT	the
IM	NP	im
inum	NN	inum
treatment	NN	treatment
they	PP	they
have	VHP	have
described	VVN	describe
to	TO	to
us	PP	us
water	NN	water
boing	VVG	boing
water	NN	water
boarding	VVG	board
severe	JJ	severe
victims	NNS	victim
attacked	VVN	attack
by	IN	by
dogs	NNS	dog
being	VBG	be
forced	VVN	force
to	TO	to
hold	VV	hold
stress	NN	stress
position	NN	position
for	IN	for
hours	NNS	hour
sometimes	RB	sometimes
12	CD	@card@
hours	NNS	hour
24	CD	@card@
hours	NNS	hour
and	CC	and
being	VBG	be
forced	VVN	force
to	TO	to
wear	VV	wear
diaper	NN	diaper
instead	RB	instead
of	IN	of
accessing	VVG	access
uh	UH	uh
the	DT	the
toilet	NN	toilet
and	CC	and
among	IN	among
the	DT	the
detainers	NNS	detainer
who	WP	who
have	VHP	have
been	VBN	be
relieved	JJ	relieved
we	PP	we
had	VHD	have
also	RB	also
a	DT	a
number	NN	number
of	IN	of
un	JJ	un
staff	NN	staff
and	CC	and
they	PP	they
have	VHP	have
also	RB	also
reported	VVN	report
to	TO	to
us	PP	us
that	IN/that	that
while	IN	while
on	IN	on
interrog	NN	interrog
ation	NN	ation
they	PP	they
were	VBD	be
asked	VVN	ask
a	DT	a
lot	NN	lot
of	IN	of
question	NN	question
about	IN	about
their	PP$	their
work	NN	work
with	IN	with
Ona	NP	Ona
and	CC	and
basically	RB	basically
also	RB	also
being	VBG	be
pressured	VVN	pressure
to	TO	to
state	NN	state
that	IN/that	that
the	DT	the
agency	NN	agency
is	VBZ	be
politically	RB	politically
Affiliated	VVN	affiliate
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
this	DT	this
morning	NN	morning
I	PP	I
have	VHP	have
also	RB	also
highlighted	VVN	highlight
the	DT	the
fact	NN	fact
that	IN/that	that
U	NP	U
as	IN	as
you	PP	you
know	VVP	know
the	DT	the
agency	NN	agency
is	VBZ	be
under	IN	under
a	DT	a
lot	NN	lot
of	IN	of
strain	NN	strain
they	PP	they
are	VBP	be
call	JJ	call
for	IN	for
the	DT	the
agency	NN	agency
to	TO	to
be	VB	be
uh	UH	uh
dismantled	VVN	dismantle
uh	UH	uh
but	CC	but
the	DT	the
agency	NN	agency
also	RB	also
has	VHZ	have
been	VBN	be
uh	UH	uh
targeted	VVN	target
over	IN	over
the	DT	the
last	JJ	last
six	CD	six
uh	UH	uh
seven	CD	seven
months	NNS	month
um	JJ	um
in	IN	in
in	RB	in
in	IN	in
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
where	WRB	where
both	CC	both
uh	UH	uh
our	PP$	our
staff	NN	staff
but	CC	but
also	RB	also
our	PP$	our
premises	NNS	premise
as	RB	as
well	RB	well
as	IN	as
our	PP$	our
operation	NN	operation
I	PP	I
just	RB	just
reminded	VVD	remind
that	IN/that	that
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
we	PP	we
have	VHP	have
182	CD	@card@
staff	NN	staff
member	NN	member
now	RB	now
who	WP	who
have	VHP	have
been	VBN	be
killed	VVN	kill
more	JJR	more
than	IN	than
160	CD	@card@
premises	NNS	premise
which	WDT	which
have	VHP	have
been	VBN	be
uh	UH	uh
damaged	VVN	damage
uh	UH	uh
all	DT	all
totally	RB	totally
destroyed	VVN	destroy
and	CC	and
most	JJS	most
of	IN	of
these	DT	these
premises	NNS	premise
were	VBD	be
Sheltering	VVG	shelter
a	DT	a
displaced	VVN	displace
people	NNS	people
and	CC	and
more	JJR	more
than	IN	than
400	CD	@card@
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
in	IN	in
these	DT	these
premises	VVZ	premise
uh	UH	uh
we	PP	we
have	VHP	have
also	RB	also
seen	VVN	see
that	IN/that	that
whenever	WRB	whenever
we	PP	we
vacated	VVD	vacate
premises	NNS	premise
mainly	RB	mainly
in	IN	in
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
strep	NN	strep
uh	UH	uh
they	PP	they
have	VHP	have
been	VBN	be
then	RB	then
used	VVN	use
for	IN	for
military	JJ	military
uh	UH	uh
purposes	VVZ	purpose
uh	UH	uh
we	PP	we
have	VHP	have
uh	UH	uh
also	RB	also
heard	VVN	hear
about	IN	about
the	DT	the
ation	NN	ation
regarding	VVG	regard
tunnel	VV	tunnel
uh	UH	uh
underneath	IN	underneath
some	DT	some
of	IN	of
our	PP$	our
premises	NNS	premise
and	CC	and
basically	RB	basically
I	PP	I
was	VBD	be
calling	VVG	call
the	DT	the
member	NN	member
state	NN	state
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
war	NN	war
once	IN	once
we	PP	we
have	VHP	have
a	DT	a
ceas	NNS	ceas
fa	NN	fa
that	IN/that	that
we	PP	we
have	VHP	have
also	RB	also
the	DT	the
ne	RB	ne
that	IN/that	that
we	PP	we
put	VVD	put
in	IN	in
place	NN	place
an	DT	an
investig	NN	investig
independent	JJ	independent
investigation	NN	investigation
uh	UH	uh
to	TO	to
look	VV	look
into	IN	into
this	DT	this
blatant	JJ	blatant
disregard	NN	disregard
of	IN	of
the	DT	the
United	NP	United
Nation	NN	nation
in	IN	in
order	NN	order
to	TO	to
avoid	VV	avoid
that	IN/that	that
this	DT	this
becomes	VVZ	become
also	RB	also
in	IN	in
the	DT	the
future	JJ	future
uh	UH	uh
the	DT	the
new	JJ	new
standard	NN	standard
I	PP	I
also	RB	also
briefed	VVD	brief
uh	UH	uh
this	DT	this
morning	NN	morning
about	IN	about
where	WRB	where
we	PP	we
stand	VVP	stand
on	IN	on
the	DT	the
oios	NNS	oios
report	NN	report
but	CC	but
in	IN	in
fact	NN	fact
we	PP	we
have	VHP	have
been	VBN	be
briefed	VVN	brief
by	IN	by
Stefan	NP	Stefan
durit	NN	durit
I	PP	I
think	VVP	think
on	RP	on
on	IN	on
on	IN	on
Friday	NP	Friday
just	RB	just
to	TO	to
reiterate	VV	reiterate
what	WP	what
he	PP	he
has	VHZ	have
said	VVN	say
we	PP	we
started	VVD	start
with	IN	with
12	CD	@card@
allegation	NN	allegation
conveyed	VVD	convey
already	RB	already
to	TO	to
me	PP	me
then	RB	then
I	PP	I
submitted	VVD	submit
after	IN	after
that	IN/that	that
to	TO	to
O	NP	O
us	PP	us
later	RBR	later
on	IN	on
oios	NNS	oios
received	VVD	receive
seven	CD	seven
additional	JJ	additional
allegation	NN	allegation
five	CD	five
plus	CC	plus
five	CD	five
in	IN	in
March	NP	March
and	CC	and
two	CD	two
in	IN	in
April	NP	April
out	IN	out
of	IN	of
the	DT	the
19	CD	@card@
one	CD	one
person	NN	person
has	VHZ	have
been	VBN	be
completely	RB	completely
cleared	VVN	clear
and	CC	and
is	VBZ	be
now	RB	now
reinstated	VVN	reinstate
and	CC	and
four	CD	four
people	NNS	people
out	RB	out
of	IN	of
the	DT	the
19	JJ	@card@
uh	UH	uh
the	DT	the
investigation	NN	investigation
is	VBZ	be
now	RB	now
on	IN	on
hold	VV	hold
because	IN	because
there	EX	there
is	VBZ	be
no	RB	no
further	JJR	further
or	CC	or
additional	JJ	additional
information	NN	information
available	JJ	available
for	IN	for
the	DT	the
time	NN	time
being	VBG	be
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
Kine	NP	Kine
Colona	NP	Colona
report	NN	report
you	PP	you
had	VHD	have
access	NN	access
already	RB	already
a	DT	a
week	NN	week
ago	RB	ago
you	PP	you
have	VHP	have
seen	VVN	see
that	IN/that	that
she	PP	she
has	VHZ	have
stressed	VVN	stress
the	DT	the
fact	NN	fact
that	IN/that	that
the	DT	the
agency	NN	agency
has	VHZ	have
important	JJ	important
and	CC	and
robust	JJ	robust
uh	UH	uh
uh	UH	uh
uh	UH	uh
system	NN	system
and	CC	and
mechanism	NN	mechanism
to	TO	to
deal	VV	deal
with	IN	with
neutrality	NN	neutrality
Brides	NNS	bride
uh	UH	uh
that	IN/that	that
it	PP	it
is	VBZ	be
in	IN	in
fact	NN	fact
above	IN	above
the	DT	the
average	JJ	average
uh	UH	uh
in	IN	in
uh	UH	uh
the	DT	the
region	NN	region
but	CC	but
uh	UH	uh
but	CC	but
obviously	RB	obviously
we	PP	we
can	MD	can
do	VV	do
more	JJR	more
and	CC	and
there	RB	there
there	EX	there
is	VBZ	be
a	DT	a
number	NN	number
of	IN	of
recommendation	NN	recommendation
that	DT	that
50	JJ	@card@
yes	UH	yes
uh	UH	uh
see	VV	see
the	DT	the
body	NN	body
language	NN	language
right	RB	right
now	RB	now
that	IN/that	that
the	DT	the
Secretary	NP	Secretary
General	NP	General
and	CC	and
myself	PP	myself
are	VBP	be
committed	VVN	commit
now	RB	now
to	TO	to
implement	VV	implement
you	PP	you
have	VHP	have
seen	VVN	see
the	DT	the
E	NN	E
category	NN	category
she	PP	she
has	VHZ	have
looked	VVN	look
into	IN	into
it	PP	it
we	PP	we
have	VHP	have
published	VVN	publish
last	JJ	last
week	NN	week
already	RB	already
four	CD	four
pages	NNS	page
informing	VVG	inform
the	DT	the
member	NN	member
states	NNS	state
about	IN	about
our	PP$	our
intend	VV	intend
and	CC	and
how	WRB	how
we	PP	we
will	MD	will
follow	VV	follow
up	RP	up
on	IN	on
this	DT	this
recommendation	NN	recommendation
and	CC	and
I	PP	I
hope	VVP	hope
that	IN/that	that
by	IN	by
miday	NN	miday
we	PP	we
will	MD	will
have	VH	have
a	DT	a
first	JJ	first
preliminary	JJ	preliminary
action	NN	action
plan	NN	plan
to	TO	to
be	VB	be
uh	UH	uh
to	TO	to
be	VB	be
shared	VVN	share
now	RB	now
we	PP	we
will	MD	will
have	VH	have
four	CD	four
category	NN	category
of	IN	of
recommendation	NN	recommendation
one	PP	one
are	VBP	be
the	DT	the
recommendation	NN	recommendation
for	IN	for
which	WDT	which
the	DT	the
agency	NN	agency
has	VHZ	have
already	RB	already
taken	VVN	take
step	NN	step
and	CC	and
we	PP	we
have	VHP	have
just	RB	just
to	TO	to
to	TO	to
align	VV	align
them	PP	them
with	IN	with
the	DT	the
recommendation	NN	recommendation
of	IN	of
the	DT	the
reporter	NN	reporter
we	PP	we
have	VHP	have
additional	JJ	additional
recommendation	NN	recommendation
which	WDT	which
we	PP	we
consider	VVP	consider
a	DT	a
Quick	NP	Quick
Fix	NP	Fix
and	CC	and
can	MD	can
be	VB	be
implemented	VVN	implement
then	RB	then
we	PP	we
have	VHP	have
recommendation	NN	recommendation
which	WDT	which
require	VVP	require
additional	JJ	additional
resource	NN	resource
within	IN	within
the	DT	the
organization	NN	organization
and	CC	and
lastly	RB	lastly
we	PP	we
will	MD	will
have	VH	have
recommendation	NN	recommendation
also	RB	also
which	WDT	which
will	MD	will
require	VV	require
the	DT	the
support	NN	support
of	IN	of
member	NN	member
states	NNS	state
or	CC	or
host	NN	host
country	NN	country
we	PP	we
are	VBP	be
committed	VVN	commit
