<video_id>3-Ztp8GIAQc</video_id>	NP	<video_id>3-Ztp8GIAQc</video_id>
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
situation	NN	situation
that	WDT	that
perhaps	RB	perhaps
was	VBD	be
the	DT	the
situation	NN	situation
of	IN	of
the	DT	the
first	JJ	first
intifa	NN	intifa
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
against	IN	against
Israel	NP	Israel
in	IN	in
87	CD	@card@
what	WP	what
happened	VVD	happen
is	VBZ	be
something	NN	something
which	WDT	which
is	VBZ	be
totally	RB	totally
crazy	JJ	crazy
it	PP	it
is	VBZ	be
not	RB	not
written	VVN	write
anywhere	RB	anywhere
and	CC	and
rather	RB	rather
than	IN	than
totally	RB	totally
rejecting	VVG	reject
it	PP	it
he	PP	he
gave	VVD	give
the	DT	the
impression	NN	impression
although	IN	although
he	PP	he
did	VVD	do
not	RB	not
say	VV	say
that	IN/that	that
he	PP	he
he	PP	he
understood	VVD	understand
what	WP	what
Hamas	NP	Hamas
did	VVD	do
but	RB	but
if	IN	if
it	PP	it
was	VBD	be
not	RB	not
in	IN	in
a	DT	a
vacuum	NN	vacuum
then	RB	then
you	PP	you
give	VVP	give
some	DT	some
kind	NN	kind
of	IN	of
legitimacy	NN	legitimacy
the	DT	the
demand	NN	demand
that	IN/that	that
he	PP	he
would	MD	would
he	PP	he
would	MD	would
resign	VV	resign
is	VBZ	be
a	DT	a
a	DT	a
big	JJ	big
mistake	NN	mistake
of	IN	of
Israel	NP	Israel
I	NP	I
don't	NP	don't
think	VVP	think
that	IN/that	that
he	PP	he
deserves	VVZ	deserve
such	JJ	such
such	PDT	such
a	DT	a
an	DT	an
attitude	NN	attitude
of	IN	of
Israel	NP	Israel
towards	IN	towards
him	PP	him
let	VVP	let
me	PP	me
ask	VVP	ask
you	PP	you
uh	UH	uh
this	DT	this
week	NN	week
on	IN	on
Wednesday	NP	Wednesday
in	IN	in
The	DT	the
Times	NP	Times
of	IN	of
Israel	NP	Israel
the	DT	the
Israeli	JJ	Israeli
writer	NN	writer
Yosi	NP	Yosi
klin	NN	klin
halevi	NNS	halevi
wrote	VVD	write
to	TO	to
blame	VV	blame
the	DT	the
occupation	NN	occupation
and	CC	and
its	PP$	its
consequences	NNS	consequence
wholly	RB	wholly
on	IN	on
Israel	NP	Israel
is	VBZ	be
to	TO	to
dismiss	VV	dismiss
the	DT	the
history	NN	history
of	IN	of
Israeli	JJ	Israeli
PE	NN	pe
peace	NN	peace
offers	NNS	offer
and	CC	and
Palestinian	JJ	Palestinian
rejection	NN	rejection
has	VHZ	have
the	DT	the
world	NN	world
forgotten	VVN	forget
what	WP	what
you	PP	you
and	CC	and
others	NNS	other
achieved	VVN	achieve
with	IN	with
the	DT	the
Oslo	NP	Oslo
Accords	NPS	Accord
in	IN	in
1994	CD	@card@
yo	NN	yo
you	PP	you
you	PP	you
know	VVP	know
such	PDT	such
a	DT	a
question	NN	question
to	TO	to
which	WDT	which
the	DT	the
the	DT	the
answer	NN	answer
is	VBZ	be
is	VBZ	be
positive	NN	positive
could	MD	could
be	VB	be
asked	VVN	ask
and	CC	and
should	MD	should
be	VB	be
asked	VVN	ask
Visa	NP	Visa
the	DT	the
PLO	NP	PLO
the	DT	the
PLO	NP	PLO
is	VBZ	be
our	PP$	our
partner	NN	partner
and	CC	and
we	PP	we
had	VHD	have
ups	NNS	up
and	CC	and
downs	NNS	down
with	IN	with
the	DT	the
PLO	NP	PLO
Hamas	NP	Hamas
is	VBZ	be
something	NN	something
else	JJ	else
Hamas	NN	Hamas
doesn't	NN	doesn't
want	VVP	want
anything	NN	anything
from	IN	from
us	PP	us
they	PP	they
don't	VVD	don't
want	NN	want
to	TO	to
to	TO	to
divide	VV	divide
the	DT	the
land	NN	land
they	PP	they
don't	VVD	don't
want	VV	want
to	TO	to
have	VH	have
peace	NN	peace
with	IN	with
Israel	NP	Israel
and	CC	and
this	DT	this
is	VBZ	be
why	WRB	why
it	PP	it
was	VBD	be
a	DT	a
mistake	NN	mistake
to	TO	to
allow	VV	allow
Hamas	NNS	Hamas
to	TO	to
run	VV	run
in	IN	in
the	DT	the
elections	NNS	election
of	IN	of
2006	CD	@card@
and	CC	and
to	TO	to
remain	VV	remain
in	IN	in
the	DT	the
leadership	NN	leadership
of	IN	of
Gaza	NP	Gaza
despite	IN	despite
of	IN	of
all	PDT	all
the	DT	the
the	DT	the
violent	JJ	violent
encounters	NNS	encounter
that	IN/that	that
we	PP	we
have	VHP	have
with	IN	with
it	PP	it
we	PP	we
had	VHD	have
with	IN	with
each	DT	each
other	JJ	other
but	CC	but
the	DT	the
point	NN	point
is	VBZ	be
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
right	NN	right
saw	VVD	see
Hamas	NNS	Hamas
as	IN	as
a	DT	a
better	JJR	good
interlocutor	NN	interlocutor
or	CC	or
neighbor	NN	neighbor
than	IN	than
the	DT	the
PLO	NP	PLO
because	IN	because
the	DT	the
PLO	NP	PLO
wanted	VVD	want
and	CC	and
wants	VVZ	want
to	TO	to
divide	VV	divide
the	DT	the
land	NN	land
this	DT	this
is	VBZ	be
the	DT	the
major	JJ	major
issue	NN	issue
between	IN	between
us	PP	us
and	CC	and
them	PP	them
yeah	RB	yeah
and	CC	and
rather	RB	rather
than	IN	than
understanding	VVG	understand
that	IN/that	that
this	DT	this
was	VBD	be
also	RB	also
the	DT	the
interest	NN	interest
of	IN	of
Israel	NP	Israel
they	PP	they
preferred	VVD	prefer
an	DT	an
interor	NN	interor
who	WP	who
didn't	VVD	didn't
want	VVP	want
anything	NN	anything
from	IN	from
us	PP	us
but	CC	but
that	IN/that	that
we	PP	we
will	MD	will
disappear	VV	disappear
Mr	NP	Mr
B	NP	B
I	PP	I
I	PP	I
want	VVP	want
to	TO	to
I	PP	I
want	VVP	want
to	TO	to
come	VV	come
back	RB	back
to	TO	to
Hamas	VV	Hamas
just	RB	just
a	DT	a
second	JJ	second
but	CC	but
I	PP	I
want	VVP	want
to	TO	to
stick	VV	stick
with	IN	with
history	NN	history
for	IN	for
a	DT	a
moment	NN	moment
the	DT	the
the	DT	the
Oslo	NN	Oslo
Accords	NPS	Accord
they	PP	they
did	VVD	do
not	RB	not
mention	VV	mention
the	DT	the
establishment	NN	establishment
of	IN	of
a	DT	a
Palestinian	JJ	Palestinian
state	NN	state
was	VBD	be
that	IN/that	that
a	DT	a
mistake	NN	mistake
is	VBZ	be
that	DT	that
something	NN	something
you	PP	you
regret	VVP	regret
now	RB	now
this	DT	this
was	VBD	be
a	DT	a
request	NN	request
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
they	PP	they
said	VVD	say
we	PP	we
don't	VVD	don't
want	VV	want
to	TO	to
mention	VV	mention
the	DT	the
Palestinian	JJ	Palestinian
State	NN	state
as	IN	as
one	CD	one
of	IN	of
the	DT	the
issues	NNS	issue
that	WDT	that
should	MD	should
be	VB	be
solved	VVN	solve
towards	IN	towards
the	DT	the
permanent	JJ	permanent
agreement	NN	agreement
there	EX	there
were	VBD	be
five	CD	five
issues	NNS	issue
like	IN	like
borders	NNS	border
refugees	NNS	refugee
Jerusalem	NP	Jerusalem
and	CC	and
not	RB	not
the	DT	the
Palestinian	JJ	Palestinian
State	NN	state
and	CC	and
they	PP	they
explained	VVD	explain
it	PP	it
because	IN	because
they	PP	they
said	VVD	say
this	DT	this
is	VBZ	be
our	PP$	our
right	NN	right
for	IN	for
self-determination	NN	self-determination
and	CC	and
we	PP	we
don't	VVD	don't
need	NN	need
from	IN	from
you	PP	you
any	DT	any
negotiations	NNS	negotiation
of	IN	of
the	DT	the
principle	NN	principle
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
state	NN	state
so	IN	so
it	PP	it
is	VBZ	be
not	RB	not
that	IN/that	that
Israel	NP	Israel
said	VVD	say
no	DT	no
way	NN	way
we	PP	we
we	PP	we
should	MD	should
talk	VV	talk
about	IN	about
the	DT	the
Palestinian	JJ	Palestinian
State	NN	state
I	PP	I
mean	VVP	mean
all	PDT	all
the	DT	the
negotiators	NNS	negotiator
knew	VVD	know
that	IN/that	that
we	PP	we
were	VBD	be
talking	VVG	talk
about	IN	about
a	DT	a
or	CC	or
or	CC	or
thinking	VVG	think
about	IN	about
a	DT	a
Palestinian	JJ	Palestinian
State	NN	state
there	EX	there
is	VBZ	be
no	DT	no
other	JJ	other
solution	NN	solution
what	WP	what
they're	JJ	they're
going	NN	going
to	TO	to
to	TO	to
have	VH	have
a	DT	a
club	NN	club
I	PP	I
mean	VVP	mean
it	PP	it
is	VBZ	be
a	DT	a
state	NN	state
but	CC	but
it	PP	it
is	VBZ	be
not	RB	not
mentioned	VVN	mention
because	IN	because
they	PP	they
said	VVD	say
that	IN/that	that
they	PP	they
didn't	VVD	didn't
want	NN	want
to	TO	to
to	TO	to
discuss	VV	discuss
it	PP	it
they	PP	they
didn't	VVD	didn't
want	VV	want
to	TO	to
negotiate	VV	negotiate
it	PP	it
because	IN	because
they	PP	they
were	VBD	be
that	DT	that
was	VBD	be
their	PP$	their
right	NN	right
this	DT	this
is	VBZ	be
the	DT	the
reason	NN	reason
so	IN	so
the	DT	the
the	DT	the
the	DT	the
question	NN	question
is	VBZ	be
whether	IN	whether
it	PP	it
was	VBD	be
possible	JJ	possible
to	TO	to
get	VV	get
in	IN	in
93	CD	@card@
a	DT	a
permanent	JJ	permanent
agreement	NN	agreement
rather	RB	rather
than	IN	than
an	DT	an
interim	JJ	interim
agreement	NN	agreement
of	IN	of
five	CD	five
years	NNS	year
and	CC	and
when	WRB	when
I	PP	I
understood	VVD	understand
that	IN/that	that
we	PP	we
had	VHD	have
had	VHN	have
Partners	NNS	partner
in	IN	in
Oslo	NN	Oslo
the	DT	the
the	DT	the
PLO	NP	PLO
people	NNS	people
were	VBD	be
people	NNS	people
with	IN	with
whom	WP	whom
I	PP	I
believe	VVP	believe
we	PP	we
could	MD	could
strike	VV	strike
a	DT	a
deal	NN	deal
I	PP	I
went	VVD	go
to	TO	to
Rabin	NP	Rabin
to	TO	to
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
and	CC	and
I	PP	I
said	VVD	say
to	TO	to
him	PP	him
Mr	NP	Mr
Prime	NP	Prime
Minister	NP	Minister
I	PP	I
believe	VVP	believe
that	IN/that	that
we	PP	we
should	MD	should
not	RB	not
we	PP	we
should	MD	should
not	RB	not
try	VV	try
to	TO	to
have	VH	have
a	DT	a
five-year	JJ	five-year
agreement	NN	agreement
right	RB	right
now	RB	now
there	EX	there
is	VBZ	be
an	DT	an
opportunity	NN	opportunity
which	WDT	which
may	MD	may
be	VB	be
very	RB	very
rare	JJ	rare
to	TO	to
go	VV	go
for	IN	for
the	DT	the
permanent	JJ	permanent
agreement	NN	agreement
so	RB	so
that	IN/that	that
the	DT	the
extremist	NN	extremist
on	IN	on
both	DT	both
sides	NNS	side
will	MD	will
not	RB	not
have	VH	have
a	DT	a
the	DT	the
opportunity	NN	opportunity
to	TO	to
thwart	VV	thwart
our	PP$	our
efforts	NNS	effort
he	PP	he
explained	VVD	explain
that	IN/that	that
he	PP	he
he	PP	he
he	PP	he
preferred	VVD	prefer
to	TO	to
go	VV	go
along	IN	along
the	DT	the
Madrid	NP	Madrid
conference	NN	conference
guidelines	NNS	guideline
the	DT	the
American	JJ	American
guidelines	NNS	guideline
of	IN	of
an	DT	an
interim	JJ	interim
agreement	NN	agreement
for	IN	for
five	CD	five
years	NNS	year
rather	RB	rather
than	IN	than
getting	VVG	get
D	NP	D
directly	RB	directly
to	TO	to
a	DT	a
permanent	JJ	permanent
agreement	NN	agreement
which	WDT	which
may	MD	may
not	RB	not
succeed	VV	succeed
the	DT	the
negotiations	NNS	negotiation
may	MD	may
not	RB	not
succeed	VV	succeed
for	IN	for
a	DT	a
permanent	JJ	permanent
agreement	NN	agreement
and	CC	and
I	PP	I
believe	VVP	believe
that	IN/that	that
this	DT	this
was	VBD	be
a	DT	a
very	RB	very
big	JJ	big
mistake	NN	mistake
Mr	NP	Mr
let	VVD	let
me	PP	me
bring	VV	bring
it	PP	it
up	RP	up
now	RB	now
to	TO	to
the	DT	the
president	NN	president
in	IN	in
an	DT	an
interview	NN	interview
last	JJ	last
month	NN	month
about	IN	about
three	CD	three
weeks	NNS	week
before	IN	before
the	DT	the
October	NP	October
7th	JJ	7th
attacks	NNS	attack
you	PP	you
gave	VVD	give
an	DT	an
interview	NN	interview
to	TO	to
the	DT	the
Spanish	JJ	Spanish
newspaper	NN	newspaper
elpis	NNS	elpis
and	CC	and
you	PP	you
were	VBD	be
quoted	VVN	quote
as	IN	as
saying	VVG	say
the	DT	the
the	DT	the
Palestinians	NPS	Palestinians
tragically	RB	tragically
have	VHP	have
become	VVN	become
resigned	VVN	resign
to	TO	to
their	PP$	their
limited	JJ	limited
options	NNS	option
and	CC	and
this	DT	this
disappointment	NN	disappointment
fuels	VVZ	fuel
The	DT	the
Divide	NP	Divide
between	IN	between
Hamas	NP	Hamas
and	CC	and
fata	NNS	fata
would	MD	would
would	MD	would
you	PP	you
say	VVP	say
that	IN/that	that
today	NN	today
considering	VVG	consider
This	DT	this
Global	JJ	global
chorus	NN	chorus
of	IN	of
support	NN	support
that	IN/that	that
we	PP	we
are	VBP	be
seeing	VVG	see
now	RB	now
for	IN	for
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
well	RB	well
this	DT	this
support	NN	support
is	VBZ	be
is	VBZ	be
very	RB	very
problematic	JJ	problematic
you	PP	you
know	VVP	know
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
who	WP	who
belong	VVP	belong
to	TO	to
the	DT	the
PLO	NP	PLO
are	VBP	be
the	DT	the
biggest	JJS	big
enemies	NNS	enemy
of	IN	of
Kamas	NP	Kamas
Kamas	NP	Kamas
as	IN	as
you	PP	you
know	VVP	know
threw	VVD	throw
them	PP	them
from	IN	from
the	DT	the
roofs	NNS	roof
of	IN	of
Gaza	NP	Gaza
in	IN	in
2007	CD	@card@
when	WRB	when
they	PP	they
took	VVD	take
Gaza	NP	Gaza
by	IN	by
force	NN	force
it's	NNS	it's
I	PP	I
mean	VVP	mean
even	RB	even
now	RB	now
when	WRB	when
we	PP	we
are	VBP	be
trying	VVG	try
to	TO	to
think	VV	think
about	RB	about
what	WP	what
should	MD	should
be	VB	be
be	VB	be
in	IN	in
the	DT	the
morning	NN	morning
after	IN	after
the	DT	the
the	DT	the
end	NN	end
of	IN	of
the	DT	the
war	NN	war
who	WP	who
should	MD	should
rule	VV	rule
Gaza	NP	Gaza
if	IN	if
Israel	NP	Israel
succeeds	VVZ	succeed
to	TO	to
prevent	VV	prevent
the	DT	the
Hamas	NN	Hamas
from	IN	from
continuing	VVG	continue
and	CC	and
Rule	NP	Rule
Gaza	NP	Gaza
then	RB	then
the	DT	the
the	DT	the
PLO	NP	PLO
is	VBZ	be
not	RB	not
in	IN	in
a	DT	a
hurry	NN	hurry
to	TO	to
get	VV	get
there	RB	there
to	TO	to
to	TO	to
get	VV	get
back	NN	back
to	TO	to
to	TO	to
Gaza	NP	Gaza
because	IN	because
of	IN	of
the	DT	the
animosity	NN	animosity
towards	IN	towards
them	PP	them
so	RB	so
even	RB	even
when	WRB	when
you	PP	you
hear	VVP	hear
that	IN/that	that
in	IN	in
Jordan	NP	Jordan
and	CC	and
in	IN	in
other	JJ	other
places	NNS	place
people	NNS	people
are	VBP	be
saying	VVG	say
oh	UH	oh
or	CC	or
or	CC	or
comparing	VVG	compare
what	WP	what
the	DT	the
Hamas	NN	Hamas
did	VVD	do
on	IN	on
that	DT	that
black	JJ	black
Saturday	NP	Saturday
few	JJ	few
weeks	NNS	week
ago	RB	ago
and	CC	and
and	CC	and
and	CC	and
what	WP	what
Israel	NP	Israel
in	IN	in
its	PP$	its
retaliation	NN	retaliation
does	VVZ	do
you	PP	you
know	VVP	know
that	IN/that	that
if	IN	if
you	PP	you
know	VVP	know
the	DT	the
people	NNS	people
you	PP	you
know	VVP	know
their	PP$	their
motivations	NNS	motivation
you	PP	you
know	VVP	know
that	IN/that	that
Hamas	NP	Hamas
is	VBZ	be
an	DT	an
enemy	NN	enemy
of	IN	of
of	IN	of
many	JJ	many
many	JJ	many
forces	NNS	force
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
who	WP	who
would	MD	would
like	VV	like
to	TO	to
see	VV	see
Israel	NP	Israel
distancing	VVG	distance
them	PP	them
from	IN	from
governing	VVG	govern
the	DT	the
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
but	CC	but
they	PP	they
cater	VVP	cater
to	TO	to
their	PP$	their
public	JJ	public
opinions	NNS	opinion
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
problem	NN	problem
you	PP	you
you	PP	you
said	VVD	say
before	IN	before
the	DT	the
October	NP	October
7th	JJ	7th
attacks	NNS	attack
that	IN/that	that
that	WDT	that
the	DT	the
Jewish	JJ	Jewish
settlements	NNS	settlement
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
were	VBD	be
one	CD	one
of	IN	of
the	DT	the
biggest	JJS	big
obstacles	NNS	obstacle
to	TO	to
peace	VV	peace
the	DT	the
current	JJ	current
government	NN	government
the	DT	the
one	CD	one
that	WDT	that
was	VBD	be
in	IN	in
place	NN	place
before	IN	before
October	NP	October
7th	JJ	7th
it	PP	it
was	VBD	be
the	DT	the
first	JJ	first
ever	RB	ever
in	IN	in
Israel	NP	Israel
to	TO	to
make	VV	make
annexation	NN	annexation
of	IN	of
the	DT	the
West	NP	West
Bank	NP	Bank
a	DT	a
stated	JJ	stated
objective	NN	objective
in	IN	in
its	PP$	its
Coalition	NP	Coalition
agreement	NN	agreement
I	PP	I
mean	VVP	mean
that	WDT	that
had	VHD	have
to	TO	to
really	RB	really
sting	VV	sting
for	IN	for
someone	NN	someone
like	IN	like
you	PP	you
well	VVP	well
I	PP	I
I	PP	I
I	PP	I
I	PP	I
believe	VVP	believe
that	IN/that	that
the	DT	the
the	DT	the
current	JJ	current
government	NN	government
of	IN	of
Israel	NP	Israel
led	VVD	lead
by	IN	by
Netanyahu	NP	Netanyahu
is	VBZ	be
a	DT	a
a	DT	a
big	JJ	big
obstacle	NN	obstacle
for	IN	for
Peace	NN	peace
by	IN	by
itself	PP	itself
and	CC	and
encouraging	VVG	encourage
more	JJR	more
settlements	NNS	settlement
or	CC	or
more	JJR	more
housing	NN	housing
units	NNS	unit
in	IN	in
the	DT	the
current	JJ	current
settlements	NNS	settlement
is	VBZ	be
a	DT	a
is	VBZ	be
a	DT	a
very	RB	very
very	RB	very
big	JJ	big
obstacle	NN	obstacle
and	CC	and
one	CD	one
of	IN	of
the	DT	the
ideas	NNS	idea
that	IN/that	that
I	PP	I
suggested	VVD	suggest
but	CC	but
not	RB	not
not	RB	not
only	RB	only
me	PP	me
it	PP	it
is	VBZ	be
a	DT	a
group	NN	group
of	IN	of
Palestinians	NPS	Palestinians
and	CC	and
Israelis	NPS	Israelis
the	DT	the
Palestinian	JJ	Palestinian
group	NN	group
is	VBZ	be
led	VVN	lead
by	IN	by
Dr	NP	Dr
Hiba	NP	Hiba
huseni	NP	huseni
is	VBZ	be
to	TO	to
have	VH	have
as	IN	as
you	PP	you
mentioned	VVD	mention
before	IN	before
a	DT	a
confederation	NN	confederation
the	DT	the
Holy	NP	Holy
Land	NP	Land
Confederation	NP	Confederation
of	IN	of
Israel	NP	Israel
and	CC	and
Palestine	NP	Palestine
in	IN	in
the	DT	the
future	NN	future
which	WDT	which
will	MD	will
allow	VV	allow
all	PDT	all
those	DT	those
settlers	NNS	settler
who	WP	who
will	MD	will
find	VV	find
themselves	PP	themselves
in	IN	in
the	DT	the
Palestinian	JJ	Palestinian
State	NN	state
once	IN	once
we	PP	we
draw	VVP	draw
a	DT	a
border	NN	border
between	IN	between
Israel	NP	Israel
and	CC	and
Palestine	NP	Palestine
to	TO	to
remain	VV	remain
there	RB	there
in	IN	in
in	IN	in
Palestine	NP	Palestine
as	IN	as
residents	NNS	resident
of	IN	of
Palestine	NP	Palestine
and	CC	and
citizens	NNS	citizen
of	IN	of
Israel	NP	Israel
while	IN	while
the	DT	the
same	JJ	same
number	NN	number
of	IN	of
Palestinian	JJ	Palestinian
citizens	NNS	citizen
who	WP	who
would	MD	would
like	VV	like
to	TO	to
live	VV	live
in	IN	in
Israel	NP	Israel
will	MD	will
be	VB	be
allowed	VVN	allow
to	TO	to
do	VV	do
that	IN/that	that
as	IN	as
permanent	JJ	permanent
residents	NNS	resident
so	RB	so
then	RB	then
you	PP	you
can	MD	can
really	RB	really
ER	UH	er
take	VV	take
off	RP	off
the	DT	the
table	NN	table
the	DT	the
issue	NN	issue
of	IN	of
evacuating	VVG	evacuate
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
of	IN	of
settlers	NNS	settler
and	CC	and
if	IN	if
if	IN	if
that	DT	that
is	VBZ	be
removed	VVN	remove
I	PP	I
believe	VVP	believe
that	IN/that	that
the	DT	the
way	NN	way
for	IN	for
an	DT	an
agreement	NN	agreement
will	MD	will
be	VB	be
open	JJ	open
and	CC	and
since	RB	since
sometimes	RB	sometimes
in	IN	in
history	NN	history
or	CC	or
many	JJ	many
times	NNS	time
in	IN	in
his	PP$	his
history	NN	history
the	DT	the
efforts	NNS	effort
for	IN	for
peace	NN	peace
were	VBD	be
accelerated	VVN	accelerate
as	IN	as
a	DT	a
result	NN	result
of	IN	of
Wars	NNS	war
I	PP	I
hope	VVP	hope
that	IN/that	that
this	DT	this
very	RB	very
sad	JJ	sad
situation	NN	situation
when	WRB	when
we	PP	we
see	VVP	see
ourselves	PP	ourselves
now	RB	now
fighting	VVG	fight
in	IN	in
Gaza	NP	Gaza
and	CC	and
of	IN	of
course	NN	course
civilians	NNS	civilian
are	VBP	be
are	VBP	be
hit	VVN	hit
and	CC	and
suffer	VVP	suffer
and	CC	and
and	CC	and
