<video_id>8HPzQxnqNz0</video_id>	NP	<video_id>8HPzQxnqNz0</video_id>
blinkin	NN	blinkin
as	RB	as
well	RB	well
as	IN	as
others	NNS	other
uh	UH	uh
in	IN	in
the	DT	the
administration	NN	administration
are	VBP	be
working	VVG	work
very	RB	very
hard	JJ	hard
uh	UH	uh
to	TO	to
uh	UH	uh
to	TO	to
deter	VV	deter
uh	UH	uh
any	DT	any
uh	UH	uh
any	DT	any
thought	NN	thought
on	IN	on
the	DT	the
part	NN	part
of	IN	of
hisbah	NP	hisbah
or	CC	or
Iran	NP	Iran
uh	UH	uh
that	IN/that	that
they	PP	they
should	MD	should
jump	VV	jump
into	IN	into
this	DT	this
conflict	VV	conflict
uh	UH	uh
and	CC	and
then	RB	then
the	DT	the
other	JJ	other
thing	NN	thing
is	VBZ	be
and	CC	and
clearly	RB	clearly
uh	UH	uh
in	IN	in
his	PP$	his
travels	NNS	travel
throughout	IN	throughout
the	DT	the
region	NN	region
uh	UH	uh
secretary	NN	secretary
blinkin	NN	blinkin
has	VHZ	have
heard	VVN	hear
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
concern	NN	concern
about	IN	about
the	DT	the
humanitarian	JJ	humanitarian
situation	NN	situation
inside	NN	inside
of	IN	of
Gaza	NP	Gaza
and	NP	and
and	CC	and
I	PP	I
think	VVP	think
that	IN/that	that
the	DT	the
other	JJ	other
aspect	NN	aspect
of	IN	of
the	DT	the
uh	UH	uh
of	IN	of
the	DT	the
US	NP	US
approach	NN	approach
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
to	TO	to
ensure	VV	ensure
uh	UH	uh
that	IN/that	that
the	DT	the
humanitarian	JJ	humanitarian
uh	UH	uh
situation	NN	situation
is	VBZ	be
addressed	VVN	address
uh	UH	uh
to	TO	to
try	VV	try
to	TO	to
get	VV	get
relief	NN	relief
supplies	NNS	supply
into	IN	into
Gaza	NP	Gaza
uh	UH	uh
and	CC	and
also	RB	also
of	IN	of
course	NN	course
to	TO	to
uh	UH	uh
pressure	VV	pressure
the	DT	the
the	DT	the
Israelis	NPS	Israelis
uh	UH	uh
not	RB	not
to	TO	to
uh	UH	uh
go	VV	go
in	IN	in
in	IN	in
a	DT	a
way	NN	way
that	WDT	that
inflicts	VVZ	inflict
huge	JJ	huge
numbers	NNS	number
of	IN	of
innocent	JJ	innocent
Palestinian	JJ	Palestinian
casual	NN	casual
do	VVP	do
you	PP	you
think	VVP	think
we	PP	we
are	VBP	be
seeing	VVG	see
that	DT	that
kind	NN	kind
of	IN	of
uh	UH	uh
pressure	NN	pressure
what	WP	what
exactly	RB	exactly
do	VVP	do
you	PP	you
think	VVP	think
they	PP	they
will	MD	will
be	VB	be
telling	VVG	tell
their	PP$	their
Israeli	JJ	Israeli
counterparts	NNS	counterpart
regarding	VVG	regard
the	DT	the
humanitarian	JJ	humanitarian
crisis	NN	crisis
unfolding	VVG	unfold
in	IN	in
Gaza	NP	Gaza
well	RB	well
we've	VV	we've
seen	VVN	see
uh	UH	uh
we've	NN	we've
seen	VVN	see
uh	UH	uh
some	DT	some
uh	UH	uh
some	DT	some
result	NN	result
of	IN	of
of	IN	of
us	PP	us
intervention	NN	intervention
uh	UH	uh
you	PP	you
know	VVP	know
the	DT	the
announcement	NN	announcement
by	IN	by
the	DT	the
Israelis	NNS	Israeli
that	IN/that	that
they	PP	they
were	VBD	be
restoring	VVG	restore
water	NN	water
to	TO	to
the	DT	the
southern	JJ	southern
Gaza	NP	Gaza
area	NN	area
um	NNS	um
and	CC	and
also	RB	also
of	IN	of
course	NN	course
the	DT	the
uh	UH	uh
the	DT	the
intense	JJ	intense
uh	UH	uh
diplomatic	JJ	diplomatic
engagement	NN	engagement
with	IN	with
both	CC	both
the	DT	the
Israeli	NP	Israeli
and	CC	and
the	DT	the
Egyptians	NNS	Egyptian
uh	UH	uh
to	TO	to
try	VV	try
to	TO	to
get	VV	get
relief	NN	relief
supplies	NNS	supply
in	IN	in
so	CC	so
uh	UH	uh
and	CC	and
and	CC	and
the	DT	the
other	JJ	other
uh	UH	uh
the	DT	the
other	JJ	other
aspect	NN	aspect
of	IN	of
course	NN	course
is	VBZ	be
to	TO	to
pressure	VV	pressure
the	DT	the
Israelis	NPS	Israelis
as	IN	as
we've	NN	we've
seen	VVN	see
some	DT	some
result	VV	result
uh	UH	uh
that	IN/that	that
whatever	WDT	whatever
they	PP	they
do	VVP	do
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
must	MD	must
be	VB	be
in	IN	in
accordance	NN	accordance
with	IN	with
the	DT	the
internationally	RB	internationally
recognized	VVN	recognize
laws	NNS	law
of	IN	of
war	NN	war
now	RB	now
I	PP	I
also	RB	also
want	VVP	want
to	TO	to
get	VV	get
your	PP$	your
view	NN	view
here	RB	here
um	VVZ	um
Israel	NP	Israel
has	VHZ	have
made	VVN	make
very	RB	very
clear	JJ	clear
that	IN/that	that
their	PP$	their
goal	NN	goal
is	VBZ	be
to	TO	to
eliminate	VV	eliminate
Hamas	RB	Hamas
what	WP	what
kind	NN	kind
of	IN	of
challenges	NNS	challenge
do	VVP	do
you	PP	you
think	VVP	think
they	PP	they
will	MD	will
be	VB	be
facing	VVG	face
uh	UH	uh
in	IN	in
routing	VVG	rout
a	DT	a
terrorist	JJ	terrorist
group	NN	group
from	IN	from
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
well	RB	well
I	PP	I
think	VVP	think
that	IN/that	that
you	PP	you
know	VVP	know
to	TO	to
to	TO	to
be	VB	be
entirely	RB	entirely
uh	UH	uh
Frank	NP	Frank
about	IN	about
this	DT	this
uh	UH	uh
one	PP	one
doesn't	VVD	doesn't
eliminate	VV	eliminate
terrorist	JJ	terrorist
groups	VVZ	group
uh	UH	uh
we	PP	we
of	IN	of
course	NN	course
in	IN	in
2001	CD	@card@
said	VVD	say
that	IN/that	that
we	PP	we
were	VBD	be
going	VVG	go
to	TO	to
eliminate	VV	eliminate
Al-Qaeda	NP	Al-Qaeda
Al-Qaeda	NP	Al-Qaeda
is	VBZ	be
still	RB	still
there	RB	there
we've	NN	we've
said	VVD	say
that	IN/that	that
we're	NN	we're
going	VVG	go
to	TO	to
eliminate	VV	eliminate
Isis	NP	Isis
Isis	NP	Isis
is	VBZ	be
still	RB	still
there	RB	there
uh	UH	uh
these	DT	these
kinds	NNS	kind
of	IN	of
organizations	NNS	organization
don't	VVD	don't
get	VV	get
eliminated	VVN	eliminate
uh	UH	uh
there	EX	there
is	VBZ	be
no	DT	no
military	JJ	military
solution	NN	solution
to	TO	to
this	DT	this
uh	UH	uh
to	TO	to
this	DT	this
situation	NN	situation
uh	UH	uh
and	CC	and
of	IN	of
course	NN	course
the	DT	the
more	RBR	more
that	IN/that	that
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
responsible	JJ	responsible
for	IN	for
uh	UH	uh
you	PP	you
know	VVP	know
for	IN	for
indiscriminate	JJ	indiscriminate
uh	UH	uh
military	JJ	military
action	NN	action
uh	UH	uh
the	DT	the
more	RBR	more
deeply	RB	deeply
embedded	VVN	embed
these	DT	these
organizations	NNS	organization
become	VV	become
uh	UH	uh
within	IN	within
the	DT	the
population	NN	population
so	IN	so
it's	NNS	it's
a	DT	a
it's	NN	it's
it's	NNS	it's
a	DT	a
situation	NN	situation
where	WRB	where
the	DT	the
harder	RBR	harder
you	PP	you
try	VVP	try
often	RB	often
the	DT	the
the	DT	the
worse	JJR	bad
the	DT	the
outcome	NN	outcome
but	CC	but
tell	VV	tell
us	PP	us
more	RBR	more
about	RB	about
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
saying	VVG	say
it	PP	it
is	VBZ	be
going	VVG	go
into	IN	into
to	TO	to
Target	NP	Target
hamas's	NNS	hamas's
leaders	NNS	leader
um	RB	um
even	RB	even
with	IN	with
the	DT	the
military	JJ	military
might	NN	might
of	IN	of
the	DT	the
IDF	NP	IDF
you	PP	you
don't	VVD	don't
think	VV	think
that	IN/that	that
they	PP	they
would	MD	would
be	VB	be
POS	NNS	po
it	PP	it
would	MD	would
be	VB	be
possible	JJ	possible
for	IN	for
for	IN	for
them	PP	them
to	TO	to
go	VV	go
in	IN	in
with	IN	with
enough	JJ	enough
Force	NP	Force
um	NNS	um
to	TO	to
stop	VV	stop
Hamas	NNS	Hamas
from	IN	from
launching	VVG	launch
attacks	NNS	attack
from	IN	from
there	EX	there
uh	UH	uh
over	IN	over
the	DT	the
long	JJ	long
term	NN	term
no	DT	no
I	NP	I
I	NP	I
don't	VVD	don't
uh	UH	uh
I	PP	I
don't	VVD	don't
believe	VV	believe
that	IN/that	that
that	WDT	that
you	PP	you
can	MD	can
succeed	VV	succeed
militarily	RB	militarily
in	IN	in
accomplishing	VVG	accomplish
that	DT	that
kind	NN	kind
of	IN	of
an	DT	an
objective	NN	objective
they	PP	they
can	MD	can
certainly	RB	certainly
um	RB	um
identify	VV	identify
and	CC	and
Target	NP	Target
uh	UH	uh
Hamas	NP	Hamas
leaders	NNS	leader
uh	UH	uh
they've	NN	they've
announced	VVD	announce
that	IN/that	that
they've	NN	they've
killed	VVN	kill
at	IN	at
least	JJS	least
one	CD	one
senior	JJ	senior
Hamas	NNS	Hamas
Commander	NP	Commander
uh	UH	uh
they	PP	they
can	MD	can
do	VV	do
that	DT	that
uh	UH	uh
but	CC	but
these	DT	these
uh	UH	uh
these	DT	these
organizations	NNS	organization
reproduce	VVP	reproduce
themselves	PP	themselves
they	PP	they
they	PP	they
they	PP	they
fill	VV	fill
uh	UH	uh
they	PP	they
fill	VVP	fill
these	DT	these
positions	NNS	position
others	NNS	other
come	VVP	come
along	RP	along
and	CC	and
and	CC	and
really	RB	really
the	DT	the
only	JJ	only
solution	NN	solution
to	TO	to
this	DT	this
situation	NN	situation
is	VBZ	be
really	RB	really
a	DT	a
political	JJ	political
solution	NN	solution
uh	UH	uh
and	CC	and
the	DT	the
Israelis	NPS	Israelis
need	VVP	need
to	TO	to
be	VB	be
careful	JJ	careful
that	IN/that	that
as	IN	as
they	PP	they
go	VVP	go
forward	RB	forward
and	CC	and
and	CC	and
respond	VV	respond
to	TO	to
this	DT	this
disaster	NN	disaster
in	IN	in
Israel	NP	Israel
uh	UH	uh
this	DT	this
tragedy	NN	tragedy
uh	UH	uh
that	IN/that	that
they	PP	they
uh	UH	uh
leave	VV	leave
room	NN	room
within	IN	within
the	DT	the
Palestinian	NN	Palestinian
the	DT	the
larger	JJR	large
Palestinian	JJ	Palestinian
Community	NN	community
not	RB	not
Hamas	JJ	Hamas
but	CC	but
with	IN	with
Palestinians	NNS	Palestinian
that	IN/that	that
they	PP	they
leave	VVP	leave
space	NN	space
to	TO	to
resume	VV	resume
a	DT	a
diplomatic	JJ	diplomatic
political	JJ	political
negotiation	NN	negotiation
that	WDT	that
will	MD	will
hopefully	RB	hopefully
lead	VV	lead
to	TO	to
a	DT	a
permanent	JJ	permanent
sustainable	JJ	sustainable
peace	NN	peace
and	CC	and
looking	VVG	look
also	RB	also
at	IN	at
the	DT	the
role	NN	role
of	IN	of
other	JJ	other
actors	NNS	actor
in	IN	in
the	DT	the
region	NN	region
when	WRB	when
you	PP	you
are	VBP	be
um	RB	um
looking	VVG	look
at	IN	at
a	DT	a
possible	JJ	possible
political	JJ	political
solution	NN	solution
where	WRB	where
do	VVP	do
you	PP	you
see	VVP	see
a	DT	a
peaceful	JJ	peaceful
Horizon	NN	horizon
as	IN	as
as	IN	as
you	PP	you
have	VHP	have
put	VVN	put
it	PP	it
well	VVP	well
I	PP	I
I	PP	I
think	VVP	think
you	PP	you
know	VVP	know
of	IN	of
course	VV	course
uh	UH	uh
the	DT	the
uh	UH	uh
the	DT	the
Abraham	NP	Abraham
Accords	NPS	Accord
countries	NNS	country
UAE	NP	UAE
Bahrain	NP	Bahrain
Morocco	NP	Morocco
have	VHP	have
a	DT	a
potential	JJ	potential
role	NN	role
to	TO	to
play	VV	play
uh	UH	uh
Egypt	NP	Egypt
and	NP	and
and	CC	and
Jordan	NP	Jordan
also	RB	also
uh	UH	uh
and	CC	and
uh	UH	uh
you	PP	you
know	VVP	know
up	RP	up
until	IN	until
last	JJ	last
week	NN	week
uh	UH	uh
it	PP	it
was	VBD	be
really	RB	really
the	DT	the
uh	UH	uh
the	DT	the
Saudi	JJ	Saudi
dialogue	NN	dialogue
with	IN	with
Israel	NP	Israel
which	WDT	which
included	VVD	include
a	DT	a
large	JJ	large
component	NN	component
of	IN	of
measures	NNS	measure
that	WDT	that
were	VBD	be
aimed	VVN	aim
at	IN	at
improving	VVG	improve
the	DT	the
lives	NNS	life
of	IN	of
Palestinians	NPS	Palestinians
uh	UH	uh
and	CC	and
I	PP	I
think	VVP	think
that	IN/that	that
that	DT	that
that	IN/that	that
that	WDT	that
perhaps	RB	perhaps
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
motivations	NNS	motivation
for	IN	for
Hamas	NP	Hamas
was	VBD	be
to	TO	to
untrack	NP	untrack
that	WDT	that
uh	UH	uh
that	DT	that
dialogue	NN	dialogue
because	IN	because
they	PP	they
feared	VVD	fear
uh	UH	uh
that	IN/that	that
a	DT	a
political	JJ	political
solution	NN	solution
that	WDT	that
strengthened	VVD	strengthen
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
would	MD	would
weaken	VV	weaken
them	PP	them
over	IN	over
the	DT	the
long	JJ	long
term	NN	term
well	RB	well
thank	VVP	thank
you	PP	you
so	RB	so
much	JJ	much
I'm	NP	I'm
afraid	JJ	afraid
that's	NNS	that's
all	RB	all
we	PP	we
have	VHP	have
time	NN	time
for	IN	for
Ambassador	NP	Ambassador
firin	NN	firin
we	PP	we
really	RB	really
appreciate	VVP	appreciate
you	PP	you
taking	VVG	take
the	DT	the
time	NN	time
to	TO	to
speak	VV	speak
with	IN	with
us	PP	us
on	IN	on
DW	NN	DW
news	NN	news
thank	VVP	thank
</doc>	NN	</doc>
