<video_id>2S1Jq58-Krs</video_id>	JJ	<video_id>2S1Jq58-Krs</video_id>
images	NNS	image
that	WDT	that
you	PP	you
see	VVP	see
not	RB	not
as	RB	as
just	RB	just
just	RB	just
random	JJ	random
people	NNS	people
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
my	PP$	my
family	NN	family
this	NN	this
is	VBZ	be
uh	UH	uh
friends	NNS	friend
of	IN	of
mine	NN	mine
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
you	PP	you
need	VVP	need
to	TO	to
understand	VV	understand
it's	NNS	it's
much	RB	much
more	RBR	more
complex	JJ	complex
and	CC	and
much	RB	much
more	RBR	more
um	JJ	um
um	JJ	um
it's	NN	it's
it's	NNS	it's
more	RBR	more
complex	JJ	complex
than	IN	than
what	WP	what
what	WP	what
you	PP	you
just	RB	just
see	VVP	see
photo	JJ	photo
it's	NNS	it's
it's	NN	it's
it's	NN	it's
people	NNS	people
and	CC	and
what	WP	what
have	VHP	have
been	VBN	be
done	VVN	do
in	IN	in
October	NP	October
7	CD	@card@
this	DT	this
is	VBZ	be
something	NN	something
that	IN/that	that
we	PP	we
and	CC	and
we	PP	we
can't	VVD	can't
accept	VV	accept
and	CC	and
we	PP	we
have	VHP	have
to	TO	to
stop	VV	stop
this	DT	this
uh	UH	uh
this	DT	this
violence	NN	violence
that	IN/that	that
it's	NNS	it's
now	RB	now
in	IN	in
now	RB	now
in	IN	in
Israel	NP	Israel
but	CC	but
later	RBR	later
on	IN	on
it	PP	it
will	MD	will
continue	VV	continue
to	TO	to
other	JJ	other
places	NNS	place
I	PP	I
imagine	VVP	imagine
you	PP	you
must	MD	must
have	VH	have
been	VBN	be
Overjoyed	VVN	overjoy
when	WRB	when
your	PP$	your
wife	NN	wife
was	VBD	be
released	VVN	release
from	IN	from
captivity	NN	captivity
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
as	IN	as
we've	NN	we've
mentioned	VVD	mention
your	PP$	your
sister	NN	sister
is	VBZ	be
still	RB	still
being	VBG	be
held	VVN	hold
hostage	NN	hostage
somewhere	RB	somewhere
in	IN	in
Gaza	NP	Gaza
have	VHP	have
you	PP	you
had	VHD	have
any	DT	any
sign	NN	sign
of	IN	of
life	NN	life
or	CC	or
received	VVD	receive
any	DT	any
information	NN	information
on	IN	on
her	PP$	her
condition	NN	condition
so	RB	so
about	IN	about
my	PP$	my
sister	NN	sister
camel	JJ	camel
uh	UH	uh
the	DT	the
only	JJ	only
information	NN	information
we	PP	we
have	VHP	have
is	VBZ	be
from	IN	from
other	JJ	other
hostages	NNS	hostage
that	WDT	that
were	VBD	be
kidnapped	VVN	kidnap
with	IN	with
her	PP	her
and	CC	and
that	DT	that
were	VBD	be
released	VVN	release
in	IN	in
the	DT	the
first	JJ	first
humanitarian	NN	humanitarian
deal	VV	deal
uh	UH	uh
the	DT	the
only	JJ	only
deal	NN	deal
that	WDT	that
was	VBD	be
happened	VVN	happen
um	JJ	um
and	CC	and
uh	UH	uh
from	IN	from
them	PP	them
we	PP	we
understood	VVD	understand
that	IN/that	that
they	PP	they
were	VBD	be
together	RB	together
and	CC	and
Kamel	NP	Kamel
so	CC	so
uh	UH	uh
when	WRB	when
they	PP	they
exit	VVP	exit
the	DT	the
kibuts	NNS	kibuts
Cel	NP	Cel
so	IN	so
the	DT	the
body	NN	body
of	IN	of
my	PP$	my
mother	NN	mother
lying	VVG	lie
in	IN	in
her	PP$	her
own	JJ	own
pool	NN	pool
of	IN	of
blood	VV	blood
uh	UH	uh
um	NNS	um
that	WDT	that
was	VBD	be
murdered	VVN	murder
the	DT	the
few	JJ	few
minutes	NNS	minute
before	IN	before
and	CC	and
uh	UH	uh
from	IN	from
there	EX	there
they	PP	they
continue	VVP	continue
into	IN	into
Gaza	NP	Gaza
STP	NP	STP
and	CC	and
they	PP	they
were	VBD	be
uh	UH	uh
they	PP	they
were	VBD	be
locked	VVN	lock
in	IN	in
a	DT	a
in	IN	in
a	DT	a
house	NN	house
with	IN	with
the	DT	the
terrorist	JJ	terrorist
and	CC	and
uh	UH	uh
Cel	NP	Cel
initiated	VVD	initiate
their	PP$	their
uh	UH	uh
Yoga	NN	yoga
practices	NNS	practice
and	CC	and
mindfulness	NN	mindfulness
and	CC	and
they	PP	they
wrote	VVD	write
a	DT	a
diary	NN	diary
together	RB	together
and	CC	and
lifted	VVD	lift
one	PP	one
another	DT	another
uh	UH	uh
up	RB	up
when	WRB	when
one	PP	one
was	VBD	be
in	IN	in
a	DT	a
bad	JJ	bad
condition	NN	condition
but	CC	but
after	IN	after
50	CD	@card@
days	NNS	day
they	PP	they
were	VBD	be
released	VVN	release
and	CC	and
the	DT	the
door	NN	door
was	VBD	be
shut	VVN	shut
behind	IN	behind
Cam	NP	Cam
and	CC	and
C	NP	C
stayed	VVD	stay
there	RB	there
by	IN	by
herself	PP	herself
39	CD	@card@
years	NNS	year
old	JJ	old
occupational	JJ	occupational
therapist	NN	therapist
uh	UH	uh
a	DT	a
woman	NN	woman
that	WDT	that
are	VBP	be
suffering	VVG	suffer
there	RB	there
every	DT	every
second	JJ	second
six	CD	six
months	NNS	month
on	IN	on
much	JJ	much
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
is	VBZ	be
now	RB	now
focused	VVN	focus
on	IN	on
the	DT	the
immense	JJ	immense
destruction	NN	destruction
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
suffering	NN	suffering
of	IN	of
Palestinian	JJ	Palestinian
civilians	NNS	civilian
there	RB	there
do	VVP	do
you	PP	you
feel	VVP	feel
that	IN/that	that
this	DT	this
has	VHZ	have
taken	VVN	take
attention	NN	attention
away	RB	away
from	IN	from
the	DT	the
plight	NN	plight
of	IN	of
the	DT	the
hostages	NNS	hostage
of	IN	of
course	NN	course
people	NNS	people
need	VVP	need
to	TO	to
understand	VV	understand
it	PP	it
first	JJ	first
of	IN	of
all	PDT	all
those	DT	those
people	NNS	people
those	DT	those
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
we	PP	we
don't	VVD	don't
want	VV	want
to	TO	to
harm	VV	harm
them	PP	them
we	PP	we
want	VVP	want
the	DT	the
the	DT	the
best	JJS	good
for	IN	for
them	PP	them
and	CC	and
some	DT	some
of	IN	of
those	DT	those
people	NNS	people
this	DT	this
is	VBZ	be
families	NNS	family
that	WDT	that
used	VVD	use
to	TO	to
work	VV	work
in	IN	in
kibuts	NNS	kibuts
B	NP	B
and	CC	and
we	PP	we
I	PP	I
personally	RB	personally
used	VVD	use
to	TO	to
donate	VV	donate
money	NN	money
to	TO	to
those	DT	those
families	NNS	family
uh	UH	uh
for	IN	for
the	DT	the
PE	NN	pe
for	IN	for
their	PP$	their
families	NNS	family
in	IN	in
Gaza	NP	Gaza
um	NNS	um
until	IN	until
October	NP	October
7th	JJ	7th
and	CC	and
um	RB	um
we	PP	we
care	VVP	care
about	IN	about
them	PP	them
and	CC	and
you	PP	you
need	VVP	need
to	TO	to
understand	VV	understand
that	IN/that	that
the	DT	the
most	RBS	most
uh	UH	uh
humanitarian	JJ	humanitarian
Cris	NP	Cris
that	IN/that	that
we	PP	we
have	VHP	have
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
This	DT	this
is	VBZ	be
the	DT	the
hostages	NNS	hostage
that	WDT	that
are	VBP	be
locked	VVN	lock
in	IN	in
basement	NN	basement
in	IN	in
tunnels	NNS	tunnel
and	CC	and
that	IN/that	that
there	EX	there
is	VBZ	be
sexual	JJ	sexual
abuses	VVZ	abuse
and	CC	and
there	EX	there
is	VBZ	be
a	DT	a
violence	NN	violence
over	RB	over
there	RB	there
that	IN/that	that
we	PP	we
know	VVP	know
that	IN/that	that
there	EX	there
were	VBD	be
was	VBD	be
violence	NN	violence
with	IN	with
the	DT	the
hostages	NNS	hostage
that	WDT	that
were	VBD	be
with	IN	with
carel	NN	carel
that	IN/that	that
all	DT	all
of	IN	of
them	PP	them
were	VBD	be
suffering	VVG	suffer
from	IN	from
violence	NN	violence
from	IN	from
the	DT	the
guards	NNS	guard
and	CC	and
it's	NNS	it's
continuing	VVG	continue
this	DT	this
was	VBD	be
50	CD	@card@
Day	NN	day
Day	NP	Day
50	CD	@card@
and	CC	and
now	RB	now
we	PP	we
are	VBP	be
in	IN	in
day	NN	day
184	CD	@card@
after	IN	after
half	PDT	half
a	DT	a
year	NN	year
think	VVP	think
about	IN	about
the	DT	the
the	DT	the
the	DT	the
violence	NN	violence
that	IN/that	that
going	VVG	go
on	IN	on
over	IN	over
there	EX	there
right	RB	right
now	RB	now
the	DT	the
sexual	JJ	sexual
abuses	NNS	abuse
and	CC	and
this	DT	this
is	VBZ	be
something	NN	something
that	IN/that	that
we	PP	we
can't	VVD	can't
accept	VV	accept
and	CC	and
we	PP	we
need	VVP	need
to	TO	to
release	VV	release
those	DT	those
hostages	NNS	hostage
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
step	NN	step
of	IN	of
fixing	VVG	fix
the	DT	the
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
and	CC	and
to	TO	to
get	VV	get
rid	JJ	rid
of	IN	of
Hamas	NP	Hamas
which	WDT	which
is	VBZ	be
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
that	IN/that	that
it's	NNS	it's
not	RB	not
just	RB	just
they	PP	they
are	VBP	be
not	RB	not
pointing	VVG	point
at	IN	at
Israel	NP	Israel
uh	UH	uh
only	RB	only
they	PP	they
told	VVD	tell
here	RB	here
then	RB	then
that	IN/that	that
she	PP	she
was	VBD	be
in	IN	in
captivity	NN	captivity
they	PP	they
told	VVD	tell
her	PP	her
that	IN/that	that
Israel	NP	Israel
was	VBD	be
only	RB	only
the	DT	the
beginning	NN	beginning
and	CC	and
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
western	JJ	western
world	NN	world
is	VBZ	be
next	JJ	next
and	CC	and
when	WRB	when
they	PP	they
understood	VVD	understand
that	IN/that	that
um	JJ	um
she's	NNS	she's
a	DT	a
German	JJ	German
citizen	NN	citizen
they	PP	they
told	VVD	tell
her	PP$	her
don't	JJ	don't
don't	NN	don't
worry	NN	worry
in	IN	in
Germany	NP	Germany
we	PP	we
have	VHP	have
a	DT	a
lot	NN	lot
of	IN	of
Kamas	NP	Kamas
people	NNS	people
and	CC	and
they	PP	they
will	MD	will
be	VB	be
next	JJ	next
so	IN	so
this	DT	this
is	VBZ	be
a	DT	a
a	DT	a
global	JJ	global
radicalism	NN	radicalism
Islamic	JJ	Islamic
uh	UH	uh
movement	NN	movement
that	DT	that
uh	UH	uh
they	PP	they
want	VVP	want
to	TO	to
get	VV	get
to	TO	to
all	DT	all
of	IN	of
the	DT	the
world	NN	world
and	CC	and
I'm	NN	I'm
not	RB	not
telling	VVG	tell
you	PP	you
that	DT	that
to	TO	to
scare	VV	scare
you	PP	you
but	CC	but
I	PP	I
think	VVP	think
that	IN/that	that
the	DT	the
next	JJ	next
place	NN	place
could	MD	could
be	VB	be
here	RB	here
in	IN	in
Germany	NP	Germany
and	CC	and
you	PP	you
need	VVP	need
to	TO	to
understand	VV	understand
that	IN/that	that
that	DT	that
Israel	NP	Israel
can't	NP	can't
be	VB	be
a	DT	a
president	NN	president
that	IN/that	that
nobody	NN	nobody
doing	VVG	do
anything	NN	anything
about	IN	about
those	DT	those
oages	NNS	oages
that	WDT	that
are	VBP	be
now	RB	now
in	IN	in
captivity	NN	captivity
and	CC	and
we	PP	we
need	VVP	need
to	TO	to
take	VV	take
care	NN	care
of	IN	of
that	WDT	that
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
step	NN	step
of	IN	of
getting	VVG	get
a	DT	a
relief	NN	relief
and	CC	and
getting	VVG	get
to	TO	to
a	DT	a
better	JJR	good
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
so	IN	so
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
needs	NNS	need
to	TO	to
happen	VV	happen
for	IN	for
Hamas	NN	Hamas
to	TO	to
agree	VV	agree
to	TO	to
release	VV	release
your	PP$	your
sister	NN	sister
and	CC	and
all	PDT	all
the	DT	the
other	JJ	other
hostages	NNS	hostage
first	JJ	first
of	IN	of
all	PDT	all
this	DT	this
is	VBZ	be
the	DT	the
the	DT	the
most	RBS	most
humanic	JJ	humanic
this	DT	this
the	DT	the
the	DT	the
natural	JJ	natural
thing	NN	thing
to	TO	to
do	VV	do
isn't	VVG	isn't
it	PP	it
they	PP	they
already	RB	already
took	VVD	take
innocent	JJ	innocent
people	NNS	people
from	IN	from
their	PP$	their
beds	NNS	bed
and	CC	and
draw	VV	draw
them	PP	them
into	IN	into
into	IN	into
Gaza	NP	Gaza
and	CC	and
now	RB	now
they	PP	they
are	VBP	be
abusing	VVG	abuse
them	PP	them
of	IN	of
course	NN	course
this	DT	this
is	VBZ	be
the	DT	the
the	DT	the
the	DT	the
right	JJ	right
thing	NN	thing
to	TO	to
do	VV	do
is	VBZ	be
to	TO	to
release	VV	release
theages	NNS	theages
and	CC	and
what	WP	what
we	PP	we
are	VBP	be
going	VVG	go
to	TO	to
Israel	NP	Israel
is	VBZ	be
going	VVG	go
to	TO	to
is	VBZ	be
going	VVG	go
to	TO	to
give	VV	give
uh	UH	uh
uh	UH	uh
in	IN	in
return	NN	return
terrorist	NN	terrorist
that	WDT	that
murdered	VVD	murder
people	NNS	people
in	IN	in
Israel	NP	Israel
this	DT	this
is	VBZ	be
the	DT	the
people	NNS	people
that	WDT	that
uh	UH	uh
that	IN/that	that
we	PP	we
are	VBP	be
going	VVG	go
to	TO	to
release	VV	release
and	CC	and
bring	VV	bring
instead	RB	instead
of	IN	of
those	DT	those
hostages	NNS	hostage
that	WDT	that
are	VBP	be
innocent	JJ	innocent
people	NNS	people
and	CC	and
