<video_id>pOLcUkTwIfU</video_id>	NP	<video_id>pOLcUkTwIfU</video_id>
Israel	NP	Israel
should	MD	should
not	RB	not
be	VB	be
guided	VVN	guide
by	IN	by
International	NP	International
pressure	NN	pressure
and	CC	and
among	IN	among
them	PP	them
are	VBP	be
also	RB	also
members	NNS	member
of	IN	of
his	PP$	his
own	JJ	own
uh	UH	uh
cabinet	NN	cabinet
some	DT	some
of	IN	of
the	DT	the
far-right	JJ	far-right
members	NNS	member
of	IN	of
his	PP$	his
cabinet	NN	cabinet
but	CC	but
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
netan	NP	netan
has	VHZ	have
said	VVN	say
it	PP	it
time	NN	time
and	CC	and
time	NN	time
again	RB	again
himself	PP	himself
that	DT	that
uh	UH	uh
he	PP	he
he	PP	he
thinks	VVZ	think
that	IN/that	that
the	DT	the
military	NN	military
needs	VVZ	need
to	TO	to
go	VV	go
into	IN	into
Rafa	NP	Rafa
uh	UH	uh
to	TO	to
uh	UH	uh
destroy	VV	destroy
Hamas	NNS	Hamas
as	IN	as
he	PP	he
puts	VVZ	put
it	PP	it
and	CC	and
also	RB	also
to	TO	to
achieve	VV	achieve
a	DT	a
full	JJ	full
victory	NN	victory
in	IN	in
this	DT	this
war	NN	war
something	NN	something
that	IN/that	that
many	JJ	many
Israelis	NPS	Israelis
are	VBP	be
not	RB	not
actually	RB	actually
believing	VVG	believe
in	IN	in
anymore	RB	anymore
at	IN	at
this	DT	this
point	NN	point
in	IN	in
time	NN	time
and	CC	and
his	PP$	his
critics	NNS	critic
have	VHP	have
said	VVN	say
he	PP	he
should	MD	should
not	RB	not
have	VH	have
said	VVN	say
that	IN/that	that
now	RB	now
uh	UH	uh
as	IN	as
a	DT	a
public	JJ	public
statement	NN	statement
is	VBZ	be
it	PP	it
is	VBZ	be
a	DT	a
crucial	JJ	crucial
time	NN	time
while	IN	while
those	DT	those
mediators	NNS	mediator
are	VBP	be
uh	UH	uh
trying	VVG	try
uh	UH	uh
to	TO	to
get	VV	get
such	PDT	such
a	DT	a
deal	VV	deal
uh	UH	uh
uh	UH	uh
together	RB	together
and	CC	and
of	IN	of
course	NN	course
it's	NNS	it's
also	RB	also
devastating	JJ	devastating
for	IN	for
uh	UH	uh
the	DT	the
families	NNS	family
uh	UH	uh
and	CC	and
relatives	NNS	relative
of	IN	of
those	DT	those
hostages	NNS	hostage
that	WDT	that
remain	VV	remain
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
and	CC	and
of	IN	of
course	NN	course
we	PP	we
should	MD	should
not	RB	not
forget	VV	forget
it	PP	it
just	RB	just
comes	VVZ	come
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
before	RB	before
um	VVD	um
uh	UH	uh
US	NP	US
Secretary	NP	Secretary
of	IN	of
State	NP	State
Anthony	NP	Anthony
blinkin	NN	blinkin
is	VBZ	be
expected	VVN	expect
to	TO	to
arrive	VV	arrive
in	IN	in
Israel	NP	Israel
and	CC	and
his	PP$	his
priorities	NNS	priority
also	RB	also
to	TO	to
push	VV	push
for	IN	for
such	PDT	such
a	DT	a
deal	VV	deal
uh	UH	uh
as	RB	as
you	PP	you
say	VV	say
uh	UH	uh
blink	NN	blink
will	MD	will
be	VB	be
in	IN	in
Israel	NP	Israel
or	CC	or
is	VBZ	be
expected	VVN	expect
to	TO	to
to	TO	to
visit	VV	visit
Israel	NP	Israel
soon	RB	soon
does	VVZ	do
the	DT	the
US	NP	US
have	VHP	have
enough	JJ	enough
leverage	NN	leverage
to	TO	to
pressure	VV	pressure
Israel	NP	Israel
not	RB	not
to	TO	to
attack	VV	attack
Rafa	NP	Rafa
what	WP	what
influence	VVP	influence
can	MD	can
he	PP	he
bring	VV	bring
well	RB	well
I	PP	I
mean	VVP	mean
his	PP$	his
main	JJ	main
goal	NN	goal
is	VBZ	be
as	IN	as
he	PP	he
had	VHD	have
said	VVN	say
is	VBZ	be
to	TO	to
bring	VV	bring
uh	UH	uh
both	CC	both
sides	VVZ	side
uh	UH	uh
first	RB	first
and	CC	and
foremost	RB	foremost
together	RB	together
to	TO	to
engage	VV	engage
uh	UH	uh
indirectly	RB	indirectly
obviously	RB	obviously
and	CC	and
to	TO	to
come	VV	come
uh	UH	uh
to	TO	to
a	DT	a
deal	VV	deal
uh	UH	uh
and	CC	and
uh	UH	uh
you	PP	you
know	VVP	know
to	TO	to
get	VV	get
to	TO	to
at	IN	at
least	JJS	least
the	DT	the
temporary	JJ	temporary
uh	UH	uh
ceasefire	NN	ceasefire
this	DT	this
is	VBZ	be
actually	RB	actually
to	TO	to
prevent	VV	prevent
such	PDT	such
an	DT	an
operation	NN	operation
or	CC	or
ground	NN	ground
operation	NN	operation
uh	UH	uh
in	IN	in
Rafa	NP	Rafa
and	CC	and
the	DT	the
Us	NP	U
and	CC	and
other	JJ	other
countries	NNS	country
you	PP	you
said	VVD	say
it	PP	it
have	VHP	have
made	VVN	make
it	PP	it
very	RB	very
clear	JJ	clear
that	IN/that	that
they	PP	they
oppose	VVP	oppose
such	PDT	such
a	DT	a
uh	UH	uh
a	DT	a
ground	NN	ground
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
where	WRB	where
over	RB	over
1	CD	@card@
million	CD	million
Palestinians	NNS	Palestinian
that	WDT	that
have	VHP	have
been	VBN	be
displaced	VVN	displace
multiple	JJ	multiple
times	NNS	time
are	VBP	be
uh	UH	uh
seeking	VVG	seek
uh	UH	uh
some	DT	some
sort	NN	sort
of	IN	of
shelter	NN	shelter
they	PP	they
said	VVD	say
there	EX	there
needs	VVZ	need
to	TO	to
be	VB	be
at	IN	at
least	JJS	least
a	DT	a
credible	JJ	credible
plan	NN	plan
to	TO	to
bring	VV	bring
those	DT	those
people	NNS	people
to	TO	to
some	DT	some
sort	NN	sort
of	IN	of
safety	NN	safety
there's	RB	there's
also	RB	also
the	DT	the
question	NN	question
of	IN	of
Aid	NN	aid
because	IN	because
most	JJS	most
of	IN	of
the	DT	the
aid	NN	aid
is	VBZ	be
still	RB	still
going	VVG	go
in	IN	in
through	IN	through
the	DT	the
Rafa	NP	Rafa
Crossing	VVG	cross
this	DT	this
is	VBZ	be
another	DT	another
very	RB	very
important	JJ	important
point	NN	point
on	IN	on
uh	UH	uh
blinken's	NNS	blinken's
agenda	NN	agenda
that	IN/that	that
more	RBR	more
humanitarian	JJ	humanitarian
aid	NN	aid
needs	VVZ	need
to	TO	to
go	VV	go
uh	UH	uh
into	IN	into
Gaza	NP	Gaza
it's	NNS	it's
still	RB	still
not	RB	not
enough	JJ	enough
um	NNS	um
although	IN	although
Israeli	JJ	Israeli
officials	NNS	official
saying	VVG	say
that	IN/that	that
Aid	NP	Aid
has	VHZ	have
been	VBN	be
increased	VVN	increase
but	CC	but
Aid	NN	aid
organizations	NNS	organization
say	VVP	say
it's	NNS	it's
not	RB	not
enough	RB	enough
and	CC	and
also	RB	also
we	PP	we
will	MD	will
see	VV	see
him	PP	him
certainly	RB	certainly
talking	VVG	talk
more	RBR	more
about	RB	about
on	IN	on
a	DT	a
regional	JJ	regional
uh	UH	uh
level	VV	level
he	PP	he
just	RB	just
came	VVD	come
from	IN	from
Saudi	NP	Saudi
Arabia	NP	Arabia
uh	UH	uh
to	TO	to
to	TO	to
prevent	VV	prevent
any	DT	any
further	JJR	further
escalation	NN	escalation
also	RB	also
on	IN	on
a	DT	a
regional	JJ	regional
level	NN	level
DW's	NP	DW's
Jerusalem	NP	Jerusalem
correspondent	NN	correspondent
Tanya	NP	Tanya
ker	NN	ker
Tanya	NP	Tanya
thank	VVP	thank
you	PP	you
many	RB	many
had	VHD	have
hoped	VVN	hope
agreement	NN	agreement
on	IN	on
a	DT	a
ceasefire	NN	ceasefire
could	MD	could
avert	VV	avert
a	DT	a
rougher	JJR	rough
ground	NN	ground
incursion	NN	incursion
which	WDT	which
Israel's	NP	Israel's
allies	NNS	ally
including	VVG	include
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
Germany	NP	Germany
have	VHP	have
warned	VVN	warn
against	IN	against
the	DT	the
United	NP	United
Nations	NPS	Nations
relief	NN	relief
Agency	NP	Agency
for	IN	for
Palestinians	NPS	Palestinians
or	CC	or
anra	NP	anra
warns	VVZ	warn
that	IN/that	that
while	IN	while
more	JJR	more
Aid	NN	aid
has	VHZ	have
been	VBN	be
getting	VVG	get
through	IN	through
any	DT	any
rougher	JJR	rough
military	JJ	military
operation	NN	operation
could	MD	could
severely	RB	severely
disrupt	VV	disrupt
vital	JJ	vital
distribution	NN	distribution
efforts	NNS	effort
the	DT	the
crossing	NN	crossing
at	IN	at
Rafa	NP	Rafa
a	DT	a
vital	JJ	vital
Lifeline	NN	lifeline
for	IN	for
gazin	NN	gazin
that	WDT	that
could	MD	could
soon	RB	soon
be	VB	be
under	IN	under
threat	NN	threat
famine	NN	famine
is	VBZ	be
looming	VVG	loom
for	IN	for
more	JJR	more
than	IN	than
a	DT	a
million	CD	million
people	NNS	people
here	RB	here
the	DT	the
UN	NP	UN
estimates	VVZ	estimate
billions	NNS	billion
of	IN	of
dollars	NNS	dollar
in	IN	in
Aid	NP	Aid
are	VBP	be
necessary	JJ	necessary
in	IN	in
the	DT	the
coming	VVG	come
months	NNS	month
Israel	NP	Israel
says	VVZ	say
Aid	NP	Aid
is	VBZ	be
flowing	VVG	flow
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
weeks	NNS	week
the	DT	the
amount	NN	amount
of	IN	of
humanitarian	JJ	humanitarian
Aid	NN	aid
going	VVG	go
into	IN	into
Gaza	NP	Gaza
has	VHZ	have
significantly	RB	significantly
increased	VVN	increase
in	IN	in
the	DT	the
coming	VVG	come
days	NNS	day
the	DT	the
amount	NN	amount
of	IN	of
Aid	NP	Aid
going	VVG	go
into	IN	into
Gaza	NP	Gaza
will	MD	will
continue	VV	continue
to	TO	to
scale	VV	scale
up	RP	up
even	RB	even
more	JJR	more
food	NN	food
water	NN	water
medical	JJ	medical
supplies	NNS	supply
shelter	NN	shelter
equipment	NN	equipment
and	CC	and
other	JJ	other
Aid	NN	aid
more	JJR	more
of	IN	of
it	PP	it
is	VBZ	be
going	VVG	go
into	IN	into
Gaza	NP	Gaza
than	IN	than
ever	RB	ever
before	IN	before
so	RB	so
far	RB	far
Aid	NP	Aid
has	VHZ	have
entered	VVN	enter
Gaza	NP	Gaza
via	IN	via
land	NN	land
and	CC	and
air	NN	air
often	RB	often
using	VVG	use
the	DT	the
Egyptian	JJ	Egyptian
Port	NP	Port
of	IN	of
Elish	NP	Elish
freight	NN	freight
trucks	NNS	truck
then	RB	then
head	VVP	head
for	IN	for
the	DT	the
Rafa	NP	Rafa
Crossing	NN	crossing
Israel	NP	Israel
has	VHZ	have
announced	VVN	announce
it's	NNS	it's
temporarily	RB	temporarily
opening	VVG	open
other	JJ	other
Crossings	NNS	crossing
at	IN	at
Ares	NP	Ares
and	CC	and
the	DT	the
so-called	JJ	so-called
G	NP	G
96	CD	@card@
which	WDT	which
allow	VVP	allow
Aid	NN	aid
into	IN	into
Northern	NP	Northern
Gaza	NP	Gaza
without	IN	without
a	DT	a
dangerous	JJ	dangerous
drive	NN	drive
through	IN	through
the	DT	the
conflict	NN	conflict
Zone	NP	Zone
the	DT	the
Us	NP	U
and	CC	and
other	JJ	other
countries	NNS	country
have	VHP	have
been	VBN	be
airdropping	VVG	airdrop
aid	NN	aid
for	IN	for
months	NNS	month
now	RB	now
and	CC	and
the	DT	the
US	NP	US
is	VBZ	be
building	VVG	build
a	DT	a
floating	JJ	floating
Aid	NP	Aid
Pier	NP	Pier
off	RB	off
of	IN	of
gaza's	NP	gaza's
Mediterranean	NP	Mediterranean
Coast	NP	Coast
that	WDT	that
will	MD	will
allow	VV	allow
ships	NNS	ship
to	TO	to
deliver	VV	deliver
Aid	NN	aid
directly	RB	directly
at	IN	at
a	DT	a
cost	NN	cost
of	IN	of
more	JJR	more
than	IN	than
$300	JJ	$300
million	CD	million
but	CC	but
the	DT	the
United	NP	United
Nations	NPS	Nations
world	NN	world
food	NN	food
program	NN	program
says	VVZ	say
that	IN/that	that
getting	VVG	get
food	NN	food
to	TO	to
people	NNS	people
who	WP	who
need	VVP	need
it	PP	it
is	VBZ	be
complex	JJ	complex
effect	NN	effect
especially	RB	especially
given	VVN	give
ongoing	JJ	ongoing
air	NN	air
strikes	NNS	strike
and	CC	and
shelling	VVG	shell
we	PP	we
don't	VVD	don't
have	VH	have
enough	JJ	enough
trucks	NNS	truck
so	RB	so
under	IN	under
the	DT	the
current	JJ	current
circumstances	NNS	circumstance
where	WRB	where
we	PP	we
don't	VVD	don't
have	VH	have
um	JJ	um
safety	NN	safety
where	WRB	where
we	PP	we
don't	VVD	don't
have	VH	have
enough	JJ	enough
trucks	NNS	truck
coming	VVG	come
into	IN	into
Gaza	NP	Gaza
to	TO	to
deliver	VV	deliver
where	WRB	where
we	PP	we
have	VHP	have
one	CD	one
checkpoint	NN	checkpoint
for	IN	for
now	RB	now
going	VVG	go
into	IN	into
the	DT	the
north	NN	north
with	IN	with
only	RB	only
a	DT	a
few	JJ	few
trucks	NNS	truck
going	VVG	go
in	IN	in
we're	NN	we're
not	RB	not
operating	VVG	operate
at	IN	at
the	DT	the
scale	NN	scale
that	IN/that	that
we	PP	we
would	MD	would
like	VV	like
the	DT	the
efforts	NNS	effort
that	WDT	that
are	VBP	be
already	RB	already
underway	JJ	underway
would	MD	would
be	VB	be
severely	RB	severely
disrupted	VVN	disrupt
if	IN	if
Israel	NP	Israel
does	VVZ	do
mount	VV	mount
a	DT	a
full-scale	JJ	full-scale
ground	NN	ground
offensive	NN	offensive
on	IN	on
Raa	NP	Raa
making	VVG	make
deliveries	NNS	delivery
even	RB	even
more	RBR	more
dangerous	JJ	dangerous
for	IN	for
Aid	NN	aid
workers	NNS	worker
and	CC	and
Gins	NP	Gins
alike	RB	alike
and	CC	and
I'm	NP	I'm
joined	VVD	join
Now	RB	now
by	IN	by
Sam	NP	Sam
Rose	NP	Rose
from	IN	from
anra	NN	anra
that's	NNS	that's
the	DT	the
UN	NP	UN
relief	NN	relief
and	CC	and
works	VVZ	work
Agency	NP	Agency
for	IN	for
Palestine	NP	Palestine
refugees	NNS	refugee
welcome	VVP	welcome
to	TO	to
DW	JJ	DW
thanks	NNS	thanks
for	IN	for
your	PP$	your
time	VV	time
uh	UH	uh
Israel's	NP	Israel's
prime	JJ	prime
minister	NN	minister
Netanyahu	NP	Netanyahu
Benyamin	NP	Benyamin
Netanyahu	NP	Netanyahu
is	VBZ	be
saying	VVG	say
the	DT	the
planned	JJ	planned
offensive	NN	offensive
on	IN	on
Rafa	NP	Rafa
will	MD	will
happen	VV	happen
no	DT	no
matter	NN	matter
what	WP	what
can	MD	can
I	PP	I
ask	VV	ask
for	IN	for
your	PP$	your
reaction	NN	reaction
to	TO	to
that	DT	that
statement	NN	statement
yes	NN	yes
thanks	NNS	thanks
for	IN	for
having	VHG	have
me	PP	me
on	IN	on
I	PP	I
mean	VVP	mean
we're	NN	we're
hearing	VVG	hear
the	DT	the
news	NN	news
live	VVP	live
as	RB	as
as	RB	as
as	IN	as
you	PP	you
are	VBP	be
this	DT	this
this	DT	this
breaking	VVG	break
news	NN	news
and	CC	and
obviously	RB	obviously
it's	NNS	it's
extremely	RB	extremely
extremely	RB	extremely
concerning	VVG	concern
for	IN	for
for	IN	for
us	PP	us
for	IN	for
the	DT	the
humanitarian	JJ	humanitarian
Community	NN	community
but	CC	but
most	RBS	most
importantly	RB	importantly
for	IN	for
the	DT	the
for	IN	for
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
and	CC	and
the	DT	the
people	NNS	people
of	IN	of
Rafa	NP	Rafa
in	IN	in
particular	NN	particular
there	EX	there
has	VHZ	have
been	VBN	be
a	DT	a
palpable	JJ	palpable
sense	NN	sense
of	IN	of
anxiety	NN	anxiety
here	RB	here
over	IN	over
the	DT	the
past	JJ	past
few	JJ	few
uh	UH	uh
few	JJ	few
days	NNS	day
as	IN	as
this	DT	this
deadline	NN	deadline
has	VHZ	have
got	VVN	get
closer	RBR	closer
and	CC	and
closer	RBR	closer
and	CC	and
if	IN	if
indeed	RB	indeed
these	DT	these
reports	NNS	report
are	VBP	be
confirmed	VVN	confirm
uh	UH	uh
we	PP	we
are	VBP	be
extremely	RB	extremely
concerned	VVN	concern
about	IN	about
what	WP	what
the	DT	the
immediate	JJ	immediate
and	CC	and
and	CC	and
longer	JJR	long
term	NN	term
future	NN	future
holes	NNS	hole
for	IN	for
people	NNS	people
here	RB	here
Sam	NP	Sam
you're	NN	you're
in	IN	in
Rua	NP	Rua
can	MD	can
you	PP	you
give	VV	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
what	WP	what
it	PP	it
is	VBZ	be
like	IN	like
there	RB	there
the	DT	the
conditions	NNS	condition
you	PP	you
spoke	VVD	speak
about	IN	about
the	DT	the
sense	NN	sense
of	IN	of
uh	UH	uh
anxiety	NN	anxiety
how	WRB	how
are	VBP	be
people	NNS	people
coping	VVG	cope
with	IN	with
now	RB	now
the	DT	the
shadow	NN	shadow
of	IN	of
this	DT	this
planned	JJ	planned
offensive	NN	offensive
hanging	VVG	hang
over	IN	over
them	PP	them
the	DT	the
conditions	NNS	condition
are	VBP	be
desperate	JJ	desperate
the	DT	the
conditions	NNS	condition
have	VHP	have
been	VBN	be
desperate	JJ	desperate
here	RB	here
for	IN	for
for	IN	for
for	IN	for
several	JJ	several
months	NNS	month
we	PP	we
have	VHP	have
one	CD	one
and	CC	and
a	DT	a
half	JJ	half
million	CD	million
people	NNS	people
living	VVG	live
in	IN	in
a	DT	a
tiny	JJ	tiny
Slither	NN	slither
of	IN	of
land	NN	land
here	IN	here
most	JJS	most
of	IN	of
them	PP	them
have	VHP	have
have	VHP	have
lost	VVN	lose
every	DT	every
things	NNS	thing
many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
living	VVG	live
in	IN	in
tents	NNS	tent
or	CC	or
in	IN	in
knitted	VVN	knit
together	RB	together
you	PP	you
know	VVP	know
tents	NNS	tent
made	VVN	make
of	IN	of
bags	NNS	bag
of	IN	of
flour	VVP	flour
they	PP	they
they	PP	they
have	VHP	have
almost	RB	almost
nothing	NN	nothing
we're	NN	we're
living	VVG	live
through	IN	through
extremely	RB	extremely
poor	JJ	poor
sanitation	NN	sanitation
conditions	NNS	condition
extremely	RB	extremely
poor	JJ	poor
health	NN	health
conditions	NNS	condition
there	EX	there
are	VBP	be
regular	JJ	regular
bombardments	NNS	bombardment
that	WDT	that
are	VBP	be
that	DT	that
that	WDT	that
pepper	VVP	pepper
the	DT	the
day	NN	day
that	WDT	that
pepper	VVP	pepper
the	DT	the
night	NN	night
a	DT	a
constant	JJ	constant
sound	NN	sound
of	IN	of
drone	NN	drone
drone	NN	drone
drone	VVP	drone
Israeli	JJ	Israeli
drones	NNS	drone
overhead	NN	overhead
that	WDT	that
just	RB	just
torment	VVP	torment
people	NNS	people
who	WP	who
have	VHP	have
already	RB	already
been	VBN	be
through	IN	through
so	RB	so
much	JJ	much
and	CC	and
and	CC	and
on	IN	on
top	NN	top
of	IN	of
this	DT	this
that	DT	that
they're	NN	they're
dealing	VVG	deal
with	IN	with
the	DT	the
most	RBS	most
uncertain	JJ	uncertain
future	NN	future
we	PP	we
already	RB	already
know	VVP	know
the	DT	the
situation	NN	situation
is	VBZ	be
catastrophic	JJ	catastrophic
here	RB	here
if	IN	if
the	DT	the
incursion	NN	incursion
and	CC	and
if	IN	if
the	DT	the
operation	NN	operation
goes	VVZ	go
ahead	RB	ahead
it	PP	it
will	MD	will
be	VB	be
far	RB	far
far	RB	far
worse	JJR	bad
we're	NN	we're
looking	VVG	look
at	IN	at
wide	JJ	wide
scale	NN	scale
destruction	NN	destruction
and	CC	and
really	RB	really
a	DT	a
multitude	NN	multitude
of	IN	of
of	IN	of
casualties	NNS	casualty
that's	NNS	that's
on	IN	on
the	DT	the
on	IN	on
the	DT	the
ground	NN	ground
here	RB	here
for	IN	for
people	NNS	people
inside	IN	inside
Rapa	NP	Rapa
then	RB	then
we	PP	we
have	VHP	have
major	JJ	major
questions	NNS	question
about	RB	about
where	WRB	where
they	PP	they
will	MD	will
go	VV	go
space	NN	space
for	IN	for
them	PP	them
to	TO	to
to	RB	to
to	TO	to
set	VV	set
up	RP	up
shelter	NN	shelter
and	CC	and
how	WRB	how
we	PP	we
as	IN	as
the	DT	the
humanitarian	JJ	humanitarian
Community	NN	community
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
assist	VV	assist
and	CC	and
protect	VV	protect
him	PP	him
on	IN	on
that	DT	that
point	NN	point
Israel	NP	Israel
is	VBZ	be
saying	VVG	say
that	IN/that	that
it's	NNS	it's
preparing	VVG	prepare
to	TO	to
evacuate	VV	evacuate
Palestinians	NPS	Palestinians
from	IN	from
Rafa	NP	Rafa
can	MD	can
you	PP	you
talk	VV	talk
to	TO	to
us	PP	us
about	IN	about
the	DT	the
logistics	NNS	logistic
of	IN	of
that	WDT	that
I	PP	I
mean	VVP	mean
would	MD	would
it	PP	it
even	RB	even
be	VB	be
possible	JJ	possible
we've	NN	we've
seen	VVN	see
what's	NNS	what's
happened	VVN	happen
in	IN	in
in	IN	in
Northern	NP	Northern
Gaza	NP	Gaza
we	PP	we
saw	VVD	see
what	WP	what
had	VHD	have
happened	VVN	happen
in	IN	in
in	IN	in
canun	JJ	canun
several	JJ	several
weeks	NNS	week
several	JJ	several
several	JJ	several
months	NNS	month
ago	RB	ago
now	RB	now
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
to	TO	to
northern	JJ	northern
northern	JJ	northern
Gaza	NP	Gaza
the	DT	the
situation	NN	situation
here	RB	here
is	VBZ	be
is	VBZ	be
completely	RB	completely
different	JJ	different
both	CC	both
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
scale	VV	scale
uh	UH	uh
the	DT	the
order	NN	order
of	IN	of
magnitude	NN	magnitude
we're	NN	we're
looking	VVG	look
at	IN	at
almost	RB	almost
1.5	CD	@card@
million	CD	million
people	NNS	people
who	WP	who
are	VBP	be
living	VVG	live
here	RB	here
and	CC	and
also	RB	also
the	DT	the
destination	NN	destination
uh	UH	uh
you	PP	you
know	VVP	know
they're	NN	they're
being	VBG	be
if	IN	if
indeed	RB	indeed
this	DT	this
do	VVP	do
does	VVZ	do
come	VV	come
to	TO	to
pass	VV	pass
they'll	RB	they'll
be	VB	be
pushed	VVN	push
into	IN	into
areas	NNS	area
that	WDT	that
have	VHP	have
already	RB	already
been	VBN	be
subject	JJ	subject
to	TO	to
Savage	NP	Savage
bombardment	NN	bombardment
over	IN	over
the	DT	the
past	JJ	past
several	JJ	several
months	NNS	month
and	CC	and
and	CC	and
and	CC	and
the	DT	the
other	JJ	other
important	JJ	important
factor	NN	factor
is	VBZ	be
that	IN/that	that
that	DT	that
Aid	NN	aid
has	VHZ	have
been	VBN	be
getting	VVG	get
into	IN	into
Gaza	NP	Gaza
at	IN	at
far	RB	far
far	RB	far
far	RB	far
lower	JJR	low
volumes	NNS	volume
than	IN	than
we	PP	we
would	MD	would
love	VV	love
but	CC	but
Rafa	NP	Rafa
Kum	NP	Kum
Shalom	NP	Shalom
the	DT	the
Border	NP	Border
area	NN	area
here	RB	here
has	VHZ	have
been	VBN	be
the	DT	the
lifeline	NN	lifeline
for	IN	for
that	DT	that
trickle	NN	trickle
of	IN	of
Aid	NN	aid
we	PP	we
know	VVP	know
that	IN/that	that
it	PP	it
isn't	VVD	isn't
