<video_id>RaI0NwxzDWw</video_id>	JJ	<video_id>RaI0NwxzDWw</video_id>
was	VBD	be
quite	RB	quite
strong	JJ	strong
um	NN	um
the	DT	the
officials	NNS	official
say	VVP	say
that	IN/that	that
um	RB	um
there	EX	there
are	VBP	be
three	CD	three
three	CD	three
three	CD	three
person	NN	person
couldn't	NN	couldn't
identifyed	NN	identifyed
were	VBD	be
killed	VVN	kill
and	CC	and
we	PP	we
are	VBP	be
waiting	VVG	wait
of	IN	of
the	DT	the
the	DT	the
the	DT	the
next	JJ	next
development	NN	development
um	NN	um
Al	NP	Al
is	VBZ	be
it's	JJ	it's
very	RB	very
busy	JJ	busy
area	NN	area
it's	NNS	it's
it's	NNS	it's
not	RB	not
far	RB	far
from	IN	from
here	RB	here
from	IN	from
DV	NP	DV
office	NN	office
about	IN	about
5	CD	@card@
km	NN	km
far	RB	far
from	IN	from
here	RB	here
and	CC	and
it's	NNS	it's
very	RB	very
busy	JJ	busy
area	NN	area
in	IN	in
this	DT	this
time	NN	time
it	PP	it
was	VBD	be
it's	NN	it's
evening	NN	evening
and	CC	and
everybody	NN	everybody
was	VBD	be
on	IN	on
the	DT	the
road	NN	road
and	CC	and
we	PP	we
maybe	RB	maybe
there	EX	there
are	VBP	be
some	DT	some
civilians	NNS	civilian
uh	UH	uh
being	VBG	be
injured	VVN	injure
during	IN	during
this	DT	this
attack	NN	attack
figure	NN	figure
was	VBD	be
sori	NNS	sorus
in	IN	in
the	DT	the
ranks	NNS	rank
of	IN	of
Hamas	NN	Hamas
he	PP	he
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
top	JJ	top
leaders	NNS	leader
in	IN	in
Hamas	NN	Hamas
he	PP	he
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
founder	NN	founder
of	IN	of
alasam	NN	alasam
group	NN	group
the	DT	the
military	JJ	military
Wing	NP	Wing
in	IN	in
Hamas	NP	Hamas
and	NP	and
and	CC	and
he	PP	he
is	VBZ	be
um	NN	um
he	PP	he
became	VVD	become
a	DT	a
member	NN	member
of	IN	of
poit	NN	poit
buau	NN	buau
since	IN	since
20110	CD	@card@
and	CC	and
he	PP	he
uh	UH	uh
returned	VVD	return
back	RB	back
to	TO	to
Beirut	NP	Beirut
in	IN	in
2017	CD	@card@
he	PP	he
was	VBD	be
outside	IN	outside
Beirut	NP	Beirut
and	CC	and
because	IN	because
there	EX	there
was	VBD	be
some	DT	some
misunderstanding	NN	misunderstanding
between	IN	between
hisbah	NN	hisbah
and	CC	and
Hamas	NN	Hamas
because	IN	because
the	DT	the
war	NN	war
in	IN	in
Syria	NP	Syria
so	IN	so
he	PP	he
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
important	JJ	important
uh	UH	uh
top	JJ	top
leaders	NNS	leader
in	IN	in
Hamas	JJ	Hamas
uh	UH	uh
poit	NN	poit
buau	NN	buau
and	CC	and
targeting	VVG	target
him	PP	him
it	PP	it
means	VVZ	mean
a	DT	a
lot	NN	lot
to	TO	to
Hamas	NP	Hamas
and	CC	and
for	IN	for
hisbah	NN	hisbah
exactly	RB	exactly
especially	RB	especially
because	IN	because
there's	RB	there's
being	VBG	be
targeted	VVN	target
this	DT	this
person	NN	person
being	VBG	be
targeted	VVN	target
by	IN	by
um	NNS	um
in	IN	in
an	DT	an
strike	NN	strike
draw	NN	draw
strike	NN	strike
in	IN	in
Al	NP	Al
south	NN	south
of	IN	of
Beirut	NP	Beirut
so	IN	so
it	PP	it
means	VVZ	mean
a	DT	a
lot	NN	lot
to	TO	to
know	VV	know
how	WRB	how
have	VH	have
Lebanese	JJ	Lebanese
authorities	NNS	authority
reacted	VVD	react
to	TO	to
this	DT	this
strike	NN	strike
in	IN	in
the	DT	the
capital	NN	capital
there	EX	there
are	VBP	be
different	JJ	different
kind	NN	kind
of	IN	of
reactions	NNS	reaction
um	RB	um
there	EX	there
are	VBP	be
some	DT	some
politicians	NNS	politician
condemns	VVZ	condemn
condemn	VV	condemn
the	DT	the
the	DT	the
attack	NN	attack
and	CC	and
this	DT	this
and	CC	and
the	DT	the
prime	JJ	prime
minister	NN	minister
of	IN	of
leanan	NP	leanan
he	PP	he
say	VVP	say
Mr	NP	Mr
mikati	NP	mikati
condemned	VVD	condemn
Israel's	NNS	Israel's
killing	VVG	kill
ofori	NNS	ofori
he	PP	he
said	VVD	say
uh	UH	uh
the	DT	the
attack	NN	attack
aims	VVZ	aim
to	TO	to
draw	VV	draw
libanan	NP	libanan
further	JJR	further
into	IN	into
the	DT	the
Israel	NP	Israel
Hamas	NP	Hamas
War	NP	War
uh	UH	uh
uh	UH	uh
into	IN	into
new	JJ	new
phase	NN	phase
of	IN	of
the	DT	the
uh	UH	uh
confrontation	NN	confrontation
M	NN	M
with	IN	with
with	IN	with
Israel	NP	Israel
and	CC	and
um	NNS	um
now	RB	now
we	PP	we
heard	VVD	hear
that	DT	that
leanon	NN	leanon
to	TO	to
submit	VV	submit
complain	VV	complain
to	TO	to
un	VV	un
Security	NP	Security
Council	NP	Council
against	IN	against
the	DT	the
strike	NN	strike
so	IN	so
there	EX	there
are	VBP	be
some	DT	some
um	NN	um
some	DT	some
reactions	NNS	reaction
here	RB	here
but	CC	but
the	DT	the
people	NNS	people
here	RB	here
around	RB	around
in	IN	in
B	NP	B
are	VBP	be
very	RB	very
worried	VVN	worry
and	CC	and
the	DT	the
situation	NN	situation
became	VVD	become
really	RB	really
complicated	JJ	complicated
and	CC	and
very	RB	very
critical	JJ	critical
now	RB	now
we	PP	we
have	VHP	have
to	TO	to
be	VB	be
clear	JJ	clear
here	RB	here
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
not	RB	not
yet	RB	yet
claimed	VVN	claim
or	CC	or
has	VHZ	have
not	RB	not
claimed	VVN	claim
responsibility	NN	responsibility
for	IN	for
this	DT	this
strike	VV	strike
uh	UH	uh
you	PP	you
mentioned	VVD	mention
there	RB	there
the	DT	the
um	JJ	um
prime	JJ	prime
minister	NN	minister
talking	VVG	talk
about	IN	about
being	VBG	be
drawn	VVN	draw
into	IN	into
a	DT	a
conflict	NN	conflict
among	IN	among
the	DT	the
population	NN	population
how	WRB	how
big	JJ	big
are	VBP	be
fears	NNS	fear
of	IN	of
a	DT	a
wider	JJR	wide
conflict	NN	conflict
conflict	VV	conflict
uh	UH	uh
the	DT	the
the	DT	the
fierce	JJ	fierce
is	VBZ	be
quite	RB	quite
big	JJ	big
in	IN	in
fact	NN	fact
because	IN	because
we	PP	we
were	VBD	be
talking	VVG	talk
here	RB	here
in	IN	in
Lebanon	NP	Lebanon
the	DT	the
people	NNS	people
talking	VVG	talk
here	RB	here
lean	JJ	lean
about	IN	about
they	PP	they
call	VVP	call
it	PP	it
like	IN	like
the	DT	the
Rules	NNS	rule
of	IN	of
Engagement	NN	engagement
between	IN	between
Israel	NP	Israel
and	CC	and
hisbah	NNS	hisbah
now	RB	now
there	EX	there
is	VBZ	be
a	DT	a
new	JJ	new
Dynamic	NN	dynamic
for	IN	for
this	DT	this
conflict	NN	conflict
we	PP	we
are	VBP	be
talking	VVG	talk
about	IN	about
targeting	VVG	target
alah	NN	alah
the	DT	the
South	NP	South
suffers	VVZ	suffer
of	IN	of
Beirut	NP	Beirut
so	RB	so
now	RB	now
we	PP	we
are	VBP	be
we	PP	we
are	VBP	be
we	PP	we
have	VHP	have
a	DT	a
new	JJ	new
rules	NNS	rule
maybe	RB	maybe
nobody	NN	nobody
knows	VVZ	know
um	NNS	um
especially	RB	especially
that	IN/that	that
the	DT	the
people	NNS	people
are	VBP	be
waiting	VVG	wait
tomorrow	NN	tomorrow
speech	NN	speech
of	IN	of
H	NP	H
the	DT	the
leader	NN	leader
of	IN	of
ofah	NN	ofah
and	CC	and
we	PP	we
don't	VVD	don't
know	VV	know
how	WRB	how
will	MD	will
situation	NN	situation
will	MD	will
be	VB	be
continued	VVN	continue
and	CC	and
will	MD	will
be	VB	be
will	MD	will
be	VB	be
um	RB	um
developed	VVN	develop
nobody	NN	nobody
knows	VVZ	know
the	DT	the
people	NNS	people
are	VBP	be
waiting	VVG	wait
the	DT	the
speech	NN	speech
of	IN	of
Hass	NP	Hass
and	CC	and
usually	RB	usually
when	WRB	when
he	PP	he
is	VBZ	be
speaking	VVG	speak
about	IN	about
something	NN	something
about	IN	about
Israel	NP	Israel
and	CC	and
the	DT	the
conflict	NN	conflict
with	IN	with
Israel	NP	Israel
uh	UH	uh
the	DT	the
people	NNS	people
are	VBP	be
in	IN	in
leanon	NN	leanon
very	RB	very
worry	VVP	worry
and	CC	and
they	PP	they
are	VBP	be
waiting	VVG	wait
his	PP$	his
speech	NN	speech
carefully	RB	carefully
because	RB	because
um	VVD	um
uh	UH	uh
hisbah	NN	hisbah
is	VBZ	be
one	CD	one
is	VBZ	be
well	RB	well
trained	VVN	train
Fighters	NNS	fighter
they	PP	they
have	VHP	have
about	RB	about
100,000	CD	@card@
Fighters	NNS	fighter
well	RB	well
trained	VVN	train
fighters	NNS	fighter
in	IN	in
leanan	NP	leanan
and	CC	and
they	PP	they
are	VBP	be
um	JJ	um
they	PP	they
are	VBP	be
always	RB	always
on	IN	on
the	DT	the
south	NN	south
of	IN	of
leanon	NN	leanon
we	PP	we
were	VBD	be
talk	NN	talk
about	RB	about
before	IN	before
about	IN	about
the	DT	the
targeting	VVG	target
on	IN	on
the	DT	the
border	NN	border
Israel	NP	Israel
targeting	VVG	target
Village	NP	Village
or	CC	or
some	DT	some
uh	UH	uh
fighters	NNS	fighter
of	IN	of
hisbah	NN	hisbah
on	IN	on
the	DT	the
border	NN	border
leane	NN	leane
border	NN	border
and	CC	and
hisbah	NN	hisbah
targeting	VVG	target
and	CC	and
uh	UH	uh
strikes	VVZ	strike
another	DT	another
another	DT	another
um	JJ	um
uh	UH	uh
another	DT	another
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
Israel	NP	Israel
now	RB	now
we	PP	we
are	VBP	be
talking	VVG	talk
about	IN	about
targeting	VVG	target
and	CC	and
strike	NN	strike
inside	IN	inside
Beirut	NP	Beirut
and	CC	and
this	DT	this
means	VVZ	mean
a	DT	a
lot	NN	lot
that	IN/that	that
abas	NNS	aba
alali	NNS	alali
thank	VVP	thank
you	PP	you
for	IN	for
that	WDT	that
thank	VVP	thank
you	PP	you
and	CC	and
moving	VVG	move
on	IN	on
to	TO	to
Sami	NP	Sami
s	NN	S
who's	NNS	who's
following	VVG	follow
the	DT	the
story	NN	story
for	IN	for
us	PP	us
from	IN	from
Tel	NP	Tel
Aviv	NP	Aviv
Sami	NP	Sami
what	WP	what
has	VHZ	have
the	DT	the
reaction	NN	reaction
in	IN	in
Israel	NP	Israel
been	VBN	be
to	TO	to
the	DT	the
bayroot	NN	bayroot
strike	NN	strike
well	RB	well
first	JJ	first
of	IN	of
all	DT	all
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Nan	NP	Nan
has	VHZ	have
ordered	VVN	order
the	DT	the
Ministers	NPS	Ministers
of	IN	of
his	PP$	his
cabinet	NN	cabinet
not	RB	not
to	TO	to
give	VV	give
any	DT	any
statements	NNS	statement
about	IN	about
this	DT	this
uh	UH	uh
strike	NN	strike
nevertheless	RB	nevertheless
Danny	NP	Danny
donon	NN	donon
who	WP	who
is	VBZ	be
a	DT	a
member	NN	member
of	IN	of
the	DT	the
leud	NN	leud
party	NN	party
and	CC	and
he's	NNS	he's
also	RB	also
member	NN	member
of	IN	of
the	DT	the
foreign	JJ	foreign
and	CC	and
the	DT	the
security	NN	security
committee	NN	committee
inside	IN	inside
the	DT	the
keset	NN	keset
it's	NNS	it's
a	DT	a
committee	NN	committee
that	WDT	that
is	VBZ	be
exposed	VVN	expose
to	TO	to
a	DT	a
top	JJ	top
secrets	NNS	secret
and	CC	and
so	RB	so
forth	RB	forth
he	PP	he
commented	VVD	comment
on	IN	on
Twitter	NN	twitter
by	IN	by
congratulating	VVG	congratulate
the	DT	the
IDF	NP	IDF
the	DT	the
mosad	NN	mosad
the	DT	the
she	PP	she
bet	VVP	bet
for	IN	for
the	DT	the
assassination	NN	assassination
ofi	NN	ofi
and	CC	and
what	WP	what
he's	NNS	he's
saying	VVG	say
and	CC	and
others	NNS	other
is	VBZ	be
that	IN/that	that
salahi	NNS	salahi
not	RB	not
not	RB	not
only	RB	only
is	VBZ	be
the	DT	the
number	NN	number
two	CD	two
of	IN	of
the	DT	the
Hamas	JJ	Hamas
movement	NN	movement
but	CC	but
he's	NNS	he's
also	RB	also
the	DT	the
one	CD	one
who	WP	who
was	VBD	be
engaged	VVN	engage
in	IN	in
the	DT	the
attack	NN	attack
that	WDT	that
was	VBD	be
launched	VVN	launch
in	IN	in
October	NP	October
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
attack	NN	attack
and	CC	and
what	WP	what
commentators	NNS	commentator
here	RB	here
are	VBP	be
saying	VVG	say
that	IN/that	that
this	DT	this
strike	NN	strike
that	WDT	that
was	VBD	be
launched	VVN	launch
by	IN	by
Israel	NP	Israel
is	VBZ	be
a	DT	a
very	RB	very
successful	JJ	successful
one	CD	one
as	IN	as
it	PP	it
was	VBD	be
a	DT	a
a	DT	a
maybe	RB	maybe
the	DT	the
most	RBS	most
successful	JJ	successful
attack	NN	attack
that	IN/that	that
Israel	NP	Israel
launched	VVD	launch
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
its	PP$	its
war	NN	war
against	IN	against
Hamas	NP	Hamas
and	CC	and
that	IN/that	that
this	DT	this
is	VBZ	be
a	DT	a
great	JJ	great
achievement	NN	achievement
for	IN	for
the	DT	the
Israeli	JJ	Israeli
intelligence	NN	intelligence
that	WDT	that
has	VHZ	have
failed	VVN	fail
on	IN	on
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
and	CC	and
now	RB	now
it	PP	it
has	VHZ	have
come	VVN	come
back	RB	back
to	TO	to
its	PP$	its
uh	UH	uh
reputation	NN	reputation
of	IN	of
being	VBG	be
a	DT	a
force	NN	force
that	WDT	that
can	MD	can
Target	NP	Target
and	CC	and
kill	VV	kill
an	DT	an
individual	NN	individual
in	IN	in
a	DT	a
crowded	JJ	crowded
City	NN	city
in	IN	in
an	DT	an
exact	JJ	exact
way	NN	way
yeah	RB	yeah
still	RB	still
we	PP	we
need	VVP	need
to	TO	to
be	VB	be
precise	JJ	precise
Israel	NP	Israel
has	VHZ	have
not	RB	not
claimed	VVN	claim
responsibility	NN	responsibility
for	IN	for
the	DT	the
killing	NN	killing
of	IN	of
s	JJ	s
aruri	NNS	aruri
how	WRB	how
big	JJ	big
are	VBP	be
fears	NNS	fear
in	IN	in
Israel	NP	Israel
that	IN/that	that
events	NNS	event
like	IN	like
these	DT	these
could	MD	could
escalate	VV	escalate
the	DT	the
conflict	NN	conflict
with	IN	with
Hamas	NN	Hamas
to	TO	to
a	DT	a
regional	JJ	regional
War	NN	war
yeah	RB	yeah
well	RB	well
indeed	RB	indeed
the	DT	the
uh	UH	uh
cabinet	NN	cabinet
was	VBD	be
going	VVG	go
to	TO	to
have	VH	have
a	DT	a
meeting	NN	meeting
tonight	RB	tonight
here	RB	here
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
a	DT	a
to	TO	to
discuss	VV	discuss
Gaza	NP	Gaza
and	CC	and
so	RB	so
forth	RB	forth
will	MD	will
this	DT	this
meeting	NN	meeting
has	VHZ	have
been	VBN	be
cancelled	VVN	cancel
because	IN	because
of	IN	of
the	DT	the
latest	JJS	late
development	NN	development
and	CC	and
there	EX	there
is	VBZ	be
concern	NN	concern
that	IN/that	that
hisbah	NNS	hisbah
will	MD	will
launch	VV	launch
missiles	NNS	missile
towards	IN	towards
Israel	NP	Israel
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
there	EX	there
is	VBZ	be
also	RB	also
a	DT	a
an	DT	an
assessment	NN	assessment
that	IN/that	that
maybe	RB	maybe
the	DT	the
movement	NN	movement
will	MD	will
decide	VV	decide
not	RB	not
to	TO	to
strike	VV	strike
at	IN	at
Israel	NP	Israel
uh	UH	uh
because	IN	because
Israel	NP	Israel
strike	VVP	strike
a	DT	a
Hamas	NN	Hamas
a	DT	a
Palestinian	NP	Palestinian
Target	NP	Target
rather	RB	rather
than	IN	than
a	DT	a
Lebanese	JJ	Lebanese
Target	NP	Target
and	CC	and
that	DT	that
hisbah	NN	hisbah
will	MD	will
be	VB	be
paying	VVG	pay
a	DT	a
very	RB	very
heavy	JJ	heavy
price	NN	price
if	IN	if
it	PP	it
will	MD	will
launch	VV	launch
long	JJ	long
range	NN	range
missiles	NNS	missile
towards	IN	towards
Israel	NP	Israel
but	CC	but
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
the	DT	the
ones	NNS	one
that	WDT	that
are	VBP	be
most	RBS	most
worried	JJ	worried
are	VBP	be
the	DT	the
families	NNS	family
of	IN	of
the	DT	the
hostages	NNS	hostage
there's	RB	there's
a	DT	a
report	NN	report
that	IN/that	that
Hamas	NP	Hamas
has	VHZ	have
announced	VVN	announce
that	IN/that	that
the	DT	the
talks	NNS	talk
are	VBP	be
finished	VVN	finish
because	IN	because
of	IN	of
this	DT	this
assassination	NN	assassination
and	CC	and
the	DT	the
many	JJ	many
family	NN	family
members	NNS	member
of	IN	of
hostages	NNS	hostage
that	WDT	that
are	VBP	be
kept	VVN	keep
in	IN	in
Gaza	NP	Gaza
are	VBP	be
fearful	JJ	fearful
that	IN/that	that
this	DT	this
will	MD	will
postpone	VV	postpone
any	DT	any
kind	NN	kind
of	IN	of
development	NN	development
in	IN	in
the	DT	the
release	NN	release
of	IN	of
their	PP$	their
loved	VVN	love
ones	NNS	one
there	EX	there
is	VBZ	be
another	DT	another
report	NN	report
that	IN/that	that
Anthony	NP	Anthony
blinkin	NP	blinkin
Secretary	NP	Secretary
of	IN	of
State	NP	State
the	DT	the
United	NP	United
States	NP	States
that	WDT	that
was	VBD	be
supposed	VVN	suppose
to	TO	to
come	VV	come
here	RB	here
postponed	VVN	postpone
his	PP$	his
trip	NN	trip
we	PP	we
don't	VVD	don't
have	VH	have
a	DT	a
confirmation	NN	confirmation
of	IN	of
that	WDT	that
but	CC	but
nevertheless	RB	nevertheless
Israel	NP	Israel
is	VBZ	be
bracing	VVG	brace
for	IN	for
an	DT	an
escalation	NN	escalation
that	WDT	that
was	VBD	be
journalist	NN	journalist
Sami	NP	Sami
so	RB	so
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
thanks	NNS	thanks
for	IN	for
that	DT	that
update	NN	update
and	CC	and
for	IN	for
a	DT	a
closer	JJR	close
look	NN	look
we	PP	we
can	MD	can
now	RB	now
speak	VV	speak
to	TO	to
hansjakob	VV	hansjakob
Shindler	NP	Shindler
he's	NNS	he's
the	DT	the
senior	JJ	senior
director	NN	director
at	IN	at
the	DT	the
counterterrorism	NN	counterterrorism
project	NN	project
that's	NNS	that's
an	DT	an
NGO	NN	Ngo
and	CC	and
international	JJ	international
policy	NN	policy
group	NN	group
he	PP	he
joins	VVZ	join
us	PP	us
from	IN	from
New	NP	New
York	NP	York
City	NP	City
good	JJ	good
to	TO	to
see	VV	see
you	PP	you
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
more	JJR	more
about	IN	about
Hamas	NP	Hamas
Deputy	NP	Deputy
leader	NN	leader
s	NN	S
aruri	NNS	aruri
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
having	VHG	have
me	PP	me
yes	UH	yes
I	PP	I
mean	VVP	mean
as	IN	as
uh	UH	uh
some	DT	some
of	IN	of
your	PP$	your
previous	JJ	previous
speakers	NNS	speaker
have	VHP	have
said	VVN	say
he's	NNS	he's
a	DT	a
really	RB	really
senior	JJ	senior
figure	NN	figure
in	IN	in
the	DT	the
movement	NN	movement
he	PP	he
was	VBD	be
there	RB	there
right	RB	right
from	IN	from
from	IN	from
the	DT	the
beginning	NN	beginning
he	PP	he
radicalized	VVD	radicalize
already	RB	already
in	IN	in
'	''	'
85	CD	@card@
and	CC	and
he	PP	he
was	VBD	be
studying	VVG	study
in	IN	in
Hebron	NP	Hebron
and	CC	and
then	RB	then
joined	VVD	join
Hamas	JJ	Hamas
right	NN	right
from	IN	from
the	DT	the
outset	NN	outset
when	WRB	when
the	DT	the
organization	NN	organization
was	VBD	be
founded	VVN	found
in	IN	in
1988	CD	@card@
co-founding	VVG	co-found
the	DT	the
AL	NP	al
Kazam	NP	Kazam
brigades	NNS	brigade
from	IN	from
that	DT	that
time	NN	time
of	IN	of
course	NN	course
is	VBZ	be
also	RB	also
a	DT	a
personal	JJ	personal
relationship	NN	relationship
between	IN	between
him	PP	him
and	CC	and
Yahya	NP	Yahya
sinra	NP	sinra
the	DT	the
current	JJ	current
leader	NN	leader
of	IN	of
Hamas	NP	Hamas
in	IN	in
Gaza	NP	Gaza
and	CC	and
The	DT	the
Mastermind	NN	mastermind
behind	IN	behind
the	DT	the
October	NP	October
7	CD	@card@
attacks	NNS	attack
he	PP	he
was	VBD	be
then	RB	then
multiple	JJ	multiple
years	NNS	year
in	IN	in
Israeli	JJ	Israeli
jails	NNS	jail
released	VVN	release
in	IN	in
2010	CD	@card@
allegedly	RB	allegedly
as	IN	as
part	NN	part
of	IN	of
theil	NN	theil
chalit	NN	chalit
deal	NN	deal
although	IN	although
Hamas	NP	Hamas
denied	VVD	deny
this	DT	this
and	CC	and
then	RB	then
left	VVD	leave
Israel	NP	Israel
for	IN	for
Syria	NP	Syria
got	VVD	get
thrown	VVN	throw
out	RP	out
of	IN	of
Syria	NP	Syria
because	IN	because
of	IN	of
the	DT	the
Civil	NP	Civil
War	NP	War
in	IN	in
2012	CD	@card@
went	VVD	go
to	TO	to
Turkey	NP	Turkey
got	VVD	get
thrown	VVN	throw
out	RP	out
of	IN	of
turkey	NN	turkey
in	IN	in
2015	CD	@card@
went	VVD	go
to	TO	to
Qatar	NP	Qatar
got	VVD	get
thrown	VVN	throw
out	RP	out
of	IN	of
Qatar	NP	Qatar
in	IN	in
2017	CD	@card@
and	CC	and
is	VBZ	be
or	CC	or
has	VHZ	have
been	VBN	be
in	IN	in
Beirut	NP	Beirut
as	IN	as
the	DT	the
quazi	NP	quazi
Hamas	NP	Hamas
ambassador	NN	ambassador
to	TO	to
hisbah	NN	hisbah
and	CC	and
one	CD	one
of	IN	of
the	DT	the
key	JJ	key
leas	NNS	lea
on	IN	on
individuals	NNS	individual
of	IN	of
Hamas	NN	Hamas
to	TO	to
the	DT	the
Islamic	NP	Islamic
Republic	NP	Republic
of	IN	of
Iran	NP	Iran
there's	NP	there's
also	RB	also
videos	NNS	video
of	IN	of
him	PP	him
being	VBG	be
being	JJ	being
in	IN	in
a	DT	a
meeting	NN	meeting
with	IN	with
Iranian	JJ	Iranian
supreme	JJ	supreme
leader	NN	leader
Ali	NP	Ali
so	RB	so
really	RB	really
a	DT	a
key	NN	key
very	RB	very
experienced	VVN	experience
organizer	NN	organizer
and	CC	and
leader	NN	leader
of	IN	of
the	DT	the
Hamas	JJ	Hamas
movement	NN	movement
could	MD	could
his	PP$	his
killing	NN	killing
weaken	VV	weaken
Hamas	NNS	Hamas
to	TO	to
a	DT	a
certain	JJ	certain
extent	NN	extent
it	PP	it
does	VVZ	do
obviously	RB	obviously
Hamas	JJ	Hamas
is	VBZ	be
a	DT	a
collective	JJ	collective
leadership	NN	leadership
so	RB	so
there's	RB	there's
more	JJR	more
than	IN	than
one	CD	one
individual	NN	individual
that	WDT	that
leads	VVZ	lead
the	DT	the
organization	NN	organization
but	CC	but
uh	UH	uh
there	EX	there
is	VBZ	be
a	DT	a
limited	JJ	limited
amount	NN	amount
of	IN	of
operatives	NNS	operative
especially	RB	especially
Terror	NN	terror
operatives	NNS	operative
um	JJ	um
with	IN	with
this	DT	this
amount	NN	amount
of	IN	of
experience	NN	experience
that	IN/that	that
amount	NN	amount
of	IN	of
international	JJ	international
relations	NNS	relation
and	CC	and
that	DT	that
amount	NN	amount
of	IN	of
insights	NNS	insight
into	IN	into
Hamas	JJ	Hamas
finances	NNS	finance
outside	IN	outside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
then	RB	then
arui	NNS	arui
so	RB	so
