<video_id>Q3Iin7myj5Q</video_id>	NP	<video_id>Q3Iin7myj5Q</video_id>
a	DT	a
deal	NN	deal
with	IN	with
Hamas	NNS	Hamas
that	IN/that	that
they	PP	they
might	MD	might
be	VB	be
released	VVN	release
or	CC	or
might	MD	might
be	VB	be
found	VVN	find
it's	NN	it's
a	DT	a
devastating	JJ	devastating
devastating	JJ	devastating
news	NN	news
news	NN	news
for	IN	for
the	DT	the
families	NNS	family
of	IN	of
the	DT	the
hostages	NNS	hostage
of	IN	of
course	NN	course
but	CC	but
really	RB	really
for	IN	for
the	DT	the
entire	JJ	entire
uh	UH	uh
country	NN	country
this	DT	this
news	NN	news
coming	VVG	come
uh	UH	uh
this	DT	this
uh	UH	uh
uh	UH	uh
uh	UH	uh
Shabbat	NP	Shabbat
afternoon	NN	afternoon
as	IN	as
every	DT	every
as	RB	as
as	IN	as
life	NN	life
here	RB	here
in	IN	in
Israel	NP	Israel
winds	NNS	wind
down	RB	down
for	IN	for
the	DT	the
day	NN	day
of	IN	of
rest	NN	rest
we've	NN	we've
also	RB	also
heard	VVN	hear
for	IN	for
the	DT	the
from	IN	from
the	DT	the
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
I'm	NP	I'm
just	RB	just
going	VVG	go
to	TO	to
read	VV	read
to	TO	to
you	PP	you
the	DT	the
statement	NN	statement
that	IN/that	that
they	PP	they
just	RB	just
put	VVP	put
out	IN	out
he	PP	he
said	VVD	say
this	DT	this
terrible	JJ	terrible
loss	NN	loss
is	VBZ	be
heartbreaking	JJ	heartbreaking
and	CC	and
that	IN/that	that
him	PP	him
and	CC	and
his	PP$	his
wife	NN	wife
Sarah	NP	Sarah
are	VBP	be
grieving	VVG	grieve
um	NNS	um
he	PP	he
also	RB	also
said	VVD	say
that	IN/that	that
they	PP	they
that	IN/that	that
we	PP	we
will	MD	will
return	VV	return
all	DT	all
of	IN	of
our	PP$	our
hostages	NNS	hostage
the	DT	the
living	NN	living
and	CC	and
the	DT	the
deceased	NN	deceased
alike	RB	alike
this	DT	this
is	VBZ	be
likely	JJ	likely
to	TO	to
cause	VV	cause
more	JJR	more
anger	NN	anger
tomorrow	NN	tomorrow
uh	UH	uh
in	IN	in
the	DT	the
weekly	JJ	weekly
protests	NNS	protest
that	WDT	that
have	VHP	have
been	VBN	be
taking	VVG	take
place	NN	place
calling	VVG	call
on	IN	on
the	DT	the
Israeli	JJ	Israeli
government	NN	government
to	TO	to
reach	VV	reach
a	DT	a
deal	VV	deal
uh	UH	uh
to	TO	to
return	VV	return
the	DT	the
hostages	NNS	hostage
alive	JJ	alive
to	TO	to
their	PP$	their
loved	VVN	love
ones	NNS	one
and	CC	and
with	IN	with
this	DT	this
news	NN	news
this	DT	this
is	VBZ	be
likely	JJ	likely
uh	UH	uh
to	TO	to
cause	VV	cause
a	DT	a
lot	NN	lot
of	IN	of
anger	VV	anger
uh	UH	uh
tomorrow	NN	tomorrow
here	RB	here
in	IN	in
Israel	NP	Israel
yeah	RB	yeah
definitely	RB	definitely
the	DT	the
news	NN	news
that	IN/that	that
people	NNS	people
in	IN	in
Israel	NP	Israel
did	VVD	do
not	RB	not
want	VV	want
to	TO	to
hear	VV	hear
this	DT	this
Friday	NP	Friday
our	PP$	our
special	JJ	special
correspondent	NN	correspondent
a	DT	a
Ibrahim	NP	Ibrahim
in	IN	in
Jerusalem	NP	Jerusalem
tonight	NN	tonight
ya	NN	ya
thank	VV	thank
you	PP	you
Israel	NP	Israel
has	VHZ	have
rejected	VVN	reject
accusations	NNS	accusation
that	IN/that	that
it	PP	it
is	VBZ	be
committing	VVG	commit
genocide	NN	genocide
in	IN	in
Gaza	NP	Gaza
it	PP	it
wrapped	VVD	wrap
up	RP	up
its	PP$	its
defense	NN	defense
today	NN	today
at	IN	at
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
in	IN	in
the	DT	the
hay	NN	hay
South	NP	South
Africa	NP	Africa
has	VHZ	have
asked	VVN	ask
the	DT	the
top	JJ	top
un	NN	un
Court	NP	Court
to	TO	to
order	VV	order
Israel	NP	Israel
to	TO	to
stop	VV	stop
its	PP$	its
offensive	NN	offensive
in	IN	in
Rafa	NP	Rafa
now	RB	now
this	DT	this
hearing	NN	hearing
this	DT	this
week	NN	week
is	VBZ	be
part	NN	part
of	IN	of
a	DT	a
broader	JJR	broad
case	NN	case
accusing	VVG	accuse
Israel	NP	Israel
of	IN	of
committing	VVG	commit
genocide	NN	genocide
in	IN	in
Gaza	NP	Gaza
which	WDT	which
Israel	NP	Israel
has	VHZ	have
repeatedly	RB	repeatedly
denied	VVN	deny
Israel	NP	Israel
calls	VVZ	call
the	DT	the
case	NN	case
a	DT	a
distortion	NN	distortion
of	IN	of
reality	NN	reality
lawyers	NNS	lawyer
representing	VVG	represent
South	NP	South
Africa	NP	Africa
made	VVD	make
a	DT	a
series	NN	series
of	IN	of
allegations	NNS	allegation
on	IN	on
Thursday	NP	Thursday
including	VVG	include
accusing	VVG	accuse
Israel	NP	Israel
of	IN	of
withholding	VVG	withhold
humanitarian	JJ	humanitarian
Aid	NP	Aid
Israel	NP	Israel
has	VHZ	have
denied	VVN	deny
doing	VVG	do
that	IN/that	that
as	RB	as
well	RB	well
would	MD	would
not	RB	not
delayed	VVN	delay
well	RB	well
for	IN	for
more	JJR	more
I'm	NN	I'm
joined	VVD	join
Now	RB	now
by	IN	by
Michael	NP	Michael
link	VVP	link
he	PP	he
is	VBZ	be
the	DT	the
former	JJ	former
un	NN	un
special	JJ	special
reporter	NN	reporter
on	IN	on
human	JJ	human
rights	NNS	right
in	IN	in
the	DT	the
Palestinian	JJ	Palestinian
territory	NN	territory
he's	NNS	he's
also	RB	also
an	DT	an
associate	NN	associate
professor	NN	professor
of	IN	of
law	NN	law
at	IN	at
the	DT	the
University	NP	University
of	IN	of
Western	NP	Western
Ontario	NP	Ontario
in	IN	in
London	NP	London
Ontario	NP	Ontario
Canada	NP	Canada
Professor	NP	Professor
it's	NNS	it's
good	JJ	good
to	TO	to
see	VV	see
you	PP	you
again	RB	again
I	PP	I
I	PP	I
know	VVP	know
you've	NN	you've
been	VBN	be
following	VVG	follow
what's	NNS	what's
going	VVG	go
on	RP	on
in	IN	in
in	IN	in
the	DT	the
Court	NP	Court
South	NP	South
Africa	NP	Africa
and	CC	and
Israel	NP	Israel
they've	NP	they've
now	RB	now
presented	VVD	present
their	PP$	their
signs	NNS	sign
in	IN	in
your	PP$	your
professional	JJ	professional
opinion	NN	opinion
which	WDT	which
side	NN	side
delivered	VVD	deliver
the	DT	the
most	RBS	most
convincing	JJ	convincing
argument	NN	argument
well	RB	well
well	VV	well
uh	UH	uh
probably	RB	probably
a	DT	a
a	DT	a
good	JJ	good
answer	NN	answer
to	TO	to
uh	UH	uh
to	TO	to
your	PP$	your
question	NN	question
is	VBZ	be
who	WP	who
which	WDT	which
side	NN	side
presented	VVD	present
more	JJR	more
independent	JJ	independent
expert	NN	expert
um	VVG	um
uh	UH	uh
evidence	NN	evidence
with	IN	with
respect	NN	respect
to	TO	to
what	WP	what
they	PP	they
were	VBD	be
claiming	VVG	claim
South	NP	South
Africa	NP	Africa
and	CC	and
on	IN	on
Thursday	NP	Thursday
made	VVD	make
arguments	NNS	argument
uh	UH	uh
that	DT	that
Israel's	JJ	Israel's
uh	UH	uh
genocide	NN	genocide
was	VBD	be
continuing	VVG	continue
that	IN/that	that
more	RBR	more
stronger	JJR	strong
provisional	JJ	provisional
measures	NNS	measure
were	VBD	be
needed	VVN	need
and	CC	and
it	PP	it
relied	VVD	rely
upon	IN	upon
um	NNS	um
I	PP	I
guess	VVP	guess
statements	NNS	statement
made	VVN	make
by	IN	by
un	VVG	un
uh	UH	uh
leaders	NNS	leader
and	CC	and
by	IN	by
um	JJ	um
International	NP	International
Aid	NP	Aid
organizations	NNS	organization
that	WDT	that
were	VBD	be
that	DT	that
have	VHP	have
been	VBN	be
involved	VVN	involve
in	IN	in
trying	VVG	try
to	TO	to
get	VV	get
Aid	NP	Aid
into	IN	into
Gaza	NP	Gaza
and	CC	and
their	PP$	their
pronouncements	NNS	pronouncement
have	VHP	have
been	VBN	be
that	IN/that	that
there's	RB	there's
a	DT	a
famine	NN	famine
that's	NNS	that's
already	RB	already
broken	VVN	break
out	RP	out
in	IN	in
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
where	WRB	where
there	EX	there
is	VBZ	be
somewhere	RB	somewhere
between	IN	between
three	CD	three
and	CC	and
400,000	CD	@card@
Palestinians	NNS	Palestinian
and	CC	and
that	IN/that	that
Aid	NP	Aid
was	VBD	be
very	RB	very
difficult	JJ	difficult
to	TO	to
get	VV	get
Aid	NN	aid
into	IN	into
the	DT	the
south	NN	south
of	IN	of
G	NP	G
of	IN	of
where	WRB	where
1.7	CD	@card@
or	CC	or
1.8	CD	@card@
million	CD	million
Palestinians	NPS	Palestinians
are	VBP	be
are	VBP	be
huddled	VVN	huddle
um	JJ	um
Israel	NP	Israel
in	IN	in
its	PP$	its
arguments	NNS	argument
today	NN	today
uh	UH	uh
asserted	VVD	assert
that	IN/that	that
it	PP	it
was	VBD	be
making	VVG	make
remarkable	JJ	remarkable
efforts	NNS	effort
to	TO	to
improve	VV	improve
Aid	NN	aid
delivery	NN	delivery
into	IN	into
Gaza	NP	Gaza
but	CC	but
it	PP	it
couldn't	NN	couldn't
site	NN	site
and	CC	and
didn't	NN	didn't
site	NN	site
any	DT	any
of	IN	of
the	DT	the
UN	NP	UN
statements	NNS	statement
or	CC	or
any	DT	any
of	IN	of
the	DT	the
international	JJ	international
organization	NN	organization
statements	NNS	statement
and	CC	and
that's	NNS	that's
the	DT	the
kind	NN	kind
of	IN	of
evidence	NN	evidence
that	IN/that	that
the	DT	the
court	NN	court
wants	VVZ	want
to	TO	to
hear	VV	hear
that	IN/that	that
there	EX	there
are	VBP	be
reliable	JJ	reliable
sources	NNS	source
or	CC	or
coming	VVG	come
from	IN	from
particularly	RB	particularly
at	IN	at
the	DT	the
icj	NN	icj
coming	VVG	come
from	IN	from
the	DT	the
United	NP	United
Nations	NPS	Nations
uh	UH	uh
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
make	VV	make
a	DT	a
finding	NN	finding
with	IN	with
respect	NN	respect
to	TO	to
that	DT	that
uh	UH	uh
South	NP	South
Africa	NP	Africa
had	VHD	have
that	DT	that
kind	NN	kind
of	IN	of
evidence	NN	evidence
Israel	NP	Israel
did	VVD	do
not	RB	not
so	IN	so
let's	NNS	let's
take	VVP	take
this	DT	this
into	IN	into
the	DT	the
next	JJ	next
step	NN	step
the	DT	the
the	DT	the
judges	NNS	judge
will	MD	will
now	RB	now
deliberate	VV	deliberate
on	IN	on
the	DT	the
request	NN	request
from	IN	from
South	NP	South
Africa	NP	Africa
they're	NN	they're
expected	VVN	expect
to	TO	to
issue	VV	issue
a	DT	a
decision	NN	decision
in	IN	in
the	DT	the
next	JJ	next
few	JJ	few
weeks	NNS	week
um	NN	um
let's	NNS	let's
assume	VVP	assume
they	PP	they
rule	VV	rule
in	IN	in
favor	NN	favor
of	IN	of
South	NP	South
Africa	NP	Africa
that	WDT	that
they	PP	they
Grant	NP	Grant
this	DT	this
request	NN	request
um	NN	um
Can	MD	can
the	DT	the
icj	NN	icj
really	RB	really
prevent	VV	prevent
any	DT	any
further	RBR	further
Israeli	JJ	Israeli
military	JJ	military
action	NN	action
in	IN	in
Gaza	NP	Gaza
I	PP	I
mean	VVP	mean
is	VBZ	be
there	RB	there
any	DT	any
teeth	NNS	tooth
to	TO	to
what	WP	what
the	DT	the
Court	NN	court
decides	VVZ	decide
well	UH	well
yes	UH	yes
and	CC	and
no	UH	no
yes	UH	yes
the	DT	the
the	DT	the
um	JJ	um
provisional	JJ	provisional
measures	NNS	measure
that	IN/that	that
the	DT	the
court	NN	court
would	MD	would
wind	VV	wind
up	RP	up
ordering	VVG	order
um	NNS	um
are	VBP	be
legally	RB	legally
binding	VVG	bind
on	IN	on
on	IN	on
all	DT	all
parties	NNS	party
um	VVG	um
uh	UH	uh
to	TO	to
the	DT	the
issue	NN	issue
in	IN	in
front	NN	front
of	IN	of
them	PP	them
at	IN	at
the	DT	the
court	NN	court
but	CC	but
you're	NN	you're
absolutely	RB	absolutely
right	RB	right
um	JJ	um
the	DT	the
the	DT	the
icj	NN	icj
has	VHZ	have
no	DT	no
police	NN	police
it	PP	it
has	VHZ	have
no	DT	no
Army	NN	army
it	PP	it
has	VHZ	have
no	DT	no
ability	NN	ability
to	TO	to
issue	VV	issue
warrants	NNS	warrant
it	PP	it
would	MD	would
be	VB	be
Reliant	JJ	reliant
upon	IN	upon
the	DT	the
um	JJ	um
un	NN	un
Security	NP	Security
Council	NP	Council
and	CC	and
we	PP	we
know	VVP	know
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
a	DT	a
strong	JJ	strong
alliance	NN	alliance
with	IN	with
the	DT	the
United	NP	United
States	NP	States
which	WDT	which
has	VHZ	have
already	RB	already
issued	VVN	issue
five	CD	five
vetos	NNS	veto
uh	UH	uh
since	IN	since
the	DT	the
War	NP	War
Began	NP	Began
in	IN	in
October	NP	October
um	NNS	um
in	IN	in
defense	NN	defense
of	IN	of
uh	UH	uh
of	IN	of
Israel	NP	Israel
and	CC	and
even	RB	even
the	DT	the
one	CD	one
resolution	NN	resolution
which	WDT	which
at	IN	at
the	DT	the
security	NN	security
Council	NN	council
which	WDT	which
the	DT	the
United	NP	United
States	NPS	States
allowed	VVD	allow
to	TO	to
go	VV	go
through	IN	through
calling	VVG	call
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
during	IN	during
the	DT	the
weeks	NNS	week
of	IN	of
Ramadan	NP	Ramadan
um	NN	um
Israel	NP	Israel
did	VVD	do
not	RB	not
obey	VV	obey
that	DT	that
uh	UH	uh
that	DT	that
resolution	NN	resolution
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
the	DT	the
security	NN	security
Council	NP	Council
took	VVD	take
no	DT	no
steps	NNS	step
to	TO	to
to	TO	to
enforce	VV	enforce
it	PP	it
um	JJ	um
but	CC	but
I	PP	I
should	MD	should
say	VV	say
that	DT	that
uh	UH	uh
if	IN	if
the	DT	the
court	NN	court
does	VVZ	do
issue	NN	issue
and	CC	and
a	DT	a
provisional	JJ	provisional
order	NN	order
demanding	VVG	demand
an	DT	an
immediate	JJ	immediate
uh	UH	uh
ceasefire	NN	ceasefire
mean	NN	mean
that	WDT	that
would	MD	would
be	VB	be
a	DT	a
tremendous	JJ	tremendous
symbolic	JJ	symbolic
uh	UH	uh
loss	NN	loss
to	TO	to
uh	UH	uh
to	TO	to
Israel	NP	Israel
it	PP	it
would	MD	would
further	RBR	further
sink	VV	sink
I	PP	I
think	VV	think
it's	NN	it's
it's	NNS	it's
already	RB	already
faltering	VVG	falter
International	NP	International
reputation	NN	reputation
um	NNS	um
in	IN	in
the	DT	the
International	NP	International
Community	NP	Community
uh	UH	uh
regarding	VVG	regard
how	WRB	how
it's	NNS	it's
conducted	VVD	conduct
this	DT	this
war	NN	war
so	IN	so
it	PP	it
has	VHZ	have
a	DT	a
certain	JJ	certain
symbolic	JJ	symbolic
importance	NN	importance
even	RB	even
if	IN	if
it	PP	it
can't	NN	can't
be	VB	be
enforced	VVN	enforce
militarily	RB	militarily
or	CC	or
politically	RB	politically
and	CC	and
is	VBZ	be
that	IN/that	that
the	DT	the
power	NN	power
of	IN	of
of	IN	of
the	DT	the
court	NN	court
especially	RB	especially
in	IN	in
this	DT	this
case	NN	case
because	IN	because
Israel	NP	Israel
has	VHZ	have
made	VVN	make
it	PP	it
clear	JJ	clear
it	PP	it
is	VBZ	be
it's	NNS	it's
not	RB	not
planning	VVG	plan
to	TO	to
stop	VV	stop
it's	NNS	it's
offensive	JJ	offensive
in	IN	in
Rafa	NP	Rafa
anytime	RB	anytime
soon	RB	soon
so	RB	so
is	VBZ	be
it	PP	it
the	DT	the
symbolic	JJ	symbolic
meaning	NN	meaning
here	RB	here
that	IN/that	that
the	DT	the
world	NN	world
will	MD	will
be	VB	be
remembering	VVG	remember
well	RB	well
I	PP	I
think	VVP	think
it	PP	it
will	MD	will
be	VB	be
I	PP	I
mean	VVP	mean
I'm	NN	I'm
when	WRB	when
I	PP	I
think	VVP	think
this	DT	this
war	NN	war
is	VBZ	be
finally	RB	finally
over	RB	over
and	CC	and
we	PP	we
begin	VVP	begin
to	TO	to
look	VV	look
at	IN	at
who	WP	who
are	VBP	be
the	DT	the
winners	NNS	winner
and	CC	and
losers	NNS	loser
even	RB	even
if	IN	if
Israel	NP	Israel
is	VBZ	be
U	NP	U
victoriously	RB	victoriously
victorious	JJ	victorious
militarily	RB	militarily
in	IN	in
terms	NNS	term
of	IN	of
decapitating	VVG	decapitate
Hamas	JJ	Hamas
politic	JJ	politic
or	CC	or
militarily	RB	militarily
its	PP$	its
reputation	NN	reputation
will	MD	will
have	VH	have
taken	VVN	take
a	DT	a
significant	JJ	significant
blow	NN	blow
I	PP	I
think	VVP	think
given	VVN	give
the	DT	the
utter	JJ	utter
destruction	NN	destruction
that's	NNS	that's
occurred	VVD	occur
in	IN	in
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
huge	JJ	huge
loss	NN	loss
of	IN	of
of	IN	of
uh	UH	uh
of	IN	of
human	JJ	human
life	NN	life
remember	VVP	remember
Israel	NP	Israel
had	VHD	have
an	DT	an
enormous	JJ	enormous
amount	NN	amount
of	IN	of
sympathy	NN	sympathy
on	IN	on
its	PP$	its
side	NN	side
in	IN	in
the	DT	the
first	JJ	first
days	NNS	day
and	CC	and
weeks	NNS	week
after	IN	after
the	DT	the
uh	UH	uh
terror	NN	terror
attack	NN	attack
on	IN	on
October	NP	October
7th	JJ	7th
but	CC	but
that	IN/that	that
all	PDT	all
that	DT	that
has	VHZ	have
dissipated	VVN	dissipate
and	CC	and
more	RBR	more
and	CC	and
it	PP	it
can	MD	can
really	RB	really
um	RB	um
it	PP	it
is	VBZ	be
very	RB	very
hard	JJ	hard
to	TO	to
think	VV	think
of	IN	of
that	IN/that	that
those	DT	those
few	JJ	few
handful	NN	handful
of	IN	of
countries	NNS	country
who	WP	who
are	VBP	be
still	RB	still
standing	VVG	stand
beside	IN	beside
Israel	NP	Israel
after	IN	after
s	JJ	s
months	NNS	month
of	IN	of
this	DT	this
war	NN	war
Professor	NP	Professor
Michael	NP	Michael
link	VV	link
we	PP	we
appreciate	VV	appreciate
your	PP$	your
time	NN	time
and	CC	and
your	PP$	your
valuable	JJ	valuable
analysis	NN	analysis
tonight	NN	tonight
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
having	VHG	have
me	PP	me
</doc>	JJ	</doc>
