<video_id>tRw5nzED8Vc</video_id>	NP	<video_id>tRw5nzED8Vc</video_id>
kisala	NP	kisala
was	VBD	be
planning	VVG	plan
to	TO	to
launch	VV	launch
their	PP$	their
attacks	NNS	attack
on	IN	on
Israeli	JJ	Israeli
civilians	NNS	civilian
for	IN	for
more	JJR	more
let's	NNS	let's
bring	VVP	bring
in	IN	in
our	PP$	our
correspondent	NN	correspondent
Tanya	NP	Tanya
Kramer	NP	Kramer
in	IN	in
Jerusalem	NP	Jerusalem
Tanya	NP	Tanya
what	WP	what
more	JJR	more
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
well	RB	well
at	IN	at
the	DT	the
moment	NN	moment
this	NN	this
is	VBZ	be
uh	UH	uh
you	PP	you
know	VVP	know
what	WP	what
we	PP	we
can	MD	can
tell	VV	tell
you	PP	you
is	VBZ	be
that	DT	that
uh	UH	uh
the	DT	the
Israel	NP	Israel
military	NN	military
said	VVD	say
they	PP	they
had	VHD	have
uh	UH	uh
struck	VVN	strike
with	IN	with
about	IN	about
a	DT	a
100	JJ	@card@
uh	UH	uh
war	NN	war
planes	NNS	plane
in	IN	in
the	DT	the
early	JJ	early
hours	NNS	hour
of	IN	of
the	DT	the
morning	NN	morning
around	IN	around
5	CD	@card@
a.m	RB	a.m
uh	UH	uh
what	WP	what
they	PP	they
call	VVP	call
these	DT	these
uh	UH	uh
rocket	NN	rocket
launching	VVG	launch
uh	UH	uh
sites	VVZ	site
uh	UH	uh
and	CC	and
we	PP	we
are	VBP	be
hearing	VVG	hear
from	IN	from
Hezbollah	NP	Hezbollah
they	PP	they
had	VHD	have
launched	VVN	launch
over	IN	over
300	CD	@card@
uh	UH	uh
uh	UH	uh
uavs	NN	uavs
drones	NNS	drone
and	CC	and
uh	UH	uh
Rockets	VVZ	rocket
uh	UH	uh
towards	IN	towards
uh	UH	uh
Northern	JJ	northern
and	CC	and
Central	JJ	central
uh	UH	uh
Israel	NP	Israel
now	RB	now
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
where	WRB	where
it	PP	it
stands	VVZ	stand
right	RB	right
now	RB	now
they	PP	they
said	VVD	say
this	DT	this
was	VBD	be
the	DT	the
first	JJ	first
phase	NN	phase
of	IN	of
their	PP$	their
attack	NN	attack
and	CC	and
retaliation	NN	retaliation
for	IN	for
the	DT	the
killing	NN	killing
of	IN	of
the	DT	the
hasbalah	NN	hasbalah
commander	NN	commander
uh	UH	uh
last	JJ	last
month	NN	month
in	IN	in
southern	JJ	southern
uh	UH	uh
Beirut	NP	Beirut
and	CC	and
Israel	NP	Israel
says	VVZ	say
they	PP	they
took	VVD	take
these	DT	these
preemptive	JJ	preemptive
strikes	NNS	strike
to	TO	to
prevent	VV	prevent
such	PDT	such
a	DT	a
large	JJ	large
attack	NN	attack
there	EX	there
were	VBD	be
some	DT	some
reports	NNS	report
that	IN/that	that
those	DT	those
Rockets	NNS	rocket
could	MD	could
have	VH	have
been	VBN	be
directed	VVN	direct
uh	UH	uh
towards	IN	towards
uh	UH	uh
uh	UH	uh
military	JJ	military
uh	UH	uh
basis	NN	basis
um	NNS	um
at	IN	at
the	DT	the
moment	NN	moment
there's	RB	there's
still	RB	still
an	DT	an
assessment	NN	assessment
uh	UH	uh
going	VVG	go
on	IN	on
not	RB	not
so	RB	so
much	RB	much
yet	RB	yet
what	WP	what
the	DT	the
actual	JJ	actual
uh	UH	uh
targets	NNS	target
were	VBD	be
there	EX	there
has	VHZ	have
also	RB	also
been	VBN	be
a	DT	a
security	NN	security
cabinet	NN	cabinet
uh	UH	uh
convened	VVN	convene
in	IN	in
the	DT	the
early	JJ	early
uh	UH	uh
morning	NN	morning
hours	NNS	hour
and	CC	and
uh	UH	uh
this	DT	this
is	VBZ	be
now	RB	now
what	WP	what
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
had	VHD	have
to	TO	to
say	VV	say
then	RB	then
we	PP	we
are	VBP	be
determined	VVN	determine
to	TO	to
do	VV	do
everything	NN	everything
to	TO	to
protect	VV	protect
our	PP$	our
country	NN	country
return	VV	return
the	DT	the
residents	NNS	resident
of	IN	of
the	DT	the
north	NN	north
to	TO	to
their	PP$	their
home	NN	home
and	CC	and
continue	VV	continue
to	TO	to
follow	VV	follow
a	DT	a
simple	JJ	simple
rule	NN	rule
whoever	WP	whoever
hurts	VVZ	hurt
us	PP	us
we	PP	we
hurt	VVD	hurt
them	PP	them
isra	NP	Isra
Israel	NP	Israel
of	IN	of
course	NN	course
that	WDT	that
shares	VVZ	share
a	DT	a
border	NN	border
with	IN	with
Lebanon	NP	Lebanon
to	TO	to
the	DT	the
north	JJ	north
what's	NNS	what's
the	DT	the
situation	NN	situation
like	IN	like
there	RB	there
early	JJ	early
morning	NN	morning
hours	NNS	hour
around	IN	around
that	DT	that
time	NN	time
you	PP	you
know	VVP	know
sirens	NNS	siren
were	VBD	be
being	VBG	be
heard	VVN	hear
across	IN	across
uh	UH	uh
uh	UH	uh
the	DT	the
northern	JJ	northern
uh	UH	uh
area	NN	area
the	DT	the
Army	NP	Army
says	VVZ	say
they're	NN	they're
still	RB	still
right	RB	right
now	RB	now
assessing	VVG	assess
um	NNS	um
the	DT	the
damage	NN	damage
and	CC	and
injuries	NNS	injury
that	WDT	that
happened	VVD	happen
there	RB	there
what	WP	what
you	PP	you
have	VHP	have
to	TO	to
know	VV	know
we	PP	we
heard	VVD	hear
it	PP	it
now	RB	now
in	IN	in
this	DT	this
uh	UH	uh
what	WP	what
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
also	RB	also
uh	UH	uh
said	VVD	say
that	DT	that
uh	UH	uh
over	IN	over
60,000	CD	@card@
Israelis	NNS	Israeli
or	CC	or
people	NNS	people
living	VVG	live
in	IN	in
the	DT	the
North	NP	North
had	VHD	have
been	VBN	be
evacuated	VVN	evacuate
so	IN	so
they	PP	they
not	RB	not
have	VHP	have
been	VBN	be
able	JJ	able
uh	UH	uh
to	TO	to
go	VV	go
home	NN	home
we	PP	we
had	VHD	have
since	IN	since
October	NP	October
last	JJ	last
year	NN	year
uh	UH	uh
crossborder	NN	crossborder
attacks	NNS	attack
between	IN	between
Hezbollah	NP	Hezbollah
and	CC	and
Israel	NP	Israel
so	IN	so
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
north	NN	north
has	VHZ	have
been	VBN	be
tense	JJ	tense
and	CC	and
there	EX	there
has	VHZ	have
been	VBN	be
some	DT	some
expectation	NN	expectation
uh	UH	uh
after	IN	after
these	DT	these
targeted	VVN	target
killings	NNS	killing
in	IN	in
Beirut	NP	Beirut
but	CC	but
also	RB	also
in	IN	in
Teran	NP	Teran
last	JJ	last
month	NN	month
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
some	DT	some
retaliation	NN	retaliation
so	IN	so
this	DT	this
was	VBD	be
somehow	RB	somehow
expected	VVN	expect
but	CC	but
right	RB	right
now	RB	now
of	IN	of
course	VV	course
uh	UH	uh
it	PP	it
is	VBZ	be
of	IN	of
course	NN	course
again	RB	again
a	DT	a
different	JJ	different
uh	UH	uh
situation	NN	situation
this	DT	this
crossborder	NN	crossborder
fying	NN	fying
has	VHZ	have
now	RB	now
intensified	VVN	intensify
and	CC	and
of	IN	of
course	NN	course
now	RB	now
everybody	NN	everybody
is	VBZ	be
now	RB	now
waiting	VVG	wait
uh	UH	uh
what	WP	what
will	MD	will
happen	VV	happen
next	JJ	next
we're	NN	we're
hearing	VVG	hear
also	RB	also
that	WDT	that
hasb	NN	hasb
LE	DT	le
Hassan	NP	Hassan
ASA	NP	ASA
will	MD	will
speak	VV	speak
later	JJR	late
today	NN	today
that	IN/that	that
go	NN	go
that	WDT	that
could	MD	could
give	VV	give
us	PP	us
an	DT	an
indication	NN	indication
how	WRB	how
hisbah	NN	hisbah
sees	VVZ	see
that	IN/that	that
situation	NN	situation
Tanya	NP	Tanya
half	NN	half
a	DT	a
minute	NN	minute
but	CC	but
I	PP	I
am	VBP	be
curious	JJ	curious
how	WRB	how
prepared	JJ	prepared
is	VBZ	be
Israel	NP	Israel
for	IN	for
a	DT	a
major	JJ	major
escalation	NN	escalation
well	RB	well
Israel	NP	Israel
says	VVZ	say
they	PP	they
are	VBP	be
prepared	VVN	prepare
for	IN	for
anything	NN	anything
and	CC	and
this	DT	this
is	VBZ	be
why	WRB	why
they	PP	they
launched	VVD	launch
as	IN	as
what	WP	what
they	PP	they
described	VVD	describe
as	IN	as
those	DT	those
preemptive	JJ	preemptive
strikes	NNS	strike
they	PP	they
have	VHP	have
been	VBN	be
preparing	VVG	prepare
for	IN	for
this	DT	this
now	RB	now
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
also	RB	also
preparing	VVG	prepare
the	DT	the
public	NN	public
here	IN	here
uh	UH	uh
that	IN/that	that
this	DT	this
is	VBZ	be
coming	VVG	come
and	CC	and
that	IN/that	that
they	PP	they
have	VHP	have
to	TO	to
do	VV	do
something	NN	something
to	TO	to
to	TO	to
change	VV	change
the	DT	the
equation	NN	equation
also	RB	also
at	IN	at
its	PP$	its
northern	JJ	northern
border	NN	border
but	CC	but
of	IN	of
course	NN	course
this	DT	this
all	RB	all
comes	VVZ	come
while	IN	while
a	DT	a
war	NN	war
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
continuing	VVG	continue
and	CC	and
also	RB	also
today	NN	today
there	EX	there
were	VBD	be
scheduled	VVN	schedule
uh	UH	uh
some	DT	some
talks	NNS	talk
again	RB	again
uh	UH	uh
in	IN	in
CYO	NP	CYO
about	IN	about
a	DT	a
possible	JJ	possible
ceasefire	NN	ceasefire
and	CC	and
hostage	NN	hostage
release	NN	release
deal	NN	deal
now	RB	now
everybody	NN	everybody
has	VHZ	have
been	VBN	be
rather	RB	rather
pessimistic	JJ	pessimistic
about	IN	about
uh	UH	uh
that	IN/that	that
these	DT	these
would	MD	would
yield	VV	yield
uh	UH	uh
some	DT	some
uh	UH	uh
positive	JJ	positive
results	NNS	result
but	CC	but
still	RB	still
it	PP	it
was	VBD	be
being	VBG	be
seen	VVN	see
as	IN	as
trying	VVG	try
to	TO	to
calm	VV	calm
down	RP	down
the	DT	the
situation	NN	situation
at	IN	at
least	JJS	least
that	DT	that
is	VBZ	be
what	WP	what
the	DT	the
mediators	NNS	mediator
and	CC	and
Qatar	NP	Qatar
Egypt	NP	Egypt
and	CC	and
the	DT	the
US	NP	US
have	VHP	have
been	VBN	be
trying	VVG	try
to	TO	to
do	VV	do
not	RB	not
to	TO	to
open	VV	open
another	DT	another
major	JJ	major
here	RB	here
um	JJ	um
between	IN	between
Israel	NP	Israel
and	CC	and
Southern	NP	Southern
Lebanon	NP	Lebanon
or	CC	or
hban	NP	hban
Israel	NP	Israel
but	CC	but
we	PP	we
have	VHP	have
to	TO	to
wait	VV	wait
and	CC	and
see	VV	see
now	RB	now
what	WP	what
the	DT	the
next	JJ	next
hours	NNS	hour
will	MD	will
bring	VV	bring
as	RB	as
always	RB	always
our	PP$	our
thanks	NNS	thanks
to	TO	to
DW's	NP	DW's
Tanya	NP	Tanya
Kramer	NP	Kramer
in	IN	in
Jerusalem	NP	Jerusalem
turning	VVG	turn
to	TO	to
Tel	NP	Tel
Aviv	NP	Aviv
now	RB	now
where	WRB	where
we're	NN	we're
joined	VVD	join
by	IN	by
journalist	NN	journalist
sladin	NN	sladin
balik	NN	balik
saladine	NN	saladine
what's	NNS	what's
the	DT	the
situation	NN	situation
where	WRB	where
you	PP	you
are	VBP	be
well	RB	well
um	RB	um
there	EX	there
was	VBD	be
no	DT	no
Sirens	NNS	siren
here	RB	here
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
or	CC	or
in	IN	in
the	DT	the
the	DT	the
uh	UH	uh
uh	UH	uh
Center	NP	Center
of	IN	of
Israel	NP	Israel
in	IN	in
general	NN	general
the	DT	the
only	JJ	only
thing	NN	thing
that	WDT	that
happened	VVD	happen
here	RB	here
is	VBZ	be
the	DT	the
meeting	NN	meeting
the	DT	the
cabinet	NN	cabinet
meeting	NN	meeting
in	IN	in
the	DT	the
kirad	NN	kirad
the	DT	the
AR	NP	Ar
headquarters	NN	headquarters
in	IN	in
the	DT	the
center	NN	center
of	IN	of
Tel	NP	Tel
Aviv	NP	Aviv
where	WRB	where
some	DT	some
security	NN	security
assessments	NNS	assessment
has	VHZ	have
taken	VVN	take
place	NN	place
but	CC	but
uh	UH	uh
according	VVG	accord
to	TO	to
the	DT	the
latest	JJS	late
reports	NNS	report
there	EX	there
was	VBD	be
some	DT	some
intention	NN	intention
from	IN	from
hisbah	NN	hisbah
to	TO	to
strike	VV	strike
Targets	NNS	target
in	IN	in
the	DT	the
center	NN	center
of	IN	of
Tel	NP	Tel
Aviv	NP	Aviv
mainly	RB	mainly
According	VVG	accord
to	TO	to
some	DT	some
reports	NNS	report
Thea	NP	Thea
itself	PP	itself
as	IN	as
a	DT	a
symbol	NN	symbol
of	IN	of
uh	UH	uh
um	NNS	um
the	DT	the
uh	UH	uh
um	NN	um
the	DT	the
the	DT	the
place	NN	place
that	IN/that	that
the	DT	the
decision	NN	decision
to	TO	to
take	VV	take
down	RP	down
shukur	VVG	shukur
the	DT	the
top	JJ	top
Commander	NP	Commander
was	VBD	be
taken	VVN	take
in	IN	in
but	CC	but
that	DT	that
didn't	NN	didn't
happen	VV	happen
and	CC	and
it's	NNS	it's
because	IN	because
of	IN	of
the	DT	the
100	CD	@card@
fighter	NN	fighter
jets	NNS	jet
that	WDT	that
struck	VVD	strike
the	DT	the
south	NN	south
in	IN	in
Lebanon	NP	Lebanon
and	CC	and
maybe	RB	maybe
um	NNS	um
did	VVD	do
um	NNS	um
just	RB	just
made	VVD	make
this	DT	this
whole	JJ	whole
thing	NN	thing
a	DT	a
failure	NN	failure
that's	NNS	that's
what	WP	what
we	PP	we
are	VBP	be
hearing	VVG	hear
right	RB	right
now	RB	now
from	IN	from
the	DT	the
uh	UH	uh
Israeli	JJ	Israeli
uh	UH	uh
public	NN	public
from	IN	from
the	DT	the
Israeli	JJ	Israeli
media	NNS	medium
and	CC	and
also	RB	also
from	IN	from
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
um	NNS	um
IDF	NP	IDF
and	CC	and
the	DT	the
military	NN	military
so	IN	so
uh	UH	uh
we're	NN	we're
thinking	VVG	think
that	IN/that	that
currently	RB	currently
at	IN	at
least	JJS	least
uh	UH	uh
there	EX	there
will	MD	will
be	VB	be
no	DT	no
strikes	NNS	strike
against	IN	against
Tel	NP	Tel
Aviv	NP	Aviv
because	IN	because
that	WDT	that
itself	PP	itself
might	MD	might
mean	VV	mean
that	DT	that
hisbah	JJ	hisbah
uh	UH	uh
is	VBZ	be
opening	VVG	open
a	DT	a
new	JJ	new
frontier	NN	frontier
and	CC	and
a	DT	a
full-blown	JJ	full-blown
out	IN	out
War	NP	War
something	NN	something
that	IN/that	that
according	VVG	accord
to	TO	to
the	DT	the
estimation	NN	estimation
is	VBZ	be
not	RB	not
what	WP	what
hisbah	NP	hisbah
is	VBZ	be
intending	VVG	intend
for	IN	for
right	NN	right
as	IN	as
you	PP	you
surely	RB	surely
know	VVP	know
the	DT	the
is	VBZ	be
military	JJ	military
says	VVZ	say
this	DT	this
was	VBD	be
a	DT	a
preemptive	JJ	preemptive
strike	NN	strike
are	VBP	be
you	PP	you
hearing	VVG	hear
anything	NN	anything
else	RB	else
from	IN	from
them	PP	them
well	VVP	well
they	PP	they
are	VBP	be
saying	VVG	say
that	IN/that	that
about	RB	about
100	CD	@card@
fighter	NN	fighter
jets	NNS	jet
struck	VVD	strike
Targets	NNS	target
in	IN	in
southern	JJ	southern
Lebanon	NP	Lebanon
in	IN	in
about	RB	about
40	CD	@card@
different	JJ	different
locations	NNS	location
40	CD	@card@
different	JJ	different
launching	NN	launching
sites	VVZ	site
uh	UH	uh
um	RB	um
but	CC	but
I	PP	I
would	MD	would
cast	VV	cast
doubt	NN	doubt
on	IN	on
the	DT	the
analysis	NN	analysis
of	IN	of
this	DT	this
that	WDT	that
uh	UH	uh
Hezbollah	NP	Hezbollah
wanted	VVD	want
to	TO	to
launch	VV	launch
6,000	CD	@card@
Rockets	NNS	rocket
according	VVG	accord
to	TO	to
the	DT	the
New	NP	New
York	NP	York
Times	NP	Times
toward	IN	toward
the	DT	the
uh	UH	uh
area	NN	area
of	IN	of
central	JJ	central
Israel	NP	Israel
because	IN	because
that	WDT	that
itself	PP	itself
would	MD	would
mean	VV	mean
actually	RB	actually
opening	VVG	open
a	DT	a
full	JJ	full
BL	NP	BL
War	NP	War
full-blown	JJ	full-blown
at	IN	at
war	NN	war
with	IN	with
Israel	NP	Israel
something	NN	something
that	IN/that	that
as	IN	as
I	PP	I
said	VVD	say
is	VBZ	be
not	RB	not
estimated	VVN	estimate
in	IN	in
Israel	NP	Israel
uh	UH	uh
and	CC	and
also	RB	also
the	DT	the
other	JJ	other
um	NN	um
assessments	NNS	assessment
to	TO	to
this	DT	this
would	MD	would
be	VB	be
or	CC	or
they	PP	they
are	VBP	be
actually	RB	actually
that	DT	that
hisbah	NN	hisbah
like	IN	like
wanted	VVN	want
to	TO	to
at	IN	at
some	DT	some
point	NN	point
launch	VV	launch
uh	UH	uh
or	CC	or
use	VV	use
these	DT	these
launching	VVG	launch
sites	NNS	site
against	IN	against
Israeli	JJ	Israeli
targets	NNS	target
but	CC	but
not	RB	not
um	NNS	um
imminently	RB	imminently
and	CC	and
not	RB	not
um	JJ	um
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
or	CC	or
as	IN	as
a	DT	a
retaliatory	JJ	retaliatory
attack	NN	attack
to	TO	to
the	DT	the
Sher	NP	Sher
assassination	NN	assassination
so	RB	so
um	VVZ	um
the	DT	the
preemptive	JJ	preemptive
strike	NN	strike
came	VVD	come
to	TO	to
um	JJ	um
try	NN	try
to	TO	to
uh	UH	uh
um	NNS	um
to	TO	to
jeopardize	VV	jeopardize
this	DT	this
whole	JJ	whole
operation	NN	operation
but	CC	but
it's	NNS	it's
not	RB	not
necessary	JJ	necessary
that	IN/that	that
they	PP	they
meant	VVD	mean
to	TO	to
launch	VV	launch
6,000	CD	@card@
Rockets	NNS	rocket
as	IN	as
the	DT	the
reports	NNS	report
saying	VVG	say
uh	UH	uh
just	RB	just
today	NN	today
against	IN	against
Israeli	JJ	Israeli
targets	NNS	target
especially	RB	especially
in	IN	in
this	DT	this
of	IN	of
Israel	NP	Israel
understood	VVD	understand
that's	JJ	that's
journalist	NN	journalist
sladin	NN	sladin
balik	NN	balik
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
many	JJ	many
thanks	NNS	thanks
our	PP$	our
correspondent	NN	correspondent
Muhammad	NP	Muhammad
sha	NP	Sha
joins	VVZ	join
us	PP	us
by	IN	by
phone	NN	phone
from	IN	from
Lebanon	NP	Lebanon
Muhammad	NP	Muhammad
what	WP	what
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
about	IN	about
this	DT	this
attack	NN	attack
from	IN	from
where	WRB	where
you	PP	you
are	VBP	be
well	RB	well
there	RB	there
has	VHZ	have
been	VBN	be
many	JJ	many
indications	NNS	indication
this	DT	this
week	NN	week
that	IN/that	that
we	PP	we
were	VBD	be
heading	VVG	head
towards	IN	towards
this	DT	this
escalation	NN	escalation
mainly	RB	mainly
The	DT	the
Stumbling	JJ	stumbling
negotiations	NNS	negotiation
about	IN	about
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
increased	VVN	increase
number	NN	number
of	IN	of
military	JJ	military
attacks	NNS	attack
by	IN	by
hasah	NP	hasah
Israel	NP	Israel
and	CC	and
in	IN	in
the	DT	the
the	DT	the
intensified	JJ	intensified
Israeli	JJ	Israeli
attacks	NNS	attack
Earth	NN	earth
strikes	NNS	strike
on	IN	on
Lebanon	NP	Lebanon
over	IN	over
the	DT	the
past	JJ	past
few	JJ	few
days	NNS	day
uh	UH	uh
also	RB	also
which	WDT	which
may	MD	may
indicat	NN	indicat
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
been	VBN	be
detecting	VVG	detect
hezbollah's	NNS	hezbollah's
preparation	NN	preparation
uh	UH	uh
for	IN	for
the	DT	the
attack	VV	attack
uh	UH	uh
this	DT	this
morning	NN	morning
and	CC	and
was	VBD	be
was	VBD	be
uh	UH	uh
striking	JJ	striking
um	JJ	um
uh	UH	uh
preemptive	JJ	preemptive
strikes	VVZ	strike
uh	UH	uh
towards	IN	towards
Southern	NP	Southern
Lebanon	NP	Lebanon
you	PP	you
know	VVP	know
the	DT	the
conflict	NN	conflict
between	IN	between
Israel	NP	Israel
and	CC	and
hisbah	NP	hisbah
has	VHZ	have
been	VBN	be
uh	UH	uh
instilled	VVN	instill
by	IN	by
a	DT	a
deterrence	NN	deterrence
formula	NN	formula
and	CC	and
obviously	RB	obviously
by	IN	by
striking	VVG	strike
the	DT	the
southern	JJ	southern
suburbs	NNS	suburb
of	IN	of
beut	JJ	beut
last	JJ	last
month	NN	month
Israel	NP	Israel
scored	VVD	score
a	DT	a
point	NN	point
and	CC	and
by	IN	by
this	DT	this
retaliation	NN	retaliation
this	DT	this
morning	NN	morning
hasah	NN	hasah
is	VBZ	be
aiming	VVG	aim
to	TO	to
regain	VV	regain
the	DT	the
det	NP	det
the	DT	the
deterrence	NN	deterrence
and	CC	and
safe	JJ	safe
face	NN	face
after	IN	after
the	DT	the
huge	JJ	huge
loss	NN	loss
it	PP	it
received	VVD	receive
by	IN	by
the	DT	the
killing	NN	killing
of	IN	of
its	PP$	its
senior	JJ	senior
Commander	NP	Commander
for	IN	for
aruk	NP	aruk
what's	NN	what's
been	VBN	be
the	DT	the
reaction	NN	reaction
in	IN	in
Beirut	NP	Beirut
well	RB	well
it's	NNS	it's
early	RB	early
very	RB	very
early	RB	early
in	IN	in
on	IN	on
a	DT	a
Sunday	NP	Sunday
in	IN	in
Beirut	NP	Beirut
to	TO	to
capture	VV	capture
reactions	NNS	reaction
from	IN	from
the	DT	the
street	NN	street
but	CC	but
it	PP	it
looks	VVZ	look
like	IN	like
and	CC	and
despite	IN	despite
the	DT	the
big	JJ	big
escalation	NN	escalation
that	IN/that	that
the	DT	the
situation	NN	situation
is	VBZ	be
um	RB	um
quite	RB	quite
contained	VVN	contain
and	CC	and
is	VBZ	be
gradually	RB	gradually
backed	VVN	back
to	TO	to
the	DT	the
daily	JJ	daily
routine	NN	routine
of	IN	of
intermittent	JJ	intermittent
crossb	NN	crossb
shelling	VVG	shell
between	IN	between
hasah	NN	hasah
and	CC	and
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
Army	NP	Army
hasah	NN	hasah
issued	VVN	issue
a	DT	a
a	DT	a
follow-up	NN	follow-up
statement	NN	statement
minutes	NNS	minute
ago	RB	ago
um	RB	um
saying	VVG	say
that	IN/that	that
the	DT	the
operations	NNS	operation
uh	UH	uh
for	IN	for
today	NN	today
was	VBD	be
complete	JJ	complete
was	VBD	be
um	VVG	um
uh	UH	uh
finished	VVN	finish
and	CC	and
more	JJR	more
information	NN	information
on	IN	on
this	DT	this
operation	NN	operation
will	MD	will
be	VB	be
released	VVN	release
in	IN	in
a	DT	a
speech	NN	speech
by	IN	by
its	PP$	its
uh	UH	uh
Chief	NP	Chief
Hassan	NP	Hassan
nah	NN	nah
early	RB	early
later	RBR	later
uh	UH	uh
uh	UH	uh
this	DT	this
day	NN	day
so	IN	so
everyone	NN	everyone
here	RB	here
in	IN	in
Beirut	NP	Beirut
is	VBZ	be
um	RB	um
just	RB	just
anticipating	VVG	anticipate
the	DT	the
speech	NN	speech
and	CC	and
watching	VVG	watch
the	DT	the
developments	NNS	development
DW's	NP	DW's
Muhammad	NP	Muhammad
sha	NP	Sha
joining	VVG	join
us	PP	us
again	RB	again
there	RB	there
by	IN	by
phone	NN	phone
in	IN	in
Lebanon	NP	Lebanon
really	RB	really
appreciate	VV	appreciate
it	PP	it
Hezbollah	NP	Hezbollah
says	VVZ	say
it's	NNS	it's
a	DT	a
aerial	JJ	aerial
attack	NN	attack
on	IN	on
Israel	NP	Israel
is	VBZ	be
in	IN	in
response	NN	response
to	TO	to
an	DT	an
Israeli	JJ	Israeli
air	NN	air
strike	NN	strike
at	IN	at
the	DT	the
end	NN	end
of	IN	of
last	JJ	last
month	NN	month
that	WDT	that
killed	VVD	kill
its	PP$	its
senior	JJ	senior
Commander	NP	Commander
fuad	NN	fuad
Shakur	NP	Shakur
on	IN	on
the	DT	the
same	JJ	same
day	NN	day
Israel	NP	Israel
is	VBZ	be
believed	VVN	believe
to	TO	to
have	VH	have
assassinated	VVN	assassinate
Hamas	JJ	Hamas
leader	NN	leader
