<video_id>sjbwH5MKwtI</video_id>	JJ	<video_id>sjbwH5MKwtI</video_id>
so	RB	so
far	RB	far
Mariana	NP	Mariana
there	EX	there
have	VHP	have
been	VBN	be
just	RB	just
a	DT	a
lot	NN	lot
of	IN	of
impassion	VV	impassion
messages	NNS	message
here	RB	here
today	NN	today
at	IN	at
the	DT	the
rally	NN	rally
we	PP	we
heard	VVD	hear
from	IN	from
uh	UH	uh
Ronnie	NP	Ronnie
Raman	NP	Raman
who	WP	who
is	VBZ	be
a	DT	a
sister	NN	sister
of	IN	of
one	CD	one
of	IN	of
the	DT	the
hostages	NNS	hostage
uh	UH	uh
she	PP	she
talked	VVD	talk
basically	RB	basically
about	IN	about
the	DT	the
anguish	NN	anguish
that	IN/that	that
her	PP	her
and	CC	and
her	PP$	her
family	NN	family
have	VHP	have
been	VBN	be
going	VVG	go
through	IN	through
uh	UH	uh
since	IN	since
the	DT	the
October	NP	October
7	CD	@card@
Hamas	NN	Hamas
attack	NN	attack
and	CC	and
it's	NNS	it's
actually	RB	actually
her	PP$	her
sister's	JJ	sister's
birthday	NN	birthday
today	NN	today
so	IN	so
she	PP	she
asked	VVD	ask
the	DT	the
crowd	NN	crowd
to	TO	to
join	VV	join
her	PP	her
in	IN	in
singing	VVG	sing
Happy	JJ	happy
Birthday	NP	Birthday
uh	UH	uh
to	TO	to
her	PP$	her
sister	NN	sister
I've	NN	I've
been	VBN	be
speaking	VVG	speak
to	TO	to
a	DT	a
number	NN	number
of	IN	of
people	NNS	people
and	CC	and
I	PP	I
guess	VVP	guess
the	DT	the
overarching	JJ	overarching
mood	NN	mood
I	PP	I
guess	VVP	guess
is	VBZ	be
is	VBZ	be
one	CD	one
of	IN	of
sadness	NN	sadness
that's	NNS	that's
why	WRB	why
people	NNS	people
have	VHP	have
uh	UH	uh
come	VV	come
out	RP	out
here	RB	here
today	NN	today
to	TO	to
show	VV	show
their	PP$	their
support	NN	support
and	CC	and
solidarity	NN	solidarity
a	DT	a
young	JJ	young
woman	NN	woman
I	PP	I
spoked	VVN	spoked
to	TO	to
said	VVD	say
that	IN/that	that
she	PP	she
felt	VVD	feel
compelled	VVN	compel
to	TO	to
come	VV	come
out	RP	out
because	IN	because
of	IN	of
the	DT	the
historical	JJ	historical
crimes	NNS	crime
that	WDT	that
Germany	NP	Germany
committed	VVD	commit
against	IN	against
the	DT	the
Jewish	JJ	Jewish
people	NNS	people
and	CC	and
that's	NNS	that's
why	WRB	why
she	PP	she
came	VVD	come
out	RP	out
today	NN	today
to	TO	to
show	VV	show
her	PP	her
support	VV	support
an	DT	an
older	JJR	old
man	NN	man
I	PP	I
spoke	VVD	speak
to	TO	to
said	VVD	say
that	DT	that
uh	UH	uh
he	PP	he
doesn't	VVD	doesn't
necessarily	RB	necessarily
agree	VV	agree
with	IN	with
the	DT	the
the	DT	the
policies	NNS	policy
of	IN	of
the	DT	the
current	JJ	current
Israeli	JJ	Israeli
government	NN	government
but	CC	but
felt	VVD	feel
solidarity	NN	solidarity
with	IN	with
Israel	NP	Israel
and	CC	and
the	DT	the
isra	NN	isra
people	NNS	people
lots	NNS	lot
of	IN	of
mood	NN	mood
and	CC	and
messages	NNS	message
here	RB	here
today	NN	today
but	CC	but
I	PP	I
guess	VVP	guess
the	DT	the
overarching	JJ	overarching
one	CD	one
is	VBZ	be
is	VBZ	be
one	CD	one
of	IN	of
sadness	NN	sadness
and	CC	and
now	RB	now
Jared	NP	Jared
we	PP	we
know	VVP	know
that	IN/that	that
since	IN	since
Hamas	NP	Hamas
launched	VVD	launch
its	PP$	its
attack	NN	attack
on	IN	on
Israel	NP	Israel
and	CC	and
Israel	NP	Israel
has	VHZ	have
been	VBN	be
taking	VVG	take
its	PP$	its
retali	JJ	retali
retaliatory	JJ	retaliatory
attacks	NNS	attack
on	IN	on
Hamas	JJ	Hamas
militants	NNS	militant
in	IN	in
Gaza	NP	Gaza
all	DT	all
of	IN	of
those	DT	those
casualties	NNS	casualty
in	IN	in
Gaza	NP	Gaza
what	WP	what
we're	VVP	we're
also	RB	also
seeing	VVG	see
is	VBZ	be
a	DT	a
really	RB	really
uh	UH	uh
large	JJ	large
increase	NN	increase
in	IN	in
anti-semitic	JJ	anti-semitic
attacks	NNS	attack
both	CC	both
in	IN	in
Germany	NP	Germany
and	CC	and
other	JJ	other
countries	NNS	country
in	IN	in
Berlin	NP	Berlin
we	PP	we
just	RB	just
um	NNS	um
had	VHD	have
an	DT	an
attempted	JJ	attempted
firebombing	NN	firebombing
of	IN	of
a	DT	a
synagogue	NN	synagogue
just	RB	just
a	DT	a
few	JJ	few
days	NNS	day
ago	RB	ago
so	RB	so
um	JJ	um
how	WRB	how
strong	RB	strong
is	VBZ	be
the	DT	the
police	NN	police
presence	NN	presence
at	IN	at
this	DT	this
rally	NN	rally
today	NN	today
Marana	NP	Marana
there	RB	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
uh	UH	uh
police	NN	police
around	IN	around
uh	UH	uh
at	IN	at
this	DT	this
rally	NN	rally
and	CC	and
and	CC	and
you're	NN	you're
right	RB	right
there	RB	there
there	EX	there
has	VHZ	have
been	VBN	be
an	DT	an
increase	NN	increase
in	IN	in
violence	NN	violence
ever	RB	ever
since	IN	since
the	DT	the
Hamas	JJ	Hamas
attack	NN	attack
German	JJ	German
authorities	NNS	authority
say	VVP	say
that	IN/that	that
they've	NN	they've
registered	VVN	register
over	IN	over
a	DT	a
thousand	CD	thousand
individual	JJ	individual
crimes	NNS	crime
ever	RB	ever
since	IN	since
uh	UH	uh
the	DT	the
Hamas	JJ	Hamas
attack	NN	attack
on	IN	on
October	NP	October
7	CD	@card@
there	RB	there
have	VH	have
been	VBN	be
various	JJ	various
instances	NNS	instance
of	IN	of
violence	NN	violence
including	VVG	include
as	IN	as
you	PP	you
say	VVP	say
a	DT	a
Molotov	NP	Molotov
cocktail	NN	cocktail
being	VBG	be
uh	UH	uh
thrown	VVN	throw
at	IN	at
a	DT	a
Jewish	JJ	Jewish
Cultural	JJ	cultural
Center	NN	center
so	IN	so
uh	UH	uh
police	NNS	police
have	VHP	have
been	VBN	be
stepping	VVG	step
up	RP	up
their	PP$	their
uh	UH	uh
presence	NN	presence
and	CC	and
security	NN	security
both	CC	both
at	IN	at
uh	UH	uh
rallies	NNS	rally
like	IN	like
this	DT	this
one	CD	one
and	CC	and
of	IN	of
course	NN	course
outside	IN	outside
uh	UH	uh
Jewish	JJ	Jewish
institutions	NNS	institution
in	IN	in
Germany	NP	Germany
and	CC	and
uh	UH	uh
I'm	NP	I'm
joined	VVD	join
in	IN	in
the	DT	the
studio	NN	studio
by	IN	by
DW's	NP	DW's
Middle	NP	Middle
East	NP	East
analyst	NN	analyst
shaie	NN	shaie
rosanas	NNS	rosanas
to	TO	to
unpack	VV	unpack
uh	UH	uh
some	DT	some
of	IN	of
what	WP	what
the	DT	the
German	JJ	German
president	NN	president
was	VBD	be
talking	VVG	talk
about	IN	about
some	DT	some
very	RB	very
emotional	JJ	emotional
language	NN	language
um	NNS	um
very	RB	very
firm	JJ	firm
but	CC	but
also	RB	also
very	RB	very
empathic	JJ	empathic
Shani	NP	Shani
what	WP	what
what	WP	what
stood	VVD	stand
out	RP	out
for	IN	for
you	PP	you
well	VVP	well
we	PP	we
we've	VVP	we've
seen	VVN	see
this	DT	this
day	NN	day
um	NN	um
it's	NNS	it's
quite	RB	quite
important	JJ	important
we've	NN	we've
seen	VVN	see
also	RB	also
um	JJ	um
the	DT	the
messages	NNS	message
we	PP	we
stand	VVP	stand
with	IN	with
Israel	NP	Israel
We	PP	we
Stand	VVP	stand
by	IN	by
Israel	NP	Israel
the	DT	the
very	JJ	very
fact	NN	fact
you	PP	you
see	VVP	see
Israeli	JJ	Israeli
flags	NNS	flag
being	VBG	be
waved	VVN	wave
you	PP	you
know	VVP	know
strongly	RB	strongly
proudly	RB	proudly
out	RB	out
there	RB	there
in	IN	in
the	DT	the
open	JJ	open
in	IN	in
the	DT	the
German	JJ	German
Capital	NP	Capital
that	IN/that	that
for	IN	for
itself	PP	itself
should	MD	should
not	RB	not
be	VB	be
taken	VVN	take
for	IN	for
granted	JJ	granted
many	JJ	many
Israelis	NNS	Israeli
many	JJ	many
Jews	NNS	jew
living	VVG	live
in	IN	in
Germany	NP	Germany
in	IN	in
the	DT	the
last	JJ	last
two	CD	two
weeks	NNS	week
will	MD	will
tell	VV	tell
you	PP	you
they	PP	they
have	VHP	have
been	VBN	be
living	VVG	live
in	IN	in
great	JJ	great
fear	VV	fear
uh	UH	uh
the	DT	the
idea	NN	idea
of	IN	of
having	VHG	have
any	DT	any
recognizable	JJ	recognizable
symbol	NN	symbol
like	IN	like
the	DT	the
Star	NP	Star
of	IN	of
David	NP	David
being	VBG	be
displayed	VVN	display
outl	NN	outl
is	VBZ	be
something	NN	something
they	PP	they
would	MD	would
never	RB	never
imagine	VV	imagine
to	TO	to
do	VV	do
for	IN	for
themselves	PP	themselves
without	IN	without
the	DT	the
support	NN	support
of	IN	of
so	RB	so
many	JJ	many
Germans	NPS	Germans
that	IN/that	that
we're	NN	we're
seeing	VVG	see
coming	VVG	come
today	NN	today
to	TO	to
the	DT	the
Boga	NP	Boga
tour	NN	tour
to	TO	to
the	DT	the
symbolic	JJ	symbolic
place	NN	place
the	DT	the
heart	NN	heart
of	IN	of
the	DT	the
German	JJ	German
capital	NN	capital
in	IN	in
unanimously	RB	unanimously
saying	VVG	say
we	PP	we
support	VV	support
you	PP	you
we	PP	we
are	VBP	be
against	IN	against
anti-Semitism	NN	anti-Semitism
the	DT	the
message	NN	message
it	PP	it
sends	VVZ	send
to	TO	to
the	DT	the
Jewish	JJ	Jewish
and	CC	and
Israeli	JJ	Israeli
population	NN	population
living	NN	living
in	IN	in
Germany	NP	Germany
and	CC	and
in	IN	in
Europe	NP	Europe
I	PP	I
would	MD	would
believe	VV	believe
is	VBZ	be
quite	RB	quite
a	DT	a
strong	JJ	strong
and	CC	and
very	RB	very
much	RB	much
a	DT	a
positive	JJ	positive
reinforcement	NN	reinforcement
they	PP	they
need	VVP	need
after	IN	after
two	CD	two
weeks	NNS	week
where	WRB	where
we	PP	we
have	VHP	have
seen	VVN	see
constant	JJ	constant
reports	NNS	report
of	IN	of
of	IN	of
course	NN	course
the	DT	the
attacks	NNS	attack
and	CC	and
raisins	NNS	raisin
incidents	NNS	incident
and	CC	and
anatis	NN	anatis
but	CC	but
also	RB	also
people	NNS	people
if	IN	if
you	PP	you
talk	VVP	talk
to	TO	to
them	PP	them
they	PP	they
will	MD	will
tell	VV	tell
you	PP	you
they're	NN	they're
not	RB	not
sending	VVG	send
their	PP$	their
kids	NNS	kid
to	TO	to
I	PP	I
mean	VVP	mean
Jewish	JJ	Jewish
schools	NNS	school
Jewish	JJ	Jewish
takers	NNS	taker
who	WP	who
have	VHP	have
been	VBN	be
practically	RB	practically
shut	VVN	shut
because	IN	because
of	IN	of
the	DT	the
fear	NN	fear
the	DT	the
great	JJ	great
fear	NN	fear
the	DT	the
parents	NNS	parent
have	VHP	have
for	IN	for
this	DT	this
well-being	NN	well-being
of	IN	of
their	PP$	their
children	NNS	child
um	NNS	um
still	RB	still
injured	VVN	injure
Germany	NP	Germany
um	NNS	um
you	PP	you
know	VVP	know
the	DT	the
symbolism	NN	symbolism
behind	IN	behind
that	DT	that
so	RB	so
many	JJ	many
years	NNS	year
after	IN	after
is	VBZ	be
it's	JJ	it's
quite	RB	quite
striking	JJ	striking
and	CC	and
and	CC	and
the	DT	the
president	NN	president
was	VBD	be
talking	VVG	talk
about	RB	about
that	IN/that	that
as	IN	as
well	RB	well
feeling	VVG	feel
ashamed	JJ	ashamed
for	IN	for
that	WDT	that
and	CC	and
uh	UH	uh
he	PP	he
also	RB	also
mentioned	VVD	mention
that	IN/that	that
police	NNS	police
have	VHP	have
strengthened	VVN	strengthen
uh	UH	uh
security	NN	security
for	IN	for
Jewish	JJ	Jewish
institutions	NNS	institution
uh	UH	uh
in	IN	in
Berlin	NP	Berlin
but	CC	but
also	RB	also
around	IN	around
the	DT	the
country	NN	country
but	CC	but
is	VBZ	be
it	PP	it
enough	RB	enough
like	VVP	like
can	MD	can
Jewish	JJ	Jewish
people	NNS	people
in	IN	in
Germany	NP	Germany
feel	VVP	feel
safe	JJ	safe
security	NN	security
is	VBZ	be
always	RB	always
a	DT	a
touchy	JJ	touchy
subject	NN	subject
there	EX	there
we	PP	we
always	RB	always
hear	VVP	hear
more	RBR	more
and	CC	and
more	RBR	more
from	IN	from
um	VVG	um
the	DT	the
communities	NNS	community
around	IN	around
Germany	NP	Germany
that	WDT	that
feel	VVP	feel
that	IN/that	that
they	PP	they
need	MD	need
more	RBR	more
support	VV	support
more	RBR	more
financial	JJ	financial
support	NN	support
in	IN	in
order	NN	order
to	TO	to
have	VH	have
more	JJR	more
security	NN	security
many	JJ	many
times	NNS	time
they	PP	they
feel	VVP	feel
they	PP	they
don't	VVD	don't
get	VV	get
enough	JJ	enough
backing	NN	backing
from	IN	from
the	DT	the
local	JJ	local
government	NN	government
um	NNS	um
for	IN	for
that	DT	that
purpose	NN	purpose
but	CC	but
we	PP	we
also	RB	also
have	VHP	have
seen	VVN	see
uh	UH	uh
in	IN	in
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
weeks	NNS	week
a	DT	a
new	JJ	new
campaign	VV	campaign
uh	UH	uh
around	IN	around
Germany	NP	Germany
saying	VVG	say
the	DT	the
number	NN	number
of	IN	of
days	NNS	day
a	DT	a
Jewish	JJ	Jewish
institution	NN	institution
should	MD	should
be	VB	be
you	PP	you
know	VVP	know
secured	VVN	secure
by	IN	by
policemen	NNS	policeman
in	IN	in
Germany	NP	Germany
should	MD	should
come	VV	come
to	TO	to
zero	VV	zero
so	RB	so
as	RB	as
much	JJ	much
as	IN	as
they	PP	they
want	VVP	want
this	DT	this
security	NN	security
they	PP	they
would	MD	would
also	RB	also
very	RB	very
much	RB	much
want	VVP	want
to	TO	to
have	VH	have
a	DT	a
different	JJ	different
environment	NN	environment
in	IN	in
which	WDT	which
they	PP	they
feel	VVP	feel
safe	JJ	safe
enough	RB	enough
to	TO	to
not	RB	not
need	VV	need
that	IN/that	that
and	CC	and
Germany	NP	Germany
is	VBZ	be
not	RB	not
there	RB	there
not	RB	not
just	RB	just
Germany	NP	Germany
let's	NNS	let's
be	VB	be
honest	JJ	honest
I	PP	I
mean	VVP	mean
most	RBS	most
Jewish	JJ	Jewish
institutions	NNS	institution
around	IN	around
Europe	NP	Europe
are	VBP	be
such	JJ	such
that	IN/that	that
they	PP	they
need	VVP	need
protection	NN	protection
so	RB	so
is	VBZ	be
sometimes	RB	sometimes
the	DT	the
case	NN	case
in	IN	in
the	DT	the
US	NP	US
we've	NN	we've
seen	VVN	see
you	PP	you
know	VVP	know
this	DT	this
also	RB	also
uh	UH	uh
trickling	VVG	trickle
there	RB	there
um	JJ	um
and	CC	and
the	DT	the
fear	NN	fear
is	VBZ	be
is	VBZ	be
immense	NN	immense
so	IN	so
uh	UH	uh
these	DT	these
declarative	JJ	declarative
um	NN	um
you	PP	you
know	VVP	know
statements	NNS	statement
that	IN/that	that
we're	NN	we're
seeing	VVG	see
that	IN/that	that
the	DT	the
S	NP	S
the	DT	the
symbolism	NN	symbolism
behind	IN	behind
so	RB	so
many	JJ	many
Germans	NNS	German
we	PP	we
have	VHP	have
seen	VVN	see
all	RB	all
of	IN	of
the	DT	the
German	JJ	German
parties	NNS	party
Unite	VVP	unite
Here	RB	here
aside	RB	aside
from	IN	from
the	DT	the
uh	UH	uh
right	VV	right
uh	UH	uh
rightwing	JJ	rightwing
IFD	NNS	IFD
coming	VVG	come
and	CC	and
joining	VVG	join
along	RP	along
with	IN	with
um	VVG	um
the	DT	the
Christian	JJ	Christian
uh	UH	uh
Evangelist	NP	Evangelist
Church	NP	Church
and	CC	and
the	DT	the
Confederate	JJ	Confederate
of	IN	of
Bishops	NNS	bishop
all	RB	all
of	IN	of
them	PP	them
bringing	VVG	bring
you	PP	you
know	VVP	know
joining	VVG	join
forces	NNS	force
against	IN	against
anti-Semitism	NN	anti-Semitism
anti-Semitism	NN	anti-Semitism
in	IN	in
Germany	NP	Germany
together	RB	together
this	DT	this
is	VBZ	be
very	RB	very
meaningful	JJ	meaningful
in	IN	in
the	DT	the
statement	NN	statement
is	VBZ	be
trying	VVG	try
to	TO	to
send	VV	send
out	RP	out
loud	JJ	loud
we	PP	we
also	RB	also
need	VVP	need
to	TO	to
keep	VV	keep
in	IN	in
mind	NN	mind
as	IN	as
you	PP	you
said	VVD	say
that	IN/that	that
Stein	NP	Stein
Maya	NP	Maya
is	VBZ	be
aware	JJ	aware
of	IN	of
the	DT	the
growing	VVG	grow
also	RB	also
uh	UH	uh
resentment	NN	resentment
of	IN	of
of	IN	of
of	IN	of
German	JJ	German
citizens	NNS	citizen
of	IN	of
palestin	NN	palestin
of	IN	of
Palestinian	JJ	Palestinian
origin	NN	origin
who	WP	who
feel	VVP	feel
that	IN/that	that
their	PP$	their
freedom	NN	freedom
their	PP$	their
right	NN	right
to	TO	to
show	VV	show
solidarity	NN	solidarity
with	IN	with
what's	NNS	what's
happening	VVG	happen
in	IN	in
Palestine	NP	Palestine
that's	NNS	that's
also	RB	also
being	VBG	be
jeopardized	VVN	jeopardize
and	CC	and
they	PP	they
feel	VVP	feel
that	IN/that	that
they	PP	they
are	VBP	be
not	RB	not
giving	VVG	give
the	DT	the
right	NN	right
to	TO	to
express	VV	express
their	PP$	their
grief	NN	grief
and	CC	and
their	PP$	their
anger	NN	anger
um	NNS	um
and	CC	and
he	PP	he
was	VBD	be
trying	VVG	try
somewhat	RB	somewhat
tread	VV	tread
the	DT	the
line	NN	line
carefully	RB	carefully
saying	VVG	say
we	PP	we
are	VBP	be
against	IN	against
Hamas	NNS	Hamas
also	RB	also
because	IN	because
it	PP	it
is	VBZ	be
jeopardizing	VVG	jeopardize
the	DT	the
lives	NNS	life
and	CC	and
the	DT	the
livelihood	NN	livelihood
and	CC	and
the	DT	the
dignity	NN	dignity
and	CC	and
the	DT	the
safety	NN	safety
of	IN	of
those	DT	those
in	IN	in
Gaza	NP	Gaza
the	DT	the
Palestinians	NPS	Palestinians
themselves	PP	themselves
also	RB	also
again	RB	again
calling	VVG	call
the	DT	the
need	NN	need
for	IN	for
humanitarian	JJ	humanitarian
corridors	NNS	corridor
and	CC	and
securing	VVG	secure
humanitarian	JJ	humanitarian
needs	NNS	need
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
I'm	NP	I'm
not	RB	not
sure	JJ	sure
it's	NNS	it's
enough	JJ	enough
um	NN	um
for	IN	for
the	DT	the
Palestinians	NPS	Palestinians
who	WP	who
feel	VVP	feel
very	RB	very
much	RB	much
um	JJ	um
that	IN/that	that
they	PP	they
are	VBP	be
you	PP	you
know	VVP	know
their	PP$	their
right	NN	right
of	IN	of
speech	NN	speech
is	VBZ	be
being	VBG	be
you	PP	you
know	VV	know
uh	UH	uh
pushed	VVD	push
aside	RP	aside
these	DT	these
days	NNS	day
but	CC	but
but	RB	but
it's	NNS	it's
definitely	RB	definitely
showing	VVG	show
that	IN/that	that
there's	RB	there's
awareness	NN	awareness
to	TO	to
that	WDT	that
at	IN	at
least	JJS	least
in	IN	in
the	DT	the
higher	JJR	high
uh	UH	uh
levels	NNS	level
of	IN	of
German	JJ	German
uh	UH	uh
government	NN	government
and	CC	and
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
more	JJR	more
about	IN	about
what	WP	what
kind	NN	kind
of	IN	of
people	NNS	people
would	MD	would
be	VB	be
attending	VVG	attend
today's	NNS	today's
rally	VV	rally
you	PP	you
mentioned	VVN	mention
um	NNS	um
the	DT	the
major	JJ	major
political	JJ	political
parties	NNS	party
and	CC	and
religious	JJ	religious
groups	NNS	group
and	CC	and
it	PP	it
does	VVZ	do
look	VV	look
like	IN	like
a	DT	a
rather	RB	rather
large	JJ	large
crowd	NN	crowd
so	RB	so
so	RB	so
who	WP	who
is	VBZ	be
likely	JJ	likely
to	TO	to
show	VV	show
up	RP	up
to	TO	to
a	DT	a
rally	NN	rally
like	IN	like
this	DT	this
that	WDT	that
is	VBZ	be
specifically	RB	specifically
in	IN	in
solidarity	NN	solidarity
with	IN	with
Israel	NP	Israel
and	CC	and
against	IN	against
anti-Semitism	NN	anti-Semitism
and	CC	and
which	WDT	which
groups	NNS	group
are	VBP	be
likely	JJ	likely
to	TO	to
maybe	RB	maybe
stay	VV	stay
away	RB	away
well	RB	well
we've	NN	we've
seen	VVN	see
I	PP	I
mean	VVP	mean
I	PP	I
I	PP	I
cannot	MD	can
say	VV	say
I've	NP	I've
not	RB	not
checked	VVD	check
myself	PP	myself
who	WP	who
exactly	RB	exactly
is	VBZ	be
there	RB	there
but	CC	but
we've	VV	we've
seen	VVN	see
definitely	RB	definitely
many	JJ	many
people	NNS	people
of	IN	of
of	IN	of
all	PDT	all
the	DT	the
parties	NNS	party
that's	NNS	that's
for	IN	for
itself	PP	itself
is	VBZ	be
quite	RB	quite
a	DT	a
big	JJ	big
statement	NN	statement
we	PP	we
we	PP	we
know	VVP	know
that	IN/that	that
a	DT	a
lot	NN	lot
of	IN	of
Muslim	JJ	Muslim
organizations	NNS	organization
that	WDT	that
were	VBD	be
asked	VVN	ask
to	TO	to
join	VV	join
we're	NN	we're
not	RB	not
feeling	VVG	feel
that	IN/that	that
this	DT	this
is	VBZ	be
the	DT	the
kind	NN	kind
of	IN	of
event	NN	event
they	PP	they
can	MD	can
take	VV	take
part	NN	part
of	IN	of
despite	NN	despite
of	IN	of
where	WRB	where
they	PP	they
stand	VV	stand
uh	UH	uh
many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
aware	JJ	aware
of	IN	of
the	DT	the
complexity	NN	complexity
but	CC	but
still	RB	still
cannot	MD	can
find	VV	find
it	PP	it
so	RB	so
easy	JJ	easy
to	TO	to
be	VB	be
taking	VVG	take
part	NN	part
in	IN	in
this	DT	this
event	NN	event
that	WDT	that
seemed	VVD	seem
very	RB	very
one-sided	JJ	one-sided
to	TO	to
many	JJ	many
of	IN	of
them	PP	them
um	NN	um
but	CC	but
we've	NN	we've
also	RB	also
I	PP	I
can	MD	can
also	RB	also
tell	VV	tell
you	PP	you
that	IN/that	that
as	RB	as
much	RB	much
as	IN	as
this	DT	this
is	VBZ	be
a	DT	a
in	IN	in
solidarity	NN	solidarity
with	IN	with
Jews	NPS	Jews
um	JJ	um
it's	NNS	it's
also	RB	also
probably	RB	probably
not	RB	not
attened	VVN	attened
by	IN	by
too	RB	too
many	JJ	many
Jews	NNS	jew
the	DT	the
fear	NN	fear
um	VVG	um
uh	UH	uh
of	IN	of
of	IN	of
Jews	NPS	Jews
and	CC	and
Israelis	NPS	Israelis
in	IN	in
Germany	NP	Germany
to	TO	to
congregate	VV	congregate
these	DT	these
days	NNS	day
either	CC	either
you	PP	you
know	VVP	know
be	VB	be
it	PP	it
in	IN	in
their	PP$	their
synagogues	NNS	synagogue
be	VB	be
it	PP	it
on	IN	on
the	DT	the
streets	NNS	street
be	VB	be
it	PP	it
on	IN	on
you	PP	you
know	VVP	know
schoolyards	NNS	schoolyard
um	NNS	um
the	DT	the
fear	NN	fear
is	VBZ	be
so	RB	so
deep	JJ	deep
that	IN/that	that
many	JJ	many
of	IN	of
them	PP	them
I	PP	I
I	PP	I
know	VVP	know
from	IN	from
Firs	NNS	fir
hand	RB	hand
have	VHP	have
chosen	VVN	choose
also	RB	also
to	TO	to
not	RB	not
be	VB	be
attending	VVG	attend
today	NN	today
despite	IN	despite
I'm	NP	I'm
sure	JJ	sure
that	IN/that	that
great	JJ	great
security	NN	security
and	CC	and
um	JJ	um
many	JJ	many
uh	UH	uh
uh	UH	uh
different	JJ	different
you	PP	you
enforcements	NNS	enforcement
this	DT	this
make	VVP	make
sure	RB	sure
this	DT	this
is	VBZ	be
a	DT	a
safe	JJ	safe
uh	UH	uh
um	RB	um
this	DT	this
is	VBZ	be
a	DT	a
safe	JJ	safe
place	NN	place
for	IN	for
anybody	NN	anybody
who	WP	who
chooses	VVZ	choose
to	TO	to
take	VV	take
part	NN	part
yeah	RB	yeah
very	RB	very
tense	JJ	tense
times	NNS	time
for	IN	for
everybody	NN	everybody
at	IN	at
the	DT	the
moment	NN	moment
that	WDT	that
was	VBD	be
Middle	NP	Middle
East	NP	East
analyst	NN	analyst
sheny	NN	sheny
rosanas	NNS	rosanas
shenny	NN	shenny
thank	VVP	thank
you	PP	you
so	IN	so
much	JJ	much
you're	NNS	you're
welcome	VVP	welcome
the	DT	the
</doc>	NN	</doc>
