<video_id>ZT8d9-98PIs</video_id>	JJ	<video_id>ZT8d9-98PIs</video_id>
Jordan	NP	Jordan
for	IN	for
the	DT	the
Z	NP	Z
refugee	NN	refugee
camp	NN	camp
for	IN	for
syan	JJ	syan
refug	NN	refug
refes	NNS	refes
I	PP	I
was	VBD	be
in	IN	in
Greece	NP	Greece
uh	UH	uh
Tess	NP	Tess
Niki	NP	Niki
next	JJ	next
to	TO	to
the	DT	the
Hungarian	JJ	Hungarian
border	NN	border
when	WRB	when
when	WRB	when
there	EX	there
were	VBD	be
refugees	NNS	refugee
on	IN	on
the	DT	the
ground	NN	ground
there	IN	here
uh	UH	uh
I	PP	I
was	VBD	be
in	IN	in
I've	NP	I've
been	VBN	be
in	IN	in
Haiti	NP	Haiti
I've	NP	I've
been	VBN	be
in	IN	in
Ghana	NP	Ghana
I've	NP	I've
been	VBN	be
uh	UH	uh
with	IN	with
rangan	NN	rangan
refugees	NNS	refugee
in	IN	in
in	IN	in
in	IN	in
Bangladesh	NP	Bangladesh
I	PP	I
had	VHD	have
been	VBN	be
to	TO	to
Northern	NP	Northern
Syria	NP	Syria
after	IN	after
the	DT	the
earthquake	NN	earthquake
turkey	NN	turkey
after	IN	after
the	DT	the
earthquake	NN	earthquake
I've	NN	I've
been	VBN	be
to	TO	to
Greece	NP	Greece
during	IN	during
the	DT	the
refugee	NN	refugee
crisis	NN	crisis
to	TO	to
Jordan	NP	Jordan
I	PP	I
started	VVD	start
in	IN	in
Pakistan	NP	Pakistan
I	PP	I
have	VHP	have
worked	VVN	work
more	JJR	more
than	IN	than
two	CD	two
years	NNS	year
in	IN	in
Afghanistan	NP	Afghanistan
Nigeria	NP	Nigeria
I	PP	I
was	VBD	be
in	IN	in
South	NP	South
Sudan	NP	Sudan
I	PP	I
work	VVP	work
in	IN	in
the	DT	the
Gaza	NP	Gaza
IND	NP	Ind
previous	JJ	previous
war	NN	war
I	PP	I
work	VVP	work
in	IN	in
the	DT	the
Syria	NP	Syria
and	CC	and
I	PP	I
work	VVP	work
in	IN	in
Lebanon	NP	Lebanon
I've	NP	I've
been	VBN	be
in	IN	in
Syria	NP	Syria
I've	NP	I've
been	VBN	be
in	IN	in
Yemen	NP	Yemen
I've	NP	I've
been	VBN	be
in	IN	in
Iraq	NP	Iraq
in	IN	in
South	NP	South
Lebanon	NP	Lebanon
all	RB	all
of	IN	of
those	DT	those
trips	NNS	trip
are	VBP	be
nothing	RB	nothing
compared	VVN	compare
to	TO	to
this	DT	this
trip	NN	trip
I	PP	I
have	VHP	have
never	RB	never
seen	VVN	see
this	DT	this
kind	NN	kind
of	IN	of
crisis	NN	crisis
in	IN	in
my	PP$	my
life	NN	life
it's	NNS	it's
different	JJ	different
here	RB	here
but	CC	but
I've	NP	I've
never	RB	never
been	VBN	be
in	IN	in
a	DT	a
genocidal	JJ	genocidal
War	NP	War
where	WRB	where
the	DT	the
aim	NN	aim
is	VBZ	be
to	TO	to
wipe	VV	wipe
out	RP	out
everything	NN	everything
where	WRB	where
the	DT	the
aim	NN	aim
is	VBZ	be
to	TO	to
take	VV	take
out	RP	out
the	DT	the
health	NN	health
system	NN	system
as	IN	as
a	DT	a
central	JJ	central
part	NN	part
of	IN	of
the	DT	the
military	JJ	military
strategy	NN	strategy
Gaza	NP	Gaza
is	VBZ	be
on	IN	on
another	DT	another
level	NN	level
and	CC	and
it's	NNS	it's
all	RB	all
because	IN	because
everything	NN	everything
is	VBZ	be
working	VVG	work
against	IN	against
the	DT	the
people	NNS	people
and	CC	and
you	PP	you
just	RB	just
see	VVP	see
[Music]	NN	[Music]
well	RB	well
the	DT	the
last	JJ	last
attempt	NN	attempt
that	IN/that	that
we	PP	we
tried	VVD	try
to	TO	to
get	VV	get
into	IN	into
Gaza	NP	Gaza
I	PP	I
was	VBD	be
turned	VVN	turn
away	RB	away
I	PP	I
mean	VVP	mean
one	CD	one
communication	NN	communication
even	RB	even
suggested	VVD	suggest
that	IN/that	that
if	IN	if
your	PP$	your
grandparents	NNS	grandparent
or	CC	or
Palestinian	JJ	Palestinian
that	IN/that	that
you	PP	you
would	MD	would
not	RB	not
be	VB	be
allowed	VVN	allow
to	TO	to
enter	VV	enter
and	CC	and
if	IN	if
somehow	RB	somehow
you're	NN	you're
able	JJ	able
to	TO	to
enter	VV	enter
you're	NN	you're
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
to	TO	to
leave	VV	leave
so	RB	so
this	DT	this
is	VBZ	be
these	DT	these
are	VBP	be
the	DT	the
things	NNS	thing
that	IN/that	that
we're	NN	we're
hearing	NN	hearing
now	RB	now
and	CC	and
I	PP	I
mean	VVP	mean
you	PP	you
know	VVP	know
you	PP	you
can	MD	can
imagine	VV	imagine
the	DT	the
sort	NN	sort
of	IN	of
Rage	NN	rage
that	IN/that	that
you	PP	you
know	VVP	know
that	IN/that	that
that	DT	that
sort	NN	sort
of	IN	of
that	WDT	that
I	PP	I
have	VHP	have
inside	RB	inside
of	IN	of
me	PP	me
hearing	VVG	hear
something	NN	something
like	IN	like
that	WDT	that
I	PP	I
mean	VVP	mean
I	PP	I
speak	VVP	speak
the	DT	the
language	NN	language
I	PP	I
know	VVP	know
the	DT	the
the	DT	the
Customs	NP	Customs
the	DT	the
practices	NNS	practice
I	PP	I
know	VVP	know
the	DT	the
land	NN	land
I	PP	I
know	VVP	know
the	DT	the
people	NNS	people
they're	NN	they're
my	PP$	my
people	NNS	people
they	PP	they
look	VVP	look
like	IN	like
me	PP	me
uh	UH	uh
their	PP$	their
kids	NNS	kid
look	VVP	look
like	IN	like
my	PP$	my
kids	NNS	kid
and	CC	and
we're	NNS	we're
talking	VVG	talk
about	IN	about
preventing	VVG	prevent
me	PP	me
to	TO	to
from	IN	from
from	IN	from
accessing	VVG	access
this	DT	this
piece	NN	piece
of	IN	of
land	NN	land
that	IN/that	that
you	PP	you
know	VVP	know
I	PP	I
have	VHP	have
so	RB	so
much	JJ	much
connection	NN	connection
and	CC	and
uh	UH	uh
there's	RB	there's
so	RB	so
much	JJ	much
emotion	NN	emotion
that's	NNS	that's
there	RB	there
I	PP	I
mean	VVP	mean
the	DT	the
first	JJ	first
question	NN	question
is	VBZ	be
why	WRB	why
what	WP	what
purpose	NN	purpose
does	VVZ	do
that	RB	that
serve	VV	serve
what	WP	what
purpose	NN	purpose
does	VVZ	do
it	PP	it
serve	VVP	serve
to	TO	to
prevent	VV	prevent
somebody	NN	somebody
like	IN	like
me	PP	me
from	IN	from
entering	VVG	enter
into	IN	into
Gaza	NP	Gaza
and	CC	and
I	PP	I
will	MD	will
be	VB	be
testing	VVG	test
it	PP	it
I	PP	I
mean	VVP	mean
I	PP	I
want	VVP	want
to	TO	to
I	PP	I
want	VVP	want
to	TO	to
I	PP	I
want	VVP	want
to	TO	to
go	VV	go
back	RB	back
and	CC	and
you	PP	you
know	VVP	know
you're	NN	you're
going	VVG	go
to	TO	to
have	VH	have
to	TO	to
turn	VV	turn
me	PP	me
away	RB	away
again	RB	again
to	TO	to
prevent	VV	prevent
me	PP	me
from	IN	from
entering	VVG	enter
it	PP	it
it	PP	it
felt	VVD	feel
like	VV	like
uh	UH	uh
and	CC	and
what	WP	what
I	PP	I
mean	VVP	mean
by	IN	by
that	WDT	that
is	VBZ	be
there's	RB	there's
no	DT	no
doubt	NN	doubt
that	IN/that	that
there	EX	there
was	VBD	be
a	DT	a
purposeful	JJ	purposeful
manipulation	NN	manipulation
of	IN	of
dates	NNS	date
to	TO	to
make	VV	make
it	PP	it
almost	RB	almost
impossible	JJ	impossible
to	TO	to
go	VV	go
I	PP	I
we	PP	we
scheduled	VVD	schedule
ourselves	PP	ourselves
almost	RB	almost
every	DT	every
week	NN	week
and	CC	and
it	PP	it
kept	VVD	keep
getting	VVG	get
canceled	VVN	cancel
with	IN	with
d	NN	d
before	IN	before
we	PP	we
leave	VVP	leave
or	CC	or
two	CD	two
days	NNS	day
before	IN	before
we	PP	we
leave	VVP	leave
because	IN	because
the	DT	the
dates	NNS	date
kept	VVD	keep
changing	VVG	change
for	IN	for
what	WP	what
was	VBD	be
approved	VVN	approve
uh	UH	uh
for	IN	for
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
allowed	VVN	allow
to	TO	to
go	VV	go
for	IN	for
what	WP	what
day	NN	day
we	PP	we
could	MD	could
cross	VV	cross
for	IN	for
what	WP	what
we	PP	we
like	VVP	like
to	TO	to
take	VV	take
with	IN	with
us	PP	us
and	CC	and
uh	UH	uh
I	PP	I
my	PP$	my
group	NN	group
that	WDT	that
was	VBD	be
initially	RB	initially
supposed	VVN	suppose
to	TO	to
be	VB	be
eight	CD	eight
or	CC	or
10	CD	@card@
or	CC	or
12	CD	@card@
docs	NNS	doc
ended	VVN	end
up	IN	up
being	VBG	be
just	JJ	just
me	PP	me
in	IN	in
these	DT	these
hospitals	NNS	hospital
or	CC	or
in	IN	in
these	DT	these
clinics	NNS	clinic
when	WRB	when
you're	NN	you're
there	RB	there
um	VVZ	um
it	PP	it
serves	VVZ	serve
multiple	JJ	multiple
roles	NNS	role
I	PP	I
mean	VVP	mean
I	PP	I
would	MD	would
say	VV	say
the	DT	the
clinical	JJ	clinical
aspect	NN	aspect
of	IN	of
it	PP	it
where	WRB	where
you're	NN	you're
actually	RB	actually
treating	VVG	treat
people	NNS	people
but	CC	but
it's	NNS	it's
sort	NN	sort
of	IN	of
the	DT	the
relationships	NNS	relationship
that	WDT	that
you're	VVP	you're
able	JJ	able
to	TO	to
form	VV	form
with	IN	with
your	PP$	your
Palestinian	JJ	Palestinian
colleagues	NNS	colleague
who	WP	who
are	VBP	be
able	JJ	able
to	TO	to
share	VV	share
with	IN	with
you	PP	you
the	DT	the
challenges	NNS	challenge
on	IN	on
a	DT	a
person	NN	person
and	CC	and
professional	JJ	professional
level	NN	level
the	DT	the
stories	NNS	story
are	VBP	be
not	RB	not
getting	VVG	get
out	RP	out
there	RB	there
in	IN	in
the	DT	the
way	NN	way
that	IN/that	that
they	PP	they
should	MD	should
and	CC	and
it's	NNS	it's
because	IN	because
International	NP	International
journalists	NNS	journalist
are	VBP	be
not	RB	not
allowed	VVN	allow
to	TO	to
enter	VV	enter
my	PP$	my
my	PP$	my
suspicion	NN	suspicion
is	VBZ	be
uh	UH	uh
is	VBZ	be
that	IN/that	that
the	DT	the
reason	NN	reason
they	PP	they
don't	VVD	don't
want	VV	want
that	IN/that	that
they	PP	they
limit	VVP	limit
the	DT	the
international	JJ	international
positions	NNS	position
from	IN	from
being	VBG	be
there	RB	there
is	VBZ	be
they	PP	they
want	VVP	want
as	IN	as
few	JJ	few
Eyes	NNS	eye
On	IN	on
The	DT	the
Ground	NN	ground
as	IN	as
possible	JJ	possible
so	IN	so
I	PP	I
remember	VVP	remember
once	RB	once
looking	VVG	look
out	RP	out
of	IN	of
the	DT	the
window	NN	window
and	CC	and
and	CC	and
seeing	VVG	see
a	DT	a
whole	JJ	whole
neighborhood	NN	neighborhood
go	VV	go
up	RP	up
in	IN	in
Flames	NNS	flame
as	IN	as
the	DT	the
Israelis	NPS	Israelis
dropped	VVD	drop
what	WP	what
we	PP	we
now	RB	now
know	VVP	know
are	VBP	be
2,000	CD	@card@
PB	NP	PB
bombs	NNS	bomb
on	IN	on
a	DT	a
neighborhood	NN	neighborhood
the	DT	the
whole	JJ	whole
neighborhood	NN	neighborhood
Goes	VVZ	go
Up	RP	up
in	IN	in
Flames	NNS	flame
and	CC	and
then	RB	then
there's	RB	there's
a	DT	a
dust	NN	dust
bowl	NN	bowl
and	CC	and
then	RB	then
once	RB	once
the	DT	the
dust	NN	dust
bowl	NN	bowl
settles	VVZ	settle
there's	RB	there's
nothing	NN	nothing
left	VVN	leave
of	IN	of
that	DT	that
neighborhood	NN	neighborhood
and	CC	and
so	RB	so
it's	NNS	it's
not	RB	not
like	IN	like
the	DT	the
the	DT	the
building	NN	building
was	VBD	be
Target	NP	Target
the	DT	the
whole	JJ	whole
neighborhood	NN	neighborhood
disappeared	VVD	disappear
when	WRB	when
they	PP	they
bomb	VVP	bomb
the	DT	the
water	NN	water
desalination	NN	desalination
plants	NNS	plant
when	WRB	when
they	PP	they
bomb	VVP	bomb
the	DT	the
the	DT	the
sewage	NN	sewage
pumping	VVG	pump
plants	NNS	plant
you	PP	you
could	MD	could
see	VV	see
that	DT	that
that	IN/that	that
there	EX	there
were	VBD	be
two	CD	two
parallel	JJ	parallel
targets	NNS	target
one	PP	one
was	VBD	be
this	DT	this
massive	JJ	massive
elimination	NN	elimination
and	CC	and
annihilation	NN	annihilation
of	IN	of
human	JJ	human
life	NN	life
and	CC	and
the	DT	the
other	JJ	other
was	VBD	be
the	DT	the
infrastructure	NN	infrastructure
the	DT	the
the	DT	the
the	DT	the
the	DT	the
investment	NN	investment
in	IN	in
the	DT	the
destruction	NN	destruction
of	IN	of
infrastructure	NN	infrastructure
that	IN/that	that
they	PP	they
hoped	VVD	hope
would	MD	would
then	RB	then
create	VV	create
a	DT	a
genocidal	JJ	genocidal
killing	VVG	kill
machine	NN	machine
diseases	NNS	disease
and	CC	and
of	IN	of
famine	NN	famine
I	PP	I
can't	VVD	can't
you	PP	you
know	VVP	know
I	PP	I
I	PP	I
really	RB	really
can't	VVD	can't
even	RB	even
fathom	VV	fathom
the	DT	the
scale	NN	scale
of	IN	of
Destruction	NN	destruction
as	IN	as
somebody	NN	somebody
who	WP	who
used	VVD	use
to	TO	to
take	VV	take
pictures	NNS	picture
of	IN	of
the	DT	the
beauty	NN	beauty
of	IN	of
Gaza	NP	Gaza
and	CC	and
having	VHG	have
gone	VVN	go
back	RB	back
and	CC	and
then	RB	then
now	RB	now
seeing	VVG	see
all	DT	all
of	IN	of
these	DT	these
places	NNS	place
where	WRB	where
I	PP	I
have	VHP	have
memories	NNS	memory
of	IN	of
places	NNS	place
where	WRB	where
I've	NP	I've
gotten	VVN	get
to	TO	to
meet	VV	meet
some	DT	some
of	IN	of
the	DT	the
incredible	JJ	incredible
people	NNS	people
that's	NNS	that's
there	RB	there
seeing	VVG	see
that	DT	that
that's	NN	that's
been	VBN	be
leveled	VVN	level
and	CC	and
destroyed	VVN	destroy
um	NNS	um
you	PP	you
know	VVP	know
that's	JJ	that's
something	NN	something
that's	NNS	that's
tough	JJ	tough
to	TO	to
reconcile	VV	reconcile
we	PP	we
get	VV	get
to	TO	to
the	DT	the
hospital	NN	hospital
we	PP	we
sleep	VVP	sleep
in	IN	in
the	DT	the
hospital	NN	hospital
we're	NN	we're
staying	VVG	stay
there	RB	there
and	CC	and
it's	JJ	it's
Relentless	JJ	relentless
it's	NNS	it's
not	RB	not
stop	VV	stop
I	PP	I
remember	VV	remember
thinking	VVG	think
at	IN	at
night	NN	night
you	PP	you
know	VVP	know
just	RB	just
laying	VVG	lay
in	IN	in
the	DT	the
mattress	NN	mattress
in	IN	in
the	DT	the
room	NN	room
in	IN	in
the	DT	the
hospital	NN	hospital
and	CC	and
just	RB	just
getting	VVG	get
so	RB	so
frustrated	JJ	frustrated
by	IN	by
how	WRB	how
often	RB	often
I	PP	I
was	VBD	be
hearing	VVG	hear
the	DT	the
bombing	NN	bombing
take	VV	take
place	NN	place
it's	NNS	it's
you	PP	you
know	VVP	know
you're	RB	you're
obviously	RB	obviously
you	PP	you
can't	JJ	can't
sleep	NN	sleep
but	CC	but
the	DT	the
second	JJ	second
part	NN	part
of	IN	of
this	DT	this
is	VBZ	be
you're	RB	you're
wondering	VVG	wonder
who's	NNS	who's
on	IN	on
the	DT	the
receiving	VVG	receive
end	NN	end
of	IN	of
this	DT	this
bomb	NN	bomb
and	CC	and
you're	NN	you're
like	IN	like
it's	NNS	it's
just	RB	just
you	PP	you
know	VVP	know
and	CC	and
I	PP	I
don't	VVD	don't
know	VV	know
what	WP	what
is	VBZ	be
it	PP	it
a	DT	a
tank	NN	tank
is	VBZ	be
it	PP	it
a	DT	a
drone	NN	drone
is	VBZ	be
it	PP	it
an	DT	an
is	VBZ	be
it	PP	it
a	DT	a
fighter	NN	fighter
jet	NN	jet
is	VBZ	be
it	PP	it
you	PP	you
know	VVP	know
what	WP	what
is	VBZ	be
what	WP	what
kind	NN	kind
of	IN	of
bomb	NN	bomb
is	VBZ	be
exploding	VVG	explode
I	PP	I
don't	VVD	don't
know	VV	know
and	CC	and
you	PP	you
just	RB	just
are	VBP	be
hearing	VVG	hear
it	PP	it
fire	VV	fire
every	DT	every
5	CD	@card@
minutes	NNS	minute
2:00	CD	@card@
a.m.	NN	a.m.
at	IN	at
3:00	CD	@card@
a.m.	NN	a.m.
it's	NNS	it's
louder	RBR	louder
you	PP	you
know	VVP	know
at	IN	at
4:	CD	@card@
at	IN	at
4:00	CD	@card@
a.m.	NN	a.m.
you	PP	you
hear	VVP	hear
the	DT	the
call	NN	call
to	TO	to
prayer	NN	prayer
and	CC	and
it's	NN	it's
it's	NNS	it's
mixed	VVN	mix
in	IN	in
with	IN	with
bombs	NNS	bomb
that	WDT	that
are	VBP	be
being	VBG	be
dropped	VVN	drop
and	CC	and
you're	NN	you're
like	IN	like
you're	NN	you're
just	RB	just
at	IN	at
you're	NN	you're
just	RB	just
like	IN	like
you're	NN	you're
just	RB	just
like	IN	like
yelling	VVG	yell
into	IN	into
the	DT	the
into	IN	into
the	DT	the
nothingness	NN	nothingness
into	IN	into
the	DT	the
darkness	NN	darkness
just	RB	just
you're	NN	you're
yelling	VVG	yell
for	IN	for
it	PP	it
to	TO	to
stop	VV	stop
because	IN	because
you	PP	you
know	VVP	know
like	IN	like
downstairs	NN	downstairs
if	IN	if
I	PP	I
go	VVP	go
downstairs	RB	downstairs
to	TO	to
the	DT	the
emergency	NN	emergency
department	NN	department
I	PP	I
know	VVP	know
that	IN/that	that
I	PP	I
know	VVP	know
what's	NNS	what's
going	VVG	go
to	TO	to
be	VB	be
coming	VVG	come
in	IN	in
and	CC	and
it's	NNS	it's
all	RB	all
of	IN	of
these	DT	these
different	JJ	different
families	NNS	family
that	WDT	that
are	VBP	be
bringing	VVG	bring
in	IN	in
their	PP$	their
loved	VVN	love
ones	NNS	one
by	IN	by
you	PP	you
know	VVP	know
they're	NN	they're
carrying	VVG	carry
them	PP	them
in	IN	in
because	IN	because
you	PP	you
know	VVP	know
an	DT	an
ambulance	NN	ambulance
is	VBZ	be
too	RB	too
dangerous	JJ	dangerous
for	IN	for
an	DT	an
ambulance	NN	ambulance
to	TO	to
go	VV	go
and	CC	and
retrieve	VV	retrieve
some	DT	some
of	IN	of
the	DT	the
injured	JJ	injured
and	CC	and
some	DT	some
of	IN	of
the	DT	the
Dead	NP	Dead
a	DT	a
young	JJ	young
man	NN	man
had	VHD	have
come	VVN	come
in	RP	in
and	CC	and
he	PP	he
had	VHD	have
lost	VVN	lose
both	DT	both
of	IN	of
his	PP$	his
legs	NNS	leg
and	CC	and
I	PP	I
remember	VVP	remember
his	PP$	his
wife	NN	wife
I	PP	I
will	MD	will
never	RB	never
forget	VV	forget
his	PP$	his
wife	NN	wife
kind	NN	kind
of	IN	of
was	VBD	be
kind	NN	kind
of	IN	of
rushed	VVN	rush
inside	NN	inside
and	CC	and
we're	NN	we're
I	PP	I
mean	VVP	mean
there's	RB	there's
people	NNS	people
all	RB	all
over	IN	over
on	IN	on
the	DT	the
floor	NN	floor
that	IN/that	that
we're	NN	we're
trying	VVG	try
to	TO	to
treat	VV	treat
who	WP	who
had	VHD	have
just	RB	just
been	VBN	be
brought	VVN	bring
um	RB	um
because	IN	because
we	PP	we
didn't	VVD	didn't
have	VH	have
any	DT	any
beds	NNS	bed
left	VVN	leave
and	CC	and
his	PP$	his
wife	NN	wife
comes	VVZ	come
up	RP	up
to	TO	to
us	PP	us
it's	NN	it's
just	RB	just
the	DT	the
first	JJ	first
question	NN	question
she's	NNS	she's
asking	VVG	ask
because	IN	because
she	PP	she
sees	VVZ	see
that	IN/that	that
he's	NNS	he's
lost	VVD	lose
his	PP$	his
legs	NNS	leg
she	PP	she
said	VVD	say
please	VV	please
can	MD	can
he	PP	he
can	MD	can
that	RB	that
be	VB	be
fixed	VVN	fix
can	MD	can
he	PP	he
get	VV	get
his	PP$	his
legs	NNS	leg
back	RB	back
because	IN	because
she's	NNS	she's
seen	VVN	see
for	IN	for
the	DT	the
last	JJ	last
four	CD	four
months	NNS	month
how	WRB	how
many	JJ	many
people	NNS	people
have	VHP	have
lost	VVN	lose
limbs	NNS	limb
and	CC	and
how	WRB	how
that's	NNS	that's
devastated	VVD	devastate
them	PP	them
and	CC	and
how	WRB	how
the	DT	the
infrastructure	NN	infrastructure
means	VVZ	mean
that	IN/that	that
it's	NNS	it's
a	DT	a
death	NN	death
sentence	VV	sentence
there	EX	there
are	VBP	be
no	DT	no
wheelchairs	NNS	wheelchair
you're	NN	you're
not	RB	not
going	VVG	go
to	TO	to
get	VV	get
Prosthetics	NNS	prosthetics
in	IN	in
Gaza	NP	Gaza
you're	NN	you're
not	RB	not
going	VVG	go
to	TO	to
get	VV	get
you	PP	you
you'll	RB	you'll
be	VB	be
lucky	JJ	lucky
if	IN	if
you	PP	you
can	MD	can
get	VV	get
crutches	NNS	crutch
to	TO	to
move	VV	move
around	RB	around
normally	RB	normally
you	PP	you
try	VVP	try
to	TO	to
have	VH	have
a	DT	a
better	RBR	well
ensy	JJ	ensy
rate	NN	rate
of	IN	of
100%	CD	@card@
it	PP	it
means	VVZ	mean
each	DT	each
bed	NN	bed
will	MD	will
have	VH	have
one	CD	one
patient	JJ	patient
um	NNS	um
we	PP	we
seeing	VVG	see
here	RB	here
the	DT	the
hospitals	NNS	hospital
more	RBR	more
with	IN	with
occupancy	NN	occupancy
rate	NN	rate
of	IN	of
300%	CD	@card@
almost	RB	almost
every	DT	every
single	JJ	single
one	CD	one
was	VBD	be
dis	NNS	dis
placed	VVN	place
and	CC	and
multiple	JJ	multiple
times	NNS	time
so	IN	so
they	PP	they
they	PP	they
lost	VVD	lose
their	PP$	their
house	NN	house
they	PP	they
lost	VVD	lose
their	PP$	their
living	NN	living
and	CC	and
they	PP	they
living	NN	living
T	NN	T
and	CC	and
they	PP	they
continue	VVP	continue
to	TO	to
work	VV	work
say	VV	say
if	IN	if
you	PP	you
live	VVP	live
in	IN	in
our	PP$	our
shelters	NNS	shelter
we	PP	we
have	VHP	have
only	RB	only
one	CD	one
toilet	NN	toilet
for	IN	for
the	DT	the
398	CD	@card@
people	NNS	people
and	CC	and
one	CD	one
shower	NN	shower
for	IN	for
the	DT	the
3,000	CD	@card@
people	NNS	people
every	DT	every
single	JJ	single
empty	JJ	empty
space	NN	space
in	IN	in
that	DT	that
place	NN	place
was	VBD	be
full	JJ	full
of	IN	of
somebody	NN	somebody
sick	JJ	sick
dying	VVG	die
for	IN	for
their	PP$	their
family	NN	family
member	NN	member
they	PP	they
were	VBD	be
displaced	VVN	displace
people	NNS	people
everywhere	RB	everywhere
in	IN	in
these	DT	these
hospitals	NNS	hospital
I	PP	I
mean	VVP	mean
literally	RB	literally
lining	VVG	line
the	DT	the
hallways	NNS	hallway
any	DT	any
inch	NN	inch
of	IN	of
the	DT	the
hospital	NN	hospital
that	WDT	that
was	VBD	be
open	JJ	open
was	VBD	be
going	VVG	go
to	TO	to
be	VB	be
occupied	VVN	occupy
by	IN	by
a	DT	a
displaced	VVN	displace
[Laughter]	NN	[Laughter]
Palestinian	NN	Palestinian
we	PP	we
are	VBP	be
uh	UH	uh
continuously	RB	continuously
running	VVG	run
out	RP	out
of	IN	of
essential	JJ	essential
uh	UH	uh
medicines	NNS	medicine
like	IN	like
barol	NN	barol
anti-	NN	anti-
