tensions	NNS	tension
seeing	VVG	see
right	NN	right
now	RB	now
is	VBZ	be
the	DT	the
height	NN	height
of	IN	of
the	DT	the
tensions	NNS	tension
between	IN	between
is	VBZ	be
Israel	NP	Israel
and	CC	and
Hezbollah	NP	Hezbollah
especially	RB	especially
after	IN	after
the	DT	the
appearance	NN	appearance
of	IN	of
the	DT	the
Drone	NP	Drone
footage	NN	footage
which	WDT	which
made	VVD	make
Israel	NP	Israel
feel	VVP	feel
more	RBR	more
vulnerable	JJ	vulnerable
it	PP	it
is	VBZ	be
not	RB	not
known	VVN	know
whe	NN	whe
when	WRB	when
that	DT	that
footage	NN	footage
was	VBD	be
recorded	VVN	record
however	RB	however
it	PP	it
shows	VVZ	show
that	IN/that	that
hasah	NN	hasah
has	VHZ	have
the	DT	the
ability	NN	ability
to	TO	to
penetrate	VV	penetrate
Israeli	JJ	Israeli
defenses	NNS	defense
and	CC	and
might	MD	might
reach	VV	reach
its	PP$	its
um	JJ	um
critical	JJ	critical
infrastructure	NN	infrastructure
meaning	VVG	mean
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
feeling	VVG	feel
now	RB	now
a	DT	a
strategic	JJ	strategic
vulnerability	NN	vulnerability
and	CC	and
wants	VVZ	want
to	TO	to
preempt	VV	preempt
any	DT	any
potential	JJ	potential
war	NN	war
with	IN	with
Hezbollah	NP	Hezbollah
but	CC	but
is	VBZ	be
it	PP	it
a	DT	a
good	JJ	good
time	NN	time
for	IN	for
Israel	NP	Israel
to	TO	to
commit	VV	commit
to	TO	to
a	DT	a
new	JJ	new
war	NN	war
and	CC	and
open	VV	open
a	DT	a
new	JJ	new
front	NN	front
is	VBZ	be
questionable	JJ	questionable
and	CC	and
I	PP	I
think	VVP	think
it	PP	it
will	MD	will
depend	VV	depend
a	DT	a
lot	NN	lot
on	IN	on
outside	JJ	outside
players	NNS	player
who	WP	who
might	MD	might
try	VV	try
and	CC	and
help	VV	help
mediate	VV	mediate
some	DT	some
sort	NN	sort
of	IN	of
agreement	NN	agreement
in	IN	in
order	NN	order
to	TO	to
avoid	VV	avoid
expanding	VVG	expand
this	DT	this
war	NN	war
towards	IN	towards
Lebanon	NP	Lebanon
well	RB	well
Marina	NP	Marina
that	IN/that	that
very	RB	very
much	RB	much
goes	VVZ	go
to	TO	to
my	PP$	my
next	JJ	next
question	NN	question
Israel	NP	Israel
of	IN	of
of	IN	of
course	VV	course
uh	UH	uh
fighting	VVG	fight
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
if	IN	if
if	IN	if
this	DT	this
does	VVZ	do
turn	NN	turn
into	IN	into
a	DT	a
war	NN	war
it	PP	it
would	MD	would
mean	VV	mean
fighting	VVG	fight
on	IN	on
two	CD	two
fronts	NNS	front
what	WP	what
would	MD	would
that	RB	that
mean	VV	mean
from	IN	from
Israel	NP	Israel
'	POS	'
s	JJ	s
perspective	NN	perspective
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	NNS	s
going	VVG	go
to	TO	to
be	VB	be
very	RB	very
difficult	JJ	difficult
for	IN	for
Israel	NP	Israel
firstly	RB	firstly
we	PP	we
have	VHP	have
to	TO	to
understand	VV	understand
that	IN/that	that
both	DT	both
Hamas	NP	Hamas
and	CC	and
Hezbollah	NP	Hezbollah
have	VHP	have
adjusted	VVN	adjust
their	PP$	their
mod	JJ	mod
ofandi	NN	ofandi
they	PP	they
have	VHP	have
improved	VVN	improve
their	PP$	their
technological	JJ	technological
skills	NNS	skill
and	CC	and
specifically	RB	specifically
Hezbollah	NP	Hezbollah
it	PP	it
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
best	JJS	good
AR	NP	Ar
non	JJ	non
-	NN	-
state	NN	state
actors	NNS	actor
up	RB	up
to	TO	to
date	VV	date
this	DT	this
means	NN	means
that	IN/that	that
it	PP	it
will	MD	will
be	VB	be
not	RB	not
as	RB	as
easy	JJ	easy
or	CC	or
it	PP	it
hasn	NP	hasn
'	POS	'
t	NN	t
been	VBN	be
easy	JJ	easy
for	IN	for
Israel	NP	Israel
to	TO	to
face	VV	face
Hamas	NP	Hamas
and	CC	and
Gaza	NP	Gaza
it	PP	it
will	MD	will
be	VB	be
even	RB	even
more	RBR	more
difficult	JJ	difficult
for	IN	for
the	DT	the
IDF	NP	IDF
to	TO	to
face	VV	face
the	DT	the
hasah	NN	hasah
fighters	NNS	fighter
on	IN	on
their	PP$	their
own	JJ	own
turf	NN	turf
and	CC	and
some	DT	some
reports	NNS	report
estimate	VVP	estimate
that	IN/that	that
hasah	NN	hasah
has	VHZ	have
some	DT	some
100	CD	@card@
,	,	,
000	CD	@card@
Fighters	NNS	fighter
Hezbollah	NP	Hezbollah
also	RB	also
receives	VVZ	receive
support	NN	support
from	IN	from
Iran	NP	Iran
so	IN	so
it	PP	it
'	POS	'
s	VVG	s
quite	PDT	quite
a	DT	a
powerful	JJ	powerful
force	NN	force
we	PP	we
have	VHP	have
to	TO	to
understand	VV	understand
that	IN/that	that
and	CC	and
we	PP	we
have	VHP	have
to	TO	to
understand	VV	understand
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
military	NN	military
is	VBZ	be
now	RB	now
also	RB	also
being	VBG	be
exhausted	VVN	exhaust
from	IN	from
its	PP$	its
operations	NNS	operation
in	IN	in
Gaza	NP	Gaza
it	PP	it
'	POS	'
s	NN	S
not	RB	not
ending	VVG	end
and	CC	and
opening	VVG	open
another	DT	another
front	NN	front
in	IN	in
the	DT	the
north	JJ	north
fighting	NN	fighting
in	IN	in
Lebanon	NP	Lebanon
might	MD	might
not	RB	not
bring	VV	bring
about	IN	about
the	DT	the
desired	VVN	desire
results	NNS	result
I	PP	I
don	VVP	don
'	''	'
t	NN	t
think	VVP	think
that	IN/that	that
the	DT	the
military	NN	military
is	VBZ	be
a	DT	a
correct	JJ	correct
tool	NN	tool
here	RB	here
to	TO	to
look	VV	look
for	IN	for
a	DT	a
solution	NN	solution
to	TO	to
a	DT	a
political	JJ	political
problem	NN	problem
we	PP	we
spoken	VVN	speak
about	IN	about
Hezbollah	NP	Hezbollah
as	IN	as
a	DT	a
well	RB	well
-	JJ	-
armed	JJ	armed
non	JJ	non
-	NN	-
state	NN	state
actor	NN	actor
but	RB	but
but	CC	but
what	WP	what
about	IN	about
Lebanon	NP	Lebanon
and	CC	and
the	DT	the
Lebanese	JJ	Lebanese
government	NN	government
is	VBZ	be
it	PP	it
possible	JJ	possible
to	TO	to
say	VV	say
how	WRB	how
they	PP	they
would	MD	would
factor	VV	factor
in	IN	in
here	RB	here
well	RB	well
it	PP	it
is	VBZ	be
possible	JJ	possible
that	IN/that	that
the	DT	the
Lebanese	JJ	Lebanese
armed	JJ	armed
forces	NNS	force
would	MD	would
provide	VV	provide
some	DT	some
sort	NN	sort
of	IN	of
support	NN	support
because	IN	because
um	NNS	um
they	PP	they
are	VBP	be
at	IN	at
odds	NNS	odd
with	IN	with
Hezbollah	NP	Hezbollah
and	CC	and
they	PP	they
have	VHP	have
been	VBN	be
for	IN	for
many	JJ	many
years	NNS	year
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
has	VHZ	have
been	VBN	be
providing	VVG	provide
help	NN	help
to	TO	to
the	DT	the
Lebanese	JJ	Lebanese
Armed	NP	Armed
Forces	NNS	force
however	RB	however
I	PP	I
don	VV	don
'	''	'
t	NN	t
think	VVP	think
that	IN/that	that
they	PP	they
play	VVP	play
a	DT	a
they	PP	they
can	MD	can
play	VV	play
a	DT	a
major	JJ	major
role	NN	role
in	IN	in
this	DT	this
equation	NN	equation
in	IN	in
in	IN	in
terms	NNS	term
of	IN	of
their	PP$	their
military	JJ	military
capabilities	NNS	capability
therefore	RB	therefore
I	PP	I
don	VV	don
'	''	'
t	NN	t
think	VVP	think
that	IN/that	that
we	PP	we
should	MD	should
um	RB	um
count	VV	count
on	IN	on
the	DT	the
fact	NN	fact
that	IN/that	that
the	DT	the
Israeli	NP	Israeli
IDF	NP	IDF
will	MD	will
be	VB	be
closely	RB	closely
coordinating	VVG	coordinate
their	PP$	their
operations	NNS	operation
with	IN	with
with	IN	with
the	DT	the
Lebanese	JJ	Lebanese
Armed	NP	Armed
Forces	NPS	Forces
Marina	NP	Marina
thank	VVP	thank
you	PP	you
as	IN	as
always	RB	always
that	WDT	that
is	VBZ	be
military	JJ	military
expert	NN	expert
at	IN	at
Marina	NP	Marina
let	NN	let
'	POS	'
s	NNS	s
get	VVP	get
a	DT	a
view	NN	view
from	IN	from
Lebanon	NP	Lebanon
with	IN	with
bran	NN	bran
shata	NN	shata
host	NN	host
of	IN	of
the	DT	the
podcast	NN	podcast
the	DT	the
Beirut	NP	Beirut
banan	NP	Banan
which	WDT	which
deals	VVZ	deal
with	IN	with
modern	JJ	modern
Lebanese	JJ	Lebanese
history	NN	history
a	DT	a
warm	JJ	warm
welcome	NN	welcome
to	TO	to
you	PP	you
Hezbollah	NP	Hezbollah
and	CC	and
Israel	NP	Israel
have	VHP	have
been	VBN	be
trading	VVG	trade
almost	RB	almost
daily	JJ	daily
fire	NN	fire
since	IN	since
October	NP	October
as	IN	as
we	PP	we
'	POS	'
ve	NN	ve
heard	VVD	hear
how	WRB	how
much	RB	much
do	VVP	do
you	PP	you
fear	VVP	fear
that	IN/that	that
the	DT	the
situation	NN	situation
could	MD	could
escalate	VV	escalate
now	RB	now
and	CC	and
and	CC	and
tell	VV	tell
us	PP	us
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
why	WRB	why
in	IN	in
my	PP$	my
assessment	NN	assessment
that	IN/that	that
this	DT	this
is	VBZ	be
cautious	JJ	cautious
escalation	NN	escalation
from	IN	from
October	NP	October
8th	JJ	8th
until	IN	until
today	NN	today
even	RB	even
with	IN	with
the	DT	the
Bluster	NN	bluster
coming	VVG	come
from	IN	from
both	DT	both
sides	NNS	side
of	IN	of
the	DT	the
Border	NP	Border
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
the	DT	the
Israeli	JJ	Israeli
foreign	JJ	foreign
minister	NN	minister
who	WP	who
threatens	VVZ	threaten
regularly	RB	regularly
to	TO	to
take	VV	take
Lebanon	NP	Lebanon
back	RB	back
to	TO	to
the	DT	the
Stone	NP	Stone
Age	NP	Age
or	CC	or
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
Hass	NP	Hass
threatening	VVG	threaten
Cyprus	NP	Cyprus
in	IN	in
my	PP$	my
opinion	NN	opinion
I	PP	I
think	VVP	think
this	DT	this
is	VBZ	be
still	RB	still
a	DT	a
measure	NN	measure
of	IN	of
psychological	JJ	psychological
warfare	NN	warfare
and	CC	and
escalation	NN	escalation
but	CC	but
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
tit	NN	tit
fortat	NN	fortat
fighting	NN	fighting
that	WDT	that
is	VBZ	be
happening	VVG	happen
at	IN	at
the	DT	the
moment	NN	moment
there	EX	there
is	VBZ	be
a	DT	a
military	JJ	military
escalation	NN	escalation
that	WDT	that
is	VBZ	be
reminiscent	JJ	reminiscent
a	DT	a
bit	NN	bit
of	IN	of
July	NP	July
2006	CD	@card@
but	CC	but
it	PP	it
has	VHZ	have
not	RB	not
degenerated	VVN	degenerate
to	TO	to
the	DT	the
point	NN	point
of	IN	of
allout	JJ	allout
War	NP	War
so	RB	so
tell	VV	tell
us	PP	us
how	WRB	how
strong	JJ	strong
Hezbollah	NP	Hezbollah
is	VBZ	be
in	IN	in
Lebanon	NP	Lebanon
and	CC	and
and	CC	and
who	WP	who
there	RB	there
is	VBZ	be
really	RB	really
charge	NN	charge
that	RB	that
'	POS	'
s	NN	S
actually	RB	actually
a	DT	a
great	JJ	great
question	NN	question
um	NN	um
has	VHZ	have
is	VBZ	be
many	JJ	many
things	NNS	thing
at	IN	at
once	RB	once
first	JJ	first
and	CC	and
foremost	RB	foremost
it	PP	it
is	VBZ	be
Iran	NP	Iran
'	POS	'
s	NN	S
Shadow	NP	Shadow
Army	NP	Army
based	VVN	base
in	IN	in
Lebanon	NP	Lebanon
and	CC	and
it	PP	it
is	VBZ	be
a	DT	a
guaran	NN	guaran
of	IN	of
Iran	NP	Iran
'	POS	'
s	JJ	s
security	NN	security
interests	NNS	interest
in	IN	in
Lebanon	NP	Lebanon
and	CC	and
in	IN	in
the	DT	the
region	NN	region
it	PP	it
is	VBZ	be
also	RB	also
a	DT	a
Lebanese	JJ	Lebanese
political	JJ	political
party	NN	party
with	IN	with
a	DT	a
Lebanese	JJ	Lebanese
base	NN	base
and	CC	and
it	PP	it
plays	VVZ	play
by	IN	by
Lebanese	JJ	Lebanese
rules	NNS	rule
in	IN	in
terms	NNS	term
of	IN	of
domestic	JJ	domestic
politics	NNS	politics
meaning	NN	meaning
has	VHZ	have
concerns	NNS	concern
and	CC	and
those	DT	those
concerns	NNS	concern
can	MD	can
be	VB	be
shared	VVN	share
by	IN	by
other	JJ	other
Lebanese	JJ	Lebanese
parties	NNS	party
but	CC	but
its	PP$	its
priorities	NNS	priority
at	IN	at
the	DT	the
moment	NN	moment
in	IN	in
terms	NNS	term
of	IN	of
War	NP	War
are	VBP	be
to	TO	to
make	VV	make
sure	JJ	sure
Iran	NP	Iran
gets	VVZ	get
what	WP	what
it	PP	it
needs	VVZ	need
from	IN	from
this	DT	this
round	NN	round
of	IN	of
War	NP	War
and	CC	and
the	DT	the
reason	NN	reason
I	PP	I
'	POS	'
m	NN	m
taking	VVG	take
the	DT	the
conversation	NN	conversation
directly	RB	directly
to	TO	to
Iran	NP	Iran
is	VBZ	be
because	IN	because
unlike	IN	unlike
hasah	NN	hasah
in	IN	in
terms	NNS	term
of	IN	of
its	PP$	its
earlier	JJR	early
career	NN	career
in	IN	in
Lebanese	JJ	Lebanese
history	NN	history
on	IN	on
the	DT	the
battlefield	NN	battlefield
is	VBZ	be
hasbalah	NN	hasbalah
is	VBZ	be
playing	VVG	play
by	IN	by
rules	NNS	rule
that	WDT	that
are	VBP	be
probably	RB	probably
best	RBS	well
defined	VVN	define
as	IN	as
cautious	JJ	cautious
pragmatic	JJ	pragmatic
and	CC	and
not	RB	not
seeking	VVG	seek
full	JJ	full
out	IN	out
War	NP	War
which	WDT	which
only	RB	only
proves	VVZ	prove
one	CD	one
issue	NN	issue
which	WDT	which
is	VBZ	be
that	IN/that	that
Iran	NP	Iran
at	IN	at
the	DT	the
point	NN	point
of	IN	of
time	NN	time
right	NN	right
now	RB	now
still	RB	still
does	VVZ	do
not	RB	not
want	VV	want
a	DT	a
regional	JJ	regional
war	NN	war
that	WDT	that
includes	VVZ	include
this	DT	this
is	VBZ	be
a	DT	a
group	NN	group
that	WDT	that
has	VHZ	have
been	VBN	be
a	DT	a
very	RB	very
very	JJ	very
carefully	RB	carefully
uh	UH	uh
owned	VVN	own
machine	NN	machine
for	IN	for
the	DT	the
last	JJ	last
four	CD	four
decades	NNS	decade
and	CC	and
it	PP	it
is	VBZ	be
still	RB	still
the	DT	the
crown	NN	crown
jewel	NN	jewel
of	IN	of
Iran	NP	Iran
'	POS	'
s	JJ	s
security	NN	security
needs	NNS	need
and	CC	and
I	PP	I
do	VVP	do
not	RB	not
think	VV	think
Iran	NP	Iran
is	VBZ	be
willing	JJ	willing
to	TO	to
risk	VV	risk
or	CC	or
expose	VV	expose
to	TO	to
further	JJR	further
danger	NN	danger
and	CC	and
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
would	MD	would
change	VV	change
should	MD	should
we	PP	we
say	VVP	say
see	VV	see
Israel	NP	Israel
launch	VV	launch
a	DT	a
military	JJ	military
operation	NN	operation
against	IN	against
Hezbollah	NP	Hezbollah
in	IN	in
southern	JJ	southern
Lebanon	NP	Lebanon
if	IN	if
the	DT	the
Israelis	NPS	Israelis
were	VBD	be
to	TO	to
consider	VV	consider
crossing	VVG	cross
the	DT	the
blue	JJ	blue
line	NN	line
which	WDT	which
is	VBZ	be
the	DT	the
deao	NN	deao
border	NN	border
between	IN	between
Lebanon	NP	Lebanon
and	CC	and
Israel	NP	Israel
it	PP	it
means	VVZ	mean
that	IN/that	that
we	PP	we
are	VBP	be
expecting	VVG	expect
a	DT	a
long	JJ	long
term	NN	term
War	NN	war
but	CC	but
I	PP	I
do	VVP	do
not	RB	not
think	VV	think
that	WDT	that
means	VVZ	mean
full	JJ	full
out	IN	out
War	NP	War
meaning	VVG	mean
it	PP	it
is	VBZ	be
hard	JJ	hard
to	TO	to
imagine	VV	imagine
the	DT	the
Israelis	NPS	Israelis
reverting	VVG	revert
to	TO	to
2006	CD	@card@
when	WRB	when
they	PP	they
bombed	VVD	bomb
Lebanon	NP	Lebanon
relentlessly	RB	relentlessly
for	IN	for
34	CD	@card@
days	NNS	day
and	CC	and
that	DT	that
included	VVN	include
infrastructure	NN	infrastructure
institutions	NNS	institution
failed	VVD	fail
and	CC	and
the	DT	the
Lebanese	JJ	Lebanese
State	NN	state
paid	VVD	pay
an	DT	an
immense	JJ	immense
price	NN	price
and	CC	and
I	PP	I
don	VVP	don
'	''	'
t	NN	t
think	VVP	think
the	DT	the
Israelis	NPS	Israelis
will	MD	will
ever	RB	ever
seek	VV	seek
something	NN	something
like	IN	like
1982	CD	@card@
when	WRB	when
they	PP	they
laid	VVD	lay
Siege	NN	siege
to	TO	to
Beirut	NP	Beirut
in	IN	in
the	DT	the
summer	NN	summer
of	IN	of
1982	CD	@card@
over	IN	over
10	CD	@card@
,	,	,
000	CD	@card@
Lebanese	NNS	Lebanese
were	VBD	be
killed	VVN	kill
that	DT	that
summer	NN	summer
as	IN	as
Ariel	NP	Ariel
Chiron	NP	Chiron
sought	VVD	seek
to	TO	to
dislodge	VV	dislodge
yeser	NP	yeser
Arif	NP	Arif
from	IN	from
this	DT	this
country	NN	country
it	PP	it
is	VBZ	be
very	RB	very
difficult	JJ	difficult
to	TO	to
see	VV	see
that	IN/that	that
happening	VVG	happen
but	CC	but
that	WDT	that
said	VVD	say
there	RB	there
'	''	'
s	NN	S
something	NN	something
very	RB	very
different	JJ	different
from	IN	from
today	NN	today
than	IN	than
2006	CD	@card@
which	WDT	which
