<video_id>rfu2WOsZ5o4</video_id>	JJ	<video_id>rfu2WOsZ5o4</video_id>
and	NP	and
and	CC	and
we	PP	we
we	PP	we
were	VBD	be
devastated	VVN	devastate
um	NN	um
but	CC	but
by	IN	by
that	DT	that
act	VV	act
uh	UH	uh
but	CC	but
even	RB	even
that	WDT	that
was	VBD	be
not	RB	not
something	NN	something
that	WDT	that
was	VBD	be
fully	RB	fully
accepted	VVN	accept
by	IN	by
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
Jewish	JJ	Jewish
public	JJ	public
oh	UH	oh
you're	NN	you're
hurting	VVG	hurt
for	IN	for
us	PP	us
now	RB	now
but	CC	but
so	RB	so
you	PP	you
can't	VVD	can't
say	VV	say
you	PP	you
can't	NN	can't
identify	VV	identify
as	IN	as
Palestinian	JJ	Palestinian
and	CC	and
also	RB	also
in	IN	in
Gaza	NP	Gaza
there	EX	there
are	VBP	be
children	NNS	child
um	NN	um
which	WDT	which
is	VBZ	be
something	NN	something
very	RB	very
controversial	JJ	controversial
right	RB	right
now	RB	now
to	TO	to
say	VV	say
in	IN	in
Israel	NP	Israel
we	PP	we
do	VVP	do
suffer	VV	suffer
from	IN	from
um	JJ	um
calls	NNS	call
for	IN	for
violence	NN	violence
from	IN	from
being	VBG	be
called	VVN	call
being	VBG	be
a	DT	a
traitor	NN	traitor
from	IN	from
inment	NN	inment
against	IN	against
us	PP	us
Jewish	JJ	Jewish
people	NNS	people
that	WDT	that
are	VBP	be
working	VVG	work
towards	IN	towards
peace	NN	peace
that	WDT	that
are	VBP	be
working	VVG	work
to	TO	to
build	VV	build
solidarity	NN	solidarity
um	NNS	um
among	IN	among
Jews	NPS	Jews
and	CC	and
Palestinians	NPS	Palestinians
the	DT	the
fact	NN	fact
that	IN/that	that
we	PP	we
are	VBP	be
even	RB	even
unable	JJ	unable
to	TO	to
fully	RB	fully
experience	VV	experience
and	CC	and
grief	NN	grief
our	PP$	our
people	NNS	people
um	NN	um
is	VBZ	be
is	VBZ	be
like	IN	like
the	DT	the
it's	NNS	it's
like	IN	like
the	DT	the
the	DT	the
epitome	NN	epitome
of	IN	of
our	PP$	our
psychosis	NN	psychosis
and	CC	and
our	PP$	our
like	JJ	like
experience	NN	experience
as	IN	as
Palestinians	NPS	Palestinians
and	CC	and
Israel	NP	Israel
like	IN	like
I'm	NP	I'm
literally	RB	literally
unable	JJ	unable
to	TO	to
fully	RB	fully
grief	NN	grief
my	PP$	my
people	NNS	people
while	IN	while
also	RB	also
like	JJ	like
like	IN	like
you're	NN	you're
like	IN	like
on	IN	on
a	DT	a
mission	NN	mission
to	TO	to
convince	VV	convince
people	NNS	people
you're	NN	you're
human	NN	human
like	IN	like
people	NNS	people
here	RB	here
believe	VVP	believe
deepening	VVG	deepen
divisions	NNS	division
in	IN	in
Israeli	NP	Israeli
Society	NP	Society
make	VVP	make
it	PP	it
all	PDT	all
the	DT	the
more	RBR	more
important	JJ	important
to	TO	to
meet	VV	meet
and	CC	and
to	TO	to
show	VV	show
empathy	NN	empathy
with	IN	with
one	CD	one
another	DT	another
so	IN	so
they	PP	they
put	VVD	put
that	DT	that
empathy	NN	empathy
quite	RB	quite
literally	RB	literally
center	JJ	center
stage	NN	stage
in	IN	in
defiance	NN	defiance
of	IN	of
local	JJ	local
right-wing	JJ	right-wing
groups	NNS	group
which	WDT	which
tried	VVD	try
to	TO	to
get	VV	get
the	DT	the
event	NN	event
cancelled	VVD	cancel
it's	NNS	it's
happening	VVG	happen
under	IN	under
tight	JJ	tight
security	NN	security
it's	NNS	it's
more	RBR	more
than	IN	than
just	RB	just
talk	NN	talk
though	IN	though
volunteers	NNS	volunteer
visit	VVP	visit
places	NNS	place
where	WRB	where
Muslims	NPS	Muslims
and	CC	and
Jews	NPS	Jews
work	VVP	work
together	RB	together
like	VV	like
this	DT	this
hospital	NN	hospital
near	IN	near
haa	NN	haa
they	PP	they
handed	VVD	hand
out	RB	out
thank	VV	thank
you	PP	you
cards	NNS	card
to	TO	to
staff	VV	staff
written	VVN	write
in	IN	in
Arabic	NP	Arabic
and	CC	and
Hebrew	NP	Hebrew
Tamara	NP	Tamara
assadi	NP	assadi
is	VBZ	be
a	DT	a
Palestinian	JJ	Palestinian
Israeli	JJ	Israeli
teacher	NN	teacher
who	WP	who
works	VVZ	work
at	IN	at
a	DT	a
predominantly	RB	predominantly
Jewish	JJ	Jewish
school	NN	school
it	PP	it
is	VBZ	be
important	JJ	important
for	IN	for
me	PP	me
to	TO	to
be	VB	be
a	DT	a
role	NN	role
model	NN	model
for	IN	for
my	PP$	my
students	NNS	student
for	IN	for
my	PP$	my
country	NN	country
and	CC	and
everyone	NN	everyone
around	IN	around
me	PP	me
I	PP	I
choose	VVP	choose
to	TO	to
be	VB	be
here	RB	here
because	IN	because
I'm	NP	I'm
convinced	VVD	convince
that	IN/that	that
we	PP	we
have	VHP	have
to	TO	to
improve	VV	improve
our	PP$	our
relationship	NN	relationship
we	PP	we
have	VHP	have
to	TO	to
protect	VV	protect
it	PP	it
we	PP	we
have	VHP	have
to	TO	to
look	VV	look
at	IN	at
each	DT	each
other	JJ	other
as	IN	as
human	JJ	human
beings	NNS	being
the	DT	the
visit	NN	visit
is	VBZ	be
happening	VVG	happen
one	CD	one
month	NN	month
after	IN	after
the	DT	the
October	NP	October
7th	JJ	7th
terror	NN	terror
attack	NN	attack
and	CC	and
uh	UH	uh
it's	NNS	it's
very	RB	very
difficult	JJ	difficult
day	NN	day
for	IN	for
all	DT	all
of	IN	of
us	PP	us
but	CC	but
it's	NNS	it's
so	RB	so
important	JJ	important
to	TO	to
Mark	NP	Mark
to	TO	to
remark	VV	remark
the	DT	the
fact	NN	fact
that	IN/that	that
we	PP	we
are	VBP	be
together	RB	together
in	IN	in
the	DT	the
staff	NN	staff
here	RB	here
and	CC	and
many	JJ	many
other	JJ	other
places	NNS	place
we	PP	we
are	VBP	be
doing	VVG	do
very	RB	very
very	RB	very
naturally	RB	naturally
together	RB	together
togetherness	NN	togetherness
naturally	RB	naturally
togetherness	NN	togetherness
they've	NN	they've
also	RB	also
set	VVD	set
up	RP	up
a	DT	a
hotline	NN	hotline
offering	VVG	offer
legal	JJ	legal
support	NN	support
for	IN	for
Palestinian	NP	Palestinian
Israelis	NPS	Israelis
who've	NN	who've
lost	VVD	lose
jobs	NNS	job
or	CC	or
suffered	VVN	suffer
discrimination	NN	discrimination
since	IN	since
October	NP	October
7th	JJ	7th
standing	NN	standing
together	RB	together
members	NNS	member
have	VHP	have
even	RB	even
taken	VVN	take
the	DT	the
name	NN	name
literally	RB	literally
and	CC	and
formed	VVN	form
human	JJ	human
chains	NNS	chain
around	IN	around
businesses	NNS	business
to	TO	to
protect	VV	protect
them	PP	them
from	IN	from
from	IN	from
hate	NN	hate
attacks	NNS	attack
what	WP	what
about	RB	about
Jewish	JJ	Jewish
people	NNS	people
like	IN	like
yourself	PP	yourself
back	RB	back
at	IN	at
the	DT	the
assembly	NN	assembly
I	PP	I
ask	VVP	ask
Alan	NP	Alan
Lee	NP	Lee
green	NN	green
if	IN	if
he	PP	he
feels	VVZ	feel
their	PP$	their
movement	NN	movement
speaks	VVZ	speak
for	IN	for
the	DT	the
majority	NN	majority
in	IN	in
Israeli	NP	Israeli
Society	NP	Society
no	RB	no
but	CC	but
do	VV	do
all	PDT	all
the	DT	the
society	NN	society
the	DT	the
majority	NN	majority
of	IN	of
society	NN	society
have	VHP	have
the	DT	the
interest	NN	interest
of	IN	of
the	DT	the
direction	NN	direction
we	PP	we
want	VVP	want
to	TO	to
go	VV	go
I	PP	I
think	VV	think
the	DT	the
answer	NN	answer
is	VBZ	be
yes	UH	yes
so	RB	so
that	DT	that
means	VVZ	mean
our	PP$	our
job	VV	job
uh	UH	uh
the	DT	the
mission	NN	mission
the	DT	the
responsibility	NN	responsibility
we	PP	we
took	VVD	take
Upon	IN	upon
Our	PP$	our
shoulders	NNS	shoulder
is	VBZ	be
to	TO	to
organize	VV	organize
this	DT	this
majority	NN	majority
into	IN	into
uh	UH	uh
a	DT	a
political	JJ	political
majority	NN	majority
and	CC	and
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
very	RB	very
long	JJ	long
way	NN	way
they	PP	they
know	VVP	know
there's	RB	there's
more	JJR	more
work	NN	work
to	TO	to
do	VV	do
after	IN	after
the	DT	the
speeches	NNS	speech
attendees	NNS	attendee
break	VVP	break
up	RP	up
into	IN	into
small	JJ	small
groups	NNS	group
they	PP	they
brainstorm	NN	brainstorm
more	RBR	more
practical	JJ	practical
ways	NNS	way
they	PP	they
might	MD	might
spread	VV	spread
their	PP$	their
message	NN	message
and	CC	and
to	TO	to
convince	VV	convince
more	JJR	more
of	IN	of
their	PP$	their
fellow	JJ	fellow
Israelis	NPS	Israelis
to	TO	to
see	VV	see
each	DT	each
other	JJ	other
the	DT	the
way	NN	way
they	PP	they
do	VVP	do
let's	NNS	let's
speak	VV	speak
to	TO	to
a	DT	a
Ibrahim	NP	Ibrahim
who	WP	who
followed	VVD	follow
that	RB	that
report	VV	report
uh	UH	uh
joining	VVG	join
me	PP	me
now	RB	now
from	IN	from
Jerusalem	NP	Jerusalem
Aya	NP	Aya
at	IN	at
the	DT	the
end	NN	end
of	IN	of
your	PP$	your
report	NN	report
there	EX	there
we	PP	we
saw	VVD	see
Jewish	JJ	Jewish
and	CC	and
Palestinian	JJ	Palestinian
Israelis	NPS	Israelis
brainstorming	NN	brainstorming
together	RB	together
to	TO	to
find	VV	find
to	TO	to
find	VV	find
ways	NNS	way
to	TO	to
stand	VV	stand
together	RB	together
and	CC	and
spread	VV	spread
their	PP$	their
message	NN	message
what	WP	what
did	VVD	do
they	PP	they
come	VV	come
up	RP	up
with	IN	with
well	RB	well
what	WP	what
they've	NN	they've
established	VVN	establish
is	VBZ	be
what	WP	what
they	PP	they
call	VVP	call
the	DT	the
Jewish	JJ	Jewish
uh	UH	uh
Arab	JJ	Arab
solidarity	NN	solidarity
guards	NNS	guard
so	RB	so
for	IN	for
example	NN	example
there	EX	there
was	VBD	be
they	PP	they
told	VVD	tell
me	PP	me
about	IN	about
a	DT	a
homeless	JJ	homeless
place	NN	place
in	IN	in
hia	NNS	hia
you	PP	you
know	VVP	know
a	DT	a
long	JJ	long
standing	NN	standing
establishment	NN	establishment
has	VHZ	have
been	VBN	be
there	RB	there
for	IN	for
about	RB	about
40	CD	@card@
years	NNS	year
it's	NNS	it's
Palestinian	JJ	Palestinian
owned	VVN	own
and	CC	and
on	IN	on
the	DT	the
door	NN	door
of	IN	of
that	DT	that
establishment	NN	establishment
there	EX	there
was	VBD	be
a	DT	a
verse	NN	verse
there's	RB	there's
a	DT	a
verse	NN	verse
in	IN	in
the	DT	the
Quran	NP	Quran
had	VHD	have
always	RB	always
been	VBN	be
there	RB	there
uh	UH	uh
Palestinians	NPS	Palestinians
and	CC	and
Jews	NPS	Jews
visit	VVP	visit
that	DT	that
uh	UH	uh
restaurant	NN	restaurant
uh	UH	uh
often	RB	often
after	IN	after
the	DT	the
October	NP	October
7th	JJ	7th
attacks	VVZ	attack
uh	UH	uh
some	RB	some
right-wing	JJ	right-wing
groups	NNS	group
claimed	VVD	claim
that	IN/that	that
that	DT	that
verse	NN	verse
of	IN	of
the	DT	the
Quran	NP	Quran
was	VBD	be
somehow	RB	somehow
um	JJ	um
you	PP	you
know	VVP	know
sympathizing	VVG	sympathize
with	IN	with
Hamas	NNS	Hamas
or	CC	or
inciting	VVG	incite
attacks	NNS	attack
against	IN	against
Jewish	JJ	Jewish
people	NNS	people
and	CC	and
that	DT	that
establishment	NN	establishment
came	VVD	come
under	IN	under
uh	UH	uh
attack	NN	attack
and	CC	and
so	IN	so
what	WP	what
the	DT	the
group	NN	group
did	VVD	do
is	VBZ	be
put	VVN	put
together	RB	together
a	DT	a
a	DT	a
human	JJ	human
chain	NN	chain
around	IN	around
that	DT	that
restaurant	NN	restaurant
to	TO	to
protect	VV	protect
the	DT	the
owner	NN	owner
and	CC	and
what	WP	what
when	WRB	when
they	PP	they
do	VVP	do
these	DT	these
uh	UH	uh
these	DT	these
human	JJ	human
chain	VV	chain
uh	UH	uh
acts	VVZ	act
these	DT	these
these	DT	these
this	DT	this
guard	NN	guard
which	WDT	which
is	VBZ	be
an	DT	an
unarmed	JJ	unarmed
guard	NN	guard
they're	NN	they're
just	RB	just
standing	VVG	stand
there	RB	there
to	TO	to
protect	VV	protect
uh	UH	uh
a	DT	a
uh	UH	uh
you	PP	you
know	VVP	know
establishments	NNS	establishment
that	WDT	that
have	VHP	have
long	RB	long
been	VBN	be
part	NN	part
of	IN	of
their	PP$	their
mixed	JJ	mixed
communities	NNS	community
they	PP	they
always	RB	always
do	VVP	do
this	DT	this
together	RB	together
these	DT	these
groups	NNS	group
are	VBP	be
always	RB	always
a	DT	a
mix	NN	mix
between	IN	between
Jewish	JJ	Jewish
Israeli	JJ	Israeli
activists	NNS	activist
and	CC	and
Arab	JJ	Arab
or	CC	or
Palestinian	JJ	Palestinian
activists	NNS	activist
depending	VVG	depend
on	IN	on
how	WRB	how
they	PP	they
identify	VVP	identify
themselves	PP	themselves
now	RB	now
we	PP	we
saw	VVD	see
in	IN	in
your	PP$	your
report	NN	report
that	IN/that	that
this	DT	this
group's	NNS	group's
meeting	NN	meeting
took	VVD	take
place	NN	place
under	IN	under
tight	JJ	tight
security	NN	security
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
more	JJR	more
about	IN	about
what	WP	what
kind	NN	kind
of	IN	of
challenges	VVZ	challenge
uh	UH	uh
Palestinian	JJ	Palestinian
Israelis	NNS	Israeli
are	VBP	be
facing	VVG	face
in	IN	in
the	DT	the
current	JJ	current
climate	NN	climate
right	NN	right
I	PP	I
mean	VVP	mean
let's	NNS	let's
just	RB	just
take	VVP	take
a	DT	a
step	NN	step
back	RB	back
and	CC	and
you	PP	you
know	VVP	know
who	WP	who
are	VBP	be
these	DT	these
Palestinian	JJ	Palestinian
Israelis	NPS	Israelis
that	IN/that	that
we're	NN	we're
talking	VVG	talk
about	IN	about
this	DT	this
is	VBZ	be
the	DT	the
largest	JJS	large
ethnic	JJ	ethnic
minority	NN	minority
in	IN	in
uh	UH	uh
Israel	NP	Israel
these	DT	these
are	VBP	be
full	JJ	full
Israeli	JJ	Israeli
citizens	NNS	citizen
they	PP	they
can	MD	can
vote	VV	vote
they	PP	they
can	MD	can
run	VV	run
for	IN	for
office	NN	office
uh	UH	uh
they're	NN	they're
just	RB	just
like	IN	like
their	PP$	their
Jewish	JJ	Jewish
uh	UH	uh
uh	UH	uh
counterparts	NNS	counterpart
in	IN	in
many	JJ	many
ways	NNS	way
except	IN	except
they	PP	they
do	VVP	do
sometimes	RB	sometimes
face	VV	face
discrimination	NN	discrimination
within	IN	within
uh	UH	uh
uh	UH	uh
Society	NP	Society
so	IN	so
they	PP	they
are	VBP	be
Israeli	JJ	Israeli
citizens	NNS	citizen
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
they	PP	they
are	VBP	be
part	NN	part
of	IN	of
the	DT	the
larger	JJR	large
Palestinian	JJ	Palestinian
Nation	NN	nation
if	IN	if
you	PP	you
will	MD	will
so	RB	so
they	PP	they
may	MD	may
have	VH	have
relatives	NNS	relative
or	CC	or
friends	NNS	friend
with	IN	with
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
diaspora	NN	Diaspora
but	CC	but
they	PP	they
also	RB	also
may	MD	may
have	VH	have
friends	NNS	friend
or	CC	or
family	NN	family
in	IN	in
Gaza	NP	Gaza
or	CC	or
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
so	RB	so
when	WRB	when
you	PP	you
have	VHP	have
a	DT	a
situation	NN	situation
like	IN	like
this	DT	this
like	IN	like
the	DT	the
horrible	JJ	horrible
attack	NN	attack
of	IN	of
October	NP	October
7th	JJ	7th
and	CC	and
the	DT	the
war	NN	war
that	DT	that
then	JJ	then
uh	UH	uh
ensued	VVN	ensue
in	IN	in
Gaza	NP	Gaza
they're	NN	they're
in	IN	in
between	IN	between
these	DT	these
two	CD	two
identities	NNS	identity
if	IN	if
you	PP	you
will	MD	will
they're	NN	they're
part	NN	part
of	IN	of
Israeli	NP	Israeli
Society	NP	Society
so	IN	so
they	PP	they
have	VHP	have
friends	NNS	friend
that	WDT	that
are	VBP	be
Jewish	JJ	Jewish
they	PP	they
have	VHP	have
friends	NNS	friend
that	WDT	that
have	VHP	have
been	VBN	be
atted	VVN	atted
by	IN	by
the	DT	the
terror	NN	terror
attacks	NNS	attack
and	CC	and
they	PP	they
also	RB	also
have	VHP	have
friends	NNS	friend
people	NNS	people
that	IN/that	that
they	PP	they
can	MD	can
relate	VV	relate
to	TO	to
in	IN	in
Palestinian	JJ	Palestinian
uh	UH	uh
territories	NNS	territory
and	CC	and
so	RB	so
they're	NN	they're
often	RB	often
looked	VVD	look
at	IN	at
at	IN	at
least	JJS	least
that's	NNS	that's
what	WP	what
the	DT	the
activists	NNS	activist
that	IN/that	that
I've	NP	I've
spoken	VVN	speak
to	TO	to
tell	VV	tell
me	PP	me
with	IN	with
a	DT	a
sort	NN	sort
of	IN	of
suspicion	NN	suspicion
that	IN/that	that
they	PP	they
don't	VVD	don't
have	VH	have
their	PP$	their
loyalties	NNS	loyalty
in	IN	in
uh	UH	uh
with	IN	with
Israel	NP	Israel
but	CC	but
they	PP	they
do	VVP	do
as	RB	as
far	RB	far
as	IN	as
I	PP	I
could	MD	could
tell	VV	tell
and	CC	and
as	RB	as
far	RB	far
as	IN	as
what	WP	what
the	DT	the
people	NNS	people
that	IN/that	that
I've	NP	I've
spoken	VVN	speak
to	TO	to
uh	UH	uh
tell	VV	tell
me	PP	me
and	CC	and
so	RB	so
often	RB	often
times	NNS	time
if	IN	if
they	PP	they
express	VVP	express
solidarity	NN	solidarity
with	IN	with
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
not	RB	not
Hamas	JJ	Hamas
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
they	PP	they
are	VBP	be
accused	VVN	accuse
of	IN	of
supporting	VVG	support
a	DT	a
terror	NN	terror
organization	NN	organization
which	WDT	which
they	PP	they
say	VVP	say
of	IN	of
course	VV	course
uh	UH	uh
they	PP	they
do	VVP	do
not	RB	not
and	CC	and
there	EX	there
have	VHP	have
been	VBN	be
some	DT	some
cases	NNS	case
in	IN	in
Israeli	NP	Israeli
Society	NP	Society
unfortunately	RB	unfortunately
since	IN	since
the	DT	the
October	NP	October
7th	JJ	7th
attack	NN	attack
where	WRB	where
students	NNS	student
are	VBP	be
subject	JJ	subject
to	TO	to
disciplinary	JJ	disciplinary
hearings	NNS	hearing
and	CC	and
uh	UH	uh
people	NNS	people
are	VBP	be
you	PP	you
know	VVP	know
fired	VVN	fire
from	IN	from
their	PP$	their
jobs	NNS	job
or	CC	or
having	VHG	have
difficulty	NN	difficulty
at	IN	at
work	NN	work
for	IN	for
sympathizing	VVG	sympathize
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
uh	UH	uh
side	NN	side
of	IN	of
their	PP$	their
identity	NN	identity
publicly	RB	publicly
on	IN	on
social	JJ	social
media	NNS	medium
and	CC	and
that's	NNS	that's
created	VVD	create
a	DT	a
lot	NN	lot
of	IN	of
fear	NN	fear
among	IN	among
Israel's	NP	Israel's
Palestinian	JJ	Palestinian
um	NNS	um
Arab	JJ	Arab
uh	UH	uh
Community	NP	Community
I	PP	I
mean	VVP	mean
we	PP	we
had	VHD	have
quite	PDT	quite
a	DT	a
bit	NN	bit
of	IN	of
difficulty	NN	difficulty
getting	VVG	get
Palestinian	JJ	Palestinian
Israeli	JJ	Israeli
voices	NNS	voice
on	IN	on
camera	NN	camera
but	CC	but
luckily	RB	luckily
we	PP	we
did	VVD	do
have	VH	have
a	DT	a
few	JJ	few
as	IN	as
you	PP	you
saw	VVD	see
that	IN/that	that
report	NN	report
and	CC	and
something	NN	something
that	IN/that	that
they	PP	they
told	VVD	tell
me	PP	me
activists	NNS	activist
both	CC	both
Jewish	JJ	Jewish
and	CC	and
Palestinian	JJ	Palestinian
is	VBZ	be
that	IN/that	that
they	PP	they
wish	VVP	wish
that	IN/that	that
the	DT	the
media	NNS	medium
would	MD	would
look	VV	look
more	JJR	more
about	IN	about
what	WP	what
life	NN	life
is	VBZ	be
actually	RB	actually
like	JJ	like
between	IN	between
these	DT	these
two	CD	two
communities	NNS	community
within	IN	within
Israel	NP	Israel
that	IN/that	that
there's	RB	there's
a	DT	a
specific	JJ	specific
very	JJ	very
um	NNS	um
you	PP	you
know	VVP	know
one-sided	JJ	one-sided
idea	NN	idea
in	IN	in
the	DT	the
media	NNS	medium
about	IN	about
what's	NNS	what's
going	VVG	go
on	IN	on
in	IN	in
this	DT	this
country	NN	country
and	CC	and
of	IN	of
course	NN	course
there's	NNS	there's
war	NN	war
there's	RB	there's
suffering	VVG	suffer
but	CC	but
there's	RB	there's
also	RB	also
a	DT	a
coexistence	NN	coexistence
between	IN	between
these	DT	these
two	CD	two
uh	UH	uh
uh	UH	uh
groups	NNS	group
that	WDT	that
has	VHZ	have
been	VBN	be
going	VVG	go
on	IN	on
for	IN	for
generation	NN	generation
and	CC	and
that	IN/that	that
they	PP	they
they	PP	they
felt	VVD	feel
that	IN/that	that
that	WDT	that
was	VBD	be
also	RB	also
worth	JJ	worth
uh	UH	uh
highlighting	VVG	highlight
and	CC	and
that's	NN	that's
part	NN	part
that's	NNS	that's
at	IN	at
least	JJS	least
what	WP	what
we	PP	we
tried	VVD	try
to	TO	to
show	VV	show
in	IN	in
that	DT	that
report	NN	report
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
difficulties	NNS	difficulty
of	IN	of
course	NN	course
a	DT	a
lot	NN	lot
of	IN	of
challenges	NNS	challenge
discrimination	NN	discrimination
it's	NNS	it's
a	DT	a
conflict	NN	conflict
Zone	NP	Zone
but	CC	but
the	DT	the
reality	NN	reality
on	IN	on
the	DT	the
ground	NN	ground
every	DT	every
day	NN	day
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
gray	JJ	gray
than	IN	than
that	IN/that	that
I	PP	I
would	MD	would
say	VV	say
well	RB	well
thank	VV	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
your	PP$	your
reporting	VVG	report
that's	NP	that's
DW's	NP	DW's
a	DT	a
Ibrahim	NP	Ibrahim
in	IN	in
</doc>	NN	</doc>
