<video_id>y194ZODAZc0</video_id>	NP	<video_id>y194ZODAZc0</video_id>
targets	NNS	target
rather	RB	rather
uh	UH	uh
whether	IN	whether
they	PP	they
will	VV	will
uh	UH	uh
be	VB	be
destined	VVN	destine
to	TO	to
hit	VV	hit
military	JJ	military
or	CC	or
softer	JJR	soft
targets	NNS	target
like	IN	like
a	DT	a
civilian	JJ	civilian
uh	UH	uh
targets	NNS	target
now	RB	now
the	DT	the
Army	NP	Army
and	CC	and
the	DT	the
whole	JJ	whole
country	NN	country
have	VHP	have
to	TO	to
say	NN	say
had	VHD	have
been	VBN	be
on	IN	on
high	JJ	high
alert	NN	alert
already	RB	already
uh	UH	uh
for	IN	for
days	NNS	day
and	CC	and
again	RB	again
today	NN	today
it	PP	it
it	PP	it
has	VHZ	have
become	VVN	become
I	PP	I
know	VVP	know
in	IN	in
the	DT	the
afternoon	NN	afternoon
emergency	NN	emergency
uh	UH	uh
new	JJ	new
emergency	NN	emergency
guidelines	NNS	guideline
were	VBD	be
issued	VVN	issue
as	IN	as
well	RB	well
and	CC	and
now	RB	now
of	IN	of
course	NN	course
tonight	NN	tonight
this	DT	this
uh	UH	uh
attack	NN	attack
has	VHZ	have
been	VBN	be
launched	VVN	launch
it's	NNS	it's
unprecedented	JJ	unprecedented
of	IN	of
course	NN	course
to	TO	to
see	VV	see
this	DT	this
now	RB	now
uh	UH	uh
unfolding	VVG	unfold
here	RB	here
tonight	RB	tonight
T	NN	T
of	IN	of
course	NN	course
we've	NN	we've
heard	VVN	hear
from	IN	from
some	DT	some
of	IN	of
the	DT	the
uh	UH	uh
Israeli	JJ	Israeli
leadership	NN	leadership
but	CC	but
how	WRB	how
else	RB	else
is	VBZ	be
Israel	NP	Israel
responding	VVG	respond
well	RB	well
the	DT	the
country	NN	country
is	VBZ	be
uh	UH	uh
on	IN	on
high	JJ	high
alert	NN	alert
this	DT	this
is	VBZ	be
not	RB	not
entirely	RB	entirely
entirely	RB	entirely
a	DT	a
surprise	NN	surprise
attack	NN	attack
I	PP	I
mean	VVP	mean
the	DT	the
uh	UH	uh
threats	NNS	threat
by	IN	by
Iran	NP	Iran
uh	UH	uh
had	VHD	have
been	VBN	be
there	RB	there
since	IN	since
uh	UH	uh
the	DT	the
attack	NN	attack
on	IN	on
the	DT	the
consulate	NN	consulate
on	IN	on
April	NP	April
uh	UH	uh
1st	JJ	1st
with	IN	with
the	DT	the
Supreme	NP	Supreme
Iran	NP	Iran
supreme	JJ	supreme
leader	NN	leader
is	VBZ	be
saying	VVG	say
um	NNS	um
that	WDT	that
um	NN	um
this	DT	this
has	VHZ	have
gone	VVN	go
too	RB	too
far	RB	far
a	DT	a
red	JJ	red
line	NN	line
had	VHD	have
been	VBN	be
crossed	VVN	cross
and	CC	and
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
retaliation	NN	retaliation
uh	UH	uh
so	RB	so
the	DT	the
country	NN	country
has	VHZ	have
been	VBN	be
put	VVN	put
on	IN	on
high	JJ	high
alert	NN	alert
we	PP	we
have	VHP	have
the	DT	the
fighter	NN	fighter
jets	NNS	jet
in	IN	in
the	DT	the
air	NN	air
the	DT	the
naval	JJ	naval
forces	NNS	force
are	VBP	be
on	IN	on
high	JJ	high
alert	NN	alert
and	CC	and
of	IN	of
course	NN	course
the	DT	the
aeral	JJ	aeral
defense	NN	defense
systems	NNS	system
now	RB	now
the	DT	the
question	NN	question
is	VBZ	be
of	IN	of
course	VV	course
uh	UH	uh
how	WRB	how
many	JJ	many
of	IN	of
those	DT	those
drones	VVZ	drone
uh	UH	uh
Israel	NP	Israel
can	MD	can
intercept	VV	intercept
they	PP	they
will	MD	will
certainly	RB	certainly
also	RB	also
get	VV	get
the	DT	the
help	NN	help
of	IN	of
uh	UH	uh
the	DT	the
United	NP	United
States	NP	States
they	PP	they
also	RB	also
have	VHP	have
moved	VVN	move
uh	UH	uh
some	DT	some
of	IN	of
their	PP$	their
defense	NN	defense
systems	NNS	system
uh	UH	uh
here	RB	here
in	IN	in
the	DT	the
region	NN	region
and	CC	and
of	IN	of
course	NN	course
there's	RB	there's
also	RB	also
the	DT	the
question	NN	question
um	NN	um
will	MD	will
it	PP	it
be	VB	be
just	RB	just
drones	VVZ	drone
uh	UH	uh
some	RB	some
military	JJ	military
analysts	NNS	analyst
here	RB	here
are	VBP	be
saying	VVG	say
they	PP	they
could	MD	could
be	VB	be
followed	VVN	follow
by	IN	by
U	NP	U
missiles	NNS	missile
or	CC	or
ballistic	JJ	ballistic
missiles	NNS	missile
uh	UH	uh
or	CC	or
uh	UH	uh
other	JJ	other
weapons	NNS	weapon
we	PP	we
understand	VVP	understand
authorities	NNS	authority
are	VBP	be
calling	VVG	call
on	IN	on
the	DT	the
public	NN	public
to	TO	to
follow	VV	follow
instructions	NNS	instruction
of	IN	of
the	DT	the
um	NN	um
the	DT	the
home	NN	home
front	NN	front
command	NN	command
have	VHP	have
any	DT	any
instructions	NN	instructions
been	VBN	be
given	VVN	give
yet	RB	yet
and	CC	and
if	IN	if
so	RB	so
what	WP	what
are	VBP	be
they	PP	they
saying	VVG	say
well	RB	well
the	DT	the
home	NN	home
front	NN	front
this	DT	this
uh	UH	uh
late	JJ	late
uh	UH	uh
this	DT	this
afternoon	NN	afternoon
or	CC	or
early	JJ	early
evening	NN	evening
issued	VVN	issue
uh	UH	uh
a	DT	a
guideline	NN	guideline
um	NN	um
asking	VVG	ask
you	PP	you
know	VVP	know
people	NNS	people
first	JJ	first
of	IN	of
all	PDT	all
there	EX	there
would	MD	would
be	VB	be
no	DT	no
educational	JJ	educational
activities	NNS	activity
in	IN	in
the	DT	the
coming	VVG	come
days	NNS	day
there	RB	there
was	VBD	be
already	RB	already
an	DT	an
indication	NN	indication
uh	UH	uh
that	IN/that	that
there	EX	there
was	VBD	be
you	PP	you
know	VVP	know
maybe	RB	maybe
something	NN	something
uh	UH	uh
uh	UH	uh
coming	VVG	come
but	CC	but
they	PP	they
said	VVD	say
as	RB	as
well	RB	well
that	IN/that	that
once	RB	once
Sirens	NNS	siren
will	MD	will
go	VV	go
off	RP	off
in	IN	in
the	DT	the
country	NN	country
people	NNS	people
have	VHP	have
to	TO	to
take	VV	take
a	DT	a
shelter	VV	shelter
uh	UH	uh
I	PP	I
came	VVD	come
here	RB	here
through	IN	through
a	DT	a
Jerusalem	NP	Jerusalem
this	DT	this
evening	NN	evening
um	NN	um
it	PP	it
is	VBZ	be
very	RB	very
empty	JJ	empty
at	IN	at
the	DT	the
moment	NN	moment
there's	RB	there's
still	RB	still
some	RB	some
people	VV	people
uh	UH	uh
of	IN	of
course	NN	course
in	IN	in
the	DT	the
street	NN	street
but	CC	but
uh	UH	uh
there's	RB	there's
a	DT	a
lot	NN	lot
of	IN	of
you	PP	you
know	VV	know
uh	UH	uh
worry	VV	worry
now	RB	now
of	IN	of
course	NN	course
what	WP	what
will	MD	will
happen	VV	happen
here	RB	here
in	IN	in
the	DT	the
coming	VVG	come
hours	NNS	hour
but	CC	but
certainly	RB	certainly
uh	UH	uh
people	NNS	people
anticipate	VV	anticipate
uh	UH	uh
you	PP	you
know	VVP	know
um	NNS	um
that	IN/that	that
they	PP	they
will	MD	will
have	VH	have
to	TO	to
take	VV	take
shelter	NN	shelter
when	WRB	when
the	DT	the
sirens	NNS	siren
here	RB	here
went	VVD	go
will	NN	will
will	MD	will
go	VV	go
off	IN	off
we	PP	we
don't	VVD	don't
know	VV	know
yet	RB	yet
again	RB	again
what's	JJ	what's
the	DT	the
scope	NN	scope
of	IN	of
this	DT	this
attack	VV	attack
uh	UH	uh
where	WRB	where
those	DT	those
drones	NNS	drone
where	WRB	where
they	PP	they
will	MD	will
be	VB	be
going	VVG	go
uh	UH	uh
the	DT	the
tar	NN	tar
targets	VVZ	target
uh	UH	uh
there	EX	there
is	VBZ	be
the	DT	the
hope	NN	hope
that	IN/that	that
they	PP	they
will	MD	will
go	VV	go
rather	RB	rather
to	TO	to
military	JJ	military
targets	NNS	target
but	CC	but
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
very	RB	very
tense	JJ	tense
situation	NN	situation
right	NN	right
now	RB	now
here	RB	here
in	IN	in
Israel	NP	Israel
very	RB	very
tense	VVP	tense
we	PP	we
understand	VVP	understand
and	CC	and
the	DT	the
immediacy	NN	immediacy
of	IN	of
this	DT	this
is	VBZ	be
the	DT	the
news	NN	news
right	RB	right
now	RB	now
but	CC	but
I	PP	I
want	VVP	want
you	PP	you
to	TO	to
indulge	VV	indulge
us	PP	us
just	RB	just
for	IN	for
a	DT	a
moment	NN	moment
Tanya	NP	Tanya
and	CC	and
give	VV	give
us	PP	us
sort	VV	sort
of	IN	of
a	DT	a
larger	JJR	large
perspective	NN	perspective
here	RB	here
how	WRB	how
have	VH	have
we	PP	we
reached	VVN	reach
this	DT	this
point	NN	point
where	WRB	where
the	DT	the
reality	NN	reality
on	IN	on
the	DT	the
ground	NN	ground
is	VBZ	be
Israel	NP	Israel
not	RB	not
facing	VVG	face
increased	VVN	increase
aggression	NN	aggression
at	IN	at
the	DT	the
border	NN	border
from	IN	from
one	CD	one
of	IN	of
Iran's	NP	Iran's
proxies	NNS	proxy
but	CC	but
rather	RB	rather
a	DT	a
direct	JJ	direct
attack	NN	attack
from	IN	from
Iran	NP	Iran
well	RB	well
all	RB	all
of	IN	of
this	DT	this
uh	UH	uh
came	VVD	come
I	PP	I
mean	VV	mean
Iran	NP	Iran
and	CC	and
Israel	NP	Israel
have	VHP	have
been	VBN	be
involved	VVN	involve
in	IN	in
what	WP	what
was	VBD	be
called	VVN	call
here	RB	here
or	CC	or
described	VVD	describe
here	RB	here
often	RB	often
as	IN	as
a	DT	a
shadow	NN	shadow
War	NN	war
um	NN	um
through	IN	through
uh	UH	uh
the	DT	the
proxies	NNS	proxy
but	CC	but
uh	UH	uh
on	IN	on
April	NP	April
1st	JJ	1st
uh	UH	uh
there	EX	there
has	VHZ	have
been	VBN	be
an	DT	an
attack	NN	attack
and	CC	and
Israel	NP	Israel
has	VHZ	have
not	RB	not
taken	VVN	take
direct	JJ	direct
responsibility	NN	responsibility
for	IN	for
it	PP	it
uh	UH	uh
on	IN	on
the	DT	the
Consulate	NN	consulate
in	IN	in
Damascus	NP	Damascus
uh	UH	uh
killing	VVG	kill
uh	UH	uh
High	JJ	high
uh	UH	uh
and	CC	and
high	JJ	high
Irani	NP	Irani
commander	NN	commander
and	CC	and
uh	UH	uh
ever	RB	ever
since	IN	since
uh	UH	uh
the	DT	the
uh	UH	uh
Iranian	JJ	Iranian
regime	NN	regime
has	VHZ	have
said	VVN	say
this	DT	this
cannot	MD	can
go	VV	go
unpunished	JJ	unpunished
as	RB	as
will	VV	will
uh	UH	uh
uh	UH	uh
there	EX	there
will	MD	will
be	VB	be
retaliation	NN	retaliation
for	IN	for
it	PP	it
and	CC	and
ever	RB	ever
since	IN	since
there	EX	there
has	VHZ	have
been	VBN	be
uh	UH	uh
the	DT	the
uh	UH	uh
anticipation	NN	anticipation
that	IN/that	that
actually	RB	actually
Iran	NP	Iran
will	MD	will
retaliate	VV	retaliate
but	CC	but
still	RB	still
it	PP	it
wasn't	VVD	wasn't
clear	JJ	clear
whether	IN	whether
it	PP	it
will	MD	will
go	VV	go
through	IN	through
its	PP$	its
proxies	NNS	proxy
like	IN	like
the	DT	the
houthis	NN	houthis
from	IN	from
Yemen	NP	Yemen
hasah	NP	hasah
from	IN	from
Southern	NP	Southern
Lebanon	NP	Lebanon
or	CC	or
from	IN	from
some	DT	some
militias	NNS	militia
in	IN	in
Iraq	NP	Iraq
and	CC	and
this	DT	this
could	MD	could
also	RB	also
still	RB	still
be	VB	be
coming	VVG	come
that	IN/that	that
there	EX	there
could	MD	could
be	VB	be
a	DT	a
multif	NN	multif
front	NN	front
War	NP	War
but	CC	but
right	RB	right
now	RB	now
we	PP	we
are	VBP	be
seeing	VVG	see
uh	UH	uh
these	DT	these
multiple	JJ	multiple
drones	NNS	drone
being	VBG	be
on	IN	on
their	PP$	their
way	NN	way
to	TO	to
Israel	NP	Israel
and	CC	and
we	PP	we
have	VHP	have
to	TO	to
wait	VV	wait
and	CC	and
see	VV	see
you	PP	you
know	VV	know
when	WRB	when
they	PP	they
arrive	VVP	arrive
and	CC	and
how	WRB	how
Israel	NP	Israel
will	MD	will
intercept	VV	intercept
them	PP	them
and	CC	and
how	WRB	how
they	PP	they
will	MD	will
deal	VV	deal
with	IN	with
it	PP	it
you've	VVP	you've
touched	VVN	touch
on	IN	on
this	DT	this
a	DT	a
little	JJ	little
bit	NN	bit
already	RB	already
Tanya	NP	Tanya
but	CC	but
G	NP	G
give	VVP	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
how	WRB	how
prepared	JJ	prepared
Israel	NP	Israel
is	VBZ	be
to	TO	to
combat	VV	combat
an	DT	an
attack	NN	attack
from	IN	from
Iran	NP	Iran
well	RB	well
the	DT	the
Army	NP	Army
says	VVZ	say
they	PP	they
have	VH	have
all	PDT	all
the	DT	the
plans	NNS	plan
ready	JJ	ready
and	CC	and
they	PP	they
have	VHP	have
been	VBN	be
readying	VVG	ready
for	IN	for
this	DT	this
uh	UH	uh
certainly	RB	certainly
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
but	CC	but
certainly	RB	certainly
uh	UH	uh
since	IN	since
April	NP	April
1st	JJ	1st
uh	UH	uh
as	IN	as
I	PP	I
said	VVD	say
it	PP	it
was	VBD	be
it's	NN	it's
not	RB	not
entirely	RB	entirely
coming	VVG	come
uh	UH	uh
as	IN	as
a	DT	a
surprise	NN	surprise
so	IN	so
it	PP	it
has	VHZ	have
its	PP$	its
different	JJ	different
uh	UH	uh
um	JJ	um
air	NN	air
defense	NN	defense
systems	NNS	system
among	IN	among
them	PP	them
the	DT	the
Iron	NP	Iron
Dome	NP	Dome
but	CC	but
also	RB	also
others	NNS	other
and	CC	and
we	PP	we
also	RB	also
heard	VVD	hear
from	IN	from
the	DT	the
US	NP	US
that	IN/that	that
Israel	NP	Israel
will	MD	will
not	RB	not
stand	VV	stand
alone	RB	alone
so	RB	so
that	DT	that
indicates	VVZ	indicate
they	PP	they
will	MD	will
also	RB	also
probably	RB	probably
get	VV	get
help	VV	help
uh	UH	uh
in	IN	in
uh	UH	uh
intercepting	VVG	intercept
those	DT	those
drones	NNS	drone
it	PP	it
will	MD	will
become	VV	become
more	RBR	more
complicated	VVN	complicate
uh	UH	uh
military	JJ	military
analysts	NNS	analyst
here	RB	here
saying	VVG	say
when	WRB	when
you	PP	you
know	VVP	know
there	EX	there
will	MD	will
be	VB	be
a	DT	a
multif	NN	multif
front	NN	front
War	NP	War
don't	NP	don't
forget	VVP	forget
we	PP	we
have	VHP	have
a	DT	a
war	NN	war
in	IN	in
Gaza	NP	Gaza
we	PP	we
also	RB	also
have	VHP	have
uh	UH	uh
border	NN	border
cross	NN	cross
border	NN	border
fire	VV	fire
uh	UH	uh
and	CC	and
high	JJ	high
tensions	NNS	tension
at	IN	at
the	DT	the
in	IN	in
southern	JJ	southern
Lebanon	NP	Lebanon
and	CC	and
Northern	NP	Northern
Israel	NP	Israel
between	IN	between
Hezbollah	NP	Hezbollah
and	CC	and
uh	UH	uh
Israel	NP	Israel
of	IN	of
course	NN	course
and	CC	and
it	PP	it
could	MD	could
still	RB	still
you	PP	you
know	VVP	know
go	VV	go
further	RBR	further
than	IN	than
these	DT	these
drones	NNS	drone
but	CC	but
that	IN/that	that
alone	JJ	alone
it's	NNS	it's
an	DT	an
attack	NN	attack
from	IN	from
Iran	NP	Iran
on	IN	on
Israel	NP	Israel
this	DT	this
is	VBZ	be
unprecedented	JJ	unprecedented
we	PP	we
haven't	VVD	haven't
seen	VVN	see
this	DT	this
so	JJ	so
uh	UH	uh
we	PP	we
have	VHP	have
to	TO	to
wait	VV	wait
and	CC	and
see	VV	see
in	IN	in
the	DT	the
next	JJ	next
hour	NN	hour
how	WRB	how
this	DT	this
will	MD	will
unfold	VV	unfold
our	PP$	our
many	JJ	many
thanks	NNS	thanks
to	TO	to
Tanya	NP	Tanya
ker	NNS	ker
in	IN	in
Jerusalem	NP	Jerusalem
Tanya	NP	Tanya
we	PP	we
may	MD	may
see	VV	see
you	PP	you
later	RBR	later
many	JJ	many
thanks	NNS	thanks
Let's	NPS	Let's
cross	VVP	cross
over	RP	over
now	RB	now
to	TO	to
our	PP$	our
correspondent	NN	correspondent
in	IN	in
Washington	NP	Washington
uh	UH	uh
Stefan	NP	Stefan
Simons	NPS	Simon
Stefan	NP	Stefan
uh	UH	uh
the	DT	the
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
has	VHZ	have
cut	VVN	cut
short	RB	short
a	DT	a
weekend	NN	weekend
trip	NN	trip
to	TO	to
Delaware	NP	Delaware
to	TO	to
return	VV	return
to	TO	to
the	DT	the
White	NP	White
House	NP	House
we	PP	we
also	RB	also
understand	VVP	understand
his	PP$	his
defense	NN	defense
secretary	NN	secretary
Lord	NP	Lord
Austin	NP	Austin
earlier	RBR	earlier
spoke	VVD	speak
to	TO	to
his	PP$	his
Israeli	JJ	Israeli
count	NN	count
apart	RB	apart
what	WP	what
has	VHZ	have
the	DT	the
US	NP	US
publicly	RB	publicly
said	VVD	say
about	IN	about
this	DT	this
attack	NN	attack
thus	RB	thus
far	RB	far
absolutely	RB	absolutely
right	JJ	right
President	NP	President
Biden	NP	Biden
is	VBZ	be
way	NN	way
on	IN	on
his	PP$	his
way	NN	way
back	RB	back
to	TO	to
the	DT	the
White	NP	White
House	NP	House
to	TO	to
meet	VV	meet
with	IN	with
his	PP$	his
National	NP	National
Security	NP	Security
Council	NP	Council
staff	NN	staff
National	NP	National
Security	NP	Security
Count	NP	Count
Council	NP	Council
and	CC	and
advisors	NNS	advisor
um	NNS	um
as	IN	as
you're	NN	you're
right	RB	right
also	RB	also
defense	NN	defense
secretary	NN	secretary
Austin	NP	Austin
Lloyd	NP	Lloyd
has	VHZ	have
talked	VVN	talk
to	TO	to
the	DT	the
his	PP$	his
Israeli	JJ	Israeli
counterpart	NN	counterpart
but	CC	but
also	RB	also
to	TO	to
other	JJ	other
uh	UH	uh
partners	NNS	partner
and	CC	and
allies	NNS	ally
Arab	JJ	Arab
countries	NNS	country
and	CC	and
Arab	JJ	Arab
counterparts	NNS	counterpart
uh	UH	uh
secretaries	NNS	secretary
of	IN	of
defense	NN	defense
in	IN	in
Arab	JJ	Arab
countries	NNS	country
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
hours	NNS	hour
so	IN	so
the	DT	the
US	NP	US
is	VBZ	be
and	CC	and
was	VBD	be
as	IN	as
you	PP	you
may	MD	may
remember	VV	remember
yesterday	NN	yesterday
warning	VVG	warn
that	IN/that	that
this	DT	this
could	MD	could
be	VB	be
happening	VVG	happen
very	RB	very
soon	RB	soon
that	IN/that	that
Iran	NP	Iran
could	MD	could
um	RB	um
come	VV	come
to	TO	to
those	DT	those
strikes	VVZ	strike
uh	UH	uh
uh	UH	uh
rather	RB	rather
sooner	RBR	sooner
than	IN	than
later	RBR	later
the	DT	the
president	NN	president
said	VVD	say
yesterday	NN	yesterday
doing	VVG	do
a	DT	a
press	NN	press
conference	NN	conference
he	PP	he
also	RB	also
said	VVD	say
don't	JJ	don't
don't	NN	don't
do	VV	do
it	PP	it
Iran	NP	Iran
but	CC	but
of	IN	of
course	NN	course
um	NNS	um
those	DT	those
calls	NNS	call
for	IN	for
restraint	NN	restraint
have	VHP	have
not	RB	not
been	VBN	be
hid	VVN	hide
by	IN	by
uh	UH	uh
Iran	NP	Iran
now	RB	now
now	RB	now
what	WP	what
is	VBZ	be
uh	UH	uh
going	VVG	go
to	TO	to
happen	VV	happen
now	RB	now
here	RB	here
in	IN	in
the	DT	the
US	NP	US
they	PP	they
will	MD	will
analyze	VV	analyze
what's	NNS	what's
going	VVG	go
on	IN	on
right	NN	right
now	RB	now
as	RB	as
of	IN	of
as	IN	as
you	PP	you
said	VVD	say
before	IN	before
and	CC	and
as	IN	as
the	DT	the
guest	NN	guest
said	VVD	say
before	IN	before
um	NN	um
there	EX	there
is	VBZ	be
a	DT	a
drone	NN	drone
strike	NN	strike
going	VVG	go
on	IN	on
those	DT	those
drones	NNS	drone
are	VBP	be
traveling	VVG	travel
very	RB	very
very	RB	very
slowly	RB	slowly
um	JJ	um
and	CC	and
Israel	NP	Israel
Israeli	NP	Israeli
Defense	NP	Defense
Forces	NPS	Forces
should	MD	should
be	VB	be
able	JJ	able
to	TO	to
take	VV	take
those	DT	those
out	RP	out
if	IN	if
there's	RB	there's
more	JJR	more
that's	NNS	that's
a	DT	a
problem	NN	problem
that's	NNS	that's
a	DT	a
problem	NN	problem
all	RB	all
of	IN	of
this	DT	this
is	VBZ	be
a	DT	a
major	JJ	major
problem	NN	problem
for	IN	for
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
for	IN	for
the	DT	the
