<video_id>cX6WYo70i28</video_id>	NP	<video_id>cX6WYo70i28</video_id>
more	JJR	more
about	IN	about
what	WP	what
is	VBZ	be
happening	VVG	happen
in	IN	in
Rafa	NP	Rafa
right	RB	right
now	RB	now
well	RB	well
Anya	NP	Anya
we	PP	we
saw	VVD	see
air	NN	air
strikes	NNS	strike
picking	VVG	pick
up	RP	up
uh	UH	uh
on	IN	on
Sunday	NP	Sunday
night	NN	night
over	IN	over
Sunday	NP	Sunday
night	NN	night
and	CC	and
into	IN	into
Monday	NP	Monday
yesterday	NN	yesterday
after	IN	after
a	DT	a
Hamas	JJ	Hamas
strike	NN	strike
on	IN	on
the	DT	the
kamam	NP	kamam
Shalom	NP	Shalom
Crossing	VVG	cross
we	PP	we
saw	VVD	see
uh	UH	uh
pretty	RB	pretty
significant	JJ	significant
targeted	JJ	targeted
strikes	NNS	strike
pick	VVP	pick
up	RB	up
and	CC	and
there	EX	there
were	VBD	be
fears	NNS	fear
that	IN/that	that
this	DT	this
were	VBD	be
they	PP	they
were	VBD	be
signs	NNS	sign
of	IN	of
an	DT	an
imminent	JJ	imminent
ground	NN	ground
Invasion	NN	invasion
as	RB	as
had	VHD	have
been	VBN	be
been	VBN	be
being	VBG	be
threatened	VVN	threaten
and	CC	and
then	RB	then
last	JJ	last
night	RB	night
uh	UH	uh
we	PP	we
did	VVD	do
in	IN	in
fact	NN	fact
get	VVP	get
confirmation	NN	confirmation
or	CC	or
this	DT	this
morning	NN	morning
I	PP	I
should	MD	should
say	VV	say
we	PP	we
had	VHD	have
confirmation	NN	confirmation
that	WDT	that
uh	UH	uh
there	EX	there
is	VBZ	be
now	RB	now
currently	RB	currently
a	DT	a
targeted	JJ	targeted
ground	NN	ground
operation	NN	operation
taking	VVG	take
place	NN	place
in	IN	in
that	DT	that
southern	JJ	southern
city	NN	city
of	IN	of
Rafa	NP	Rafa
we	PP	we
know	VVP	know
we've	NN	we've
even	RB	even
seen	VVN	see
uh	UH	uh
IDF	NP	IDF
released	VVD	release
uh	UH	uh
footage	NN	footage
of	IN	of
tanks	NNS	tank
on	IN	on
the	DT	the
gazen	JJ	gazen
side	NN	side
of	IN	of
that	WDT	that
Raaz	NP	Raaz
uh	UH	uh
Gaza	NP	Gaza
the	DT	the
gazen	JJ	gazen
side	NN	side
of	IN	of
that	DT	that
Rafa	NP	Rafa
Crossing	VVG	cross
excuse	NN	excuse
me	FW	me
uh	UH	uh
and	CC	and
uh	UH	uh
we	PP	we
just	RB	just
I	PP	I
just	RB	just
spoke	VVD	speak
to	TO	to
I	PP	I
was	VBD	be
just	RB	just
on	IN	on
an	DT	an
call	NN	call
with	IN	with
the	DT	the
Israeli	JJ	Israeli
military	NN	military
they	PP	they
were	VBD	be
briefing	VVG	brief
the	DT	the
media	NNS	medium
they	PP	they
were	VBD	be
at	IN	at
pains	NNS	pain
to	TO	to
say	VV	say
that	IN/that	that
this	DT	this
at	IN	at
the	DT	the
moment	NN	moment
at	IN	at
least	JJS	least
is	VBZ	be
a	DT	a
precise	JJ	precise
and	CC	and
limited	VVN	limit
uh	UH	uh
attack	NN	attack
based	VVN	base
on	IN	on
intelligence	NN	intelligence
and	CC	and
that	IN/that	that
it	PP	it
was	VBD	be
targeting	VVG	target
specific	JJ	specific
areas	NNS	area
in	IN	in
that	DT	that
Eastern	NP	Eastern
Rafer	NP	Rafer
area	NN	area
that	IN/that	that
they	PP	they
were	VBD	be
sweeping	VVG	sweep
that	DT	that
area	NN	area
that	IN/that	that
there	EX	there
was	VBD	be
a	DT	a
special	JJ	special
ops	NN	ops
team	NN	team
sweeping	VVG	sweep
the	DT	the
area	NN	area
that	IN/that	that
they	PP	they
were	VBD	be
looking	VVG	look
for	IN	for
the	DT	the
what	WP	what
the	DT	the
the	DT	the
intelligence	NN	intelligence
says	VVZ	say
is	VBZ	be
Hamas	JJ	Hamas
operatives	NNS	operative
operating	VVG	operate
from	IN	from
within	IN	within
that	DT	that
area	NN	area
and	CC	and
that's	NNS	that's
what	WP	what
they	PP	they
say	VVP	say
they	PP	they
you	PP	you
know	VVP	know
was	VBD	be
an	DT	an
indication	NN	indication
when	WRB	when
that	DT	that
strike	NN	strike
came	VVD	come
to	TO	to
that	DT	that
Kum	NP	Kum
Shalom	NP	Shalom
area	NN	area
on	IN	on
Sunday	NP	Sunday
night	NN	night
that	IN/that	that
it	PP	it
came	VVD	come
from	IN	from
that	DT	that
area	NN	area
and	CC	and
that	IN/that	that
particularly	RB	particularly
the	DT	the
area	NN	area
they're	NN	they're
targeting	VVG	target
we	PP	we
know	VVP	know
yesterday	NN	yesterday
they	PP	they
gave	VVD	give
about	RB	about
100,000	CD	@card@
people	NNS	people
in	IN	in
that	DT	that
area	NN	area
evacuation	NN	evacuation
orders	NNS	order
to	TO	to
move	NN	move
towards	IN	towards
uh	UH	uh
a	DT	a
so-called	JJ	so-called
humanitarian	JJ	humanitarian
safe	JJ	safe
Zone	NP	Zone
closer	JJR	close
to	TO	to
KH	NP	KH
Yunis	NP	Yunis
a	DT	a
little	JJ	little
bit	NN	bit
further	RBR	further
north	RB	north
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
though	IN	though
we	PP	we
know	VVP	know
that	IN/that	that
for	IN	for
Palestinians	NPS	Palestinians
who've	NN	who've
been	VBN	be
dealing	VVG	deal
with	IN	with
this	DT	this
now	RB	now
for	IN	for
seven	CD	seven
months	NNS	month
uh	UH	uh
there	EX	there
is	VBZ	be
nowhere	RB	nowhere
safe	JJ	safe
to	TO	to
go	VV	go
and	CC	and
that	IN/that	that
even	RB	even
some	DT	some
safe	JJ	safe
areas	NNS	area
have	VHP	have
been	VBN	be
targeted	VVN	target
in	IN	in
the	DT	the
past	NN	past
we	PP	we
don't	VVD	don't
know	VV	know
much	RB	much
more	JJR	more
about	IN	about
the	DT	the
operation	NN	operation
and	CC	and
how	WRB	how
it	PP	it
will	MD	will
continue	VV	continue
whether	IN	whether
it	PP	it
will	MD	will
widen	VV	widen
or	CC	or
how	WRB	how
it	PP	it
will	MD	will
widen	VV	widen
but	CC	but
we	PP	we
have	VHP	have
seen	VVN	see
that	IN/that	that
in	IN	in
other	JJ	other
cities	NNS	city
in	IN	in
Gaza	NP	Gaza
that	IN/that	that
it	PP	it
starts	VVZ	start
off	RP	off
in	IN	in
a	DT	a
limited	JJ	limited
uh	UH	uh
way	NN	way
and	CC	and
then	RB	then
and	CC	and
then	RB	then
spreads	VVZ	spread
out	RP	out
but	CC	but
we	PP	we
don't	VVD	don't
have	VH	have
any	DT	any
more	JJR	more
information	NN	information
this	DT	this
is	VBZ	be
an	DT	an
ongoing	JJ	ongoing
operation	NN	operation
is	VBZ	be
reporting	VVG	report
there	RB	there
from	IN	from
Jerusalem	NP	Jerusalem
now	RB	now
as	IN	as
that	DT	that
Israel	NP	Israel
operation	NN	operation
inside	IN	inside
Rafa	NP	Rafa
unfolds	VVZ	unfold
negotiations	NNS	negotiation
are	VBP	be
expected	VVN	expect
to	TO	to
get	VV	get
underway	JJ	underway
in	IN	in
Egypt	NP	Egypt
on	IN	on
a	DT	a
proposed	VVN	propose
ceasefire	NN	ceasefire
deal	NN	deal
Israel	NP	Israel
says	VVZ	say
a	DT	a
plan	NN	plan
put	VVD	put
forward	RB	forward
by	IN	by
Qatari	JJ	Qatari
and	CC	and
Egyptian	JJ	Egyptian
mediators	NNS	mediator
doesn't	VVD	doesn't
meet	VV	meet
its	PP$	its
demands	NNS	demand
Hamas	NN	Hamas
had	VHD	have
earlier	RBR	earlier
agreed	VVN	agree
to	TO	to
the	DT	the
draft	NN	draft
deal	NN	deal
a	DT	a
small	JJ	small
step	NN	step
towards	IN	towards
possible	JJ	possible
peace	NN	peace
that	WDT	that
triggered	VVD	trigger
celebrations	NNS	celebration
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
a	DT	a
rare	JJ	rare
sight	NN	sight
of	IN	of
Joy	NP	Joy
after	IN	after
7	CD	@card@
months	NNS	month
of	IN	of
War	NP	War
Palestinians	NPS	Palestinians
across	IN	across
Gaza	NP	Gaza
celebrating	VVG	celebrate
in	IN	in
the	DT	the
streets	NNS	street
as	IN	as
news	NN	news
reaches	VVZ	reach
them	PP	them
that	IN/that	that
Hamas	NP	Hamas
has	VHZ	have
agreed	VVN	agree
to	TO	to
a	DT	a
proposed	VVN	propose
ceasefire	NN	ceasefire
I	PP	I
haven't	VVD	haven't
seen	VVN	see
my	PP$	my
children	NNS	child
for	IN	for
seven	CD	seven
months	NNS	month
when	WRB	when
I	PP	I
heard	VVD	hear
Hamas	NP	Hamas
accepted	VVD	accept
a	DT	a
proposal	NN	proposal
I	PP	I
was	VBD	be
very	RB	very
happy	JJ	happy
as	IN	as
we	PP	we
want	VVP	want
to	TO	to
return	VV	return
to	TO	to
Gaza	NP	Gaza
City	NP	City
we	PP	we
have	VHP	have
no	DT	no
homes	NNS	home
left	VVN	leave
but	CC	but
we	PP	we
are	VBP	be
ready	JJ	ready
to	TO	to
sleep	VV	sleep
on	IN	on
the	DT	the
rubble	NN	rubble
it	PP	it
was	VBD	be
gloomy	JJ	gloomy
this	DT	this
morning	NN	morning
and	CC	and
the	DT	the
situation	NN	situation
was	VBD	be
terrifying	VVG	terrify
honestly	RB	honestly
but	CC	but
now	RB	now
it's	NNS	it's
better	RBR	well
and	CC	and
we	PP	we
hope	VVP	hope
for	IN	for
the	DT	the
best	JJS	good
over	IN	over
the	DT	the
Border	NP	Border
in	IN	in
Israel	NP	Israel
the	DT	the
families	NNS	family
of	IN	of
hostages	NNS	hostage
still	RB	still
helding	VVG	helding
Gaza	NP	Gaza
also	RB	also
hope	VVP	hope
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
they	PP	they
marched	VVD	march
outside	IN	outside
the	DT	the
House	NP	House
of	IN	of
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
demanding	VVG	demand
he	PP	he
also	RB	also
accept	VVP	accept
a	DT	a
deal	NN	deal
for	IN	for
sure	JJ	sure
after	IN	after
Hamas	NP	Hamas
told	VVD	tell
that	IN/that	that
he	PP	he
accept	VVP	accept
the	DT	the
deal	NN	deal
we	PP	we
should	MD	should
say	VV	say
yes	NN	yes
let's	NNS	let's
sit	VVP	sit
and	CC	and
talk	VVP	talk
and	CC	and
uh	UH	uh
do	VV	do
anything	NN	anything
we	PP	we
can	MD	can
do	VV	do
to	TO	to
bring	VV	bring
the	DT	the
hostages	NNS	hostage
home	NN	home
we	PP	we
call	VVP	call
our	PP$	our
government	NN	government
to	TO	to
accept	VV	accept
this	DT	this
netanyahu's	NN	netanyahu's
office	NN	office
says	VVZ	say
a	DT	a
delegation	NN	delegation
is	VBZ	be
returning	VVG	return
to	TO	to
Cairo	NP	Cairo
for	IN	for
further	JJR	further
talks	NNS	talk
but	CC	but
has	VHZ	have
so	RB	so
far	RB	far
rejected	VVD	reject
the	DT	the
proposal	NN	proposal
saying	VVG	say
it	PP	it
does	VVZ	do
not	RB	not
meet	VV	meet
Israel's	NP	Israel's
demands	NNS	demand
soon	RB	soon
after	IN	after
Hamas	NP	Hamas
accepted	VVD	accept
the	DT	the
deal	NN	deal
the	DT	the
Israeli	JJ	Israeli
War	NP	War
cabinet	NN	cabinet
voted	VVD	vote
to	TO	to
push	VV	push
ahead	RB	ahead
with	IN	with
a	DT	a
military	JJ	military
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
Israel	NP	Israel
has	VHZ	have
told	VVN	tell
100,000	CD	@card@
Palestinians	NNS	Palestinian
there	RB	there
to	TO	to
evacuate	VV	evacuate
in	IN	in
the	DT	the
biggest	JJS	big
sign	NN	sign
yet	RB	yet
of	IN	of
an	DT	an
imminent	JJ	imminent
ground	NN	ground
Invasion	NN	invasion
they've	NN	they've
been	VBN	be
told	VVN	tell
to	TO	to
move	VV	move
to	TO	to
alasi	NN	alasi
a	DT	a
so-called	JJ	so-called
humanitarian	JJ	humanitarian
Zone	NP	Zone
with	IN	with
little	JJ	little
in	IN	in
the	DT	the
way	NN	way
of	IN	of
infrastructure	NN	infrastructure
Israel	NP	Israel
says	VVZ	say
it	PP	it
has	VHZ	have
expanded	VVN	expand
the	DT	the
zone	NN	zone
to	TO	to
accommodate	VV	accommodate
the	DT	the
new	JJ	new
wave	NN	wave
of	IN	of
arrivals	NNS	arrival
Israel's	NP	Israel's
allies	NNS	ally
have	VHP	have
been	VBN	be
warning	VVG	warn
against	IN	against
a	DT	a
military	JJ	military
escalation	NN	escalation
in	IN	in
Rafa	NP	Rafa
where	WRB	where
more	JJR	more
than	IN	than
1	CD	@card@
million	CD	million
gazin	NN	gazin
have	VHP	have
sought	VVN	seek
shelter	NN	shelter
the	DT	the
fear	NN	fear
now	RB	now
that	IN/that	that
a	DT	a
ceasefire	NN	ceasefire
won't	NN	won't
be	VB	be
reached	VVN	reach
in	IN	in
time	NN	time
to	TO	to
stop	VV	stop
any	DT	any
further	RBR	further
military	JJ	military
action	NN	action
and	CC	and
the	DT	the
inevitable	JJ	inevitable
cost	NN	cost
to	TO	to
civilians	NNS	civilian
trapped	VVN	trap
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
and	CC	and
we	PP	we
can	MD	can
get	VV	get
some	DT	some
analysis	NN	analysis
from	IN	from
Daniel	NP	Daniel
gak	NP	gak
a	DT	a
Middle	NP	Middle
East	NP	East
expert	NN	expert
and	CC	and
the	DT	the
Editor	NN	editor
in	IN	in
Chief	NP	Chief
of	IN	of
zenith	NN	zenith
magazine	NN	magazine
he's	NNS	he's
joining	VVG	join
us	PP	us
now	RB	now
from	IN	from
Riad	NP	Riad
welcome	VVP	welcome
to	TO	to
you	PP	you
Daniel	NP	Daniel
H	NP	H
given	VVN	give
everything	NN	everything
that	WDT	that
is	VBZ	be
going	VVG	go
on	IN	on
morning	NN	morning
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
is	VBZ	be
likely	JJ	likely
to	TO	to
happen	VV	happen
now	RB	now
with	IN	with
the	DT	the
ceasefire	NN	ceasefire
talks	NNS	talk
what	WP	what
can	MD	can
we	PP	we
expect	VVP	expect
well	RB	well
I	PP	I
think	VVP	think
this	DT	this
is	VBZ	be
really	RB	really
the	DT	the
last	JJ	last
chance	NN	chance
with	IN	with
the	DT	the
current	JJ	current
setup	NN	setup
of	IN	of
negotiators	NNS	negotiator
to	TO	to
reach	VV	reach
a	DT	a
deal	NN	deal
and	CC	and
I	PP	I
think	VVP	think
everybody	NN	everybody
knows	VVZ	know
this	DT	this
and	CC	and
we	PP	we
can	MD	can
see	VV	see
there	EX	there
has	VHZ	have
been	VBN	be
some	DT	some
some	RB	some
conflicting	VVG	conflict
and	CC	and
contradicting	VVG	contradict
information	NN	information
about	IN	about
the	DT	the
status	NN	status
about	IN	about
the	DT	the
quality	NN	quality
of	IN	of
the	DT	the
proposal	NN	proposal
and	CC	and
who	WP	who
agreed	VVD	agree
to	TO	to
it	PP	it
or	CC	or
not	RB	not
um	NNS	um
but	CC	but
the	DT	the
fact	NN	fact
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
government	NN	government
is	VBZ	be
sending	VVG	send
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
while	IN	while
they	PP	they
are	VBP	be
uh	UH	uh
conducting	VVG	conduct
strikes	NNS	strike
in	IN	in
Rafa	NP	Rafa
a	DT	a
delegation	NN	delegation
to	TO	to
Cairo	NP	Cairo
to	TO	to
negotiate	VV	negotiate
this	DT	this
deal	NN	deal
shows	VVZ	show
that	IN/that	that
it's	NNS	it's
very	RB	very
difficult	JJ	difficult
for	IN	for
Netanyahu	NP	Netanyahu
to	TO	to
get	VV	get
out	RP	out
of	IN	of
this	DT	this
proposal	NN	proposal
um	NN	um
yet	CC	yet
last	JJ	last
night	NN	night
there	EX	there
was	VBD	be
some	DT	some
reports	NNS	report
about	IN	about
Hamas	NNS	Hamas
agreeing	VVG	agree
to	TO	to
a	DT	a
to	TO	to
a	DT	a
ceasefire	NN	ceasefire
deal	NN	deal
that	IN/that	that
Israel	NP	Israel
had	VHD	have
not	RB	not
agreed	VVN	agree
to	TO	to
and	CC	and
that	DT	that
was	VBD	be
not	RB	not
enough	JJ	enough
for	IN	for
Israel	NP	Israel
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
it's	NNS	it's
quite	RB	quite
difficult	JJ	difficult
to	TO	to
imagine	VV	imagine
that	DT	that
uh	UH	uh
the	DT	the
CIA	NP	CIA
director	NN	director
Bill	NP	Bill
Burns	NP	Burns
who	WP	who
has	VHZ	have
spent	VVN	spend
some	DT	some
time	NN	time
now	RB	now
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
in	IN	in
Qatar	NP	Qatar
and	CC	and
in	IN	in
in	IN	in
Egypt	NP	Egypt
who	WP	who
and	CC	and
who	WP	who
is	VBZ	be
responsible	JJ	responsible
for	IN	for
negotiating	VVG	negotiate
this	DT	this
deal	NN	deal
made	VVD	make
a	DT	a
mistake	NN	mistake
or	CC	or
unclear	JJ	unclear
communication	NN	communication
with	IN	with
the	DT	the
Israelis	NPS	Israelis
so	IN	so
I	PP	I
think	VVP	think
everyone	NN	everyone
knows	VVZ	know
what	WP	what
it	PP	it
comes	VVZ	come
down	RP	down
to	TO	to
it's	NNS	it's
the	DT	the
question	NN	question
if	IN	if
Israel	NP	Israel
is	VBZ	be
is	VBZ	be
able	JJ	able
and	CC	and
willing	JJ	willing
to	TO	to
accept	VV	accept
in	IN	in
exchange	NN	exchange
for	IN	for
the	DT	the
hostages	NNS	hostage
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
whatever	WDT	whatever
they	PP	they
may	MD	may
call	VV	call
it	PP	it
and	CC	and
I	PP	I
think	VVP	think
that's	NNS	that's
the	DT	the
target	NN	target
of	IN	of
the	DT	the
negotiators	NNS	negotiator
and	CC	and
that's	NNS	that's
why	WRB	why
Netanyahu	NP	Netanyahu
is	VBZ	be
hesitant	JJ	hesitant
to	TO	to
agree	VV	agree
to	TO	to
because	IN	because
if	IN	if
he	PP	he
if	IN	if
he	PP	he
agrees	VVZ	agree
to	TO	to
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
and	CC	and
he	PP	he
calls	VVZ	call
it	PP	it
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
then	RB	then
he	PP	he
would	MD	would
not	RB	not
reach	VV	reach
his	PP$	his
goal	NN	goal
to	TO	to
uh	UH	uh
to	TO	to
eliminate	VV	eliminate
Hamas	NN	Hamas
and	CC	and
he	PP	he
would	MD	would
not	RB	not
satisfy	VV	satisfy
his	PP$	his
Coalition	NP	Coalition
partners	NNS	partner
and	CC	and
he	PP	he
would	MD	would
probably	RB	probably
have	VH	have
to	TO	to
step	VV	step
down	RP	down
as	IN	as
a	DT	a
prime	JJ	prime
minister	NN	minister
of	IN	of
Israel	NP	Israel
okay	JJ	okay
now	RB	now
Israel	NP	Israel
is	VBZ	be
talking	VVG	talk
about	IN	about
core	NN	core
demands	NNS	demand
though	RB	though
isn't	VVD	isn't
it	PP	it
it	PP	it
says	VVZ	say
the	DT	the
terms	NNS	term
of	IN	of
the	DT	the
deal	NN	deal
are	VBP	be
unacceptable	JJ	unacceptable
they	PP	they
don't	VVD	don't
meet	VV	meet
their	PP$	their
core	NN	core
demands	NNS	demand
so	RB	so
so	RB	so
so	IN	so
what	WP	what
what	WP	what
are	VBP	be
these	DT	these
core	NN	core
demands	VVZ	demand
what	WP	what
is	VBZ	be
it	PP	it
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
specifically	RB	specifically
referring	VVG	refer
to	TO	to
there	RB	there
well	RB	well
I	PP	I
don't	VVD	don't
know	VV	know
yet	RB	yet
because	IN	because
I	PP	I
don't	VVD	don't
know	VV	know
the	DT	the
documents	NNS	document
but	CC	but
my	PP$	my
understanding	NN	understanding
of	IN	of
it	PP	it
is	VBZ	be
that	IN/that	that
the	DT	the
negotiators	NNS	negotiator
were	VBD	be
trying	VVG	try
to	TO	to
to	TO	to
let's	NNS	let's
say	VVP	say
disguise	VV	disguise
this	DT	this
idea	NN	idea
of	IN	of
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
into	IN	into
a	DT	a
plan	NN	plan
of	IN	of
phasing	VVG	phase
the	DT	the
deal	VV	deal
uh	UH	uh
three	CD	three
phases	NNS	phase
of	IN	of
six	CD	six
weeks	NNS	week
of	IN	of
ceasefire	NN	ceasefire
which	WDT	which
would	MD	would
then	RB	then
of	IN	of
course	NN	course
impede	VV	impede
any	DT	any
further	RBR	further
military	JJ	military
operation	NN	operation
because	IN	because
a	DT	a
political	JJ	political
process	NN	process
would	MD	would
be	VB	be
on	IN	on
the	DT	the
way	NN	way
whereas	IN	whereas
Israel	NP	Israel
is	VBZ	be
insisting	VVG	insist
on	IN	on
the	DT	the
netan	JJ	netan
government	NN	government
is	VBZ	be
insisting	VVG	insist
on	IN	on
its	PP$	its
right	NN	right
to	TO	to
to	TO	to
to	TO	to
achieve	VV	achieve
both	DT	both
goals	NNS	goal
which	WDT	which
is	VBZ	be
the	DT	the
liberation	NN	liberation
of	IN	of
the	DT	the
hostages	NNS	hostage
but	CC	but
also	RB	also
have	VH	have
the	DT	the
prerogative	NN	prerogative
of	IN	of
if	IN	if
intervening	VVG	intervene
militarily	RB	militarily
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
targeting	VVG	target
Hamas	NNS	Hamas
and	CC	and
of	IN	of
course	NN	course
the	DT	the
Hamas	JJ	Hamas
leadership	NN	leadership
knows	VVZ	know
that	IN/that	that
for	IN	for
them	PP	them
the	DT	the
hostages	NNS	hostage
are	VBP	be
the	DT	the
only	JJ	only
way	NN	way
they	PP	they
can	MD	can
still	RB	still
they	PP	they
can	MD	can
protect	VV	protect
literally	RB	literally
their	PP$	their
lives	NNS	life
and	CC	and
that's	NNS	that's
the	DT	the
only	JJ	only
leverage	NN	leverage
they	PP	they
have	VHP	have
so	RB	so
they	PP	they
would	MD	would
of	IN	of
course	NN	course
not	RB	not
agree	VVP	agree
to	TO	to
that	DT	that
and	CC	and
it	PP	it
seems	VVZ	seem
that	IN/that	that
some	DT	some
sort	NN	sort
of	IN	of
a	DT	a
permanent	JJ	permanent
setup	NN	setup
of	IN	of
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
mechanism	NN	mechanism
is	VBZ	be
now	RB	now
underway	JJ	underway
with	IN	with
the	DT	the
negotiators	NNS	negotiator
and	CC	and
since	IN	since
the	DT	the
negotiators	NNS	negotiator
I	PP	I
don't	VVD	don't
think	NN	think
they've	NN	they've
made	VVD	make
a	DT	a
mistake	NN	mistake
or	CC	or
have	VHP	have
not	RB	not
clearly	RB	clearly
communicated	VVD	communicate
this	DT	this
to	TO	to
either	DT	either
side	NN	side
I	PP	I
think	VVP	think
also	RB	also
it's	JJ	it's
a	DT	a
tactical	JJ	tactical
move	NN	move
by	IN	by
Hamas	NN	Hamas
to	TO	to
to	TO	to
come	VV	come
out	RP	out
and	CC	and
say	VVP	say
yes	RB	yes
we	PP	we
agree	VVP	agree
to	TO	to
this	DT	this
because	IN	because
they	PP	they
wanted	VVD	want
to	TO	to
make	VV	make
sure	RB	sure
this	DT	this
happens	VVZ	happen
before	IN	before
the	DT	the
uh	UH	uh
military	NN	military
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
escalates	VVZ	escalate
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
I	PP	I
think	VVP	think
um	NNS	um
that	IN/that	that
the	DT	the
negotiators	NNS	negotiator
wanted	VVD	want
this	DT	this
time	NN	time
to	TO	to
preempt	VV	preempt
Israel	NP	Israel
uh	UH	uh
in	IN	in
particular	RB	particular
the	DT	the
netan	JJ	netan
government	NN	government
to	TO	to
to	TO	to
as	IN	as
they	PP	they
say	VVP	say
sabotage	VV	sabotage
the	DT	the
deal	NN	deal
because	IN	because
uh	UH	uh
we've	NN	we've
heard	VVN	hear
from	IN	from
the	DT	the
negotiators	NNS	negotiator
before	IN	before
that	WDT	that
they	PP	they
were	VBD	be
quite	RB	quite
uh	UH	uh
quite	RB	quite
discontent	JJ	discontent
about	IN	about
every	DT	every
time	NN	time
they	PP	they
were	VBD	be
coming	VVG	come
close	NN	close
to	TO	to
a	DT	a
deal	NN	deal
it	PP	it
was	VBD	be
sabotaged	VVN	sabotage
by	IN	by
either	DT	either
side	NN	side
and	CC	and
it	PP	it
seems	VVZ	seem
that	IN/that	that
this	DT	this
uh	UH	uh
negotiating	NN	negotiating
strategy	NN	strategy
tried	VVD	try
to	TO	to
preempt	VV	preempt
such	PDT	such
a	DT	a
an	DT	an
act	NN	act
of	IN	of
sabotage	NN	sabotage
if	IN	if
we	PP	we
could	MD	could
just	RB	just
come	VV	come
back	RB	back
to	TO	to
the	DT	the
issue	NN	issue
of	IN	of
the	DT	the
hostages	NNS	hostage
I	PP	I
mean	VVP	mean
if	IN	if
if	IN	if
Netanyahu	NP	Netanyahu
agreed	VVD	agree
to	TO	to
a	DT	a
deal	NN	deal
to	TO	to
bring	VV	bring
some	DT	some
hostages	NNS	hostage
back	RB	back
