<video_id>upFEpXLRaSY</video_id>	JJ	<video_id>upFEpXLRaSY</video_id>
tyan	NN	tyan
on	IN	on
Wednesday	NP	Wednesday
Hamas	NP	Hamas
and	CC	and
Iran	NP	Iran
have	VHP	have
vowed	VVN	vow
to	TO	to
retaliate	VV	retaliate
the	DT	the
US	NP	US
says	VVZ	say
it	PP	it
will	MD	will
send	VV	send
additional	JJ	additional
fighter	NN	fighter
jets	NNS	jet
and	CC	and
warships	NNS	warship
to	TO	to
the	DT	the
region	NN	region
and	CC	and
we're	NN	we're
joined	VVD	join
Now	RB	now
by	IN	by
DW	NN	DW
correspondent	NN	correspondent
Constantine	NP	Constantine
edgert	NP	edgert
in	IN	in
Jerusalem	NP	Jerusalem
Constantine	NP	Constantine
what	WP	what
more	JJR	more
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
about	IN	about
the	DT	the
Israeli	JJ	Israeli
Army	NP	Army
operation	NN	operation
toam	NN	toam
well	RB	well
the	DT	the
Israeli	JJ	Israeli
officials	NNS	official
are	VBP	be
saying	VVG	say
that	IN/that	that
it	PP	it
seems	VVZ	seem
like	IN	like
it's	NNS	it's
a	DT	a
veritable	JJ	veritable
battle	NN	battle
that	WDT	that
was	VBD	be
going	VVG	go
on	IN	on
in	IN	in
tarum	NN	tarum
today	NN	today
uh	UH	uh
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
Army	NP	Army
confirmed	VVD	confirm
that	IN/that	that
it	PP	it
had	VHD	have
to	TO	to
strike	VV	strike
uh	UH	uh
Hamas	NN	Hamas
Fighters	NNS	fighter
again	RB	again
uh	UH	uh
with	IN	with
another	DT	another
drone	NN	drone
strike	VV	strike
uh	UH	uh
they	PP	they
did	VVD	do
confirm	VV	confirm
that	IN/that	that
they	PP	they
eliminated	VVD	eliminate
uh	UH	uh
five	CD	five
people	NNS	people
in	IN	in
this	DT	this
first	JJ	first
uh	UH	uh
drone	VV	drone
strike	NN	strike
they	PP	they
were	VBD	be
in	IN	in
a	DT	a
car	NN	car
and	CC	and
they	PP	they
said	VVD	say
that	IN/that	that
the	DT	the
local	JJ	local
commander	NN	commander
of	IN	of
aadin	NP	aadin
Kasam	NP	Kasam
brigades	NNS	brigade
which	WDT	which
is	VBZ	be
essentially	RB	essentially
a	DT	a
military	JJ	military
uh	UH	uh
wing	NN	wing
of	IN	of
Hamas	JJ	Hamas
uh	UH	uh
was	VBD	be
eliminated	VVN	eliminate
in	IN	in
this	DT	this
strike	VV	strike
uh	UH	uh
it	PP	it
seems	VVZ	seem
like	IN	like
other	JJ	other
Fighters	NNS	fighter
may	MD	may
have	VH	have
been	VBN	be
killed	VVN	kill
in	IN	in
the	DT	the
battle	NN	battle
with	IN	with
the	DT	the
Israelis	NPS	Israelis
so	RB	so
um	VVD	um
yes	UH	yes
T	NN	T
Kum	NP	Kum
today	NN	today
was	VBD	be
definitely	RB	definitely
a	DT	a
fles	NNS	fles
point	NN	point
but	CC	but
to	TO	to
add	VV	add
to	TO	to
that	DT	that
uh	UH	uh
uh	UH	uh
the	DT	the
um	JJ	um
Israeli	NP	Israeli
Army	NP	Army
and	CC	and
Israeli	NP	Israeli
security	NN	security
uh	UH	uh
forces	NNS	force
said	VVD	say
that	IN/that	that
they	PP	they
uh	UH	uh
struck	VVD	strike
a	DT	a
car	NN	car
struck	VVD	strike
a	DT	a
hisbah	NN	hisbah
commander	NN	commander
uh	UH	uh
in	IN	in
the	DT	the
south	NN	south
of	IN	of
Lebanon	NP	Lebanon
today	NN	today
so	IN	so
uh	UH	uh
it's	NNS	it's
in	IN	in
a	DT	a
completely	RB	completely
different	JJ	different
area	NN	area
in	IN	in
different	JJ	different
country	NN	country
so	IN	so
it	PP	it
was	VBD	be
a	DT	a
very	RB	very
very	JJ	very
uh	UH	uh
unquiet	JJ	unquiet
day	NN	day
today	NN	today
Israel	NP	Israel
well	RB	well
with	IN	with
the	DT	the
war	NN	war
still	RB	still
raging	VVG	rage
in	IN	in
Gaza	NP	Gaza
daily	JJ	daily
clashes	NNS	clash
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
a	DT	a
Bonafide	NN	bonafide
Northern	JJ	northern
front	NN	front
along	IN	along
the	DT	the
Israel	NP	Israel
Lebanon	NP	Lebanon
border	NN	border
which	WDT	which
you're	VVP	you're
just	RB	just
now	RB	now
referring	VVG	refer
to	TO	to
and	CC	and
a	DT	a
threat	NN	threat
of	IN	of
retaliation	NN	retaliation
from	IN	from
Iran	NP	Iran
and	CC	and
its	PP$	its
proxies	NNS	proxy
are	VBP	be
we	PP	we
seeing	VVG	see
a	DT	a
shift	NN	shift
in	IN	in
Israeli	JJ	Israeli
strategy	NN	strategy
well	RB	well
I	PP	I
I	PP	I
I	PP	I
would	MD	would
say	VV	say
that	IN/that	that
it's	NNS	it's
not	RB	not
yet	RB	yet
a	DT	a
front	NN	front
in	IN	in
the	DT	the
north	NN	north
although	IN	although
of	IN	of
course	NN	course
the	DT	the
situation	NN	situation
becomes	VVZ	become
more	RBR	more
and	CC	and
more	RBR	more
tense	JJ	tense
there	RB	there
on	IN	on
the	DT	the
Lebanese	JJ	Lebanese
border	NN	border
um	NNS	um
as	RB	as
for	IN	for
this	DT	this
strategy	NN	strategy
I	PP	I
do	VVP	do
think	VV	think
that	IN/that	that
um	JJ	um
Israel	NP	Israel
the	DT	the
Israeli	JJ	Israeli
government	NN	government
the	DT	the
Israeli	JJ	Israeli
security	NN	security
establishment	NN	establishment
and	CC	and
army	NN	army
establishment	NN	establishment
always	RB	always
considered	VVD	consider
the	DT	the
possibility	NN	possibility
of	IN	of
a	DT	a
war	NN	war
onto	IN	onto
France	NP	France
so	CC	so
uh	UH	uh
I	PP	I
do	VVP	do
not	RB	not
think	VV	think
it's	NNS	it's
anything	NN	anything
spectacularly	RB	spectacularly
new	JJ	new
but	CC	but
yes	RB	yes
I	PP	I
think	VVP	think
the	DT	the
uh	UH	uh
the	DT	the
cumulate	JJ	cumulate
effect	NN	effect
of	IN	of
uh	UH	uh
these	DT	these
many	JJ	many
clashes	VVZ	clash
uh	UH	uh
produces	VVZ	produce
this	DT	this
feeling	NN	feeling
that	WDT	that
uh	UH	uh
the	DT	the
situation	NN	situation
is	VBZ	be
indeed	RB	indeed
very	RB	very
very	RB	very
hot	JJ	hot
and	CC	and
yes	RB	yes
you	PP	you
you	PP	you
feel	VVP	feel
it	PP	it
here	RB	here
uh	UH	uh
in	IN	in
Israel	NP	Israel
although	IN	although
I	PP	I
looked	VVD	look
out	RP	out
the	DT	the
window	NN	window
today	NN	today
is	VBZ	be
um	NN	um
it	PP	it
seems	VVZ	seem
like	IN	like
very	RB	very
quiet	JJ	quiet
in	IN	in
Jerusalem	NP	Jerusalem
uh	UH	uh
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
Michael	NP	Michael
uh	UH	uh
news	NN	news
keep	VV	keep
coming	VVG	come
that	IN/that	that
more	JJR	more
and	CC	and
more	JJR	more
Airlines	NNS	airline
for	IN	for
example	NN	example
are	VBP	be
cancelling	VVG	cancel
flights	NNS	flight
to	TO	to
Israel	NP	Israel
and	CC	and
to	TO	to
neighboring	VVG	neighbor
Lebanon	NP	Lebanon
so	RB	so
indeed	RB	indeed
tension	NN	tension
is	VBZ	be
growing	VVG	grow
Constantine	NP	Constantine
just	RB	just
quickly	RB	quickly
according	VVG	accord
to	TO	to
Israeli	JJ	Israeli
media	NNS	medium
reports	VVZ	report
a	DT	a
highlevel	JJ	highlevel
Israeli	JJ	Israeli
delegation	NN	delegation
has	VHZ	have
arrived	VVN	arrive
in	IN	in
Cairo	NP	Cairo
for	IN	for
truce	NN	truce
talks	NNS	talk
Ismael	NP	Ismael
hania	NN	hania
of	IN	of
course	NN	course
was	VBD	be
the	DT	the
chief	JJ	chief
Hamas	JJ	Hamas
negotiator	NN	negotiator
before	IN	before
he	PP	he
was	VBD	be
assassinated	VVN	assassinate
where	WRB	where
does	VVZ	do
this	DT	this
leave	NN	leave
talks	NNS	talk
and	CC	and
the	DT	the
hopes	NNS	hope
of	IN	of
Israeli	JJ	Israeli
hostages	NNS	hostage
and	CC	and
their	PP$	their
families	NNS	family
Michael	NP	Michael
indeed	RB	indeed
uh	UH	uh
if	IN	if
the	DT	the
these	DT	these
reports	NNS	report
are	VBP	be
true	JJ	true
then	RB	then
uh	UH	uh
uh	UH	uh
both	DT	both
security	NN	security
Chiefs	NPS	Chiefs
of	IN	of
domestic	JJ	domestic
security	NN	security
and	CC	and
foreign	JJ	foreign
intelligence	NN	intelligence
uh	UH	uh
of	IN	of
Israel	NP	Israel
are	VBP	be
in	IN	in
Egypt	NP	Egypt
for	IN	for
talks	NNS	talk
with	IN	with
the	DT	the
Egyptian	JJ	Egyptian
security	NN	security
establishment	NN	establishment
uh	UH	uh
I	PP	I
would	MD	would
say	VV	say
it's	NNS	it's
still	RB	still
early	JJ	early
to	TO	to
say	VV	say
that	IN/that	that
it's	NNS	it's
some	DT	some
kind	NN	kind
of	IN	of
movement	NN	movement
with	IN	with
regard	NN	regard
to	TO	to
Hamas	NN	Hamas
but	CC	but
definitely	RB	definitely
uh	UH	uh
Egypt	NP	Egypt
was	VBD	be
always	RB	always
very	JJ	very
instrumental	NN	instrumental
in	IN	in
uh	UH	uh
everything	NN	everything
that	IN/that	that
concerned	JJ	concerned
Gaza	NP	Gaza
so	IN	so
it	PP	it
is	VBZ	be
an	DT	an
interesting	JJ	interesting
sign	NN	sign
bear	NN	bear
in	IN	in
mind	NN	mind
the	DT	the
fact	NN	fact
as	IN	as
you	PP	you
rightly	RB	rightly
said	VVD	say
that	IN/that	that
Han	NP	Han
was	VBD	be
killed	VVN	kill
just	RB	just
just	RB	just
two	CD	two
two	CD	two
three	CD	three
days	NNS	day
ago	RB	ago
uh	UH	uh
it	PP	it
is	VBZ	be
an	DT	an
interesting	JJ	interesting
development	NN	development
if	IN	if
we	PP	we
believe	VVP	believe
these	DT	these
reports	NNS	report
they	PP	they
should	MD	should
be	VB	be
confirmed	VVN	confirm
further	RBR	further
I	PP	I
think	VVP	think
DW	JJ	DW
correspondent	NN	correspondent
Constantine	NP	Constantine
Edgard	NP	Edgard
in	IN	in
Jerusalem	NP	Jerusalem
thanks	NNS	thanks
to	TO	to
you	PP	you
sir	NN	sir
let's	NNS	let's
get	VVP	get
more	JJR	more
from	IN	from
DW's	NP	DW's
uh	UH	uh
Beirut	NP	Beirut
bureau	NN	bureau
chief	JJ	chief
Muhammad	NP	Muhammad
ASA	NP	ASA
Muhammad	NP	Muhammad
good	JJ	good
to	TO	to
see	VV	see
you	PP	you
now	RB	now
that	IN/that	that
we	PP	we
are	VBP	be
a	DT	a
few	JJ	few
days	NNS	day
after	IN	after
the	DT	the
death	NN	death
of	IN	of
hania	NN	hania
and	CC	and
The	DT	the
prominent	JJ	prominent
Hezbollah	NP	Hezbollah
commander	NN	commander
fuad	NN	fuad
shukar	NN	shukar
in	IN	in
Lebanon	NP	Lebanon
um	NNS	um
perhaps	RB	perhaps
you	PP	you
can	MD	can
give	VV	give
us	PP	us
an	DT	an
assessment	NN	assessment
of	IN	of
at	IN	at
this	DT	this
stage	NN	stage
what	WP	what
seems	VVZ	seem
like	IN	like
the	DT	the
most	RBS	most
likely	JJ	likely
response	NN	response
we	PP	we
could	MD	could
see	VV	see
from	IN	from
Hezbollah	NP	Hezbollah
well	RB	well
to	TO	to
understand	VV	understand
the	DT	the
overall	JJ	overall
situation	NN	situation
we	PP	we
have	VHP	have
to	TO	to
see	VV	see
this	DT	this
from	IN	from
hb's	JJ	hb's
perspective	NN	perspective
this	DT	this
attack	NN	attack
on	IN	on
beut	NN	beut
suburbs	NNS	suburb
early	RB	early
this	DT	this
week	NN	week
is	VBZ	be
according	VVG	accord
to	TO	to
hasah	NN	hasah
an	DT	an
Israeli	JJ	Israeli
offensive	NN	offensive
on	IN	on
Lebanon	NP	Lebanon
and	CC	and
not	RB	not
a	DT	a
retaliation	NN	retaliation
whatsoever	RB	whatsoever
since	IN	since
hasah	NN	hasah
is	VBZ	be
denying	VVG	deny
any	DT	any
responsibility	NN	responsibility
for	IN	for
last	JJ	last
week's	NNS	week's
attack	NN	attack
on	IN	on
M	NP	M
Shams	NP	Shams
in	IN	in
the	DT	the
occupied	JJ	occupied
Kanan	NP	Kanan
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
important	JJ	important
detail	NN	detail
because	IN	because
this	DT	this
determines	VVZ	determine
the	DT	the
nature	NN	nature
of	IN	of
hb's	NN	hb's
response	NN	response
on	IN	on
the	DT	the
attack	NN	attack
on	IN	on
its	PP$	its
stronghold	NN	stronghold
in	IN	in
Beirut	NP	Beirut
hasbullah	NP	hasbullah
um	NN	um
has	VHZ	have
been	VBN	be
clearly	RB	clearly
saying	VVG	say
uh	UH	uh
that	IN/that	that
the	DT	the
retaliation	NN	retaliation
is	VBZ	be
inevitable	JJ	inevitable
uh	UH	uh
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
that	WDT	that
this	DT	this
is	VBZ	be
an	DT	an
offensive	NN	offensive
on	IN	on
Lebanon	NP	Lebanon
that	IN/that	that
this	DT	this
was	VBD	be
carried	VVN	carry
out	RP	out
in	IN	in
a	DT	a
in	IN	in
a	DT	a
civilian	JJ	civilian
residential	JJ	residential
complex	NN	complex
it	PP	it
caused	VVD	cause
the	DT	the
death	NN	death
of	IN	of
uh	UH	uh
innocent	JJ	innocent
civilians	NNS	civilian
and	CC	and
it	PP	it
targeted	VVD	target
a	DT	a
senior	JJ	senior
hasah	NN	hasah
military	JJ	military
uh	UH	uh
figure	NN	figure
and	CC	and
therefore	RB	therefore
we	PP	we
have	VHP	have
to	TO	to
carefully	RB	carefully
read	VV	read
into	IN	into
Nala's	NP	Nala's
speech	NN	speech
in	IN	in
in	IN	in
that	DT	that
sense	NN	sense
especially	RB	especially
in	IN	in
the	DT	the
event	NN	event
of	IN	of
the	DT	the
killing	VVG	kill
of	IN	of
is	VBZ	be
in	IN	in
tanah	NN	tanah
said	VVD	say
that	IN/that	that
the	DT	the
region	NN	region
entered	VVD	enter
a	DT	a
new	JJ	new
phase	NN	phase
of	IN	of
escalation	NN	escalation
and	CC	and
I	PP	I
would	MD	would
say	VV	say
that	IN/that	that
this	DT	this
indicates	VVZ	indicate
that	IN/that	that
we	PP	we
are	VBP	be
far	RB	far
beyond	IN	beyond
just	RB	just
a	DT	a
supporting	VVG	support
front	NN	front
but	CC	but
less	JJR	less
than	IN	than
an	DT	an
allout	JJ	allout
War	NN	war
but	CC	but
in	IN	in
such	JJ	such
moment	NN	moment
of	IN	of
high	JJ	high
tension	NN	tension
it	PP	it
would	MD	would
be	VB	be
really	RB	really
ridiculous	JJ	ridiculous
to	TO	to
rule	VV	rule
out	RP	out
an	DT	an
allout	JJ	allout
War	NN	war
so	IN	so
what	WP	what
kind	NN	kind
of	IN	of
diplomatic	JJ	diplomatic
efforts	NNS	effort
have	VHP	have
we	PP	we
seen	VVN	see
to	TO	to
try	VV	try
to	TO	to
prevent	VV	prevent
this	DT	this
from	IN	from
becoming	VVG	become
a	DT	a
much	RB	much
wider	JJR	wide
War	NN	war
in	IN	in
the	DT	the
region	NN	region
well	RB	well
you	PP	you
know	VVP	know
we've	NN	we've
been	VBN	be
following	VVG	follow
on	IN	on
on	IN	on
the	DT	the
very	RB	very
active	JJ	active
and	CC	and
intense	JJ	intense
political	JJ	political
and	CC	and
diplomatic	JJ	diplomatic
efforts	NNS	effort
to	TO	to
deescalate	VV	deescalate
the	DT	the
situation	NN	situation
to	TO	to
pressure	VV	pressure
hasah	NN	hasah
to	TO	to
exercise	VV	exercise
restrain	VV	restrain
and	CC	and
avoid	VV	avoid
a	DT	a
big	JJ	big
uh	UH	uh
retaliation	NN	retaliation
but	CC	but
really	RB	really
this	DT	this
sounds	VVZ	sound
far-fetched	JJ	far-fetched
the	DT	the
heavily	RB	heavily
armed	JJ	armed
group	NN	group
have	VHP	have
rejected	VVN	reject
all	DT	all
calls	NNS	call
and	CC	and
actively	RB	actively
been	VBN	be
rejecting	VVG	reject
all	DT	all
calls	NNS	call
to	TO	to
reach	VV	reach
a	DT	a
a	DT	a
deal	NN	deal
that	WDT	that
would	MD	would
stop	VV	stop
the	DT	the
confrontation	NN	confrontation
with	IN	with
Israel	NP	Israel
based	VVN	base
on	IN	on
the	DT	the
UN	NP	UN
resolution	NN	resolution
1701	CD	@card@
which	WDT	which
stopped	VVD	stop
the	DT	the
war	NN	war
between	IN	between
Lebanon	NP	Lebanon
and	CC	and
Israel	NP	Israel
in	IN	in
2006	CD	@card@
uh	UH	uh
2006	CD	@card@
hasah	NNS	hasah
have	VHP	have
been	VBN	be
constantly	RB	constantly
clear	JJ	clear
about	RB	about
that	IN/that	that
it	PP	it
um	RB	um
would	MD	would
only	RB	only
uh	UH	uh
be	VB	be
interested	JJ	interested
in	IN	in
in	IN	in
um	NNS	um
stopping	VVG	stop
the	DT	the
fire	NN	fire
and	CC	and
settling	VVG	settle
for	IN	for
negotiations	NNS	negotiation
um	NNS	um
once	IN	once
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
um	RB	um
enacted	VVN	enact
well	RB	well
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
as	IN	as
always	RB	always
that	WDT	that
is	VBZ	be
DW's	NP	DW's
Beirut	NP	Beirut
bureau	NN	bureau
chief	JJ	chief
Muhammad	NP	Muhammad
Isa	NP	Isa
well	RB	well
Germany	NP	Germany
says	VVZ	say
it	PP	it
is	VBZ	be
also	RB	also
planning	VVG	plan
for	IN	for
a	DT	a
possible	JJ	possible
escalation	NN	escalation
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
Berlin	NP	Berlin
is	VBZ	be
among	IN	among
Israel's	NP	Israel's
stest	NN	stest
allies	NNS	ally
and	CC	and
the	DT	the
government	NN	government
has	VHZ	have
repeatedly	RB	repeatedly
stated	VVN	state
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
a	DT	a
right	NN	right
to	TO	to
self-defense	NN	self-defense
defense	NN	defense
minister	NN	minister
Boris	NP	Boris
Pistorius	NP	Pistorius
has	VHZ	have
ruled	VVN	rule
out	RP	out
deploying	VVG	deploy
German	JJ	German
troops	NNS	troop
to	TO	to
the	DT	the
region	NN	region
but	CC	but
he	PP	he
told	VVD	tell
DW	NP	DW
the	DT	the
government	NN	government
is	VBZ	be
watching	VVG	watch
the	DT	the
situation	NN	situation
closely	RB	closely
well	RB	well
we	PP	we
are	VBP	be
assessing	VVG	assess
the	DT	the
the	DT	the
the	DT	the
situation	NN	situation
every	DT	every
day	NN	day
or	CC	or
every	DT	every
half	JJ	half
day	NN	day
with	IN	with
together	RB	together
with	IN	with
the	DT	the
foreign	JJ	foreign
Ministry	NP	Ministry
and	CC	and
the	DT	the
chancellory	NN	chancellory
and	CC	and
we	PP	we
are	VBP	be
preparing	VVG	prepare
for	IN	for
what	WP	what
might	NN	might
coming	VVG	come
coming	VVG	come
ahead	RB	ahead
like	IN	like
evacuation	NN	evacuation
or	CC	or
whatever	WDT	whatever
else	RB	else
but	RB	but
at	IN	at
the	DT	the
moment	NN	moment
we	PP	we
are	VBP	be
only	RB	only
in	IN	in
the	DT	the
in	IN	in
the	DT	the
phase	NN	phase
of	IN	of
preparations	NNS	preparation
not	RB	not
in	IN	in
acting	VVG	act
</doc>	NN	</doc>
