<video_id>iqYrBfL8EVc</video_id>	JJ	<video_id>iqYrBfL8EVc</video_id>
of	IN	of
the	DT	the
strip	NN	strip
you	PP	you
can	MD	can
see	VV	see
aerial	JJ	aerial
bombardments	NNS	bombardment
and	CC	and
you	PP	you
can	MD	can
hear	VV	hear
outgoing	JJ	outgoing
arti	NN	arti
arery	NN	arery
from	IN	from
the	DT	the
Israelis	NPS	Israelis
into	IN	into
the	DT	the
strep	NN	strep
you	PP	you
can	MD	can
sometimes	RB	sometimes
see	VV	see
tanks	NNS	tank
and	CC	and
even	RB	even
hear	VV	hear
combat	NN	combat
fighting	VVG	fight
on	IN	on
the	DT	the
ground	NN	ground
but	CC	but
it's	NNS	it's
frustrating	VVG	frustrate
for	IN	for
so	RB	so
many	JJ	many
journalists	NNS	journalist
here	RB	here
and	CC	and
and	CC	and
brings	VVZ	bring
about	IN	about
a	DT	a
bit	NN	bit
of	IN	of
professional	JJ	professional
shame	NN	shame
that	IN/that	that
they're	NN	they're
not	RB	not
able	JJ	able
to	TO	to
get	VV	get
inside	IN	inside
the	DT	the
strip	NN	strip
and	CC	and
tell	VV	tell
people	NNS	people
stories	NNS	story
or	CC	or
bear	NN	bear
witness	NN	witness
to	TO	to
what's	NNS	what's
happening	VVG	happen
with	IN	with
their	PP$	their
own	JJ	own
eyes	NNS	eye
I'm	NP	I'm
covering	VVG	cover
this	DT	this
conflict	NN	conflict
30	CD	@card@
years	NNS	year
or	CC	or
something	NN	something
uh	UH	uh
so	RB	so
I	PP	I
think	VVP	think
that	IN/that	that
this	DT	this
is	VBZ	be
the	DT	the
worst	JJS	bad
war	NN	war
ever	RB	ever
that	IN/that	that
I	PP	I
am	VBP	be
covering	VVG	cover
now	RB	now
uh	UH	uh
it's	JJ	it's
uh	UH	uh
yeah	RB	yeah
it's	NNS	it's
not	RB	not
uh	UH	uh
so	RB	so
good	JJ	good
to	TO	to
me	PP	me
as	IN	as
a	DT	a
reporter	NN	reporter
to	TO	to
uh	UH	uh
be	VB	be
in	IN	in
the	DT	the
border	NN	border
line	VV	line
uh	UH	uh
to	TO	to
cover	VV	cover
this	DT	this
conflict	NN	conflict
it's	NNS	it's
very	RB	very
difficult	JJ	difficult
now	RB	now
to	TO	to
uh	UH	uh
to	TO	to
get	VV	get
real	JJ	real
information	NN	information
from	IN	from
Gaza	NP	Gaza
and	CC	and
from	IN	from
the	DT	the
other	JJ	other
side	NN	side
as	IN	as
well	NN	well
it's	NNS	it's
a	DT	a
war	NN	war
it's	NNS	it's
a	DT	a
war	NN	war
also	RB	also
in	IN	in
the	DT	the
media	NNS	medium
and	CC	and
We	PP	we
Know	VVP	know
It	PP	it
the	DT	the
weight	NN	weight
of	IN	of
getting	VVG	get
accurate	JJ	accurate
information	NN	information
out	RP	out
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
lies	VVZ	lie
heavily	RB	heavily
on	IN	on
the	DT	the
shoulders	NNS	shoulder
of	IN	of
those	DT	those
few	JJ	few
journalists	NNS	journalist
many	JJ	many
of	IN	of
them	PP	them
gazin	NN	gazin
who	WP	who
were	VBD	be
inside	RB	inside
already	RB	already
working	VVG	work
inside	IN	inside
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
on	IN	on
October	NP	October
7th	JJ	7th
many	JJ	many
of	IN	of
them	PP	them
have	VHP	have
now	RB	now
sadly	RB	sadly
died	VVN	die
in	IN	in
this	DT	this
conflict	NN	conflict
and	CC	and
those	DT	those
that	WDT	that
remain	VVP	remain
are	VBP	be
dealing	VVG	deal
not	RB	not
only	RB	only
with	IN	with
the	DT	the
deteriorating	VVG	deteriorate
humanitarian	JJ	humanitarian
conditions	NNS	condition
and	CC	and
fear	VVP	fear
of	IN	of
bombardment	NN	bombardment
but	CC	but
also	RB	also
of	IN	of
unspeakable	JJ	unspeakable
losses	NNS	loss
themselves	PP	themselves
that's	NP	that's
Rebecca	NP	Rebecca
RS	NP	RS
in	IN	in
southern	JJ	southern
Israel	NP	Israel
Christopher	NP	Christopher
rash	NN	rash
is	VBZ	be
from	IN	from
reporters	NNS	reporter
Without	IN	without
Borders	NP	Borders
so	RB	so
welcome	VVP	welcome
to	TO	to
DW	VV	DW
How	WRB	how
concerned	JJ	concerned
are	VBP	be
you	PP	you
that	IN/that	that
foreign	JJ	foreign
journalists	NNS	journalist
can't	NN	can't
get	VVP	get
into	IN	into
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
yes	NN	yes
IO	NP	Io
from	IN	from
my	PP$	my
side	NN	side
as	IN	as
well	RB	well
and	CC	and
of	IN	of
course	NN	course
we	PP	we
are	VBP	be
very	RB	very
much	RB	much
concerned	VVN	concern
I	PP	I
mean	VVP	mean
since	IN	since
the	DT	the
blockade	NN	blockade
Israel	NP	Israel
imposed	VVD	impose
16	CD	@card@
years	NNS	year
ago	RB	ago
the	DT	the
journalist	NN	journalist
cannot	MD	can
enter	VV	enter
the	DT	the
territory	NN	territory
without	IN	without
author	NN	author
authorization	NN	authorization
uh	UH	uh
and	CC	and
now	RB	now
Israeli	JJ	Israeli
authorities	NNS	authority
don't	NN	don't
allow	VVP	allow
journalists	NNS	journalist
to	TO	to
enter	VV	enter
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
at	IN	at
all	PDT	all
the	DT	the
only	JJ	only
possibility	NN	possibility
would	MD	would
be	VB	be
through	IN	through
the	DT	the
Rafa	NP	Rafa
CR	NN	CR
Crossing	VVG	cross
in	IN	in
the	DT	the
South	NP	South
but	CC	but
this	DT	this
is	VBZ	be
closed	JJ	closed
um	NN	um
on	IN	on
a	DT	a
on	IN	on
a	DT	a
general	JJ	general
level	NN	level
I	PP	I
mean	VVP	mean
the	DT	the
work	NN	work
of	IN	of
journalists	NNS	journalist
is	VBZ	be
essential	JJ	essential
during	IN	during
times	NNS	time
of	IN	of
armed	JJ	armed
conflicts	NNS	conflict
like	IN	like
these	DT	these
we	PP	we
just	RB	just
heard	VVD	hear
from	IN	from
the	DT	the
colleagues	NNS	colleague
how	WRB	how
dangerous	JJ	dangerous
it	PP	it
is	VBZ	be
and	CC	and
how	WRB	how
sad	JJ	sad
they	PP	they
are	VBP	be
that	IN/that	that
they	PP	they
can't	VVD	can't
inide	NN	inide
to	TO	to
report	VV	report
um	JJ	um
timely	JJ	timely
reporting	NN	reporting
helps	VVZ	help
ensure	VV	ensure
the	DT	the
respect	NN	respect
for	IN	for
international	JJ	international
human	JJ	human
rights	NNS	right
and	CC	and
humanitarian	JJ	humanitarian
law	NN	law
and	CC	and
prevent	VV	prevent
further	JJR	further
violations	NNS	violation
and	CC	and
also	RB	also
it	PP	it
can	MD	can
be	VB	be
essential	JJ	essential
and	CC	and
life-saving	JJ	life-saving
in	IN	in
times	NNS	time
of	IN	of
conflicts	NNS	conflict
so	RB	so
so	RB	so
we	PP	we
need	VVP	need
independent	JJ	independent
reporting	NN	reporting
from	IN	from
inside	IN	inside
the	DT	the
strip	NN	strip
but	CC	but
we	PP	we
need	VVP	need
also	RB	also
much	RB	much
more	JJR	more
protection	NN	protection
and	CC	and
and	CC	and
this	DT	this
is	VBZ	be
just	RB	just
so	RB	so
difficult	JJ	difficult
right	RB	right
now	RB	now
okay	JJ	okay
so	IN	so
we've	NN	we've
heard	VVN	hear
and	CC	and
you've	NN	you've
reiterated	VVD	reiterate
that	IN/that	that
war	NN	war
is	VBZ	be
a	DT	a
dangerous	JJ	dangerous
business	NN	business
doesn't	NP	doesn't
Israel	NP	Israel
have	VHP	have
a	DT	a
duty	NN	duty
of	IN	of
care	NN	care
to	TO	to
keep	VV	keep
non-combatants	NNS	non-combatant
like	IN	like
journalists	NNS	journalist
out	IN	out
of	IN	of
Harm's	NP	Harm's
Way	NP	Way
yes	NN	yes
of	IN	of
course	NN	course
in	IN	in
rsf	NN	rsf
in	IN	in
our	PP$	our
point	NN	point
of	IN	of
view	NN	view
and	CC	and
from	IN	from
our	PP$	our
perspective	NN	perspective
um	NNS	um
they	PP	they
have	VH	have
Israel	NP	Israel
has	VHZ	have
the	DT	the
responsibilities	NNS	responsibility
uh	UH	uh
to	TO	to
protect	VV	protect
much	RB	much
more	JJR	more
and	CC	and
and	CC	and
this	DT	this
is	VBZ	be
why	WRB	why
we	PP	we
um	RB	um
just	RB	just
filed	VVN	file
a	DT	a
complaint	NN	complaint
two	CD	two
days	NNS	day
ago	RB	ago
before	IN	before
the	DT	the
international	JJ	international
criminal	JJ	criminal
court	NN	court
U	NP	U
detailing	VVG	detail
possible	JJ	possible
I	PP	I
I	PP	I
repeat	VVP	repeat
possible	JJ	possible
um	JJ	um
war	NN	war
crimes	NNS	crime
um	JJ	um
while	IN	while
targeting	VVG	target
civilian	JJ	civilian
areas	NNS	area
and	CC	and
with	IN	with
these	DT	these
targeting	VVG	target
also	RB	also
targeting	VVG	target
and	CC	and
uh	UH	uh
eventually	RB	eventually
killing	VVG	kill
um	JJ	um
Palestinian	JJ	Palestinian
journalists	NNS	journalist
um	NNS	um
I	PP	I
understand	VVP	understand
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
government	NN	government
says	VVZ	say
um	NNS	um
are	VBP	be
on	IN	on
the	DT	the
point	NN	point
that	IN/that	that
the	DT	the
Hamas	NP	Hamas
Liberty	NP	Liberty
hides	VVZ	hide
their	PP$	their
their	PP$	their
positions	NNS	position
in	IN	in
civilian	JJ	civilian
areas	NNS	area
but	CC	but
uh	UH	uh
still	RB	still
there	EX	there
is	VBZ	be
a	DT	a
responsibility	NN	responsibility
to	TO	to
take	VV	take
as	IN	as
much	JJ	much
protection	NN	protection
and	CC	and
Care	NN	Care
um	NNS	um
as	RB	as
as	IN	as
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
can	MD	can
right	VV	right
I'm	NP	I'm
slightly	RB	slightly
confused	VVD	confuse
by	IN	by
your	PP$	your
answer	NN	answer
because	IN	because
on	IN	on
the	DT	the
one	CD	one
hand	NN	hand
you	PP	you
say	VVP	say
that	IN/that	that
you	PP	you
want	VVP	want
to	TO	to
get	VV	get
into	IN	into
what	WP	what
is	VBZ	be
clearly	RB	clearly
a	DT	a
war	NN	war
zone	VV	zone
uh	UH	uh
and	CC	and
that	DT	that
uh	UH	uh
uh	UH	uh
Israel	NP	Israel
is	VBZ	be
impeding	VVG	impede
that	IN/that	that
so	RB	so
you	PP	you
want	VVP	want
to	TO	to
get	VV	get
in	RP	in
and	CC	and
you	PP	you
want	VVP	want
them	PP	them
to	TO	to
protect	VV	protect
you	PP	you
while	IN	while
acknowledging	VVG	acknowledge
that	IN/that	that
they	PP	they
have	VHP	have
a	DT	a
duty	NN	duty
to	TO	to
keep	VV	keep
you	PP	you
out	RP	out
of	IN	of
Harm's	NP	Harm's
Way	NP	Way
well	RB	well
again	RB	again
I	PP	I
would	MD	would
imagine	VV	imagine
Israel	NP	Israel
would	MD	would
argue	VV	argue
the	DT	the
safest	JJS	safe
place	NN	place
for	IN	for
you	PP	you
is	VBZ	be
not	RB	not
to	TO	to
be	VB	be
inside	IN	inside
a	DT	a
war	NN	war
zone	NN	zone
sure	RB	sure
and	CC	and
I	PP	I
understand	VVP	understand
the	DT	the
confusion	NN	confusion
you	PP	you
see	VVP	see
me	PP	me
slightly	RB	slightly
smiling	VVG	smile
but	CC	but
that	WDT	that
that's	NNS	that's
the	DT	the
way	NN	way
of	IN	of
uh	UH	uh
conflict	NN	conflict
reporting	VVG	report
you	PP	you
know	VVP	know
I	PP	I
mean	VVP	mean
I	PP	I
trust	VV	trust
the	DT	the
season	NN	season
colleagues	NNS	colleague
that	WDT	that
are	VBP	be
in	IN	in
Israel	NP	Israel
right	RB	right
now	RB	now
and	CC	and
um	RB	um
I	PP	I
mean	VVP	mean
the	DT	the
French	JJ	French
colleagues	NNS	colleague
signed	VVD	sign
a	DT	a
petition	NN	petition
I	PP	I
think	VVP	think
by	IN	by
150	CD	@card@
people	NNS	people
signed	VVD	sign
it	PP	it
to	TO	to
go	VV	go
inside	IN	inside
I	PP	I
think	VVP	think
they	PP	they
they	PP	they
can	MD	can
trust	VV	trust
we	PP	we
we	PP	we
can	MD	can
trust	VV	trust
them	PP	them
to	TO	to
take	VV	take
the	DT	the
risk	NN	risk
and	CC	and
we	PP	we
need	VVP	need
this	DT	this
reporting	NN	reporting
we	PP	we
need	VVP	need
the	DT	the
reporting	NN	reporting
to	TO	to
be	VB	be
as	RB	as
safe	JJ	safe
and	CC	and
secure	JJ	secure
as	RB	as
can	MD	can
be	VB	be
but	CC	but
we	PP	we
need	VVP	need
the	DT	the
reporting	NN	reporting
because	IN	because
otherwise	RB	otherwise
Gaza	NP	Gaza
will	MD	will
turn	VV	turn
to	TO	to
an	DT	an
informational	JJ	informational
black	JJ	black
hole	NN	hole
and	CC	and
we	PP	we
we	PP	we
we	PP	we
can't	VVD	can't
want	VV	want
that	IN/that	that
I	PP	I
understand	VVP	understand
that	IN/that	that
the	DT	the
war	NN	war
in	RB	in
is	VBZ	be
shaping	VVG	shape
up	RP	up
to	TO	to
be	VB	be
the	DT	the
deadliest	JJS	deadly
single	JJ	single
event	NN	event
for	IN	for
journalists	NNS	journalist
for	IN	for
decades	NNS	decade
how	WRB	how
many	JJ	many
journalists	NNS	journalist
have	VHP	have
been	VBN	be
killed	VVN	kill
I	PP	I
mean	VVP	mean
obviously	RB	obviously
the	DT	the
numbers	NNS	number
are	VBP	be
hard	JJ	hard
to	TO	to
really	RB	really
Point	NP	Point
down	NN	down
but	CC	but
um	JJ	um
and	CC	and
there	EX	there
are	VBP	be
I	PP	I
mean	JJ	mean
rsf	NN	rsf
is	VBZ	be
not	RB	not
the	DT	the
only	RB	only
um	JJ	um
International	NP	International
pressre	NN	pressre
oranization	NN	oranization
watching	VVG	watch
in	IN	in
the	DT	the
conflict	NN	conflict
I	PP	I
mean	VVP	mean
all	PDT	all
all	DT	all
are	VBP	be
our	PP$	our
numbers	NNS	number
are	VBP	be
at	IN	at
34	CD	@card@
killed	VVD	kill
right	RB	right
now	RB	now
um	JJ	um
and	CC	and
this	DT	this
would	MD	would
be	VB	be
I	PP	I
mean	VVP	mean
Wars	NNS	war
are	VBP	be
especially	RB	especially
deadly	JJ	deadly
when	WRB	when
the	DT	the
when	WRB	when
they	PP	they
begin	VVP	begin
but	CC	but
the	DT	the
first	JJ	first
two	CD	two
three	CD	three
weeks	NNS	week
of	IN	of
this	DT	this
war	NN	war
is	VBZ	be
the	DT	the
deadliest	JJS	deadly
of	IN	of
any	DT	any
armed	JJ	armed
conflict	NN	conflict
in	IN	in
the	DT	the
world	NN	world
for	IN	for
media	NNS	medium
Professionals	NNS	professional
in	IN	in
this	DT	this
in	IN	in
this	DT	this
Century	NP	Century
uh	UH	uh
we	PP	we
have	VHP	have
12	CD	@card@
people	NNS	people
12	CD	@card@
journalists	NNS	journalist
confirmed	VVN	confirm
to	TO	to
be	VB	be
killed	VVN	kill
in	IN	in
connection	NN	connection
to	TO	to
their	PP$	their
work	NN	work
there	EX	there
is	VBZ	be
one	CD	one
in	IN	in
Lebanon	NP	Lebanon
one	CD	one
in	IN	in
Israel	NP	Israel
and	NP	and
and	CC	and
10	CD	@card@
in	IN	in
Gaza	NP	Gaza
and	CC	and
until	IN	until
now	RB	now
we	PP	we
have	VHP	have
34	CD	@card@
in	IN	in
total	JJ	total
but	CC	but
we	PP	we
need	VVP	need
to	TO	to
determine	VV	determine
whether	IN	whether
they	PP	they
are	VBP	be
have	VHP	have
been	VBN	be
killed	VVN	kill
in	IN	in
connection	NN	connection
or	CC	or
because	IN	because
of	IN	of
their	PP$	their
were	VBD	be
given	VVN	give
right	NN	right
and	CC	and
I'd	NNS	I'd
like	VVP	like
to	TO	to
focus	VV	focus
on	IN	on
one	CD	one
in	IN	in
particular	JJ	particular
um	NNS	um
this	DT	this
is	VBZ	be
Roy's	NP	Roy's
journalist	NN	journalist
Isam	NP	Isam
abdalah	NP	abdalah
he	PP	he
died	VVD	die
in	IN	in
air	NN	air
strikes	NNS	strike
in	IN	in
southern	JJ	southern
Lebanon	NP	Lebanon
that	IN/that	that
also	RB	also
wounded	VVN	wound
other	JJ	other
journalists	NNS	journalist
and	CC	and
reporters	NNS	reporter
Without	IN	without
Borders	NP	Borders
I	PP	I
understand	VVP	understand
believes	VVZ	believe
that	IN/that	that
these	DT	these
journalists	NNS	journalist
were	VBD	be
deliberately	RB	deliberately
targeted	VVN	target
yeah	RB	yeah
we	PP	we
believe	VVP	believe
that	IN/that	that
they	PP	they
have	VHP	have
been	VBN	be
deliberately	RB	deliberately
targeted	VVN	target
we	PP	we
have	VHP	have
investigated	VVN	investigate
this	DT	this
incident	NN	incident
uh	UH	uh
it	PP	it
was	VBD	be
on	IN	on
Friday	NP	Friday
October	NP	October
13th	JJ	13th
around	IN	around
6	CD	@card@
p.m	NN	p.m
6	CD	@card@
in	IN	in
the	DT	the
evening	NN	evening
and	CC	and
um	NN	um
from	IN	from
what	WP	what
we	PP	we
know	VVP	know
from	IN	from
what	WP	what
we	PP	we
see	VVP	see
there	EX	there
was	VBD	be
um	RB	um
a	DT	a
team	NN	team
of	IN	of
journalists	NNS	journalist
actually	RB	actually
there	EX	there
were	VBD	be
two	CD	two
groups	NNS	group
of	IN	of
people	NNS	people
one	CD	one
team	NN	team
of	IN	of
journalists	NNS	journalist
consisting	VVG	consist
of	IN	of
seven	CD	seven
people	NNS	people
is	VBZ	be
abdalah	NN	abdalah
being	VBG	be
one	CD	one
of	IN	of
them	PP	them
and	CC	and
they	PP	they
were	VBD	be
clearly	RB	clearly
visible	JJ	visible
on	IN	on
a	DT	a
on	IN	on
an	DT	an
kind	NN	kind
of	IN	of
ele	NN	ele
elevated	JJ	elevated
area	NN	area
they	PP	they
had	VHD	have
press	NN	press
signs	NNS	sign
on	IN	on
them	PP	them
they	PP	they
had	VHD	have
a	DT	a
vehicle	NN	vehicle
a	DT	a
car	NN	car
with	IN	with
a	DT	a
big	JJ	big
press	NN	press
sign	NN	sign
on	IN	on
it	PP	it
they	PP	they
were	VBD	be
in	IN	in
the	DT	the
area	NN	area
for	IN	for
like	IN	like
an	DT	an
hour	NN	hour
and	CC	and
there	EX	there
was	VBD	be
according	VVG	accord
to	TO	to
our	PP$	our
research	NN	research
an	DT	an
Apache	NP	Apache
military	JJ	military
helicopter	NN	helicopter
by	IN	by
the	DT	the
Israeli	JJ	Israeli
Army	NN	army
hovering	VVG	hover
around	RB	around
and	CC	and
probably	RB	probably
monitoring	VVG	monitor
and	CC	and
still	RB	still
they	PP	they
have	VHP	have
been	VBN	be
targeted	VVN	target
uh	UH	uh
the	DT	the
Liber	NP	Liber
as	IN	as
we	PP	we
think	VVP	think
because	IN	because
they	PP	they
have	VHP	have
been	VBN	be
targeted	VVN	target
twice	RB	twice
367	CD	@card@
seconds	NNS	second
in	IN	in
between	IN	between
and	CC	and
um	NNS	um
I	PP	I
mean	VVP	mean
of	IN	of
course	NN	course
we	PP	we
have	VHP	have
to	TO	to
be	VB	be
very	RB	very
much	RB	much
careful	JJ	careful
with	IN	with
accusations	NNS	accusation
but	CC	but
from	IN	from
the	DT	the
the	DT	the
the	DT	the
the	DT	the
pieces	NNS	piece
of	IN	of
information	NN	information
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
gather	VV	gather
this	DT	this
looks	NNS	look
like	VVP	like
it	PP	it
a	DT	a
bread	NN	bread
strike	NN	strike
and	CC	and
what	WP	what
has	VHZ	have
Israel	NP	Israel
said	VVD	say
about	IN	about
your	PP$	your
accusation	NN	accusation
can	MD	can
you	PP	you
repeat	VV	repeat
that	IN/that	that
sorry	RB	sorry
there	EX	there
was	VBD	be
a	DT	a
in	IN	in
the	DT	the
line	NN	line
what	WP	what
has	VHZ	have
Israel	NP	Israel
said	VVD	say
about	IN	about
your	PP$	your
ACC	NP	ACC
yes	NN	yes
I	PP	I
can	MD	can
hear	VV	hear
you	PP	you
now	RB	now
sorry	JJ	sorry
I'll	NP	I'll
say	VVP	say
it	PP	it
again	RB	again
what	WP	what
has	VHZ	have
Israel	NP	Israel
said	VVD	say
about	IN	about
your	PP$	your
accusation	NN	accusation
yeah	RB	yeah
we	PP	we
have	VHP	have
yet	RB	yet
to	TO	to
hear	VV	hear
an	DT	an
official	JJ	official
reply	NN	reply
but	CC	but
immediately	RB	immediately
after	IN	after
the	DT	the
strike	NN	strike
they	PP	they
declared	VVD	declare
that	IN/that	that
they	PP	they
were	VBD	be
story	NN	story
and	CC	and
they	PP	they
were	VBD	be
looking	VVG	look
into	IN	into
it	PP	it
and	CC	and
we	PP	we
hope	VVP	hope
this	DT	this
investigation	NN	investigation
continues	VVZ	continue
so	RB	so
if	IN	if
true	JJ	true
would	MD	would
this	RB	this
do	VV	do
do	VVP	do
you	PP	you
believe	VVP	believe
this	DT	this
would	MD	would
constit	RB	constit
constitute	VV	constitute
a	DT	a
specific	JJ	specific
crime	NN	crime
if	IN	if
true	JJ	true
this	NN	this
would	MD	would
be	VB	be
a	DT	a
war	NN	war
crime	NN	crime
which	WDT	which
would	MD	would
have	VH	have
to	TO	to
be	VB	be
uh	UH	uh
determined	VVD	determine
I	PP	I
suppose	VVP	suppose
by	IN	by
the	DT	the
uh	UH	uh
the	DT	the
ICC	NP	ICC
um	NN	um
we	PP	we
thank	VVP	thank
you	PP	you
for	IN	for
joining	VVG	join
us	PP	us
and	CC	and
outlining	VVG	outline
that	IN/that	that
so	RB	so
clearly	RB	clearly
Christopher	NP	Christopher
rash	NN	rash
media	NNS	medium
relations	NNS	relation
officer	NN	officer
for	IN	for
reporters	NNS	reporter
Without	IN	without
Borders	NP	Borders
Germany	NP	Germany
thank	VVP	thank
you	PP	you
thank	VVP	thank
</doc>	NN	</doc>
