seated	VVN	seat
has	VHZ	have
now	RB	now
sought	VVN	seek
to	TO	to
invoke	VV	invoke
this	DT	this
term	NN	term
in	IN	in
the	DT	the
context	NN	context
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
conduct	NN	conduct
in	IN	in
a	DT	a
war	NN	war
it	PP	it
did	VVD	do
not	RB	not
start	VV	start
and	CC	and
did	VVD	do
not	RB	not
want	VV	want
a	DT	a
war	NN	war
in	IN	in
which	WDT	which
Israel	NP	Israel
is	VBZ	be
defending	VVG	defend
itself	PP	itself
against	IN	against
Hamas	NP	Hamas
Palestinian	NP	Palestinian
Islamic	NP	Islamic
Jihad	NP	Jihad
and	CC	and
other	JJ	other
terrorist	JJ	terrorist
organizations	NNS	organization
whose	WP$	whose
brutality	NN	brutality
knows	VVZ	know
no	DT	no
bounds	VVZ	bound
the	DT	the
civilian	JJ	civilian
suffering	NN	suffering
in	IN	in
this	DT	this
war	NN	war
like	IN	like
in	IN	in
all	DT	all
wars	NNS	war
is	VBZ	be
tragic	JJ	tragic
it	PP	it
it	PP	it
is	VBZ	be
heartbreaking	JJ	heartbreaking
the	DT	the
harsh	JJ	harsh
realities	NNS	reality
of	IN	of
the	DT	the
current	JJ	current
hostilities	NNS	hostility
are	VBP	be
made	VVN	make
especially	RB	especially
agonizing	VVG	agonize
for	IN	for
civilians	NNS	civilian
given	VVN	give
hamas	NN	hamas
'	POS	'
s	JJ	s
reprehensible	JJ	reprehensible
strategy	NN	strategy
of	IN	of
seeking	VVG	seek
to	TO	to
maximize	VV	maximize
civilian	JJ	civilian
harm	NN	harm
to	TO	to
both	DT	both
Israelis	NPS	Israelis
and	CC	and
Palestinians	NPS	Palestinians
even	RB	even
as	IN	as
Israel	NP	Israel
seeks	VVZ	seek
to	TO	to
minimize	VV	minimize
it	PP	it
but	CC	but
as	IN	as
this	DT	this
court	NN	court
has	VHZ	have
already	RB	already
made	VVN	make
clear	JJ	clear
the	DT	the
genocide	NN	genocide
convention	NN	convention
was	VBD	be
not	RB	not
designed	VVN	design
to	TO	to
address	VV	address
the	DT	the
brutal	JJ	brutal
impact	NN	impact
of	IN	of
intensive	JJ	intensive
hostilities	NNS	hostility
on	IN	on
the	DT	the
civilian	JJ	civilian
population	NN	population
even	RB	even
when	WRB	when
the	DT	the
use	NN	use
of	IN	of
force	NN	force
raises	NNS	raise
quote	VVP	quote
very	RB	very
serious	JJ	serious
issues	NNS	issue
of	IN	of
international	JJ	international
law	NN	law
and	CC	and
involves	VVZ	involve
enormous	JJ	enormous
suffering	NN	suffering
and	CC	and
continuing	VVG	continue
loss	NN	loss
of	IN	of
life	NN	life
end	NN	end
quote	VVP	quote
the	DT	the
convention	NN	convention
was	VBD	be
set	VVN	set
apart	RB	apart
to	TO	to
address	VV	address
a	DT	a
malevolent	JJ	malevolent
crime	NN	crime
of	IN	of
the	DT	the
most	RBS	most
exceptional	JJ	exceptional
severity	NN	severity
we	PP	we
live	VVP	live
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
words	NNS	word
are	VBP	be
cheap	JJ	cheap
in	IN	in
an	DT	an
age	NN	age
of	IN	of
social	JJ	social
media	NNS	medium
and	CC	and
identity	NN	identity
Politics	NNS	politics
the	DT	the
temptation	NN	temptation
to	TO	to
reach	VV	reach
for	IN	for
the	DT	the
most	RBS	most
outrageous	JJ	outrageous
term	NN	term
to	TO	to
vilify	VV	vilify
and	CC	and
demonize	VVP	demonize
has	VHZ	have
become	VVN	become
for	IN	for
many	JJ	many
irresistible	JJ	irresistible
but	CC	but
if	IN	if
there	EX	there
is	VBZ	be
a	DT	a
place	NN	place
where	WRB	where
words	NNS	word
should	MD	should
still	RB	still
matter	VV	matter
where	WRB	where
truth	NN	truth
should	MD	should
still	RB	still
matter	VV	matter
it	PP	it
is	VBZ	be
surely	RB	surely
a	DT	a
court	NN	court
of	IN	of
law	NN	law
the	DT	the
applicant	NN	applicant
has	VHZ	have
regrettably	RB	regrettably
put	VVN	put
for	IN	for
the	DT	the
court	NN	court
a	DT	a
profoundly	RB	profoundly
distorted	VVN	distort
factual	JJ	factual
and	CC	and
legal	JJ	legal
picture	NN	picture
the	DT	the
entirety	NN	entirety
of	IN	of
its	PP$	its
case	NN	case
hinges	NNS	hinge
on	IN	on
a	DT	a
deliberately	RB	deliberately
curated	VVD	curate
decontextualized	JJ	decontextualized
and	CC	and
manipulative	JJ	manipulative
description	NN	description
of	IN	of
the	DT	the
reality	NN	reality
of	IN	of
current	JJ	current
hostilities	NNS	hostility
South	NP	South
Africa	NP	Africa
purports	VVZ	purport
to	TO	to
come	VV	come
to	TO	to
this	DT	this
court	NN	court
in	IN	in
the	DT	the
lofty	JJ	lofty
position	NN	position
of	IN	of
a	DT	a
guardian	NN	guardian
of	IN	of
the	DT	the
interest	NN	interest
of	IN	of
humanity	NN	humanity
but	CC	but
in	IN	in
delegitimizing	VVG	delegitimizing
Israel	NP	Israel
'	POS	'
s	JJ	s
75e	JJ	75e
existence	NN	existence
in	IN	in
its	PP$	its
opening	NN	opening
presentation	NN	presentation
yesterday	NN	yesterday
that	IN/that	that
broad	JJ	broad
commitment	NN	commitment
to	TO	to
humanity	NN	humanity
rang	VVD	ring
Hollow	NP	Hollow
and	CC	and
in	IN	in
its	PP$	its
sweeping	JJ	sweeping
counterfactual	JJ	counterfactual
description	NN	description
of	IN	of
the	DT	the
Israeli	JJ	Israeli
Palestinian	JJ	Palestinian
conflict	NN	conflict
it	PP	it
seemed	VVD	seem
to	TO	to
erase	VV	erase
both	DT	both
Jewish	JJ	Jewish
history	NN	history
and	CC	and
any	DT	any
Palestinian	JJ	Palestinian
agency	NN	agency
or	CC	or
responsibility	NN	responsibility
indeed	RB	indeed
the	DT	the
delegitimization	NN	delegitimization
of	IN	of
Israel	NP	Israel
since	IN	since
it	PP	it
'	POS	'
s	JJ	s
very	JJ	very
establishment	NN	establishment
in	IN	in
1948	CD	@card@
in	IN	in
the	DT	the
applicant	NN	applicant
submissions	NNS	submission
sounded	VVD	sound
barely	RB	barely
distinguishable	JJ	distinguishable
from	IN	from
hamas	NN	hamas
'	POS	'
s	JJ	s
own	JJ	own
rejectionist	NN	rejectionist
rhetoric	NN	rhetoric
it	PP	it
is	VBZ	be
unsurprising	VVG	unsurprise
therefore	RB	therefore
that	IN/that	that
in	IN	in
the	DT	the
applicant	NN	applicant
'	POS	'
s	NN	S
telling	VVG	tell
both	DT	both
hamas	NN	hamas
'	POS	'
s	JJ	s
responsibility	NN	responsibility
for	IN	for
the	DT	the
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
Very	JJ	Very
Humanity	NN	humanity
of	IN	of
its	PP$	its
Israeli	JJ	Israeli
victims	NNS	victim
are	VBP	be
removed	VVN	remove
from	IN	from
view	NN	view
the	DT	the
attempt	NN	attempt
to	TO	to
weaponize	VV	weaponize
the	DT	the
term	NN	term
genocide	NN	genocide
against	IN	against
Israel	NP	Israel
in	IN	in
the	DT	the
present	JJ	present
context	NN	context
does	VVZ	do
more	RBR	more
than	IN	than
tell	VV	tell
the	DT	the
court	NN	court
a	DT	a
grossly	RB	grossly
distorted	JJ	distorted
story	NN	story
and	CC	and
it	PP	it
does	VVZ	do
more	RBR	more
than	IN	than
empty	VV	empty
the	DT	the
word	NN	word
of	IN	of
its	PP$	its
unique	JJ	unique
force	NN	force
and	CC	and
special	JJ	special
meaning	NN	meaning
it	PP	it
subverts	VVZ	subvert
the	DT	the
object	NN	object
and	CC	and
purpose	NN	purpose
of	IN	of
the	DT	the
convention	NN	convention
itself	PP	itself
with	IN	with
ramifications	NNS	ramification
for	IN	for
all	DT	all
states	NNS	state
seeking	VVG	seek
to	TO	to
defend	VV	defend
themselves	PP	themselves
against	IN	against
those	DT	those
who	WP	who
demonstrate	VVP	demonstrate
total	JJ	total
disdain	NN	disdain
for	IN	for
life	NN	life
and	CC	and
for	IN	for
the	DT	the
law	NN	law
Madame	NN	Madame
President	NP	President
members	NNS	member
of	IN	of
the	DT	the
court	NN	court
on	IN	on
Saturday	NP	Saturday
October	NP	October
7th	JJ	7th
a	DT	a
Jewish	JJ	Jewish
religious	JJ	religious
holiday	NN	holiday
thousands	NNS	thousand
of	IN	of
Kamas	NP	Kamas
and	CC	and
other	JJ	other
militants	NNS	militant
breached	VVD	breach
Israeli	JJ	Israeli
Sovereign	NP	Sovereign
territory	NN	territory
by	IN	by
sea	NN	sea
land	NN	land
and	CC	and
air	NN	air
invading	VVG	invade
over	IN	over
20	CD	@card@
Israeli	JJ	Israeli
communities	NNS	community
bases	NNS	base
and	CC	and
the	DT	the
site	NN	site
of	IN	of
a	DT	a
music	NN	music
festival	NN	festival
what	WP	what
proceeded	VVD	proceed
under	IN	under
the	DT	the
cover	NN	cover
of	IN	of
thousands	NNS	thousand
of	IN	of
rockets	NNS	rocket
fired	VVN	fire
indiscriminately	RB	indiscriminately
into	IN	into
Israel	NP	Israel
was	VBD	be
the	DT	the
wholesale	JJ	wholesale
Massacre	NN	massacre
mutilation	NN	mutilation
rape	NN	rape
and	CC	and
Abduction	NN	abduction
of	IN	of
as	IN	as
many	JJ	many
citizens	NNS	citizen
as	IN	as
the	DT	the
terrorists	NNS	terrorist
could	MD	could
find	VV	find
before	IN	before
Israel	NP	Israel
'	POS	'
s	NN	S
forces	NNS	force
repelled	VVD	repel
them	PP	them
openly	RB	openly
displaying	VVG	display
Elation	NN	elation
they	PP	they
tortured	VVD	torture
children	NNS	child
in	IN	in
front	NN	front
of	IN	of
parents	NNS	parent
and	CC	and
parents	NNS	parent
in	IN	in
front	NN	front
of	IN	of
children	NNS	child
burned	VVD	burn
people	NNS	people
including	VVG	include
infants	NNS	infant
alive	RB	alive
and	CC	and
systematically	RB	systematically
raped	VVN	rape
and	CC	and
mutilated	VVN	mutilate
scor	NN	scor
of	IN	of
women	NNS	woman
men	NNS	man
and	CC	and
children	NNS	child
all	RB	all
told	VVD	tell
some	DT	some
12200	CD	@card@
people	NNS	people
were	VBD	be
butchered	VVN	butcher
that	DT	that
day	NN	day
more	JJR	more
than	IN	than
5	CD	@card@
,	,	,
500	CD	@card@
maimed	VVD	maim
and	CC	and
some	DT	some
240	CD	@card@
hostages	NNS	hostage
abducted	VVD	abduct
including	VVG	include
infants	NNS	infant
entire	JJ	entire
families	NNS	family
persons	NNS	person
with	IN	with
disabilities	NNS	disability
and	CC	and
Holocaust	NN	holocaust
Survivors	NNS	survivor
some	DT	some
of	IN	of
whom	WP	whom
have	VHP	have
since	RB	since
been	VBN	be
executed	VVN	execute
many	JJ	many
of	IN	of
whom	WP	whom
have	VHP	have
been	VBN	be
tortured	VVN	torture
sexually	RB	sexually
abused	VVN	abuse
and	CC	and
starved	VVN	starve
in	IN	in
captivity	NN	captivity
representatives	NNS	representative
of	IN	of
the	DT	the
hostages	NNS	hostage
families	NNS	family
are	VBP	be
in	IN	in
this	DT	this
courtroom	NN	courtroom
today	NN	today
and	CC	and
we	PP	we
acknowledge	VVP	acknowledge
their	PP$	their
presence	NN	presence
and	CC	and
their	PP$	their
boundless	JJ	boundless
suffering	NN	suffering
we	PP	we
know	VVP	know
of	IN	of
the	DT	the
brutality	NN	brutality
of	IN	of
October	NP	October
7th	JJ	7th
not	RB	not
only	RB	only
from	IN	from
the	DT	the
harrowing	VVG	harrow
testimonies	NNS	testimony
of	IN	of
the	DT	the
survivors	NNS	survivor
the	DT	the
unmistakable	JJ	unmistakable
proof	NN	proof
of	IN	of
Carnage	NN	carnage
and	CC	and
sadism	NN	sadism
left	VVN	leave
behind	IN	behind
and	CC	and
the	DT	the
forensic	JJ	forensic
evidence	NN	evidence
taken	VVN	take
at	IN	at
the	DT	the
scene	NN	scene
we	PP	we
know	VVP	know
it	PP	it
because	IN	because
the	DT	the
asants	NNS	asants
proud	JJ	proud
ly	NNS	ly
filmed	VVN	film
and	CC	and
broadcast	VVN	broadcast
their	PP$	their
barbarism	NN	barbarism
the	DT	the
events	NNS	event
of	IN	of
that	DT	that
day	NN	day
are	VBP	be
all	RB	all
but	RB	but
ignored	VVN	ignore
in	IN	in
the	DT	the
applicant	NN	applicant
submissions	NNS	submission
but	CC	but
we	PP	we
are	VBP	be
compelled	VVN	compel
to	TO	to
share	NN	share
with	IN	with
the	DT	the
court	NN	court
some	DT	some
fraction	NN	fraction
of	IN	of
its	PP$	its
horror	NN	horror
the	DT	the
largest	JJS	large
calculated	JJ	calculated
mass	JJ	mass
murder	NN	murder
of	IN	of
Jews	NNS	jew
in	IN	in
a	DT	a
single	JJ	single
day	NN	day
since	IN	since
the	DT	the
Holocaust	NN	holocaust
we	PP	we
do	VVP	do
so	RB	so
not	RB	not
because	IN	because
these	DT	these
acts	NNS	act
however	RB	however
sadistic	JJ	sadistic
and	CC	and
systematic	JJ	systematic
release	NN	release
Israel	NP	Israel
of	IN	of
its	PP$	its
obligations	NNS	obligation
to	TO	to
uphold	VV	uphold
the	DT	the
law	NN	law
as	IN	as
it	PP	it
defends	VVZ	defend
its	PP$	its
citizens	NNS	citizen
and	CC	and
territory	NN	territory
that	WDT	that
is	VBZ	be
unquestionable	JJ	unquestionable
we	PP	we
do	VVP	do
so	RB	so
because	IN	because
it	PP	it
is	VBZ	be
impossible	JJ	impossible
to	TO	to
understand	VV	understand
the	DT	the
armed	JJ	armed
conflict	NN	conflict
in	IN	in
Gaza	NP	Gaza
without	IN	without
appreciating	VVG	appreciate
the	DT	the
nature	NN	nature
of	IN	of
the	DT	the
threat	NN	threat
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
facing	VVG	face
and	CC	and
the	DT	the
brutality	NN	brutality
and	CC	and
lawlessness	NN	lawlessness
of	IN	of
the	DT	the
Armed	NP	Armed
Force	NP	Force
confronting	VVG	confront
it	PP	it
in	IN	in
the	DT	the
volume	NN	volume
of	IN	of
materials	NNS	material
submitted	VVN	submit
to	TO	to
members	NNS	member
of	IN	of
the	DT	the
Court	NP	Court
access	NN	access
has	VHZ	have
been	VBN	be
provided	VVN	provide
to	TO	to
a	DT	a
portion	NN	portion
of	IN	of
the	DT	the
raw	JJ	raw
footage	NN	footage
for	IN	for
separate	JJ	separate
screening	NN	screening
but	CC	but
I	PP	I
am	VBP	be
obliged	VVN	oblige
to	TO	to
put	VV	put
before	IN	before
the	DT	the
court	NN	court
today	NN	today
some	DT	some
small	JJ	small
fragment	NN	fragment
of	IN	of
the	DT	the
scenes	NNS	scene
of	IN	of
unfathomable	JJ	unfathomable
cruelty	NN	cruelty
that	WDT	that
took	VVD	take
place	NN	place
in	IN	in
hundreds	NNS	hundred
of	IN	of
locations	NNS	location
on	IN	on
that	DT	that
horrible	JJ	horrible
day	NN	day
Johnny	NP	Johnny
simantov	NP	simantov
a	DT	a
wheat	NN	wheat
farmer	NN	farmer
and	CC	and
his	PP$	his
wife	NN	wife
Tamar	NP	Tamar
an	DT	an
activist	NN	activist
for	IN	for
women	NNS	woman
'	POS	'
s	NN	S
rights	NNS	right
lived	VVN	live
in	IN	in
kibuts	NNS	kibuts
near	IN	near
Oz	NP	Oz
when	WRB	when
the	DT	the
rocket	NN	rocket
fire	NN	fire
started	VVD	start
they	PP	they
hid	VVD	hide
in	IN	in
the	DT	the
safe	JJ	safe
room	NN	room
with	IN	with
their	PP$	their
four	CD	four
-	NN	-
year	NN	year
-	NN	-
old	JJ	old
son	NN	son
om	NNS	om
and	CC	and
their	PP$	their
six	CD	six
-	NN	-
year	NN	year
-	NN	-
old	JJ	old
Twins	NP	Twins
arbel	NN	arbel
and	CC	and
shakar	NN	shakar
during	IN	during
their	PP$	their
Rampage	NN	rampage
Kamas	NP	Kamas
militant	JJ	militant
set	NN	set
fire	NN	fire
to	TO	to
their	PP$	their
house	NN	house
Johnny	NP	Johnny
texted	VVD	texted
his	PP$	his
sister	JJ	sister
Rene	NP	Rene
they	PP	they
'	POS	'
re	NN	re
here	IN	here
they	PP	they
'	POS	'
re	NN	re
burning	VVG	burn
us	PP	us
we	PP	we
'	''	'
re	IN	re
suffocating	VVG	suffocate
the	DT	the
whole	JJ	whole
family	NN	family
was	VBD	be
burned	VVN	burn
alive	RB	alive
to	TO	to
ashes	NNS	ash
making	VVG	make
DNA	NN	DNA
identification	NN	identification
especially	RB	especially
difficult	JJ	difficult
a	DT	a
survivor	NN	survivor
of	IN	of
the	DT	the
Nova	NP	Nova
Music	NP	Music
Festival	NP	Festival
Massacre	NN	massacre
testified	VVD	testify
to	TO	to
police	VV	police
to	TO	to
witnessing	VVG	witness
a	DT	a
Kamas	NP	Kamas
militant	JJ	militant
brutally	RB	brutally
raping	VVG	rape
a	DT	a
young	JJ	young
woman	NN	woman
as	IN	as
another	DT	another
militant	JJ	militant
cut	NN	cut
off	IN	off
her	PP$	her
breast	NN	breast
and	CC	and
toyed	VVN	toy
with	IN	with
it	PP	it
a	DT	a
second	JJ	second
militant	JJ	militant
then	RB	then
raped	VVN	rape
her	PP$	her
again	RB	again
shooting	VVG	shoot
her	PP	her
in	IN	in
the	DT	the
head	NN	head
while	IN	while
still	RB	still
inside	IN	inside
her	PP	her
in	IN	in
one	CD	one
video	NN	video
recorded	VVN	record
by	IN	by
a	DT	a
home	NN	home
surveillance	NN	surveillance
system	NN	system
a	DT	a
Hamas	JJ	Hamas
militant	JJ	militant
throws	VVZ	throw
a	DT	a
grenade	NN	grenade
into	IN	into
a	DT	a
safe	JJ	safe
room	NN	room
where	WRB	where
a	DT	a
father	NN	father
and	CC	and
his	PP$	his
two	CD	two
sons	NNS	son
have	VHP	have
rushed	VVN	rush
to	TO	to
hide	VV	hide
the	DT	the
father	NN	father
is	VBZ	be
killed	VVN	kill
the	DT	the
two	CD	two
sons	NNS	son
are	VBP	be
injured	VVN	injure
and	CC	and
bleeding	VVG	bleed
as	IN	as
a	DT	a
militant	JJ	militant
pulls	VVZ	pull
them	PP	them
into	IN	into
the	DT	the
living	VVG	live
room	NN	room
one	CD	one
child	NN	child
can	MD	can
be	VB	be
heard	VVN	hear
screaming	VVG	scream
to	TO	to
his	PP$	his
brother	NN	brother
why	WRB	why
am	VBP	be
I	PP	I
alive	JJ	alive
I	PP	I
can	MD	can
'	''	'
t	NN	t
see	VV	see
anything	NN	anything
they	PP	they
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
kill	VV	kill
us	PP	us
the	DT	the
militant	JJ	militant
casually	RB	casually
opens	VVZ	open
the	DT	the
fridge	NN	fridge
takes	VVZ	take
out	RP	out
a	DT	a
bottle	NN	bottle
and	CC	and
drinks	NNS	drink
and	CC	and
then	RB	then
there	EX	there
is	VBZ	be
this	DT	this
recording	NN	recording
from	IN	from
as	RB	as
stated	VVN	state
none	NN	none
of	IN	of
these	DT	these
atrocities	NNS	atrocity
absolve	VVP	absolve
Israel	NP	Israel
of	IN	of
its	PP$	its
obligations	NNS	obligation
under	IN	under
the	DT	the
law	NN	law
but	CC	but
they	PP	they
do	VVP	do
enable	VV	enable
the	DT	the
court	NN	court
to	TO	to
appreciate	VV	appreciate
Three	CD	three
core	JJ	core
aspects	NNS	aspect
of	IN	of
the	DT	the
present	JJ	present
proceedings	NNS	proceeding
which	WDT	which
the	DT	the
applicant	NN	applicant
has	VHZ	have
obscured	VVN	obscure
from	IN	from
view	NN	view
first	JJ	first
that	IN/that	that
if	IN	if
there	EX	there
have	VHP	have
been	VBN	be
acts	NNS	act
that	WDT	that
may	MD	may
be	VB	be
characterized	VVN	characterize
as	IN	as
genocidal	JJ	genocidal
then	RB	then
they	PP	they
have	VHP	have
been	VBN	be
per	IN	per
perpetrated	VVN	perpetrate
against	IN	against
Israel	NP	Israel
if	IN	if
there	EX	there
is	VBZ	be
a	DT	a
concern	NN	concern
about	IN	about
the	DT	the
obligations	NNS	obligation
of	IN	of
States	NPS	States
under	IN	under
the	DT	the
genocide	NN	genocide
convention	NN	convention
then	RB	then
it	PP	it
is	VBZ	be
in	IN	in
relation	NN	relation
to	TO	to
their	PP$	their
responsibilities	NNS	responsibility
to	TO	to
act	VV	act
against	IN	against
hamas	NNS	hamas
'	POS	'
s	NNS	s
proudly	RB	proudly
declared	VVD	declare
agenda	NN	agenda
of	IN	of
annihilation	NN	annihilation
which	WDT	which
is	VBZ	be
not	RB	not
a	DT	a
secret	NN	secret
and	CC	and
is	VBZ	be
not	RB	not
in	IN	in
doubt	NN	doubt
the	DT	the
annihilationist	NN	annihilationist
language	NN	language
of	IN	of
kamasa	NN	kamasa
charter	NN	charter
is	VBZ	be
repeated	VVN	repeat
regularly	RB	regularly
it	PP	it
is	VBZ	be
expressed	VVN	express
no	RB	no
less	RBR	less
chillingly	RB	chillingly
in	IN	in
the	DT	the
words	NNS	word
of	IN	of
senior	JJ	senior
Kamas	NP	Kamas
member	NN	member
razi	NP	Razi
Hamad	NP	Hamad
to	TO	to
Lebanese	JJ	Lebanese
television	NN	television
on	IN	on
October	NP	October
24th	JJ	24th
2023	CD	@card@
who	WP	who
refers	VVZ	refer
to	TO	to
the	DT	the
October	NP	October
7th	JJ	7th
attacks	NNS	attack
what	WP	what
Hamas	RB	Hamas
calls	VVZ	call
the	DT	the
AL	NP	al
AA	NN	aa
flood	NN	flood
in	IN	in
the	DT	the
continuation	NN	continuation
of	IN	of
this	DT	this
interview	NN	interview
Kamas	NP	Kamas
is	VBZ	be
asked	VVN	ask
kamad	NN	kamad
is	VBZ	be
asked	VVN	ask
does	VVZ	do
that	RB	that
mean	VV	mean
the	DT	the
annihilation	NN	annihilation
of	IN	of
Israel	NP	Israel
yes	NN	yes
of	IN	of
course	NN	course
he	PP	he
says	VVZ	say
the	DT	the
existence	NN	existence
of	IN	of
Israel	NP	Israel
is	VBZ	be
illogical	JJ	illogical
and	CC	and
then	RB	then
he	PP	he
says	VVZ	say
nobody	NN	nobody
should	MD	should
blame	VV	blame
us	PP	us
for	IN	for
the	DT	the
things	NNS	thing
we	PP	we
do	VVP	do
on	IN	on
October	NP	October
7th	JJ	7th
October	NP	October
10th	JJ	10th
October	NP	October
1	CD	@card@
millionth	JJ	millionth
everything	NN	everything
we	PP	we
do	VVP	do
is	VBZ	be
Justified	JJ	justified
end	NN	end
quote	NN	quote
given	VVN	give
that	IN/that	that
on	IN	on
October	NP	October
7th	JJ	7th
before	IN	before
any	DT	any
military	JJ	military
response	NN	response
by	IN	by
Israel	NP	Israel
South	NP	South
Africa	NP	Africa
issued	VVD	issue
an	DT	an
official	JJ	official
statement	NN	statement
blaming	VVG	blame
Israel	NP	Israel
for	IN	for
quote	NN	quote
the	DT	the
recent	JJ	recent
conation	NN	conation
essentially	RB	essentially
blaming	VVG	blame
Israel	NP	Israel
for	IN	for
the	DT	the
murder	NN	murder
of	IN	of
its	PP$	its
own	JJ	own
citizens	NNS	citizen
one	CD	one
wonders	NNS	wonder
whether	IN	whether
the	DT	the
applicant	NN	applicant
agrees	VVZ	agree
second	JJ	second
it	PP	it
is	VBZ	be
in	IN	in
response	NN	response
to	TO	to
the	DT	the
slaughter	NN	slaughter
of	IN	of
October	NP	October
7th	JJ	7th
which	WDT	which
Kamas	NP	Kamas
openly	RB	openly
vows	VVZ	vow
to	TO	to
repeat	VV	repeat
and	CC	and
to	TO	to
the	DT	the
