<video_id>CILMjZdqMrY</video_id>	JJ	<video_id>CILMjZdqMrY</video_id>
same	JJ	same
same	JJ	same
thing	NN	thing
humanitarian	JJ	humanitarian
pauses	NNS	pause
will	MD	will
not	RB	not
help	VV	help
to	TO	to
stop	VV	stop
the	DT	the
Bloodshed	NN	bloodshed
it	PP	it
is	VBZ	be
only	RB	only
a	DT	a
ceasefire	NN	ceasefire
that	WDT	that
will	MD	will
help	VV	help
to	TO	to
do	VV	do
this	DT	this
furthermore	RB	furthermore
the	DT	the
draft	NN	draft
sh	NN	sh
still	RB	still
has	VHZ	have
a	DT	a
number	NN	number
of	IN	of
political	JJ	political
elements	NNS	element
in	IN	in
it	PP	it
that	WDT	that
push	VVP	push
us	PP	us
to	TO	to
one	CD	one
side	NN	side
and	CC	and
do	VVP	do
not	RB	not
talk	VV	talk
about	IN	about
the	DT	the
absolute	JJ	absolute
unacceptability	NN	unacceptability
of	IN	of
the	DT	the
attacks	NNS	attack
on	IN	on
civilians	NNS	civilian
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
also	RB	also
as	RB	as
on	IN	on
civilian	JJ	civilian
objects	NNS	object
the	DT	the
importance	NN	importance
of	IN	of
this	DT	this
is	VBZ	be
absolutely	RB	absolutely
crystal	NN	crystal
clear	JJ	clear
for	IN	for
everyone	NN	everyone
right	NN	right
now	RB	now
and	CC	and
so	RB	so
we	PP	we
have	VHP	have
proposed	VVN	propose
two	CD	two
amendments	NNS	amendment
to	TO	to
address	VV	address
these	DT	these
issues	NNS	issue
the	DT	the
first	JJ	first
is	VBZ	be
a	DT	a
unambiguous	JJ	unambiguous
call	NN	call
for	IN	for
a	DT	a
stop	NN	stop
on	IN	on
uh	UH	uh
the	DT	the
indiscriminate	JJ	indiscriminate
attacks	NNS	attack
against	IN	against
civilians	NNS	civilian
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
on	IN	on
civilian	JJ	civilian
objects	NNS	object
including	VVG	include
the	DT	the
uh	UH	uh
attack	NN	attack
on	IN	on
the	DT	the
Al	NP	Al
Ali	NP	Ali
hospital	NN	hospital
that	IN/that	that
air	NN	air
strike	NN	strike
and	CC	and
also	RB	also
the	DT	the
strong	JJ	strong
condemnation	NN	condemnation
of	IN	of
the	DT	the
imposition	NN	imposition
of	IN	of
the	DT	the
blockade	NN	blockade
the	DT	the
second	NN	second
adds	VVZ	add
to	TO	to
the	DT	the
op	NN	op
a	DT	a
new	JJ	new
point	NN	point
on	IN	on
the	DT	the
call	NN	call
for	IN	for
an	DT	an
immediate	JJ	immediate
durable	JJ	durable
and	CC	and
fully	RB	fully
respected	VVN	respect
humanitarian	JJ	humanitarian
ceasefire	NN	ceasefire
if	IN	if
these	DT	these
are	VBP	be
not	RB	not
included	VVN	include
in	IN	in
the	DT	the
text	NN	text
of	IN	of
the	DT	the
document	NN	document
it	PP	it
will	MD	will
not	RB	not
help	VV	help
to	TO	to
address	VV	address
the	DT	the
tragic	JJ	tragic
devastating	JJ	devastating
humanitarian	JJ	humanitarian
situation	NN	situation
rather	RB	rather
it	PP	it
will	MD	will
just	RB	just
worsen	VV	worsen
The	DT	the
Divide	NP	Divide
in	IN	in
between	IN	between
members	NNS	member
of	IN	of
the	DT	the
committee	NN	committee
and	CC	and
will	MD	will
polarize	VV	polarize
the	DT	the
positions	NNS	position
of	IN	of
members	NNS	member
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
we	PP	we
would	MD	would
urge	VV	urge
members	NNS	member
of	IN	of
the	DT	the
council	NN	council
to	TO	to
vote	VV	vote
in	IN	in
support	NN	support
of	IN	of
the	DT	the
Amendments	NNS	amendment
proposed	VVN	propose
by	IN	by
Russia	NP	Russia
thank	VVP	thank
you	PP	you
I	PP	I
thank	VVP	thank
the	DT	the
representative	NN	representative
of	IN	of
the	DT	the
Russian	NP	Russian
Federation	NP	Federation
for	IN	for
their	PP$	their
statement	NN	statement
would	MD	would
any	DT	any
other	JJ	other
member	NN	member
wish	VVP	wish
to	TO	to
take	VV	take
the	DT	the
floor	NN	floor
I	PP	I
see	VVP	see
none	NN	none
members	NNS	member
of	IN	of
the	DT	the
council	NN	council
have	VHP	have
before	IN	before
them	PP	them
proposed	VVD	propose
amendment	NN	amendment
submitted	VVN	submit
by	IN	by
the	DT	the
Russian	NP	Russian
Federation	NP	Federation
to	TO	to
the	DT	the
text	NN	text
of	IN	of
the	DT	the
draft	NN	draft
resolution	NN	resolution
contained	VVN	contain
in	IN	in
document	NN	document
s223	NN	s223
773	CD	@card@
submitted	VVN	submit
by	IN	by
Brazil	NP	Brazil
Rule	NP	Rule
36	CD	@card@
of	IN	of
the	DT	the
council's	JJ	council's
provisional	JJ	provisional
rules	NNS	rule
of	IN	of
procedure	NN	procedure
States	NNS	state
following	VVG	follow
if	IN	if
two	CD	two
or	CC	or
more	JJR	more
amendments	NNS	amendment
to	TO	to
a	DT	a
motion	NN	motion
of	IN	of
or	CC	or
draft	NN	draft
resolution	NN	resolution
are	VBP	be
proposed	VVN	propose
osed	NNS	osed
the	DT	the
president	NN	president
shall	MD	shall
rule	VV	rule
on	IN	on
the	DT	the
order	NN	order
in	IN	in
which	WDT	which
they	PP	they
are	VBP	be
to	TO	to
be	VB	be
voted	VVN	vote
upon	IN	upon
ordinarily	RB	ordinarily
the	DT	the
security	NN	security
Council	NN	council
shall	MD	shall
first	RB	first
vote	VV	vote
on	IN	on
the	DT	the
amendment	NN	amendment
furthest	RB	furthest
removed	VVN	remove
in	IN	in
substance	NN	substance
from	IN	from
the	DT	the
original	JJ	original
proposal	NN	proposal
and	CC	and
then	RB	then
on	IN	on
the	DT	the
amendment	NN	amendment
next	RB	next
furthest	RB	furthest
removed	VVN	remove
until	IN	until
all	DT	all
amendments	NNS	amendment
have	VHP	have
been	VBN	be
put	VVN	put
to	TO	to
the	DT	the
vote	NN	vote
but	CC	but
when	WRB	when
an	DT	an
amendment	NN	amendment
adds	VVZ	add
to	TO	to
to	TO	to
or	CC	or
deletes	VVZ	delete
from	IN	from
the	DT	the
text	NN	text
of	IN	of
a	DT	a
motion	NN	motion
or	CC	or
draft	NN	draft
resolution	NN	resolution
that	IN/that	that
Amendment	NP	Amendment
shall	MD	shall
be	VB	be
voted	VVN	vote
on	IN	on
first	RB	first
accordingly	RB	accordingly
I	PP	I
intend	VVP	intend
to	TO	to
put	VV	put
the	DT	the
proposed	VVN	propose
amendment	NN	amendment
to	TO	to
the	DT	the
vote	NN	vote
first	RB	first
I	PP	I
shall	MD	shall
now	RB	now
put	VV	put
to	TO	to
the	DT	the
vote	NN	vote
the	DT	the
proposed	VVN	propose
amendment	NN	amendment
to	TO	to
be	VB	be
inserted	VVN	insert
after	IN	after
operative	JJ	operative
paragraph	NN	paragraph
two	CD	two
of	IN	of
the	DT	the
draft	NN	draft
resolution	NN	resolution
this	DT	this
amendment	NN	amendment
is	VBZ	be
contained	VVN	contain
in	IN	in
document	NN	document
775	CD	@card@
will	MD	will
those	DT	those
in	IN	in
favor	NN	favor
of	IN	of
the	DT	the
proposed	VVN	propose
amendment	NN	amendment
to	TO	to
be	VB	be
inserted	VVN	insert
after	IN	after
operative	JJ	operative
paragraph	NN	paragraph
2	CD	@card@
contained	VVN	contain
in	IN	in
document	NN	document
775	CD	@card@
please	VVP	please
raise	VV	raise
their	PP$	their
abstentions	NNS	abstention
the	DT	the
result	NN	result
of	IN	of
the	DT	the
Voting	NP	Voting
is	VBZ	be
as	RB	as
follows	VVZ	follow
six	CD	six
votes	NNS	vote
in	IN	in
favor	NN	favor
one	CD	one
vote	NN	vote
against	IN	against
eight	CD	eight
the	DT	the
proposed	VVN	propose
amendment	NN	amendment
has	VHZ	have
not	RB	not
been	VBN	be
adopted	VVD	adopt
having	VHG	have
failed	VVN	fail
to	TO	to
obtain	VV	obtain
the	DT	the
required	VVN	require
number	NN	number
of	IN	of
votes	NNS	vote
it's	NNS	it's
after	IN	after
good	JJ	good
I	PP	I
shall	MD	shall
now	RB	now
put	VV	put
to	TO	to
the	DT	the
vote	NN	vote
the	DT	the
proposed	VVN	propose
amendment	NN	amendment
to	TO	to
be	VB	be
inserted	VVN	insert
before	IN	before
operative	JJ	operative
paragraph	NN	paragraph
one	CD	one
of	IN	of
the	DT	the
draft	NN	draft
resolution	NN	resolution
this	DT	this
amendment	NN	amendment
is	VBZ	be
contained	VVN	contain
in	IN	in
document	NN	document
776	CD	@card@
will	MD	will
those	DT	those
in	IN	in
favor	NN	favor
of	IN	of
the	DT	the
proposed	VVN	propose
amendment	NN	amendment
to	TO	to
be	VB	be
inserted	VVN	insert
before	IN	before
oper	JJR	ope
paragraph	NN	paragraph
1	CD	@card@
contained	VVN	contain
in	IN	in
document	NN	document
sl77	JJ	sl77
776	CD	@card@
please	UH	please
uh	UH	uh
raise	VV	raise
their	PP$	their
hand	NN	hand
the	DT	the
result	NN	result
of	IN	of
the	DT	the
Voting	NP	Voting
is	VBZ	be
as	RB	as
follows	VVZ	follow
seven	CD	seven
votes	NNS	vote
in	IN	in
favor	NN	favor
one	CD	one
vote	NN	vote
against	IN	against
seven	CD	seven
abstentions	NNS	abstention
the	DT	the
proposed	VVN	propose
amendment	NN	amendment
has	VHZ	have
not	RB	not
been	VBN	be
adopted	VVD	adopt
having	VHG	have
failed	VVN	fail
to	TO	to
obtain	VV	obtain
the	DT	the
required	VVN	require
number	NN	number
of	IN	of
the	DT	the
representative	NN	representative
of	IN	of
the	DT	the
Russian	NP	Russian
Federation	NP	Federation
has	VHZ	have
asked	VVN	ask
for	IN	for
the	DT	the
floor	NN	floor
distinguished	VVD	distinguish
Mr	NP	Mr
President	NP	President
distinguished	VVD	distinguish
delegates	NNS	delegate
the	DT	the
vote	NN	vote
on	IN	on
the	DT	the
immediate	JJ	immediate
ceasefire	NN	ceasefire
and	CC	and
on	IN	on
an	DT	an
unequivocal	JJ	unequivocal
condemnation	NN	condemnation
of	IN	of
the	DT	the
indiscriminate	JJ	indiscriminate
attack	NN	attack
did	VVD	do
not	RB	not
get	VV	get
past	IN	past
those	DT	those
delegations	NNS	delegation
who	WP	who
either	RB	either
abstained	VVD	abstain
or	CC	or
voted	VVD	vote
against	IN	against
essentially	RB	essentially
were	VBD	be
against	IN	against
the	DT	the
cessation	NN	cessation
of	IN	of
a	DT	a
Bloodshed	NN	bloodshed
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
that	WDT	that
could	MD	could
be	VB	be
no	DT	no
other	JJ	other
explanations	NNS	explanation
of	IN	of
it	PP	it
of	IN	of
course	NN	course
the	DT	the
colleagues	NNS	colleague
here	RB	here
saying	VVG	say
well	RB	well
their	PP$	their
justification	NN	justification
was	VBD	be
it	PP	it
was	VBD	be
not	RB	not
balanced	VVN	balance
but	CC	but
all	DT	all
of	IN	of
these	DT	these
complaints	NNS	complaint
are	VBP	be
just	RB	just
going	VVG	go
to	TO	to
be	VB	be
empty	JJ	empty
you've	NN	you've
made	VVD	make
your	PP$	your
choice	NN	choice
however	RB	however
and	CC	and
you	PP	you
are	VBP	be
going	VVG	go
to	TO	to
have	VH	have
to	TO	to
bear	VV	bear
responsibility	NN	responsibility
for	IN	for
it	PP	it
to	TO	to
the	DT	the
country's	NNS	country's
people	NNS	people
of	IN	of
your	PP$	your
countries	NNS	country
and	CC	and
to	TO	to
the	DT	the
people	NNS	people
in	IN	in
the	DT	the
region	NN	region
and	CC	and
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
living	VVG	live
under	IN	under
this	DT	this
terrible	JJ	terrible
deadly	JJ	deadly
threat	NN	threat
thank	VVP	thank
statement	NN	statement
it	PP	it
is	VBZ	be
my	PP$	my
understanding	NN	understanding
that	IN/that	that
the	DT	the
council	NN	council
is	VBZ	be
ready	JJ	ready
to	TO	to
proceed	VV	proceed
to	TO	to
the	DT	the
vote	NN	vote
on	IN	on
the	DT	the
draft	NN	draft
resolution	NN	resolution
contained	VVN	contain
s223	NP	s223
773	CD	@card@
submitted	VVN	submit
by	IN	by
Brazil	NP	Brazil
I	PP	I
shall	MD	shall
put	VV	put
the	DT	the
draft	NN	draft
resolution	NN	resolution
to	TO	to
the	DT	the
vote	NN	vote
now	RB	now
will	MD	will
those	DT	those
in	IN	in
favor	NN	favor
of	IN	of
the	DT	the
draft	NN	draft
resolution	NN	resolution
contained	VVN	contain
in	IN	in
document	NN	document
773	CD	@card@
please	VVP	please
raise	VV	raise
their	PP$	their
as	RB	as
follows	VVZ	follow
12	CD	@card@
12	CD	@card@
votes	NNS	vote
in	IN	in
favor	NN	favor
one	CD	one
vote	NN	vote
against	IN	against
two	CD	two
extensions	NNS	extension
the	DT	the
draft	NN	draft
resolution	NN	resolution
has	VHZ	have
not	RB	not
been	VBN	be
adopted	VVN	adopt
owing	VVG	owe
to	TO	to
the	DT	the
negative	JJ	negative
vote	NN	vote
of	IN	of
a	DT	a
permanent	JJ	permanent
member	NN	member
of	IN	of
the	DT	the
council	NN	council
the	DT	the
draft	NN	draft
resolution	NN	resolution
no	RB	no
I	PP	I
now	RB	now
give	VVP	give
the	DT	the
floor	NN	floor
to	TO	to
those	DT	those
members	NNS	member
of	IN	of
the	DT	the
council	NN	council
who	WP	who
wish	VVP	wish
to	TO	to
make	VV	make
statements	NNS	statement
after	IN	after
the	DT	the
vote	NN	vote
I	PP	I
shall	MD	shall
now	RB	now
uh	UH	uh
I	PP	I
shall	MD	shall
now	RB	now
made	VVD	make
a	DT	a
statement	NN	statement
in	IN	in
my	PP$	my
capacity	NN	capacity
as	IN	as
the	DT	the
representative	NN	representative
of	IN	of
dear	JJ	dear
colleagues	NNS	colleague
at	IN	at
last	JJ	last
Friday's	NNS	Friday's
closed	VVD	close
consultations	NNS	consultation
council	NN	council
members	NNS	member
asked	VVN	ask
for	IN	for
Brazil's	NP	Brazil's
leadership	NN	leadership
in	IN	in
our	PP$	our
capacity	NN	capacity
as	IN	as
presiden	NN	presiden
in	IN	in
October	NP	October
to	TO	to
facilitate	VV	facilitate
a	DT	a
council	NN	council
response	NN	response
to	TO	to
the	DT	the
the	DT	the
escalating	VVG	escalate
crisis	NN	crisis
in	IN	in
Israel	NP	Israel
and	CC	and
Palestine	NP	Palestine
in	IN	in
particular	JJ	particular
its	PP$	its
humanitarian	JJ	humanitarian
aspects	NNS	aspect
we	PP	we
heeded	VVD	heed
the	DT	the
call	NN	call
with	IN	with
a	DT	a
sense	NN	sense
of	IN	of
urgency	NN	urgency
and	CC	and
responsibility	NN	responsibility
in	IN	in
our	PP$	our
view	NN	view
the	DT	the
council	NN	council
had	VHD	have
to	TO	to
take	VV	take
action	NN	action
and	CC	and
to	TO	to
do	VV	do
so	RB	so
very	RB	very
quickly	RB	quickly
Council	NP	Council
paralysis	NN	paralysis
in	IN	in
the	DT	the
face	NN	face
of	IN	of
a	DT	a
humanitarian	JJ	humanitarian
catastrophe	NN	catastrophe
is	VBZ	be
not	RB	not
in	IN	in
the	DT	the
interest	NN	interest
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
therefore	RB	therefore
throughout	IN	throughout
last	JJ	last
weekend	NN	weekend
and	CC	and
the	DT	the
following	VVG	follow
days	NNS	day
we	PP	we
worked	VVD	work
very	RB	very
hard	JJ	hard
through	IN	through
extensive	JJ	extensive
and	CC	and
collaborative	JJ	collaborative
engagement	NN	engagement
with	IN	with
council	NN	council
members	NNS	member
to	TO	to
help	VV	help
build	VV	build
a	DT	a
unified	JJ	unified
position	NN	position
while	IN	while
while	IN	while
making	VVG	make
a	DT	a
good	JJ	good
faith	NN	faith
effort	NN	effort
to	TO	to
accommodate	VV	accommodate
different	JJ	different
sometimes	RB	sometimes
opposing	JJ	opposing
positions	NNS	position
our	PP$	our
Focus	NP	Focus
was	VBD	be
and	CC	and
remains	VVZ	remain
on	IN	on
the	DT	the
critical	JJ	critical
humanitarian	JJ	humanitarian
situation	NN	situation
on	IN	on
the	DT	the
ground	NN	ground
political	JJ	political
realism	NN	realism
guided	VVD	guide
us	PP	us
but	CC	but
our	PP$	our
sight	NN	sight
was	VBD	be
always	RB	always
set	VVN	set
on	IN	on
the	DT	the
imperative	NN	imperative
exactly	RB	exactly
as	RB	as
in	IN	in
other	JJ	other
very	JJ	very
sensitive	JJ	sensitive
files	NNS	file
on	IN	on
the	DT	the
council's	NN	council's
agenda	NN	agenda
in	IN	in
which	WDT	which
Brazil	NP	Brazil
had	VHD	have
a	DT	a
special	JJ	special
role	NN	role
to	TO	to
play	VV	play
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
and	CC	and
human	JJ	human
rights	NNS	right
law	NN	law
provided	VVD	provide
a	DT	a
clear	JJ	clear
framework	NN	framework
for	IN	for
Action	NP	Action
our	PP$	our
proposed	VVN	propose
text	NN	text
unequivocally	RB	unequivocally
condemned	VVD	condemn
all	DT	all
forms	NNS	form
of	IN	of
violence	NN	violence
against	IN	against
civilians	NNS	civilian
including	VVG	include
the	DT	the
henus	NN	henus
acts	VVZ	act
of	IN	of
terrorism	NN	terrorism
by	IN	by
Hamas	NP	Hamas
and	CC	and
The	DT	the
Taking	VVG	take
of	IN	of
hostages	NNS	hostage
it	PP	it
called	VVD	call
for	IN	for
their	PP$	their
immediate	JJ	immediate
and	CC	and
unconditional	JJ	unconditional
release	NN	release
it	PP	it
also	RB	also
called	VVD	call
on	IN	on
all	DT	all
parties	NNS	party
to	TO	to
strictly	RB	strictly
abide	VV	abide
by	IN	by
their	PP$	their
International	JJ	international
legal	JJ	legal
obligations	NNS	obligation
in	IN	in
particular	JJ	particular
those	NNS	those
relating	VVG	relate
to	TO	to
the	DT	the
protection	NN	protection
of	IN	of
civilians	NNS	civilian
civilian	JJ	civilian
infrastructure	NN	infrastructure
and	CC	and
humanitarian	JJ	humanitarian
Personnel	NNS	Personnel
the	DT	the
draft	NN	draft
resolution	NN	resolution
also	RB	also
stressed	VVD	stress
the	DT	the
urgent	JJ	urgent
need	NN	need
for	IN	for
humanitarian	JJ	humanitarian
access	NN	access
to	TO	to
civilians	NNS	civilian
the	DT	the
text	NN	text
Incorporated	VVN	incorporate
urgent	JJ	urgent
and	CC	and
multiple	JJ	multiple
calls	NNS	call
by	IN	by
the	DT	the
UN	NP	UN
and	CC	and
many	JJ	many
other	JJ	other
actors	NNS	actor
for	IN	for
humanitarian	JJ	humanitarian
pauses	NNS	pause
to	TO	to
allow	VV	allow
for	IN	for
the	DT	the
delivery	NN	delivery
of	IN	of
Aid	NP	Aid
and	CC	and
the	DT	the
voluntary	JJ	voluntary
safe	JJ	safe
passage	NN	passage
of	IN	of
civilians	NNS	civilian
it	PP	it
encouraged	VVD	encourage
the	DT	the
establishment	NN	establishment
of	IN	of
humanitarian	JJ	humanitarian
corridors	NNS	corridor
and	CC	and
other	JJ	other
mechanisms	NNS	mechanism
to	TO	to
facilitate	VV	facilitate
the	DT	the
smooth	JJ	smooth
delivery	NN	delivery
of	IN	of
Aid	NP	Aid
the	DT	the
draft	NN	draft
further	RBR	further
reflected	VVD	reflect
the	DT	the
ethical	JJ	ethical
necessity	NN	necessity
to	TO	to
provide	VV	provide
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
with	IN	with
electricity	NN	electricity
water	NN	water
fuel	NN	fuel
food	NN	food
and	CC	and
medical	JJ	medical
supplies	NNS	supply
the	DT	the
necessity	NN	necessity
to	TO	to
be	VB	be
protected	VVN	protect
from	IN	from
Forced	VVN	force
relocation	NN	relocation
when	WRB	when
the	DT	the
prevailing	VVG	prevail
conditions	NNS	condition
on	IN	on
the	DT	the
ground	NN	ground
do	VVP	do
not	RB	not
ensure	VV	ensure
a	DT	a
safe	JJ	safe
and	CC	and
secure	JJ	secure
displacement	NN	displacement
thus	RB	thus
faced	VVN	face
with	IN	with
heinous	JJ	heinous
terrorist	JJ	terrorist
acts	NNS	act
against	IN	against
Israeli	JJ	Israeli
civilians	NNS	civilian
with	IN	with
the	DT	the
forceful	JJ	forceful
reaction	NN	reaction
to	TO	to
such	JJ	such
acts	NNS	act
and	CC	and
an	DT	an
never	RB	never
growing	VVG	grow
humanitarian	JJ	humanitarian
disaster	NN	disaster
imposed	VVN	impose
on	IN	on
Gaza	NP	Gaza
the	DT	the
council	NN	council
response	NN	response
we	PP	we
proposed	VVD	propose
was	VBD	be
robust	JJ	robust
and	CC	and
balanced	JJ	balanced
we	PP	we
are	VBP	be
grateful	JJ	grateful
to	TO	to
all	DT	all
council	NN	council
members	NNS	member
who	WP	who
engaged	VVD	engage
with	IN	with
us	PP	us
since	IN	since
last	JJ	last
Friday	NP	Friday
and	CC	and
demonstrated	VVD	demonstrate
a	DT	a
sincere	JJ	sincere
and	CC	and
practical	JJ	practical
commitment	NN	commitment
to	TO	to
multilateralism	NN	multilateralism
sadly	RB	sadly
very	RB	very
sadly	RB	sadly
the	DT	the
council	NN	council
was	VBD	be
yet	RB	yet
again	RB	again
unable	JJ	unable
to	TO	to
adopt	VV	adopt
a	DT	a
resolution	NN	resolution
on	IN	on
the	DT	the
Israeli	JJ	Israeli
Palestinian	JJ	Palestinian
conflict	NN	conflict
again	RB	again
silence	NN	silence
and	CC	and
