<doc>	NN	<doc>
is	VBZ	be
over	IN	over
Amy	NP	Amy
ion	NN	ion
welcome	NN	welcome
to	TO	to
conflict	VV	conflict
Zone	NP	Zone
thank	VV	thank
you	PP	you
for	IN	for
the	DT	the
invitation	NN	invitation
you	PP	you
said	VVD	say
last	JJ	last
month	NN	month
that	IN/that	that
if	IN	if
Israel	NP	Israel
went	VVD	go
ahead	RB	ahead
with	IN	with
a	DT	a
ground	NN	ground
invasion	NN	invasion
of	IN	of
Gaza	NP	Gaza
many	JJ	many
Israeli	JJ	Israeli
soldiers	NNS	soldier
and	CC	and
many	JJ	many
more	JJR	more
Palestinians	NPS	Palestinians
would	MD	would
die	VV	die
is	VBZ	be
there	RB	there
a	DT	a
point	NN	point
in	IN	in
your	PP$	your
view	NN	view
at	IN	at
which	WDT	which
the	DT	the
human	JJ	human
price	NN	price
of	IN	of
this	DT	this
war	NN	war
as	IN	as
it's	NNS	it's
being	VBG	be
fought	VVN	fight
becomes	VVZ	become
too	RB	too
high	JJ	high
for	IN	for
you	PP	you
for	IN	for
Israel	NP	Israel
no	DT	no
uh	UH	uh
no	UH	no
because	IN	because
of	IN	of
two	CD	two
reasons	NNS	reason
um	VVD	um
I	PP	I
I	PP	I
never	RB	never
knew	VVD	know
how	WRB	how
to	TO	to
measure	VV	measure
human	JJ	human
life	NN	life
and	CC	and
I	PP	I
cannot	MD	can
compare	VV	compare
it	PP	it
to	TO	to
any	DT	any
military	JJ	military
achievement	NN	achievement
so	IN	so
I	PP	I
I	PP	I
never	RB	never
could	MD	could
uh	UH	uh
could	MD	could
give	VV	give
a	DT	a
an	DT	an
honest	JJ	honest
answer	VV	answer
uh	UH	uh
to	TO	to
this	DT	this
question	NN	question
but	CC	but
does	VVZ	do
it	PP	it
worry	VVP	worry
you	PP	you
yes	RB	yes
it	PP	it
is	VBZ	be
but	CC	but
it	PP	it
wor	VVP	wor
me	PP	me
um	JJ	um
since	RB	since
from	IN	from
from	IN	from
the	DT	the
very	RB	very
first	JJ	first
day	NN	day
so	IN	so
uh	UH	uh
and	CC	and
you	PP	you
asked	VVD	ask
me	PP	me
about	IN	about
um	JJ	um
something	NN	something
that	IN/that	that
for	IN	for
me	PP	me
um	JJ	um
I	PP	I
have	VHP	have
to	TO	to
um	NNS	um
I	PP	I
have	VHP	have
to	TO	to
try	VV	try
to	TO	to
measure	VV	measure
human	JJ	human
life	NN	life
um	NNS	um
and	CC	and
um	NNS	um
and	CC	and
what	WP	what
will	MD	will
be	VB	be
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
so	IN	so
the	DT	the
concept	NN	concept
of	IN	of
Victory	NP	Victory
uh	UH	uh
which	WDT	which
is	VBZ	be
uh	UH	uh
very	RB	very
unclear	JJ	unclear
today	NN	today
uh	UH	uh
should	MD	should
be	VB	be
measured	VVN	measure
uh	UH	uh
by	IN	by
human	JJ	human
life	NN	life
it's	NNS	it's
something	NN	something
that	IN/that	that
I	PP	I
find	VVP	find
very	RB	very
very	RB	very
difficult	JJ	difficult
to	TO	to
do	VV	do
um	JJ	um
I'm	NN	I'm
ready	JJ	ready
to	TO	to
speak	VV	speak
about	IN	about
um	NNS	um
the	DT	the
goal	NN	goal
of	IN	of
um	NNS	um
of	IN	of
this	DT	this
military	JJ	military
campaign	NN	campaign
or	CC	or
the	DT	the
goal	NN	goal
what	WP	what
we	PP	we
are	VBP	be
doing	VVG	do
today	NN	today
but	CC	but
I	PP	I
cannot	MD	can
give	VV	give
you	PP	you
an	DT	an
honest	JJ	honest
answer	NN	answer
to	TO	to
uh	UH	uh
to	TO	to
measure	VV	measure
this	DT	this
goal	NN	goal
with	IN	with
human	JJ	human
life	NN	life
let	VVD	let
me	PP	me
put	VVD	put
it	PP	it
another	DT	another
way	NN	way
are	NN	are
are	VBP	be
you	PP	you
comfortable	JJ	comfortable
with	IN	with
first	RB	first
the	DT	the
the	DT	the
total	JJ	total
blockade	NN	blockade
of	IN	of
Gaza	NP	Gaza
and	CC	and
then	RB	then
the	DT	the
meager	JJ	meager
humanitarian	JJ	humanitarian
supplies	NNS	supply
that	WDT	that
are	VBP	be
being	VBG	be
allowed	VVN	allow
to	TO	to
trickle	VV	trickle
into	IN	into
the	DT	the
strip	NN	strip
and	CC	and
I	PP	I
asked	VVD	ask
because	IN	because
I	PP	I
wonder	VVP	wonder
what	WP	what
the	DT	the
military	JJ	military
value	NN	value
is	VBZ	be
of	IN	of
cutting	VVG	cut
off	RP	off
food	NN	food
medicine	NN	medicine
and	CC	and
water	NN	water
to	TO	to
Gaza	NP	Gaza
civilians	NNS	civilian
uh	UH	uh
in	IN	in
order	NN	order
to	TO	to
um	NNS	um
to	TO	to
measure	VV	measure
um	NNS	um
or	CC	or
to	TO	to
evaluate	VV	evaluate
what	WP	what
we	PP	we
are	VBP	be
doing	VVG	do
um	NNS	um
I	PP	I
cannot	MD	can
uh	UH	uh
tell	VV	tell
you	PP	you
an	DT	an
honest	JJ	honest
answer	NN	answer
um	NNS	um
when	WRB	when
I	PP	I
when	WRB	when
you	PP	you
ask	VVP	ask
me	PP	me
uh	UH	uh
when	WRB	when
you	PP	you
want	VVP	want
me	PP	me
to	TO	to
to	RB	to
to	TO	to
measure	VV	measure
it	PP	it
in	IN	in
human	JJ	human
life	NN	life
but	CC	but
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
uh	UH	uh
what	WP	what
we	PP	we
are	VBP	be
trying	VVG	try
to	TO	to
achieve	VV	achieve
and	CC	and
um	NNS	um
and	CC	and
I	PP	I
think	VVP	think
I	PP	I
believe	VVP	believe
and	CC	and
I	PP	I
totally	RB	totally
believe	VVP	believe
that	IN/that	that
you	PP	you
will	MD	will
agree	VV	agree
with	IN	with
me	PP	me
that	IN/that	that
the	DT	the
less	RBR	less
uh	UH	uh
civilians	NNS	civilian
um	NNS	um
will	MD	will
be	VB	be
killed	VVN	kill
when	WRB	when
we	PP	we
are	VBP	be
trying	VVG	try
to	TO	to
achieve	VV	achieve
our	PP$	our
goal	NN	goal
um	NNS	um
the	DT	the
concept	NN	concept
of	IN	of
Victory	NP	Victory
uh	UH	uh
will	MD	will
be	VB	be
will	MD	will
give	VV	give
us	PP	us
any	DT	any
sense	NN	sense
so	IN	so
uh	UH	uh
what	WP	what
we	PP	we
are	VBP	be
trying	VVG	try
to	TO	to
do	VV	do
now	RB	now
is	VBZ	be
uh	UH	uh
to	TO	to
destroy	VV	destroy
the	DT	the
military	JJ	military
wing	NN	wing
and	CC	and
the	DT	the
military	JJ	military
capability	NN	capability
of	IN	of
Hamas	NP	Hamas
which	WDT	which
means	VVZ	mean
Alam	NP	Alam
and	CC	and
I	PP	I
believe	VVP	believe
that	IN/that	that
this	DT	this
is	VBZ	be
um	RB	um
this	DT	this
is	VBZ	be
uh	UH	uh
the	DT	the
only	JJ	only
way	NN	way
for	IN	for
us	PP	us
um	VVZ	um
to	TO	to
create	VV	create
a	DT	a
reality	NN	reality
in	IN	in
which	WDT	which
both	DT	both
Israelis	NPS	Israelis
and	CC	and
Palestinians	NPS	Palestinians
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
live	VV	live
uh	UH	uh
in	IN	in
a	DT	a
totally	RB	totally
different	JJ	different
reality	NN	reality
but	CC	but
you	PP	you
you're	VVP	you're
suggesting	VVG	suggest
that	IN/that	that
the	DT	the
methods	NNS	method
um	NN	um
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
using	VVG	use
at	IN	at
the	DT	the
moment	NN	moment
are	VBP	be
Justified	VVN	justify
because	IN	because
of	IN	of
the	DT	the
end	NN	end
goal	NN	goal
is	VBZ	be
that	IN/that	that
right	RB	right
no	RB	no
no	RB	no
no	RB	no
no	DT	no
um	NNS	um
well	VVP	well
I	PP	I
I	PP	I
I	PP	I
left	VVD	leave
the	DT	the
military	JJ	military
uh	UH	uh
Community	NP	Community
30	CD	@card@
years	NNS	year
ago	RB	ago
and	CC	and
uh	UH	uh
and	CC	and
I	PP	I
left	VVD	leave
the	DT	the
shin	NN	shin
which	WDT	which
is	VBZ	be
the	DT	the
intelligence	NN	intelligence
Community	NP	Community
uh	UH	uh
25	CD	@card@
years	NNS	year
ago	RB	ago
so	IN	so
I'm	NP	I'm
not	RB	not
sure	JJ	sure
that	IN/that	that
I'm	NP	I'm
in	IN	in
a	DT	a
position	VV	position
uh	UH	uh
to	TO	to
advise	VV	advise
to	TO	to
our	PP$	our
military	JJ	military
generals	NNS	general
um	NNS	um
exactly	RB	exactly
what	WP	what
to	TO	to
do	VV	do
um	NNS	um
all	RB	all
what	WP	what
I	PP	I
can	MD	can
say	VV	say
that	IN/that	that
I	PP	I
think	VVP	think
that	IN/that	that
one	CD	one
of	IN	of
the	DT	the
major	JJ	major
parameters	NNS	parameter
should	MD	should
be	VB	be
to	TO	to
kill	VV	kill
as	IN	as
less	JJR	less
as	IN	as
possible	JJ	possible
civilians	NNS	civilian
and	CC	and
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
everybody	NN	everybody
including	VVG	include
Israelis	NPS	Israelis
uh	UH	uh
people	NNS	people
who	WP	who
are	VBP	be
living	VVG	live
in	IN	in
Britain	NP	Britain
Europe	NP	Europe
America	NP	America
will	MD	will
understand	VV	understand
that	IN/that	that
we	PP	we
should	MD	should
do	VV	do
everything	NN	everything
in	IN	in
order	NN	order
to	TO	to
achieve	VV	achieve
this	DT	this
goal	NN	goal
and	CC	and
to	TO	to
remind	VV	remind
especially	RB	especially
to	TO	to
you	PP	you
people	NNS	people
who	WP	who
are	VBP	be
living	VVG	live
outside	IN	outside
that	DT	that
Hamas	NN	Hamas
will	MD	will
do	VV	do
everything	NN	everything
in	IN	in
order	NN	order
to	TO	to
use	VV	use
his	PP$	his
people	NNS	people
as	IN	as
a	DT	a
human	JJ	human
shield	NN	shield
so	IN	so
it	PP	it
is	VBZ	be
a	DT	a
totally	RB	totally
asymmetric	JJ	asymmetric
conflict	NN	conflict
and	CC	and
asymmetric	JJ	asymmetric
um	NNS	um
you	PP	you
know	VV	know
uh	UH	uh
way	NN	way
that	IN/that	that
we	PP	we
we	PP	we
measure	VVP	measure
human	JJ	human
life	NN	life
your	PP$	your
your	PP$	your
president	NN	president
president	NN	president
herzo	NN	herzo
said	VVD	say
on	IN	on
October	NP	October
the	DT	the
13th	JJ	13th
it's	NN	it's
an	DT	an
entire	JJ	entire
nation	NN	nation
out	IN	out
there	RB	there
that	WDT	that
is	VBZ	be
responsible	JJ	responsible
he	PP	he
was	VBD	be
talking	VVG	talk
about	IN	about
the	DT	the
gazans	NNS	Gazan
it's	NNS	it's
not	RB	not
true	JJ	true
this	DT	this
rhetoric	NN	rhetoric
that	IN/that	that
civilians	NNS	civilian
were	VBD	be
not	RB	not
aware	JJ	aware
not	RB	not
involved	VVN	involve
they	PP	they
could	MD	could
have	VH	have
risen	VVN	rise
up	RB	up
they	PP	they
could	MD	could
have	VH	have
fought	VVN	fight
this	DT	this
evil	JJ	evil
regime	NN	regime
do	VVP	do
you	PP	you
go	VV	go
along	RP	along
with	IN	with
that	DT	that
no	UH	no
I	PP	I
totally	RB	totally
disagree	VVP	disagree
um	JJ	um
Hamas	NNS	Hamas
Was	VBD	be
Not	RB	not
Elected	VVN	elect
by	IN	by
the	DT	the
people	NNS	people
who	WP	who
lives	VVZ	live
in	IN	in
Gaza	NP	Gaza
Hamas	NP	Hamas
took	VVD	take
over	RP	over
by	IN	by
killing	VVG	kill
fat	JJ	fat
people	NNS	people
and	CC	and
Palestinian	JJ	Palestinian
Authority	NP	Authority
uh	UH	uh
you	PP	you
know	VV	know
uh	UH	uh
security	NN	security
uh	UH	uh
security	NN	security
people	NNS	people
so	IN	so
I	PP	I
totally	RB	totally
disagree	VVP	disagree
I	PP	I
think	VVP	think
that	IN/that	that
um	NNS	um
we	PP	we
have	VHP	have
to	TO	to
emphasize	VV	emphasize
something	NN	something
that	IN/that	that
which	WDT	which
is	VBZ	be
totally	RB	totally
different	JJ	different
from	IN	from
what	WP	what
I	PP	I
understand	VVP	understand
our	PP$	our
president	NN	president
said	VVD	say
we	PP	we
do	VVP	do
not	RB	not
have	VH	have
war	NN	war
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
we	PP	we
do	VVP	do
not	RB	not
have	VH	have
war	NN	war
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
innocent	JJ	innocent
Palestinians	NPS	Palestinians
who	WP	who
are	VBP	be
living	VVG	live
Gaza	NP	Gaza
they	PP	they
hate	VVP	hate
Hamas	JJ	Hamas
Hamas	NNS	Hamas
before	IN	before
this	DT	this
War	NP	War
uh	UH	uh
got	VVD	get
support	NN	support
from	IN	from
between	IN	between
20	CD	@card@
25	CD	@card@
to	TO	to
30%	CD	@card@
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
who	WP	who
are	VBP	be
living	VVG	live
under	IN	under
his	PP$	his
control	NN	control
so	IN	so
uh	UH	uh
and	CC	and
they	PP	they
do	VVP	do
not	RB	not
have	VH	have
the	DT	the
power	NN	power
Hamas	NN	Hamas
is	VBZ	be
using	VVG	use
his	PP$	his
military	JJ	military
power	NN	power
not	RB	not
only	RB	only
against	IN	against
us	PP	us
so	IN	so
our	PP$	our
our	PP$	our
our	PP$	our
enemy	NN	enemy
is	VBZ	be
Hamas	JJ	Hamas
by	IN	by
the	DT	the
way	NN	way
that	IN/that	that
you	PP	you
know	VVP	know
it's	NNS	it's
behave	VV	behave
like	IN	like
Isis	NP	Isis
they	PP	they
left	VVD	leave
the	DT	the
concept	NN	concept
of	IN	of
persuation	NN	persuation
and	CC	and
da	NN	da
that	IN/that	that
you	PP	you
know	VV	know
uh	UH	uh
he	PP	he
came	VVD	come
with	IN	with
uh	UH	uh
when	WRB	when
he	PP	he
was	VBD	be
born	VVN	bear
uh	UH	uh
during	IN	during
the	DT	the
70s	NNS	70s
and	CC	and
the	DT	the
80s	JJ	80s
they	PP	they
are	VBP	be
killing	VVG	kill
civilians	NNS	civilian
like	IN	like
Isis	NP	Isis
so	IN	so
our	PP$	our
goal	NN	goal
is	VBZ	be
to	TO	to
destroy	VV	destroy
the	DT	the
military	JJ	military
capability	NN	capability
of	IN	of
Ain	NN	ain
Hamas	NNS	Hamas
and	CC	and
not	RB	not
to	TO	to
kill	VV	kill
Palestinians	NNS	Palestinian
we	PP	we
do	VVP	do
not	RB	not
have	VH	have
war	NN	war
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
and	CC	and
if	IN	if
you	PP	you
inflict	VVP	inflict
tremendous	JJ	tremendous
hardship	NN	hardship
on	IN	on
those	DT	those
Palestinian	JJ	Palestinian
people	NNS	people
in	IN	in
the	DT	the
course	NN	course
of	IN	of
fighting	VVG	fight
Hamas	JJ	Hamas
that's	NNS	that's
just	RB	just
collateral	JJ	collateral
damage	NN	damage
is	VBZ	be
it	PP	it
that's	NNS	that's
just	RB	just
what	WP	what
you've	NN	you've
got	VVD	get
to	TO	to
you	PP	you
know	VVP	know
I	PP	I
I	PP	I
I	PP	I
hate	VVP	hate
I	PP	I
hate	VVP	hate
the	DT	the
idea	NN	idea
of	IN	of
collateral	NN	collateral
damage	NN	damage
um	NNS	um
I	PP	I
think	VVP	think
that	IN/that	that
um	NNS	um
you	PP	you
know	VVP	know
um	NNS	um
we	PP	we
uh	UH	uh
we	PP	we
kill	VVP	kill
people	NNS	people
um	NNS	um
but	CC	but
uh	UH	uh
um	NNS	um
but	CC	but
we	PP	we
are	VBP	be
trapped	JJ	trapped
um	NNS	um
I	PP	I
don't	VVD	don't
want	VV	want
to	TO	to
tell	VV	tell
you	PP	you
what	WDT	what
you	PP	you
Europeans	NPS	Europeans
did	VVD	do
in	IN	in
Afghanistan	NP	Afghanistan
and	CC	and
Iraq	NP	Iraq
uh	UH	uh
it's	NNS	it's
for	IN	for
me	PP	me
it's	NNS	it's
irrelevant	JJ	irrelevant
uh	UH	uh
but	CC	but
at	IN	at
least	JJS	least
I	PP	I
know	VVP	know
I	PP	I
know	VV	know
most	JJS	most
of	IN	of
the	DT	the
general	NN	general
all	RB	all
the	DT	the
generals	NNS	general
in	IN	in
the	DT	the
in	IN	in
the	DT	the
in	IN	in
the	DT	the
IDF	NP	IDF
I	PP	I
know	VVP	know
them	PP	them
and	CC	and
I	PP	I
know	VVP	know
that	IN/that	that
they	PP	they
will	MD	will
do	VV	do
everything	NN	everything
in	IN	in
avoid	VV	avoid
in	IN	in
order	NN	order
to	TO	to
avoid	VV	avoid
what	WP	what
you	PP	you
call	VVP	call
collateral	NN	collateral
damage	NN	damage
and	CC	and
I	PP	I
say	VVP	say
or	CC	or
call	VV	call
uh	UH	uh
The	DT	the
Killing	JJ	killing
uh	UH	uh
of	IN	of
of	IN	of
civilians	NNS	civilian
and	CC	and
um	NNS	um
and	CC	and
that's	NNS	that's
it	PP	it
but	CC	but
we	PP	we
we	PP	we
are	VBP	be
Corner	NP	Corner
because	IN	because
the	DT	the
reality	NN	reality
in	IN	in
which	WDT	which
on	IN	on
one	CD	one
side	NN	side
of	IN	of
what	WP	what
we	PP	we
call	VVP	call
border	NN	border
leaving	VVG	leave
Israelis	NPS	Israelis
and	CC	and
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
the	DT	the
Border	NP	Border
Hamas	NP	Hamas
control	VVP	control
the	DT	the
Palestinians	NPS	Palestinians
is	VBZ	be
unacceptable	JJ	unacceptable
anymore	RB	anymore
we	PP	we
were	VBD	be
stupid	JJ	stupid
enough	RB	enough
in	IN	in
order	NN	order
not	RB	not
to	TO	to
see	VV	see
and	CC	and
probably	RB	probably
we	PP	we
made	VVD	make
many	JJ	many
mistakes	NNS	mistake
and	CC	and
I	PP	I
blame	VVP	blame
my	PP$	my
prime	JJ	prime
minister	NN	minister
and	CC	and
I	PP	I
still	RB	still
blame	VVP	blame
him	PP	him
for	IN	for
you	PP	you
know	VVP	know
creating	VVG	create
Hamas	NNS	Hamas
to	TO	to
the	DT	the
evil	JJ	evil
level	NN	level
of	IN	of
evil	NN	evil
that	IN/that	that
we	PP	we
see	VVP	see
today	NN	today
but	CC	but
we	PP	we
cannot	MD	can
go	VV	go
to	TO	to
the	DT	the
past	NN	past
and	CC	and
to	TO	to
discuss	VV	discuss
our	PP$	our
mistake	NN	mistake
we	PP	we
did	VVD	do
mistakes	NNS	mistake
but	CC	but
for	IN	for
our	PP$	our
our	PP$	our
problem	NN	problem
today	NN	today
is	VBZ	be
how	WRB	how
to	TO	to
fight	VV	fight
Hamas	NN	Hamas
and	CC	and
yes	RB	yes
I	PP	I
do	VVP	do
agree	VV	agree
that	IN/that	that
we	PP	we
have	VHP	have
to	TO	to
say	VV	say
again	RB	again
and	CC	and
again	RB	again
and	CC	and
again	RB	again
our	PP$	our
enemy	NN	enemy
are	VBP	be
not	RB	not
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
and	CC	and
this	DT	this
is	VBZ	be
why	WRB	why
I	PP	I
say	VVP	say
to	TO	to
the	DT	the
Israelis	NPS	Israelis
not	RB	not
all	RB	all
of	IN	of
them	PP	them
you	PP	you
know	VVP	know
agree	VV	agree
with	IN	with
me	PP	me
unless	IN	unless
we	PP	we
should	MD	should
speak	VV	speak
not	RB	not
on	IN	on
the	DT	the
military	NN	military
go	VVP	go
we	PP	we
are	VBP	be
speaking	VVG	speak
all	PDT	all
the	DT	the
way	NN	way
on	IN	on
military	JJ	military
achievement	NN	achievement
military	JJ	military
goal	NN	goal
unless	IN	unless
we	PP	we
shall	MD	shall
Define	VV	define
a	DT	a
political	JJ	political
goal	NN	goal
Victory	NP	Victory
is	VBZ	be
not	RB	not
measured	VVN	measure
in	IN	in
military	JJ	military
terms	NNS	term
the	DT	the
political	JJ	political
goal	NN	goal
should	MD	should
be	VB	be
to	TO	to
revive	VV	revive
the	DT	the
concept	NN	concept
of	IN	of
two	CD	two
states	NNS	state
it	PP	it
will	MD	will
take	VV	take
years	NNS	year
but	CC	but
the	DT	the
the	DT	the
concept	NN	concept
you	PP	you
know	VVP	know
we	PP	we
have	VHP	have
to	TO	to
we	PP	we
have	VHP	have
to	TO	to
create	VV	create
a	DT	a
different	JJ	different
story	NN	story
to	TO	to
what	WP	what
we	PP	we
are	VBP	be
doing	VVG	do
today	NN	today
and	CC	and
the	DT	the
story	NN	story
should	MD	should
be	VB	be
we	PP	we
are	VBP	be
doing	VVG	do
today	NN	today
because	IN	because
we	PP	we
are	VBP	be
fight	NN	fight
we	PP	we
it's	NNS	it's
not	RB	not
a	DT	a
war	NN	war
of	IN	of
Revenge	NN	revenge
it's	NNS	it's
a	DT	a
war	NN	war
in	IN	in
order	NN	order
to	TO	to
defend	VV	defend
our	PP$	our
people	NNS	people
how	WRB	how
worried	JJ	worried
are	VBP	be
you	PP	you
that	IN/that	that
having	VHG	have
raised	VVN	raise
the	DT	the
issue	NN	issue
of	IN	of
humanitarian	JJ	humanitarian
hardship	NN	hardship
with	IN	with
Israel	NP	Israel
in	IN	in
private	JJ	private
uh	UH	uh
America	NP	America
is	VBZ	be
now	RB	now
airing	VVG	air
significant	JJ	significant
concerns	NNS	concern
in	IN	in
public	JJ	public
and	CC	and
I	PP	I
wonder	VVP	wonder
can	MD	can
the	DT	the
Israeli	JJ	Israeli
government	NN	government
afford	VV	afford
to	TO	to
ignore	VV	ignore
those	DT	those
concerns	NNS	concern
Anthony	NP	Anthony
blinken	NP	blinken
the	DT	the
Secretary	NP	Secretary
of	IN	of
State	NP	State
said	VVD	say
just	RB	just
last	JJ	last
week	NN	week
while	IN	while
Israel	NP	Israel
has	VHZ	have
the	DT	the
right	NN	right
to	TO	to
defend	VV	defend
itself	PP	itself
the	DT	the
way	NN	way
it	PP	it
does	VVZ	do
so	RB	so
matters	VVZ	matter
it	PP	it
means	VVZ	mean
food	NN	food
water	NN	water
medicine	NN	medicine
and	CC	and
other	JJ	other
humanitarian	JJ	humanitarian
assistance	NN	assistance
must	MD	must
be	VB	be
able	JJ	able
to	TO	to
flow	VV	flow
into	IN	into
Gaza	NP	Gaza
and	CC	and
to	TO	to
the	DT	the
people	NNS	people
who	WP	who
need	VVP	need
them	PP	them
um	JJ	um
Israel	NP	Israel
doesn't	NN	doesn't
seem	VVP	seem
to	TO	to
be	VB	be
taking	VVG	take
too	RB	too
much	JJ	much
concern	NN	concern
with	IN	with
with	IN	with
that	DT	that
uh	UH	uh
strcture	NN	strcture
well	RB	well
I	PP	I
um	VVZ	um
I	PP	I
totally	RB	totally
agree	VV	agree
uh	UH	uh
but	CC	but
I	PP	I
would	MD	would
raas	NN	raas
um	NN	um
the	DT	the
the	DT	the
last	JJ	last
sentence	NN	sentence
that	IN/that	that
Israel	NP	Israel
do	VV	do
not	RB	not
really	RB	really
care	VV	care
uh	UH	uh
I	PP	I
agree	VVP	agree
that	DT	that
humanitarian	JJ	humanitarian
uh	UH	uh
you	PP	you
know	VVP	know
issue	NN	issue
humanitarian	JJ	humanitarian
issue	NN	issue
meaning	NN	meaning
you	PP	you
know	VVP	know
human	JJ	human
suffering	NN	suffering
and	CC	and
human	JJ	human
and	CC	and
human	JJ	human
uh	UH	uh
people	NNS	people
innocent	JJ	innocent
people	NNS	people
dying	VVG	die
yes	UH	yes
uh	UH	uh
we	PP	we
we	PP	we
we	PP	we
have	VHP	have
to	TO	to
take	VV	take
it	PP	it
in	IN	in
account	NN	account
um	NNS	um
we	PP	we
cannot	MD	can
measure	VV	measure
it	PP	it
but	CC	but
uh	UH	uh
I	PP	I
I	PP	I
don't	VVD	don't
think	VV	think
that	IN/that	that
um	VVG	um
you	PP	you
you	PP	you
didn't	VVD	didn't
mention	VV	mention
the	DT	the
people	NNS	people
the	DT	the
Israelis	NPS	Israelis
uh	UH	uh
who	WP	who
are	VBP	be
uh	UH	uh
you	PP	you
know	VVP	know
being	JJ	being
hostages	NNS	hostage
uh	UH	uh
in	IN	in
the	DT	the
hands	NNS	hand
of	IN	of
Hamas	JJ	Hamas
uh	UH	uh
I	PP	I
think	VVP	think
that	IN/that	that
um	VVG	um
we	PP	we
we	PP	we
will	MD	will
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
measure	VV	measure
the	DT	the
concept	NN	concept
of	IN	of
Victory	NP	Victory
without	IN	without
measuring	VVG	measure
human	JJ	human
life	NN	life
and	CC	and
without	IN	without
bringing	VVG	bring
back	RB	back
the	DT	the
Israelis	NPS	Israelis
who	WP	who
were	VBD	be
kidnapped	VVN	kidnap
children	NNS	child
uh	UH	uh
elderly	JJ	elderly
and	CC	and
and	CC	and
and	CC	and
you	PP	you
know	VVP	know
innocent	JJ	innocent
people	NNS	people
who	WP	who
are	VBP	be
suffering	VVG	suffer
now	RB	now
um	JJ	um
in	IN	in
the	DT	the
hand	NN	hand
of	IN	of
Hamas	NP	Hamas
President	NP	President
Biden	NP	Biden
said	VVD	say
on	IN	on
his	PP$	his
way	NN	way
back	RB	back
from	IN	from
Israel	NP	Israel
I	PP	I
was	VBD	be
very	RB	very
blunt	JJ	blunt
with	IN	with
the	DT	the
Israelis	NPS	Israelis
Israel	NP	Israel
has	VHZ	have
been	VBN	be
badly	RB	badly
victimized	VVN	victimize
but	CC	but
you	PP	you
know	VVP	know
the	DT	the
truth	NN	truth
is	VBZ	be
that	IN/that	that
if	IN	if
they	PP	they
have	VHP	have
an	DT	an
opportunity	NN	opportunity
to	TO	to
relieve	VV	relieve
suffering	NN	suffering
of	IN	of
people	NNS	people
who	WP	who
have	VHP	have
nowhere	RB	nowhere
to	TO	to
go	VV	go
that	DT	that
is	VBZ	be
what	WP	what
