<video_id>QoRa4xRxC1U</video_id>	NP	<video_id>QoRa4xRxC1U</video_id>
tanyaa	NN	tanyaa
reporting	VVG	report
from	IN	from
ashdod	NN	ashdod
thank	VVP	thank
you	PP	you
so	RB	so
much	JJ	much
Tanya	NP	Tanya
the	DT	the
Israeli	JJ	Israeli
milit	NN	milit
milary	NN	milary
has	VHZ	have
raised	VVN	raise
to	TO	to
199	CD	@card@
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
confirmed	VVN	confirm
to	TO	to
have	VH	have
been	VBN	be
abducted	VVN	abduct
by	IN	by
Hamas	NN	Hamas
to	TO	to
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
Israel	NP	Israel
has	VHZ	have
been	VBN	be
massing	VVG	mass
troops	NNS	troop
and	CC	and
tanks	NNS	tank
on	IN	on
the	DT	the
border	NN	border
with	IN	with
Gaza	NP	Gaza
ahead	RB	ahead
of	IN	of
a	DT	a
much	JJ	much
anticipated	JJ	anticipated
ground	NN	ground
offensive	NN	offensive
they've	NN	they've
ordered	VVD	order
more	JJR	more
than	IN	than
one	CD	one
million	CD	million
gazans	NNS	Gazan
to	TO	to
move	VV	move
South	JJ	South
ahead	RB	ahead
of	IN	of
the	DT	the
operation	NN	operation
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
people	NNS	people
in	IN	in
Gaza	NP	Gaza
are	VBP	be
in	IN	in
a	DT	a
desperate	JJ	desperate
situation	NN	situation
now	RB	now
as	IN	as
supplies	NNS	supply
of	IN	of
water	NN	water
electricity	NN	electricity
and	CC	and
food	NN	food
run	NN	run
low	JJ	low
Israel	NP	Israel
has	VHZ	have
stepped	VVN	step
up	RP	up
its	PP$	its
bombing	NN	bombing
of	IN	of
The	DT	the
Enclave	NN	enclave
as	IN	as
part	NN	part
of	IN	of
its	PP$	its
campaign	NN	campaign
to	TO	to
obliterate	VV	obliterate
Hamas	NNS	Hamas
after	IN	after
the	DT	the
group	NN	group
massacred	VVD	massacre
more	JJR	more
than	IN	than
1,000	CD	@card@
Israeli	JJ	Israeli
civilians	NNS	civilian
a	DT	a
moment	NN	moment
of	IN	of
silence	NN	silence
for	IN	for
the	DT	the
victims	NNS	victim
of	IN	of
Israel's	JJ	Israel's
deadliest	JJS	deadly
terror	NN	terror
attack	NN	attack
this	DT	this
is	VBZ	be
how	WRB	how
the	DT	the
first	JJ	first
meeting	NN	meeting
of	IN	of
Israel's	NP	Israel's
expanded	JJ	expanded
emergency	NN	emergency
cabinet	NN	cabinet
began	VVD	begin
the	DT	the
solemn	JJ	solemn
mood	NN	mood
followed	VVN	follow
by	IN	by
a	DT	a
vow	NN	vow
for	IN	for
vengeance	NN	vengeance
I	PP	I
saw	VVD	see
our	PP$	our
wonderful	JJ	wonderful
fighters	NNS	fighter
who	WP	who
are	VBP	be
now	RB	now
on	IN	on
the	DT	the
front	JJ	front
line	NN	line
they	PP	they
know	VVP	know
that	IN/that	that
the	DT	the
whole	JJ	whole
nation	NN	nation
is	VBZ	be
behind	IN	behind
them	PP	them
they	PP	they
understand	VVP	understand
the	DT	the
magnitude	NN	magnitude
of	IN	of
the	DT	the
task	NN	task
they	PP	they
are	VBP	be
ready	JJ	ready
to	TO	to
snap	VV	snap
into	IN	into
action	NN	action
at	IN	at
any	DT	any
moment	NN	moment
to	TO	to
wipe	VV	wipe
out	RP	out
the	DT	the
bloodthirsty	JJ	bloodthirsty
monsters	NNS	monster
who	WP	who
seek	VVP	seek
to	TO	to
annihilate	VV	annihilate
us	PP	us
if	IN	if
Hamas	NP	Hamas
thought	VVD	think
we	PP	we
would	MD	would
fall	VV	fall
apart	RB	apart
they	PP	they
were	VBD	be
wrong	JJ	wrong
we	PP	we
will	MD	will
tear	VV	tear
Hamas	NNS	Hamas
apart	RB	apart
Israeli	JJ	Israeli
forces	NNS	force
have	VHP	have
been	VBN	be
amassing	VVG	amass
at	IN	at
the	DT	the
Gaza	NP	Gaza
border	NN	border
waiting	VVG	wait
for	IN	for
the	DT	the
green	JJ	green
light	NN	light
to	TO	to
begin	VV	begin
a	DT	a
much	JJ	much
anticipated	JJ	anticipated
ground	NN	ground
offensive	NN	offensive
as	IN	as
the	DT	the
threat	NN	threat
of	IN	of
invasion	NN	invasion
looms	VVZ	loom
air	NN	air
strikes	NNS	strike
have	VHP	have
continued	VVN	continue
raining	VVG	rain
down	RP	down
across	IN	across
the	DT	the
besieged	JJ	besieged
territory	NN	territory
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
Palestinians	NPS	Palestinians
have	VHP	have
fled	VVN	flee
to	TO	to
the	DT	the
south	NN	south
after	IN	after
an	DT	an
Israeli	JJ	Israeli
evacuation	NN	evacuation
order	NN	order
but	CC	but
they're	NN	they're
not	RB	not
safe	JJ	safe
from	IN	from
air	NN	air
strikes	NNS	strike
here	RB	here
either	CC	either
Israel	NP	Israel
also	RB	also
cut	VVD	cut
off	RP	off
garan's	NNS	garan's
access	NN	access
to	TO	to
food	NN	food
water	NN	water
and	CC	and
electricity	NN	electricity
compounding	VVG	compound
the	DT	the
misery	NN	misery
the	DT	the
cues	NNS	cue
for	IN	for
water	NN	water
wind	VVP	wind
their	PP$	their
way	NN	way
down	IN	down
streets	NNS	street
desperate	JJ	desperate
people	NNS	people
line	NN	line
up	RP	up
for	IN	for
hours	NNS	hour
I've	NN	I've
come	VVN	come
to	TO	to
get	VV	get
water	NN	water
we	PP	we
don't	VVD	don't
have	VH	have
any	DT	any
water	NN	water
we've	NN	we've
reached	VVD	reach
a	DT	a
disastrous	JJ	disastrous
situation	NN	situation
the	DT	the
situation	NN	situation
is	VBZ	be
catastrophic	JJ	catastrophic
by	IN	by
all	DT	all
standards	NNS	standard
with	IN	with
the	DT	the
crisis	NN	crisis
in	IN	in
food	NN	food
water	NN	water
and	CC	and
electricity	NN	electricity
I	PP	I
mean	VVP	mean
people	NNS	people
can't	NN	can't
do	VVP	do
anything	NN	anything
in	IN	in
the	DT	the
current	JJ	current
conditions	NNS	condition
if	IN	if
you	PP	you
go	VVP	go
to	TO	to
people's	NNS	people's
homes	NNS	home
and	CC	and
film	NN	film
inside	IN	inside
you	PP	you
will	MD	will
see	VV	see
extremely	RB	extremely
dire	JJ	dire
situations	NNS	situation
Israel	NP	Israel
says	VVZ	say
it's	NNS	it's
now	RB	now
agreed	VVD	agree
to	TO	to
turn	VV	turn
the	DT	the
Taps	VVZ	tap
back	RB	back
on	IN	on
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
providing	VVG	provide
a	DT	a
drop	NN	drop
of	IN	of
relief	NN	relief
as	IN	as
the	DT	the
conflict	NN	conflict
deepens	VVZ	deepen
I	PP	I
spoke	VVD	speak
to	TO	to
journalist	NN	journalist
hazam	NN	hazam
baloa	NN	baloa
earlier	JJR	early
he's	NNS	he's
in	IN	in
narat	NN	narat
in	IN	in
the	DT	the
central	JJ	central
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
he	PP	he
told	VVD	tell
me	PP	me
more	JJR	more
about	IN	about
the	DT	the
situation	NN	situation
there	IN	here
uh	UH	uh
it's	NN	it's
kot	NN	kot
um	NNS	um
in	IN	in
um	NNS	um
there	EX	there
is	VBZ	be
continuous	JJ	continuous
of	IN	of
Israeli	JJ	Israeli
uh	UH	uh
aerial	JJ	aerial
bombardment	NN	bombardment
and	CC	and
air	NN	air
strikes	NNS	strike
in	IN	in
different	JJ	different
areas	NNS	area
across	IN	across
the	DT	the
Gaza	NP	Gaza
St	NP	St
um	VVZ	um
there	EX	there
are	VBP	be
reports	NNS	report
that	IN/that	that
it's	NNS	it's
more	RBR	more
intense	JJ	intense
in	IN	in
Gaza	NP	Gaza
City	NP	City
and	CC	and
um	VVZ	um
uh	UH	uh
the	DT	the
Border	NP	Border
area	NN	area
and	CC	and
Northern	JJ	northern
bar	NN	bar
of	IN	of
Gaza	NP	Gaza
but	CC	but
still	RB	still
as	RB	as
well	RB	well
there	EX	there
were	VBD	be
many	JJ	many
strikes	NNS	strike
in	IN	in
in	IN	in
my	PP$	my
area	NN	area
and	CC	and
um	NN	um
in	IN	in
the	DT	the
South	JJ	South
inun	NN	inun
and	CC	and
raasa	NN	raasa
um	NNS	um
regarding	VVG	regard
the	DT	the
humanitarian	JJ	humanitarian
situation	NN	situation
still	RB	still
there	EX	there
is	VBZ	be
no	DT	no
electricity	NN	electricity
um	NN	um
um	NNS	um
as	IN	as
you	PP	you
mentioned	VVD	mention
in	IN	in
the	DT	the
report	NN	report
there	EX	there
are	VBP	be
like	IN	like
cues	VVZ	cue
uh	UH	uh
for	IN	for
people	NNS	people
with	IN	with
galloons	NNS	galloon
and	CC	and
tanks	NNS	tank
or	CC	or
whatever	WDT	whatever
they	PP	they
have	VHP	have
to	TO	to
to	TO	to
fill	VV	fill
it	PP	it
with	IN	with
the	DT	the
with	IN	with
the	DT	the
water	NN	water
for	IN	for
washing	VVG	wash
there	EX	there
is	VBZ	be
no	DT	no
drinking	VVG	drink
water	NN	water
um	NNS	um
barely	RB	barely
some	DT	some
mobile	JJ	mobile
trucks	NNS	truck
come	VVN	come
to	TO	to
the	DT	the
areas	NNS	area
uh	UH	uh
along	IN	along
cues	NNS	cue
at	IN	at
the	DT	the
bakeries	NNS	bakery
and	CC	and
restaurants	NNS	restaurant
and	CC	and
and	CC	and
and	CC	and
grocery	NN	grocery
shops	NNS	shop
to	TO	to
grab	VV	grab
whatever	WDT	whatever
they	PP	they
have	VHP	have
they	PP	they
uh	UH	uh
there	EX	there
are	VBP	be
many	JJ	many
people	NNS	people
are	VBP	be
are	VBP	be
sleeping	VVG	sleep
overnight	RB	overnight
in	IN	in
their	PP$	their
cars	NNS	car
or	CC	or
in	IN	in
the	DT	the
street	NN	street
because	IN	because
there	EX	there
is	VBZ	be
no	DT	no
place	NN	place
to	TO	to
go	VV	go
go	VV	go
still	RB	still
Israelis	NNS	Israeli
are	VBP	be
asking	VVG	ask
Palestinians	NNS	Palestinian
in	IN	in
the	DT	the
north	NN	north
and	CC	and
and	NP	and
and	CC	and
Gaza	NP	Gaza
City	NP	City
to	TO	to
evacuate	VV	evacuate
to	TO	to
kanun	NN	kanun
but	CC	but
um	NN	um
those	DT	those
people	NNS	people
they	PP	they
are	VBP	be
not	RB	not
able	JJ	able
to	TO	to
move	VV	move
because	IN	because
there	EX	there
is	VBZ	be
no	DT	no
uh	UH	uh
Transportation	NN	transportation
or	CC	or
it's	NNS	it's
risky	JJ	risky
Road	NP	Road
um	NN	um
um	NN	um
um	JJ	um
um	NN	um
um	NNS	um
and	CC	and
you	PP	you
know	VVP	know
like	IN	like
people	NNS	people
wondering	VVG	wonder
um	NNS	um
about	RB	about
like	VVP	like
when	WRB	when
when	WRB	when
um	JJ	um
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
end	VV	end
or	CC	or
if	IN	if
there	EX	there
is	VBZ	be
uh	UH	uh
rumors	VVZ	rumor
uh	UH	uh
about	RB	about
ceasefire	NN	ceasefire
or	CC	or
um	NN	um
a	DT	a
temporary	JJ	temporary
post	NN	post
for	IN	for
to	TO	to
to	TO	to
cope	VV	cope
with	IN	with
the	DT	the
with	IN	with
the	DT	the
situation	NN	situation
they	PP	they
are	VBP	be
experiencing	VVG	experience
uh	UH	uh
these	DT	these
days	NNS	day
Hasam	NN	Hasam
I	PP	I
wanted	VVD	want
to	TO	to
ask	VV	ask
you	PP	you
about	IN	about
these	DT	these
these	DT	these
reports	NNS	report
of	IN	of
a	DT	a
of	IN	of
a	DT	a
possible	JJ	possible
ceasefire	NN	ceasefire
which	WDT	which
would	MD	would
allow	VV	allow
foreign	JJ	foreign
citizens	NNS	citizen
to	TO	to
to	TO	to
evacuate	VV	evacuate
and	CC	and
of	IN	of
course	NN	course
allow	VVP	allow
humanitarian	JJ	humanitarian
Aid	NN	aid
to	TO	to
come	VV	come
in	IN	in
have	VHP	have
have	VH	have
you	PP	you
heard	VVN	hear
any	DT	any
more	RBR	more
uh	UH	uh
about	RB	about
these	DT	these
rumors	NNS	rumor
about	IN	about
this	DT	this
possible	JJ	possible
ceasefire	NN	ceasefire
all	PDT	all
this	DT	this
rumors	NNS	rumor
no	DT	no
concrete	JJ	concrete
information	NN	information
about	IN	about
this	DT	this
like	IN	like
all	DT	all
um	NNS	um
I	PP	I
mean	VVP	mean
at	IN	at
least	JJS	least
from	IN	from
Ian	NP	Ian
side	NN	side
that	IN/that	that
Hamas	NP	Hamas
and	CC	and
and	NP	and
officials	NNS	official
in	IN	in
Gaza	NP	Gaza
they	PP	they
said	VVD	say
we	PP	we
haven't	VVD	haven't
hear	VV	hear
about	IN	about
it	PP	it
um	VVZ	um
there	EX	there
is	VBZ	be
no	DT	no
concrete	JJ	concrete
or	CC	or
solid	JJ	solid
information	NN	information
talking	VVG	talk
about	IN	about
this	DT	this
all	DT	all
rumors	NNS	rumor
there	EX	there
are	VBP	be
like	IN	like
a	DT	a
lot	NN	lot
of	IN	of
mediations	NNS	mediation
led	VVN	lead
by	IN	by
Egyptian	JJ	Egyptian
and	CC	and
cutter	NN	cutter
and	CC	and
other	JJ	other
parties	NNS	party
um	NNS	um
but	CC	but
I	PP	I
mean	VVP	mean
still	RB	still
on	IN	on
the	DT	the
ground	NN	ground
there	EX	there
is	VBZ	be
no	DT	no
confirmation	NN	confirmation
on	IN	on
that	WDT	that
all	DT	all
right	JJ	right
Hasam	NP	Hasam
Bela	NP	Bela
reporting	VVG	report
from	IN	from
the	DT	the
central	JJ	central
Gaza	NP	Gaza
Strip	NP	Strip
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
update	NN	update
thank	VV	thank
you	PP	you
we're	RB	we're
joined	VVD	join
Now	RB	now
by	IN	by
The	DT	the
World	NP	World
Health	NP	Health
organization's	NP	organization's
Regional	NP	Regional
director	NN	director
for	IN	for
the	DT	the
Eastern	NP	Eastern
Mediterranean	NP	Mediterranean
Ahmed	NP	Ahmed
Al	NP	Al
mandari	NNS	mandari
welcome	VVP	welcome
to	TO	to
DW	JJ	DW
thanks	NNS	thanks
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
time	NN	time
we're	NN	we're
hearing	VVG	hear
the	DT	the
Rafa	NP	Rafa
border	NN	border
crossing	NN	crossing
might	MD	might
be	VB	be
opening	VVG	open
today	NN	today
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
what	WP	what
preparations	NNS	preparation
are	VBP	be
in	IN	in
place	NN	place
once	IN	once
the	DT	the
Border	NP	Border
opens	VVZ	open
to	TO	to
presumably	RB	presumably
get	VV	get
Aid	NN	aid
in	IN	in
as	RB	as
quickly	RB	quickly
as	RB	as
possible	RB	possible
thank	VV	thank
you	PP	you
Ana	NP	Ana
for	IN	for
giving	VVG	give
me	PP	me
the	DT	the
opportunity	NN	opportunity
and	CC	and
uh	UH	uh
in	IN	in
fact	NN	fact
you	PP	you
know	VVP	know
yes	RB	yes
we	PP	we
heard	VVD	hear
that	IN/that	that
today	NN	today
morning	NN	morning
the	DT	the
cross	NN	cross
border	NN	border
will	MD	will
be	VB	be
opened	VVN	open
uh	UH	uh
we	PP	we
as	IN	as
a	DT	a
who	WP	who
already	RB	already
um	NNS	um
landed	VVD	land
one	CD	one
airplane	NN	airplane
full	JJ	full
of	IN	of
supplies	NNS	supply
medical	JJ	medical
supplies	VVZ	supply
uh	UH	uh
that	WDT	that
are	VBP	be
ready	JJ	ready
to	TO	to
be	VB	be
you	PP	you
know	VVP	know
shipped	VVN	ship
to	TO	to
Gaza	NP	Gaza
once	IN	once
the	DT	the
