video_id,video_title,thumbnail_path,transcript,publish_date,description
LYc1_vtpPNY,Gaza: Offenbar Dutzende Tote nach Angriff auf Flüchtlingslager,data/de_tagesschau\Gaza Offenbar Dutzende Tote nach Angriff auf Flüchtlingslager.jpg,,20231101,"Seit Beginn des Krieges zwischen der Terrororganisation Hamas und Israel harren Palästinenser:innen am Grenzübergang Rafah aus. Sie wollen raus aus dem Gazastreifen – doch die Grenze zu Ägypten war geschlossen. Nun hat eine erste Gruppe von Menschen mit doppelter Staatsangehörigkeit den Gazastreifen auf diesem Wege verlassen können. Unterdessen hat das israelische Militär bekanntgegeben, dass bislang mehr als 11.000 Ziele im Gaza-Streifen angegriffen worden seien. Auch in der Nacht hätten Bodentruppen im Verbund mit der Luftwaffe und der Marine mehrere Stellungen attackiert, darunter Kommandozentralen der Hamas. Zuletzt waren bei einem Luftangriff im Flüchtlingslager Dschabalia zahlreiche Menschen ums Leben gekommen. 

Mehr Informationen zum Thema: https://www.tagesschau.de/ausland/asien/nahost-gaza-fluechtlingslager-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
WSaaHZsLTpM,Erste Menschen mit doppelter Staatsbürgerschaft dürfen Gazastreifen verlassen,data/de_tagesschau\Erste Menschen mit doppelter Staatsbürgerschaft dürfen Gazastreifen verlassen.jpg,,20231101,"Erstmals seit Ausbruch der Kämpfe im Nahen Osten können Menschen mit doppelter Staatsbürgerschaft den Gazastreifen verlassen. Auch schwerverletzte Palästinenser:innen sollen den Grenzübergang Rafah in Richtung Ägypten passieren dürfen.

Mehr Informationen zum Thema: https://www.tagesschau.de/ausland/auslaender-verlassen-gaza-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
tvM8OrsM-Mc,tagesschau24 Extra zur Lage in Nahost,data/de_tagesschau\tagesschau24 Extra zur Lage in Nahost.jpg,,20231101,"Der Krieg zwischen Israel und der radikalislamischen Terrororganisation Hamas geht unvermindert weiter: Immer wieder gibt es Angriffe, gleichzeitig können zum ersten Mal ausländische Zivilist:innen den Gazastreifen an einem Grenzübergang verlassen. Tagesschau24 zeigt in einer Sondersendung Einschätzungen, Analysen und Hintergründe zur aktuellen Lage in Nahost.

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
rFtbYu_ugNQ,Israels Armee berichtet von heftigen Kämpfen in der Nacht im Gazastreifen,data/de_tagesschau\Israels Armee berichtet von heftigen Kämpfen in der Nacht im Gazastreifen.jpg,,20231103,"Das israelische Militär hat nach eigenen Angaben bei heftigen nächtlichen Kämpfen im Gazastreifen mehrere Terrorist:innen getötet. Soldat:innen hätten in der Nacht gegen eine Reihe von Terrorkommandos gekämpft, wie das israelische Militär auf Telegram bekanntgegeben hat.

Die Soldat:innen hätten sich unter schwerem Beschuss ein langes Gefecht geliefert, hieß es ohne Angaben zum Ort der Kämpfe. Die Terrorist:innen seien demnach getötet und die Gefahr für die Truppen gebannt worden.

Weitere Informationen: https://www.tagesschau.de/newsticker/liveblog-israel-freitag-106.html 

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
1YwAI_aY-wQ,"Hisbollah-Chef zu Krieg in Nahost: ""Alle Optionen auf dem Tisch""",data/de_tagesschau\Hisbollah-Chef zu Krieg in Nahost Alle Optionen auf dem Tisch.jpg,,20231103,"In seiner ersten Rede seit Kriegsbeginn hat Hisbollah-Chef Nasrallah den Hamas-Angriff auf Israel gelobt - und betont, dieser sei rein palästinensisch geplant gewesen. Er drohte auch mit einer Eskalation an der libanesischen Grenze. Mehr zum Thema: https://www.tagesschau.de/ausland/hisbollah-chef-rede-100.html

Unterdessen konnten heute 30 Deutsche - darunter Familien mit Kindern - den Gazastreifen verlassen. Mehr zum Thema: https://www.tagesschau.de/newsticker/liveblog-israel-freitag-106.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
mTVF47b3eo4,US-Außenminister Blinken fordert Israel zur Feuerpause auf,data/de_tagesschau\US-Außenminister Blinken fordert Israel zur Feuerpause auf.jpg,,20231104,"US-Außenminister Blinken hat sich bei seinem zweiten Israel-Besuch seit Beginn des Nahost-Krieges vergeblich für eine humanitäre temporäre Feuerpause im Gazastreifen eingesetzt. Eine humanitäre Feuerpause mache es möglich, Vorkehrungen zur Erhöhung der Sicherheit der Zivilist:innen im Gazastreifen zu treffen, und erleichtere Hilfslieferungen. ARD-Korrespondent Oliver Feldforth analysiert die Lage vor Ort im Gespräch mit tagesschau24.

Mehr Informationen im heutigen Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-samstag-106.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
pwEcL55YJj4,Krieg in Nahost: Kämpfe im Gazastreifen halten an,data/de_tagesschau\Krieg in Nahost Kämpfe im Gazastreifen halten an.jpg,,20231104,"Die israelische Armee hat nach eigenen Angaben neue Angriffe aus dem Libanon abgewehrt. Die USA erwarten laut einem Medienbericht eine Intensivierung von Israels Bodenoperation im Gazastreifen. Die Entwicklungen im Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-samstag-106.html 

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
9gUxvWkkVEU,Jüdische und arabische Israelis betonen Gemeinsamkeiten,data/de_tagesschau\Jüdische und arabische Israelis betonen Gemeinsamkeiten.jpg,,20231105,"Sie nennen sich die ""Wächer von Jaffa"": Jüdische und arabische Israelis zeigen gemeinsam Präsenz.

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
MnUoE3YP2x0,Krieg in Nahost: Gazastreifen laut Israel geteilt,data/de_tagesschau\Krieg in Nahost Gazastreifen laut Israel geteilt.jpg,,20231106,"Der Gazastreifen ist nach Militärangaben von israelischen Truppen vollständig in zwei Hälften geteilt worden. Es gebe nun „ein Nordgaza und ein Südgaza“, sagte Militärsprecher Daniel Hagari. Die Stadt Gaza sei vollständig eingekreist.

US-Außenminister Blinken führt in der Türkei weitere diplomatische Gespräche zum Gaza-Krieg. Griechenland schickt Hilfsgüter für den Gazastreifen nach Ägypten. Alle Entwicklungen im Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-montag-106.html 

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
r4_quH0G8gc,Kämpfe im Gazastreifen: Israelische Armee hat Gaza-Stadt nach eigenen Angaben umstellt,data/de_tagesschau\Kämpfe im Gazastreifen Israelische Armee hat Gaza-Stadt nach eigenen Angaben umstellt.jpg,,20231106,"Die israelische Armee fordert die Palästinenster:innen auf, in den Süden zu fliehen. Doch viele von ihnen bleiben - auch weil manchen gar keine andere Wahl bleibt. Eine Reportage: https://www.tagesschau.de/ausland/asien/gaza-israel-nahost-krieg-100.html 

Mehr zum unterirdischen Versorgungssystem: https://www.tagesschau.de/ausland/asien/gaza-tunnelsystem-100.html 

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
pFtVewAOrHM,Israel: Angehörige der Hamas-Geiseln erhöhen Druck auf Politik,data/de_tagesschau\Israel Angehörige der Hamas-Geiseln erhöhen Druck auf Politik.jpg,,20231107,"Die israelischen Streitkräfte erklärten, dass die Einheiten von Norden und Süden nach Gaza-Stadt vorrückten, auch die Luftangriffe würden verstärkt. Ziel der Operationen sei es, den Druck auf Gebiete zu erhöhen, die als Hochburgen der Hamas gelten, darunter das Shifa-Krankenhaus und das Flüchtlingslager Shati.

35 jüdische und arabische Menschenrechtsgruppen in Israel riefen derweil die Regierung in einem offenen Brief auf, eine politische Lösung anzustreben. Es sei offensichtlich, dass es keine militärische Lösung in diesem Konflikt gebe.

Mehr zum Thema:
https://www.tagesschau.de/ausland/nahost-beschuss-aus-suedlibanon-100.html

Faktenfinder zu Fake-News:
https://www.tagesschau.de/faktenfinder/falschmeldungen-erkennen-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
5s-vSY6x0hY,Kämpfe im Nahen Osten: Israelische Armee offenbar ins Zentrum von Gaza-Stadt vorgerückt,data/de_tagesschau\Kämpfe im Nahen Osten Israelische Armee offenbar ins Zentrum von Gaza-Stadt vorgerückt.jpg,,20231108,"Einen Monat nach dem Angriff der radikalislamischen Hamas auf Israel ist die israelische Armee ins Zentrum von Gaza-Stadt vorgestoßen. „Wir sind im Herzen der Stadt Gaza“, sagte Israels Verteidigungsminister Joav Gallant während einer im Fernsehen übertragenen Pressekonferenz. Die Stadt sei „der größte je errichtete Terroristenstützpunkt der Welt“.

Mehr Informationen: 
https://www.tagesschau.de/ausland/asien/israelische-armee-gaza-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
5dmMZiLK7G4,Treffen der Außenminister:innen in Japan: G7-Staaten fordern Feuerpausen in Gaza,data/de_tagesschau\Treffen der Außenministerinnen in Japan G7-Staaten fordern Feuerpausen in Gaza.jpg,,20231108,"Die G7-Staaten haben sich im Gaza-Krieg für humanitäre Feuerpausen und die Einrichtung von Korridoren ausgesprochen, um Hilfslieferungen sowie die Freilassung von Geiseln zu erleichtern. „Alle Parteien müssen ungehindert humanitäre Hilfe für die Zivilbevölkerung, einschließlich Nahrungsmittel, Wasser, medizinische Versorgung, Treibstoff und Unterkünfte sowie Zugang für humanitäre Helfer gewähren“, heißt es in der Erklärung zum Abschluss des Treffens der Außenministerinnen und Außenminister der G7-Runde.

Mehr Informationen: 
https://www.tagesschau.de/ausland/asien/g7-aussenminister-feuerpause-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
fPW8DEt-rnw,Nördlicher Gazastreifen: Evakuierungen sollen weitergehen,data/de_tagesschau\Nördlicher Gazastreifen Evakuierungen sollen weitergehen.jpg,,20231109,"Die israelische Armee will Zivilist:innen auch heute die Flucht aus dem stark umkämpften nördlichen Teil des Gazastreifens in den Süden ermöglichen. 

Der humanitäre Korridor bleibe geöffnet, sagte Armeesprecher Hagari. Gestern sollen ihn etwa 50.000 Menschen genutzt haben. Am Abend haben die israelischen Streitkräfte ihre Offensive in Gaza-Stadt nach eigenen Angaben abermals verstärkt. Auch die Terrororganisation Hamas meldet schwere Kämpfe.

Mehr Informationen in unserem Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-donnerstag-106.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
vDTV2FBs9LA,Krieg in Nahost: Angriffe auch auf medizinische Einrichtungen,data/de_tagesschau\Krieg in Nahost Angriffe auch auf medizinische Einrichtungen.jpg,,20231111,"Die Kämpfe im Gazastreifen gehen unvermindert weiter. Nach palästinensischen Angaben gibt es dabei auch Angriffe auf medizinische Einrichtungen.

So intensivierten sich auch die Kämpfe um das Al-Shifa Krankenhaus. Dort hätten Tausende Menschen Zuflucht gefunden. Laut Israels Regierung befindet sich das Hauptquartier der militant-islamistischen Hamas unter dem Krankenhaus. Es könne daher seinen Schutzstatus verlieren. Die Angaben lassen sich nicht überprüfen.

Mehr Informationen im Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-samstag-108.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
PjWQoUki_xM,Diskussion über Reporter bei Hamas-Überfall auf Israel,data/de_tagesschau\Diskussion über Reporter bei Hamas-Überfall auf Israel.jpg,,20231111,"In Israel gibt es eine Diskussion darüber, wie unabhängig von der Hamas einige Journalisten sind, die so schnell nach Beginn des mörderischen Terror-Angriffs auf das Land schon Bilder liefern konnten. Die NGO „Honest Reporting“ erhebt schwere Vorwürfe.

Mehr Informationen: https://www.tagesschau.de/gazastreifen-reporter-hamas-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
NadPs-28iOw,Umgang mit dem Krieg in Nahost in Deutschland,data/de_tagesschau\Umgang mit dem Krieg in Nahost in Deutschland.jpg,,20231111,"In den vergangenen Wochen ist es auch in Deutschland immer wieder zu Protesten gegen den Krieg im Nahen Osten gekommen. Sie reichten von Kritik am Vorgehen der israelischen Armee bis hin zu antisemitischer Hetze. Einen Rückschluss auf die generelle Haltung von Muslimen in Deutschland lassen die Bilder aber nicht zu. Viele von ihnen sehen sich dem Druck ausgesetzt, sich ständig distanzieren zu müssen von Antisemitismus und Israelfeindlichkeit – begleitet von der Angst, missverstanden zu werden.

Mehr Informationen zum Krieg in Nahost im Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-samstag-108.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
55K1locU654,Hamas verliert laut Israel die Kontrolle über nördlichen Gazastreifen,data/de_tagesschau\Hamas verliert laut Israel die Kontrolle über nördlichen Gazastreifen.jpg,,20231112,"Im Kampf gegen die Hamas im Gazastreifen meldet Israel Erfolge. Nach Angaben der Regierung hat die Terrororganisation die Kontrolle über den Norden des Küstenstreifens verloren. 

Zugleich bekräftigte Ministerpräsident Netanyahu, es werde keine Waffenruhe geben ohne die Freilassung der israelischen Geiseln. Israelische Truppen setzen ihren Vormarsch in Gaza-Stadt fort. Die Versorgungslage für die Menschen, die bislang nicht in den Süden geflohen sind, wird immer dramatischer. Doch auch im Süden herrscht große Not.

Mehr Informationen: https://www.tagesschau.de/ausland/hamas-verliert-kontrolle-noerdlicher-gazastreifen-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
