while	IN	while
pretty	RB	pretty
high	JJ	high
at	IN	at
the	DT	the
moment	NN	moment
but	CC	but
in	IN	in
terms	NNS	term
of	IN	of
policing	VVG	police
the	DT	the
protest	NN	protest
the	DT	the
authorities	NNS	authority
are	VBP	be
trying	VVG	try
uh	UH	uh
to	TO	to
keep	VV	keep
this	DT	this
as	RB	as
calm	JJ	calm
and	CC	and
as	RB	as
peaceful	JJ	peaceful
as	IN	as
possible	JJ	possible
uh	UH	uh
they	PP	they
have	VH	have
Community	NP	Community
uh	UH	uh
police	NN	police
officer	NN	officer
they	PP	they
call	VVP	call
them	PP	them
the	DT	the
dialogue	NN	dialogue
police	NN	police
here	RB	here
they	PP	they
are	VBP	be
right	RB	right
along	IN	along
the	DT	the
route	NN	route
of	IN	of
any	DT	any
of	IN	of
the	DT	the
protests	NNS	protest
and	CC	and
the	DT	the
mood	NN	mood
has	VHZ	have
been	VBN	be
peaceful	JJ	peaceful
although	IN	although
the	DT	the
mood	NN	mood
of	IN	of
the	DT	the
protesters	NNS	protester
themselves	PP	themselves
is	VBZ	be
passionate	JJ	passionate
too	RB	too
they	PP	they
are	VBP	be
angry	JJ	angry
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
been	VBN	be
allowed	VVN	allow
to	TO	to
take	VV	take
part	NN	part
in	IN	in
EUR	NP	EUR
Vision	NP	Vision
this	DT	this
year	NN	year
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
uh	UH	uh
is	VBZ	be
bombing	VVG	bomb
Gaza	NP	Gaza
at	IN	at
a	DT	a
time	NN	time
of	IN	of
humanitarian	JJ	humanitarian
crisis	NN	crisis
and	CC	and
the	DT	the
slogans	NNS	slogan
and	CC	and
the	DT	the
Chance	NP	Chance
are	VBP	be
pretty	RB	pretty
furi	NNS	furi
curious	JJ	curious
so	IN	so
the	DT	the
mood	NN	mood
is	VBZ	be
strong	JJ	strong
uh	UH	uh
the	DT	the
crowds	NNS	crowd
are	VBP	be
growing	VVG	grow
there	EX	there
were	VBD	be
probably	RB	probably
uh	UH	uh
10	CD	@card@
,	,	,
000	CD	@card@
or	CC	or
so	RB	so
protesters	NNS	protester
there	RB	there
according	VVG	accord
to	TO	to
police	VV	police
yesterday	NN	yesterday
although	IN	although
some	DT	some
quotes	NNS	quote
and	CC	and
estimates	NNS	estimate
are	VBP	be
a	DT	a
bit	NN	bit
higher	JJR	high
than	IN	than
that	DT	that
uh	UH	uh
but	CC	but
as	IN	as
I	PP	I
say	VVP	say
it	PP	it
has	VHZ	have
been	VBN	be
peaceful	JJ	peaceful
it	PP	it
has	VHZ	have
been	VBN	be
contained	VVN	contain
all	RB	all
of	IN	of
this	DT	this
is	VBZ	be
organized	VVN	organize
and	CC	and
planned	VVN	plan
in	IN	in
advance	NN	advance
with	IN	with
the	DT	the
authorities	NNS	authority
we	PP	we
haven	VVP	haven
'	''	'
t	NN	t
seen	VVN	see
any	DT	any
spontaneous	JJ	spontaneous
uh	UH	uh
protests	NNS	protest
of	IN	of
any	DT	any
uh	UH	uh
particular	JJ	particular
size	NN	size
so	IN	so
I	NP	I
wouldn	NP	wouldn
'	POS	'
t	NN	t
say	VVP	say
it	PP	it
was	VBD	be
tense	JJ	tense
here	RB	here
but	CC	but
I	PP	I
would	MD	would
say	VV	say
that	IN/that	that
there	EX	there
are	VBP	be
plenty	NN	plenty
of	IN	of
people	NNS	people
who	WP	who
want	VVP	want
to	TO	to
make	VV	make
their	PP$	their
views	NNS	view
heard	VVN	hear
uh	UH	uh
and	CC	and
that	DT	that
view	NN	view
that	WDT	that
uh	UH	uh
Eden	NP	Eden
Golan	NP	Golan
is	VBZ	be
Israel	NP	Israel
should	MD	should
not	RB	not
be	VB	be
at	IN	at
Eurovision	NP	Eurovision
particularly	RB	particularly
talking	VVG	talk
about	IN	about
what	WP	what
they	PP	they
call	VVP	call
hypocrisy	NN	hypocrisy
because	IN	because
of	IN	of
course	NN	course
Russia	NP	Russia
has	VHZ	have
been	VBN	be
banned	VVN	ban
from	IN	from
Eurovision	NP	Eurovision
uh	UH	uh
because	IN	because
of	IN	of
the	DT	the
fullscale	NN	fullscale
invasion	NN	invasion
of	IN	of
Ukraine	NP	Ukraine
and	CC	and
lots	NNS	lot
of	IN	of
people	NNS	people
at	IN	at
the	DT	the
protest	NN	protest
will	MD	will
mention	VV	mention
that	DT	that
uh	UH	uh
when	WRB	when
they	PP	they
tell	VVP	tell
you	PP	you
why	WRB	why
they	PP	they
'	POS	'
ve	NNS	ve
come	VVP	come
out	RP	out
to	TO	to
protest	VV	protest
I	PP	I
should	MD	should
just	RB	just
mention	VV	mention
as	RB	as
well	VV	well
uh	UH	uh
perhaps	RB	perhaps
Sweden	NP	Sweden
'	POS	'
s	JJ	s
most	RBS	most
famous	JJ	famous
political	JJ	political
activist	NN	activist
was	VBD	be
also	RB	also
in	IN	in
the	DT	the
crowd	NN	crowd
of	IN	of
protesters	NNS	protester
yesterday	NN	yesterday
I	PP	I
had	VHD	have
a	DT	a
quick	JJ	quick
chat	NN	chat
to	TO	to
her	PP$	her
Greta	NP	Greta
tumberg	VVD	tumberg
uh	UH	uh
she	PP	she
told	VVD	tell
me	PP	me
it	PP	it
was	VBD	be
her	PP$	her
moral	JJ	moral
obligation	NN	obligation
to	TO	to
speak	VV	speak
out	RP	out
uh	UH	uh
she	PP	she
was	VBD	be
joining	VVG	join
the	DT	the
protest	NN	protest
she	PP	she
said	VVD	say
uh	UH	uh
because	IN	because
she	PP	she
considers	VVZ	consider
it	PP	it
considered	VVD	consider
it	PP	it
inexcusable	JJ	inexcusable
for	IN	for
Israel	NP	Israel
to	TO	to
be	VB	be
taking	VVG	take
part	NN	part
in	IN	in
your	PP$	your
vision	VV	vision
uh	UH	uh
whilst	IN	whilst
the	DT	the
bombing	NN	bombing
of	IN	of
Gaza	NP	Gaza
continues	VVZ	continue
and	CC	and
away	RB	away
from	IN	from
of	IN	of
course	NN	course
the	DT	the
uh	UH	uh
headlines	NNS	headline
around	IN	around
the	DT	the
war	NN	war
just	RB	just
tell	VV	tell
us	PP	us
what	WP	what
we	PP	we
can	MD	can
expect	VV	expect
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
contest	NN	contest
in	IN	in
other	JJ	other
areas	NNS	area
well	RB	well
an	DT	an
actual	JJ	actual
fact	NN	fact
the	DT	the
Israeli	JJ	Israeli
performer	NN	performer
Eden	NP	Eden
Golan	NP	Golan
has	VHZ	have
been	VBN	be
uh	UH	uh
becoming	VVG	become
far	RB	far
more	RBR	more
popular	JJ	popular
with	IN	with
the	DT	the
the	DT	the
audiences	NNS	audience
uh	UH	uh
she	PP	she
'	''	'
s	VVG	s
uh	UH	uh
climbed	VVD	climb
up	RP	up
the	DT	the
the	DT	the
list	NN	list
of	IN	of
favorites	NNS	favorite
uh	UH	uh
so	RB	so
so	IN	so
she	PP	she
'	POS	'
s	NN	S
pretty	RB	pretty
high	JJ	high
up	RB	up
now	RB	now
there	EX	there
'	''	'
s	NNS	s
also	RB	also
an	DT	an
actor	NN	actor
from	IN	from
Croatia	NN	Croatia
by	IN	by
a	DT	a
band	NN	band
called	VVN	call
Baby	NP	Baby
lasagna	NN	lasagna
uh	UH	uh
who	WP	who
talk	VVP	talk
something	NN	something
about	IN	about
cows	NNS	cow
and	CC	and
something	NN	something
about	RB	about
cats	VVZ	cat
it	PP	it
'	''	'
s	NNS	s
pretty	RB	pretty
mystifying	VVG	mystify
act	VV	act
uh	UH	uh
there	EX	there
is	VBZ	be
the	DT	the
usual	JJ	usual
kind	NN	kind
of	IN	of
dizzying	JJ	dizzying
array	NN	array
of	IN	of
crazy	JJ	crazy
costumes	NNS	costume
Crazy	NP	Crazy
lyrics	NNS	lyric
it	PP	it
is	VBZ	be
your	PP$	your
vision	NN	vision
as	IN	as
usual	JJ	usual
at	IN	at
the	DT	the
party	NN	party
venue	NN	venue
itself	PP	itself
at	IN	at
the	DT	the
arena	NN	arena
but	CC	but
as	IN	as
I	PP	I
say	VVP	say
here	RB	here
in	IN	in
town	NN	town
it	PP	it
'	POS	'
s	NN	S
all	RB	all
about	IN	about
the	DT	the
protest	NN	protest
there	EX	there
are	VBP	be
more	JJR	more
protests	NNS	protest
planned	VVN	plan
of	IN	of
course	NN	course
now	RB	now
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
made	VVN	make
it	PP	it
to	TO	to
the	DT	the
big	JJ	big
Final	NP	Final
on	IN	on
Saturday	NP	Saturday
night	NN	night
and	CC	and
of	IN	of
course	NN	course
we	PP	we
'	POS	'
ll	NNS	ll
have	VHP	have
full	JJ	full
coverage	NN	coverage
from	IN	from
Malmo	NP	Malmo
throughout	IN	throughout
the	DT	the
day	NN	day
my	PP$	my
colleague	NN	colleague
Marian	NP	Marian
maseri	NP	Maseri
will	MD	will
be	VB	be
live	JJ	live
there	RB	there
later	RBR	later
