<video_id>YEQt6bjCfrE</video_id>	NP	<video_id>YEQt6bjCfrE</video_id>
since	IN	since
the	DT	the
Holocaust	NN	holocaust
and	CC	and
a	DT	a
permanent	JJ	permanent
member	NN	member
of	IN	of
this	DT	this
Council	NP	Council
can't	VVD	can't
even	RB	even
condemn	VV	condemn
it	PP	it
I'm	NP	I'm
sorry	JJ	sorry
it's	NN	it's
it's	NNS	it's
really	RB	really
outrageous	JJ	outrageous
and	CC	and
it's	NNS	it's
below	IN	below
the	DT	the
Dignity	NN	dignity
of	IN	of
this	DT	this
body	NN	body
that	WDT	that
was	VBD	be
the	DT	the
US	NP	US
Representative	NP	Representative
there	RB	there
to	TO	to
the	DT	the
un	VVZ	un
uh	UH	uh
just	RB	just
speaking	VVG	speak
a	DT	a
short	JJ	short
time	NN	time
ago	RB	ago
well	RB	well
we	PP	we
know	VVP	know
that	IN/that	that
uh	UH	uh
Mr	NP	Mr
Netanyahu	NP	Netanyahu
has	VHZ	have
been	VBN	be
having	VHG	have
talks	NNS	talk
with	IN	with
Anthony	NP	Anthony
blinken	NP	blinken
and	CC	and
uh	UH	uh
he	PP	he
has	VHZ	have
said	VVN	say
in	IN	in
a	DT	a
statement	NN	statement
to	TO	to
uh	UH	uh
after	IN	after
those	DT	those
talks	NNS	talk
which	WDT	which
has	VHZ	have
only	RB	only
recently	RB	recently
uh	UH	uh
broken	VVN	break
up	IN	up
we	PP	we
think	VVP	think
um	JJ	um
Mr	NP	Mr
netan	NN	netan
who	WP	who
said	VVD	say
said	VVD	say
he	PP	he
to	TO	to
we	PP	we
we	PP	we
talking	VVG	talk
about	IN	about
going	VVG	go
into	IN	into
Rafa	NP	Rafa
he	PP	he
said	VVD	say
Mr	NP	Mr
said	VVD	say
I	PP	I
told	VVD	tell
him	PP	him
I	PP	I
hope	VVP	hope
we	PP	we
will	MD	will
do	VV	do
it	PP	it
with	IN	with
the	DT	the
support	NN	support
of	IN	of
the	DT	the
US	NP	US
but	CC	but
if	IN	if
we	PP	we
have	VHP	have
to	TO	to
we	PP	we
will	MD	will
do	VV	do
it	PP	it
alone	RB	alone
we	PP	we
know	VVP	know
that	IN/that	that
of	IN	of
course	NN	course
the	DT	the
Us	NP	U
and	CC	and
other	JJ	other
allies	NNS	ally
of	IN	of
Israel	NP	Israel
have	VHP	have
been	VBN	be
urging	VVG	urge
caution	NN	caution
on	IN	on
that	DT	that
particular	JJ	particular
move	NN	move
well	NN	well
let's	NNS	let's
speak	VVP	speak
to	TO	to
Mark	NP	Mark
loen	NN	loen
who	WP	who
is	VBZ	be
in	IN	in
Jerusalem	NP	Jerusalem
for	IN	for
us	PP	us
Mark	NN	mark
just	RB	just
first	JJ	first
of	IN	of
all	DT	all
on	IN	on
the	DT	the
US	NP	US
resolution	NN	resolution
being	VBG	be
vetoed	VVN	veto
initially	RB	initially
what	WP	what
what	WP	what
is	VBZ	be
the	DT	the
impact	NN	impact
of	IN	of
that	DT	that
if	IN	if
any	DT	any
and	CC	and
we	PP	we
also	RB	also
know	VVP	know
that	IN/that	that
there	EX	there
is	VBZ	be
another	DT	another
draft	NN	draft
resolution	NN	resolution
that's	NNS	that's
doing	VVG	do
the	DT	the
rounds	NNS	round
at	IN	at
the	DT	the
moment	NN	moment
well	RB	well
it	PP	it
means	VVZ	mean
that	IN/that	that
the	DT	the
resolution	NN	resolution
of	IN	of
course	NN	course
was	VBD	be
not	RB	not
passed	VVN	pass
at	IN	at
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
G	NP	G
because	IN	because
Russia	NP	Russia
and	CC	and
China	NP	China
have	VHP	have
veto	NN	veto
wielding	VVG	wield
power	NN	power
now	RB	now
Russia's	JJ	Russia's
un	NN	un
Ambassador	NN	ambassador
said	VVD	say
that	IN/that	that
it	PP	it
was	VBD	be
a	DT	a
false	JJ	false
Declaration	NP	Declaration
of	IN	of
a	DT	a
ceasefire	NN	ceasefire
false	JJ	false
call	NN	call
for	IN	for
a	DT	a
ceas	NNS	ceas
fire	NN	fire
because	IN	because
the	DT	the
text	NN	text
that	WDT	that
was	VBD	be
supported	VVN	support
by	IN	by
the	DT	the
US	NP	US
linked	VVD	link
a	DT	a
ceasefire	NN	ceasefire
to	TO	to
the	DT	the
immediate	JJ	immediate
release	NN	release
of	IN	of
hostages	NNS	hostage
so	RB	so
in	IN	in
effect	NN	effect
was	VBD	be
supporting	VVG	support
Israel's	NNS	Israel's
negotiating	VVG	negotiate
position	NN	position
in	IN	in
these	DT	these
talks	NNS	talk
in	IN	in
in	IN	in
in	IN	in
Doha	NP	Doha
which	WDT	which
are	VBP	be
still	RB	still
ongoing	JJ	ongoing
ceasefire	NN	ceasefire
talks	NNS	talk
because	IN	because
Israel's	NP	Israel's
position	NN	position
is	VBZ	be
that	IN/that	that
there	EX	there
can	MD	can
only	RB	only
be	VB	be
any	DT	any
ceasefire	NN	ceasefire
if	IN	if
the	DT	the
IM	NP	im
if	IN	if
the	DT	the
hostages	NNS	hostage
Israeli	JJ	Israeli
hostages	NNS	hostage
held	VVN	hold
by	IN	by
Hamas	NNS	Hamas
are	VBP	be
immediately	RB	immediately
released	VVN	release
um	NNS	um
now	RB	now
even	RB	even
though	IN	though
the	DT	the
US	NP	US
basically	RB	basically
was	VBD	be
sort	NN	sort
of	IN	of
in	IN	in
line	NN	line
with	IN	with
Israel's	NP	Israel's
negotiating	VVG	negotiate
position	NN	position
it	PP	it
was	VBD	be
a	DT	a
a	DT	a
harder	JJR	hard
tone	NN	tone
than	IN	than
the	DT	the
US	NP	US
has	VHZ	have
used	VVN	use
before	RB	before
as	IN	as
you	PP	you
noted	VVD	note
in	IN	in
your	PP$	your
introduction	NN	introduction
uh	UH	uh
previously	RB	previously
the	DT	the
US	NP	US
had	VHD	have
vetoed	VVN	veto
three	CD	three
previous	JJ	previous
calls	NNS	call
for	IN	for
an	DT	an
immediate	JJ	immediate
ceasefire	NN	ceasefire
and	CC	and
they've	NN	they've
never	RB	never
use	VV	use
those	DT	those
words	NNS	word
immediate	JJ	immediate
cessation	NN	cessation
of	IN	of
hostility	NN	hostility
so	IN	so
you	PP	you
know	VVP	know
the	DT	the
US	NP	US
was	VBD	be
going	VVG	go
further	JJR	further
than	IN	than
they	PP	they
ever	RB	ever
had	VHD	have
uh	UH	uh
but	CC	but
still	RB	still
it	PP	it
was	VBD	be
blocked	VVN	block
by	IN	by
Russia	NP	Russia
China	NP	China
and	CC	and
Algeria	NP	Algeria
Algeria	NP	Algeria
so	IN	so
it	PP	it
it	PP	it
doesn't	VVD	doesn't
it	PP	it
doesn't	VVD	doesn't
pass	VV	pass
there	EX	there
is	VBZ	be
talk	NN	talk
there	EX	there
is	VBZ	be
a	DT	a
second	JJ	second
ceasefire	NN	ceasefire
that	WDT	that
uh	UH	uh
um	VVG	um
uh	UH	uh
draft	NN	draft
that	WDT	that
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
circulated	VVN	circulate
we	PP	we
don't	VVD	don't
know	VV	know
exactly	RB	exactly
how	WRB	how
hard	RB	hard
that	IN/that	that
will	MD	will
go	VV	go
but	CC	but
all	PDT	all
all	DT	all
through	IN	through
this	DT	this
conflict	NN	conflict
really	RB	really
um	VVZ	um
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
has	VHZ	have
been	VBN	be
Paralyzed	VVN	paralyze
by	IN	by
differing	VVG	differ
positions	NNS	position
on	IN	on
the	DT	the
war	NN	war
and	CC	and
on	IN	on
Israel's	NP	Israel's
position	NN	position
in	IN	in
the	DT	the
war	NN	war
and	CC	and
Israel's	JJ	Israel's
offensive	JJ	offensive
um	NNS	um
you	PP	you
know	VVP	know
we've	NN	we've
seen	VVN	see
the	DT	the
US	NP	US
hardened	JJ	hardened
position	NN	position
growing	VVG	grow
ex	JJ	ex
increasingly	RB	increasingly
exasperated	VVN	exasperate
with	IN	with
Israel	NP	Israel
but	CC	but
even	RB	even
that	IN/that	that
it	PP	it
seems	VVZ	seem
has	VHZ	have
not	RB	not
been	VBN	be
enough	JJ	enough
to	TO	to
pass	VV	pass
the	DT	the
deadlock	NN	deadlock
of	IN	of
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
and	CC	and
Mark	NP	Mark
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
talks	NNS	talk
that	WDT	that
happened	VVD	happen
um	NNS	um
on	IN	on
the	DT	the
ground	NN	ground
today	NN	today
we	PP	we
we've	VVP	we've
seen	VVN	see
um	NNS	um
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
M	NP	M
Mr	NP	Mr
n	NN	n
who's	NNS	who's
coming	VVG	come
out	RP	out
of	IN	of
these	DT	these
talks	NNS	talk
and	CC	and
saying	VVG	say
um	NNS	um
that	IN/that	that
he	PP	he
still	RB	still
feels	VVZ	feel
that	IN/that	that
they	PP	they
will	MD	will
have	VH	have
to	TO	to
go	VV	go
into	IN	into
ruer	NN	ruer
in	IN	in
order	NN	order
to	TO	to
defeat	VV	defeat
Hamas	NNS	Hamas
and	CC	and
if	IN	if
they	PP	they
have	VHP	have
to	TO	to
do	VV	do
that	IN/that	that
without	IN	without
the	DT	the
support	NN	support
of	IN	of
the	DT	the
US	NP	US
they	PP	they
would	MD	would
still	RB	still
go	VV	go
ahead	RB	ahead
do	VV	do
we	PP	we
have	VHP	have
any	DT	any
more	JJR	more
information	NN	information
as	IN	as
to	TO	to
how	WRB	how
those	DT	those
talks	NNS	talk
went	VVD	go
all	RB	all
we	PP	we
know	VVP	know
is	VBZ	be
that	IN/that	that
they	PP	they
lasted	VVD	last
about	IN	about
40	CD	@card@
minutes	VVZ	minute
uh	UH	uh
that	IN/that	that
they	PP	they
discussed	VVD	discuss
Rafer	NP	Rafer
as	IN	as
you	PP	you
say	VVP	say
which	WDT	which
is	VBZ	be
in	IN	in
the	DT	the
south	NN	south
of	IN	of
Gaza	NP	Gaza
where	WRB	where
more	JJR	more
than	IN	than
a	DT	a
million	CD	million
people	NNS	people
are	VBP	be
now	RB	now
Sheltering	VVG	shelter
and	CC	and
where	WRB	where
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
determined	VVN	determine
to	TO	to
send	VV	send
in	IN	in
the	DT	the
military	NN	military
in	IN	in
defiance	NN	defiance
of	IN	of
international	JJ	international
warnings	NNS	warning
about	IN	about
the	DT	the
atrocities	NNS	atrocity
that	IN/that	that
that	WDT	that
could	MD	could
ensue	VV	ensue
um	NNS	um
they	PP	they
also	RB	also
talked	VVD	talk
about	IN	about
the	DT	the
urgent	JJ	urgent
need	NN	need
to	TO	to
deliver	VV	deliver
or	CC	or
or	CC	or
BL	NP	BL
from	IN	from
blink's	NN	blink's
point	NN	point
of	IN	of
view	NN	view
an	DT	an
urgent	JJ	urgent
need	NN	need
to	TO	to
ramp	VV	ramp
up	RP	up
humanitarian	JJ	humanitarian
Aid	NN	aid
into	IN	into
Gaza	NP	Gaza
amidst	IN	amidst
those	DT	those
dire	JJ	dire
warnings	NNS	warning
that	IN/that	that
we	PP	we
had	VHD	have
earlier	RBR	earlier
in	IN	in
the	DT	the
week	NN	week
about	IN	about
famine	NN	famine
and	CC	and
uh	UH	uh
catastrophic	JJ	catastrophic
food	NN	food
insecurity	NN	insecurity
facing	VVG	face
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
people	NNS	people
in	IN	in
Gaza	NP	Gaza
um	NN	um
the	DT	the
US	NP	US
has	VHZ	have
summoned	VVN	summon
an	DT	an
Israeli	JJ	Israeli
delegation	NN	delegation
to	TO	to
the	DT	the
to	TO	to
Washington	NP	Washington
next	JJ	next
week	NN	week
to	TO	to
discuss	VV	discuss
Rafa	NP	Rafa
the	DT	the
US	NP	US
the	DT	the
US	NP	US
position	NN	position
is	VBZ	be
that	IN/that	that
Israel	NP	Israel
does	VVZ	do
not	RB	not
need	VV	need
to	TO	to
go	VV	go
into	IN	into
Rafa	NP	Rafa
in	IN	in
order	NN	order
to	TO	to
destroy	VV	destroy
Hamas	JJ	Hamas
there	EX	there
are	VBP	be
alternatives	NNS	alternative
namely	RB	namely
to	TO	to
cut	VV	cut
off	RP	off
completely	RB	completely
the	DT	the
smuggling	NN	smuggling
routs	VVZ	rout
coming	VVG	come
from	IN	from
Egypt	NP	Egypt
across	IN	across
the	DT	the
The	DT	the
Crossing	NN	crossing
into	IN	into
Gaza	NP	Gaza
and	CC	and
feeding	VVG	feed
Hamas	NNS	Hamas
but	CC	but
whether	IN	whether
Israel	NP	Israel
buys	VVZ	buy
that	IN/that	that
we	PP	we
don't	VVD	don't
know	VV	know
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
as	IN	as
Israel	NP	Israel
is	VBZ	be
you	PP	you
know	VVP	know
Netanyahu	NP	Netanyahu
is	VBZ	be
repeating	VVG	repeat
almost	RB	almost
every	DT	every
day	NN	day
his	PP$	his
intention	NN	intention
to	TO	to
go	VV	go
into	IN	into
Rafa	NP	Rafa
the	DT	the
ceasefire	NN	ceasefire
talks	NNS	talk
continuing	VVG	continue
in	IN	in
Doha	NP	Doha
with	IN	with
the	DT	the
head	NN	head
of	IN	of
mosad	NN	mosad
the	DT	the
Israeli	JJ	Israeli
intelligence	NN	intelligence
agency	NN	agency
there	RB	there
in	IN	in
Qatar	NP	Qatar
with	IN	with
the	DT	the
head	NN	head
of	IN	of
the	DT	the
CIA	NP	CIA
and	CC	and
Egyptian	JJ	Egyptian
and	CC	and
Qatari	JJ	Qatari
negotiators	NNS	negotiator
so	IN	so
Israel	NP	Israel
appears	VVZ	appear
to	TO	to
be	VB	be
kind	JJ	kind
of	IN	of
keeping	VVG	keep
its	PP$	its
options	NNS	option
open	VVP	open
playing	VVG	play
to	TO	to
different	JJ	different
audiences	NNS	audience
uh	UH	uh
but	CC	but
clearly	RB	clearly
if	IN	if
the	DT	the
Israeli	JJ	Israeli
military	NN	military
does	VVZ	do
go	VV	go
into	IN	into
Rafa	NP	Rafa
which	WDT	which
probably	RB	probably
could	MD	could
take	VV	take
quite	PDT	quite
a	DT	a
few	JJ	few
weeks	NNS	week
to	TO	to
organize	VV	organize
given	VVN	give
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
who	WP	who
would	MD	would
need	VV	need
to	TO	to
be	VB	be
evacuated	VVN	evacuate
first	RB	first
that	IN/that	that
would	MD	would
even	RB	even
that	WDT	that
would	MD	would
exacerbate	VV	exacerbate
the	DT	the
already	RB	already
very	RB	very
very	RB	very
fractur	JJ	fractur
relationship	NN	relationship
between	IN	between
the	DT	the
US	NP	US
and	CC	and
Israel	NP	Israel
and	CC	and
Mark	NP	Mark
difficult	JJ	difficult
question	NN	question
potentially	RB	potentially
for	IN	for
you	PP	you
to	TO	to
answer	VV	answer
from	IN	from
where	WRB	where
you	PP	you
are	VBP	be
at	IN	at
the	DT	the
moment	NN	moment
so	RB	so
forgive	VV	forgive
me	PP	me
for	IN	for
asking	VVG	ask
but	CC	but
but	RB	but
do	VVP	do
we	PP	we
have	VHP	have
any	DT	any
real	JJ	real
information	NN	information
about	RB	about
whether	IN	whether
representatives	NNS	representative
of	IN	of
Hamas	NN	Hamas
or	CC	or
you	PP	you
know	VVP	know
via	IN	via
the	DT	the
any	DT	any
other	JJ	other
Palestinian	JJ	Palestinian
groupings	NNS	grouping
are	VBP	be
involved	VVN	involve
in	IN	in
these	DT	these
talks	NNS	talk
these	DT	these
seasar	NN	seasar
talks	NNS	talk
in	IN	in
they	PP	they
are	VBP	be
they	PP	they
yeah	RB	yeah
they	PP	they
are	VBP	be
in	IN	in
effect	NN	effect
represented	VVN	represent
by	IN	by
by	IN	by
the	DT	the
qataris	JJ	qataris
uh	UH	uh
because	IN	because
their	PP$	their
political	JJ	political
uh	UH	uh
wing	NN	wing
of	IN	of
Hamas	NP	Hamas
has	VHZ	have
um	RB	um
has	VHZ	have
has	VHZ	have
been	VBN	be
living	VVG	live
in	IN	in
Qatar	NP	Qatar
basically	RB	basically
the	DT	the
the	DT	the
sort	NN	sort
of	IN	of
political	JJ	political
representatives	NNS	representative
of	IN	of
Hamas	NP	Hamas
have	VHP	have
lived	VVN	live
in	IN	in
Qatar	NP	Qatar
so	IN	so
Qatar	NP	Qatar
actually	RB	actually
uh	UH	uh
plays	VVZ	play
a	DT	a
double	JJ	double
or	CC	or
an	DT	an
important	JJ	important
go	NN	go
between	IN	between
between	IN	between
the	DT	the
Israelis	NPS	Israelis
and	CC	and
the	DT	the
and	NP	and
and	CC	and
Hamas	NP	Hamas
because	IN	because
even	RB	even
though	IN	though
they	PP	they
don't	VVD	don't
have	VH	have
official	JJ	official
relations	NNS	relation
with	IN	with
Israel	NP	Israel
they	PP	they
do	VVP	do
talk	VV	talk
to	TO	to
the	DT	the
Israelis	NPS	Israelis
but	CC	but
they	PP	they
also	RB	also
give	VVP	give
um	NNS	um
you	PP	you
know	VVP	know
residency	NN	residency
to	TO	to
to	TO	to
top	VV	top
Hamas	JJ	Hamas
officials	NNS	official
now	RB	now
what	WP	what
we	PP	we
understand	VVP	understand
is	VBZ	be
that	IN/that	that
in	IN	in
order	NN	order
for	IN	for
an	DT	an
agreement	NN	agreement
on	IN	on
a	DT	a
ceasefire	NN	ceasefire
to	TO	to
be	VB	be
reached	VVN	reach
they	PP	they
would	MD	would
need	VV	need
to	TO	to
actually	RB	actually
have	VH	have
the	DT	the
green	JJ	green
light	NN	light
from	IN	from
the	DT	the
head	NN	head
of	IN	of
Hamas	NP	Hamas
in	IN	in
Gaza	NP	Gaza
who	WP	who
is	VBZ	be
Yaya	NP	Yaya
sinoa	NP	sinoa
and	CC	and
he	PP	he
is	VBZ	be
Israel's	NN	Israel's
Most	RBS	most
Wanted	VVN	want
he	PP	he
is	VBZ	be
believed	VVN	believe
to	TO	to
be	VB	be
the	DT	the
Mastermind	NN	mastermind
behind	IN	behind
the	DT	the
seventh	JJ	seventh
of	IN	of
October	NP	October
attx	NN	attx
we	PP	we
don't	VVD	don't
know	VV	know
where	WRB	where
he	PP	he
is	VBZ	be
uh	UH	uh
probably	RB	probably
in	IN	in
a	DT	a
tunnel	NN	tunnel
somewhere	RB	somewhere
possibly	RB	possibly
surrounded	VVN	surround
by	IN	by
Israeli	JJ	Israeli
hostages	NNS	hostage
but	CC	but
given	VVN	give
the	DT	the
communications	NNS	communication
black	JJ	black
out	IN	out
there	RB	there
given	VVN	give
the	DT	the
fact	NN	fact
that	IN/that	that
he's	NNS	he's
trying	VVG	try
to	TO	to
evade	VV	evade
Israeli	JJ	Israeli
Firepower	NN	firepower
it's	NNS	it's
quite	RB	quite
difficult	JJ	difficult
of	IN	of
course	NN	course
for	IN	for
that	IN/that	that
for	IN	for
for	IN	for
the	DT	the
qataris	NN	qataris
or	CC	or
indeed	RB	indeed
the	DT	the
Egyptians	NNS	Egyptian
to	TO	to
try	VV	try
to	TO	to
negotiate	VV	negotiate
with	IN	with
him	PP	him
or	CC	or
or	CC	or
not	RB	not
necessarily	RB	necessarily
negotiate	VV	negotiate
with	IN	with
him	PP	him
but	CC	but
to	TO	to
to	TO	to
actually	RB	actually
get	VV	get
his	PP$	his
you	PP	you
know	VVP	know
the	DT	the
the	DT	the
the	DT	the
the	DT	the
words	NNS	word
from	IN	from
the	DT	the
horse's	JJ	horse's
mouth	NN	mouth
if	IN	if
you	PP	you
like	VVP	like
so	RB	so
that	DT	that
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
holdups	NNS	holdup
in	IN	in
the	DT	the
talks	NNS	talk
um	NN	um
and	CC	and
you	PP	you
know	VVP	know
if	IN	if
there	EX	there
is	VBZ	be
to	TO	to
be	VB	be
uh	UH	uh
a	DT	a
a	DT	a
breakthrough	NN	breakthrough
in	IN	in
those	DT	those
in	IN	in
those	DT	those
talks	NNS	talk
that	WDT	that
would	MD	would
need	VV	need
to	TO	to
come	VV	come
from	IN	from
from	IN	from
Hamas	NN	Hamas
itself	PP	itself
not	RB	not
just	RB	just
from	IN	from
the	DT	the
qataris	NN	qataris
and	CC	and
the	DT	the
Egyptians	NNS	Egyptian
so	RB	so
that	WDT	that
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
G	NN	G
why	WRB	why
we	PP	we
are	VBP	be
not	RB	not
expecting	VVG	expect
a	DT	a
breakthrough	NN	breakthrough
you	PP	you
know	VVP	know
today	NN	today
or	CC	or
tomorrow	NN	tomorrow
it	PP	it
could	MD	could
take	VV	take
days	NNS	day
even	VV	even
weeks	NNS	week
for	IN	for
this	DT	this
to	TO	to
to	RB	to
to	TO	to
Really	RB	really
move	VV	move
</doc>	NN	</doc>
