<video_id>5VF90l_DLto</video_id>	NP	<video_id>5VF90l_DLto</video_id>
Gaz	NP	Gaz
are	VBP	be
in	IN	in
the	DT	the
hold	NN	hold
is	VBZ	be
in	IN	in
the	DT	the
hold	NN	hold
of	IN	of
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
Hamas	NN	Hamas
which	WDT	which
is	VBZ	be
literally	RB	literally
putting	VVG	put
these	DT	these
people	NNS	people
in	IN	in
the	DT	the
front	JJ	front
line	NN	line
but	CC	but
if	IN	if
we	PP	we
look	NN	look
at	IN	at
uh	UH	uh
the	DT	the
images	NNS	image
that	DT	that
we've	NN	we've
been	VBN	be
seeing	VVG	see
uh	UH	uh
of	IN	of
that	DT	that
un's	JJ	un's
shelter	NN	shelter
in	IN	in
bitth	NN	bitth
hananon	NN	hananon
that	WDT	that
was	VBD	be
targeted	VVN	target
the	DT	the
majority	NN	majority
of	IN	of
them	PP	them
were	VBD	be
children	NNS	child
the	DT	the
fact	NN	fact
is	VBZ	be
if	IN	if
you	PP	you
look	VVP	look
at	IN	at
the	DT	the
UN	NP	UN
just	RB	just
over	IN	over
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
weeks	NNS	week
we've	NN	we've
had	VHD	have
two	CD	two
cases	NNS	case
where	WRB	where
the	DT	the
UN	NP	UN
has	VHZ	have
admitted	VVN	admit
that	IN/that	that
un	JJ	un
School	NP	School
have	VHP	have
actually	RB	actually
been	VBN	be
used	VVN	use
as	IN	as
storehouses	NNS	storehouse
for	IN	for
missiles	NNS	missile
for	IN	for
rockets	NNS	rocket
and	CC	and
missiles	NNS	missile
and	CC	and
when	WRB	when
you	PP	you
think	VVP	think
about	RB	about
what	WP	what
that	DT	that
means	NNS	mean
you	PP	you
have	VHP	have
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
that	WDT	that
is	VBZ	be
placing	VVG	place
within	IN	within
schools	NNS	school
we've	VVP	we've
seen	VVN	see
houses	NNS	house
houses	NNS	house
where	WRB	where
civilians	NNS	civilian
and	CC	and
children	NNS	child
are	VBP	be
are	VBP	be
booby	NN	booby
trapped	VVN	trap
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
fundamental	JJ	fundamental
humanitarian	JJ	humanitarian
principles	NNS	principle
is	VBZ	be
let	VV	let
us	PP	us
try	VV	try
and	CC	and
leave	VV	leave
civilians	NNS	civilian
out	RP	out
of	IN	of
the	DT	the
equation	NN	equation
unfortunately	RB	unfortunately
you	PP	you
know	VVP	know
when	WRB	when
every	DT	every
democracy	NN	democracy
thinks	VVZ	think
that	IN/that	that
the	DT	the
goal	NN	goal
of	IN	of
a	DT	a
military	NN	military
is	VBZ	be
to	TO	to
protect	VV	protect
their	PP$	their
civilians	NNS	civilian
we	PP	we
have	VHP	have
Hamas	NN	Hamas
that	WDT	that
thinks	VVZ	think
that	IN/that	that
the	DT	the
goal	NN	goal
of	IN	of
civilians	NNS	civilian
is	VBZ	be
to	TO	to
protect	VV	protect
their	PP$	their
weapons	NNS	weapon
indeed	RB	indeed
but	CC	but
that	IN/that	that
particular	JJ	particular
School	NP	School
the	DT	the
UN	NP	UN
has	VHZ	have
said	VVN	say
and	CC	and
ban	NN	ban
kimun	NN	kimun
has	VHZ	have
just	RB	just
said	VVN	say
was	VBD	be
full	JJ	full
of	IN	of
uh	UH	uh
civilians	NNS	civilian
and	CC	and
the	DT	the
IDF	NP	IDF
were	VBD	be
given	VVN	give
the	DT	the
coordinates	NNS	coordinate
for	IN	for
that	DT	that
particular	JJ	particular
once	RB	once
again	RB	again
the	DT	the
fact	NN	fact
is	VBZ	be
that	IN/that	that
particular	JJ	particular
incident	NN	incident
is	VBZ	be
still	RB	still
under	IN	under
under	IN	under
investigation	NN	investigation
and	CC	and
the	DT	the
fact	NN	fact
is	VBZ	be
the	DT	the
UN	NP	UN
itself	PP	itself
is	VBZ	be
still	RB	still
investigating	VVG	investigate
that	IN/that	that
incident	NN	incident
it's	NNS	it's
not	RB	not
clear	JJ	clear
what	WP	what
is	VBZ	be
clear	JJ	clear
is	VBZ	be
that	IN/that	that
it's	NNS	it's
made	VVD	make
absolutely	RB	absolutely
clear	VV	clear
that	IN/that	that
there	EX	there
were	VBD	be
terrorist	JJ	terrorist
organizations	NNS	organization
Hamas	JJ	Hamas
firing	NN	firing
from	IN	from
the	DT	the
V	CD	@card@
vicinity	NN	vicinity
of	IN	of
the	DT	the
school	NN	school
so	IN	so
it	PP	it
is	VBZ	be
absolutely	RB	absolutely
not	RB	not
clear	JJ	clear
that	IN/that	that
the	DT	the
casualties	NNS	casualty
tragic	JJ	tragic
casualties	NNS	casualty
were	VBD	be
caused	VVN	cause
by	IN	by
Israel	NP	Israel
it's	NNS	it's
worth	NN	worth
remembering	VVG	remember
that	IN/that	that
some	DT	some
10%	CD	@card@
of	IN	of
Hamas	JJ	Hamas
missiles	NNS	missile
never	RB	never
leave	VVP	leave
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
they	PP	they
actually	RB	actually
land	VV	land
on	IN	on
their	PP$	their
own	JJ	own
population	NN	population
it's	NNS	it's
an	DT	an
absolutely	RB	absolutely
tragic	JJ	tragic
situation	NN	situation
but	CC	but
your	PP$	your
strategy	NN	strategy
it's	NNS	it's
not	RB	not
working	VVG	work
is	VBZ	be
it	PP	it
when	WRB	when
civilians	NNS	civilian
are	VBP	be
killed	VVN	kill
when	WRB	when
this	DT	this
number	NN	number
of	IN	of
civilians	NNS	civilian
are	VBP	be
killed	VVN	kill
the	DT	the
strategy	NN	strategy
isn't	NN	isn't
working	VVG	work
Israel's	NP	Israel's
strategy	NN	strategy
is	VBZ	be
not	RB	not
working	VVG	work
um	NNS	um
the	DT	the
fact	NN	fact
is	VBZ	be
in	IN	in
a	DT	a
situation	NN	situation
there	EX	there
is	VBZ	be
no	DT	no
democracy	NN	democracy
that	WDT	that
has	VHZ	have
found	VVN	find
a	DT	a
Fail	NP	Fail
Safe	NP	Safe
Way	NP	Way
dealing	VVG	deal
with	IN	with
brutal	JJ	brutal
terrorist	JJ	terrorist
organizations	NNS	organization
that	WDT	that
hide	VVP	hide
in	IN	in
civilian	JJ	civilian
areas	NNS	area
but	CC	but
as	IN	as
we're	NN	we're
talking	VVG	talk
now	RB	now
Israel	NP	Israel
has	VHZ	have
managed	VVN	manage
to	TO	to
uncover	VV	uncover
some	DT	some
30	CD	@card@
terrorist	JJ	terrorist
tunnels	NNS	tunnel
that	WDT	that
run	VVP	run
from	IN	from
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
under	IN	under
Israel	NP	Israel
in	IN	in
an	DT	an
attempt	NN	attempt
to	TO	to
blow	VV	blow
up	RP	up
or	CC	or
kidnap	VV	kidnap
Israelis	NNS	Israeli
and	CC	and
manag	NN	manag
to	TO	to
decommission	NP	decommission
them	PP	them
we	PP	we
estimate	VVP	estimate
that	IN/that	that
of	IN	of
the	DT	the
12,000	CD	@card@
rockets	NNS	rocket
and	CC	and
missiles	NNS	missile
that	IN/that	that
Hamas	NP	Hamas
has	VHZ	have
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
many	JJ	many
of	IN	of
them	PP	them
long	RB	long
range	VVP	range
missiles	NNS	missile
that	WDT	that
have	VHP	have
been	VBN	be
smuggled	VVN	smuggle
in	IN	in
from	IN	from
Iran	NP	Iran
system	NN	system
though	IN	though
the	DT	the
Iron	NP	Iron
Dome	NP	Dome
protects	VVZ	protect
Israeli	JJ	Israeli
citizens	NNS	citizen
from	IN	from
these	DT	these
Rockets	NNS	rocket
but	CC	but
the	DT	the
people	NNS	people
in	IN	in
Gaza	NP	Gaza
are	VBP	be
densely	RB	densely
populated	VVN	populate
area	NN	area
do	VVP	do
not	RB	not
have	VH	have
that	DT	that
level	NN	level
of	IN	of
protection	NN	protection
the	DT	the
I'm	NN	I'm
not	RB	not
going	VVG	go
to	TO	to
apologize	VV	apologize
for	IN	for
the	DT	the
fact	NN	fact
that	IN/that	that
more	JJR	more
Israelis	NPS	Israelis
haven't	NN	haven't
been	VBN	be
killed	VVN	kill
the	DT	the
fact	NN	fact
is	VBZ	be
75%	CD	@card@
of	IN	of
Israel's	NP	Israel's
population	NN	population
some	DT	some
5	CD	@card@
million	CD	million
people	NNS	people
have	VHP	have
to	TO	to
leave	VV	leave
their	PP$	their
lives	NNS	life
Within	IN	within
Reach	NP	Reach
of	IN	of
bomb	NN	bomb
shelters	NNS	shelter
and	CC	and
even	RB	even
Iron	NP	Iron
Dome	NP	Dome
doesn't	NN	doesn't
work	NN	work
in	IN	in
every	DT	every
circumstances	NNS	circumstance
but	CC	but
as	RB	as
far	RB	far
as	IN	as
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
is	VBZ	be
concerned	VVN	concern
when	WRB	when
you	PP	you
think	VVP	think
about	IN	about
the	DT	the
miles	NNS	mile
and	CC	and
miles	NNS	mile
of	IN	of
concrete	JJ	concrete
reinforced	VVN	reinforce
tunnels	NNS	tunnel
some	DT	some
20%	CD	@card@
of	IN	of
the	DT	the
building	NN	building
equipment	NN	equipment
shipped	VVN	ship
into	IN	into
Gaza	NP	Gaza
for	IN	for
the	DT	the
purposes	NNS	purpose
of	IN	of
building	NN	building
schools	NNS	school
and	CC	and
hospitals	NNS	hospital
why	WRB	why
doesn't	NN	doesn't
Hamas	NNS	Hamas
allow	VVP	allow
people	NNS	people
to	TO	to
go	VV	go
and	CC	and
protect	VV	protect
of	IN	of
children	NNS	child
dying	VVG	die
homes	NNS	home
flattened	VVD	flatten
you	PP	you
pause	VVP	pause
for	IN	for
a	DT	a
second	JJ	second
and	CC	and
think	VV	think
this	DT	this
we	PP	we
we	PP	we
absolutely	RB	absolutely
appalled	VVN	appall
but	CC	but
we	PP	we
also	RB	also
have	VH	have
to	TO	to
remember	VV	remember
that	IN/that	that
Hamas	NP	Hamas
unfortunately	RB	unfortunately
is	VBZ	be
relying	VVG	rely
on	IN	on
the	DT	the
World	NP	World
to	TO	to
care	VV	care
about	IN	about
Palestinian	JJ	Palestinian
civilians	NNS	civilian
more	RBR	more
than	IN	than
it	PP	it
does	VVZ	do
itself	PP	itself
we	PP	we
have	VHP	have
one	CD	one
side	NN	side
in	IN	in
this	DT	this
equation	NN	equation
which	WDT	which
is	VBZ	be
causing	VVG	cause
a	DT	a
which	WDT	which
is	VBZ	be
committing	VVG	commit
a	DT	a
double	JJ	double
War	NP	War
crime	NN	crime
targeting	VVG	target
our	PP$	our
civilians	NNS	civilian
hiding	VVG	hide
behind	IN	behind
their	PP$	their
civilians	NNS	civilian
Israel	NP	Israel
committing	VVG	commit
war	NN	war
crimes	NNS	crime
no	RB	no
absolutely	RB	absolutely
not	RB	not
the	DT	the
if	IN	if
civilians	NNS	civilian
are	VBP	be
being	VBG	be
killed	VVN	kill
and	CC	and
the	DT	the
un	JJ	un
uh	UH	uh
has	VHZ	have
uh	UH	uh
indicated	VVD	indicate
that	IN/that	that
they're	NN	they're
they're	NN	they're
concerned	VVD	concern
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
committing	VVG	commit
a	DT	a
war	NN	war
crime	NN	crime
would	MD	would
you	PP	you
say	VVP	say
Israel	NP	Israel
is	VBZ	be
then	RB	then
is	VBZ	be
Israel	NP	Israel
is	VBZ	be
engaging	VVG	engage
in	IN	in
serious	JJ	serious
attempts	NNS	attempt
serious	JJ	serious
legal	JJ	legal
advice	NN	advice
working	VVG	work
closely	RB	closely
with	IN	with
other	JJ	other
democracies	NNS	democracy
in	IN	in
how	WRB	how
to	TO	to
deal	VV	deal
with	IN	with
this	DT	this
but	CC	but
you	PP	you
have	VHP	have
to	TO	to
remember	VV	remember
that	IN/that	that
when	WRB	when
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
hides	NNS	hide
from	IN	from
behind	IN	behind
civilians	NNS	civilian
saying	VVG	say
that	IN/that	that
you	PP	you
have	VHP	have
cart	NN	cart
blanch	VVP	blanch
saying	VVG	say
that	IN/that	that
you	PP	you
have	VHP	have
free	JJ	free
range	NN	range
to	TO	to
do	VV	do
anything	NN	anything
you	PP	you
like	VVP	like
is	VBZ	be
simply	RB	simply
not	RB	not
an	DT	an
option	NN	option
not	RB	not
an	DT	an
option	NN	option
for	IN	for
Israel	NP	Israel
and	CC	and
not	RB	not
option	NN	option
for	IN	for
same	JJ	same
that	IN/that	that
Israelis	NPS	Israelis
are	VBP	be
uh	UH	uh
you	PP	you
know	VVP	know
air	NN	air
strikes	NNS	strike
against	IN	against
civilians	NNS	civilian
air	NN	air
strikes	VVZ	strike
against	IN	against
I	PP	I
don't	VVD	don't
think	VV	think
I	PP	I
think	VV	think
the	DT	the
I	PP	I
think	VVP	think
more	RBR	more
and	CC	and
more	RBR	more
and	CC	and
you	PP	you
have	VHP	have
to	TO	to
look	VV	look
at	IN	at
public	JJ	public
opinion	NN	opinion
survey	NN	survey
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
to	TO	to
realize	VV	realize
how	WRB	how
disappointed	JJ	disappointed
people	NNS	people
are	VBP	be
with	IN	with
the	DT	the
Hamas	JJ	Hamas
leadership	NN	leadership
they	PP	they
can't	VVD	can't
speak	VV	speak
publicly	RB	publicly
because	IN	because
they	PP	they
are	VBP	be
under	IN	under
threat	NN	threat
of	IN	of
gun	NN	gun
they	PP	they
are	VBP	be
intimidated	VVN	intimidate
but	CC	but
quietly	RB	quietly
they	PP	they
realize	VVP	realize
that	IN/that	that
Hamas	NP	Hamas
has	VHZ	have
done	VVN	do
nothing	NN	nothing
to	TO	to
increase	VV	increase
the	DT	the
prosperity	NN	prosperity
of	IN	of
their	PP$	their
now	RB	now
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
have	VHP	have
nowhere	RB	nowhere
to	TO	to
go	VV	go
and	CC	and
Rockets	NNS	rocket
are	VBP	be
being	VBG	be
fired	VVN	fire
on	IN	on
them	PP	them
day	NN	day
and	CC	and
night	NN	night
the	DT	the
fact	NN	fact
is	VBZ	be
we	PP	we
are	VBP	be
making	VVG	make
it	PP	it
absolutely	RB	absolutely
clear	VVP	clear
we	PP	we
are	VBP	be
taking	VVG	take
on	IN	on
additional	JJ	additional
risk	NN	risk
Israeli	JJ	Israeli
soldiers	NNS	soldier
we	PP	we
send	VVP	send
in	IN	in
ground	NN	ground
troops	NNS	troop
because	IN	because
shooting	VVG	shoot
from	IN	from
the	DT	the
air	NN	air
is	VBZ	be
more	JJR	more
of	IN	of
a	DT	a
risk	NN	risk
we	PP	we
give	VVP	give
advanced	JJ	advanced
notice	NN	notice
of	IN	of
where	WRB	where
we	PP	we
are	VBP	be
actually	RB	actually
going	VVG	go
to	TO	to
be	VB	be
attacking	VVG	attack
to	TO	to
try	VV	try
and	CC	and
enable	VV	enable
school	NN	school
is	VBZ	be
here	RB	here
and	CC	and
the	DT	the
fact	NN	fact
if	IN	if
we	PP	we
think	VVP	think
about	IN	about
the	DT	the
fact	NN	fact
that	IN/that	that
within	IN	within
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
of	IN	of
15	CD	@card@
to	TO	to
20,000	CD	@card@
Hamas	NN	Hamas
militants	NNS	militant
with	IN	with
12,000	CD	@card@
missiles	NNS	missile
in	IN	in
that	DT	that
situation	NN	situation
to	TO	to
try	VV	try
and	CC	and
limit	VV	limit
the	DT	the
amount	NN	amount
of	IN	of
damage	NN	damage
the	DT	the
damage	NN	damage
that	IN/that	that
we've	NN	we've
done	VVN	do
shows	NNS	show
that	DT	that
we've	NN	we've
been	VBN	be
taking	VVG	take
extraordinary	JJ	extraordinary
care	NN	care
in	IN	in
extremely	RB	extremely
difficult	JJ	difficult
circumstances	NNS	circumstance
uh	UH	uh
Ambassador	NP	Ambassador
we'll	NP	we'll
just	RB	just
uh	UH	uh
keep	VV	keep
you	PP	you
there	RB	there
for	IN	for
a	DT	a
second	NN	second
because	IN	because
I'd	NNS	I'd
like	VVP	like
to	TO	to
bring	VV	bring
in	IN	in
Mustafa	NP	Mustafa
bouti	NP	bouti
who's	NNS	who's
a	DT	a
member	NN	member
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
legislative	JJ	legislative
Council	NN	council
and	CC	and
head	NN	head
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
national	JJ	national
initiative	NN	initiative
he	PP	he
joins	VVZ	join
me	PP	me
now	RB	now
from	IN	from
rala	NN	rala
we've	NN	we've
been	VBN	be
speaking	VVG	speak
to	TO	to
uh	UH	uh
amb	NN	amb
TP	NN	TP
here	RB	here
and	CC	and
he	PP	he
is	VBZ	be
saying	VVG	say
that	IN/that	that
thousands	NNS	thousand
of	IN	of
rockets	NNS	rocket
are	VBP	be
are	VBP	be
being	VBG	be
fired	VVN	fire
on	IN	on
Israeli	JJ	Israeli
civilians	NNS	civilian
so	IN	so
what	WP	what
will	MD	will
it	PP	it
take	VV	take
for	IN	for
Hamas	NN	Hamas
to	TO	to
stop	VV	stop
these	DT	these
Rockets	NNS	rocket
yeah	RB	yeah
thousands	NNS	thousand
of	IN	of
rockets	NNS	rocket
and	CC	and
nobody	NN	nobody
is	VBZ	be
killed	VVN	kill
it's	NN	it's
a	DT	a
a	DT	a
simple	JJ	simple
psychological	JJ	psychological
warfare	NN	warfare
that	IN/that	that
I	PP	I
I	PP	I
I	PP	I
don't	VVD	don't
want	VV	want
to	TO	to
see	VV	see
but	CC	but
in	IN	in
reality	NN	reality
Israel	NP	Israel
is	VBZ	be
not	RB	not
just	RB	just
not	RB	not
a	DT	a
democracy	NN	democracy
as	IN	as
he	PP	he
claims	VVZ	claim
but	CC	but
Israel	NP	Israel
is	VBZ	be
behaving	VVG	behave
like	IN	like
a	DT	a
fascist	JJ	fascist
country	NN	country
when	WRB	when
when	WRB	when
they	PP	they
don't	VVD	don't
recognize	VV	recognize
the	DT	the
fact	NN	fact
that	IN/that	that
they	PP	they
are	VBP	be
killing	VVG	kill
children	NNS	child
and	CC	and
women	NNS	woman
and	CC	and
continue	VV	continue
the	DT	the
propaganda	NN	propaganda
of	IN	of
Defending	VVG	defend
such	JJ	such
unacceptable	JJ	unacceptable
behavior	NN	behavior
and	CC	and
when	WRB	when
the	DT	the
racism	NN	racism
in	IN	in
Israel	NP	Israel
and	CC	and
among	IN	among
Israeli	JJ	Israeli
leadership	NN	leadership
reaches	VVZ	reach
a	DT	a
point	NN	point
where	WRB	where
a	DT	a
member	NN	member
of	IN	of
keset	NN	keset
elite	NN	elite
shaid	NN	shaid
stands	VVZ	stand
in	IN	in
the	DT	the
Israeli	NP	Israeli
Parliament	NP	Parliament
and	CC	and
says	VVZ	say
we	PP	we
should	MD	should
kill	VV	kill
all	DT	all
Palestinian	JJ	Palestinian
women	NNS	woman
so	RB	so
that	IN/that	that
they	PP	they
would	MD	would
not	RB	not
give	VV	give
birth	NN	birth
to	TO	to
Palestinian	JJ	Palestinian
children	NNS	child
who	WP	who
are	VBP	be
snakes	NNS	snake
this	DT	this
particular	JJ	particular
Behavior	NN	behavior
this	DT	this
is	VBZ	be
a	DT	a
language	NN	language
the	DT	the
SE	FW	se
when	WRB	when
there	EX	there
is	VBZ	be
a	DT	a
call	NN	call
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
Hamas	NN	Hamas
continues	VVZ	continue
to	TO	to
fire	VV	fire
these	DT	these
Rockets	NNS	rocket
no	RB	no
let	VVD	let
me	PP	me
cl	NP	cl
explain	VV	explain
and	CC	and
I	PP	I
am	VBP	be
aware	JJ	aware
of	IN	of
all	PDT	all
the	DT	the
positions	NNS	position
and	CC	and
I've	NN	I've
been	VBN	be
talking	VVG	talk
to	TO	to
them	PP	them
this	DT	this
morning	NN	morning
Hamas	NN	Hamas
and	CC	and
all	DT	all
Palestinian	JJ	Palestinian
groups	NNS	group
are	VBP	be
unified	VVN	unify
in	IN	in
accepting	VVG	accept
and	CC	and
demanding	VVG	demand
ceasefire	NN	ceasefire
immediately	RB	immediately
because	IN	because
we	PP	we
want	VVP	want
this	DT	this
horrible	JJ	horrible
attack	NN	attack
on	IN	on
our	PP$	our
people	NNS	people
in	IN	in
Gaza	NP	Gaza
to	TO	to
stop	VV	stop
we	PP	we
want	VV	want
this	DT	this
attack	NN	attack
that	WDT	that
has	VHZ	have
killed	VVN	kill
so	RB	so
far	RB	far
1,34	CD	@card@
people	NNS	people
mainly	RB	mainly
90%	CD	@card@
of	IN	of
them	PP	them
are	VBP	be
civilians	NNS	civilian
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
person	NN	person
is	VBZ	be
a	DT	a
civilian	JJ	civilian
but	CC	but
in	RB	in
in	IN	in
at	IN	at
an	DT	an
age	NN	age
that	WDT	that
makes	VVZ	make
at	IN	at
an	DT	an
age	NN	age
where	WRB	where
he	PP	he
can	MD	can
be	VB	be
in	IN	in
an	DT	an
army	NN	army
does	VVZ	do
not	RB	not
justify	VV	justify
killing	VVG	kill
him	PP	him
he's	NNS	he's
a	DT	a
civilian	NN	civilian
we	PP	we
are	VBP	be
talking	VVG	talk
about	RB	about
6,000	CD	@card@
people	NNS	people
injured	VVN	injure
what	WP	what
will	MD	will
it	PP	it
take	VV	take
for	IN	for
the	DT	the
Palestinians	NPS	Palestinians
the	DT	the
Palestinian	JJ	Palestinian
leadership	NN	leadership
to	TO	to
come	VV	come
to	TO	to
the	DT	the
negotiating	VVG	negotiate
table	NN	table
so	RB	so
that	IN/that	that
their	PP$	their
people	NNS	people
do	VVP	do
not	RB	not
continue	VV	continue
to	TO	to
experience	VV	experience
this	DT	this
level	NN	level
of	IN	of
Bloodshed	NN	bloodshed
what	WP	what
we	PP	we
need	VVP	need
is	VBZ	be
Israel's	JJ	Israel's
acceptance	NN	acceptance
of	IN	of
two	CD	two
things	NNS	thing
first	JJ	first
of	IN	of
all	DT	all
to	TO	to
stop	VV	stop
immediately	RB	immediately
their	PP$	their
operation	NN	operation
in	IN	in
Gaza	NP	Gaza
to	TO	to
stop	VV	stop
the	DT	the
attack	NN	attack
on	IN	on
Gaza	NP	Gaza
to	TO	to
stop	VV	stop
the	DT	the
aggression	NN	aggression
on	IN	on
Gaza	NP	Gaza
and	CC	and
to	TO	to
accept	VV	accept
to	TO	to
lift	VV	lift
The	DT	the
Siege	NN	siege
on	IN	on
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
because	IN	because
The	DT	the
Siege	NN	siege
on	IN	on
Gaza	NP	Gaza
is	VBZ	be
causing	VVG	cause
the	DT	the
worst	JJS	bad
humanitarian	JJ	humanitarian
crisis	NN	crisis
ever	RB	ever
it	PP	it
has	VHZ	have
been	VBN	be
responsible	JJ	responsible
for	IN	for
the	DT	the
fact	NN	fact
that	IN/that	that
the	DT	the
poverty	NN	poverty
level	NN	level
is	VBZ	be
so	RB	so
high	JJ	high
it	PP	it
has	VHZ	have
it	PP	it
has	VHZ	have
been	VBN	be
responsible	JJ	responsible
for	IN	for
the	DT	the
fact	NN	fact
that	IN/that	that
90%	CD	@card@
of	IN	of
the	DT	the
people	NNS	people
cannot	MD	can
have	VH	have
drinkable	JJ	drinkable
water	NN	water
according	VVG	accord
to	TO	to
International	NP	International
standard	NN	standard
it	PP	it
is	VBZ	be
responsible	JJ	responsible
for	IN	for
the	DT	the
fact	NN	fact
that	IN/that	that
H	NP	H
there	RB	there
is	VBZ	be
a	DT	a
big	JJ	big
seage	NN	seage
problem	NN	problem
in	IN	in
Gaza	NP	Gaza
it	PP	it
is	VBZ	be
responsible	JJ	responsible
for	IN	for
the	DT	the
fact	NN	fact
that	IN/that	that
fishermen	NNS	fisherman
cannot	MD	can
fish	VV	fish
in	IN	in
the	DT	the
sea	NN	sea
and	CC	and
the	DT	the
tunnels	VVZ	tunnel
the	DT	the
tunnels	NNS	tunnel
were	VBD	be
an	DT	an
act	NN	act
of	IN	of
self-defense	NN	self-defense
they	PP	they
can	MD	can
all	RB	all
be	VB	be
abolished	VVN	abolish
tomorrow	NN	tomorrow
if	IN	if
Israel	NP	Israel
stops	VVZ	stop
these	DT	these
acts	NNS	act
and	CC	and
let's	NNS	let's
remember	VVP	remember
that	IN/that	that
this	DT	this
is	VBZ	be
not	RB	not
just	RB	just
about	IN	about
Gaza	NP	Gaza
Gaza	NP	Gaza
is	VBZ	be
only	RB	only
a	DT	a
small	JJ	small
tiny	JJ	tiny
problem	NN	problem
everything	NN	everything
started	VVD	start
with	IN	with
the	DT	the
West	NP	West
Bank	NP	Bank
because	IN	because
the	DT	the
whole	JJ	whole
aggression	NN	aggression
started	VVN	start
by	IN	by
Israel	NP	Israel
was	VBD	be
started	VVN	start
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
when	WRB	when
27	CD	@card@
Palestinians	NPS	Palestinians
were	VBD	be
killed	VVN	kill
while	IN	while
they	PP	they
were	VBD	be
peacefully	RB	peacefully
demonstrating	VVG	demonstrate
when	WRB	when
Israel	NP	Israel
conducted	VVD	conduct
an	DT	an
act	NN	act
of	IN	of
collective	JJ	collective
punishment	NN	punishment
arresting	VVG	arrest
no	RB	no
less	JJR	less
than	IN	than
1,000	CD	@card@
people	NNS	people
including	VVG	include
our	PP$	our
members	NNS	member
