<video_id>LDnDN1DwctE</video_id>	JJ	<video_id>LDnDN1DwctE</video_id>
the	DT	the
draft	NN	draft
now	RB	now
calls	VVZ	call
for	IN	for
Urgent	JJ	urgent
steps	NNS	step
to	TO	to
immediately	RB	immediately
allow	VV	allow
safe	JJ	safe
and	CC	and
unhindered	JJ	unhindered
humanitarian	JJ	humanitarian
access	NN	access
with	IN	with
creating	VVG	create
conditions	NNS	condition
for	IN	for
a	DT	a
sustainable	JJ	sustainable
cessation	NN	cessation
of	IN	of
hostilities	NNS	hostility
so	IN	so
the	DT	the
wording	NN	wording
there	RB	there
toned	VVN	tone
down	RP	down
from	IN	from
the	DT	the
original	JJ	original
draft	NN	draft
the	DT	the
resolution	NN	resolution
ution	NN	ution
on	IN	on
the	DT	the
table	NN	table
now	RB	now
also	RB	also
appoints	VVZ	appoint
a	DT	a
senior	JJ	senior
humanitarian	NN	humanitarian
and	CC	and
reconstruction	NN	reconstruction
coordinator	NN	coordinator
that	WDT	that
will	MD	will
then	RB	then
appoint	VV	appoint
a	DT	a
un	JJ	un
mechanism	NN	mechanism
to	TO	to
try	VV	try
to	TO	to
speed	VV	speed
up	RP	up
Aid	NN	aid
into	IN	into
Gaza	NP	Gaza
uh	UH	uh
so	RB	so
it's	NNS	it's
all	RB	all
quite	RB	quite
a	DT	a
mouthful	NN	mouthful
but	CC	but
these	DT	these
are	VBP	be
the	DT	the
proposals	NNS	proposal
on	IN	on
the	DT	the
table	NN	table
this	DT	this
was	VBD	be
made	VVN	make
to	TO	to
try	VV	try
to	TO	to
uh	UH	uh
prevent	VV	prevent
a	DT	a
US	NP	US
veto	NN	veto
to	TO	to
get	VV	get
the	DT	the
United	NP	United
States	NPS	States
on	IN	on
board	NN	board
with	IN	with
this	DT	this
resolution	NN	resolution
that's	NN	that's
Neda	NP	Neda
toik	NP	toik
at	IN	at
the	DT	the
United	NP	United
Nations	NPS	Nations
well	RB	well
after	IN	after
the	DT	the
meeting	NN	meeting
ended	VVD	end
the	DT	the
UN	NP	UN
ambassador	NN	ambassador
to	TO	to
the	DT	the
UN	NP	UN
Linda	NP	Linda
Thomas	NP	Thomas
Greenfield	NP	Greenfield
spoke	VVD	speak
to	TO	to
reporters	NNS	reporter
we	PP	we
do	VVP	do
have	VH	have
that	DT	that
resolution	NN	resolution
now	RB	now
we're	RB	we're
ready	JJ	ready
to	TO	to
vote	VV	vote
on	IN	on
it	PP	it
uh	UH	uh
and	CC	and
uh	UH	uh
it's	NNS	it's
a	DT	a
resolution	NN	resolution
that	WDT	that
will	MD	will
bring	VV	bring
humanitarian	JJ	humanitarian
assistance	NN	assistance
to	TO	to
those	DT	those
in	RB	in
need	VVP	need
it	PP	it
will	MD	will
support	VV	support
uh	UH	uh
the	DT	the
uh	UH	uh
the	DT	the
priority	NN	priority
that	IN/that	that
EA	NP	EA
pass	VV	pass
in	IN	in
ensuring	VVG	ensure
that	IN/that	that
we	PP	we
put	VV	put
uh	UH	uh
a	DT	a
a	DT	a
mechanism	NN	mechanism
uh	UH	uh
um	NNS	um
on	IN	on
the	DT	the
ground	NN	ground
that	WDT	that
will	MD	will
support	VV	support
humanitarian	JJ	humanitarian
assistance	NN	assistance
um	NNS	um
and	CC	and
we're	NN	we're
ready	JJ	ready
to	TO	to
vote	VV	vote
for	IN	for
it	PP	it
that's	NNS	that's
the	DT	the
UN	NP	UN
US	NP	US
ambassador	NN	ambassador
at	IN	at
the	DT	the
UN	NP	UN
well	NN	well
let's	NNS	let's
cross	VVP	cross
to	TO	to
Joe	NP	Joe
floto	NN	floto
who	WP	who
is	VBZ	be
our	PP$	our
Middle	JJ	middle
East	JJ	East
bureau	NN	bureau
chief	JJ	chief
he's	NNS	he's
live	VVP	live
in	IN	in
Jerusalem	NP	Jerusalem
for	IN	for
us	PP	us
Joe	NP	Joe
thank	VV	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
joining	VVG	join
us	PP	us
um	JJ	um
let's	NNS	let's
talk	VVP	talk
about	IN	about
this	DT	this
um	JJ	um
resolution	NN	resolution
how	WRB	how
significant	JJ	significant
would	MD	would
it	PP	it
be	VB	be
if	IN	if
the	DT	the
UN	NP	UN
signs	NNS	sign
up	RB	up
to	TO	to
it	PP	it
look	VVP	look
I	PP	I
think	VVP	think
at	IN	at
the	DT	the
moment	NN	moment
we're	NN	we're
seeing	NN	seeing
in	IN	in
uh	UH	uh
New	NP	New
York	NP	York
uh	UH	uh
diplomacy	NN	diplomacy
meeting	NN	meeting
reality	NN	reality
so	IN	so
what	WP	what
we've	NN	we've
got	VVD	get
here	RB	here
uh	UH	uh
are	VBP	be
two	CD	two
sides	NNS	side
who	WP	who
are	VBP	be
uh	UH	uh
violently	RB	violently
opposed	VVN	oppose
to	TO	to
each	DT	each
other	JJ	other
but	CC	but
are	VBP	be
have	VHP	have
very	RB	very
different	JJ	different
views	NNS	view
on	IN	on
when	WRB	when
the	DT	the
next	JJ	next
ceasefire	NN	ceasefire
should	MD	should
happen	VV	happen
so	IN	so
Hamas	NP	Hamas
and	CC	and
the	DT	the
other	JJ	other
Palestinian	JJ	Palestinian
factions	NNS	faction
fighting	VVG	fight
in	IN	in
Gaza	NP	Gaza
have	VHP	have
come	VVN	come
out	RP	out
very	RB	very
publicly	RB	publicly
and	CC	and
in	IN	in
conversation	NN	conversation
with	IN	with
uh	UH	uh
Egyptian	JJ	Egyptian
mediators	NNS	mediator
to	TO	to
say	VV	say
there	EX	there
will	MD	will
be	VB	be
no	UH	no
uh	UH	uh
Paws	VVZ	paw
no	DT	no
negotiation	NN	negotiation
for	IN	for
a	DT	a
transfer	NN	transfer
of	IN	of
hostages	NNS	hostage
uh	UH	uh
unless	IN	unless
the	DT	the
the	DT	the
the	DT	the
conflict	NN	conflict
finishes	VVZ	finish
unless	IN	unless
the	DT	the
the	DT	the
ceasefire	NN	ceasefire
is	VBZ	be
permanent	JJ	permanent
on	IN	on
the	DT	the
Israeli	JJ	Israeli
side	NN	side
they	PP	they
say	VVP	say
well	RB	well
we're	VV	we're
not	RB	not
going	VVG	go
to	TO	to
agree	VV	agree
to	TO	to
that	DT	that
because	IN	because
we	PP	we
are	VBP	be
fighting	VVG	fight
an	DT	an
enemy	NN	enemy
who	WP	who
inflicted	VVD	inflict
a	DT	a
huge	JJ	huge
amount	NN	amount
of	IN	of
suffering	NN	suffering
and	CC	and
damage	NN	damage
on	IN	on
our	PP$	our
country	NN	country
on	IN	on
October	NP	October
the	DT	the
7th	JJ	7th
and	CC	and
continues	VVZ	continue
to	TO	to
fire	VV	fire
Rockets	NNS	rocket
into	IN	into
Israel	NP	Israel
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
says	VVZ	say
we	PP	we
won't	JJ	won't
stop	NN	stop
until	IN	until
Hamas	NP	Hamas
is	VBZ	be
destroyed	VVN	destroy
but	CC	but
Israel	NP	Israel
is	VBZ	be
open	JJ	open
to	TO	to
a	DT	a
longer	JJR	long
ceasefire	NN	ceasefire
in	IN	in
exchange	NN	exchange
for	IN	for
hostages	NNS	hostage
but	CC	but
I	PP	I
have	VHP	have
to	TO	to
be	VB	be
realistic	JJ	realistic
here	RB	here
I	PP	I
mean	VVP	mean
last	JJ	last
night	NN	night
an	DT	an
Israeli	JJ	Israeli
senior	JJ	senior
official	NN	official
told	VVD	tell
us	PP	us
that	IN/that	that
they're	NNS	they're
not	RB	not
actually	RB	actually
in	IN	in
a	DT	a
negotiation	NN	negotiation
at	IN	at
the	DT	the
moment	NN	moment
although	IN	although
they	PP	they
are	VBP	be
having	VHG	have
useful	JJ	useful
talks	NNS	talk
with	IN	with
mediators	NNS	mediator
so	IN	so
the	DT	the
two	CD	two
sides	NNS	side
are	VBP	be
very	RB	very
very	RB	very
far	RB	far
apart	RB	apart
and	CC	and
in	IN	in
the	DT	the
middle	JJ	middle
well	NN	well
we've	NN	we've
got	VVD	get
2	CD	@card@
and	CC	and
a	DT	a
half	JJ	half
million	CD	million
people	NNS	people
in	IN	in
Gaza	NP	Gaza
1.9	CD	@card@
million	CD	million
of	IN	of
them	PP	them
are	VBP	be
uh	UH	uh
displaced	VVN	displace
from	IN	from
their	PP$	their
homes	NNS	home
and	CC	and
the	DT	the
UN	NP	UN
is	VBZ	be
reporting	VVG	report
uh	UH	uh
severe	JJ	severe
hunger	VV	hunger
uh	UH	uh
and	CC	and
disease	NN	disease
spreading	VVG	spread
amongst	IN	amongst
those	DT	those
people	NNS	people
not	RB	not
to	TO	to
mention	VV	mention
of	IN	of
course	VV	course
uh	UH	uh
the	DT	the
deal	NN	deal
is	VBZ	be
climbing	VVG	climb
as	IN	as
the	DT	the
military	JJ	military
operation	NN	operation
continues	VVZ	continue
every	DT	every
single	JJ	single
day	NN	day
and	CC	and
how	WRB	how
much	JJ	much
Aid	NN	aid
is	VBZ	be
at	IN	at
the	DT	the
moment	NN	moment
getting	VVG	get
in	IN	in
we	PP	we
know	VVP	know
quite	PDT	quite
a	DT	a
bit	NN	bit
got	VVD	get
in	IN	in
where	WRB	where
there	EX	there
was	VBD	be
the	DT	the
pause	NN	pause
in	IN	in
fighting	VVG	fight
but	CC	but
since	IN	since
that	WDT	that
has	VHZ	have
resumed	VVN	resume
are	VBP	be
any	DT	any
trucks	NNS	truck
getting	VVG	get
in	IN	in
dayto	NN	dayto
day	NN	day
so	IN	so
trucks	NNS	truck
are	VBP	be
going	VVG	go
in	IN	in
uh	UH	uh
they	PP	they
vary	VVP	vary
dayto	NN	dayto
day	NN	day
uh	UH	uh
how	WRB	how
many	JJ	many
go	NN	go
in	IN	in
sometimes	RB	sometimes
it	PP	it
can	MD	can
be	VB	be
up	RB	up
to	TO	to
200	CD	@card@
trucks	NNS	truck
a	DT	a
day	NN	day
and	CC	and
then	RB	then
that	DT	that
flow	NN	flow
goes	VVZ	go
down	RP	down
the	DT	the
UN	NP	UN
is	VBZ	be
saying	VVG	say
look	VV	look
uh	UH	uh
we	PP	we
need	VVP	need
to	TO	to
speed	VV	speed
this	DT	this
up	RB	up
and	CC	and
if	IN	if
Israel	NP	Israel
were	VBD	be
to	TO	to
open	VV	open
fully	RB	fully
it	PP	it
it's	JJ	it's
Main	JJ	main
terminal	NN	terminal
with	IN	with
Gaza	NP	Gaza
on	IN	on
the	DT	the
Israeli	JJ	Israeli
side	NN	side
then	RB	then
that	IN/that	that
could	MD	could
be	VB	be
fulfilled	VVN	fulfill
uh	UH	uh
currently	RB	currently
uh	UH	uh
there	EX	there
is	VBZ	be
a	DT	a
a	DT	a
very	RB	very
slow	JJ	slow
encumbersome	JJ	encumbersome
uh	UH	uh
operation	NN	operation
to	TO	to
check	VV	check
every	DT	every
single	JJ	single
truckload	NN	truckload
of	IN	of
Aid	NP	Aid
and	CC	and
that	WDT	that
is	VBZ	be
controlled	VVN	control
by	IN	by
Israel	NP	Israel
Israel	NP	Israel
says	VVZ	say
that's	NNS	that's
necessary	JJ	necessary
because	IN	because
it	PP	it
doesn't	VVD	doesn't
want	VV	want
anything	NN	anything
going	VVG	go
to	TO	to
Hamas	NNS	Hamas
that	WDT	that
would	MD	would
help	VV	help
it	PP	it
prosecute	VV	prosecute
its	PP$	its
War	NP	War
uh	UH	uh
and	CC	and
at	IN	at
the	DT	the
moment	NN	moment
there's	RB	there's
not	RB	not
enough	JJ	enough
Aid	NN	aid
going	VVG	go
through	IN	through
by	IN	by
anyone's	NN	anyone's
assessment	NN	assessment
apart	RB	apart
from	IN	from
Israel	NP	Israel
Israel	NP	Israel
says	VVZ	say
there's	RB	there's
plenty	RB	plenty
of	IN	of
food	NN	food
still	RB	still
in	IN	in
Gaza	NP	Gaza
the	DT	the
markets	NNS	market
have	VHP	have
food	NN	food
and	CC	and
it's	NNS	it's
actually	RB	actually
the	DT	the
un	JJ	un
uh	UH	uh
who	WP	who
could	MD	could
speed	VV	speed
up	RP	up
their	PP$	their
supply	NN	supply
of	IN	of
trucks	NNS	truck
for	IN	for
inspection	NN	inspection
something	NN	something
that	IN/that	that
the	DT	the
UN	NP	UN
flatly	RB	flatly
Rejects	VVZ	reject
and	CC	and
said	VVD	say
that's	NNS	that's
not	RB	not
true	JJ	true
Joe	NP	Joe
floto	NN	floto
in	IN	in
Jerusalem	NP	Jerusalem
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
well	RB	well
we	PP	we
can	MD	can
speak	VV	speak
now	RB	now
to	TO	to
Sam	NP	Sam
block	NN	block
who	WP	who
is	VBZ	be
director	NN	director
of	IN	of
emergency	NN	emergency
response	NN	response
for	IN	for
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
in	IN	in
Gaza	NP	Gaza
which	WDT	which
has	VHZ	have
been	VBN	be
working	VVG	work
to	TO	to
provide	VV	provide
meals	NNS	meal
for	IN	for
Citizens	NPS	Citizens
inside	IN	inside
Gaza	NP	Gaza
Sam	NP	Sam
you're	NN	you're
in	IN	in
Rafa	NP	Rafa
which	WDT	which
is	VBZ	be
in	IN	in
the	DT	the
south	NN	south
of	IN	of
Gaza	NP	Gaza
what	WP	what
is	VBZ	be
the	DT	the
situation	NN	situation
like	IN	like
with	IN	with
you	PP	you
where	WRB	where
you	PP	you
are	VBP	be
so	RB	so
in	IN	in
Rafa	NP	Rafa
uh	UH	uh
we're	NN	we're
working	VVG	work
both	DT	both
in	IN	in
Northern	NP	Northern
Gaza	NP	Gaza
and	CC	and
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
but	CC	but
in	IN	in
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
we've	NN	we've
seen	VVN	see
just	RB	just
an	DT	an
incredible	JJ	incredible
condensing	VVG	condense
of	IN	of
the	DT	the
population	NN	population
uh	UH	uh
the	DT	the
whole	JJ	whole
southern	JJ	southern
part	NN	part
of	IN	of
Gaza	NP	Gaza
normally	RB	normally
has	VHZ	have
about	RB	about
280,000	CD	@card@
uh	UH	uh
people	NNS	people
living	VVG	live
here	RB	here
and	CC	and
we	PP	we
we	PP	we
now	RB	now
have	VHP	have
uh	UH	uh
well	RB	well
over	IN	over
a	DT	a
million	CD	million
so	RB	so
there	RB	there
there	EX	there
is	VBZ	be
people	NNS	people
absolutely	RB	absolutely
everywhere	RB	everywhere
uh	UH	uh
seeking	VVG	seek
some	DT	some
sense	NN	sense
of	IN	of
of	IN	of
safety	NN	safety
um	NNS	um
we're	NN	we're
we're	NN	we're
feeding	VVG	feed
as	RB	as
many	JJ	many
of	IN	of
them	PP	them
as	IN	as
we	PP	we
can	MD	can
we're	VV	we're
currently	RB	currently
U	NN	U
providing	VVG	provide
enough	JJ	enough
food	NN	food
via	IN	via
our	PP$	our
trucks	NNS	truck
coming	VVG	come
across	RP	across
for	IN	for
at	IN	at
one	CD	one
meal	NN	meal
a	DT	a
day	NN	day
about	IN	about
22%	CD	@card@
of	IN	of
the	DT	the
population	NN	population
but	CC	but
that	DT	that
is	VBZ	be
obviously	RB	obviously
not	RB	not
even	RB	even
close	VV	close
to	TO	to
enough	JJ	enough
um	JJ	um
we're	NN	we're
we're	NN	we're
we're	NN	we're
doing	VVG	do
all	PDT	all
all	DT	all
that	IN/that	that
it	PP	it
is	VBZ	be
that	IN/that	that
we	PP	we
can	MD	can
we	PP	we
sending	VVG	send
as	IN	as
we	PP	we
have	VHP	have
a	DT	a
lot	NN	lot
of	IN	of
trucks	NNS	truck
in	IN	in
the	DT	the
pipeline	NN	pipeline
we've	NN	we've
had	VHD	have
about	RB	about
400	CD	@card@
trucks	NNS	truck
enter	VVP	enter
Gaza	NP	Gaza
already	RB	already
um	JJ	um
and	CC	and
we	PP	we
have	VHP	have
a	DT	a
lot	VV	lot
uh	UH	uh
waiting	VVG	wait
on	IN	on
the	DT	the
Egyptians	NNS	Egyptian
side	VV	side
uh	UH	uh
to	TO	to
come	VV	come
in	IN	in
there	EX	there
is	VBZ	be
the	DT	the
the	DT	the
the	DT	the
there	RB	there
is	VBZ	be
food	NN	food
on	IN	on
the	DT	the
markets	NNS	market
on	IN	on
the	DT	the
so	RB	so
to	TO	to
speak	VV	speak
markets	NNS	market
lots	NNS	lot
of	IN	of
little	JJ	little
Street	NP	Street
vendors	NNS	vendor
a	DT	a
lot	NN	lot
of	IN	of
which	WDT	which
are	VBP	be
reselling	VVG	resell
um	VVG	um
uh	UH	uh
humanitarian	JJ	humanitarian
food	NN	food
that's	NN	that's
been	VBN	be
donated	VVN	donate
it's	JJ	it's
kind	NN	kind
of	IN	of
become	VVN	become
the	DT	the
informal	JJ	informal
economy	NN	economy
you	PP	you
need	VVP	need
one	CD	one
thing	NN	thing
you	PP	you
you	PP	you
you	PP	you
know	VVP	know
sell	VV	sell
or	CC	or
trade	VV	trade
one	CD	one
thing	NN	thing
you	PP	you
receive	VVP	receive
but	CC	but
all	PDT	all
the	DT	the
food	NN	food
uh	UH	uh
coming	VVG	come
from	IN	from
within	IN	within
Gaza	NP	Gaza
is	VBZ	be
is	VBZ	be
becoming	VVG	become
on	IN	on
very	RB	very
very	RB	very
short	JJ	short
demand	NN	demand
and	CC	and
while	IN	while
there	EX	there
is	VBZ	be
food	NN	food
in	IN	in
those	DT	those
markets	NNS	market
it's	NN	it's
three	CD	three
to	TO	to
four	CD	four
times	NNS	time
what	WP	what
the	DT	the
average	JJ	average
uh	UH	uh
cost	NN	cost
would	MD	would
have	VH	have
been	VBN	be
there's	RB	there's
a	DT	a
a	DT	a
severe	JJ	severe
uh	UH	uh
scarcity	NN	scarcity
in	IN	in
addition	NN	addition
to	TO	to
that	WDT	that
some	DT	some
people	NNS	people
may	MD	may
know	VV	know
there's	RB	there's
been	VBN	be
very	RB	very
very	RB	very
little	JJ	little
propane	NN	propane
means	VVZ	mean
for	IN	for
people	NNS	people
to	TO	to
cook	VV	cook
food	NN	food
uh	UH	uh
here	RB	here
in	IN	in
Rafa	NP	Rafa
you	PP	you
know	VVP	know
Southern	NP	Southern
Gaza	NP	Gaza
every	DT	every
possible	JJ	possible
every	DT	every
tree	NN	tree
you	PP	you
know	VVP	know
every	DT	every
time	NN	time
you	PP	you
drive	VVP	drive
anywhere	RB	anywhere
every	DT	every
day	NN	day
you	PP	you
see	VVP	see
less	JJR	less
and	CC	and
less	JJR	less
trees	NNS	tree
so	IN	so
people	NNS	people
are	VBP	be
resting	VVG	rest
to	TO	to
anything	NN	anything
possible	JJ	possible
um	NNS	um
to	TO	to
create	VV	create
heat	NN	heat
in	IN	in
order	NN	order
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
cook	VV	cook
fuel	NN	fuel
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
is	VBZ	be
bringing	VVG	bring
in	IN	in
Alternatives	NNS	alternative
we've	NN	we've
designed	VVN	design
in	IN	in
engineering	NN	engineering
um	NNS	um
alternative	JJ	alternative
to	TO	to
propane	NN	propane
cooking	NN	cooking
cooking	NN	cooking
stoves	NNS	stove
and	CC	and
fuel	VV	fuel
sources	NNS	source
uh	UH	uh
but	CC	but
it's	NNS	it's
still	RB	still
simply	RB	simply
notal	JJ	notal
you	PP	you
mentioned	VVD	mention
you're	NN	you're
in	IN	in
the	DT	the
south	NN	south
of	IN	of
Gaza	NP	Gaza
what	WP	what
is	VBZ	be
the	DT	the
situation	NN	situation
like	IN	like
in	IN	in
the	DT	the
North	JJ	North
is	VBZ	be
it	PP	it
is	VBZ	be
it	PP	it
much	RB	much
worse	RBR	worse
there	RB	there
the	DT	the
reports	NNS	report
are	VBP	be
um	VVG	um
really	RB	really
really	RB	really
hard	RB	hard
hard	JJ	hard
to	TO	to
handle	VV	handle
uh	UH	uh
I	PP	I
will	MD	will
be	VB	be
going	VVG	go
up	RP	up
to	TO	to
to	RB	to
to	TO	to
Gaza	NP	Gaza
City	NP	City
tomorrow	NN	tomorrow
uh	UH	uh
especially	RB	especially
even	RB	even
in	IN	in
the	DT	the
hospitals	NNS	hospital
you	PP	you
know	VVP	know
we're	NN	we're
getting	VVG	get
reports	VVZ	report
uh	UH	uh
from	IN	from
the	DT	the
hospitals	NNS	hospital
to	TO	to
where	WRB	where
they	PP	they
they	PP	they
would	MD	would
prefer	VV	prefer
water	NN	water
over	IN	over
medical	JJ	medical
attention	NN	attention
because	IN	because
that's	NNS	that's
what	WP	what
how	WRB	how
immediate	JJ	immediate
the	DT	the
need	NN	need
is	VBZ	be
so	RB	so
we	PP	we
will	MD	will
be	VB	be
taking	VVG	take
food	NN	food
and	CC	and
water	NN	water
up	RB	up
there	RB	there
again	RB	again
it's	NNS	it's
been	VBN	be
trickling	VVG	trickle
up	RP	up
it's	NNS	it's
very	RB	very
challenging	VVG	challenge
to	TO	to
get	VV	get
the	DT	the
food	NN	food
into	IN	into
Gaza	NP	Gaza
but	CC	but
into	IN	into
Southern	NP	Southern
Gaza	NP	Gaza
but	CC	but
then	RB	then
to	TO	to
get	VV	get
it	PP	it
up	RP	up
to	TO	to
even	VV	even
the	DT	the
hospitals	NNS	hospital
and	CC	and
Northern	NP	Northern
Gaza	NP	Gaza
it's	NNS	it's
extremely	RB	extremely
challenging	VVG	challenge
so	IN	so
we're	NN	we're
hoping	VVG	hope
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
push	VV	push
more	JJR	more
up	IN	up
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
push	VV	push
a	DT	a
lot	NN	lot
up	RP	up
during	IN	during
the	DT	the
last	JJ	last
ceasefire	NN	ceasefire
we're	NN	we're
definitely	RB	definitely
hoping	VVG	hope
for	IN	for
the	DT	the
ceasefire	NN	ceasefire
to	TO	to
really	RB	really
get	VV	get
as	RB	as
much	RB	much
as	IN	as
we	PP	we
possibly	RB	possibly
can	MD	can
to	TO	to
northern	JJ	northern
northern	JJ	northern
Gaza	NP	Gaza
and	CC	and
Gaza	NP	Gaza
City	NP	City
are	VBP	be
you	PP	you
hopeful	JJ	hopeful
of	IN	of
that	DT	that
happening	NN	happening
at	IN	at
any	DT	any
point	NN	point
in	IN	in
the	DT	the
near	JJ	near
future	JJ	future
hopeful	NN	hopeful
is	VBZ	be
a	DT	a
hopeful	NN	hopeful
is	VBZ	be
a	DT	a
big	JJ	big
word	NN	word
um	NN	um
things	NNS	thing
are	VBP	be
are	VBP	be
changing	VVG	change
here	RB	here
daily	JJ	daily
so	IN	so
you	PP	you
really	RB	really
have	VHP	have
to	TO	to
um	NNS	um
you	PP	you
really	RB	really
have	VH	have
to	TO	to
be	VB	be
addressing	VVG	address
every	DT	every
every	DT	every
situation	NN	situation
from	IN	from
day	NN	day
to	TO	to
day	NN	day
moment	NN	moment
to	TO	to
moment	NN	moment
and	CC	and
and	CC	and
being	VBG	be
as	RB	as
ready	JJ	ready
as	IN	as
possible	JJ	possible
we've	NN	we've
you	PP	you
know	VVP	know
have	VH	have
multiple	JJ	multiple
contingency	NN	contingency
plans	VVZ	plan
every	DT	every
single	JJ	single
day	NN	day
for	IN	for
every	DT	every
action	NN	action
that	IN/that	that
we	PP	we
do	VVP	do
so	CC	so
uh	UH	uh
yes	UH	yes
hopeful	JJ	hopeful
but	CC	but
then	RB	then
also	RB	also
constant	JJ	constant
planning	NN	planning
and	CC	and
backup	JJ	backup
plans	NNS	plan
to	TO	to
do	VV	do
as	RB	as
much	RB	much
as	IN	as
we	PP	we
can	MD	can
okay	VV	okay
s	JJ	s
block	NN	block
director	NN	director
of	IN	of
emergency	NN	emergency
respons	NNS	respons
of	IN	of
world	NN	world
Central	NP	Central
Kitchen	NP	Kitchen
in	IN	in
Gaza	NP	Gaza
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
joining	VVG	join
us	PP	us
</doc>	JJ	</doc>
