gaza	NP	Gaza
stretchers	NNS	stretcher
and	CC	and
in	IN	in
the	DT	the
nearby	JJ	nearby
Q8	NP	Q8
field	NN	field
Hospital	NP	Hospital
completely	RB	completely
packed	VVD	pack
chaos	NN	chaos
there	RB	there
some	DT	some
people	NNS	people
some	DT	some
people	NNS	people
being	VBG	be
treated	VVN	treat
on	IN	on
the	DT	the
floor	NN	floor
it	PP	it
appears	VVZ	appear
some	DT	some
children	NNS	child
are	VBP	be
injured	VVN	injure
as	IN	as
well	RB	well
no	DT	no
word	NN	word
yet	RB	yet
from	IN	from
the	DT	the
Israeli	JJ	Israeli
Defense	NN	defense
Forces	NNS	force
officially	RB	officially
but	CC	but
interestingly	RB	interestingly
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
military	JJ	military
radio	NN	radio
station	NN	station
is	VBZ	be
citing	VVG	cite
defense	NN	defense
sources	NNS	source
three	CD	three
defense	NN	defense
sources	NNS	source
saying	VVG	say
that	IN/that	that
this	DT	this
was	VBD	be
a	DT	a
very	RB	very
significant	JJ	significant
strike	NN	strike
now	RB	now
we	PP	we
don	VV	don
'	''	'
t	NN	t
know	VVP	know
if	IN	if
that	DT	that
'	''	'
s	NNS	s
significant	JJ	significant
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
loss	NN	loss
of	IN	of
life	NN	life
which	WDT	which
clearly	RB	clearly
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
here	RB	here
or	CC	or
whether	IN	whether
it	PP	it
was	VBD	be
very	RB	very
significant	JJ	significant
in	IN	in
that	WDT	that
as	RB	as
has	VHZ	have
been	VBN	be
the	DT	the
case	NN	case
in	IN	in
previous	JJ	previous
strikes	NNS	strike
the	DT	the
Israeli	JJ	Israeli
military	NN	military
have	VHP	have
targeted	VVN	target
Hamas	JJ	Hamas
individuals	NNS	individual
and	CC	and
we	PP	we
'	POS	'
ve	JJ	ve
seen	VVN	see
lots	NNS	lot
of	IN	of
people	NNS	people
die	VVP	die
as	IN	as
a	DT	a
result	NN	result
of	IN	of
that	WDT	that
and	CC	and
we	PP	we
do	VVP	do
know	VV	know
there	EX	there
has	VHZ	have
been	VBN	be
Fierce	JJ	fierce
fighting	NN	fighting
in	IN	in
this	DT	this
area	NN	area
in	IN	in
recent	JJ	recent
days	NNS	day
just	RB	just
talk	VVP	talk
us	PP	us
through	IN	through
what	WP	what
'	POS	'
s	RB	s
been	VBN	be
happening	VVG	happen
you	PP	you
Han	NP	Han
Unice	NP	Unice
is	VBZ	be
right	RB	right
in	IN	in
the	DT	the
south	NN	south
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
where	WRB	where
the	DT	the
fighting	NN	fighting
has	VHZ	have
continued	VVN	continue
as	RB	as
well	RB	well
as	IN	as
in	IN	in
Gaza	NP	Gaza
City	NP	City
which	WDT	which
is	VBZ	be
gaza	NP	Gaza
'	POS	'
s	JJ	s
biggest	JJS	big
city	NN	city
and	CC	and
other	JJ	other
parts	NNS	part
of	IN	of
the	DT	the
strip	NN	strip
as	RB	as
well	RB	well
with	IN	with
people	NNS	people
being	VBG	be
reported	VVN	report
killed	VVD	kill
every	DT	every
day	NN	day
so	IN	so
this	DT	this
is	VBZ	be
the	DT	the
reality	NN	reality
I	PP	I
mean	VVP	mean
there	EX	there
'	''	'
s	VVZ	s
one	CD	one
District	NN	district
of	IN	of
Gaza	NP	Gaza
City	NP	City
itself	PP	itself
where	WRB	where
the	DT	the
authorities	NNS	authority
said	VVD	say
that	IN/that	that
they	PP	they
recovered	VVD	recover
60	CD	@card@
bodies	NNS	body
after	IN	after
a	DT	a
very	RB	very
intense	JJ	intense
48	CD	@card@
Hours	NNS	hour
of	IN	of
military	JJ	military
operations	NNS	operation
by	IN	by
the	DT	the
Israeli	JJ	Israeli
government	NN	government
of	IN	of
course	NN	course
the	DT	the
government	NN	government
here	RB	here
says	VVZ	say
that	IN/that	that
the	DT	the
mission	NN	mission
to	TO	to
destroy	VV	destroy
Hamas	NP	Hamas
continues	VVZ	continue
and	CC	and
won	NN	won
'	POS	'
t	NN	t
stop	NN	stop
until	IN	until
it	PP	it
'	POS	'
s	RB	s
done	VVN	do
all	PDT	all
the	DT	the
while	IN	while
these	DT	these
peace	NN	peace
talks	NNS	talk
are	VBP	be
going	VVG	go
on	IN	on
but	CC	but
no	DT	no
indication	NN	indication
that	IN/that	that
they	PP	they
made	VVD	make
a	DT	a
huge	JJ	huge
amount	NN	amount
of	IN	of
progress	NN	progress
this	DT	this
week	NN	week
in	IN	in
the	DT	the
conversations	NNS	conversation
in	IN	in
in	IN	in
Doha	NP	Doha
also	RB	also
there	EX	there
were	VBD	be
some	DT	some
talks	VVZ	talk
uh	UH	uh
in	IN	in
Egypt	NP	Egypt
as	IN	as
well	RB	well
and	CC	and
this	DT	this
is	VBZ	be
The	DT	the
Bleak	NP	Bleak
reality	NN	reality
this	DT	this
is	VBZ	be
the	DT	the
horror	NN	horror
what	WP	what
we	PP	we
of	IN	of
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
and	CC	and
I	PP	I
think	VVP	think
the	DT	the
images	NNS	image
we	PP	we
'	''	'
re	IN	re
seeing	VVG	see
today	NN	today
speak	VVP	speak
for	IN	for
themselves	PP	themselves
Israel	NP	Israel
'	POS	'
s	NN	S
Army	NP	Army
Radio	NP	Radio
has	VHZ	have
said	VVN	say
the	DT	the
target	NN	target
of	IN	of
the	DT	the
strike	NN	strike
was	VBD	be
the	DT	the
Hamas	JJ	Hamas
military	JJ	military
Chief	NP	Chief
Muhammad	NP	Muhammad
Dave	NP	Dave
well	RB	well
Hamas	NP	Hamas
has	VHZ	have
denied	VVN	deny
this	DT	this
let	NN	let
'	POS	'
s	NNS	s
bring	VVP	bring
in	IN	in
our	PP$	our
Gaza	NP	Gaza
correspondent	NN	correspondent
rushi	NN	rushi
abulu	NN	abulu
who	WP	who
is	VBZ	be
in	IN	in
Istanbul	NP	Istanbul
rushi	NNS	rushi
what	WP	what
are	VBP	be
you	PP	you
hearing	VVG	hear
yeah	RB	yeah
still	RB	still
no	DT	no
confirmation	NN	confirmation
denial	NN	denial
from	IN	from
Hamas	NNS	Hamas
about	IN	about
this	DT	this
they	PP	they
said	VVD	say
what	WP	what
happened	VVN	happen
is	VBZ	be
a	DT	a
a	DT	a
war	NN	war
crime	NN	crime
committed	VVN	commit
by	IN	by
Israel	NP	Israel
targeting	VVG	target
innocent	JJ	innocent
civilian	NN	civilian
in	IN	in
the	DT	the
so	RB	so
-	JJ	-
call	NN	call
safe	JJ	safe
Zone	NP	Zone
what	WP	what
happened	VVD	happen
we	PP	we
have	VHP	have
been	VBN	be
talking	VVG	talk
to	TO	to
many	JJ	many
sources	NNS	source
in	IN	in
the	DT	the
area	NN	area
there	EX	there
was	VBD	be
the	DT	the
the	DT	the
main	JJ	main
strike	NN	strike
that	WDT	that
hit	VVD	hit
a	DT	a
building	NN	building
which	WDT	which
house	VVP	house
some	DT	some
uh	UH	uh
you	PP	you
know	VV	know
uh	UH	uh
Food	NP	Food
Distribution	NP	Distribution
Center	NP	Center
Then	RB	then
followed	VVD	follow
by	IN	by
about	RB	about
four	CD	four
or	CC	or
five	CD	five
secondary	JJ	secondary
air	NN	air
strikes	VVZ	strike
around	RP	around
around	IN	around
the	DT	the
the	DT	the
area	NN	area
one	CD	one
of	IN	of
them	PP	them
was	VBD	be
targeting	VVG	target
also	RB	also
a	DT	a
a	DT	a
civil	JJ	civil
defense	NN	defense
uh	UH	uh
car	NN	car
that	WDT	that
rushed	VVD	rush
to	TO	to
uh	UH	uh
rescue	VV	rescue
the	DT	the
the	DT	the
people	NNS	people
so	IN	so
it	PP	it
'	POS	'
s	NN	S
very	RB	very
complicated	VVN	complicate
sort	NN	sort
of	IN	of
area	NN	area
because	IN	because
the	DT	the
area	NN	area
where	WRB	where
uh	UH	uh
west	NN	west
of	IN	of
canun	VVG	canun
it	PP	it
'	POS	'
s	NN	S
called	VVD	call
alasi	VVG	alasi
it	PP	it
'	POS	'
s	NNS	s
the	DT	the
area	NN	area
that	IN/that	that
designated	VVN	designate
as	IN	as
a	DT	a
safe	JJ	safe
Zone	NP	Zone
with	IN	with
about	RB	about
700	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
they	PP	they
live	VVP	live
there	RB	there
very	RB	very
crowded	VVN	crowd
area	NN	area
that	IN/that	that
why	WRB	why
we	PP	we
have	VHP	have
seen	VVN	see
this	DT	this
huge	JJ	huge
number	NN	number
of	IN	of
casualties	NNS	casualty
about	IN	about
71	CD	@card@
confirmed	VVD	confirm
killed	VVN	kill
and	CC	and
over	IN	over
200	CD	@card@
people	NNS	people
were	VBD	be
injured	VVN	injure
doctors	NNS	doctor
are	VBP	be
struggling	VVG	struggle
in	IN	in
three	CD	three
medical	JJ	medical
centers	NNS	center
uh	UH	uh
to	TO	to
save	VV	save
people	NNS	people
lives	VVZ	live
the	DT	the
number	NN	number
of	IN	of
patient	NN	patient
and	CC	and
the	DT	the
number	NN	number
of	IN	of
injured	JJ	injured
arrived	VVD	arrive
very	RB	very
quickly	RB	quickly
to	TO	to
the	DT	the
hospital	NN	hospital
is	VBZ	be
huge	JJ	huge
and	CC	and
and	CC	and
and	CC	and
doctors	NNS	doctor
are	VBP	be
trying	VVG	try
to	TO	to
cope	VV	cope
with	IN	with
the	DT	the
situation	NN	situation
about	IN	about
Muhammad	NP	Muhammad
Dev	NP	Dev
he	PP	he
'	POS	'
s	NNS	s
the	DT	the
command	NN	command
military	JJ	military
commander	NN	commander
of	IN	of
Hamas	VVG	Hamas
he	PP	he
'	POS	'
s	RB	s
been	VBN	be
targeted	VVN	target
four	CD	four
or	CC	or
five	CD	five
times	NNS	time
by	IN	by
Israel	NP	Israel
he	PP	he
was	VBD	be
seriously	RB	seriously
injured	VVN	injure
back	RB	back
in	IN	in
2014	CD	@card@
uh	UH	uh
War	NN	war
there	EX	there
is	VBZ	be
no	DT	no
confirmation	NN	confirmation
yet	RB	yet
from	IN	from
Hamas	NNS	Hamas
about	IN	about
him	PP	him
but	CC	but
this	DT	this
is	VBZ	be
the	DT	the
highest	JJS	high
ranking	VVG	rank
uh	UH	uh
name	NN	name
or	CC	or
military	JJ	military
Chief	JJ	chief
and	CC	and
he	PP	he
'	POS	'
s	NN	S
the	DT	the
one	CD	one
who	WP	who
followed	VVD	follow
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
attack	NN	attack
by	IN	by
Hamas	NN	Hamas
he	PP	he
made	VVD	make
this	DT	this
speech	NN	speech
and	CC	and
uh	UH	uh
he	PP	he
was	VBD	be
addressing	VVG	address
the	DT	the
the	DT	the
people	NNS	people
afterwards	RB	afterwards
so	IN	so
it	PP	it
'	POS	'
s	NN	S
quite	RB	quite
significant	JJ	significant
if	IN	if
he	PP	he
'	POS	'
s	NN	S
the	DT	the
Target	NP	Target
it	PP	it
is	VBZ	be
very	RB	very
significant	JJ	significant
the	DT	the
area	NN	area
is	VBZ	be
significant	JJ	significant
because	IN	because
it	PP	it
'	POS	'
s	NN	S
the	DT	the
safe	JJ	safe
Zone	NP	Zone
and	CC	and
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
killed	VVN	kill
is	VBZ	be
a	DT	a
huge	JJ	huge
in	IN	in
the	DT	the
city	NN	city
and	CC	and
we	PP	we
were	VBD	be
just	RB	just
showing	VVG	show
a	DT	a
a	DT	a
picture	NN	picture
of	IN	of
Muhammad	NP	Muhammad
Dave	NP	Dave
back	RB	back
in	IN	in
1996	CD	@card@
so	IN	so
a	DT	a
very	RB	very
old	JJ	old
image	NN	image
but	CC	but
just	RB	just
talk	VV	talk
us	PP	us
through	IN	through
what	WP	what
we	PP	we
know	VVP	know
about	IN	about
him	PP	him
he	PP	he
was	VBD	be
you	PP	you
know	VVP	know
a	DT	a
mastermind	NN	mastermind
behind	IN	behind
most	JJS	most
of	IN	of
the	DT	the
Hamas	JJ	Hamas
attacks	NNS	attack
for	IN	for
the	DT	the
last	JJ	last
25	CD	@card@
30	CD	@card@
years	NNS	year
Muhammad	NP	Muhammad
de	NP	de
is	VBZ	be
is	VBZ	be
is	VBZ	be
a	DT	a
well	RB	well
known	VVN	know
they	PP	they
call	VVP	call
him	PP	him
the	DT	the
the	DT	the
chief	JJ	chief
commander	NN	commander
of	IN	of
the	DT	the
military	JJ	military
Wing	NP	Wing
he	PP	he
was	VBD	be
until	IN	until
recently	RB	recently
during	IN	during
this	DT	this
war	NN	war
when	WRB	when
the	DT	the
Israeli	JJ	Israeli
intelligence	NN	intelligence
released	VVN	release
fresh	JJ	fresh
picture	NN	picture
of	IN	of
him	PP	him
everybody	NN	everybody
thought	VVD	think
that	IN/that	that
he	PP	he
was	VBD	be
half	PDT	half
a	DT	a
person	NN	person
like	IN	like
he	PP	he
used	VVD	use
to	TO	to
have	VH	have
a	DT	a
lot	NN	lot
of	IN	of
rumors	NNS	rumor
about	IN	about
him	PP	him
that	IN/that	that
he	PP	he
'	POS	'
s	NN	S
he	PP	he
lost	VVD	lose
his	PP$	his
hand	NN	hand
in	IN	in
one	CD	one
of	IN	of
the	DT	the
he	PP	he
lost	VVD	lose
his	PP$	his
eye	NN	eye
he	PP	he
lost	VVD	lose
his	PP$	his
his	PP$	his
wife	NN	wife
and	CC	and
his	PP$	his
brother	NN	brother
and	CC	and
Israel	NP	Israel
tried	VVD	try
to	TO	to
kill	VV	kill
him	PP	him
many	JJ	many
many	JJ	many
times	NNS	time
I	PP	I
remember	VVP	remember
for	IN	for
the	DT	the
last	JJ	last
20	CD	@card@
years	NNS	year
covering	VVG	cover
this	DT	this
conflict	NN	conflict
I	PP	I
have	VHP	have
covered	VVN	cover
at	IN	at
least	JJS	least
four	CD	four
or	CC	or
five	CD	five
times	NNS	time
when	WRB	when
Muhammad	NP	Muhammad
de	NP	de
was	VBD	be
was	VBD	be
a	DT	a
Target	NP	Target
they	PP	they
tried	VVD	try
to	TO	to
kill	VV	kill
him	PP	him
after	IN	after
the	DT	the
Hamas	NN	Hamas
kidnapped	VVD	kidnap
gilad	JJ	gilad
Shalit	NN	Shalit
in	IN	in
2006	CD	@card@
they	PP	they
tried	VVD	try
to	TO	to
kill	VV	kill
him	PP	him
in	IN	in
the	DT	the
2009	CD	@card@
war	NN	war
and	CC	and
they	PP	they
killed	VVD	kill
his	PP$	his
wife	NN	wife
and	CC	and
his	PP$	his
family	NN	family
members	NNS	member
in	IN	in
2014	CD	@card@
in	IN	in
a	DT	a
house	NN	house
in	IN	in
Gaza	NP	Gaza
City	NP	City
and	CC	and
he	PP	he
was	VBD	be
badly	RB	badly
injured	VVN	injure
so	IN	so
Israel	NP	Israel
has	VHZ	have
been	VBN	be
hunting	VVG	hunt
for	IN	for
him	PP	him
for	IN	for
a	DT	a
very	RB	very
long	JJ	long
time	NN	time
and	CC	and
if	IN	if
they	PP	they
good	JJ	good
him	PP	him
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	NN	S
significant	JJ	significant
is	VBZ	be
he	PP	he
would	MD	would
be	VB	be
the	DT	the
highest	JJS	high
ranking	JJ	ranking
person	NN	person
killed	VVN	kill
in	IN	in
this	DT	this
world	NN	world
and	CC	and
Ry	NN	Ry
while	IN	while
we	PP	we
have	VHP	have
you	PP	you
we	PP	we
'	POS	'
re	NN	re
just	RB	just
going	VVG	go
to	TO	to
be	VB	be
showing	VVG	show
some	DT	some
live	JJ	live
pictures	NNS	picture
now	RB	now
in	IN	in
K	NP	K
Unice	NP	Unice
there	RB	there
you	PP	you
go	VVP	go
um	NN	um
that	WDT	that
is	VBZ	be
near	JJ	near
to	TO	to
the	DT	the
blast	NN	blast
sites	NNS	site
near	NN	near
to	TO	to
uh	UH	uh
the	DT	the
hospital	NN	hospital
there	RB	there
you	PP	you
can	MD	can
see	VV	see
that	IN/that	that
there	EX	there
are	VBP	be
a	DT	a
number	NN	number
of	IN	of
people	NNS	people
walking	VVG	walk
around	RP	around
on	IN	on
the	DT	the
streets	NNS	street
um	VVG	um
we	PP	we
'	POS	'
re	NN	re
hearing	NN	hearing
since	IN	since
the	DT	the
start	NN	start
of	IN	of
the	DT	the
war	NN	war
38	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
according	VVG	accord
to	TO	to
the	DT	the
Hamas	JJ	Hamas
uh	UH	uh
Health	NP	Health
Ministry	NP	Ministry
have	VHP	have
been	VBN	be
killed	VVN	kill
what	WP	what
are	VBP	be
eyewitnesses	NNS	eyewitness
saying	VVG	say
to	TO	to
you	PP	you
uh	UH	uh
you	PP	you
'	POS	'
ve	RB	ve
been	VBN	be
speaking	VVG	speak
to	TO	to
some	DT	some
people	NNS	people
on	IN	on
the	DT	the
ground	NN	ground
the	DT	the
um	JJ	um
uh	UH	uh
the	DT	the
Israeli	JJ	Israeli
military	NN	military
saying	VVG	say
that	IN/that	that
the	DT	the
strike	NN	strike
was	VBD	be
on	IN	on
a	DT	a
fenced	VVN	fence
Hamas	NN	Hamas
area	NN	area
uh	UH	uh
others	NNS	other
saying	VVG	say
that	IN/that	that
this	DT	this
was	VBD	be
actually	RB	actually
a	DT	a
safe	JJ	safe
zone	NN	zone
for	IN	for
Palestinians	NPS	Palestinians
are	VBP	be
you	PP	you
getting	VVG	get
an	DT	an
a	DT	a
clearer	JJR	clear
idea	NN	idea
of	IN	of
where	WRB	where
this	DT	this
strike	NN	strike
took	VVD	take
place	NN	place
yeah	RB	yeah
just	RB	just
to	TO	to
explain	VV	explain
the	DT	the
alasi	NN	alasi
area	NN	area
is	VBZ	be
like	IN	like
a	DT	a
small	JJ	small
strip	NN	strip
of	IN	of
land	NN	land
in	IN	in
the	DT	the
eastern	JJ	eastern
western	JJ	western
part	NN	part
ofun	NN	ofun
is	VBZ	be
near	IN	near
the	DT	the
beach	NN	beach
it	PP	it
'	POS	'
s	JJ	s
agricultural	JJ	agricultural
area	NN	area
with	IN	with
a	DT	a
lot	NN	lot
of	IN	of
farms	NNS	farm
and	CC	and
uh	UH	uh
back	RB	back
in	IN	in
October	NP	October
and	CC	and
November	NP	November
and	CC	and
December	NP	December
Israel	NP	Israel
said	VVD	say
this	DT	this
is	VBZ	be
the	DT	the
area	NN	area
is	VBZ	be
called	VVN	call
the	DT	the
safe	JJ	safe
Zone	NP	Zone
they	PP	they
were	VBD	be
uh	UH	uh
you	PP	you
know	VVP	know
ordering	VVG	order
people	NNS	people
from	IN	from
RAF	NN	RAF
from	IN	from
kanun	NN	kanun
from	IN	from
all	DT	all
around	IN	around
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
to	TO	to
go	VV	go
there	RB	there
because	IN	because
it	PP	it
'	POS	'
s	NN	S
safe	JJ	safe
the	DT	the
area	NN	area
is	VBZ	be
like	IN	like
twice	RB	twice
the	DT	the
size	NN	size
of	IN	of
hro	NN	hro
airport	NN	airport
and	CC	and
it	PP	it
'	POS	'
s	NN	S
very	RB	very
densely	RB	densely
populated	VVN	populate
area	NN	area
with	IN	with
thousands	NNS	thousand
of	IN	of
tins	NNS	tin
are	VBP	be
there	RB	there
and	CC	and
many	JJ	many
of	IN	of
you	PP	you
know	VVP	know
small	JJ	small
makeshift	JJ	makeshift
houses	NNS	house
were	VBD	be
set	VVN	set
up	RP	up
in	IN	in
the	DT	the
in	IN	in
the	DT	the
area	NN	area
the	DT	the
area	NN	area
is	VBZ	be
really	RB	really
crowded	JJ	crowded
and	CC	and
according	VVG	accord
to	TO	to
Witnesses	NNS	witness
what	WP	what
happened	VVD	happen
is	VBZ	be
like	IN	like
earthquake	NN	earthquake
is	VBZ	be
about	RB	about
three	CD	three
air	NN	air
strikes	NNS	strike
using	VVG	use
you	PP	you
know	VVP	know
fighter	NN	fighter
jits	NNS	jits
in	IN	in
the	DT	the
area	NN	area
and	CC	and
about	RB	about
three	CD	three
four	CD	four
secondary	JJ	secondary
strikes	NNS	strike
maybe	RB	maybe
used	VVN	use
drone	NN	drone
or	CC	or
quad	NN	quad
cter	NN	cter
drones	NNS	drone
in	IN	in
the	DT	the
area	NN	area
so	IN	so
it	PP	it
'	POS	'
s	NN	S
quite	RB	quite
big	JJ	big
strike	NN	strike
in	IN	in
a	DT	a
a	DT	a
significant	JJ	significant
area	NN	area
where	WRB	where
very	RB	very
crowded	JJ	crowded
place	NN	place
near	IN	near
a	DT	a
market	NN	market
near	IN	near
you	PP	you
know	VVP	know
a	DT	a
food	NN	food
distribution	NN	distribution
center	NN	center
many	JJ	many
civilian	JJ	civilian
casualties	NNS	casualty
in	IN	in
the	DT	the
area	NN	area
we	PP	we
have	VHP	have
seen	VVN	see
image	NN	image
of	IN	of
people	NNS	people
digging	VVG	dig
in	IN	in
their	PP$	their
bare	JJ	bare
hand	NN	hand
trying	VVG	try
to	TO	to
get	VV	get
their	PP$	their
uh	UH	uh
you	PP	you
know	VVP	know
loved	VVN	love
ones	NNS	one
from	IN	from
under	IN	under
the	DT	the
the	DT	the
rubel	NN	rubel
in	IN	in
the	DT	the
hospital	NN	hospital
there	RB	there
'	POS	'
s	NN	S
too	RB	too
many	JJ	many
civilians	NNS	civilian
we	PP	we
we	PP	we
have	VHP	have
seen	VVN	see
footage	NN	footage
of	IN	of
wom	NN	wom
children	NNS	child
are	VBP	be
among	IN	among
those	DT	those
killed	VVN	kill
in	IN	in
the	DT	the
area	NN	area
well	RB	well
as	IN	as
I	PP	I
said	VVD	say
Hamas	NNS	Hamas
officially	RB	officially
deny	VVP	deny
Hamas	NP	Hamas
officially	RB	officially
said	VVD	say
this	DT	this
is	VBZ	be
a	DT	a
war	NN	war
crime	NN	crime
and	CC	and
Israel	NP	Israel
is	VBZ	be
responsible	JJ	responsible
for	IN	for
killing	VVG	kill
innocent	JJ	innocent
civilian	NN	civilian
in	IN	in
a	DT	a
safe	JJ	safe
Zone	NP	Zone
Witnesses	NNS	witness
are	VBP	be
reporting	VVG	report
as	IN	as
I	PP	I
said	VVD	say
many	JJ	many
civilian	JJ	civilian
casualties	NNS	casualty
are	VBP	be
among	IN	among
the	DT	the
people	NNS	people
who	WP	who
were	VBD	be
killed	VVN	kill
in	IN	in
the	DT	the
area	NN	area
very	RB	very
conflicting	JJ	conflicting
report	NN	report
about	IN	about
the	DT	the
number	NN	number
very	RB	very
conflicting	JJ	conflicting
report	NN	report
about	IN	about
the	DT	the
situation	NN	situation
for	IN	for
the	DT	the
injured	JJ	injured
very	JJ	very
serious	JJ	serious
injuries	NNS	injury
are	VBP	be
still	RB	still
in	IN	in
the	DT	the
hospital	NN	hospital
but	CC	but
the	DT	the
overall	JJ	overall
number	NN	number
is	VBZ	be
still	RB	still
71	CD	@card@
killed	VVN	kill
and	CC	and
over	IN	over
100	CD	@card@
200	CD	@card@
people	NNS	people
injured	VVN	injure
okay	VV	okay
uh	UH	uh
rushy	JJ	rushy
uh	UH	uh
there	EX	there
are	VBP	be
Gaza	NP	Gaza
correspondent	NN	correspondent
with	IN	with
the	DT	the
latest	JJS	late
well	RB	well
um	JJ	um
we	PP	we
are	VBP	be
just	RB	just
getting	VVG	get
some	DT	some
more	JJR	more
information	NN	information
