right	RB	right
it	PP	it
well	RB	well
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	VVG	s
a	DT	a
good	JJ	good
sign	NN	sign
and	CC	and
it	PP	it
'	POS	'
s	NN	S
exactly	RB	exactly
a	DT	a
week	NN	week
go	VV	go
today	NN	today
I	PP	I
was	VBD	be
in	IN	in
DOA	NP	DOA
and	CC	and
I	PP	I
conveyed	VVD	convey
through	IN	through
channels	NNS	channel
the	DT	the
desire	NN	desire
to	TO	to
release	VV	release
all	DT	all
of	IN	of
the	DT	the
civilan	JJ	civilan
hostages	NNS	hostage
and	CC	and
without	IN	without
any	DT	any
preconditions	NNS	precondition
so	IN	so
I	PP	I
hopeful	JJ	hopeful
hopefully	RB	hopefully
this	DT	this
could	MD	could
be	VB	be
the	DT	the
beginning	NN	beginning
but	CC	but
it	PP	it
takes	VVZ	take
two	CD	two
two	CD	two
Tango	NP	Tango
as	RB	as
to	TO	to
say	VV	say
if	IN	if
I	PP	I
can	MD	can
put	VV	put
it	PP	it
that	IN/that	that
way	NN	way
um	NNS	um
you	PP	you
know	VVP	know
that	IN/that	that
without	IN	without
the	DT	the
willingness	NN	willingness
on	IN	on
both	DT	both
sides	NNS	side
to	TO	to
secure	VV	secure
the	DT	the
safe	JJ	safe
Passage	NP	Passage
of	IN	of
all	PDT	all
the	DT	the
civilian	JJ	civilian
hostages	NNS	hostage
I	PP	I
think	VVP	think
people	NNS	people
will	MD	will
be	VB	be
in	IN	in
danger	NN	danger
okay	NN	okay
can	MD	can
you	PP	you
take	VV	take
us	PP	us
as	IN	as
it	PP	it
were	VBD	be
into	IN	into
the	DT	the
room	NN	room
where	WRB	where
it	PP	it
'	POS	'
s	NNS	s
happening	VVG	happen
behind	IN	behind
the	DT	the
curtain	NN	curtain
what	WP	what
what	WP	what
we	PP	we
received	VVD	receive
in	RP	in
in	IN	in
in	IN	in
from	IN	from
the	DT	the
social	JJ	social
media	NNS	medium
account	VV	account
uh	UH	uh
the	DT	the
Hamas	JJ	Hamas
statement	NN	statement
they	PP	they
talked	VVD	talk
about	IN	about
Qatar	NP	Qatar
Egypt	NP	Egypt
mediation	NN	mediation
what	WP	what
what	WP	what
does	VVZ	do
that	RB	that
mean	VV	mean
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
on	IN	on
well	RB	well
it	PP	it
it	PP	it
means	VVZ	mean
messages	NNS	message
are	VBP	be
passed	VVN	pass
um	NN	um
there	RB	there
'	POS	'
s	NN	S
never	RB	never
direct	JJ	direct
engagement	NN	engagement
between	IN	between
um	JJ	um
Israeli	JJ	Israeli
officials	NNS	official
and	CC	and
Hamas	JJ	Hamas
officials	NNS	official
they	PP	they
don	VVP	don
'	''	'
t	NN	t
meet	VVP	meet
together	RB	together
they	PP	they
have	VHP	have
always	RB	always
used	VVN	use
intermediaries	NNS	intermediary
to	TO	to
pass	VV	pass
messages	NNS	message
and	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
longterm	JJ	longterm
usually	RB	usually
long	JJ	long
term	NN	term
because	IN	because
usually	RB	usually
there	EX	there
uh	UH	uh
quid	NN	quid
proquo	NN	proquo
you	PP	you
know	VVP	know
what	WP	what
do	VVP	do
we	PP	we
get	VV	get
for	IN	for
this	DT	this
who	WP	who
do	VVP	do
we	PP	we
get	VV	get
and	CC	and
so	RB	so
forth	RB	forth
in	IN	in
this	DT	this
particular	JJ	particular
case	NN	case
I	PP	I
understand	VVP	understand
I	PP	I
think	VVP	think
it	PP	it
was	VBD	be
the	DT	the
the	DT	the
operatives	NNS	operative
who	WP	who
went	VVD	go
into	IN	into
Israel	NP	Israel
committed	VVD	commit
the	DT	the
atrocities	NNS	atrocity
and	CC	and
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	NNS	s
inexcusable	JJ	inexcusable
The	DT	the
Taking	VVG	take
indiscriminately	RB	indiscriminately
of	IN	of
civilians	NNS	civilian
um	VVG	um
that	IN/that	that
they	PP	they
they	PP	they
made	VVD	make
a	DT	a
mistake	NN	mistake
and	CC	and
the	DT	the
way	NN	way
I	PP	I
would	MD	would
see	VV	see
it	PP	it
is	VBZ	be
that	IN/that	that
Hamas	NNS	Hamas
are	VBP	be
Keen	NP	Keen
to	TO	to
hand	VV	hand
back	RB	back
all	PDT	all
the	DT	the
civilian	JJ	civilian
hostages	NNS	hostage
now	RB	now
I	PP	I
stress	VVP	stress
civilian	JJ	civilian
as	RB	as
opposed	VVN	oppose
to	TO	to
the	DT	the
military	JJ	military
okay	NN	okay
that	RB	that
'	POS	'
s	NN	S
that	RB	that
'	POS	'
s	NN	S
an	DT	an
important	JJ	important
distinction	NN	distinction
you	PP	you
mentioned	VVD	mention
quid	NN	quid
proquo	NN	proquo
would	MD	would
it	PP	it
be	VB	be
your	PP$	your
understanding	NN	understanding
that	IN/that	that
the	DT	the
uh	UH	uh
four	CD	four
people	NNS	people
released	VVN	release
if	IN	if
if	IN	if
we	PP	we
do	VVP	do
get	VV	get
confirmation	NN	confirmation
of	IN	of
the	DT	the
latest	JJS	late
two	CD	two
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
something	NN	something
in	IN	in
place	NN	place
then	RB	then
and	CC	and
and	CC	and
what	WP	what
what	WP	what
could	MD	could
that	RB	that
be	VB	be
well	RB	well
leis	NNS	leis
from	IN	from
the	DT	the
conversations	NNS	conversation
I	PP	I
had	VHD	have
in	IN	in
DOA	NP	DOA
I	PP	I
I	PP	I
think	VVP	think
the	DT	the
the	DT	the
fact	NN	fact
they	PP	they
civilians	NNS	civilian
there	EX	there
were	VBD	be
to	TO	to
be	VB	be
no	DT	no
conditions	NNS	condition
they	PP	they
were	VBD	be
going	VVG	go
to	TO	to
be	VB	be
handed	VVN	hand
back	RB	back
as	RB	as
soon	RB	soon
as	IN	as
conditions	NNS	condition
um	NNS	um
allowed	VVN	allow
for	IN	for
the	DT	the
safety	NN	safety
because	IN	because
you	PP	you
wouldn	NN	wouldn
'	POS	'
t	NN	t
keep	VV	keep
200	CD	@card@
or	CC	or
it	PP	it
won	VVD	win
'	''	'
t	NN	t
be	VB	be
200	JJ	@card@
it	PP	it
'	''	'
ll	NN	ll
be	VB	be
I	PP	I
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
how	WRB	how
many	JJ	many
civilians	NNS	civilian
but	CC	but
you	PP	you
would	MD	would
not	RB	not
keep	VV	keep
them	PP	them
all	RB	all
in	IN	in
the	DT	the
same	JJ	same
place	NN	place
so	IN	so
it	PP	it
'	POS	'
s	NNS	s
a	DT	a
question	NN	question
of	IN	of
how	WRB	how
do	VVP	do
you	PP	you
move	VV	move
such	JJ	such
numbers	NNS	number
around	IN	around
Gaza	NP	Gaza
do	VVP	do
you	PP	you
release	VV	release
them	PP	them
2	CD	@card@
by	IN	by
two	CD	two
or	CC	or
whatever	WDT	whatever
I	PP	I
would	MD	would
hope	VV	hope
not	RB	not
I	PP	I
would	MD	would
hope	VV	hope
that	IN/that	that
we	PP	we
could	MD	could
have	VH	have
a	DT	a
ceasefire	NN	ceasefire
that	IN/that	that
we	PP	we
could	MD	could
create	VV	create
conditions	NNS	condition
in	IN	in
which	WDT	which
a	DT	a
process	NN	process
of	IN	of
exchange	NN	exchange
could	MD	could
take	VV	take
place	NN	place
and	CC	and
I	PP	I
say	VVP	say
that	IN/that	that
should	MD	should
take	VV	take
place	NN	place
in	IN	in
these	DT	these
circumstances	NNS	circumstance
without	IN	without
any	DT	any
conditions	NNS	condition
interesting	VVG	interest
you	PP	you
'	POS	'
ve	NN	ve
made	VVD	make
the	DT	the
distinction	NN	distinction
civilian	JJ	civilian
and	CC	and
not	RB	not
what	WP	what
therefore	RB	therefore
is	VBZ	be
the	DT	the
process	NN	process
and	CC	and
protocol	NN	protocol
around	IN	around
non	JJ	non
civilian	JJ	civilian
hostages	NNS	hostage
well	RB	well
the	DT	the
practice	NN	practice
of	IN	of
taking	VVG	take
soldiers	NNS	soldier
and	CC	and
I	PP	I
'	POS	'
m	NN	m
explaining	VVG	explain
it	PP	it
not	RB	not
endorsing	VVG	endorse
it	PP	it
not	RB	not
justifying	VVG	justify
it	PP	it
but	CC	but
the	DT	the
practice	NN	practice
of	IN	of
capturing	VVG	capture
Israeli	JJ	Israeli
soldiers	NNS	soldier
was	VBD	be
simply	RB	simply
to	TO	to
use	VV	use
those	DT	those
young	JJ	young
people	NNS	people
as	IN	as
leverage	NN	leverage
to	TO	to
release	VV	release
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
from	IN	from
Israeli	JJ	Israeli
jails	NNS	jail
currently	RB	currently
before	IN	before
this	DT	this
um	JJ	um
outbreak	NN	outbreak
um	NNS	um
of	IN	of
cycle	NN	cycle
of	IN	of
violence	NN	violence
you	PP	you
might	MD	might
say	VV	say
renewal	NN	renewal
of	IN	of
that	DT	that
cycle	NN	cycle
um	NNS	um
there	EX	there
were	VBD	be
about	RB	about
4	CD	@card@
,	,	,
000	CD	@card@
um	NNS	um
is	VBZ	be
Palestinian	JJ	Palestinian
um	NN	um
prisoners	NNS	prisoner
in	IN	in
Israeli	JJ	Israeli
jails	NNS	jail
now	RB	now
some	RB	some
of	IN	of
those	DT	those
were	VBD	be
convicted	VVN	convict
some	DT	some
were	VBD	be
on	IN	on
the	DT	the
the	DT	the
detention	NN	detention
without	IN	without
trial	NN	trial
and	CC	and
the	DT	the
capture	NN	capture
of	IN	of
a	DT	a
soldier	NN	soldier
was	VBD	be
a	DT	a
precious	JJ	precious
commodity	NN	commodity
if	IN	if
I	PP	I
can	MD	can
put	VV	put
it	PP	it
that	WDT	that
way	NN	way
a	DT	a
bargaining	NN	bargaining
chip	NN	chip
in	IN	in
which	WDT	which
you	PP	you
would	MD	would
get	VV	get
these	DT	these
cases	NNS	case
reviewed	VVD	review
I	PP	I
think	VVP	think
the	DT	the
answer	NN	answer
to	TO	to
it	PP	it
for	IN	for
me	PP	me
would	MD	would
have	VH	have
been	VBN	be
for	IN	for
Israel	NP	Israel
to	TO	to
after	IN	after
the	DT	the
Shalit	NP	Shalit
deal	NN	deal
to	TO	to
have	VH	have
introduced	VVN	introduce
a	DT	a
review	NN	review
system	NN	system
of	IN	of
all	DT	all
cases	NNS	case
and	CC	and
have	VHP	have
had	VHN	have
an	DT	an
independent	JJ	independent
review	NN	review
of	IN	of
all	PDT	all
the	DT	the
convicted	VVN	convict
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
in	IN	in
Israeli	JJ	Israeli
jail	NN	jail
so	IN	so
that	WDT	that
there	EX	there
could	MD	could
be	VB	be
some	DT	some
hope	NN	hope
of	IN	of
people	NNS	people
being	VBG	be
released	VVN	release
at	IN	at
present	NN	present
there	RB	there
'	POS	'
s	NNS	s
no	RB	no
hope	VVP	hope
for	IN	for
many	JJ	many
of	IN	of
them	PP	them
murnan	VVP	murnan
absolutely	RB	absolutely
fascinating	JJ	fascinating
to	TO	to
get	VV	get
your	PP$	your
behind	IN	behind
the	DT	the
scenes	NNS	scene
expertise	NN	expertise
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
coming	VVG	come
on	IN	on
the	DT	the
program	NN	program
thank	VVP	thank
you	PP	you
leas	NNS	lea
and	CC	and
let	VV	let
'	''	'
s	NNS	s
hope	VVP	hope
the	DT	the
news	NN	news
tonight	NN	tonight
is	VBZ	be
the	DT	the
beginning	NN	beginning
of	IN	of
something	NN	something
that	WDT	that
will	MD	will
be	VB	be
ongoing	JJ	ongoing
and	CC	and
all	RB	all
of	IN	of
those	DT	those
hostages	NNS	hostage
will	MD	will
be	VB	be
returned	VVN	return
to	TO	to
their	PP$	their
families	NNS	family
Oliver	NP	Oliver
mcturner	NN	mcturner
thank	VVP	thank
you	PP	you
I	PP	I
just	RB	just
want	VVP	want
to	TO	to
bring	VV	bring
you	PP	you
an	DT	an
update	NN	update
to	TO	to
this	DT	this
uh	UH	uh
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
minutes	NNS	minute
CBS	NP	CBS
News	NP	News
which	WDT	which
is	VBZ	be
the	DT	the
BBC	NP	BBC
'	POS	'
s	NN	S
media	NNS	medium
partner	NN	partner
in	IN	in
uh	UH	uh
the	DT	the
US	NP	US
then	RB	then
are	VBP	be
reporting	VVG	report
uh	UH	uh
the	DT	the
two	CD	two
hostages	NNS	hostage
are	VBP	be
being	VBG	be
released	VVN	release
by	IN	by
Hamas	NP	Hamas
an	DT	an
Israeli	JJ	Israeli
government	NN	government
official	NN	official
has	VHZ	have
confirmed	VVN	confirm
to	TO	to
CBS	NP	CBS
News	NP	News
uh	UH	uh
the	DT	the
names	NNS	name
of	IN	of
the	DT	the
two	CD	two
as	IN	as
well	NN	well
so	IN	so
uh	UH	uh
just	RB	just
to	TO	to
outline	VV	outline
exactly	RB	exactly
how	WRB	how
the	DT	the
process	NN	process
of	IN	of
verification	NN	verification
and	CC	and
Confirmation	NN	confirmation
in	IN	in
these	DT	these
kind	NN	kind
of	IN	of
situations	NNS	situation
works	VVZ	work
we	PP	we
had	VHD	have
initially	RB	initially
the	DT	the
statement	NN	statement
on	IN	on
social	JJ	social
media	NNS	medium
by	IN	by
Hamas	NP	Hamas
through	RB	through
Hamas	VVD	Hamas
uh	UH	uh
media	NN	media
channels	VVZ	channel
uh	UH	uh
which	WDT	which
we	PP	we
then	RB	then
take	VV	take
and	CC	and
clearly	RB	clearly
investigate	VV	investigate
we	PP	we
don	VV	don
'	''	'
t	NN	t
take	VVP	take
that	IN/that	that
on	IN	on
its	PP$	its
own	JJ	own
uh	UH	uh
the	DT	the
way	NN	way
that	IN/that	that
media	NNS	medium
organizations	NNS	organization
work	VVP	work
around	IN	around
the	DT	the
world	NN	world
and	CC	and
BBC	NP	BBC
included	VVN	include
is	VBZ	be
you	PP	you
have	VHP	have
Partnerships	NNS	partnership
with	IN	with
different	JJ	different
with	IN	with
other	JJ	other
uh	UH	uh
media	NN	media
organizations	NNS	organization
ours	PP	ours
in	IN	in
the	DT	the
US	NP	US
is	VBZ	be
CBS	NP	CBS
news	NN	news
they	PP	they
have	VHP	have
spoken	VVN	speak
to	TO	to
an	DT	an
Israel	NP	Israel
government	NN	government
official	JJ	official
uh	UH	uh
confirming	VVG	confirm
to	TO	to
CBS	NP	CBS
News	NP	News
uh	UH	uh
the	DT	the
names	NNS	name
of	IN	of
the	DT	the
hostages	NNS	hostage
and	CC	and
in	IN	in
terms	NNS	term
of	IN	of
how	WRB	how
this	DT	this
plays	NNS	play
out	IN	out
last	JJ	last
week	NN	week
when	WRB	when
we	PP	we
had	VHD	have
the	DT	the
first	JJ	first
two	CD	two
uh	UH	uh
um	NN	um
hostages	NNS	hostage
being	VBG	be
released	VVN	release
released	VVN	release
uh	UH	uh
after	IN	after
the	DT	the
CBS	NP	CBS
News	NP	News
confirmation	NN	confirmation
BBC	NP	BBC
did	VVD	do
independently	RB	independently
uh	UH	uh
confirm	VV	confirm
a	DT	a
pretty	RB	pretty
short	JJ	short
time	NN	time
after	IN	after
that	DT	that
too	RB	too
uh	UH	uh
right	RB	right
let	VV	let
'	''	'
s	NNS	s
take	VVP	take
a	DT	a
look	NN	look
at	IN	at
another	DT	another
post	NN	post
that	RB	that
'	POS	'
s	NNS	s
just	RB	just
come	VVP	come
up	RP	up
on	IN	on
uh	UH	uh
social	JJ	social
media	NNS	medium
you	PP	you
can	MD	can
see	VV	see
from	IN	from
the	DT	the
icrc	NN	icrc
let	NN	let
'	POS	'
s	NNS	s
see	VVP	see
what	WP	what
they	PP	they
saying	VVG	say
about	IN	about
it	PP	it
we	PP	we
facilitated	VVD	facilitate
the	DT	the
release	NN	release
of	IN	of
two	CD	two
more	JJR	more
hostages	NNS	hostage
transporting	VVG	transport
them	PP	them
out	RP	out
of	IN	of
Gaza	NP	Gaza
this	DT	this
evening	NN	evening
our	PP$	our
role	NN	role
as	IN	as
a	DT	a
neutral	JJ	neutral
intermediary	NN	intermediary
makes	VVZ	make
this	DT	this
work	NN	work
possible	JJ	possible
and	CC	and
we	PP	we
are	VBP	be
ready	JJ	ready
to	TO	to
facilitate	VV	facilitate
any	DT	any
further	JJR	further
release	NN	release
we	PP	we
hope	VVP	hope
that	IN/that	that
they	PP	they
will	MD	will
soon	RB	soon
be	VB	be
back	RB	back
with	IN	with
their	PP$	their
loved	VVN	love
ones	NNS	one
and	CC	and
to	TO	to
re	NN	re
reiterate	VV	reiterate
what	WP	what
happened	VVD	happen
the	DT	the
last	JJ	last
time	NN	time
last	JJ	last
week	NN	week
with	IN	with
two	CD	two
hostages	NNS	hostage
was	VBD	be
a	DT	a
similar	JJ	similar
uh	UH	uh
process	NN	process
and	CC	and
it	PP	it
wasn	NP	wasn
'	POS	'
t	NN	t
until	IN	until
uh	UH	uh
that	IN/that	that
they	PP	they
were	VBD	be
confirmed	VVN	confirm
safe	JJ	safe
on	IN	on
Israeli	JJ	Israeli
territory	NN	territory
that	IN/that	that
we	PP	we
then	RB	then
heard	VVD	hear
from	IN	from
uh	UH	uh
officials	NNS	official
and	CC	and
authorities	NNS	authority
in	IN	in
Israel	NP	Israel
confirming	VVG	confirm
things	NNS	thing
like	VV	like
uh	UH	uh
name	NN	name
and	CC	and
status	NN	status
of	IN	of
the	DT	the
two	CD	two
hostages	NNS	hostage
so	RB	so
we	PP	we
will	MD	will
wait	VV	wait
and	CC	and
see	VV	see
if	IN	if
and	CC	and
when	WRB	when
uh	UH	uh
that	WDT	that
happens	VVZ	happen
but	CC	but
clearly	RB	clearly
more	JJR	more
confirmation	NN	confirmation
coming	VVG	come
through	IN	through
that	WDT	that
two	CD	two
two	CD	two
Israeli	JJ	Israeli
hostages	NNS	hostage
uh	UH	uh
have	VHP	have
been	VBN	be
released	VVN	release
by	IN	by
Hamas	VVG	Hamas
we	PP	we
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
keep	VV	keep
across	IN	across
all	PDT	all
those	DT	those
details	NNS	detail
for	IN	for
you	PP	you
and	CC	and
when	WRB	when
of	IN	of
course	NN	course
the	DT	the
BBC	NP	BBC
established	VVD	establish
our	PP$	our
own	JJ	own
independent	JJ	independent
verification	NN	verification
we	PP	we
'	POS	'
ll	NNS	ll
bring	VVP	bring
that	IN/that	that
to	TO	to
you	PP	you
as	IN	as
well	RB	well
