<video_id>o6NtiY0Zg7U</video_id>	JJ	<video_id>o6NtiY0Zg7U</video_id>
the	DT	the
terms	NNS	term
are	VBP	be
different	JJ	different
then	RB	then
it's	NN	it's
quite	RB	quite
possibly	RB	possibly
going	VVG	go
to	TO	to
get	VV	get
rejected	VVN	reject
by	IN	by
the	DT	the
Israeli	JJ	Israeli
side	NN	side
and	CC	and
those	DT	those
wonderful	JJ	wonderful
celebrations	NNS	celebration
you	PP	you
saw	VVD	see
there	RB	there
in	IN	in
Rafa	NP	Rafa
and	CC	and
Gaza	NP	Gaza
Strip	NP	Strip
could	MD	could
be	VB	be
premature	JJ	premature
of	IN	of
course	NN	course
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
benjin	NP	benjin
Netanyahu	NP	Netanyahu
is	VBZ	be
under	IN	under
huge	JJ	huge
pressure	NN	pressure
isn't	VVD	isn't
he	PP	he
to	TO	to
get	VV	get
the	DT	the
remaining	VVG	remain
hostages	NNS	hostage
out	RP	out
and	CC	and
many	JJ	many
people	NNS	people
would	MD	would
say	VV	say
that	IN/that	that
a	DT	a
ceasefire	NN	ceasefire
deal	NN	deal
is	VBZ	be
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
get	VV	get
those	DT	those
hostages	NNS	hostage
out	RP	out
well	RB	well
that's	NNS	that's
exactly	RB	exactly
right	RB	right
I	PP	I
mean	VVP	mean
the	DT	the
only	JJ	only
time	NN	time
we've	NN	we've
seen	VVN	see
large	JJ	large
numbers	NNS	number
of	IN	of
hostages	NNS	hostage
released	VVN	release
out	RP	out
of	IN	of
Gaza	NP	Gaza
have	VHP	have
been	VBN	be
with	IN	with
a	DT	a
negotiated	VVN	negotiate
deal	NN	deal
by	IN	by
Qatar	NP	Qatar
and	CC	and
Egypt	NP	Egypt
with	IN	with
the	DT	the
support	NN	support
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
that	DT	that
appears	VVZ	appear
to	TO	to
be	VB	be
what's	NNS	what's
going	VVG	go
on	IN	on
now	RB	now
because	IN	because
the	DT	the
message	NN	message
and	CC	and
we're	NN	we're
basing	VVG	base
all	DT	all
of	IN	of
this	DT	this
on	IN	on
a	DT	a
genuine	JJ	genuine
one	CD	one
single	JJ	single
but	CC	but
genuine	JJ	genuine
posting	NN	posting
on	IN	on
uh	UH	uh
on	IN	on
social	JJ	social
media	NNS	medium
by	IN	by
Hamas	NNS	Hamas
saying	VVG	say
that	IN/that	that
their	PP$	their
political	JJ	political
leader	NN	leader
is	VBZ	be
hania	NN	hania
has	VHZ	have
telephoned	VVN	telephone
the	DT	the
Kat	NP	Kat
prime	JJ	prime
minister	NN	minister
Sheikh	NP	Sheikh
abdan	NP	abdan
Muhammad	NP	Muhammad
abdan	NN	abdan
Alani	NP	Alani
uh	UH	uh
and	CC	and
abas	NNS	aba
camel	NN	camel
the	DT	the
head	NN	head
of	IN	of
Egyptian	JJ	Egyptian
intelligence	NN	intelligence
to	TO	to
say	VV	say
that	IN/that	that
Hamas	NP	Hamas
accepts	VVZ	accept
the	DT	the
Ceasar	NP	Ceasar
proposal	NN	proposal
so	IN	so
we	PP	we
don't	VVD	don't
yet	RB	yet
know	VV	know
what	WP	what
the	DT	the
Israeli	JJ	Israeli
reaction	NN	reaction
is	VBZ	be
the	DT	the
Israeli	JJ	Israeli
media	NNS	medium
has	VHZ	have
been	VBN	be
pretty	RB	pretty
cautious	JJ	cautious
about	IN	about
it	PP	it
saying	VVG	say
that	IN/that	that
if	IN	if
it's	NNS	it's
if	IN	if
the	DT	the
terms	NNS	term
are	VBP	be
different	JJ	different
then	JJ	then
it's	NNS	it's
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
acceptable	JJ	acceptable
to	TO	to
the	DT	the
Israeli	JJ	Israeli
cabinet	NN	cabinet
and	CC	and
let's	NNS	let's
just	RB	just
remind	VV	remind
ourselves	PP	ourselves
what	WP	what
the	DT	the
sticking	JJ	sticking
point	NN	point
was	VBD	be
at	IN	at
the	DT	the
weekend	NN	weekend
why	WRB	why
those	DT	those
peace	NN	peace
talks	VVZ	talk
those	DT	those
ceasefire	NN	ceasefire
talks	NNS	talk
collapsed	VVN	collapse
or	CC	or
stalled	VVN	stall
and	CC	and
that	DT	that
is	VBZ	be
that	DT	that
Hamas	NN	Hamas
insisted	VVD	insist
on	IN	on
an	DT	an
undertaking	NN	undertaking
by	IN	by
Israel	NP	Israel
that	IN/that	that
this	DT	this
would	MD	would
be	VB	be
a	DT	a
full	JJ	full
and	CC	and
final	JJ	final
ceasefire	NN	ceasefire
in	IN	in
other	JJ	other
words	NNS	word
it	PP	it
would	MD	would
be	VB	be
an	DT	an
end	NN	end
to	TO	to
the	DT	the
fighting	NN	fighting
and	CC	and
Israel	NP	Israel
would	MD	would
withdraw	VV	withdraw
Israel	NP	Israel
said	VVD	say
we're	NN	we're
not	RB	not
going	VVG	go
to	TO	to
commit	VV	commit
to	TO	to
that	DT	that
because	IN	because
it	PP	it
would	MD	would
leave	VV	leave
hamas's	NN	hamas's
battalions	NNS	battalion
intact	JJ	intact
and	CC	and
allow	VV	allow
them	PP	them
to	TO	to
regroup	VV	regroup
and	CC	and
attack	VV	attack
us	PP	us
again	RB	again
what	WP	what
mediators	NNS	mediator
have	VHP	have
been	VBN	be
saying	VVG	say
both	DT	both
during	IN	during
the	DT	the
weekend	NN	weekend
and	CC	and
subsequently	RB	subsequently
to	TO	to
Hamas	VV	Hamas
is	VBZ	be
look	VV	look
take	VV	take
the	DT	the
40-day	JJ	40-day
deal	NN	deal
you	PP	you
know	VVP	know
if	IN	if
you	PP	you
don't	VVD	don't
take	VV	take
that	IN/that	that
nothing's	NNS	nothing's
going	VVG	go
to	TO	to
happen	VV	happen
the	DT	the
idea	NN	idea
is	VBZ	be
to	TO	to
build	VV	build
on	IN	on
the	DT	the
40-day	JJ	40-day
deal	NN	deal
to	TO	to
make	VV	make
another	DT	another
40-day	JJ	40-day
Troop	NP	Troop
and	CC	and
another	DT	another
one	CD	one
beyond	IN	beyond
that	WDT	that
and	CC	and
eventually	RB	eventually
it	PP	it
becomes	VVZ	become
um	NNS	um
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
but	CC	but
if	IN	if
you	PP	you
don't	VVD	don't
make	VV	make
a	DT	a
start	NN	start
then	RB	then
nothing	NN	nothing
is	VBZ	be
going	VVG	go
to	TO	to
happen	VV	happen
and	CC	and
just	RB	just
give	VV	give
us	PP	us
an	DT	an
idea	NN	idea
of	IN	of
who	WP	who
exactly	RB	exactly
is	VBZ	be
mediating	VVG	mediate
in	IN	in
these	DT	these
various	JJ	various
ceasefire	NN	ceasefire
negotiations	NNS	negotiation
that	DT	that
we've	NN	we've
been	VBN	be
having	VHG	have
it's	NNS	it's
very	RB	very
much	RB	much
Egyptian	JJ	Egyptian
Le	NP	Le
I	PP	I
mean	VVP	mean
the	DT	the
cutteries	NNS	cutteries
are	VBP	be
involved	VVN	involve
cutter	NN	cutter
is	VBZ	be
of	IN	of
course	NN	course
the	DT	the
home	NN	home
in	IN	in
doar	NN	doar
its	PP$	its
capital	NN	capital
to	TO	to
the	DT	the
political	JJ	political
leadership	NN	leadership
of	IN	of
Hamas	JJ	Hamas
something	NN	something
that	WDT	that
is	VBZ	be
pretty	RB	pretty
controversial	JJ	controversial
because	IN	because
it's	NNS	it's
a	DT	a
weird	JJ	weird
situation	NN	situation
you've	NN	you've
got	VVN	get
Qatar	NP	Qatar
that	WDT	that
is	VBZ	be
home	NN	home
to	TO	to
the	DT	the
largest	JJS	large
US	NP	US
military	JJ	military
base	NN	base
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
at	IN	at
alade	NN	alade
it's	NNS	it's
also	RB	also
home	RB	home
to	TO	to
what	WP	what
is	VBZ	be
a	DT	a
the	DT	the
political	JJ	political
wing	NN	wing
of	IN	of
a	DT	a
prescribed	JJ	prescribed
terrorist	JJ	terrorist
organization	NN	organization
prescribed	VVN	prescribe
by	IN	by
the	DT	the
US	NP	US
and	CC	and
many	JJ	many
other	JJ	other
countries	NNS	country
um	NNS	um
but	CC	but
it's	NNS	it's
the	DT	the
Egyptians	NNS	Egyptian
that	WDT	that
have	VHP	have
been	VBN	be
driving	VVG	drive
this	DT	this
one	CD	one
and	CC	and
it's	JJ	it's
Egyptian	JJ	Egyptian
intelligence	NN	intelligence
remember	VVP	remember
that	IN/that	that
Egypt	NP	Egypt
borders	NNS	border
Gaza	NP	Gaza
they've	NN	they've
got	VVD	get
a	DT	a
vested	JJ	vested
interest	NN	interest
in	IN	in
seeing	VVG	see
calm	JJ	calm
restored	VVN	restore
um	NNS	um
the	DT	the
last	JJ	last
thing	NN	thing
they	PP	they
want	VVP	want
is	VBZ	be
to	TO	to
see	VV	see
the	DT	the
violence	NN	violence
spill	NN	spill
over	IN	over
their	PP$	their
borders	NNS	border
um	NNS	um
into	IN	into
the	DT	the
northern	JJ	northern
Sinai	NP	Sinai
which	WDT	which
has	VHZ	have
already	RB	already
suffered	VVN	suffer
a	DT	a
lot	NN	lot
of	IN	of
violence	NN	violence
from	IN	from
um	JJ	um
Isis	NP	Isis
that's	NN	that's
been	VBN	be
attacking	VVG	attack
Egyptian	JJ	Egyptian
Army	NN	army
positions	VVZ	position
uh	UH	uh
they	PP	they
there's	RB	there's
no	DT	no
love	NN	love
lost	VVN	lose
between	IN	between
the	DT	the
Egyptian	JJ	Egyptian
government	NN	government
which	WDT	which
is	VBZ	be
very	RB	very
secular	JJ	secular
and	CC	and
Hamas	NN	Hamas
which	WDT	which
is	VBZ	be
a	DT	a
religious	JJ	religious
movement	NN	movement
a	DT	a
political	JJ	political
religious	JJ	religious
movement	NN	movement
but	CC	but
the	DT	the
Egyptians	NNS	Egyptian
have	VHP	have
been	VBN	be
driving	VVG	drive
this	DT	this
they	PP	they
want	VVP	want
very	RB	very
much	JJ	much
to	TO	to
see	VV	see
this	DT	this
deal	NN	deal
succeed	VV	succeed
Ed	NP	Ed
and	CC	and
that's	NNS	that's
why	WRB	why
hamas's	NN	hamas's
message	NN	message
mentioned	VVD	mention
abas	NNS	aba
camel	JJ	camel
the	DT	the
head	NN	head
of	IN	of
Egyptian	JJ	Egyptian
intelligence	NN	intelligence
who	WP	who
is	VBZ	be
been	VBN	be
who	WP	who
has	VHZ	have
been	VBN	be
instrumental	JJ	instrumental
in	IN	in
trying	VVG	try
to	TO	to
get	VV	get
this	DT	this
deal	NN	deal
over	IN	over
the	DT	the
line	NN	line
and	CC	and
Frank	NP	Frank
just	RB	just
looking	VVG	look
at	IN	at
the	DT	the
timing	NN	timing
of	IN	of
this	DT	this
I	PP	I
mean	VVP	mean
this	DT	this
this	DT	this
uh	UH	uh
acceptance	NN	acceptance
by	IN	by
Hamas	NNS	Hamas
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
deal	NN	deal
it	PP	it
comes	VVZ	come
on	IN	on
the	DT	the
same	JJ	same
day	NN	day
that	IN/that	that
we've	NN	we've
had	VHD	have
heightened	VVN	heighten
reports	NNS	report
that	IN/that	that
there	EX	there
could	MD	could
be	VB	be
an	DT	an
imminent	JJ	imminent
Israeli	JJ	Israeli
military	JJ	military
offensive	JJ	offensive
ground	NN	ground
assault	NN	assault
on	IN	on
Rafa	NP	Rafa
we've	NN	we've
had	VHD	have
those	DT	those
evacuation	NN	evacuation
orders	NNS	order
dropped	VVD	drop
by	IN	by
flyers	NNS	flyer
on	IN	on
Palestinian	JJ	Palestinian
civilians	NNS	civilian
telling	VVG	tell
them	PP	them
to	TO	to
get	VV	get
out	RP	out
of	IN	of
Eastern	NP	Eastern
Rafa	NP	Rafa
ahead	RB	ahead
of	IN	of
of	IN	of
uh	UH	uh
what	WP	what
could	MD	could
be	VB	be
an	DT	an
imminent	JJ	imminent
Israeli	JJ	Israeli
assault	NN	assault
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
could	MD	could
be	VB	be
connected	VVN	connect
to	TO	to
what	WP	what
Hamas	NNS	Hamas
now	RB	now
have	VHP	have
agree	VV	agree
to	TO	to
well	RB	well
certainly	RB	certainly
I	PP	I
think	VVP	think
hardliners	NNS	hardliner
um	NNS	um
and	CC	and
others	NNS	other
in	IN	in
the	DT	the
military	NN	military
here	RB	here
in	IN	in
in	IN	in
the	DT	the
Israeli	JJ	Israeli
establishment	NN	establishment
will	MD	will
be	VB	be
saying	VVG	say
you	PP	you
see	VVP	see
military	JJ	military
Pressure	NN	pressure
Works	NP	Works
the	DT	the
threat	NN	threat
of	IN	of
military	JJ	military
action	NN	action
has	VHZ	have
made	VVN	make
them	PP	them
capitulate	VVP	capitulate
I'm	NP	I'm
not	RB	not
sure	JJ	sure
that's	NNS	that's
how	WRB	how
Hamas	NNS	Hamas
would	MD	would
see	VV	see
it	PP	it
um	JJ	um
because	IN	because
after	IN	after
all	DT	all
yesterday	NN	yesterday
they	PP	they
fired	VVD	fire
a	DT	a
load	NN	load
of	IN	of
rockets	NNS	rocket
at	IN	at
the	DT	the
Kim	NP	Kim
Shalom	NP	Shalom
Crossing	VVG	cross
Point	NP	Point
killing	VVG	kill
four	CD	four
Israeli	JJ	Israeli
soldiers	NNS	soldier
Israel	NP	Israel
has	VHZ	have
been	VBN	be
conducting	VVG	conduct
air	NN	air
strikes	NNS	strike
in	IN	in
Rafa	NP	Rafa
certainly	RB	certainly
the	DT	the
prospect	NN	prospect
of	IN	of
a	DT	a
major	JJ	major
military	JJ	military
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
has	VHZ	have
appalled	VVN	appall
International	NP	International
Aid	NP	Aid
agencies	NNS	agency
and	CC	and
the	DT	the
US	NP	US
for	IN	for
that	DT	that
matter	NN	matter
so	IN	so
President	NP	President
Biden	NP	Biden
only	RB	only
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
ago	RB	ago
held	VVD	hold
a	DT	a
30-minute	JJ	30-minute
phone	NN	phone
call	NN	call
with	IN	with
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
the	DT	the
readout	NN	readout
of	IN	of
that	DT	that
that	WDT	that
was	VBD	be
released	VVN	release
to	TO	to
the	DT	the
media	NNS	medium
was	VBD	be
unbelievably	RB	unbelievably
short	JJ	short
and	CC	and
uninformative	JJ	uninformative
uh	UH	uh
most	JJS	most
of	IN	of
it	PP	it
was	VBD	be
about	IN	about
Holocaust	NN	holocaust
Remembrance	NN	remembrance
Day	NP	Day
one	CD	one
line	NN	line
in	IN	in
it	PP	it
referring	VVG	refer
to	TO	to
Rafa	NP	Rafa
saying	VVG	say
the	DT	the
president	NN	president
made	VVD	make
clear	JJ	clear
his	PP$	his
views	NNS	view
on	IN	on
Rafa	NP	Rafa
well	RB	well
we	PP	we
know	VVP	know
what	WP	what
those	DT	those
views	NNS	view
are	VBP	be
and	CC	and
it	PP	it
frankly	RB	frankly
don't	VVD	don't
do	VV	do
it	PP	it
the	DT	the
US	NP	US
does	VVZ	do
not	RB	not
believe	VV	believe
that	IN/that	that
Israel	NP	Israel
can	MD	can
undertake	VV	undertake
a	DT	a
military	JJ	military
operation	NN	operation
in	IN	in
a	DT	a
place	NN	place
with	IN	with
1.4	CD	@card@
million	CD	million
people	NNS	people
2third	JJ	2third
of	IN	of
whom	WP	whom
are	VBP	be
already	RB	already
displaced	VVN	displace
from	IN	from
northern	JJ	northern
Gaza	NP	Gaza
without	IN	without
severe	JJ	severe
harm	NN	harm
to	TO	to
those	DT	those
civilians	NNS	civilian
uh	UH	uh
Frank	NP	Frank
you	PP	you
were	VBD	be
saying	VVG	say
at	IN	at
the	DT	the
start	NN	start
that	IN/that	that
of	IN	of
course	NN	course
we	PP	we
have	VHP	have
to	TO	to
wait	VV	wait
and	CC	and
hear	VV	hear
and	CC	and
wait	VV	wait
and	CC	and
see	VV	see
what	WP	what
Israel's	NP	Israel's
reaction	NN	reaction
to	TO	to
this	DT	this
is	VBZ	be
and	CC	and
we	PP	we
have	VHP	have
just	RB	just
received	VVN	receive
a	DT	a
report	NN	report
while	IN	while
you've	NNS	you've
been	VBN	be
talking	VVG	talk
to	TO	to
us	PP	us
from	IN	from
the	DT	the
Reuters	NP	Reuters
news	NN	news
agency	NN	agency
um	NNS	um
quoting	VVG	quote
an	DT	an
Israeli	JJ	Israeli
official	JJ	official
unnamed	JJ	unnamed
Israeli	JJ	Israeli
official	NN	official
saying	VVG	say
that	IN/that	that
Hamas	NNS	Hamas
have	VHP	have
approved	VVN	approve
uh	UH	uh
a	DT	a
quote	NN	quote
softened	VVD	soften
Egyptian	JJ	Egyptian
proposal	NN	proposal
that	WDT	that
is	VBZ	be
not	RB	not
repeat	VV	repeat
not	RB	not
acceptable	JJ	acceptable
to	TO	to
Israel	NP	Israel
so	IN	so
the	DT	the
initial	JJ	initial
and	CC	and
that	WDT	that
is	VBZ	be
a	DT	a
that's	NN	that's
just	RB	just
on	IN	on
the	DT	the
Reuters	NP	Reuters
news	NN	news
agency	NN	agency
but	CC	but
they're	NN	they're
quoting	VVG	quote
an	DT	an
Israeli	JJ	Israeli
official	NN	official
saying	VVG	say
that	IN/that	that
this	DT	this
deal	NN	deal
that	IN/that	that
Hamas	NNS	Hamas
have	VHP	have
agreed	VVN	agree
to	TO	to
is	VBZ	be
not	RB	not
acceptable	JJ	acceptable
to	TO	to
Israel	NP	Israel
because	IN	because
it's	NN	it's
it's	NNS	it's
based	VVN	base
on	IN	on
a	DT	a
softened	JJ	softened
Egyptian	JJ	Egyptian
proposal	NN	proposal
yeah	RB	yeah
I	PP	I
I	PP	I
that	IN/that	that
doesn't	JJ	doesn't
surprise	NN	surprise
me	PP	me
and	CC	and
that's	NNS	that's
very	RB	very
depressing	VVG	depress
because	IN	because
um	NNS	um
you	PP	you
know	VVP	know
I	PP	I
kind	NN	kind
of	IN	of
feared	VVN	fear
as	RB	as
much	RB	much
because	IN	because
certainly	RB	certainly
when	WRB	when
the	DT	the
talks	NNS	talk
collapsed	VVD	collapse
at	IN	at
the	DT	the
weekend	NN	weekend
there	EX	there
was	VBD	be
still	RB	still
considerable	JJ	considerable
dist	NN	dist
between	IN	between
the	DT	the
Hamas	JJ	Hamas
position	NN	position
and	CC	and
the	DT	the
Israeli	JJ	Israeli
position	NN	position
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
Netanyahu	NP	Netanyahu
has	VHZ	have
been	VBN	be
absolutely	RB	absolutely
adamant	JJ	adamant
that	IN/that	that
Israel	NP	Israel
will	MD	will
not	RB	not
commit	VV	commit
now	RB	now
or	CC	or
at	IN	at
any	DT	any
time	NN	time
to	TO	to
an	DT	an
end	NN	end
to	TO	to
hostilities	NNS	hostility
why	WRB	why
because	IN	because
they	PP	they
think	VVP	think
that	IN/that	that
this	DT	this
is	VBZ	be
unfinished	JJ	unfinished
business	NN	business
and	CC	and
there	EX	there
are	VBP	be
four	CD	four
battalions	NNS	battalion
of	IN	of
Hamas	NN	Hamas
still	RB	still
alive	JJ	alive
and	CC	and
intact	JJ	intact
and	CC	and
they	PP	they
want	VVP	want
to	TO	to
finish	VV	finish
them	PP	them
off	RP	off
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
they	PP	they
want	VVP	want
the	DT	the
hostages	NNS	hostage
out	IN	out
now	RB	now
those	DT	those
two	CD	two
aims	NNS	aim
I	PP	I
think	VVP	think
are	VBP	be
incompatible	JJ	incompatible
with	IN	with
each	DT	each
other	JJ	other
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
get	VV	get
hostage	NN	hostage
is	VBZ	be
out	RP	out
of	IN	of
captivity	NN	captivity
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
through	IN	through
a	DT	a
deal	NN	deal
um	NN	um
but	CC	but
there	EX	there
are	VBP	be
people	NNS	people
in	IN	in
the	DT	the
security	NN	security
cabinet	NN	cabinet
and	CC	and
the	DT	the
war	NN	war
cabinet	NN	cabinet
here	RB	here
in	IN	in
Israel	NP	Israel
um	NNS	um
well	RB	well
certainly	RB	certainly
there	EX	there
are	VBP	be
hardliners	NNS	hardliner
in	IN	in
this	DT	this
country	NN	country
and	CC	and
in	IN	in
the	DT	the
government	NN	government
who	WP	who
don't	VVD	don't
want	VVP	want
to	TO	to
see	VV	see
a	DT	a
deal	NN	deal
instead	RB	instead
