<video_id>swMxFlbD4ec</video_id>	NP	<video_id>swMxFlbD4ec</video_id>
major	JJ	major
will	MD	will
be	VB	be
dismissed	VVN	dismiss
from	IN	from
his	PP$	his
position	NN	position
the	DT	the
Brigade	NN	brigade
Chief	NP	Chief
of	IN	of
Staff	NP	Staff
an	DT	an
officer	NN	officer
with	IN	with
the	DT	the
rank	NN	rank
of	IN	of
Colonel	NP	Colonel
in	IN	in
reserve	NN	reserve
will	MD	will
be	VB	be
dismissed	VVN	dismiss
from	IN	from
his	PP$	his
position	NN	position
Additionally	RB	additionally
the	DT	the
Brigade	NN	brigade
commander	NN	commander
and	CC	and
the	DT	the
162nd	NP	162nd
Division	NP	Division
Commander	NP	Commander
will	MD	will
be	VB	be
formally	RB	formally
reprimanded	VVN	reprimand
the	DT	the
IDF	NP	IDF
Chief	NP	Chief
of	IN	of
Staff	NP	Staff
decided	VVD	decide
to	TO	to
formally	RB	formally
reprimand	VV	reprimand
the	DT	the
commander	NN	commander
of	IN	of
the	DT	the
Southern	NP	Southern
Comm	NP	Comm
command	NN	command
for	IN	for
his	PP$	his
overall	JJ	overall
responsibility	NN	responsibility
uh	UH	uh
for	IN	for
the	DT	the
incident	NN	incident
uh	UH	uh
they	PP	they
go	VVP	go
on	IN	on
to	TO	to
say	VV	say
that	IN/that	that
the	DT	the
IDF	NP	IDF
uh	UH	uh
emphasizes	VVZ	emphasize
its	PP$	its
commitment	NN	commitment
to	TO	to
fighting	VVG	fight
against	IN	against
Hamas	JJ	Hamas
terrorist	JJ	terrorist
organization	NN	organization
while	IN	while
upholding	VVG	uphold
the	DT	the
values	NNS	value
of	IN	of
the	DT	the
IDF	NP	IDF
the	DT	the
laws	NNS	law
of	IN	of
war	NN	war
and	CC	and
avoiding	VVG	avoid
harming	VVG	harm
civilians	NNS	civilian
uh	UH	uh
the	DT	the
final	JJ	final
sentence	NN	sentence
says	VVZ	say
the	DT	the
IDF	NP	IDF
will	MD	will
learn	VV	learn
the	DT	the
lessons	NNS	lesson
of	IN	of
the	DT	the
incident	NN	incident
and	CC	and
will	MD	will
incorporate	VV	incorporate
them	PP	them
into	IN	into
the	DT	the
idf's	JJ	idf's
ongoing	JJ	ongoing
operations	NNS	operation
um	NN	um
let's	NNS	let's
go	VVP	go
to	TO	to
our	PP$	our
Middle	JJ	middle
East	JJ	East
bureau	NN	bureau
chief	JJ	chief
Joe	NP	Joe
floto	NN	floto
Joe	NP	Joe
uh	UH	uh
we	PP	we
have	VHP	have
just	RB	just
had	VHN	have
this	DT	this
statement	NN	statement
in	IN	in
as	IN	as
I	PP	I
was	VBD	be
saying	VVG	say
but	CC	but
um	NNS	um
from	IN	from
first	RB	first
reading	VVG	read
this	DT	this
is	VBZ	be
extremely	RB	extremely
significant	JJ	significant
particularly	RB	particularly
the	DT	the
um	NN	um
the	DT	the
the	DT	the
Lessons	NNS	lesson
Learned	NP	Learned
uh	UH	uh
that	DT	that
line	NN	line
really	RB	really
stands	VVZ	stand
out	RP	out
to	TO	to
me	PP	me
the	DT	the
IDF	NP	IDF
will	MD	will
learn	VV	learn
the	DT	the
lessons	NNS	lesson
of	IN	of
this	DT	this
incident	NN	incident
what	WP	what
do	VVP	do
you	PP	you
make	VV	make
of	IN	of
it	PP	it
well	RB	well
look	VVP	look
the	DT	the
the	DT	the
IDF	NP	IDF
took	VVD	take
a	DT	a
group	NN	group
of	IN	of
journalists	NNS	journalist
last	JJ	last
night	RB	night
uh	UH	uh
very	RB	very
late	JJ	late
last	JJ	last
night	NN	night
to	TO	to
the	DT	the
ministry	NN	ministry
of	IN	of
Defense	NP	Defense
to	TO	to
give	VV	give
them	PP	them
uh	UH	uh
a	DT	a
briefing	VVG	brief
uh	UH	uh
which	WDT	which
was	VBD	be
embargo	NN	embargo
which	WDT	which
was	VBD	be
we	PP	we
weren't	NN	weren't
allowed	VVN	allow
to	TO	to
publish	VV	publish
until	IN	until
uh	UH	uh
now	RB	now
uh	UH	uh
to	TO	to
explain	VV	explain
the	DT	the
context	NN	context
in	IN	in
which	WDT	which
this	DT	this
happened	VVN	happen
and	CC	and
and	CC	and
it's	NNS	it's
fair	JJ	fair
to	TO	to
say	VV	say
that	IN/that	that
that	DT	that
uh	UH	uh
that	IN/that	that
the	DT	the
soldiers	NNS	soldier
at	IN	at
that	DT	that
briefing	NN	briefing
were	VBD	be
mortified	VVN	mortify
uh	UH	uh
they	PP	they
uh	UH	uh
recruited	VVN	recruit
a	DT	a
a	DT	a
retired	VVN	retire
Major	NP	Major
General	NP	General
to	TO	to
have	VH	have
a	DT	a
look	NN	look
at	IN	at
the	DT	the
facts	NNS	fact
uh	UH	uh
and	CC	and
what	WP	what
comes	VVZ	come
across	IN	across
is	VBZ	be
uh	UH	uh
as	IN	as
you've	NN	you've
pointed	VVD	point
out	RP	out
already	RB	already
a	DT	a
series	NN	series
of	IN	of
catastrophic	JJ	catastrophic
errors	NNS	error
I	PP	I
think	VVP	think
one	PP	one
of	IN	of
the	DT	the
biggest	JJS	big
ones	NNS	one
was	VBD	be
that	IN/that	that
they	PP	they
failed	VVD	fail
to	TO	to
to	TO	to
disseminate	VV	disseminate
properly	RB	properly
throughout	IN	throughout
the	DT	the
area	NN	area
of	IN	of
operation	NN	operation
that	IN/that	that
there	EX	there
was	VBD	be
an	DT	an
aid	NN	aid
Convoy	NN	convoy
process	NN	process
happening	VVG	happen
that	DT	that
evening	NN	evening
there	RB	there
already	RB	already
been	VBN	be
one	CD	one
Convoy	NN	convoy
that	WDT	that
had	VHD	have
run	VVN	run
earlier	RBR	earlier
in	IN	in
the	DT	the
evening	NN	evening
and	CC	and
uh	UH	uh
they	PP	they
had	VHD	have
failed	VVN	fail
to	TO	to
notify	VV	notify
everyone	NN	everyone
uh	UH	uh
who	WP	who
was	VBD	be
F	NN	F
fighting	NN	fighting
in	IN	in
that	DT	that
area	NN	area
that	IN/that	that
this	DT	this
was	VBD	be
continuing	VVG	continue
so	RB	so
in	IN	in
that	DT	that
context	NN	context
they	PP	they
say	VVP	say
their	PP$	their
soldiers	NNS	soldier
were	VBD	be
on	IN	on
the	DT	the
lookout	NN	lookout
for	IN	for
Hamas	JJ	Hamas
gunman	NN	gunman
and	CC	and
had	VHD	have
seen	VVN	see
some	DT	some
of	IN	of
them	PP	them
uh	UH	uh
approach	VV	approach
the	DT	the
aid	NN	aid
Convoy	NN	convoy
earlier	RBR	earlier
in	IN	in
the	DT	the
uh	UH	uh
in	IN	in
in	IN	in
the	DT	the
evening	VVG	even
uh	UH	uh
they	PP	they
showed	VVD	show
us	PP	us
some	DT	some
video	NN	video
of	IN	of
a	DT	a
gunman	NN	gunman
climbing	VVG	climb
on	IN	on
one	CD	one
of	IN	of
the	DT	the
aid	NN	aid
trucks	VVZ	truck
a	DT	a
big	JJ	big
lorry	NN	lorry
uh	UH	uh
and	CC	and
shooting	VVG	shoot
in	IN	in
the	DT	the
air	NN	air
not	RB	not
clear	JJ	clear
what	WP	what
they	PP	they
were	VBD	be
shooting	VVG	shoot
at	IN	at
whether	IN	whether
it	PP	it
was	VBD	be
a	DT	a
warning	NN	warning
shot	VVD	shoot
they	PP	they
then	RB	then
described	VVD	describe
how	WRB	how
after	IN	after
depositing	VVG	deposit
that	DT	that
truck	NN	truck
full	JJ	full
of	IN	of
Aid	NP	Aid
that	WDT	that
had	VHD	have
been	VBN	be
delivered	VVN	deliver
to	TO	to
the	DT	the
coast	VV	coast
uh	UH	uh
a	DT	a
number	NN	number
of	IN	of
vehicles	NNS	vehicle
separated	VVN	separate
in	IN	in
different	JJ	different
directions	NNS	direction
one	CD	one
vehicle	NN	vehicle
headed	VVD	head
north	JJ	north
uh	UH	uh
and	CC	and
that	DT	that
was	VBD	be
positively	RB	positively
identified	VVN	identify
and	CC	and
they	PP	they
showed	VVD	show
us	PP	us
video	JJ	video
of	IN	of
gunman	NN	gunman
exiting	VVG	exit
that	DT	that
vehicle	NN	vehicle
in	IN	in
the	DT	the
meantime	NN	meantime
three	CD	three
vehicles	NNS	vehicle
belonging	VVG	belong
to	TO	to
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
uh	UH	uh
were	VBD	be
driving	VVG	drive
back	RB	back
down	RB	down
to	TO	to
the	DT	the
southern	JJ	southern
end	NN	end
of	IN	of
the	DT	the
strip	NN	strip
and	CC	and
at	IN	at
that	DT	that
point	NN	point
we're	NN	we're
told	VVD	tell
that	IN/that	that
their	PP$	their
drone	NN	drone
team	NN	team
identified	VVD	identify
a	DT	a
person	NN	person
entering	VVG	enter
one	CD	one
of	IN	of
those	DT	those
Vehicles	NNS	vehicle
carrying	VVG	carry
a	DT	a
gun	NN	gun
turns	VVZ	turn
out	IN	out
that	WDT	that
was	VBD	be
a	DT	a
mistake	NN	mistake
turned	VVD	turn
out	IN	out
it	PP	it
was	VBD	be
a	DT	a
bag	NN	bag
and	CC	and
the	DT	the
rdf	NN	rdf
pointed	VVD	point
out	RP	out
that	IN/that	that
one	CD	one
of	IN	of
the	DT	the
catastrophic	JJ	catastrophic
mistakes	NNS	mistake
was	VBD	be
for	IN	for
that	DT	that
team	NN	team
to	TO	to
seek	VV	seek
authorization	NN	authorization
to	TO	to
Fire	NP	Fire
based	VVN	base
on	IN	on
what	WP	what
turned	VVD	turn
out	RP	out
to	TO	to
be	VB	be
very	RB	very
flimsy	JJ	flimsy
evidence	NN	evidence
they	PP	they
weren't	NN	weren't
sure	RB	sure
and	CC	and
they	PP	they
shouldn't	VVD	shouldn't
have	VH	have
asked	VVN	ask
for	IN	for
authorization	NN	authorization
to	TO	to
fire	VV	fire
the	DT	the
other	JJ	other
shocking	JJ	shocking
thing	NN	thing
I	PP	I
think	VVP	think
was	VBD	be
the	DT	the
detail	NN	detail
last	JJ	last
night	NN	night
of	IN	of
how	WRB	how
the	DT	the
individuals	NNS	individual
inside	IN	inside
those	DT	those
Vehicles	NNS	vehicle
survived	VVD	survive
the	DT	the
initial	JJ	initial
strike	NN	strike
so	IN	so
uh	UH	uh
in	IN	in
the	DT	the
space	NN	space
of	IN	of
6	CD	@card@
minutes	NNS	minute
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
uh	UH	uh
fired	VVD	fire
three	CD	three
missiles	NNS	missile
at	IN	at
each	DT	each
car	NN	car
but	CC	but
they're	NN	they're
in	IN	in
sequence	NN	sequence
so	IN	so
they	PP	they
hit	VVD	hit
one	CD	one
car	NN	car
where	WRB	where
they	PP	they
suspected	VVD	suspect
there	EX	there
was	VBD	be
a	DT	a
garment	NN	garment
it	PP	it
wasn't	VVD	wasn't
they'd	NNS	they'd
made	VVD	make
a	DT	a
catastrophic	JJ	catastrophic
mistake	NN	mistake
two	CD	two
people	NNS	people
are	VBP	be
seen	VVN	see
leaving	VVG	leave
that	DT	that
vehicle	NN	vehicle
apparently	RB	apparently
we	PP	we
haven't	VVD	haven't
been	VBN	be
shown	VVN	show
that	IN/that	that
footage	NN	footage
entering	VVG	enter
a	DT	a
second	JJ	second
vehicle	NN	vehicle
that	WDT	that
was	VBD	be
part	NN	part
of	IN	of
the	DT	the
Convoy	NN	convoy
2	CD	@card@
minutes	NNS	minute
later	RBR	later
that	DT	that
vehicle	NN	vehicle
is	VBZ	be
Struck	NP	Struck
from	IN	from
the	DT	the
air	NN	air
and	CC	and
there	EX	there
are	VBP	be
survivors	NNS	survivor
from	IN	from
that	DT	that
second	JJ	second
air	NN	air
strike	NN	strike
who	WP	who
enter	VVP	enter
the	DT	the
Third	JJ	third
vehicle	NN	vehicle
in	IN	in
that	DT	that
Convoy	NN	convoy
and	CC	and
try	VV	try
to	TO	to
make	VV	make
their	PP$	their
their	PP$	their
way	NN	way
away	RB	away
from	IN	from
the	DT	the
scene	NN	scene
two	CD	two
minutes	NNS	minute
later	RBR	later
they	PP	they
are	VBP	be
struck	VVN	strike
again	RB	again
by	IN	by
a	DT	a
missile	NN	missile
and	CC	and
at	IN	at
that	DT	that
point	NN	point
well	RB	well
we	PP	we
know	VVP	know
the	DT	the
result	NN	result
seven	CD	seven
people	NNS	people
ended	VVN	end
up	IN	up
losing	VVG	lose
their	PP$	their
lives	NNS	life
and	CC	and
we've	NN	we've
heard	VVN	hear
from	IN	from
the	DT	the
families	NNS	family
of	IN	of
those	DT	those
victims	NNS	victim
we	PP	we
heard	VVD	hear
from	IN	from
them	PP	them
the	DT	the
the	DT	the
the	DT	the
family	NN	family
of	IN	of
uh	UH	uh
Jacob	NP	Jacob
Flickinger	NP	Flickinger
earlier	RBR	earlier
they	PP	they
there	RB	there
there	EX	there
has	VHZ	have
been	VBN	be
speculation	NN	speculation
that	IN/that	that
they	PP	they
were	VBD	be
targeted	VVN	target
directly	RB	directly
but	CC	but
that	IN/that	that
in	IN	in
this	DT	this
statement	NN	statement
they	PP	they
are	VBP	be
absolutely	RB	absolutely
conflicting	VVG	conflict
that	IN/that	that
and	CC	and
they	PP	they
was	VBD	be
they	PP	they
are	VBP	be
saying	VVG	say
that	IN/that	that
this	DT	this
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
a	DT	a
mistake	NN	mistake
so	IN	so
one	CD	one
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
is	VBZ	be
clear	JJ	clear
from	IN	from
from	IN	from
the	DT	the
brief	JJ	brief
amount	NN	amount
of	IN	of
video	NN	video
that	IN/that	that
that	WDT	that
we	PP	we
were	VBD	be
shown	VVN	show
last	JJ	last
night	NN	night
is	VBZ	be
that	IN/that	that
at	IN	at
night	NN	night
with	IN	with
the	DT	the
cameras	NNS	camera
that	IN/that	that
they	PP	they
have	VHP	have
on	IN	on
their	PP$	their
drones	VVZ	drone
uh	UH	uh
the	DT	the
large	JJ	large
Colorful	JJ	colorful
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
stickers	NNS	sticker
are	VBP	be
not	RB	not
visible	JJ	visible
at	IN	at
least	JJS	least
on	IN	on
the	DT	the
video	NN	video
that	IN/that	that
we	PP	we
were	VBD	be
shown	VVN	show
uh	UH	uh
and	CC	and
the	DT	the
Israeli	JJ	Israeli
military	NN	military
wanted	VVD	want
to	TO	to
stress	VV	stress
that	IN/that	that
at	IN	at
no	DT	no
point	NN	point
did	VVD	do
their	PP$	their
soldiers	NNS	soldier
believe	VVP	believe
that	IN/that	that
this	DT	this
was	VBD	be
an	DT	an
aid	NN	aid
Convoy	NN	convoy
they	PP	they
thought	VVD	think
that	IN/that	that
they	PP	they
were	VBD	be
gunmen	NNS	gunman
however	RB	however
there	EX	there
are	VBP	be
very	RB	very
simple	JJ	simple
remedies	VVZ	remedy
uh	UH	uh
to	TO	to
uh	UH	uh
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
identify	VV	identify
vehicles	NNS	vehicle
uh	UH	uh
at	IN	at
night	NN	night
from	IN	from
drones	VVZ	drone
uh	UH	uh
all	RB	all
military	JJ	military
vehicles	NNS	vehicle
have	VHP	have
got	VVN	get
special	JJ	special
reflective	JJ	reflective
tape	NN	tape
that	WDT	that
could	MD	could
have	VH	have
been	VBN	be
used	VVN	use
but	CC	but
most	RBS	most
importantly	RB	importantly
there	EX	there
was	VBD	be
no	DT	no
way	NN	way
to	TO	to
contact	VV	contact
the	DT	the
team	NN	team
on	IN	on
the	DT	the
ground	NN	ground
so	IN	so
the	DT	the
Israeli	JJ	Israeli
military	NN	military
said	VVD	say
that	IN/that	that
once	RB	once
they	PP	they
spotted	VVD	spot
a	DT	a
gunman	NN	gunman
earlier	RBR	earlier
in	IN	in
the	DT	the
evening	NN	evening
they	PP	they
made	VVD	make
an	DT	an
attempt	NN	attempt
to	TO	to
contact	VV	contact
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
contacted	VVD	contact
their	PP$	their
coordination	NN	coordination
Center	NP	Center
which	WDT	which
I	PP	I
understand	VVP	understand
is	VBZ	be
in	IN	in
Washington	NP	Washington
uh	UH	uh
they	PP	they
were	VBD	be
unable	JJ	unable
to	TO	to
reach	VV	reach
their	PP$	their
people	NNS	people
on	IN	on
the	DT	the
ground	NN	ground
now	RB	now
we're	NN	we're
told	VVD	tell
by	IN	by
a	DT	a
agencies	NNS	agency
that	IN/that	that
this	DT	this
is	VBZ	be
frequent	JJ	frequent
event	NN	event
the	DT	the
phone	NN	phone
system	NN	system
is	VBZ	be
obviously	RB	obviously
uh	UH	uh
deeply	RB	deeply
deeply	RB	deeply
dysfunctional	JJ	dysfunctional
uh	UH	uh
satellite	NN	satellite
phones	NNS	phone
don't	NN	don't
work	VVP	work
very	RB	very
well	VV	well
uh	UH	uh
and	CC	and
we	PP	we
are	VBP	be
told	VVN	tell
by	IN	by
the	DT	the
aid	NN	aid
agencies	NNS	agency
that	IN/that	that
the	DT	the
IDF	NP	IDF
themselves	PP	themselves
prohibit	VVP	prohibit
the	DT	the
use	NN	use
of	IN	of
radios	NNS	radio
so	IN	so
it	PP	it
was	VBD	be
impossible	JJ	impossible
to	TO	to
contact	VV	contact
them	PP	them
but	CC	but
the	DT	the
bigger	JJR	big
context	NN	context
is	VBZ	be
that	IN/that	that
this	DT	this
was	VBD	be
an	DT	an
aid	NN	aid
operation	NN	operation
that	WDT	that
was	VBD	be
effectively	RB	effectively
sponsored	VVN	sponsor
by	IN	by
the	DT	the
IDF	NP	IDF
these	DT	these
shipments	NNS	shipment
from	IN	from
Cyprus	NP	Cyprus
directly	RB	directly
to	TO	to
Northern	NP	Northern
Gaza	NP	Gaza
had	VHD	have
been	VBN	be
something	NN	something
carried	VVD	carry
out	RP	out
under	IN	under
the	DT	the
aaces	NNS	aaces
of	IN	of
the	DT	the
IDF	NP	IDF
they	PP	they
were	VBD	be
providing	VVG	provide
security	NN	security
that	IN/that	that
evening	NN	evening
and	CC	and
not	RB	not
to	TO	to
have	VH	have
told	VVN	tell
everyone	NN	everyone
involved	VVN	involve
uh	UH	uh
in	IN	in
operations	NNS	operation
in	IN	in
that	DT	that
evening	NN	evening
that	IN/that	that
there	EX	there
were	VBD	be
civilians	NNS	civilian
in	IN	in
the	DT	the
area	NN	area
uh	UH	uh
appears	VVZ	appear
to	TO	to
be	VB	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
serious	JJ	serious
failings	NNS	failing
uh	UH	uh
in	IN	in
this	DT	this
whole	JJ	whole
Affair	NP	Affair
which	WDT	which
is	VBZ	be
why	WRB	why
the	DT	the
the	DT	the
the	DT	the
the	DT	the
commander	NN	commander
of	IN	of
Southern	JJ	Southern
command	NN	command
so	IN	so
that's	NP	that's
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
senior	JJ	senior
jobs	VVZ	job
uh	UH	uh
in	IN	in
the	DT	the
IDF	NP	IDF
has	VHZ	have
been	VBN	be
formally	RB	formally
repr	NN	repr
reprimanded	VVN	reprimand
by	IN	by
the	DT	the
chief	NN	chief
of	IN	of
staff	NN	staff
in	IN	in
the	DT	the
statement	NN	statement
they	PP	they
also	RB	also
say	VVP	say
we	PP	we
express	VV	express
our	PP$	our
deep	RB	deep
sorry	JJ	sorry
for	IN	for
the	DT	the
loss	NN	loss
and	CC	and
send	VV	send
our	PP$	our
condolences	NNS	condolence
to	TO	to
the	DT	the
families	NNS	family
and	CC	and
the	DT	the
wck	JJ	wck
organization	NN	organization
they	PP	they
say	VVP	say
we	PP	we
consider	VV	consider
the	DT	the
vital	JJ	vital
humanitarian	JJ	humanitarian
activity	NN	activity
of	IN	of
international	JJ	international
Aid	NN	aid
organizations	NNS	organization
to	TO	to
be	VB	be
of	IN	of
utmost	JJ	utmost
importance	NN	importance
will	MD	will
continue	VV	continue
to	TO	to
work	VV	work
to	TO	to
coordinate	VV	coordinate
and	CC	and
assist	VV	assist
their	PP$	their
activities	NNS	activity
while	IN	while
ensuring	VVG	ensure
their	PP$	their
safety	NN	safety
and	CC	and
safeguarding	VVG	safeguard
their	PP$	their
lives	NNS	life
I	PP	I
mean	VVP	mean
we	PP	we
know	VVP	know
that	IN/that	that
those	DT	those
um	NN	um
that	IN/that	that
it	PP	it
looks	VVZ	look
like	IN	like
those	DT	those
Crossings	NNS	crossing
will	MD	will
will	VV	will
at	IN	at
some	DT	some
point	VV	point
uh	UH	uh
be	VB	be
opened	VVN	open
but	CC	but
do	VVP	do
you	PP	you
think	VVP	think
this	DT	this
this	NN	this
could	MD	could
could	MD	could
therefore	RB	therefore
have	VH	have
an	DT	an
impact	NN	impact
on	IN	on
those	DT	those
Aid	NP	Aid
organizations	NNS	organization
because	IN	because
you	PP	you
know	VVP	know
if	IN	if
they	PP	they
if	IN	if
they	PP	they
know	VVP	know
that	IN/that	that
this	DT	this
could	MD	could
happen	VV	happen
that	IN/that	that
this	DT	this
is	VBZ	be
a	DT	a
mistake	NN	mistake
will	MD	will
they	PP	they
put	VV	put
their	PP$	their
staff	NN	staff
at	IN	at
potential	JJ	potential
risk	NN	risk
so	RB	so
let	VVD	let
the	DT	the
M	NP	M
Ministry	NP	Ministry
of	IN	of
Defense	NP	Defense
here	RB	here
say	VVP	say
they're	NN	they're
already	RB	already
taking	VVG	take
steps	NNS	step
to	TO	to
improve	VV	improve
the	DT	the
coordination	NN	coordination
uh	UH	uh
of	IN	of
uh	UH	uh
Aid	NN	aid
and	CC	and
to	TO	to
make	VV	make
it	PP	it
safer	JJR	safe
you've	NN	you've
just	RB	just
pointed	VVD	point
out	RP	out
that	IN/that	that
there	EX	there
as	RB	as
a	DT	a
result	NN	result
of	IN	of
this	DT	this
incident	NN	incident
and	CC	and
uh	UH	uh
what	WP	what
we	PP	we
understand	VVP	understand
was	VBD	be
was	VBD	be
quite	RB	quite
a	DT	a
difficult	JJ	difficult
conversation	NN	conversation
with	IN	with
the	DT	the
American	JJ	American
president	NN	president
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
has	VHZ	have
announced	VVN	announce
the	DT	the
opening	NN	opening
of	IN	of
further	JJR	further
Aid	NN	aid
Crossings	NNS	crossing
and	CC	and
and	CC	and
critically	RB	critically
the	DT	the
use	NN	use
of	IN	of
ashod	JJ	ashod
Port	NP	Port
which	WDT	which
is	VBZ	be
just	RB	just
45	CD	@card@
minute	NN	minute
driveway	NN	driveway
from	IN	from
northern	JJ	northern
Gaza	NP	Gaza
to	TO	to
deliver	VV	deliver
Aid	NP	Aid
uh	UH	uh
into	IN	into
uh	UH	uh
the	DT	the
war	NN	war
zone	NN	zone
now	RB	now
there	RB	there
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
questions	NNS	question
about	IN	about
Safety	NP	Safety
and	CC	and
Security	NP	Security
I	PP	I
think	VVP	think
there	EX	there
are	VBP	be
also	RB	also
questions	NNS	question
about	IN	about
the	DT	the
level	NN	level
of	IN	of
evidence	NN	evidence
the	DT	the
threshold	NN	threshold
above	IN	above
which	WDT	which
the	DT	the
IDF	NP	IDF
considers	VVZ	consider
it	PP	it
appropriate	JJ	appropriate
to	TO	to
use	VV	use
lethal	JJ	lethal
Force	NP	Force
when	WRB	when
they	PP	they
only	RB	only
suspect	VVP	suspect
that	IN/that	that
someone	NN	someone
might	MD	might
be	VB	be
a	DT	a
gunman	NN	gunman
so	IN	so
plenty	NN	plenty
of	IN	of
people	NNS	people
will	MD	will
look	VV	look
at	IN	at
this	DT	this
incident	NN	incident
and	CC	and
conclude	VVP	conclude
that	IN/that	that
this	DT	this
scrutiny	NN	scrutiny
has	VHZ	have
happened	VVN	happen
only	RB	only
because	IN	because
six	CD	six
international	JJ	international
passport	NN	passport
holders	NNS	holder
were	VBD	be
ultimately	RB	ultimately
killed	VVN	kill
but	CC	but
lots	NNS	lot
of	IN	of
people	NNS	people
will	MD	will
W	NP	W
will	MD	will
wonder	VV	wonder
whether	IN	whether
that	WDT	that
laxity	NN	laxity
uh	UH	uh
that	RB	that
speed	VV	speed
uh	UH	uh
possibly	RB	possibly
you	PP	you
would	MD	would
justify	VV	justify
as	IN	as
recklessness	NN	recklessness
uh	UH	uh
in	IN	in
applying	VVG	apply
lethal	JJ	lethal
Force	NP	Force
