<video_id>Nh74H8Pyb8A</video_id>	JJ	<video_id>Nh74H8Pyb8A</video_id>
a	DT	a
sort	NN	sort
of	IN	of
holding	VVG	hold
pattern	NN	pattern
here	RB	here
I	PP	I
mean	VVP	mean
the	DT	the
big	JJ	big
story	NN	story
of	IN	of
course	NN	course
is	VBZ	be
when	WRB	when
and	CC	and
if	IN	if
Israel	NP	Israel
will	MD	will
launch	VV	launch
it's	NNS	it's
offensive	JJ	offensive
from	IN	from
the	DT	the
north	NN	north
down	RB	down
in	IN	in
the	DT	the
south	NN	south
at	IN	at
the	DT	the
Rafa	NP	Rafa
Crossing	NN	crossing
which	WDT	which
is	VBZ	be
the	DT	the
one	CD	one
of	IN	of
the	DT	the
two	CD	two
Crossings	NNS	crossing
there's	RB	there's
one	CD	one
obviously	RB	obviously
into	IN	into
Israel	NP	Israel
this	DT	this
one	CD	one
is	VBZ	be
into	IN	into
Egypt	NP	Egypt
is	VBZ	be
where	WRB	where
the	DT	the
anticipation	NN	anticipation
is	VBZ	be
at	IN	at
the	DT	the
moment	NN	moment
and	CC	and
this	DT	this
morning	NN	morning
we	PP	we
had	VHD	have
reports	NNS	report
that	IN/that	that
there	EX	there
was	VBD	be
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
temporary	JJ	temporary
truce	NN	truce
to	TO	to
allow	VV	allow
a	DT	a
very	JJ	very
we're	NN	we're
talking	VVG	talk
very	RB	very
small	JJ	small
number	NN	number
of	IN	of
Palestinian	NP	Palestinian
Americans	NPS	Americans
across	IN	across
um	NNS	um
into	IN	into
Egypt	NP	Egypt
so	RB	so
as	IN	as
you	PP	you
were	VBD	be
saying	VVG	say
in	IN	in
your	PP$	your
introduction	NN	introduction
that	IN/that	that
there	EX	there
are	VBP	be
several	JJ	several
thousand	CD	thousand
people	NNS	people
so	RB	so
at	IN	at
the	DT	the
rro	NN	rro
Crossing	VVG	cross
waiting	NN	waiting
to	TO	to
go	VV	go
but	CC	but
the	DT	the
temporary	JJ	temporary
truth	NN	truth
has	VHZ	have
not	RB	not
been	VBN	be
agreed	VVN	agree
we've	NN	we've
actually	RB	actually
had	VHD	have
a	DT	a
statement	NN	statement
from	IN	from
uh	UH	uh
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister's	NP	Minister's
office	NN	office
saying	VVG	say
that	IN/that	that
there	EX	there
is	VBZ	be
no	DT	no
ceasefire	NN	ceasefire
and	CC	and
when	WRB	when
we	PP	we
talking	VVG	talk
about	IN	about
ceasefire	NN	ceasefire
we're	NN	we're
only	RB	only
talking	VVG	talk
about	IN	about
this	DT	this
most	RBS	most
limited	JJ	limited
truce	NN	truce
in	IN	in
terms	NNS	term
of	IN	of
down	RB	down
there	RB	there
there's	RB	there's
been	VBN	be
no	DT	no
ceasefire	NN	ceasefire
no	DT	no
sign	NN	sign
of	IN	of
a	DT	a
ceasefire	NN	ceasefire
up	RP	up
in	IN	in
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
where	WRB	where
the	DT	the
Israeli	JJ	Israeli
bombardment	NN	bombardment
has	VHZ	have
continued	VVN	continue
how	WRB	how
has	VHZ	have
still	RB	still
continued	VVN	continue
to	TO	to
fire	VV	fire
some	DT	some
Rockets	NNS	rocket
into	IN	into
Israel	NP	Israel
so	IN	so
the	DT	the
the	DT	the
the	DT	the
the	DT	the
war	NN	war
between	IN	between
Israel	NP	Israel
and	CC	and
Hamas	NP	Hamas
hasn't	VVD	hasn't
really	RB	really
change	VV	change
in	IN	in
any	DT	any
of	IN	of
its	PP$	its
Dimensions	NNS	dimension
over	IN	over
the	DT	the
past	JJ	past
two	CD	two
or	CC	or
3	CD	@card@
days	NNS	day
the	DT	the
efforts	NNS	effort
are	VBP	be
of	IN	of
course	NN	course
growing	VVG	grow
to	TO	to
try	VV	try
and	CC	and
open	VV	open
up	RP	up
Rafa	NP	Rafa
crossing	VVG	cross
the	DT	the
Hope	NP	Hope
being	NN	being
that	WDT	that
once	RB	once
it's	NNS	it's
open	VVP	open
obviously	RB	obviously
the	DT	the
first	JJ	first
aid	NN	aid
can	MD	can
come	VV	come
in	IN	in
the	DT	the
first	JJ	first
people	NNS	people
can	MD	can
come	VV	come
out	RP	out
and	CC	and
once	RB	once
that	WDT	that
has	VHZ	have
happened	VVN	happen
it's	NNS	it's
a	DT	a
major	JJ	major
first	JJ	first
step	NN	step
towards	IN	towards
allowing	VVG	allow
more	JJR	more
people	NNS	people
out	IN	out
allowing	VVG	allow
the	DT	the
the	DT	the
the	DT	the
the	DT	the
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
God	NP	God
ains	NNS	ain
who	WP	who
come	VVP	come
down	RP	down
from	IN	from
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
where	WRB	where
Israel	NP	Israel
is	VBZ	be
expected	VVN	expect
to	TO	to
have	VH	have
its	PP$	its
offensive	NN	offensive
after	IN	after
Israel	NP	Israel
warned	VVD	warn
them	PP	them
that	IN/that	that
they	PP	they
must	MD	must
go	VV	go
obviously	RB	obviously
they're	JJ	they're
in	IN	in
very	RB	very
difficult	JJ	difficult
circumstances	NNS	circumstance
down	RB	down
in	IN	in
the	DT	the
South	NP	South
still	RB	still
the	DT	the
blockade	NN	blockade
which	WDT	which
has	VHZ	have
been	VBN	be
tightened	VVN	tighten
by	IN	by
Israel	NP	Israel
is	VBZ	be
is	VBZ	be
in	IN	in
place	NN	place
there's	RB	there's
been	VBN	be
a	DT	a
tiny	JJ	tiny
easing	NN	easing
of	IN	of
it	PP	it
but	CC	but
food	NN	food
shortages	NNS	shortage
water	NN	water
shortages	NNS	shortage
electricity	NN	electricity
Etc	NN	etc
where	WRB	where
did	VVD	do
they	PP	they
stay	VVP	stay
all	PDT	all
the	DT	the
shelters	NNS	shelter
essentially	RB	essentially
are	VBP	be
taken	VVN	take
up	RP	up
people	NNS	people
staying	VVG	stay
in	IN	in
relatives	NNS	relative
homes	NNS	home
so	IN	so
it's	JJ	it's
it's	NNS	it's
it's	NNS	it's
a	DT	a
very	RB	very
combust	JJ	combust
situation	NN	situation
down	RB	down
there	RB	there
Egypt	NP	Egypt
uh	UH	uh
which	WDT	which
controls	VVZ	control
veraa	NN	veraa
Crossing	NN	crossing
does	VVZ	do
not	RB	not
want	VV	want
a	DT	a
huge	JJ	huge
influx	NN	influx
of	IN	of
Palestinians	NPS	Palestinians
one	CD	one
for	IN	for
its	PP$	its
own	JJ	own
security	NN	security
two	CD	two
it	PP	it
doesn't	VVD	doesn't
want	VV	want
to	TO	to
be	VB	be
seen	VVN	see
doing	VVG	do
what	WP	what
would	MD	would
be	VB	be
seen	VVN	see
in	IN	in
the	DT	the
Arab	JJ	Arab
world	NN	world
the	DT	the
Muslim	JJ	Muslim
world	NN	world
as	IN	as
Israel's	NP	Israel's
bidding	VVG	bid
the	DT	the
fear	NN	fear
the	DT	the
concern	NN	concern
amongst	IN	amongst
many	JJ	many
Arabs	NPS	Arabs
is	VBZ	be
that	IN/that	that
once	RB	once
the	DT	the
Palestinians	NPS	Palestinians
have	VHP	have
left	VVN	leave
they	PP	they
may	MD	may
never	RB	never
go	VV	go
back	RB	back
and	CC	and
Egypt	NP	Egypt
does	VVZ	do
not	RB	not
want	VV	want
to	TO	to
facilitate	VV	facilitate
that	IN/that	that
okay	JJ	okay
so	IN	so
let's	NNS	let's
talk	VVP	talk
about	RB	about
um	JJ	um
the	DT	the
situation	NN	situation
to	TO	to
in	IN	in
the	DT	the
northern	JJ	northern
Israel	NP	Israel
and	CC	and
its	PP$	its
border	NN	border
with	IN	with
Lebanon	NP	Lebanon
and	CC	and
this	DT	this
group	NN	group
Hezbollah	NP	Hezbollah
who	WP	who
have	VHP	have
been	VBN	be
firing	VVG	fire
Rockets	NNS	rocket
into	IN	into
Northern	NP	Northern
Israel	NP	Israel
killed	VVD	kill
two	CD	two
people	NNS	people
in	IN	in
the	DT	the
past	JJ	past
day	NN	day
or	CC	or
so	RB	so
to	TO	to
Israelis	NPS	Israelis
just	RB	just
explain	VV	explain
who	WP	who
Hezbollah	NP	Hezbollah
are	VBP	be
the	DT	the
influence	NN	influence
they	PP	they
have	VHP	have
the	DT	the
the	DT	the
control	NN	control
that	IN/that	that
they	PP	they
have	VHP	have
in	IN	in
Lebanon	NP	Lebanon
and	CC	and
what	WP	what
they	PP	they
want	VVP	want
to	TO	to
achieve	VV	achieve
well	RB	well
understand	VV	understand
that	DT	that
leban	NN	leban
at	IN	at
the	DT	the
moment	NN	moment
isn't	NN	isn't
governed	VVN	govern
by	IN	by
anybody	NN	anybody
there's	NNS	there's
a	DT	a
caretaker	NN	caretaker
government	NN	government
there's	RB	there's
no	DT	no
president	NN	president
now	RB	now
part	NN	part
of	IN	of
the	DT	the
reason	NN	reason
is	VBZ	be
the	DT	the
division	NN	division
between	IN	between
certain	JJ	certain
political	JJ	political
elements	NNS	element
and	CC	and
hasbullah	NN	hasbullah
hasbullah	NNS	hasbullah
there's	RB	there's
no	DT	no
doubt	NN	doubt
is	VBZ	be
the	DT	the
most	RBS	most
powerful	JJ	powerful
political	JJ	political
military	JJ	military
force	NN	force
in	IN	in
Lebanon	NP	Lebanon
it's	NNS	it's
more	RBR	more
powerful	JJ	powerful
than	IN	than
the	DT	the
Lebanese	JJ	Lebanese
Army	NP	Army
um	NNS	um
it	PP	it
led	VVD	lead
a	DT	a
successful	JJ	successful
in	IN	in
hasbullah	NN	hasbullah
terms	NNS	term
bid	NN	bid
for	IN	for
many	JJ	many
years	NNS	year
to	TO	to
drive	VV	drive
Israel	NP	Israel
out	RP	out
of	IN	of
a	DT	a
buffer	NN	buffer
zone	NN	zone
that	WDT	that
had	VHD	have
established	VVN	establish
in	IN	in
the	DT	the
south	NN	south
of	IN	of
Lebanon	NP	Lebanon
Israel	NP	Israel
finally	RB	finally
withdrew	VVD	withdraw
in	IN	in
200000	CD	@card@
and	CC	and
hasbullah	NP	hasbullah
saw	VVD	see
that	IN/that	that
as	IN	as
a	DT	a
huge	JJ	huge
success	NN	success
for	IN	for
themselves	PP	themselves
and	CC	and
they	PP	they
essentially	RB	essentially
presented	VVD	present
themselves	PP	themselves
as	IN	as
the	DT	the
only	JJ	only
force	NN	force
in	IN	in
the	DT	the
Arab	JJ	Arab
world	NN	world
that	WDT	that
actually	RB	actually
had	VHD	have
won	VVN	win
at	IN	at
least	JJS	least
one	CD	one
Victory	NP	Victory
against	IN	against
Israel	NP	Israel
six	CD	six
years	NNS	year
later	RBR	later
there	EX	there
was	VBD	be
um	RB	um
a	DT	a
a	DT	a
a	DT	a
a	DT	a
a	DT	a
a	DT	a
a	DT	a
problem	NN	problem
between	IN	between
Israel	NP	Israel
and	CC	and
and	CC	and
uh	UH	uh
and	CC	and
Lebanon	NP	Lebanon
which	WDT	which
led	VVD	lead
Israel	NP	Israel
to	TO	to
invade	VV	invade
Lebanon	NP	Lebanon
it	PP	it
essentially	RB	essentially
paliz	VVZ	paliz
the	DT	the
south	NN	south
of	IN	of
Lebanon	NP	Lebanon
which	WDT	which
is	VBZ	be
pretty	RB	pretty
much	JJ	much
under	IN	under
the	DT	the
control	NN	control
of	IN	of
Hezbollah	NP	Hezbollah
and	CC	and
hasbullah	NP	hasbullah
at	IN	at
that	DT	that
time	NN	time
was	VBD	be
in	IN	in
dodgy	JJ	dodgy
territory	NN	territory
ear	NN	ear
in	IN	in
Lebanon	NP	Lebanon
because	IN	because
many	JJ	many
people	NNS	people
blamed	VVD	blame
hasbullah	NN	hasbullah
for	IN	for
calling	VVG	call
that	DT	that
Devastation	NN	devastation
on	IN	on
Lebanon	NP	Lebanon
by	IN	by
Israel	NP	Israel
by	IN	by
its	PP$	its
actions	NNS	action
so	IN	so
hasbullah	NN	hasbullah
tries	VVZ	try
to	TO	to
have	VH	have
this	DT	this
balance	NN	balance
between	IN	between
its	PP$	its
role	NN	role
as	IN	as
what	WP	what
it	PP	it
sees	VVZ	see
as	IN	as
key	JJ	key
resistance	NN	resistance
against	IN	against
Israel	NP	Israel
but	CC	but
also	RB	also
within	IN	within
Lebanon	NP	Lebanon
of	IN	of
not	RB	not
pushing	VVG	push
so	RB	so
hard	JJ	hard
against	IN	against
Israel	NP	Israel
that	IN/that	that
it	PP	it
upsets	VVZ	upset
the	DT	the
whole	JJ	whole
status	NN	status
quo	NN	quo
in	IN	in
Lebanon	NP	Lebanon
such	JJ	such
as	IN	as
it	PP	it
is	VBZ	be
um	JJ	um
and	CC	and
for	IN	for
example	NN	example
I	PP	I
mean	VVP	mean
unlike	IN	unlike
Hamas	NN	Hamas
which	WDT	which
is	VBZ	be
an	DT	an
islamist	NN	islamist
organization	NN	organization
obviously	RB	obviously
and	CC	and
wants	VVZ	want
the	DT	the
islamist	NN	islamist
ideology	NN	ideology
to	TO	to
be	VB	be
imposed	VVN	impose
wherever	WRB	wherever
it	PP	it
rules	VVZ	rule
hasbullah	NP	hasbullah
has	VHZ	have
never	RB	never
said	VVN	say
that	IN/that	that
in	IN	in
Lebanon	NP	Lebanon
that	IN/that	that
and	CC	and
it's	NNS	it's
never	RB	never
100%	CD	@card@
wanted	VVD	want
to	TO	to
be	VB	be
politically	RB	politically
in	IN	in
control	NN	control
of	IN	of
Lebanon	NP	Lebanon
there	EX	there
the	DT	the
they	PP	they
uh	UH	uh
they	PP	they
have	VHP	have
Ministries	NNS	ministry
they	PP	they
have	VHP	have
huge	JJ	huge
clout	NN	clout
about	IN	about
who's	NNS	who's
elected	VVN	elect
president	NN	president
who's	NNS	who's
elected	VVD	elect
prime	JJ	prime
minister	NN	minister
but	CC	but
they	PP	they
don't	VVD	don't
want	VV	want
to	TO	to
100%	CD	@card@
carry	NN	carry
the	DT	the
can	NN	can
for	IN	for
Lebanon	NP	Lebanon
so	IN	so
it's	NNS	it's
it	PP	it
it's	NNS	it's
a	DT	a
very	RB	very
very	RB	very
difficult	JJ	difficult
situation	NN	situation
A	DT	a
precarious	JJ	precarious
balance	NN	balance
for	IN	for
Lebanon	NP	Lebanon
for	IN	for
for	IN	for
for	IN	for
Hezbollah	NP	Hezbollah
within	IN	within
Lebanon	NP	Lebanon
and	CC	and
its	PP$	its
relations	NNS	relation
outside	IN	outside
and	CC	and
of	IN	of
course	NN	course
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
Hezbollah	NP	Hezbollah
is	VBZ	be
that	IN/that	that
it's	NNS	it's
backed	VVN	back
and	CC	and
essentially	RB	essentially
the	DT	the
creation	NN	creation
to	TO	to
a	DT	a
l	NN	l
extent	NN	extent
of	IN	of
Iran	NP	Iran
so	RB	so
when	WRB	when
people	NNS	people
worry	VVP	worry
when	WRB	when
the	DT	the
Americans	NPS	Americans
worry	VVP	worry
Anthony	NP	Anthony
blinkin	NN	blinkin
at	IN	at
the	DT	the
moment	NN	moment
has	VHZ	have
just	RB	just
arrived	VVN	arrive
back	RB	back
in	IN	in
Israel	NP	Israel
he	PP	he
was	VBD	be
doing	VVG	do
shuttle	NN	shuttle
diplomacy	NN	diplomacy
around	IN	around
the	DT	the
Arab	JJ	Arab
world	NN	world
key	JJ	key
issue	NN	issue
he's	NNS	he's
trying	VVG	try
to	TO	to
lock	VV	lock
down	RP	down
is	VBZ	be
that	IN/that	that
there's	RB	there's
no	DT	no
further	JJR	further
spillover	NNS	spillover
in	IN	in
this	DT	this
war	NN	war
obviously	RB	obviously
every	DT	every
everybody	NN	everybody
looks	VVZ	look
North	JJ	North
to	TO	to
hasbullah	NN	hasbullah
hasbullah	NN	hasbullah
won't	NN	won't
take	VV	take
Serious	JJ	serious
action	NN	action
beyond	IN	beyond
what	WP	what
it's	NNS	it's
done	VVN	do
so	RB	so
far	RB	far
without	IN	without
the	DT	the
say	VVP	say
so	RB	so
of	IN	of
Iran	NP	Iran
Iran	NP	Iran
has	VHZ	have
been	VBN	be
rhetorically	RB	rhetorically
suggesting	VVG	suggest
that	IN/that	that
all	DT	all
bets	NNS	bet
could	MD	could
be	VB	be
off	RP	off
if	IN	if
things	NNS	thing
go	VVP	go
really	RB	really
bad	JJ	bad
in	IN	in
Gaza	NP	Gaza
but	CC	but
at	IN	at
the	DT	the
moment	NN	moment
it's	NN	it's
tether	NN	tether
has	VHZ	have
Bull's	NP	Bull's
power	NN	power
and	CC	and
Israel	NP	Israel
has	VHZ	have
has	VHZ	have
made	VVN	make
it	PP	it
clear	JJ	clear
it	PP	it
does	VVZ	do
not	RB	not
want	VV	want
a	DT	a
war	NN	war
with	IN	with
Hezbollah	NP	Hezbollah
and	CC	and
we've	NN	we've
seen	VVN	see
the	DT	the
us	PP	us
moving	VVG	move
um	JJ	um
air	NN	air
pane	NN	pane
carriers	NNS	carrier
big	JJ	big
warships	NNS	warship
which	WDT	which
is	VBZ	be
essentially	RB	essentially
a	DT	a
warning	NN	warning
to	TO	to
other	JJ	other
outside	JJ	outside
players	NNS	player
who	WP	who
might	MD	might
want	VV	want
to	TO	to
get	VV	get
involved	JJ	involved
less	JJR	less
about	IN	about
Hamas	NP	Hamas
and	CC	and
the	DT	the
battle	NN	battle
in	IN	in
Gaza	NP	Gaza
but	CC	but
essentially	RB	essentially
a	DT	a
message	NN	message
to	TO	to
Iran	NP	Iran
really	RB	really
that	RB	that
do	VVP	do
not	RB	not
cross	VV	cross
this	DT	this
line	NN	line
we	PP	we
will	MD	will
take	VV	take
it	PP	it
very	RB	very
very	RB	very
seriously	RB	seriously
a	DT	a
few	JJ	few
moments	NNS	moment
ago	RB	ago
you	PP	you
were	VBD	be
talking	VVG	talk
about	IN	about
Egypt	NP	Egypt
about	IN	about
the	DT	the
raff	NN	raff
of	IN	of
Crossing	VVG	cross
about	IN	about
what	WP	what
Israel	NP	Israel
what	WP	what
Egypt	NP	Egypt
wants	VVZ	want
or	CC	or
or	CC	or
doesn't	NN	doesn't
want	VVP	want
people	NNS	people
are	VBP	be
also	RB	also
asking	VVG	ask
um	NNS	um
is	VBZ	be
it	PP	it
safe	JJ	safe
to	TO	to
travel	VV	travel
to	TO	to
Egypt	NP	Egypt
at	IN	at
the	DT	the
moment	NN	moment
I	PP	I
think	VVP	think
you	PP	you
could	MD	could
say	VV	say
it's	NNS	it's
safe	JJ	safe
to	TO	to
travel	VV	travel
to	TO	to
Egypt	NP	Egypt
I	PP	I
mean	VVP	mean
none	NN	none
of	IN	of
the	DT	the
Arab	JJ	Arab
states	NNS	state
around	IN	around
uh	UH	uh
um	NNS	um
Gaza	NP	Gaza
and	CC	and
Israel	NP	Israel
are	VBP	be
likely	JJ	likely
to	TO	to
get	VV	get
actively	RB	actively
involved	VVN	involve
in	IN	in
a	DT	a
war	NN	war
Lebanon	NP	Lebanon
may	MD	may
be	VB	be
drawn	VVN	draw
into	IN	into
it	PP	it
by	IN	by
Hezbollah	NP	Hezbollah
as	RB	as
as	RB	as
as	IN	as
we've	NN	we've
just	RB	just
been	VBN	be
saying	VVG	say
but	CC	but
Egypt	NP	Egypt
has	VHZ	have
had	VHN	have
the	DT	the
longest	JJS	long
peace	NN	peace
treaty	NN	treaty
back	RB	back
to	TO	to
1978	CD	@card@
with	IN	with
Israel	NP	Israel
uh	UH	uh
it	PP	it
has	VHZ	have
in	IN	in
conjunction	NN	conjunction
with	IN	with
Israel	NP	Israel
it	PP	it
is	VBZ	be
very	RB	very
much	RB	much
control	VV	control
the	DT	the
borders	NNS	border
around	IN	around
uh	UH	uh
Gaza	NP	Gaza
and	CC	and
with	IN	with
Hamas	JJ	Hamas
it's	NNS	it's
tried	VVD	try
to	TO	to
play	VV	play
a	DT	a
mediating	VVG	mediate
role	NN	role
it's	NNS	it's
tried	VVD	try
to	TO	to
bring	VV	bring
the	DT	the
two	CD	two
factions	NNS	faction
the	DT	the
two	CD	two
main	JJ	main
Palestinian	JJ	Palestinian
factions	NNS	faction
Hamas	NNS	Hamas
and	CC	and
fata	NNS	fata
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
together	RB	together
at	IN	at
various	JJ	various
points	NNS	point
it's	NNS	it's
continued	VVD	continue
with	IN	with
that	DT	that
mission	NN	mission
it	PP	it
will	MD	will
and	CC	and
has	VHZ	have
been	VBN	be
involved	VVN	involve
in	IN	in
mediation	NN	mediation
now	RB	now
to	TO	to
try	VV	try
to	TO	to
get	VV	get
a	DT	a
ceasefire	NN	ceasefire
to	TO	to
try	VV	try
to	TO	to
get	VV	get
talks	NNS	talk
going	VVG	go
of	IN	of
some	DT	some
kind	NN	kind
but	CC	but
at	IN	at
this	DT	this
stage	NN	stage
I	PP	I
think	VVP	think
that's	NNS	that's
really	RB	really
too	RB	too
early	JJ	early
to	TO	to
Bear	NP	Bear
any	DT	any
througho	NN	througho
you	PP	you
will	MD	will
have	VH	have
as	IN	as
you'll	NN	you'll
see	VVP	see
across	IN	across
the	DT	the
Arab	JJ	Arab
world	NN	world
across	IN	across
the	DT	the
Muslim	NP	Muslim
World	NP	World
major	JJ	major
protests	NNS	protest
in	IN	in
support	NN	support
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
to	TO	to
some	DT	some
extent	NN	extent
in	IN	in
boort	NN	boort
of	IN	of
Hamas	NNS	Hamas
so	RB	so
if	IN	if
you	PP	you
were	VBD	be
going	VVG	go
to	TO	to
K	NP	K
if	IN	if
you	PP	you
were	VBD	be
going	VVG	go
to	TO	to
some	DT	some
areas	NNS	area
where	WRB	where
those	DT	those
protests	NNS	protest
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
very	RB	very
large	JJ	large
then	RB	then
you	PP	you
know	VVP	know
people	NNS	people
traveling	VVG	travel
would	MD	would
need	VV	need
to	TO	to
be	VB	be
careful	JJ	careful
of	IN	of
that	DT	that
there'd	RB	there'd
be	VB	be
security	NN	security
reasons	NNS	reason
to	TO	to
to	RB	to
to	TO	to
have	VH	have
a	DT	a
concern	NN	concern
of	IN	of
that	WDT	that
but	CC	but
in	IN	in
terms	NNS	term
of	IN	of
Egypt	NP	Egypt
directly	RB	directly
being	VBG	be
involved	VVN	involve
in	IN	in
a	DT	a
war	NN	war
with	IN	with
Israel	NP	Israel
over	IN	over
this	DT	this
that	WDT	that
isn't	VVD	isn't
going	VVG	go
to	TO	to
happen	VV	happen
and	CC	and
what	WP	what
about	IN	about
Jordan	NP	Jordan
people	NNS	people
are	VBP	be
asking	VVG	ask
is	VBZ	be
it	PP	it
safe	JJ	safe
to	TO	to
travel	VV	travel
to	TO	to
Jordan	NP	Jordan
just	RB	just
explain	VV	explain
Jordan	NP	Jordan
another	DT	another
neighboring	JJ	neighboring
country	NN	country
to	TO	to
Israel	NP	Israel
previously	RB	previously
enemies	NNS	enemy
but	CC	but
we've	NN	we've
seen	VVN	see
the	DT	the
uh	UH	uh
Jordanian	NN	Jordanian
King	NN	king
also	RB	also
involved	VVN	involve
in	IN	in
trying	VVG	try
to	TO	to
negotiate	VV	negotiate
some	DT	some
kind	NN	kind
of	IN	of
it's	NNS	it's
a	DT	a
very	RB	very
similar	JJ	similar
story	NN	story
I	PP	I
mean	VVP	mean
both	CC	both
both	DT	both
Egypt	NP	Egypt
and	CC	and
Jordan	NP	Jordan
I	PP	I
mean	VVP	mean
Jordan	NP	Jordan
signed	VVD	sign
a	DT	a
peace	NN	peace
deal	NN	deal
in	IN	in
1994	CD	@card@
with	IN	with
uh	UH	uh
um	NNS	um
Israel	NP	Israel
having	VHG	have
participated	VVN	participate
in	IN	in
at	IN	at
least	JJS	least
two	CD	two
Wars	NNS	war
against	IN	against
Israel	NP	Israel
1967	CD	@card@
and	CC	and
Myon	NP	Myon
kipur	NP	kipur
War	NP	War
but	CC	but
its	PP$	its
role	NN	role
is	VBZ	be
in	IN	in
some	DT	some
ways	NNS	way
more	RBR	more
complicated	JJ	complicated
than	IN	than
Egypt	NP	Egypt
in	IN	in
that	WDT	that
Egypt	NP	Egypt
returned	VVD	return
the	DT	the
sin	NN	sin
have	VH	have
the	DT	the
sin	NN	sin
returned	VVD	return
to	TO	to
it	PP	it
from	IN	from
from	IN	from
from	IN	from
Israel	NP	Israel
it	PP	it
doesn't	VVD	doesn't
have	VH	have
a	DT	a
large	JJ	large
proportion	NN	proportion
of	IN	of
Palestinians	NPS	Palestinians
there	RB	there
either	RB	either
as	IN	as
refugees	NNS	refugee
or	CC	or
anything	NN	anything
else	JJ	else
Jordan	NP	Jordan
essentially	RB	essentially
it's	NNS	it's
very	RB	very
difficult	JJ	difficult
to	TO	to
to	TO	to
gauge	VV	gauge
exactly	RB	exactly
the	DT	the
numbers	NNS	number
but	CC	but
it	PP	it
still	RB	still
has	VHZ	have
a	DT	a
huge	JJ	huge
Palestinian	JJ	Palestinian
refugee	NN	refugee
population	NN	population
and	CC	and
has	VHZ	have
a	DT	a
large	JJ	large
Palestinian	JJ	Palestinian
population	NN	population
beyond	IN	beyond
that	DT	that
who	WP	who
sort	VVP	sort
of	IN	of
identifies	VVZ	identify
