hello	NN	hello
Minister	NP	Minister
speaking	NN	speaking
on	IN	on
Prime	NP	Prime
Time	NP	Time
television	NN	television
here	RB	here
in	IN	in
Israel	NP	Israel
on	IN	on
Wednesday	NP	Wednesday
night	NN	night
said	VVD	say
the	DT	the
timing	NN	timing
of	IN	of
the	DT	the
offensive	NN	offensive
was	VBD	be
still	RB	still
to	TO	to
be	VB	be
determined	VVN	determine
and	CC	and
it	PP	it
would	MD	would
be	VB	be
reached	VVN	reach
by	IN	by
consensus	NN	consensus
there	RB	there
'	POS	'
s	JJ	s
many	JJ	many
pressures	NNS	pressure
on	IN	on
Israel	NP	Israel
'	POS	'
s	JJ	s
political	JJ	political
and	CC	and
military	JJ	military
leaders	NNS	leader
to	TO	to
delay	VV	delay
this	DT	this
widely	RB	widely
anticipated	VVN	anticipate
attack	NN	attack
by	IN	by
ground	NN	ground
for	IN	for
the	DT	the
latest	JJS	late
here	RB	here
'	''	'
s	VVG	s
our	PP$	our
correspondent	NN	correspondent
Tom	NP	Tom
bitman	NP	bitman
Israel	NP	Israel
'	POS	'
s	JJ	s
prime	JJ	prime
minister	NN	minister
said	VVD	say
in	IN	in
a	DT	a
televised	JJ	televised
speech	NN	speech
that	IN/that	that
Israeli	JJ	Israeli
forces	NNS	force
are	VBP	be
still	RB	still
preparing	VVG	prepare
for	IN	for
a	DT	a
ground	NN	ground
Invasion	NN	invasion
but	CC	but
didn	NN	didn
'	POS	'
t	NN	t
give	VV	give
any	DT	any
clues	NNS	clue
as	RB	as
to	TO	to
the	DT	the
timing	NN	timing
we	PP	we
are	VBP	be
reigning	VVG	reign
Hellfire	NN	hellfire
on	IN	on
Hass	NP	Hass
we	PP	we
have	VHP	have
already	RB	already
killed	VVN	kill
thousands	NNS	thousand
of	IN	of
terrorists	NNS	terrorist
and	CC	and
this	DT	this
is	VBZ	be
only	RB	only
the	DT	the
beginning	NN	beginning
simultaneously	RB	simultaneously
we	PP	we
are	VBP	be
preparing	VVG	prepare
for	IN	for
a	DT	a
ground	NN	ground
Invasion	NN	invasion
I	PP	I
will	MD	will
not	RB	not
elaborate	VV	elaborate
on	IN	on
when	WRB	when
how	WRB	how
or	CC	or
how	WRB	how
many	JJ	many
Israel	NP	Israel
'	POS	'
s	JJ	s
bombardment	NN	bombardment
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
has	VHZ	have
continued	VVN	continue
the	DT	the
UN	NP	UN
says	VVZ	say
the	DT	the
most	RBS	most
intensive	JJ	intensive
yet	RB	yet
in	IN	in
the	DT	the
past	JJ	past
24	CD	@card@
hours	NNS	hour
with	IN	with
hundreds	NNS	hundred
of	IN	of
people	NNS	people
killed	VVD	kill
the	DT	the
Qatari	JJ	Qatari
News	NP	News
Network	NP	Network
Al	NP	Al
jazer	NN	jazer
said	VVD	say
the	DT	the
family	NN	family
of	IN	of
its	PP$	its
correspondent	NN	correspondent
was	VBD	be
killed	VVN	kill
in	IN	in
a	DT	a
strike	NN	strike
on	IN	on
a	DT	a
refugee	NN	refugee
camp	NN	camp
in	IN	in
the	DT	the
strip	NN	strip
meanwhile	RB	meanwhile
the	DT	the
United	NP	United
Nations	NPS	Nations
says	VVZ	say
its	PP$	its
fuel	NN	fuel
reserves	NNS	reserve
in	IN	in
Gaza	NP	Gaza
are	VBP	be
nearly	RB	nearly
out	RB	out
and	CC	and
it	PP	it
has	VHZ	have
begun	VVN	begin
reducing	VVG	reduce
its	PP$	its
humanitarian	JJ	humanitarian
operations	NNS	operation
hospitals	NNS	hospital
are	VBP	be
stopping	VVG	stop
all	RB	all
but	CC	but
Emergency	NP	Emergency
Operations	NP	Operations
with	IN	with
the	DT	the
UN	NP	UN
warning	NN	warning
that	IN/that	that
more	JJR	more
hospitals	NNS	hospital
and	CC	and
shelters	NNS	shelter
could	MD	could
be	VB	be
forced	VVN	force
to	TO	to
close	VV	close
meanwhile	RB	meanwhile
the	DT	the
World	NP	World
Health	NP	Health
Organization	NP	Organization
said	VVD	say
that	IN/that	that
without	IN	without
fuel	NN	fuel
babies	NNS	baby
in	IN	in
incubators	NNS	incubator
who	WP	who
need	VVP	need
life	NN	life
support	NN	support
will	MD	will
simply	RB	simply
die	VV	die
reiterate	VV	reiterate
ating	VVG	ating
that	DT	that
safe	JJ	safe
and	CC	and
sustained	JJ	sustained
access	NN	access
is	VBZ	be
needed	VVN	need
or	CC	or
it	PP	it
says	VVZ	say
there	EX	there
will	MD	will
be	VB	be
more	JJR	more
suffering	NN	suffering
and	CC	and
death	NN	death
in	IN	in
Gaza	NP	Gaza
to	TO	to
treat	VV	treat
patients	NNS	patient
you	PP	you
need	VVP	need
electricity	NN	electricity
for	IN	for
surgical	JJ	surgical
theaters	NNS	theater
you	PP	you
need	VVP	need
electricity	NN	electricity
for	IN	for
incubators	NNS	incubator
for	IN	for
dialysis	NN	dialysis
machines	VVZ	machine
uh	UH	uh
so	RB	so
we	PP	we
need	VVP	need
fuel	NN	fuel
fuel	NN	fuel
is	VBZ	be
also	RB	also
needed	VVN	need
to	TO	to
desalinate	VV	desalinate
the	DT	the
water	NN	water
so	IN	so
hospitals	NNS	hospital
have	VHP	have
a	DT	a
clean	JJ	clean
water	NN	water
clean	JJ	clean
water	NN	water
is	VBZ	be
is	VBZ	be
is	VBZ	be
is	VBZ	be
of	IN	of
vital	JJ	vital
importance	NN	importance
in	IN	in
hospitals	NNS	hospital
uh	UH	uh
to	TO	to
keep	VV	keep
patients	NNS	patient
safe	JJ	safe
and	CC	and
provide	VV	provide
Health	NP	Health
Services	NPS	Services
meanwhile	RB	meanwhile
the	DT	the
World	NP	World
Health	NP	Health
Organization	NP	Organization
has	VHZ	have
also	RB	also
reiterated	VVN	reiterate
its	PP$	its
call	NN	call
for	IN	for
Hamas	NP	Hamas
to	TO	to
release	VV	release
all	DT	all
of	IN	of
the	DT	the
hostages	NNS	hostage
abducted	VVN	abduct
from	IN	from
Israel	NP	Israel
on	IN	on
humanitarian	JJ	humanitarian
and	CC	and
health	NN	health
grounds	NNS	ground
it	PP	it
warns	VVZ	warn
that	IN/that	that
many	JJ	many
of	IN	of
the	DT	the
hostages	NNS	hostage
had	VHD	have
pre	JJ	pre
-	NN	-
existing	VVG	exist
health	NN	health
conditions	NNS	condition
there	EX	there
have	VHP	have
been	VBN	be
further	JJR	further
calls	NNS	call
now	RB	now
for	IN	for
a	DT	a
humanitarian	JJ	humanitarian
pause	NN	pause
in	IN	in
the	DT	the
fighting	NN	fighting
to	TO	to
allow	VV	allow
more	JJR	more
Aid	NN	aid
in	IN	in
but	CC	but
for	IN	for
now	RB	now
the	DT	the
war	NN	war
goes	VVZ	go
on	IN	on
Tom	NP	Tom
bitman	NP	bitman
BBC	NP	BBC
News	NP	News
Jerusalem	NP	Jerusalem
