<video_id>jcz4IC-i0yQ</video_id>	NP	<video_id>jcz4IC-i0yQ</video_id>
life	NN	life
to	TO	to
save	VV	save
his	PP$	his
giving	VVG	give
him	PP	him
life	NN	life
for	IN	for
a	DT	a
second	JJ	second
time	NN	time
the	DT	the
volunteer	NN	volunteer
security	NN	security
teams	NNS	team
on	IN	on
the	DT	the
kibbutzes	NNS	kibbutzes
who	WP	who
swiftly	RB	swiftly
rallied	VVD	rally
to	TO	to
defend	VV	defend
their	PP$	their
friends	NNS	friend
and	CC	and
neighbors	NNS	neighbor
despite	IN	despite
being	VBG	be
heavily	RB	heavily
outnumbered	VVN	outnumber
and	CC	and
we're	NN	we're
lifted	VVN	lift
by	IN	by
the	DT	the
remarkable	JJ	remarkable
solidarity	NN	solidarity
of	IN	of
the	DT	the
Israeli	JJ	Israeli
people	NNS	people
demonstrated	VVN	demonstrate
in	IN	in
the	DT	the
long	JJ	long
lines	NNS	line
of	IN	of
people	NNS	people
giving	VVG	give
blood	NN	blood
in	IN	in
the	DT	the
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
reservists	NNS	reservist
who've	NN	who've
mobilized	VVD	mobilize
some	DT	some
rushing	VVG	rush
home	NN	home
from	IN	from
abroad	RB	abroad
people	NNS	people
around	IN	around
the	DT	the
country	NN	country
opening	VVG	open
their	PP$	their
homes	NNS	home
to	TO	to
fellow	JJ	fellow
citizens	NNS	citizen
displaced	VVN	displace
from	IN	from
the	DT	the
south	NN	south
the	DT	the
people	NNS	people
of	IN	of
Israel	NP	Israel
have	VHP	have
long	RB	long
and	CC	and
rightly	RB	rightly
prided	VVD	pride
themselves	PP	themselves
on	IN	on
their	PP$	their
self-reliance	NN	self-reliance
on	IN	on
their	PP$	their
ability	NN	ability
to	TO	to
defend	VV	defend
themselves	PP	themselves
even	RB	even
when	WRB	when
the	DT	the
are	VBP	be
stacked	VVN	stack
against	IN	against
them	PP	them
the	DT	the
message	NN	message
that	IN/that	that
I	PP	I
bring	VVP	bring
to	TO	to
Israel	NP	Israel
is	VBZ	be
this	DT	this
you	PP	you
may	MD	may
be	VB	be
strong	JJ	strong
enough	RB	enough
on	IN	on
your	PP$	your
own	JJ	own
to	TO	to
defend	VV	defend
yourself	PP	yourself
but	CC	but
as	RB	as
long	JJ	long
as	IN	as
America	NP	America
exists	VVZ	exist
you	PP	you
will	MD	will
never	RB	never
ever	RB	ever
have	VHP	have
to	TO	to
we	PP	we
will	MD	will
always	RB	always
be	VB	be
there	RB	there
by	IN	by
your	PP$	your
side	NN	side
that's	NNS	that's
the	DT	the
message	NN	message
that	IN/that	that
President	NP	President
Biden	NP	Biden
delivered	VVD	deliver
to	TO	to
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
from	IN	from
the	DT	the
moment	NN	moment
this	DT	this
Crisis	NN	crisis
began	VVD	begin
it's	NNS	it's
the	DT	the
message	NN	message
that	IN/that	that
I	PP	I
and	CC	and
my	PP$	my
other	JJ	other
colleagues	NNS	colleague
in	IN	in
the	DT	the
government	NN	government
have	VHP	have
delivered	VVN	deliver
to	TO	to
our	PP$	our
Israeli	JJ	Israeli
counterparts	NNS	counterpart
on	IN	on
a	DT	a
daily	NN	daily
even	RB	even
an	DT	an
hourly	JJ	hourly
basis	NN	basis
it's	NNS	it's
the	DT	the
message	NN	message
that	IN/that	that
I	PP	I
bring	VVP	bring
with	IN	with
me	PP	me
to	TO	to
our	PP$	our
discussions	NNS	discussion
today	NN	today
and	CC	and
it's	NNS	it's
what	WP	what
I'll	NP	I'll
affirm	VV	affirm
when	WRB	when
I	PP	I
meet	VVP	meet
with	IN	with
the	DT	the
members	NNS	member
of	IN	of
Israel's	NP	Israel's
newly	RB	newly
formed	VVD	form
National	NP	National
Emergency	NP	Emergency
government	NN	government
we	PP	we
welcome	VVP	welcome
the	DT	the
government's	NNS	government's
creation	NN	creation
and	CC	and
the	DT	the
unity	NN	unity
and	CC	and
resolve	VV	resolve
that	IN/that	that
it	PP	it
reflects	VVZ	reflect
across	IN	across
Israel	NP	Israel
Society	NP	Society
we're	NN	we're
delivering	VVG	deliver
on	IN	on
our	PP$	our
word	NN	word
supplying	VVG	supply
ammunition	NN	ammunition
interceptors	NNS	interceptor
to	TO	to
replenish	VV	replenish
Israel's	NP	Israel's
Iron	NP	Iron
Dome	NP	Dome
alongside	IN	alongside
other	JJ	other
defense	NN	defense
material	NN	material
for	IN	for
shipments	NNS	shipment
of	IN	of
US	NP	US
Military	NP	Military
Support	NN	support
have	VHP	have
already	RB	already
arrived	VVN	arrive
in	IN	in
Israel	NP	Israel
and	CC	and
more	JJR	more
is	VBZ	be
on	IN	on
the	DT	the
way	NN	way
as	IN	as
Israel's	NP	Israel's
defense	NN	defense
needs	VVZ	need
evolve	VV	evolve
we	PP	we
will	MD	will
work	VV	work
with	IN	with
Congress	NP	Congress
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
they're	NN	they're
met	VVD	meet
and	CC	and
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
there	RB	there
is	VBZ	be
overwhelming	VVG	overwhelm
overwhelming	JJ	overwhelming
bipartisan	JJ	bipartisan
support	NN	support
in	IN	in
our	PP$	our
Congress	NP	Congress
for	IN	for
security	NN	security
here	RB	here
in	IN	in
Israel	NP	Israel
and	CC	and
everywhere	RB	everywhere
we	PP	we
will	MD	will
reaffirm	VV	reaffirm
the	DT	the
crystal	JJ	crystal
clear	JJ	clear
warning	NN	warning
that	IN/that	that
President	NP	President
Biden	NP	Biden
issued	VVD	issue
yesterday	NN	yesterday
today	NN	today
to	TO	to
any	DT	any
adversary	NN	adversary
state	NN	state
or	CC	or
non-state	JJ	non-state
thinking	NN	thinking
of	IN	of
taking	VVG	take
advantage	NN	advantage
of	IN	of
the	DT	the
current	JJ	current
crisis	NN	crisis
to	TO	to
attack	VV	attack
Israel	NP	Israel
don't	NP	don't
the	DT	the
United	NP	United
States	NPS	States
has	VHZ	have
Israel's	JJ	Israel's
back	NN	back
we've	NN	we've
deployed	VVD	deploy
the	DT	the
world's	JJ	world's
largest	JJS	large
aircraft	NN	aircraft
carrier	NN	carrier
to	TO	to
the	DT	the
Eastern	NP	Eastern
Mediterranean	NP	Mediterranean
we	PP	we
bolstered	VVD	bolster
the	DT	the
presence	NN	presence
of	IN	of
us	PP	us
fighter	NN	fighter
aircraft	NN	aircraft
in	IN	in
the	DT	the
region	NN	region
we're	NN	we're
providing	VVG	provide
other	JJ	other
support	NN	support
as	IN	as
well	RB	well
we	PP	we
continue	VVP	continue
working	VVG	work
closely	RB	closely
with	IN	with
Israel	NP	Israel
to	TO	to
secure	VV	secure
the	DT	the
release	NN	release
of	IN	of
the	DT	the
men	NNS	man
women	NNS	woman
children	NNS	child
elderly	JJ	elderly
people	NNS	people
taken	VVN	take
hostage	NN	hostage
by	IN	by
Hamas	JJ	Hamas
we're	NN	we're
pursuing	VVG	pursue
intensive	JJ	intensive
diplomacy	NN	diplomacy
throughout	IN	throughout
the	DT	the
region	NN	region
to	TO	to
prevent	VV	prevent
the	DT	the
conflict	NN	conflict
from	IN	from
spreading	VVG	spread
and	CC	and
I'll	NN	I'll
be	VB	be
doing	VVG	do
that	IN/that	that
over	IN	over
the	DT	the
course	NN	course
of	IN	of
my	PP$	my
trip	NN	trip
in	IN	in
the	DT	the
coming	VVG	come
days	NNS	day
too	RB	too
often	RB	often
in	IN	in
the	DT	the
past	JJ	past
leaders	NNS	leader
have	VHP	have
equivocated	VVN	equivocate
in	IN	in
the	DT	the
face	NN	face
of	IN	of
terrorist	JJ	terrorist
attacks	NNS	attack
against	IN	against
Israel	NP	Israel
and	CC	and
its	PP$	its
people	NNS	people
that's	NN	that's
why	WRB	why
we've	NN	we've
been	VBN	be
adamant	JJ	adamant
with	IN	with
all	DT	all
countries	NNS	country
in	IN	in
the	DT	the
wake	NN	wake
of	IN	of
these	DT	these
attacks	NNS	attack
there	EX	there
is	VBZ	be
no	DT	no
excuse	NN	excuse
there	EX	there
is	VBZ	be
no	DT	no
justification	NN	justification
for	IN	for
these	DT	these
ATR	NP	ATR
you	PP	you
heard	VVD	hear
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
say	VVP	say
it	PP	it
this	DT	this
is	VBZ	be
this	DT	this
must	MD	must
be	VB	be
a	DT	a
moment	NN	moment
for	IN	for
moral	JJ	moral
Clarity	NP	Clarity
the	DT	the
failure	NN	failure
to	TO	to
unambiguously	RB	unambiguously
condemn	VV	condemn
terrorism	NN	terrorism
puts	NNS	put
at	IN	at
risk	NN	risk
not	RB	not
only	JJ	only
people	NNS	people
in	IN	in
Israel	NP	Israel
but	CC	but
people	NNS	people
everywhere	RB	everywhere
look	VVP	look
at	IN	at
what	WP	what
just	RB	just
happened	VVD	happen
individuals	NNS	individual
from	IN	from
36	CD	@card@
countries	NNS	country
killed	VVN	kill
or	CC	or
missing	VVG	miss
in	IN	in
the	DT	the
aftermath	NN	aftermath
of	IN	of
hamas's	NNS	hamas's
attacks	VVZ	attack
Europe	NP	Europe
Asia	NP	Asia
Africa	NP	Africa
the	DT	the
Americas	NPS	America
no	DT	no
region	NN	region
has	VHZ	have
escaped	VVN	escape
hamas's	NNS	hamas's
bloody	JJ	bloody
reach	NN	reach
anyone	NN	anyone
who	WP	who
wants	VVZ	want
peace	NN	peace
and	CC	and
Justice	NP	Justice
must	MD	must
condemn	VV	condemn
hamas's	JJ	hamas's
reign	NN	reign
of	IN	of
terror	NN	terror
we	PP	we
know	VVP	know
Hamas	JJ	Hamas
doesn't	NN	doesn't
represent	VVP	represent
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
or	CC	or
their	PP$	their
legitimate	JJ	legitimate
aspirations	NNS	aspiration
to	TO	to
live	VV	live
with	IN	with
equal	JJ	equal
measures	NNS	measure
of	IN	of
security	NN	security
freedom	NN	freedom
justice	NN	justice
opport	NN	opport
opportunity	NN	opportunity
and	CC	and
dignity	NN	dignity
we	PP	we
know	VVP	know
Hamas	NNS	Hamas
instead	RB	instead
of	IN	of
promoting	VVG	promote
the	DT	the
well-being	NN	well-being
of	IN	of
its	PP$	its
citizens	NNS	citizen
rules	NNS	rule
repressively	RB	repressively
and	CC	and
dedicates	VVZ	dedicate
the	DT	the
resources	NNS	resource
it	PP	it
has	VHZ	have
to	TO	to
Terror	NN	terror
tunnels	NNS	tunnel
and	CC	and
Rockets	NNS	rocket
we	PP	we
know	VVP	know
Hamas	JJ	Hamas
didn't	NN	didn't
commit	VV	commit
its	PP$	its
heinous	JJ	heinous
acts	NNS	act
with	IN	with
the	DT	the
interests	NNS	interest
of	IN	of
Palestinian	JJ	Palestinian
people	NNS	people
in	IN	in
mind	NN	mind
we	PP	we
know	VVP	know
Hamas	NN	Hamas
does	VVZ	do
not	RB	not
stand	VV	stand
for	IN	for
the	DT	the
future	NN	future
that	IN/that	that
Palestinians	NPS	Palestinians
want	VVP	want
for	IN	for
themselves	PP	themselves
and	CC	and
for	IN	for
their	PP$	their
children	NNS	child
Hamas	NN	Hamas
has	VHZ	have
only	RB	only
one	CD	one
agenda	NN	agenda
to	TO	to
destroy	VV	destroy
Israel	NP	Israel
and	CC	and
to	TO	to
murder	NN	murder
Jews	NNS	jew
no	DT	no
country	NN	country
can	MD	can
or	CC	or
would	MD	would
tolerate	VV	tolerate
the	DT	the
slaughter	NN	slaughter
of	IN	of
its	PP$	its
citizens	NNS	citizen
or	CC	or
simply	RB	simply
return	VV	return
to	TO	to
the	DT	the
conditions	NNS	condition
that	WDT	that
allowed	VVD	allow
it	PP	it
to	TO	to
take	VV	take
place	NN	place
Israel	NP	Israel
has	VHZ	have
the	DT	the
right	NN	right
indeed	RB	indeed
the	DT	the
obligation	NN	obligation
to	TO	to
defend	VV	defend
itself	PP	itself
and	CC	and
to	TO	to
ensure	VV	ensure
that	IN/that	that
this	DT	this
never	RB	never
happens	VVZ	happen
again	RB	again
as	IN	as
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
and	CC	and
I	PP	I
discussed	VVD	discuss
how	WRB	how
Israel	NP	Israel
does	VVZ	do
this	DT	this
matters	NNS	matter
we	PP	we
democracies	NNS	democracy
distinguish	VV	distinguish
ourselves	PP	ourselves
from	IN	from
from	IN	from
terrorists	NNS	terrorist
by	IN	by
striving	VVG	strive
for	IN	for
a	DT	a
different	JJ	different
standard	NN	standard
even	RB	even
when	WRB	when
it's	NNS	it's
difficult	JJ	difficult
and	CC	and
holding	VVG	hold
ourselves	PP	ourselves
to	TO	to
account	VV	account
when	WRB	when
we	PP	we
fall	VVP	fall
short	RB	short
our	PP$	our
Humanity	NN	humanity
the	DT	the
value	NN	value
that	IN/that	that
we	PP	we
place	VVP	place
on	IN	on
human	JJ	human
life	NN	life
and	CC	and
human	JJ	human
dignity	NN	dignity
that's	NN	that's
what	WP	what
makes	VVZ	make
us	PP	us
who	WP	who
we	PP	we
are	VBP	be
and	CC	and
we	PP	we
count	VVP	count
them	PP	them
among	IN	among
our	PP$	our
greatest	JJS	great
strength	NN	strength
that's	NNS	that's
why	WRB	why
it's	NNS	it's
so	RB	so
important	JJ	important
to	TO	to
take	VV	take
every	DT	every
possible	JJ	possible
precaution	NN	precaution
to	TO	to
avoid	VV	avoid
harming	VVG	harm
civilians	NNS	civilian
and	CC	and
that's	NNS	that's
why	WRB	why
we	PP	we
mourn	VVP	mourn
the	DT	the
loss	NN	loss
of	IN	of
every	DT	every
innocent	JJ	innocent
life	NN	life
civilians	NNS	civilian
of	IN	of
every	DT	every
Faith	NP	Faith
every	DT	every
nationality	NN	nationality
who've	NN	who've
been	VBN	be
killed	VVN	kill
tragically	RB	tragically
the	DT	the
number	NN	number
of	IN	of
innocent	JJ	innocent
lives	NNS	life
claimed	VVN	claim
by	IN	by
hamas's	JJ	hamas's
heinous	JJ	heinous
attacks	NNS	attack
continues	VVZ	continue
to	TO	to
rise	VV	rise
among	IN	among
those	DT	those
we	PP	we
now	RB	now
know	VVP	know
that	IN/that	that
at	IN	at
least	JJS	least
25	CD	@card@
American	JJ	American
citizens	NNS	citizen
were	VBD	be
killed	VVN	kill
we	PP	we
joined	VVD	join
families	NNS	family
in	IN	in
Israel	NP	Israel
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
around	IN	around
the	DT	the
world	NN	world
in	IN	in
mourning	VVG	mourn
their	PP$	their
immeasurable	JJ	immeasurable
loss	NN	loss
nearly	RB	nearly
15	CD	@card@
years	NNS	year
ago	RB	ago
my	PP$	my
stepfather	NN	stepfather
who	WP	who
I	PP	I
alluded	VVD	allude
to	TO	to
earlier	JJR	early
Samuel	NP	Samuel
pizar	NN	pizar
came	VVD	come
here	RB	here
to	TO	to
yadvashem	NN	yadvashem
to	TO	to
perform	VV	perform
the	DT	the
mourner's	NNS	mourner's
prayer	NN	prayer
that	IN/that	that
he	PP	he
wrote	VVD	write
to	TO	to
a	DT	a
company	NN	company
Leonard	NP	Leonard
Bernstein's	NP	Bernstein's
thirdd	JJ	thirdd
Symphony	NP	Symphony
kades	NNS	kades
reflecting	VVG	reflect
on	IN	on
the	DT	the
Unspeakable	JJ	unspeakable
Horrors	NNS	horror
that	IN/that	that
he'd	NNS	he'd
endured	VVD	endure
as	IN	as
a	DT	a
boy	NN	boy
in	IN	in
the	DT	the
Nazi	JJ	Nazi
concentration	NN	concentration
camps	NNS	camp
he	PP	he
wrote	VVD	write
that	DT	that
man	NN	man
though	IN	though
created	VVN	create
in	IN	in
your	PP$	your
image	NN	image
and	CC	and
endowed	VVN	endow
with	IN	with
the	DT	the
freedom	NN	freedom
to	TO	to
choose	VV	choose
between	IN	between
Good	JJ	good
and	CC	and
Evil	JJ	evil
remains	NNS	remains
capable	JJ	capable
of	IN	of
the	DT	the
worst	JJS	bad
as	RB	as
of	IN	of
the	DT	the
best	JJS	good
of	IN	of
hatred	NN	hatred
as	IN	as
of	IN	of
Love	NN	love
Of	IN	of
Madness	NN	madness
as	IN	as
of	IN	of
Genius	NN	genius
in	IN	in
this	DT	this
moment	NN	moment
where	WRB	where
evil	JJ	evil
hatred	NN	hatred
Madness	NN	madness
have	VHP	have
once	RB	once
more	RBR	more
taken	VVN	take
so	IN	so
many	JJ	many
innocent	JJ	innocent
lives	NNS	life
we	PP	we
must	MD	must
stand	VV	stand
together	RB	together
resolve	VV	resolve
to	TO	to
confront	VV	confront
what	WP	what
is	VBZ	be
worst	JJS	bad
among	IN	among
Humanity	NN	humanity
with	IN	with
what	WP	what
is	VBZ	be
best	RBS	well
we	PP	we
must	MD	must
provide	VV	provide
an	DT	an
alternative	NN	alternative
to	TO	to
the	DT	the
vision	NN	vision
of	IN	of
violence	NN	violence
and	CC	and
