domestic	JJ	domestic
Pelosi	NP	Pelosi
I	PP	I
mean	VVP	mean
really	RB	really
there	EX	there
was	VBD	be
a	DT	a
sharp	JJ	sharp
intake	NN	intake
of	IN	of
breath	NN	breath
and	CC	and
we	PP	we
saw	VVD	see
her	PP$	her
name	NN	name
on	IN	on
on	IN	on
this	DT	this
letter	NN	letter
the	DT	the
idea	NN	idea
that	IN/that	that
she	PP	she
would	MD	would
even	RB	even
suggest	VV	suggest
conditionality	NN	conditionality
for	IN	for
for	IN	for
for	IN	for
arms	NNS	arm
shment	NN	shment
even	RB	even
though	IN	though
that	DT	that
is	VBZ	be
actually	RB	actually
the	DT	the
US	NP	US
that	WDT	that
is	VBZ	be
the	DT	the
US	NP	US
law	NN	law
the	DT	the
Ley	NP	Ley
the	DT	the
so	RB	so
-	NN	-
called	VVN	call
Ley	NP	Ley
law	NN	law
which	WDT	which
means	VVZ	mean
that	IN/that	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
ship	NN	ship
weapons	NNS	weapon
to	TO	to
someone	NN	someone
who	WP	who
'	POS	'
s	NN	S
abusing	VVG	abuse
human	JJ	human
rights	NNS	right
nonetheless	RB	nonetheless
having	VHG	have
her	PP$	her
name	NN	name
was	VBD	be
significant	JJ	significant
given	VVN	give
the	DT	the
power	NN	power
of	IN	of
the	DT	the
Israeli	JJ	Israeli
Lobby	NN	lobby
and	CC	and
so	RB	so
on	IN	on
but	CC	but
there	EX	there
'	''	'
s	VVG	s
no	DT	no
kind	NN	kind
of	IN	of
or	CC	or
else	RB	else
in	IN	in
this	DT	this
letter	NN	letter
or	CC	or
else	JJ	else
what	WP	what
so	IN	so
they	PP	they
'	POS	'
ve	NN	ve
got	VVD	get
their	PP$	their
their	PP$	their
names	NNS	name
on	IN	on
the	DT	the
line	NN	line
now	RB	now
they	PP	they
'	POS	'
ve	NN	ve
signed	VVD	sign
that	IN/that	that
this	DT	this
letter	NN	letter
but	CC	but
they	PP	they
'	POS	'
re	NN	re
not	RB	not
saying	VVG	say
okay	JJ	okay
if	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
do	VVP	do
that	IN/that	that
then	RB	then
we	PP	we
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
do	VV	do
this	DT	this
I	PP	I
mean	VVP	mean
one	CD	one
way	NN	way
of	IN	of
testing	VVG	test
how	WRB	how
significant	JJ	significant
this	DT	this
was	VBD	be
this	DT	this
is	VBZ	be
is	VBZ	be
if	IN	if
were	VBD	be
a	DT	a
number	NN	number
of	IN	of
these	DT	these
these	DT	these
these	DT	these
these	DT	these
members	NNS	member
of	IN	of
Cong	NP	Cong
Congress	NP	Congress
did	VVD	do
actually	RB	actually
vote	VV	vote
for	IN	for
further	JJR	further
arms	NNS	arm
shipments	NNS	shipment
for	IN	for
Israel	NP	Israel
so	RB	so
if	IN	if
they	PP	they
withhold	VVP	withhold
their	PP$	their
vote	NN	vote
that	WDT	that
would	MD	would
be	VB	be
something	NN	something
but	CC	but
now	RB	now
we	PP	we
know	VVP	know
that	IN/that	that
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
is	VBZ	be
bypassing	VVG	bypass
Congress	NP	Congress
to	TO	to
send	VV	send
weapons	NNS	weapon
to	TO	to
Israel	NP	Israel
it	PP	it
'	POS	'
s	JJ	s
using	VVG	use
accounting	NN	accounting
techniques	NNS	technique
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	VVG	s
it	PP	it
'	POS	'
s	NNS	s
shipping	VVG	ship
weapons	NNS	weapon
up	RP	up
to	TO	to
the	DT	the
threshold	NN	threshold
that	IN/that	that
Congress	NP	Congress
has	VHZ	have
to	TO	to
approve	VV	approve
more	JJR	more
weapon	NN	weapon
tripment	NN	tripment
so	IN	so
it	PP	it
'	POS	'
s	NN	S
unlikely	JJ	unlikely
that	IN/that	that
they	PP	they
will	MD	will
be	VB	be
tested	VVN	test
now	RB	now
um	JJ	um
so	RB	so
yeah	RB	yeah
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	VVG	s
it	PP	it
'	POS	'
s	NNS	s
unclear	JJ	unclear
yet	RB	yet
whether	IN	whether
this	DT	this
is	VBZ	be
performative	JJ	performative
clearly	RB	clearly
as	IN	as
you	PP	you
say	VVP	say
they	PP	they
are	VBP	be
feeling	VVG	feel
pressure	NN	pressure
from	IN	from
their	PP$	their
local	JJ	local
constituents	NNS	constituent
but	CC	but
what	WP	what
are	VBP	be
they	PP	they
going	VVG	go
to	TO	to
do	VV	do
about	IN	about
it	PP	it
other	JJ	other
than	IN	than
write	VV	write
a	DT	a
letter	NN	letter
that	RB	that
'	POS	'
s	VVG	s
what	WP	what
we	PP	we
have	VHP	have
to	TO	to
see	VV	see
indeed	RB	indeed
and	CC	and
sheab	NN	sheab
regarding	VVG	regard
the	DT	the
phone	NN	phone
call	NN	call
between	IN	between
Biden	NP	Biden
and	CC	and
Netanyahu	NP	Netanyahu
how	WRB	how
has	VHZ	have
that	RB	that
been	VBN	be
received	VVN	receive
uh	UH	uh
within	IN	within
the	DT	the
US	NP	US
has	VHZ	have
there	RB	there
been	VBN	be
any	DT	any
reaction	NN	reaction
or	CC	or
Fallout	NN	fallout
from	IN	from
that	DT	that
as	IN	as
Biden	NP	Biden
continues	VVZ	continue
to	TO	to
I	PP	I
guess	VVP	guess
outwardly	RB	outwardly
put	VV	put
more	JJR	more
pressure	NN	pressure
on	IN	on
Netanyahu	NP	Netanyahu
I	PP	I
think	VVP	think
the	DT	the
White	NP	White
House	NP	House
got	VVD	get
the	DT	the
headlines	NNS	headline
that	WDT	that
wanted	VVD	want
that	IN/that	that
you	PP	you
know	VVP	know
Biden	NP	Biden
is	VBZ	be
now	RB	now
is	VBZ	be
now	RB	now
putting	VVG	put
the	DT	the
pressure	NN	pressure
and	CC	and
clearly	RB	clearly
Israel	NP	Israel
has	VHZ	have
said	VVN	say
you	PP	you
know	VVP	know
it	PP	it
'	''	'
s	NNS	s
going	VVG	go
to	TO	to
allow	VV	allow
some	DT	some
shipments	NNS	shipment
in	IN	in
I	PP	I
mean	VVP	mean
the	DT	the
problem	NN	problem
for	IN	for
Biden	NP	Biden
there	EX	there
was	VBD	be
that	DT	that
just	RB	just
proved	VVN	prove
to	TO	to
everyone	NN	everyone
just	RB	just
how	WRB	how
weak	JJ	weak
he	PP	he
'	''	'
s	RB	s
been	VBN	be
or	CC	or
whether	IN	whether
I	PP	I
mean	VVP	mean
they	PP	they
raised	VVD	raise
more	JJR	more
questions	NNS	question
because	IN	because
it	PP	it
suggested	VVD	suggest
that	IN/that	that
Biden	NP	Biden
could	MD	could
have	VH	have
done	VVN	do
this	DT	this
at	IN	at
any	DT	any
point	NN	point
that	IN/that	that
there	EX	there
was	VBD	be
no	DT	no
need	NN	need
for	IN	for
children	NNS	child
to	TO	to
die	VV	die
of	IN	of
starvation	NN	starvation
Biden	NP	Biden
could	MD	could
have	VH	have
could	MD	could
have	VH	have
done	VVN	do
this	DT	this
earlier	RBR	earlier
so	RB	so
that	DT	that
was	VBD	be
some	DT	some
sort	NN	sort
of	IN	of
blowback	NN	blowback
then	RB	then
of	IN	of
course	NN	course
we	PP	we
have	VHP	have
the	DT	the
the	DT	the
Israeli	JJ	Israeli
the	DT	the
pro	JJ	pro
-	NN	-
israeli	NN	Israeli
lobbies	NNS	lobby
here	RB	here
saying	VVG	say
you	PP	you
know	VVP	know
you	PP	you
'	''	'
re	IN	re
putting	VVG	put
too	RB	too
much	JJ	much
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
so	RB	so
of	IN	of
course	NN	course
we	PP	we
'	''	'
re	IN	re
seeing	VVG	see
the	DT	the
walk	NN	walk
backs	VVZ	back
now	RB	now
we	PP	we
'	''	'
re	IN	re
seeing	VVG	see
the	DT	the
letters	NNS	letter
being	VBG	be
sent	VVN	send
to	TO	to
Qatar	NP	Qatar
and	CC	and
Egypt	NP	Egypt
by	IN	by
the	DT	the
White	NP	White
House	NP	House
is	VBZ	be
just	RB	just
look	VV	look
we	PP	we
'	''	'
re	IN	re
we	PP	we
'	POS	'
re	NN	re
pressuring	VVG	pressure
all	DT	all
sides	NNS	side
in	IN	in
the	DT	the
in	IN	in
the	DT	the
in	IN	in
the	DT	the
negotiation	NN	negotiation
and	CC	and
then	RB	then
the	DT	the
most	RBS	most
interesting	JJ	interesting
story	NN	story
I	PP	I
think	VVP	think
was	VBD	be
even	RB	even
the	DT	the
Israelis	NPS	Israelis
were	VBD	be
a	DT	a
bit	NN	bit
confused	VVN	confuse
by	IN	by
some	DT	some
of	IN	of
the	DT	the
headlines	NNS	headline
and	CC	and
what	WP	what
Biden	NP	Biden
said	VVD	say
on	IN	on
that	DT	that
phone	NN	phone
call	VVP	call
the	DT	the
question	NN	question
was	VBD	be
was	VBD	be
Biden	NP	Biden
delinking	VVG	delinking
the	DT	the
issue	NN	issue
of	IN	of
the	DT	the
hostage	NN	hostage
release	NN	release
from	IN	from
some	DT	some
sort	NN	sort
of	IN	of
immediate	JJ	immediate
temporary	JJ	temporary
ceasefire	NN	ceasefire
even	RB	even
the	DT	the
Israelis	NPS	Israelis
were	VBD	be
confused	VVN	confuse
by	IN	by
what	WP	what
Biden	NP	Biden
was	VBD	be
saying	VVG	say
and	CC	and
immediately	RB	immediately
the	DT	the
next	JJ	next
day	NN	day
that	WDT	that
was	VBD	be
all	RB	all
walked	VVN	walk
back	RB	back
by	IN	by
the	DT	the
White	NP	White
House	NP	House
saying	VVG	say
no	UH	no
no	UH	no
no	UH	no
no	UH	no
no	UH	no
no	UH	no
we	PP	we
only	RB	only
talk	VVP	talk
we	PP	we
'	''	'
re	IN	re
only	RB	only
talking	VVG	talk
about	IN	about
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
the	DT	the
context	NN	context
of	IN	of
the	DT	the
release	NN	release
of	IN	of
the	DT	the
hostages	NNS	hostage
if	IN	if
that	WDT	that
had	VHD	have
been	VBN	be
delink	NN	delink
that	WDT	that
would	MD	would
be	VB	be
very	RB	very
very	RB	very
significant	JJ	significant
it	PP	it
turns	VVZ	turn
out	RP	out
that	IN/that	that
isn	NP	isn
'	POS	'
t	NN	t
what	WP	what
Biden	NP	Biden
was	VBD	be
saying	VVG	say
much	RB	much
to	TO	to
the	DT	the
relief	NN	relief
of	IN	of
the	DT	the
Israelis	NPS	Israelis
who	WP	who
had	VHD	have
to	TO	to
ask	VV	ask
for	IN	for
clarification	NN	clarification
themselves	PP	themselves
okay	RB	okay
thank	VVP	thank
you	PP	you
so	RB	so
much	JJ	much
shab	NN	shab
shab	NN	shab
ranzi	NNS	ranzi
there	RB	there
for	IN	for
us	PP	us
in	IN	in
Washington	NP	Washington
DC	NP	DC
okay	JJ	okay
well	NN	well
eler	NN	eler
senior	JJ	senior
political	JJ	political
analyst	NN	analyst
M	NN	M
bash	NN	bash
joins	VVZ	join
us	PP	us
again	RB	again
thanks	VVZ	thank
very	RB	very
much	RB	much
for	IN	for
being	VBG	be
here	RB	here
moan	VV	moan
as	IN	as
we	PP	we
heard	VVD	hear
uh	UH	uh
there	RB	there
from	IN	from
shihab	NN	shihab
he	PP	he
said	VVD	say
that	IN/that	that
there	EX	there
are	VBP	be
no	DT	no
consequences	NNS	consequence
to	TO	to
that	DT	that
letter	NN	letter
what	WP	what
do	VVP	do
you	PP	you
make	VV	make
of	IN	of
that	DT	that
aspect	NN	aspect
of	IN	of
it	PP	it
even	RB	even
though	RB	though
clearly	RB	clearly
there	EX	there
is	VBZ	be
pressure	NN	pressure
ramping	VVG	ramp
up	RP	up
on	IN	on
Joe	NP	Joe
Biden	NP	Biden
that	DT	that
'	''	'
s	VVG	s
it	PP	it
I	PP	I
mean	VVP	mean
it	PP	it
'	''	'
s	NNS	s
nuanced	JJ	nuanced
it	PP	it
'	''	'
s	NN	S
getting	VVG	get
a	DT	a
bit	NN	bit
complicated	VVN	complicate
for	IN	for
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
that	IN/that	that
doesn	NP	doesn
'	POS	'
t	NN	t
mean	VV	mean
uh	UH	uh
this	DT	this
will	MD	will
automatically	RB	automatically
lead	VV	lead
to	TO	to
a	DT	a
decisive	JJ	decisive
action	NN	action
on	IN	on
the	DT	the
part	NN	part
of	IN	of
the	DT	the
uh	UH	uh
American	JJ	American
president	NN	president
but	CC	but
pressure	NN	pressure
is	VBZ	be
building	VVG	build
up	RP	up
uh	UH	uh
pressure	NN	pressure
is	VBZ	be
building	VVG	build
up	RP	up
internationally	RB	internationally
regionally	RB	regionally
but	CC	but
also	RB	also
domestically	RB	domestically
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
I	PP	I
think	VV	think
uh	UH	uh
just	RB	just
looking	VVG	look
at	IN	at
some	DT	some
of	IN	of
the	DT	the
uh	UH	uh
you	PP	you
know	VVP	know
signatories	NNS	signatory
and	CC	and
and	CC	and
looking	VVG	look
at	IN	at
how	WRB	how
things	NNS	thing
are	VBP	be
ramping	VVG	ramp
up	RP	up
in	IN	in
in	IN	in
Washington	NP	Washington
My	NP	My
Philosophy	NN	philosophy
has	VHZ	have
always	RB	always
been	VBN	be
if	IN	if
you	PP	you
want	VVP	want
to	TO	to
know	VV	know
how	WRB	how
or	CC	or
where	WRB	where
things	NNS	thing
are	VBP	be
going	VVG	go
follow	VV	follow
the	DT	the
opportunists	NNS	opportunist
and	CC	and
clearly	RB	clearly
things	NNS	thing
are	VBP	be
changing	VVG	change
in	IN	in
Washington	NP	Washington
and	CC	and
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
why	WRB	why
that	DT	that
'	''	'
s	NN	S
why	WRB	why
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
are	VBP	be
jumping	VVG	jump
ship	NN	ship
or	CC	or
changing	VVG	change
directions	NNS	direction
because	IN	because
they	PP	they
understand	VVP	understand
that	IN/that	that
uh	UH	uh
at	IN	at
least	JJS	least
in	IN	in
the	DT	the
Democratic	JJ	Democratic
party	NN	party
and	CC	and
among	IN	among
Independents	NNS	independent
there	EX	there
is	VBZ	be
an	DT	an
Israel	NP	Israel
fatigue	NN	fatigue
there	RB	there
'	POS	'
s	NN	S
a	DT	a
Netanyahu	NP	Netanyahu
fatigue	NN	fatigue
for	IN	for
sure	RB	sure
the	DT	the
number	NN	number
I	PP	I
have	VHP	have
been	VBN	be
uh	UH	uh
uh	UH	uh
looking	VVG	look
at	IN	at
close	NN	close
is	VBZ	be
not	RB	not
the	DT	the
33	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
uh	UH	uh
who	WP	who
died	VVD	die
in	IN	in
Gaza	NP	Gaza
and	CC	and
not	RB	not
the	DT	the
20	CD	@card@
plus	CC	plus
thousand	CD	thousand
children	NNS	child
women	NNS	woman
who	WP	who
were	VBD	be
killed	VVN	kill
in	IN	in
Gaza	NP	Gaza
although	IN	although
this	DT	this
is	VBZ	be
the	DT	the
most	RBS	most
important	JJ	important
of	IN	of
all	DT	all
numbers	NNS	number
but	CC	but
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
is	VBZ	be
looking	VVG	look
at	IN	at
number	NN	number
47	CD	@card@
,	,	,
000	CD	@card@
and	CC	and
that	DT	that
is	VBZ	be
the	DT	the
number	NN	number
of	IN	of
Wisconson	NP	Wisconson
Democrats	NPS	Democrats
who	WP	who
went	VVD	go
to	TO	to
the	DT	the
primaries	NNS	primary
they	PP	they
actually	RB	actually
in	IN	in
a	DT	a
cold	JJ	cold
day	NN	day
got	VVN	get
off	RP	off
went	VVD	go
to	TO	to
the	DT	the
polling	NN	polling
station	NN	station
and	CC	and
voted	VVD	vote
uncommitted	JJ	uncommitted
M	NP	M
this	DT	this
is	VBZ	be
part	NN	part
of	IN	of
the	DT	the
anti	JJ	anti
-	NN	-
biden	NN	biden
campaign	NN	campaign
that	WDT	that
says	VVZ	say
we	PP	we
'	''	'
re	IN	re
going	VVG	go
to	TO	to
put	VV	put
the	DT	the
president	NN	president
on	IN	on
notice	NN	notice
their	PP$	their
goal	NN	goal
was	VBD	be
20	CD	@card@
,	,	,
000	CD	@card@
uncommitted	JJ	uncommitted
they	PP	they
got	VVD	get
47	CD	@card@
,	,	,
000	CD	@card@
now	RB	now
Wisconsin	NP	Wisconsin
like	IN	like
Michigan	NP	Michigan
that	WDT	that
had	VHD	have
100	CD	@card@
,	,	,
000	CD	@card@
uncommitted	JJ	uncommitted
voters	NNS	voter
like	IN	like
Ohio	NP	Ohio
like	IN	like
Florida	NP	Florida
like	IN	like
North	NP	North
Carolina	NP	Carolina
Pennsylvania	NP	Pennsylvania
these	DT	these
are	VBP	be
what	WP	what
you	PP	you
call	VVP	call
swing	NN	swing
States	NNS	state
this	DT	this
is	VBZ	be
where	WRB	where
President	NP	President
Biden	NP	Biden
won	VVD	win
in	IN	in
in	IN	in
2020	CD	@card@
with	IN	with
a	DT	a
very	RB	very
small	JJ	small
margin	NN	margin
in	IN	in
Wisconsin	NP	Wisconsin
it	PP	it
was	VBD	be
20	CD	@card@
,	,	,
000	CD	@card@
now	RB	now
you	PP	you
have	VHP	have
47	CD	@card@
,	,	,
000	CD	@card@
uncommitted	JJ	uncommitted
so	IN	so
the	DT	the
pressure	NN	pressure
is	VBZ	be
building	VVG	build
up	RP	up
in	IN	in
the	DT	the
Democrat	NP	Democrat
in	IN	in
the	DT	the
Democratic	JJ	Democratic
party	NN	party
and	CC	and
in	IN	in
uh	UH	uh
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
so	RB	so
Biden	NP	Biden
has	VHZ	have
to	TO	to
do	VV	do
one	CD	one
of	IN	of
two	CD	two
things	NNS	thing
either	CC	either
he	PP	he
has	VHZ	have
to	TO	to
maintain	VV	maintain
the	DT	the
usual	JJ	usual
Keeping	VVG	keep
Up	RP	up
Appearances	NNS	appearance
of	IN	of
doing	VVG	do
something	NN	something
without	IN	without
really	RB	really
doing	VVG	do
anything	NN	anything
meaning	VVG	mean
the	DT	the
ice	NN	ice
cream	NN	cream
diplomacy	NN	diplomacy
or	CC	or
even	RB	even
the	DT	the
phone	NN	phone
call	NN	call
diplomacy	NN	diplomacy
or	CC	or
he	PP	he
gets	VVZ	get
serious	JJ	serious
and	CC	and
does	VVZ	do
some	DT	some
serious	JJ	serious
diplomacy	NN	diplomacy
because	IN	because
we	PP	we
'	POS	'
ve	NNS	ve
seen	VVN	see
just	RB	just
from	IN	from
the	DT	the
phone	NN	phone
call	VVP	call
that	IN/that	that
things	NNS	thing
are	VBP	be
changing	VVG	change
somewhat	RB	somewhat
in	IN	in
Israel	NP	Israel
and	CC	and
on	IN	on
the	DT	the
part	NN	part
of	IN	of
the	DT	the
Israeli	JJ	Israeli
government	NN	government
so	RB	so
imagine	VV	imagine
if	IN	if
it	PP	it
'	POS	'
s	JJ	s
real	JJ	real
weight	NN	weight
that	RB	that
'	POS	'
s	NNS	s
being	VBG	be
put	VVN	put
in	IN	in
Israel	NP	Israel
okay	RB	okay
so	RB	so
there	EX	there
'	''	'
s	VVG	s
the	DT	the
option	NN	option
that	IN/that	that
he	PP	he
could	MD	could
get	VV	get
serious	JJ	serious
or	CC	or
can	MD	can
get	VV	get
more	RBR	more
serious	JJ	serious
what	WP	what
would	MD	would
that	RB	that
look	VV	look
like	IN	like
what	WP	what
would	MD	would
he	PP	he
need	VV	need
to	TO	to
say	VV	say
and	CC	and
I	PP	I
guess	VVP	guess
more	RBR	more
importantly	RB	importantly
what	WP	what
would	MD	would
he	PP	he
need	VV	need
to	TO	to
do	VV	do
it	PP	it
'	POS	'
s	NN	S
some	RB	some
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
uh	UH	uh
for	IN	for
example	NN	example
shahab	NN	shahab
has	VHZ	have
mentioned	VVN	mention
that	IN/that	that
Democrats	NNS	democrat
are	VBP	be
asking	VVG	ask
for	IN	for
he	PP	he
needs	VVZ	need
to	TO	to
do	VV	do
them	PP	them
for	IN	for
example	NN	example
example	NN	example
he	PP	he
says	VVZ	say
no	DT	no
more	JJR	more
weapons	NNS	weapon
we	PP	we
are	VBP	be
freezing	VVG	freeze
all	DT	all
shipments	NNS	shipment
of	IN	of
weapons	NNS	weapon
even	RB	even
the	DT	the
things	NNS	thing
that	IN/that	that
we	PP	we
agreed	VVD	agree
to	TO	to
before	IN	before
or	CC	or
this	DT	this
week	NN	week
we	PP	we
are	VBP	be
not	RB	not
shipping	VVG	ship
no	DT	no
more	JJR	more
ammunitions	NNS	ammunition
no	RB	no
more	JJR	more
2	CD	@card@
,	,	,
000	CD	@card@
PB	NP	PB
bombs	NNS	bomb
no	RB	no
more	JJR	more
f35s	NNS	f35s
right	RB	right
so	RB	so
at	IN	at
least	JJS	least
you	PP	you
can	MD	can
start	VV	start
with	IN	with
the	DT	the
military	NN	military
then	RB	then
you	PP	you
can	MD	can
go	VV	go
into	IN	into
other	JJ	other
forms	NNS	form
of	IN	of
AIDS	NP	AIDS
then	RB	then
you	PP	you
can	MD	can
simply	RB	simply
put	VV	put
Israel	NP	Israel
on	IN	on
notice	NN	notice
that	IN/that	that
we	PP	we
the	DT	the
United	NP	United
States	NPS	States
cannot	MD	can
be	VB	be
complicit	JJ	complicit
in	IN	in
war	NN	war
crimes	NNS	crime
or	CC	or
in	IN	in
genocide	NN	genocide
or	CC	or
what	WP	what
have	VHP	have
you	PP	you
and	CC	and
this	DT	this
is	VBZ	be
an	DT	an
election	NN	election
year	NN	year
I	PP	I
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
time	NN	time
for	IN	for
you	PP	you
and	CC	and
for	IN	for
your	PP$	your
games	NNS	game
stop	VVP	stop
lying	VVG	lie
to	TO	to
us	PP	us
so	RB	so
when	WRB	when
we	PP	we
put	VVD	put
pressure	NN	pressure
on	IN	on
you	PP	you
before	IN	before
you	PP	you
said	VVD	say
no	RB	no
no	RB	no
it	PP	it
'	POS	'
s	NN	S
technicality	NN	technicality
that	RB	that
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
cannot	MD	can
get	VV	get
the	DT	the
aid	NN	aid
in	IN	in
no	RB	no
it	PP	it
'	POS	'
s	NN	S
not	RB	not
technicality	NN	technicality
it	PP	it
'	POS	'
s	JJ	s
political	JJ	political
and	CC	and
it	PP	it
'	POS	'
s	NN	S
racist	NN	racist
and	CC	and
it	PP	it
'	POS	'
s	NN	S
inhumane	JJ	inhumane
to	TO	to
starve	VV	starve
the	DT	the
people	NNS	people
in	IN	in
Gaza	NP	Gaza
it	PP	it
'	POS	'
s	NNS	s
a	DT	a
war	NN	war
crime	NN	crime
it	PP	it
'	POS	'
s	NN	S
a	DT	a
genocidal	JJ	genocidal
War	NP	War
crime	NN	crime
to	TO	to
starve	VV	starve
the	DT	the
people	NNS	people
in	IN	in
Gaza	NP	Gaza
so	RB	so
now	RB	now
within	IN	within
48	CD	@card@
Hours	NNS	hour
we	PP	we
'	POS	'
ve	JJ	ve
seen	VVN	see
that	IN/that	that
the	DT	the
the	DT	the
the	DT	the
the	DT	the
amount	NN	amount
of	IN	of
trucks	NNS	truck
are	VBP	be
multiplying	VVG	multiply
that	WDT	that
are	VBP	be
going	VVG	go
to	TO	to
Gaza	NP	Gaza
so	RB	so
in	IN	in
fact	NN	fact
there	EX	there
was	VBD	be
no	DT	no
technical	JJ	technical
problem	NN	problem
there	EX	there
was	VBD	be
a	DT	a
political	JJ	political
problem	NN	problem
so	IN	so
you	PP	you
can	MD	can
see	VV	see
just	RB	just
by	IN	by
a	DT	a
mere	JJ	mere
phone	NN	phone
call	NN	call
and	CC	and
