<video_id>DtqG-4SHckQ</video_id>	NP	<video_id>DtqG-4SHckQ</video_id>
fact	NN	fact
the	DT	the
spreading	VVG	spread
hung	JJ	hung
and	CC	and
the	DT	the
looming	VVG	loom
famine	NN	famine
especially	RB	especially
in	IN	in
the	DT	the
northern	JJ	northern
part	NN	part
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
that	IN/that	that
my	PP$	my
colleagues	NNS	colleague
have	VHP	have
reported	VVN	report
that	IN/that	that
there	EX	there
is	VBZ	be
more	JJR	more
food	NN	food
available	JJ	available
in	IN	in
the	DT	the
market	NN	market
so	RB	so
increased	VVD	increase
Ava	NP	Ava
availability	NN	availability
but	CC	but
it	PP	it
is	VBZ	be
still	RB	still
does	VVZ	do
not	RB	not
mean	VV	mean
that	IN/that	that
the	DT	the
food	NN	food
is	VBZ	be
accessible	JJ	accessible
just	RB	just
because	IN	because
there	EX	there
is	VBZ	be
absolutely	RB	absolutely
no	DT	no
cash	NN	cash
circulating	VVG	circulate
in	IN	in
the	DT	the
northern	JJ	northern
part	NN	part
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
we	PP	we
believe	VVP	believe
that	IN/that	that
much	RB	much
more	RBR	more
needs	VVZ	need
to	TO	to
be	VB	be
done	VVN	do
it	PP	it
is	VBZ	be
true	JJ	true
that	IN/that	that
there	EX	there
have	VHP	have
been	VBN	be
more	JJR	more
Supply	NN	supply
entering	VVG	enter
during	IN	during
the	DT	the
month	NN	month
of	IN	of
April	NP	April
but	CC	but
this	DT	this
is	VBZ	be
still	RB	still
far	RB	far
from	IN	from
enough	RB	enough
to	TO	to
reserve	NN	reserve
or	CC	or
to	TO	to
to	TO	to
reverse	VV	reverse
the	DT	the
negative	JJ	negative
Trend	NP	Trend
we	PP	we
have	VHP	have
seen	VVN	see
I	PP	I
have	VHP	have
also	RB	also
mentioned	VVN	mention
this	DT	this
morning	NN	morning
when	WRB	when
I	PP	I
met	VVD	meet
the	DT	the
uh	UH	uh
member	NN	member
states	NNS	state
um	NNS	um
the	DT	the
uh	UH	uh
issue	NN	issue
about	IN	about
the	DT	the
blame	NN	blame
game	NN	game
you	PP	you
might	MD	might
have	VH	have
heard	VVN	hear
between	IN	between
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
uh	UH	uh
Authority	NP	Authority
many	RB	many
the	DT	the
Kat	NP	Kat
and	CC	and
the	DT	the
United	NP	United
Nation	NP	Nation
on	IN	on
one	CD	one
hand	NN	hand
isra	NN	isra
saying	VVG	say
what	WP	what
we	PP	we
are	VBP	be
providing	VVG	provide
all	PDT	all
the	DT	the
necessary	JJ	necessary
food	NN	food
the	DT	the
problem	NN	problem
is	VBZ	be
is	VBZ	be
on	IN	on
the	DT	the
side	NN	side
of	IN	of
the	DT	the
United	NP	United
Nation	NP	Nation
let	VVD	let
me	PP	me
just	RB	just
give	VVP	give
you	PP	you
few	JJ	few
facts	NNS	fact
regarding	VVG	regard
this	DT	this
first	JJ	first
this	NN	this
is	VBZ	be
not	RB	not
true	JJ	true
and	CC	and
this	DT	this
is	VBZ	be
not	RB	not
our	PP$	our
reading	VVG	read
uh	UH	uh
look	VV	look
at	IN	at
um	NNS	um
starting	VVG	start
with	IN	with
unoa	NP	unoa
whenever	WRB	whenever
we	PP	we
ask	VVP	ask
for	IN	for
a	DT	a
convoy	NN	convoy
going	VVG	go
from	IN	from
the	DT	the
South	NP	South
to	TO	to
to	TO	to
the	DT	the
north	NN	north
our	PP$	our
convoys	NNS	convoy
are	VBP	be
systematically	RB	systematically
denied	VVN	deny
so	IN	so
we	PP	we
still	RB	still
have	VHP	have
no	DT	no
access	NN	access
whenever	WRB	whenever
a	DT	a
permission	NN	permission
is	VBZ	be
given	VVN	give
to	TO	to
deliver	VV	deliver
anywhere	RB	anywhere
else	RB	else
in	IN	in
the	DT	the
strep	NN	strep
the	DT	the
process	NN	process
is	VBZ	be
always	RB	always
complicated	JJ	complicated
and	CC	and
very	JJ	very
uh	UH	uh
cumbersome	JJ	cumbersome
uh	UH	uh
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
enter	VV	enter
into	IN	into
Gaza	NP	Gaza
we	PP	we
have	VHP	have
this	DT	this
system	NN	system
of	IN	of
offloading	VVG	offload
downloading	NN	downloading
offloading	VVG	offload
downloading	NN	downloading
the	DT	the
trucks	NNS	truck
which	WDT	which
makes	VVZ	make
things	NNS	thing
extraordinary	JJ	extraordinary
uh	UH	uh
difficult	JJ	difficult
also	RB	also
um	RB	um
we	PP	we
have	VH	have
operating	VVG	operate
hours	NNS	hour
of	IN	of
the	DT	the
crossing	NN	crossing
which	WDT	which
vary	VVP	vary
from	IN	from
one	CD	one
day	NN	day
to	TO	to
another	DT	another
one	CD	one
with	IN	with
limited	JJ	limited
number	NN	number
of	IN	of
hours	NNS	hour
where	WRB	where
we	PP	we
can	MD	can
operate	VV	operate
and	CC	and
uh	UH	uh
most	JJS	most
of	IN	of
the	DT	the
time	VV	time
uh	UH	uh
the	DT	the
many	JJ	many
times	NNS	time
a	DT	a
week	NN	week
we	PP	we
have	VHP	have
also	RB	also
the	DT	the
crossing	NN	crossing
being	VBG	be
closed	VVN	close
because	IN	because
they	PP	they
just	RB	just
dumping	VVG	dump
uh	UH	uh
DET	NP	DET
release	VV	release
the	DT	the
theis	NNS	theis
or	CC	or
or	CC	or
dumping	VVG	dump
sometimes	RB	sometimes
bodies	NNS	body
who	WP	who
have	VHP	have
been	VBN	be
take	VV	take
who	WP	who
have	VHP	have
been	VBN	be
taken	VVN	take
to	TO	to
Israel	NP	Israel
and	CC	and
back	RB	back
to	TO	to
the	DT	the
Gaza	NP	Gaza
street	NN	street
now	RB	now
talking	VVG	talk
about	IN	about
um	NNS	um
the	DT	the
um	NN	um
the	DT	the
detes	NNS	detes
I	PP	I
have	VHP	have
also	RB	also
briefed	VVN	brief
the	DT	the
member	NN	member
State	NN	state
about	IN	about
the	DT	the
report	NN	report
we	PP	we
have	VHP	have
issued	VVN	issue
about	IN	about
a	DT	a
week	NN	week
ago	RB	ago
um	VVD	um
it	PP	it
was	VBD	be
the	DT	the
first	JJ	first
time	NN	time
that	IN/that	that
in	IN	in
fact	NN	fact
un	NN	un
has	VHZ	have
released	VVN	release
such	PDT	such
a	DT	a
report	NN	report
in	IN	in
my	PP$	my
meeting	NN	meeting
this	DT	this
morning	NN	morning
I	PP	I
have	VHP	have
reminded	VVN	remind
that	DT	that
uh	UH	uh
of	IN	of
course	NN	course
hostages	NNS	hostage
are	VBP	be
still	RB	still
in	IN	in
captivity	NN	captivity
with	IN	with
the	DT	the
Hamas	NN	Hamas
and	CC	and
that	IN/that	that
both	CC	both
the	DT	the
Secretary	NP	Secretary
General	NP	General
myself	PP	myself
but	CC	but
other	JJ	other
un	JJ	un
officer	NN	officer
keep	VV	keep
asking	VVG	ask
for	IN	for
the	DT	the
unconditional	JJ	unconditional
and	CC	and
immediate	JJ	immediate
release	NN	release
of	IN	of
the	DT	the
hostages	NNS	hostage
but	CC	but
I	PP	I
have	VHP	have
also	RB	also
shared	VVN	share
this	DT	this
morning	NN	morning
our	PP$	our
deep	JJ	deep
concern	NN	concern
regarding	VVG	regard
the	DT	the
gazin	NN	gazin
detained	VVN	detain
by	IN	by
the	DT	the
Israeli	NP	Israeli
Security	NP	Security
Forces	NPS	Forces
um	NNS	um
the	DT	the
report	NN	report
you	PP	you
have	VHP	have
seen	VVN	see
uh	UH	uh
recently	RB	recently
has	VHZ	have
been	VBN	be
based	VVN	base
on	IN	on
number	NN	number
of	IN	of
testimonies	NNS	testimony
collected	VVN	collect
by	IN	by
the	DT	the
agency	NN	agency
Why	WRB	why
by	IN	by
the	DT	the
agency	NN	agency
because	IN	because
we	PP	we
are	VBP	be
at	IN	at
the	DT	the
Crossing	NN	crossing
we	PP	we
are	VBP	be
at	IN	at
K	NP	K
Shalom	NP	Shalom
because	IN	because
we	PP	we
are	VBP	be
mining	VVG	mine
the	DT	the
main	JJ	main
logistical	JJ	logistical
H	NN	H
at	IN	at
the	DT	the
entry	NN	entry
of	IN	of
Gaza	NP	Gaza
and	CC	and
these	DT	these
people	NNS	people
basically	RB	basically
have	VHP	have
been	VBN	be
released	VVN	release
at	IN	at
this	DT	this
place	NN	place
and	CC	and
according	VVG	accord
to	TO	to
the	DT	the
test	NN	test
testimonies	NNS	testimony
that	IN/that	that
we	PP	we
have	VHP	have
collected	VVN	collect
um	JJ	um
people	NNS	people
have	VHP	have
told	VVN	tell
us	PP	us
that	IN/that	that
they	PP	they
are	VBP	be
routinely	RB	routinely
R	NN	R
when	WRB	when
they	PP	they
were	VBD	be
arrested	VVN	arrest
they	PP	they
were	VBD	be
routinely	RB	routinely
rounded	VVN	round
up	RP	up
stripped	VVN	strip
to	TO	to
the	DT	the
underwear	NN	underwear
and	CC	and
loaded	VVN	load
into	IN	into
trucks	NNS	truck
blindfolded	VVD	blindfold
and	CC	and
borned	VVD	borned
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
once	RB	once
arrested	VVN	arrest
these	DT	these
detes	NNS	detes
remain	VVP	remain
Inc	NP	Inc
communic	JJ	communic
and	CC	and
they	PP	they
are	VBP	be
subjected	VVN	subject
to	TO	to
shocking	JJ	shocking
inum	NN	inum
treatment	NN	treatment
among	IN	among
the	DT	the
IM	NP	im
inum	NN	inum
treatment	NN	treatment
they	PP	they
have	VHP	have
described	VVN	describe
to	TO	to
us	PP	us
water	NN	water
boing	VVG	boing
water	NN	water
boarding	VVG	board
severe	JJ	severe
victims	NNS	victim
attacked	VVN	attack
by	IN	by
dogs	NNS	dog
being	VBG	be
forced	VVN	force
to	TO	to
hold	VV	hold
stress	NN	stress
position	NN	position
for	IN	for
hours	NNS	hour
sometimes	RB	sometimes
12	CD	@card@
hours	NNS	hour
24	CD	@card@
hours	NNS	hour
and	CC	and
being	VBG	be
forced	VVN	force
to	TO	to
wear	VV	wear
diaper	NN	diaper
instead	RB	instead
of	IN	of
accessing	VVG	access
uh	UH	uh
the	DT	the
toilet	NN	toilet
and	CC	and
among	IN	among
the	DT	the
detainers	NNS	detainer
who	WP	who
have	VHP	have
been	VBN	be
relieved	JJ	relieved
we	PP	we
had	VHD	have
also	RB	also
a	DT	a
number	NN	number
of	IN	of
un	JJ	un
staff	NN	staff
and	CC	and
they	PP	they
have	VHP	have
also	RB	also
reported	VVN	report
to	TO	to
us	PP	us
that	IN/that	that
while	IN	while
under	IN	under
interrogation	NN	interrogation
they	PP	they
were	VBD	be
asked	VVN	ask
a	DT	a
lot	NN	lot
of	IN	of
question	NN	question
about	IN	about
the	DT	the
work	NN	work
with	IN	with
un	NN	un
and	CC	and
B	NN	B
basically	RB	basically
also	RB	also
being	VBG	be
pressured	VVN	pressure
to	TO	to
that	WDT	that
the	DT	the
agency	NN	agency
is	VBZ	be
politically	RB	politically
Affiliated	VVN	affiliate
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
this	DT	this
morning	NN	morning
I	PP	I
have	VHP	have
also	RB	also
highlighted	VVN	highlight
the	DT	the
fact	NN	fact
that	IN/that	that
U	NP	U
as	IN	as
you	PP	you
know	VVP	know
the	DT	the
agency	NN	agency
is	VBZ	be
under	IN	under
a	DT	a
lot	NN	lot
of	IN	of
strain	NN	strain
they	PP	they
are	VBP	be
called	VVN	call
for	IN	for
the	DT	the
agency	NN	agency
to	TO	to
be	VB	be
uh	UH	uh
dismantled	VVN	dismantle
uh	UH	uh
but	CC	but
the	DT	the
agency	NN	agency
also	RB	also
has	VHZ	have
been	VBN	be
uh	UH	uh
targeted	VVN	target
over	IN	over
the	DT	the
last	JJ	last
six	CD	six
uh	UH	uh
seven	CD	seven
months	NNS	month
um	JJ	um
in	IN	in
in	RB	in
in	IN	in
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
uh	UH	uh
where	WRB	where
both	CC	both
uh	UH	uh
our	PP$	our
staff	NN	staff
but	CC	but
also	RB	also
our	PP$	our
premises	NNS	premise
as	RB	as
well	RB	well
as	IN	as
our	PP$	our
operation	NN	operation
I	PP	I
just	RB	just
reminded	VVD	remind
that	IN/that	that
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
we	PP	we
have	VHP	have
182	CD	@card@
staff	NN	staff
member	NN	member
now	RB	now
who	WP	who
have	VHP	have
been	VBN	be
killed	VVN	kill
more	JJR	more
than	IN	than
160	CD	@card@
premises	NNS	premise
which	WDT	which
have	VHP	have
been	VBN	be
uh	UH	uh
damaged	VVN	damage
uh	UH	uh
or	CC	or
totally	RB	totally
destroyed	VVN	destroy
and	CC	and
most	JJS	most
of	IN	of
these	DT	these
premises	NNS	premise
were	VBD	be
Sheltering	VVG	shelter
a	DT	a
displaced	VVN	displace
people	NNS	people
and	CC	and
more	JJR	more
than	IN	than
400	CD	@card@
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
in	IN	in
these	DT	these
premises	VVZ	premise
uh	UH	uh
we	PP	we
have	VHP	have
also	RB	also
seen	VVN	see
that	IN/that	that
whenever	WRB	whenever
we	PP	we
vacated	VVD	vacate
premises	NNS	premise
mainly	RB	mainly
in	IN	in
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Street	NP	Street
uh	UH	uh
they	PP	they
have	VHP	have
been	VBN	be
then	RB	then
used	VVN	use
for	IN	for
military	JJ	military
uh	UH	uh
purposes	VVZ	purpose
uh	UH	uh
we	PP	we
have	VHP	have
uh	UH	uh
also	RB	also
heard	VVN	hear
about	IN	about
the	DT	the
allegation	NN	allegation
regarding	VVG	regard
tunel	JJ	tunel
uh	UH	uh
underneath	IN	underneath
some	DT	some
of	IN	of
our	PP$	our
premises	NNS	premise
and	CC	and
basically	RB	basically
I	PP	I
was	VBD	be
calling	VVG	call
the	DT	the
member	NN	member
state	NN	state
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
war	NN	war
once	IN	once
we	PP	we
have	VHP	have
a	DT	a
ceas	NNS	ceas
fire	NN	fire
that	IN/that	that
we	PP	we
have	VHP	have
also	RB	also
the	DT	the
ne	RB	ne
that	IN/that	that
we	PP	we
put	VVD	put
in	IN	in
place	NN	place
an	DT	an
investig	NN	investig
independent	JJ	independent
investigation	NN	investigation
uh	UH	uh
to	TO	to
look	VV	look
into	IN	into
this	DT	this
blatant	JJ	blatant
disregard	NN	disregard
of	IN	of
the	DT	the
United	NP	United
Nation	NN	nation
in	IN	in
order	NN	order
to	TO	to
avoid	VV	avoid
that	IN/that	that
this	DT	this
becomes	VVZ	become
also	RB	also
in	IN	in
the	DT	the
future	JJ	future
uh	UH	uh
the	DT	the
new	JJ	new
uh	UH	uh
standard	NN	standard
I	PP	I
also	RB	also
briefed	VVD	brief
uh	UH	uh
this	DT	this
morning	NN	morning
about	IN	about
where	WRB	where
we	PP	we
stand	VVP	stand
on	IN	on
the	DT	the
oios	NNS	oios
report	NN	report
but	CC	but
in	IN	in
fact	NN	fact
we	PP	we
have	VHP	have
been	VBN	be
briefed	VVN	brief
by	IN	by
Stefan	NP	Stefan
durich	NNS	durich
I	PP	I
think	VVP	think
on	RP	on
on	IN	on
on	IN	on
Friday	NP	Friday
just	RB	just
to	TO	to
reiterate	VV	reiterate
what	WP	what
he	PP	he
has	VHZ	have
said	VVN	say
we	PP	we
started	VVD	start
with	IN	with
12	CD	@card@
allegations	NNS	allegation
if	IN	if
you're	NN	you're
just	RB	just
joining	VVG	join
us	PP	us
on	IN	on
Al	NP	Al
jazer	NN	jazer
we're	NN	we're
just	RB	just
listening	VVG	listen
there	RB	there
to	TO	to
Philip	NP	Philip
lazarini	NP	Lazarini
the	DT	the
commissioner	NN	commissioner
general	NN	general
of	IN	of
the	DT	the
UN	NP	UN
Agency	NP	Agency
for	IN	for
Palestinian	JJ	Palestinian
refugees	NNS	refugee
unra	NN	unra
who	WP	who
briefing	NN	briefing
reporters	NNS	reporter
uh	UH	uh
in	IN	in
Geneva	NP	Geneva
about	IN	about
the	DT	the
latest	JJS	late
developments	NNS	development
on	IN	on
the	DT	the
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
he	PP	he
talked	VVD	talk
about	IN	about
the	DT	the
the	DT	the
situation	NN	situation
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
saying	VVG	say
there's	RB	there's
deep	JJ	deep
anxiety	NN	anxiety
prevailing	VVG	prevail
uh	UH	uh
because	IN	because
everyone	NN	everyone
is	VBZ	be
worried	VVN	worry
about	IN	about
an	DT	an
Israeli	JJ	Israeli
military	JJ	military
offensive	NN	offensive
on	IN	on
Rafa	NP	Rafa
in	IN	in
the	DT	the
southern	JJ	southern
part	NN	part
of	IN	of
the	DT	the
Gaza	NP	Gaza
STP	NP	STP
he	PP	he
said	VVD	say
people	NNS	people
have	VHP	have
not	RB	not
been	VBN	be
told	VVN	tell
to	TO	to
evacuate	VV	evacuate
yet	RB	yet
from	IN	from
Rafa	NP	Rafa
but	CC	but
the	DT	the
fear	NN	fear
is	VBZ	be
that	IN/that	that
if	IN	if
there	EX	there
is	VBZ	be
no	DT	no
ceasefire	NN	ceasefire
deal	NN	deal
in	IN	in
the	DT	the
coming	VVG	come
days	NNS	day
then	RB	then
uh	UH	uh
the	DT	the
ground	NN	ground
invasion	NN	invasion
of	IN	of
Rafa	NP	Rafa
by	IN	by
Israeli	JJ	Israeli
forces	NNS	force
will	MD	will
happen	VV	happen
on	IN	on
the	DT	the
humanitarian	JJ	humanitarian
situation	NN	situation
he	PP	he
said	VVD	say
it	PP	it
was	VBD	be
a	DT	a
race	NN	race
against	IN	against
the	DT	the
clock	NN	clock
to	TO	to
reverse	VV	reverse
hunger	NN	hunger
and	CC	and
famine	NN	famine
uh	UH	uh
more	JJR	more
food	NN	food
is	VBZ	be
available	JJ	available
he	PP	he
said	VVD	say
on	IN	on
the	DT	the
market	NN	market
but	CC	but
it's	NNS	it's
not	RB	not
accessible	JJ	accessible
because	IN	because
there's	RB	there's
no	DT	no
cash	NN	cash
circulating	VVG	circulate
uh	UH	uh
especially	RB	especially
in	IN	in
the	DT	the
northern	JJ	northern
part	NN	part
of	IN	of
the	DT	the
strip	NN	strip
he	PP	he
said	VVD	say
more	JJR	more
aid	NN	aid
supplies	NNS	supply
had	VHD	have
entered	VVN	enter
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
in	IN	in
April	NP	April
but	CC	but
it's	NNS	it's
far	RB	far
from	IN	from
enough	JJ	enough
uh	UH	uh
he	PP	he
also	RB	also
talked	VVD	talk
about	IN	about
the	DT	the
gross	JJ	gross
human	JJ	human
rights	NNS	right
violations	NNS	violation
against	IN	against
detainees	NNS	detainee
Palestinian	JJ	Palestinian
detainees	NNS	detainee
recently	RB	recently
released	VVN	release
by	IN	by
Israel	NP	Israel
and	CC	and
on	IN	on
unra	NN	unra
he	PP	he
said	VVD	say
the	DT	the
agency	NN	agency
is	VBZ	be
under	IN	under
a	DT	a
lot	NN	lot
of	IN	of
strain	VV	strain
uh	UH	uh
the	DT	the
agency	NN	agency
has	VHZ	have
been	VBN	be
targ	VVN	targ
in	IN	in
Gaza	NP	Gaza
its	PP$	its
remises	VVZ	remise
and	CC	and
operations	NNS	operation
targeted	VVN	target
by	IN	by
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
again	RB	again
uh	UH	uh
the	DT	the
commissioner	NN	commissioner
of	IN	of
the	DT	the
uh	UH	uh
UN	NP	UN
Agency	NP	Agency
for	IN	for
Palestinian	JJ	Palestinian
refugees	NNS	refugee
Philip	NP	Philip
lazarini	NNS	lazarini
speaking	VVG	speak
there	RB	there
in	IN	in
Geneva	NP	Geneva
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NN	jazer
</doc>	NN	</doc>
