Al	NP	Al
something	NN	something
like	IN	like
a	DT	a
kid	NN	kid
having	VHG	have
diarrhea	NN	diarrhea
normally	RB	normally
that	RB	that
'	''	'
s	NNS	s
not	RB	not
deadly	JJ	deadly
but	CC	but
it	PP	it
can	MD	can
be	VB	be
if	IN	if
that	DT	that
diarrhea	NN	diarrhea
is	VBZ	be
not	RB	not
properly	RB	properly
treated	VVN	treat
and	CC	and
if	IN	if
that	DT	that
child	NN	child
ends	VVZ	end
up	RP	up
being	VBG	be
dehydrated	VVN	dehydrate
plus	IN	plus
and	CC	and
anyone	NN	anyone
with	IN	with
a	DT	a
kid	NN	kid
can	MD	can
probably	RB	probably
relate	VV	relate
to	TO	to
this	DT	this
you	PP	you
know	VVP	know
a	DT	a
kid	NN	kid
with	IN	with
diarrhea	NN	diarrhea
has	VHZ	have
accidents	NNS	accident
you	PP	you
need	VVP	need
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
clean	VV	clean
off	RP	off
that	DT	that
child	NN	child
you	PP	you
need	VVP	need
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
have	VH	have
a	DT	a
clean	JJ	clean
diaper	NN	diaper
to	TO	to
put	VV	put
them	PP	them
in	IN	in
that	IN/that	that
obviously	RB	obviously
doesn	NP	doesn
'	POS	'
t	NN	t
exist	VVP	exist
in	IN	in
Gaza	NP	Gaza
you	PP	you
have	VHP	have
uh	UH	uh
skin	NN	skin
diseases	NNS	disease
like	IN	like
scabies	NN	scabies
and	CC	and
lights	NNS	light
that	WDT	that
are	VBP	be
just	RB	just
spreading	VVG	spread
you	PP	you
have	VHP	have
acute	JJ	acute
pulmonary	JJ	pulmonary
infections	NNS	infection
like	IN	like
the	DT	the
common	JJ	common
cold	NN	cold
of	IN	of
course	NN	course
not	RB	not
deadly	JJ	deadly
but	CC	but
it	PP	it
can	MD	can
become	VV	become
deadly	JJ	deadly
you	PP	you
have	VHP	have
cases	NNS	case
of	IN	of
pneumonia	NN	pneumonia
and	CC	and
bronchitis	NN	bronchitis
that	IN/that	that
arising	VVG	arise
you	PP	you
have	VHP	have
uh	UH	uh
for	IN	for
example	NN	example
the	DT	the
growing	VVG	grow
risk	NN	risk
of	IN	of
hypothermia	NN	hypothermia
what	WP	what
happens	VVZ	happen
when	WRB	when
children	NNS	child
as	IN	as
malnourished	JJ	malnourished
as	IN	as
the	DT	the
children	NNS	child
in	IN	in
Gaza	NP	Gaza
are	VBP	be
now	RB	now
today	RB	today
given	VVN	give
that	IN/that	that
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
families	NNS	family
barely	RB	barely
subside	VVP	subside
on	IN	on
one	CD	one
meal	NN	meal
a	DT	a
day	NN	day
is	VBZ	be
that	IN/that	that
hypothermia	NN	hypothermia
can	MD	can
begin	VV	begin
to	TO	to
set	VV	set
in	IN	in
at	IN	at
much	JJ	much
warmer	NN	warmer
temperatures	NNS	temperature
and	CC	and
then	RB	then
of	IN	of
course	NN	course
on	IN	on
top	NN	top
of	IN	of
all	DT	all
of	IN	of
this	DT	this
you	PP	you
have	VHP	have
the	DT	the
various	JJ	various
different	JJ	different
mental	JJ	mental
traumas	NNS	trauma
that	WDT	that
are	VBP	be
happening	VVG	happen
to	TO	to
children	NNS	child
on	IN	on
a	DT	a
more	JJR	more
than	IN	than
daily	JJ	daily
basis	NN	basis
so	RB	so
from	IN	from
the	DT	the
rate	NN	rate
of	IN	of
Killing	VVG	kill
Children	NNS	child
which	WDT	which
is	VBZ	be
now	RB	now
in	IN	in
two	CD	two
months	NNS	month
greater	JJR	great
than	IN	than
two	CD	two
years	NNS	year
of	IN	of
conflict	NN	conflict
in	IN	in
Ukraine	NP	Ukraine
to	TO	to
the	DT	the
wide	JJ	wide
range	NN	range
of	IN	of
things	NNS	thing
you	PP	you
just	RB	just
mentioned	VVD	mention
hypothermia	NN	hypothermia
diarrhea	NN	diarrhea
you	PP	you
'	POS	'
ve	NN	ve
got	VVD	get
to	TO	to
ask	VV	ask
has	VHZ	have
this	DT	this
killing	VVG	kill
rate	NN	rate
of	IN	of
children	NNS	child
does	VVZ	do
it	PP	it
have	VH	have
any	DT	any
parallel	NN	parallel
that	IN/that	that
you	PP	you
'	POS	'
ve	NNS	ve
seen	VVN	see
no	RB	no
no	RB	no
and	CC	and
look	VV	look
I	PP	I
was	VBD	be
a	DT	a
correspondent	NN	correspondent
with	IN	with
CNN	NP	CNN
for	IN	for
20	CD	@card@
years	NNS	year
I	NP	I
'	POS	'
ve	RB	ve
been	VBN	be
covering	VVG	cover
War	NP	War
for	IN	for
20	CD	@card@
years	NNS	year
I	PP	I
have	VHP	have
not	RB	not
seen	VVN	see
this	DT	this
I	PP	I
have	VHP	have
not	RB	not
even	RB	even
seen	VVN	see
anything	NN	anything
that	WDT	that
is	VBZ	be
comparable	JJ	comparable
to	TO	to
this	DT	this
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
about	IN	about
the	DT	the
intensity	NN	intensity
of	IN	of
the	DT	the
bombardment	NN	bombardment
in	IN	in
such	PDT	such
a	DT	a
small	JJ	small
space	NN	space
it	PP	it
'	POS	'
s	NN	S
also	RB	also
about	IN	about
the	DT	the
fact	NN	fact
that	IN/that	that
I	NP	I
'	POS	'
ve	NN	ve
never	RB	never
been	VBN	be
to	TO	to
a	DT	a
war	NN	war
zone	NN	zone
where	WRB	where
families	NNS	family
once	IN	once
they	PP	they
manag	VVP	manag
to	TO	to
survive	VV	survive
the	DT	the
bombardment	NN	bombardment
are	VBP	be
somehow	RB	somehow
unable	JJ	unable
to	TO	to
flee	VV	flee
the	DT	the
actual	JJ	actual
danger	NN	danger
zone	VV	zone
I	PP	I
'	POS	'
ve	NN	ve
never	RB	never
been	VBN	be
to	TO	to
a	DT	a
space	NN	space
where	WRB	where
humanitarian	JJ	humanitarian
Aid	NN	aid
is	VBZ	be
ready	JJ	ready
it	PP	it
'	''	'
s	NNS	s
ready	JJ	ready
to	TO	to
move	VV	move
in	IN	in
it	PP	it
'	POS	'
s	NN	S
ready	JJ	ready
to	TO	to
be	VB	be
deployed	VVN	deploy
the	DT	the
supplies	NNS	supply
are	VBP	be
there	RB	there
but	CC	but
there	EX	there
is	VBZ	be
absolutely	RB	absolutely
no	DT	no
way	NN	way
to	TO	to
access	VV	access
the	DT	the
civilian	JJ	civilian
population	NN	population
um	NN	um
that	WDT	that
is	VBZ	be
so	RB	so
desperately	RB	desperately
in	IN	in
need	VV	need
this	DT	this
is	VBZ	be
unprecedented	JJ	unprecedented
it	PP	it
'	''	'
s	NNS	s
not	RB	not
even	RB	even
just	RB	just
you	PP	you
know	VVP	know
myself	PP	myself
journalists	NNS	journalist
and	CC	and
Aid	NN	aid
workers	NNS	worker
who	WP	who
have	VHP	have
been	VBN	be
in	IN	in
this	DT	this
space	NN	space
for	IN	for
well	RB	well
over	IN	over
my	PP$	my
own	JJ	own
20	CD	@card@
years	NNS	year
have	VHP	have
also	RB	also
said	VVN	say
that	IN/that	that
they	PP	they
'	POS	'
ve	NN	ve
never	RB	never
seen	VVN	see
anything	NN	anything
quite	RB	quite
like	IN	like
this	DT	this
and	CC	and
there	EX	there
'	''	'
s	VVG	s
no	DT	no
formula	NN	formula
for	IN	for
how	WRB	how
to	TO	to
deal	VV	deal
with	IN	with
this	DT	this
well	NN	well
in	IN	in
addition	NN	addition
to	TO	to
the	DT	the
threat	NN	threat
to	TO	to
life	NN	life
for	IN	for
those	DT	those
kids	NNS	kid
who	WP	who
do	VVP	do
manage	VV	manage
to	TO	to
survive	VV	survive
the	DT	the
bombing	NN	bombing
the	DT	the
lack	NN	lack
of	IN	of
food	NN	food
the	DT	the
spread	NN	spread
of	IN	of
disease	NN	disease
what	WP	what
sort	VVP	sort
of	IN	of
long	JJ	long
-	NN	-
term	NN	term
treatment	NN	treatment
rehabilitative	JJ	rehabilitative
work	NN	work
do	VVP	do
some	DT	some
of	IN	of
these	DT	these
kids	NNS	kid
need	VVP	need
who	WP	who
'	POS	'
s	NN	S
who	WP	who
just	RB	just
survive	VVP	survive
look	VV	look
it	PP	it
'	POS	'
s	NNS	s
going	VVG	go
to	TO	to
be	VB	be
very	RB	very
extensive	JJ	extensive
Dr	NP	Dr
rassan	NP	rassan
abusa	NN	abusa
Who	WP	who
is	VBZ	be
one	CD	one
of	IN	of
my	PP$	my
charity	NN	charity
in	RB	in
'	POS	'
s	JJ	s
founding	NN	founding
members	NNS	member
was	VBD	be
in	IN	in
Gaza	NP	Gaza
for	IN	for
six	CD	six
weeks	NNS	week
and	CC	and
from	IN	from
what	WP	what
he	PP	he
saw	VVD	see
on	IN	on
the	DT	the
ground	NN	ground
volunteering	VVG	volunteer
as	IN	as
a	DT	a
reconstructive	JJ	reconstructive
surgeon	NN	surgeon
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
injuries	NNS	injury
that	IN/that	that
he	PP	he
saw	VVD	see
among	IN	among
children	NNS	child
are	VBP	be
going	VVG	go
to	TO	to
need	VV	need
years	NNS	year
and	CC	and
years	NNS	year
of	IN	of
surgery	NN	surgery
plus	CC	plus
all	DT	all
sorts	NNS	sort
of	IN	of
different	JJ	different
kinds	NNS	kind
of	IN	of
physical	JJ	physical
therapy	NN	therapy
and	CC	and
life	NN	life
adjustments	NNS	adjustment
then	RB	then
you	PP	you
need	VVP	need
to	TO	to
think	VV	think
about	IN	about
the	DT	the
mental	JJ	mental
tool	NN	tool
that	IN/that	that
all	DT	all
of	IN	of
this	DT	this
is	VBZ	be
taking	VVG	take
one	CD	one
needs	NNS	need
to	TO	to
bear	VV	bear
in	IN	in
mind	NN	mind
that	IN/that	that
even	RB	even
before	IN	before
before	IN	before
October	NP	October
7th	JJ	7th
back	NN	back
in	IN	in
2022	CD	@card@
save	IN	save
the	DT	the
children	NNS	child
did	VVD	do
a	DT	a
report	VV	report
uh	UH	uh
where	WRB	where
they	PP	they
surveyed	VVD	survey
the	DT	the
children	NNS	child
of	IN	of
Gaza	NP	Gaza
and	CC	and
they	PP	they
found	VVD	find
that	IN/that	that
80	CD	@card@
%	NN	%
of	IN	of
children	NNS	child
in	IN	in
Gaza	NP	Gaza
suffered	VVD	suffer
from	IN	from
depression	NN	depression
anxiety	NN	anxiety
and	CC	and
fear	VVP	fear
add	VV	add
to	TO	to
that	RB	that
add	VV	add
to	TO	to
the	DT	the
all	PDT	all
that	DT	that
trauma	NN	trauma
and	CC	and
the	DT	the
trauma	NN	trauma
of	IN	of
the	DT	the
war	NN	war
'	POS	'
s	NN	S
past	IN	past
what	WP	what
children	NNS	child
are	VBP	be
going	VVG	go
through	RP	through
right	RB	right
now	RB	now
you	PP	you
have	VHP	have
the	DT	the
trauma	NN	trauma
of	IN	of
the	DT	the
fear	NN	fear
that	WDT	that
happens	VVZ	happen
every	DT	every
single	JJ	single
time	NN	time
there	RB	there
'	POS	'
s	NNS	s
an	DT	an
explosion	NN	explosion
every	DT	every
single	JJ	single
time	NN	time
a	DT	a
gunshot	NN	gunshot
crackles	NNS	crackle
and	CC	and
this	DT	this
happens	VVZ	happen
more	RBR	more
than	IN	than
once	RB	once
per	IN	per
day	NN	day
you	PP	you
have	VHP	have
the	DT	the
fear	NN	fear
of	IN	of
whatever	WDT	whatever
it	PP	it
is	VBZ	be
that	DT	that
cause	NN	cause
the	DT	the
injury	NN	injury
If	IN	if
the	DT	the
child	NN	child
is	VBZ	be
injured	VVN	injure
and	CC	and
in	IN	in
pain	NN	pain
you	PP	you
have	VHP	have
fear	NN	fear
because	IN	because
fear	NN	fear
is	VBZ	be
what	WP	what
is	VBZ	be
created	VVN	create
when	WRB	when
a	DT	a
child	NN	child
turns	VVZ	turn
to	TO	to
their	PP$	their
parent	NN	parent
and	CC	and
their	PP$	their
parent	NN	parent
cannot	MD	can
ease	VV	ease
their	PP$	their
pain	NN	pain
and	CC	and
cannot	MD	can
ease	VV	ease
their	PP$	their
own	JJ	own
fear	NN	fear
all	RB	all
of	IN	of
these	DT	these
are	VBP	be
different	JJ	different
kinds	NNS	kind
of	IN	of
traumas	NNS	trauma
that	WDT	that
are	VBP	be
continuously	RB	continuously
bombarding	VVG	bombard
a	DT	a
child	NN	child
'	POS	'
s	NN	S
Psyche	NP	Psyche
on	IN	on
a	DT	a
daily	JJ	daily
level	NN	level
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
have	VH	have
to	TO	to
be	VB	be
extremely	RB	extremely
aggressively	RB	aggressively
cautiously	RB	cautiously
and	CC	and
carefully	RB	carefully
addressed	VVN	address
at	IN	at
whatever	JJ	whatever
point	NN	point
in	IN	in
time	NN	time
it	PP	it
is	VBZ	be
that	IN/that	that
my	PP$	my
organization	NN	organization
and	CC	and
others	NNS	other
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
begin	VV	begin
to	TO	to
address	VV	address
this	DT	this
compounded	VVN	compound
multi	NN	multi
-	NN	-
layer	NN	layer
trauma	NN	trauma
amongst	IN	amongst
children	NNS	child
when	WRB	when
this	DT	this
sort	NN	sort
of	IN	of
trauma	NN	trauma
goes	VVZ	go
unaddressed	JJ	unaddressed
it	PP	it
calcifies	VVZ	calcify
within	IN	within
a	DT	a
person	NN	person
uh	UH	uh
so	RB	so
to	TO	to
speak	VV	speak
and	CC	and
that	IN/that	that
person	NN	person
becomes	VVZ	become
incapable	JJ	incapable
that	IN/that	that
child	NN	child
becomes	VVZ	become
incapable	JJ	incapable
of	IN	of
functioning	VVG	function
this	DT	this
level	NN	level
of	IN	of
daily	JJ	daily
fear	NN	fear
and	CC	and
daily	JJ	daily
trauma	NN	trauma
is	VBZ	be
enough	JJ	enough
to	TO	to
cause	VV	cause
an	DT	an
adult	NN	adult
to	TO	to
mentally	RB	mentally
snap	VV	snap
it	PP	it
is	VBZ	be
going	VVG	go
to	TO	to
have	VH	have
a	DT	a
severe	JJ	severe
and	CC	and
devastating	JJ	devastating
impact	NN	impact
on	IN	on
children	NNS	child
thank	VVP	thank
you	PP	you
for	IN	for
sharing	VVG	share
your	PP$	your
perspective	NN	perspective
and	CC	and
experience	NN	experience
on	IN	on
