thousands	NNS	thousand
forgive	VV	forgive
him	PP	him
I	PP	I
was	VBD	be
there	RB	there
uh	UH	uh
yesterday	NN	yesterday
I	PP	I
was	VBD	be
today	RB	today
protesting	VVG	protest
as	RB	as
not	RB	not
as	IN	as
a	DT	a
journalist	NN	journalist
but	CC	but
uh	UH	uh
as	IN	as
an	DT	an
Israeli	JJ	Israeli
Patriot	NN	patriot
and	CC	and
uh	UH	uh
they	PP	they
don	VVP	don
'	''	'
t	NN	t
forgive	VV	forgive
him	PP	him
first	JJ	first
of	IN	of
all	DT	all
because	IN	because
he	PP	he
still	RB	still
doesn	NN	doesn
'	POS	'
t	NN	t
take	VV	take
the	DT	the
responsibility	NN	responsibility
for	IN	for
what	WP	what
happened	VVD	happen
to	TO	to
Israel	NP	Israel
on	IN	on
October	NP	October
7th	JJ	7th
number	NN	number
two	CD	two
he	PP	he
is	VBZ	be
not	RB	not
showing	VVG	show
us	PP	us
any	DT	any
light	NN	light
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
tunnels	NNS	tunnel
of	IN	of
Hamas	NNS	Hamas
just	RB	just
more	JJR	more
soldiers	NNS	soldier
and	CC	and
more	JJR	more
civilians	NNS	civilian
more	JJR	more
captives	NNS	captive
getting	VVG	get
back	JJ	back
home	NN	home
in	IN	in
body	NN	body
bags	NNS	bag
so	CC	so
uh	UH	uh
there	EX	there
is	VBZ	be
no	DT	no
forgiveness	NN	forgiveness
uh	UH	uh
among	IN	among
those	DT	those
people	NNS	people
there	EX	there
is	VBZ	be
fatigue	VV	fatigue
yes	UH	yes
uh	UH	uh
the	DT	the
question	NN	question
is	VBZ	be
how	WRB	how
long	RB	long
will	MD	will
those	DT	those
people	NNS	people
who	WP	who
are	VBP	be
taking	VVG	take
to	TO	to
the	DT	the
streets	NNS	street
every	DT	every
day	NN	day
and	CC	and
it	PP	it
it	PP	it
'	POS	'
s	NNS	s
quite	RB	quite
warm	VV	warm
I	PP	I
think	VV	think
it	PP	it
'	POS	'
s	NN	S
not	RB	not
as	RB	as
warm	JJ	warm
as	IN	as
in	IN	in
goha	NN	goha
but	CC	but
um	JJ	um
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	NNS	s
a	DT	a
summer	NN	summer
and	CC	and
uh	UH	uh
uh	UH	uh
people	NNS	people
in	IN	in
the	DT	the
north	NN	north
including	VVG	include
children	NNS	child
didn	NN	didn
'	POS	'
t	NN	t
stop	VV	stop
the	DT	the
school	NN	school
year	NN	year
and	CC	and
they	PP	they
don	VVP	don
'	''	'
t	NN	t
forgive	VV	forgive
him	PP	him
and	CC	and
uh	UH	uh
the	DT	the
people	NNS	people
who	WP	who
spent	VVD	spend
10	CD	@card@
or	CC	or
now	RB	now
more	JJR	more
than	IN	than
10	CD	@card@
months	NNS	month
in	IN	in
reserves	NNS	reserve
people	NNS	people
who	WP	who
lost	VVD	lose
their	PP$	their
jobs	NNS	job
and	CC	and
lost	VVD	lose
their	PP$	their
businesses	NNS	business
they	PP	they
don	VVP	don
'	''	'
t	NN	t
forgive	VV	forgive
him	PP	him
how	WRB	how
much	JJ	much
of	IN	of
a	DT	a
challenge	NN	challenge
then	RB	then
do	VVP	do
you	PP	you
think	VVP	think
these	DT	these
protests	NNS	protest
are	VBP	be
becoming	VVG	become
to	TO	to
Netanyahu	NP	Netanyahu
you	PP	you
mentioned	VVD	mention
the	DT	the
fatigue	NN	fatigue
but	CC	but
the	DT	the
pictures	NNS	picture
coming	VVG	come
in	IN	in
the	DT	the
live	JJ	live
pictures	NNS	picture
coming	VVG	come
in	IN	in
from	IN	from
Tel	NP	Tel
Aviv	NP	Aviv
show	VVP	show
you	PP	you
know	VVP	know
people	NNS	people
are	VBP	be
still	RB	still
gathering	VVG	gather
on	IN	on
the	DT	the
streets	NNS	street
it	PP	it
doesn	NP	doesn
'	POS	'
t	NN	t
look	NN	look
like	IN	like
the	DT	the
numbers	NNS	number
are	VBP	be
ready	JJ	ready
to	TO	to
dissipate	VV	dissipate
at	IN	at
least	JJS	least
right	RB	right
now	RB	now
yeah	RB	yeah
but	CC	but
but	RB	but
it	PP	it
seems	VVZ	seem
we	PP	we
know	VVP	know
from	IN	from
uh	UH	uh
recent	JJ	recent
history	NN	history
you	PP	you
remember	VVP	remember
s	NNS	s
when	WRB	when
we	PP	we
were	VBD	be
talking	VVG	talk
about	IN	about
the	DT	the
so	RB	so
-	JJ	-
called	VVN	call
uh	UH	uh
judicial	JJ	judicial
reform	NN	reform
that	DT	that
uh	UH	uh
we	PP	we
had	VHD	have
uh	UH	uh
every	DT	every
weekend	NN	weekend
half	NN	half
a	DT	a
million	CD	million
people	NNS	people
in	IN	in
the	DT	the
streets	NNS	street
now	RB	now
uh	UH	uh
in	IN	in
in	IN	in
my	PP$	my
neighborhood	NN	neighborhood
we	PP	we
got	VVD	get
20	CD	@card@
or	CC	or
30	CD	@card@
,	,	,
000	CD	@card@
now	RB	now
we	PP	we
can	MD	can
hardly	RB	hardly
get	VV	get
1	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
to	TO	to
get	VV	get
out	RP	out
of	IN	of
their	PP$	their
home	NN	home
and	CC	and
the	DT	the
reason	NN	reason
is	VBZ	be
is	VBZ	be
that	DT	that
uh	UH	uh
the	DT	the
Israeli	JJ	Israeli
politicians	NNS	politician
uh	UH	uh
mainly	RB	mainly
from	IN	from
the	DT	the
liud	NN	liud
and	CC	and
the	DT	the
Orthodox	JJ	Orthodox
party	NN	party
seem	VV	seem
uh	UH	uh
to	TO	to
uh	UH	uh
do	VV	do
everything	NN	everything
they	PP	they
they	PP	they
can	MD	can
including	VVG	include
robbing	VVG	rob
the	DT	the
the	DT	the
budget	NN	budget
and	CC	and
robbing	VVG	rob
the	DT	the
country	NN	country
'	POS	'
s	JJ	s
future	NN	future
the	DT	the
future	NN	future
of	IN	of
our	PP$	our
children	NNS	child
to	TO	to
stay	VV	stay
in	IN	in
power	NN	power
and	CC	and
uh	UH	uh
uh	UH	uh
people	NNS	people
are	VBP	be
losing	VVG	lose
hope	NN	hope
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
at	IN	at
least	JJS	least
four	CD	four
or	CC	or
five	CD	five
people	NNS	people
from	IN	from
theud	NN	theud
or	CC	or
from	IN	from
Shas	NP	Shas
that	WDT	that
uh	UH	uh
will	VV	will
uh	UH	uh
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
uh	UH	uh
look	VV	look
at	IN	at
the	DT	the
mirror	NN	mirror
and	CC	and
they	PP	they
will	MD	will
defect	VV	defect
um	NNS	um
so	RB	so
and	CC	and
Netanyahu	NP	Netanyahu
going	VVG	go
back	RB	back
to	TO	to
him	PP	him
um	RB	um
wants	VVZ	want
to	TO	to
say	VV	say
there	RB	there
because	IN	because
otherwise	RB	otherwise
if	IN	if
the	DT	the
war	NN	war
will	MD	will
end	VV	end
and	CC	and
actually	RB	actually
he	PP	he
compared	VVD	compare
uh	UH	uh
the	DT	the
uh	UH	uh
Philadelphia	NP	Philadelphia
a	DT	a
to	TO	to
the	DT	the
ex	NN	ex
of	IN	of
evil	NN	evil
so	RB	so
for	IN	for
him	PP	him
he	PP	he
said	VVD	say
he	PP	he
will	MD	will
never	RB	never
leave	VV	leave
Gaza	NP	Gaza
he	PP	he
wants	VVZ	want
to	TO	to
stay	VV	stay
there	RB	there
forever	NNS	forever
which	WDT	which
means	VVZ	mean
that	IN/that	that
he	PP	he
will	MD	will
perpet	VV	perpet
the	DT	the
war	NN	war
he	PP	he
knows	VVZ	know
that	IN/that	that
December	NP	December
1st	JJ	1st
he	PP	he
will	MD	will
have	VH	have
to	TO	to
stand	VV	stand
in	IN	in
court	NN	court
and	CC	and
uh	UH	uh
be	VB	be
uh	UH	uh
uh	UH	uh
crucified	VVN	crucify
and	CC	and
uh	UH	uh
for	IN	for
him	PP	him
uh	UH	uh
this	DT	this
Coalition	NP	Coalition
is	VBZ	be
a	DT	a
lifesaver	NN	lifesaver
as	IN	as
you	PP	you
'	POS	'
re	NN	re
talking	VVG	talk
a	DT	a
I	PP	I
just	RB	just
want	VVP	want
to	TO	to
point	VV	point
out	IN	out
we	PP	we
'	POS	'
re	NN	re
looking	VVG	look
at	IN	at
live	JJ	live
pictures	NNS	picture
of	IN	of
a	DT	a
protest	NN	protest
in	IN	in
West	NP	West
Jerusalem	NP	Jerusalem
outside	IN	outside
the	DT	the
prime	JJ	prime
minister	NN	minister
'	POS	'
s	NN	S
residence	NN	residence
I	NP	I
'	POS	'
m	NN	m
being	VBG	be
told	VVN	tell
so	IN	so
you	PP	you
can	MD	can
see	VV	see
still	RB	still
it	PP	it
looks	VVZ	look
like	IN	like
quite	PDT	quite
a	DT	a
number	NN	number
of	IN	of
people	NNS	people
coming	VVG	come
out	RP	out
onto	IN	onto
the	DT	the
streets	NNS	street
there	EX	there
what	WP	what
do	VVP	do
you	PP	you
make	VVP	make
then	RB	then
it	PP	it
it	PP	it
is	VBZ	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
a	DT	a
game	NN	game
of	IN	of
political	JJ	political
strategy	NN	strategy
and	CC	and
chess	NN	chess
given	VVN	give
listening	NN	listening
to	TO	to
what	WP	what
you	PP	you
were	VBD	be
saying	VVG	say
going	VVG	go
on	IN	on
does	VVZ	do
the	DT	the
Israeli	JJ	Israeli
Court	NP	Court
ruling	NN	ruling
ordering	VVG	order
an	DT	an
end	NN	end
to	TO	to
the	DT	the
strike	NN	strike
offer	NN	offer
a	DT	a
major	JJ	major
sort	NN	sort
of	IN	of
sense	NN	sense
of	IN	of
relief	NN	relief
for	IN	for
Netanyahu	NP	Netanyahu
a	DT	a
move	NN	move
that	IN/that	that
you	PP	you
know	VVP	know
only	RB	only
24	CD	@card@
hours	NNS	hour
ago	RB	ago
many	JJ	many
people	NNS	people
were	VBD	be
caught	VVN	catch
by	IN	by
surprise	NN	surprise
thinking	VVG	think
this	DT	this
could	MD	could
be	VB	be
very	RB	very
serious	JJ	serious
for	IN	for
the	DT	the
government	NN	government
has	VHZ	have
the	DT	the
picture	NN	picture
changed	VVD	change
radically	RB	radically
now	RB	now
with	IN	with
the	DT	the
court	NN	court
ruling	NN	ruling
actually	RB	actually
uh	UH	uh
you	PP	you
know	VVP	know
Israel	NP	Israel
is	VBZ	be
still	RB	still
a	DT	a
democracy	NN	democracy
yes	RB	yes
and	CC	and
uh	UH	uh
um	NNS	um
when	WRB	when
we	PP	we
look	VVP	look
at	IN	at
the	DT	the
the	DT	the
polls	NNS	poll
the	DT	the
Israeli	NN	Israeli
if	IN	if
not	RB	not
this	DT	this
Coalition	NP	Coalition
the	DT	the
Israeli	JJ	Israeli
right	NN	right
and	CC	and
radical	JJ	radical
right	NN	right
have	VHP	have
the	DT	the
the	DT	the
upper	JJ	upper
hand	NN	hand
even	RB	even
if	IN	if
we	PP	we
go	VVP	go
for	IN	for
elections	NNS	election
um	VVG	um
we	PP	we
uh	UH	uh
will	MD	will
not	RB	not
go	VV	go
back	RB	back
to	TO	to
the	DT	the
negotiating	VVG	negotiate
table	NN	table
with	IN	with
the	DT	the
Palestinians	NPS	Palestinians
so	CC	so
people	NNS	people
are	VBP	be
losing	VVG	lose
hope	NN	hope
um	NNS	um
more	JJR	more
and	CC	and
more	JJR	more
Israelis	NNS	Israeli
are	VBP	be
uh	UH	uh
lining	VVG	line
up	RP	up
in	IN	in
uh	UH	uh
foreign	JJ	foreign
embassies	NNS	embassy
to	TO	to
get	VV	get
uh	UH	uh
European	JJ	European
or	CC	or
American	JJ	American
passports	NNS	passport
and	CC	and
leave	VV	leave
and	CC	and
these	DT	these
people	NNS	people
are	VBP	be
the	DT	the
Elite	NP	Elite
um	NN	um
and	CC	and
uh	UH	uh
uh	UH	uh
netan	NN	netan
and	CC	and
uh	UH	uh
his	PP$	his
gang	NN	gang
believe	VVP	believe
that	DT	that
uh	UH	uh
democracy	NN	democracy
is	VBZ	be
all	RB	all
about	IN	about
elections	NNS	election
and	CC	and
as	RB	as
long	RB	long
as	IN	as
they	PP	they
have	VHP	have
64	CD	@card@
mandates	NNS	mandate
in	IN	in
the	DT	the
CET	NP	CET
um	NN	um
they	PP	they
have	VHP	have
the	DT	the
full	JJ	full
legitimacy	NN	legitimacy
to	TO	to
rule	VV	rule
and	CC	and
uh	UH	uh
to	TO	to
send	VV	send
more	JJR	more
and	CC	and
more	JJR	more
youngsters	NNS	youngster
to	TO	to
the	DT	the
battlefield	NN	battlefield
without	IN	without
telling	VVG	tell
them	PP	them
what	WP	what
is	VBZ	be
the	DT	the
aim	NN	aim
what	WP	what
is	VBZ	be
the	DT	the
exit	NN	exit
strategy	NN	strategy
of	IN	of
this	DT	this
war	NN	war
what	WP	what
Israel	NP	Israel
wants	VVZ	want
to	TO	to
do	VV	do
with	IN	with
Gaza	NP	Gaza
they	PP	they
are	VBP	be
not	RB	not
going	VVG	go
anywhere	RB	anywhere
so	CC	so
uh	UH	uh
yeah	RB	yeah
uh	UH	uh
if	IN	if
we	PP	we
had	VHD	have
a	DT	a
so	RB	so
-	JJ	-
called	VVN	call
normal	JJ	normal
moral	JJ	moral
government	NN	government
uh	UH	uh
those	DT	those
images	NNS	image
that	WDT	that
you	PP	you
show	VVP	show
from	IN	from
the	DT	the
streets	NNS	street
will	MD	will
make	VV	make
a	DT	a
difference	NN	difference
but	CC	but
it	PP	it
seems	VVZ	seem
that	IN/that	that
uh	UH	uh
for	IN	for
netan	NN	netan
the	DT	the
alternative	NN	alternative
which	WDT	which
is	VBZ	be
his	PP$	his
uh	UH	uh
uh	UH	uh
personal	JJ	personal
political	JJ	political
and	CC	and
personal	JJ	personal
life	NN	life
is	VBZ	be
more	RBR	more
important	JJ	important
than	IN	than
the	DT	the
lives	NNS	life
of	IN	of
the	DT	the
Israeli	JJ	Israeli
captives	NNS	captive
and	CC	and
keep	VV	keep
in	IN	in
mind	NN	mind
that	WDT	that
uh	UH	uh
even	RB	even
if	IN	if
he	PP	he
will	MD	will
hold	VV	hold
have	VHP	have
a	DT	a
full	JJ	full
control	NN	control
over	IN	over
the	DT	the
uh	UH	uh
Philadelphia	NP	Philadelphia
AIS	NNS	ai
that	DT	that
uh	UH	uh
he	PP	he
turned	VVD	turn
to	TO	to
be	VB	be
sacred	JJ	sacred
interest	NN	interest
of	IN	of
Israel	NP	Israel
uh	UH	uh
they	PP	they
will	MD	will
the	DT	the
people	NNS	people
like	IN	like
the	DT	the
six	CD	six
Israeli	JJ	Israeli
captives	NNS	captive
that	WDT	that
were	VBD	be
killed	VVN	kill
in	IN	in
the	DT	the
tunnels	NNS	tunnel
they	PP	they
are	VBP	be
still	RB	still
there	RB	there
and	CC	and
when	WRB	when
uh	UH	uh
the	DT	the
uh	UH	uh
Hamas	NN	Hamas
militants	NNS	militant
will	MD	will
hear	VV	hear
the	DT	the
Israeli	JJ	Israeli
soldiers	NNS	soldier
we	PP	we
will	MD	will
not	RB	not
hear	VV	hear
from	IN	from
those	DT	those
captives	NNS	captive
that	IN/that	that
they	PP	they
are	VBP	be
holding	VVG	hold
in	IN	in
the	DT	the
tunnels	NNS	tunnel
okay	RB	okay
so	RB	so
if	IN	if
you	PP	you
were	VBD	be
saying	VVG	say
that	IN/that	that
the	DT	the
streets	NNS	street
might	MD	might
not	RB	not
make	VV	make
that	IN/that	that
much	RB	much
a	DT	a
difference	NN	difference
what	WP	what
about	IN	about
the	DT	the
splits	NNS	split
within	IN	within
the	DT	the
government	NN	government
particularly	RB	particularly
between	IN	between
the	DT	the
security	NN	security
establishment	NN	establishment
and	CC	and
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	NN	S
not	RB	not
new	JJ	new
of	IN	of
course	NN	course
there	EX	there
have	VHP	have
been	VBN	be
reports	NNS	report
of	IN	of
tensions	NNS	tension
but	CC	but
the	DT	the
latest	JJS	late
statements	NNS	statement
by	IN	by
UAV	NP	UAV
Galant	NP	Galant
the	DT	the
Minister	NP	Minister
of	IN	of
Defense	NP	Defense
talking	VVG	talk
about	IN	about
netanyahu	NP	netanyahu
'	POS	'
s	NN	S
position	NN	position
and	CC	and
insistence	NN	insistence
on	IN	on
keeping	VVG	keep
Israeli	JJ	Israeli
troops	NNS	troop
in	IN	in
the	DT	the
Philadelphia	NP	Philadelphia
Corridor	NP	Corridor
I	PP	I
mean	VVP	mean
those	DT	those
comments	NNS	comment
sound	VVP	sound
they	PP	they
look	VVP	look
like	IN	like
they	PP	they
'	POS	'
re	NN	re
designed	VVD	design
particularly	RB	particularly
to	TO	to
be	VB	be
targeted	VVN	target
against	IN	against
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
he	PP	he
'	POS	'
s	NNS	s
supposed	VVN	suppose
to	TO	to
be	VB	be
so	RB	so
under	IN	under
how	WRB	how
serious	JJ	serious
is	VBZ	be
that	IN/that	that
actually	RB	actually
natany	NN	natany
has	VHZ	have
managed	VVN	manage
uh	UH	uh
uh	UH	uh
to	TO	to
corer	NN	corer
gallant	NN	gallant
and	CC	and
to	TO	to
exclude	VV	exclude
him	PP	him
from	IN	from
the	DT	the
liud	NN	liud
and	CC	and
uh	UH	uh
we	PP	we
all	RB	all
know	VVP	know
that	IN/that	that
he	PP	he
'	POS	'
s	NN	S
got	VVD	get
no	DT	no
political	JJ	political
future	NN	future
and	CC	and
netan	NN	netan
got	VVD	get
a	DT	a
majority	NN	majority
in	IN	in
the	DT	the
cabinet	NN	cabinet
and	CC	and
uh	UH	uh
he	PP	he
proved	VVD	prove
that	DT	that
uh	UH	uh
you	PP	you
know	VV	know
uh	UH	uh
Gant	NP	Gant
and	CC	and
uh	UH	uh
What	WP	what
uh	UH	uh
he	PP	he
believes	VVZ	believe
is	VBZ	be
the	DT	the
security	NN	security
gang	NN	gang
the	DT	the
head	NN	head
of	IN	of
the	DT	the
mosad	NN	mosad
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	JJ	only
Galan	NP	Galan
it	PP	it
'	POS	'
s	NN	S
the	DT	the
entire	JJ	entire
Security	NP	Security
Administration	NP	Administration
the	DT	the
uh	UH	uh
Chief	NP	Chief
of	IN	of
Staff	NP	Staff
the	DT	the
head	NN	head
of	IN	of
De	NP	De
mosad	NN	mosad
and	CC	and
shin	NN	shin
who	WP	who
support	VVP	support
gallant	JJ	gallant
and	CC	and
they	PP	they
keep	VVP	keep
telling	VVG	tell
journalists	NNS	journalist
of	IN	of
the	DT	the
record	NN	record
but	CC	but
in	IN	in
the	DT	the
cabinets	NNS	cabinet
meeting	NN	meeting
they	PP	they
speak	VVP	speak
out	RP	out
and	CC	and
they	PP	they
say	VVP	say
you	PP	you
have	VHP	have
to	TO	to
make	VV	make
a	DT	a
decision	NN	decision
if	IN	if
you	PP	you
want	VVP	want
to	TO	to
execute	VV	execute
at	IN	at
least	JJS	least
we	PP	we
have	VHP	have
30	CD	@card@
and	CC	and
40	CD	@card@
other	JJ	other
captives	NNS	captive
alive	RB	alive
say	VVP	say
it	PP	it
loud	JJ	loud
don	NN	don
'	POS	'
t	NN	t
tell	VV	tell
us	PP	us
that	DT	that
uh	UH	uh
we	PP	we
will	MD	will
bring	VV	bring
them	PP	them
uh	UH	uh
back	RB	back
home	RB	home
just	RB	just
with	IN	with
more	JJR	more
pressure	NN	pressure
on	IN	on
the	DT	the
Hamas	NN	Hamas
no	RB	no
the	DT	the
Hamas	NN	Hamas
will	MD	will
the	DT	the
Hamas	NN	Hamas
knows	VVZ	know
that	IN/that	that
these	DT	these
people	NNS	people
are	VBP	be
their	PP$	their
only	JJ	only
bargaining	NN	bargaining
trick	NN	trick
and	CC	and
if	IN	if
I	PP	I
was	VBD	be
sin	NN	sin
I	PP	I
would	MD	would
keep	VV	keep
them	PP	them
you	PP	you
know	VV	know
uh	UH	uh
he	PP	he
knows	VVZ	know
that	IN/that	that
otherwise	RB	otherwise
you	PP	you
know	VVP	know
n	NN	n
will	MD	will
even	RB	even
be	VB	be
able	JJ	able
to	TO	to
send	VV	send
back	JJ	back
settlers	NNS	settler
to	TO	to
Gaza	NP	Gaza
if	IN	if
uh	UH	uh
bangri	NN	bangri
and	CC	and
spich	NN	spich
will	MD	will
keep	VV	keep
pushing	VVG	push
him	PP	him
and	CC	and
putting	VVG	put
him	PP	him
uh	UH	uh
to	TO	to
the	DT	the
corner	NN	corner
all	RB	all
right	RB	right
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
thoughts	NNS	thought
and	CC	and
Analysis	NN	analysis
on	IN	on
that	DT	that
AK	NP	AK
alar	JJ	alar
political	JJ	political
analyst	NN	analyst
make	VV	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
algera	NN	algera
