well	RB	well
coming	VVG	come
in	IN	in
at	IN	at
the	DT	the
moment	NN	moment
and	CC	and
I	PP	I
know	VVP	know
it	PP	it
'	''	'
s	VVG	s
the	DT	the
same	JJ	same
for	IN	for
other	JJ	other
agencies	NNS	agency
like	IN	like
wfp	NN	wfp
which	WDT	which
brings	VVZ	bring
in	IN	in
things	NNS	thing
like	IN	like
flour	NN	flour
sure	RB	sure
well	RB	well
let	VV	let
me	PP	me
ask	VV	ask
you	PP	you
then	RB	then
about	IN	about
the	DT	the
impact	NN	impact
on	IN	on
pregnant	JJ	pregnant
women	NNS	woman
and	CC	and
children	NNS	child
last	JJ	last
month	NN	month
your	PP$	your
agency	NN	agency
issued	VVN	issue
a	DT	a
a	DT	a
warning	NN	warning
about	IN	about
child	NN	child
wasting	NN	wasting
can	MD	can
you	PP	you
explain	VV	explain
that	IN/that	that
for	IN	for
our	PP$	our
viewers	NNS	viewer
yeah	RB	yeah
child	NN	child
wasting	NN	wasting
is	VBZ	be
the	DT	the
most	RBS	most
severe	JJ	severe
form	NN	form
of	IN	of
of	IN	of
um	JJ	um
childhood	NN	childhood
malnutrition	NN	malnutrition
um	NNS	um
and	CC	and
it	PP	it
'	POS	'
s	NNS	s
basically	RB	basically
when	WRB	when
children	NNS	child
just	RB	just
don	VVP	don
'	POS	'
t	NN	t
get	VV	get
enough	RB	enough
of	IN	of
the	DT	the
essential	JJ	essential
nutrients	NNS	nutrient
that	IN/that	that
they	PP	they
need	VVP	need
in	IN	in
in	IN	in
order	NN	order
to	TO	to
be	VB	be
healthy	JJ	healthy
it	PP	it
'	''	'
s	NNS	s
compounded	VVN	compound
by	IN	by
a	DT	a
lack	NN	lack
of	IN	of
clean	JJ	clean
water	NN	water
and	CC	and
of	IN	of
disease	NN	disease
so	RB	so
at	IN	at
the	DT	the
moment	NN	moment
we	PP	we
'	''	'
re	IN	re
seeing	VVG	see
this	DT	this
real	JJ	real
triple	JJ	triple
threat	NN	threat
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
where	WRB	where
um	JJ	um
children	NNS	child
are	VBP	be
dehydrated	VVN	dehydrate
they	PP	they
'	''	'
re	IN	re
hungry	JJ	hungry
and	CC	and
they	PP	they
'	POS	'
re	NN	re
sick	VV	sick
they	PP	they
'	POS	'
re	NN	re
living	NN	living
in	IN	in
really	RB	really
poor	JJ	poor
conditions	NNS	condition
and	CC	and
we	PP	we
'	POS	'
re	NN	re
really	RB	really
worried	VVD	worry
that	IN/that	that
for	IN	for
the	DT	the
335	CD	@card@
,	,	,
000	CD	@card@
children	NNS	child
under	IN	under
five	CD	five
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
that	IN/that	that
the	DT	the
rates	NNS	rate
of	IN	of
of	IN	of
malnutrition	NN	malnutrition
are	VBP	be
going	VVG	go
to	TO	to
increase	VV	increase
in	IN	in
the	DT	the
coming	VVG	come
weeks	NNS	week
including	VVG	include
of	IN	of
that	DT	that
really	RB	really
severe	JJ	severe
form	NN	form
of	IN	of
malnutrition	NN	malnutrition
C	NP	C
wasting	NN	wasting
which	WDT	which
will	MD	will
have	VH	have
ongoing	JJ	ongoing
effects	NNS	effect
for	IN	for
for	IN	for
their	PP$	their
lives	NNS	life
before	IN	before
we	PP	we
move	VVP	move
on	IN	on
I	PP	I
do	VVP	do
want	VV	want
to	TO	to
ask	VV	ask
you	PP	you
about	IN	about
funding	VVG	fund
right	RB	right
now	RB	now
for	IN	for
unra	NN	unra
obviously	RB	obviously
a	DT	a
lot	NN	lot
of	IN	of
it	PP	it
'	POS	'
s	RB	s
been	VBN	be
suspended	VVN	suspend
is	VBZ	be
it	PP	it
affecting	VVG	affect
other	JJ	other
a	DT	a
agencies	NNS	agency
un	NN	un
agencies	NNS	agency
in	IN	in
Gaza	NP	Gaza
like	VVP	like
yours	PP	yours
given	VVN	give
the	DT	the
fact	NN	fact
that	IN/that	that
they	PP	they
were	VBD	be
coordinating	VVG	coordinate
so	RB	so
much	RB	much
of	IN	of
the	DT	the
aid	NN	aid
delivery	NN	delivery
it	PP	it
would	MD	would
be	VB	be
catastrophic	JJ	catastrophic
uh	UH	uh
for	IN	for
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
for	IN	for
operations	NNS	operation
of	IN	of
other	JJ	other
agencies	NNS	agency
like	IN	like
UNICEF	NP	UNICEF
if	IN	if
an	DT	an
wasn	NN	wasn
'	POS	'
t	NN	t
able	JJ	able
to	TO	to
completely	RB	completely
function	VV	function
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
um	VVD	um
we	PP	we
we	PP	we
work	VVP	work
with	IN	with
them	PP	them
very	RB	very
closely	RB	closely
on	IN	on
on	IN	on
many	JJ	many
things	NNS	thing
like	IN	like
a	DT	a
distribution	NN	distribution
and	CC	and
and	CC	and
vaccinating	VVG	vaccinate
children	NNS	child
um	VVG	um
it	PP	it
'	POS	'
s	NN	S
not	RB	not
you	PP	you
know	VVP	know
it	PP	it
'	''	'
s	NNS	s
not	RB	not
having	VHG	have
an	DT	an
impact	NN	impact
yet	RB	yet
but	CC	but
it	PP	it
certainly	RB	certainly
could	MD	could
if	IN	if
as	IN	as
unra	NN	unra
has	VHZ	have
warned	VVN	warn
that	IN/that	that
they	PP	they
would	MD	would
have	VH	have
to	TO	to
wind	VV	wind
back	JJ	back
operations	NNS	operation
as	IN	as
as	RB	as
soon	RB	soon
as	IN	as
the	DT	the
end	NN	end
of	IN	of
this	DT	this
month	NN	month
M	NN	M
so	IN	so
your	PP$	your
agency	NN	agency
test	NN	test
UNICEF	NP	UNICEF
along	IN	along
with	IN	with
the	DT	the
world	NN	world
food	NN	food
program	NN	program
and	CC	and
I	PP	I
see	VVP	see
the	DT	the
who	WP	who
have	VHP	have
issued	VVN	issue
a	DT	a
call	NN	call
on	IN	on
the	DT	the
need	NN	need
to	TO	to
change	VV	change
the	DT	the
flow	NN	flow
of	IN	of
humanitarian	JJ	humanitarian
Aid	NP	Aid
I	PP	I
I	PP	I
see	VVP	see
that	IN/that	that
you	PP	you
'	POS	'
re	NN	re
asking	VVG	ask
for	IN	for
access	NN	access
to	TO	to
Ash	NP	Ash
ashod	NN	ashod
port	NN	port
in	IN	in
the	DT	the
north	NN	north
where	WRB	where
could	MD	could
other	JJ	other
border	NN	border
crossing	NN	crossing
points	NNS	point
be	VB	be
how	WRB	how
could	MD	could
you	PP	you
change	VV	change
things	NNS	thing
so	IN	so
we	PP	we
we	PP	we
are	VBP	be
restricted	VVN	restrict
at	IN	at
the	DT	the
moment	NN	moment
to	TO	to
to	TO	to
two	CD	two
uh	UH	uh
Crossing	VVG	cross
points	NNS	point
into	IN	into
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
there	EX	there
are	VBP	be
other	JJ	other
points	NNS	point
that	WDT	that
were	VBD	be
operational	JJ	operational
you	PP	you
know	VVP	know
before	IN	before
the	DT	the
escalation	NN	escalation
in	IN	in
hostilities	NNS	hostility
that	IN/that	that
we	PP	we
would	MD	would
like	VV	like
to	TO	to
see	VV	see
return	NN	return
to	TO	to
operations	NNS	operation
so	RB	so
that	IN/that	that
we	PP	we
can	MD	can
get	VV	get
more	JJR	more
Aid	NN	aid
in	IN	in
but	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
a	DT	a
matter	NN	matter
of	IN	of
getting	VVG	get
more	JJR	more
Aid	NN	aid
in	IN	in
we	PP	we
then	RB	then
need	VVP	need
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
to	TO	to
um	NNS	um
have	VHP	have
that	DT	that
Aid	NN	aid
come	VVN	come
in	IN	in
faster	JJR	fast
with	IN	with
less	JJR	less
restrictions	NNS	restriction
there	RB	there
'	''	'
s	NNS	s
still	RB	still
um	JJ	um
equipment	NN	equipment
that	IN/that	that
we	PP	we
'	POS	'
d	NN	d
like	VVP	like
to	TO	to
bring	VV	bring
in	IN	in
that	IN/that	that
we	PP	we
can	MD	can
'	''	'
t	NN	t
get	VV	get
in	RP	in
like	IN	like
for	IN	for
example	NN	example
generators	NNS	generator
uh	UH	uh
we	PP	we
'	POS	'
ve	NN	ve
had	VHD	have
generators	NNS	generator
sitting	VVG	sit
at	IN	at
the	DT	the
southernmost	JJ	southernmost
Crossing	NN	crossing
for	IN	for
for	IN	for
weeks	NNS	week
now	RB	now
um	JJ	um
and	CC	and
they	PP	they
'	POS	'
re	NN	re
so	RB	so
essential	JJ	essential
to	TO	to
running	VVG	run
um	JJ	um
Water	NP	Water
Systems	NPS	Systems
uh	UH	uh
and	CC	and
sanitation	NN	sanitation
systems	NNS	system
that	WDT	that
ensure	VVP	ensure
that	IN/that	that
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
can	MD	can
have	VH	have
clean	JJ	clean
water	NN	water
so	IN	so
we	PP	we
need	VVP	need
more	JJR	more
Aid	NN	aid
we	PP	we
need	VVP	need
you	PP	you
know	VVP	know
different	JJ	different
types	NNS	type
of	IN	of
Aid	NP	Aid
and	CC	and
then	RB	then
we	PP	we
need	VVP	need
the	DT	the
assurances	NNS	assurance
on	IN	on
the	DT	the
inside	NN	inside
to	TO	to
distribute	VV	distribute
that	IN/that	that
safely	RB	safely
of	IN	of
course	NN	course
Tess	NP	Tess
Ingram	NP	Ingram
there	RB	there
spokesperson	NN	spokesperson
for	IN	for
Unicef	NN	Unicef
speaking	VVG	speak
to	TO	to
us	PP	us
from	IN	from
un	JJ	un
headquarters	NN	headquarters
in	IN	in
New	NP	New
York	NP	York
thanks	NNS	thanks
so	RB	so
much	RB	much
for	IN	for
joining	VVG	join
us	PP	us
on	IN	on
Al	NP	Al
zero	CD	zero
