<video_id>oSMlGOGcfZc</video_id>	JJ	<video_id>oSMlGOGcfZc</video_id>
capacity	NN	capacity
was	VBD	be
is	VBZ	be
around	RB	around
600	CD	@card@
700	CD	@card@
as	IN	as
a	DT	a
push	NN	push
the	DT	the
hospital	NN	hospital
now	RB	now
has	VHZ	have
around	RB	around
1,900	CD	@card@
wounded	JJ	wounded
and	CC	and
so	RB	so
these	DT	these
extra	JJ	extra
wounded	NN	wounded
are	VBP	be
in	IN	in
trolleys	NNS	trolley
on	IN	on
mattresses	NNS	mattress
in	IN	in
the	DT	the
floors	NNS	floor
in	IN	in
the	DT	the
corridors	NNS	corridor
in	IN	in
the	DT	the
emergency	NN	emergency
department	NN	department
everywhere	RB	everywhere
that	IN/that	that
we	PP	we
can	MD	can
make	VV	make
space	NN	space
for	IN	for
them	PP	them
we	PP	we
have	VHP	have
in	IN	in
the	DT	the
outpatients	NNS	outpatient
Departments	NP	Departments
we've	NN	we've
created	VVD	create
space	NN	space
in	IN	in
addition	NN	addition
there's	RB	there's
150	CD	@card@
patients	NNS	patient
on	IN	on
ventilators	NNS	ventilator
with	IN	with
critical	JJ	critical
injuries	NNS	injury
and	CC	and
after	IN	after
each	DT	each
air	NN	air
raid	VV	raid
the	DT	the
operating	VVG	operate
room	NN	room
the	DT	the
the	DT	the
reception	NN	reception
area	NN	area
of	IN	of
the	DT	the
operating	VVG	operate
rooms	NNS	room
is	VBZ	be
just	RB	just
there	EX	there
are	VBP	be
bodies	NNS	body
on	IN	on
the	DT	the
floor	NN	floor
waiting	VVG	wait
to	TO	to
get	VV	get
into	IN	into
the	DT	the
operating	VVG	operate
rooms	NNS	room
wounded	VVN	wound
from	IN	from
the	DT	the
latest	JJS	late
air	NN	air
strike	NN	strike
and	CC	and
then	RB	then
you	PP	you
clear	JJ	clear
that	IN/that	that
and	CC	and
then	RB	then
there's	RB	there's
another	DT	another
air	NN	air
strike	NN	strike
and	CC	and
then	RB	then
you	PP	you
start	VVP	start
all	RB	all
over	IN	over
again	RB	again
and	CC	and
it's	NNS	it's
completely	RB	completely
just	RB	just
it	PP	it
is	VBZ	be
unremitting	JJ	unremitting
uh	UH	uh
in	IN	in
addition	NN	addition
there's	NNS	there's
around	IN	around
50,000	CD	@card@
people	NNS	people
who	WP	who
sought	VVD	seek
refuge	NN	refuge
in	IN	in
the	DT	the
in	IN	in
the	DT	the
grounds	NNS	ground
of	IN	of
the	DT	the
hospital	NN	hospital
Andor	NP	Andor
just	RB	just
repeat	VV	repeat
that	IN/that	that
just	RB	just
one	PP	one
did	VVD	do
you	PP	you
say	VVP	say
50,000	CD	@card@
,000	CD	@card@
yes	NN	yes
,000	CD	@card@
50,000	CD	@card@
they	PP	they
live	VVP	live
in	IN	in
the	DT	the
grounds	NNS	ground
which	WDT	which
is	VBZ	be
the	DT	the
grounds	NNS	ground
of	IN	of
the	DT	the
the	DT	the
hospital	NN	hospital
has	VHZ	have
become	VVN	become
a	DT	a
like	IN	like
a	DT	a
tented	VVN	tent
City	NP	City
uh	UH	uh
they	PP	they
also	RB	also
live	VVP	live
in	IN	in
the	DT	the
corridors	NNS	corridor
on	IN	on
the	DT	the
stairwells	NNS	stairwell
uh	UH	uh
uh	UH	uh
in	IN	in
the	DT	the
lobbies	NNS	lobby
of	IN	of
the	DT	the
of	IN	of
the	DT	the
different	JJ	different
hospital	NN	hospital
buildings	NNS	building
in	IN	in
chiffer	NN	chiffer
compound	NN	compound
and	CC	and
Doctor	NP	Doctor
you	PP	you
are	VBP	be
a	DT	a
plastic	NN	plastic
and	CC	and
you're	NN	you're
a	DT	a
plastic	NN	plastic
and	CC	and
reconstructor	NN	reconstructor
surgeon	NN	surgeon
what	WP	what
kind	NN	kind
of	IN	of
injuries	NNS	injury
are	VBP	be
you	PP	you
seeing	VVG	see
what	WP	what
kind	NN	kind
of	IN	of
injuries	NNS	injury
are	VBP	be
you	PP	you
dealing	VVG	deal
with	IN	with
we're	NN	we're
seeing	VVG	see
Burns	NP	Burns
uh	UH	uh
we	PP	we
deal	VVP	deal
with	IN	with
Burns	NP	Burns
uh	UH	uh
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
we've	VVP	we've
seen	VVN	see
increasing	VVG	increase
numbers	NNS	number
of	IN	of
phosphorus	NN	phosphorus
Burns	NP	Burns
uh	UH	uh
today	NN	today
I	PP	I
had	VHD	have
a	DT	a
a	DT	a
young	JJ	young
child	NN	child
with	IN	with
phosphorus	NN	phosphorus
Burns	NP	Burns
that	IN/that	that
we	PP	we
were	VBD	be
treating	VVG	treat
um	NNS	um
we	PP	we
are	VBP	be
seeing	VVG	see
burns	NNS	burn
from	IN	from
the	DT	the
inary	JJ	inary
component	NN	component
of	IN	of
a	DT	a
lot	NN	lot
of	IN	of
these	DT	these
blasts	NNS	blast
we	PP	we
have	VHP	have
over	IN	over
100	CD	@card@
patients	NNS	patient
with	IN	with
burn	VV	burn
RS	NP	RS
more	JJR	more
than	IN	than
40%	CD	@card@
of	IN	of
their	PP$	their
bodies	VVZ	body
uh	UH	uh
um	RB	um
we	PP	we
have	VHP	have
limb	NN	limb
injuries	NNS	injury
we	PP	we
have	VHP	have
facial	JJ	facial
injuries	NNS	injury
really	RB	really
traumatic	JJ	traumatic
disfiguring	VVG	disfigure
facial	JJ	facial
injuries	NNS	injury
debilitating	VVG	debilitate
limb	NN	limb
injuries	NNS	injury
this	DT	this
morning	NN	morning
I	PP	I
had	VHD	have
to	TO	to
do	VV	do
an	DT	an
amputation	NN	amputation
on	IN	on
the	DT	the
foot	NN	foot
of	IN	of
a	DT	a
a	DT	a
9-year-old	JJ	9-year-old
girl	NN	girl
uh	UH	uh
and	CC	and
I	PP	I
had	VHD	have
to	TO	to
do	VV	do
a	DT	a
reconstruction	NN	reconstruction
on	IN	on
a	DT	a
one-year-old	JJ	one-year-old
boy's	NNS	boy's
foot	VVP	foot
this	DT	this
is	VBZ	be
our	PP$	our
work	NN	work
on	IN	on
a	DT	a
daily	JJ	daily
basis	NN	basis
between	IN	between
12	CD	@card@
and	CC	and
15	CD	@card@
cases	NNS	case
every	DT	every
day	NN	day
uh	UH	uh
uh	UH	uh
and	CC	and
we	PP	we
are	VBP	be
barely	RB	barely
scratching	VVG	scratch
the	DT	the
surface	NN	surface
of	IN	of
what	WP	what
needs	VVZ	need
to	TO	to
be	VB	be
done	VVN	do
as	IN	as
you're	NN	you're
as	IN	as
you	PP	you
said	VVD	say
in	IN	in
your	PP$	your
introduction	NN	introduction
there're	RB	there're
now	RB	now
20,000	CD	@card@
wounded	JJ	wounded
gaza's	NNS	gaza's
whole	JJ	whole
bed	NN	bed
capacity	NN	capacity
uh	UH	uh
was	VBD	be
2	CD	@card@
and	CC	and
a	DT	a
half	JJ	half
thousand	CD	thousand
before	IN	before
the	DT	the
war	NN	war
you	PP	you
can	MD	can
imagine	VV	imagine
what	WP	what
kind	NN	kind
of	IN	of
tsunami	NN	tsunami
of	IN	of
injuries	NNS	injury
that's	NNS	that's
completely	RB	completely
overwhelmed	VVD	overwhelm
the	DT	the
health	NN	health
system	NN	system
which	WDT	which
is	VBZ	be
still	RB	still
being	VBG	be
denied	VVN	deny
any	DT	any
meaningful	JJ	meaningful
Aid	NN	aid
you	PP	you
talk	VVP	talk
about	IN	about
the	DT	the
burns	NNS	burn
phosphorus	NN	phosphorus
Burns	NP	Burns
white	JJ	white
phosphorus	NN	phosphorus
of	IN	of
course	NN	course
is	VBZ	be
not	RB	not
permitted	VVN	permit
in	IN	in
Warfare	NN	warfare
so	RB	so
is	VBZ	be
butchering	VVG	butcher
3,000	CD	@card@
children	NNS	child
they	PP	they
seem	VVP	seem
to	TO	to
be	VB	be
happy	JJ	happy
to	TO	to
do	VV	do
that	IN/that	that
regardless	RB	regardless
and	CC	and
so	RB	so
I	PP	I
mean	VVP	mean
I	PP	I
was	VBD	be
here	RB	here
during	IN	during
the	DT	the
2008	CD	@card@
2009	CD	@card@
War	NN	war
when	WRB	when
the	DT	the
Israelis	NPS	Israelis
used	VVD	use
phosphorus	NN	phosphorus
a	DT	a
much	RB	much
more	JJR	more
uh	UH	uh
widespread	JJ	widespread
way	NN	way
and	CC	and
you	PP	you
remember	VVP	remember
the	DT	the
gold	NN	gold
stone	VV	stone
uh	UH	uh
investigation	NN	investigation
and	CC	and
the	DT	the
gold	JJ	gold
stone	NN	stone
Report	NN	report
with	IN	with
regards	NNS	regard
to	TO	to
the	DT	the
use	NN	use
of	IN	of
phosphorus	NN	phosphorus
the	DT	the
Israelis	NPS	Israelis
yet	RB	yet
Again	RB	again
boyed	VVN	boyed
by	IN	by
a	DT	a
sense	NN	sense
of	IN	of
impunity	NN	impunity
that	IN/that	that
they've	NN	they've
received	VVN	receive
from	IN	from
the	DT	the
visiting	VVG	visit
Western	JJ	Western
leaders	NNS	leader
and	CC	and
the	DT	the
Silence	NN	silence
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
really	RB	really
do	VVP	do
not	RB	not
care	VV	care
about	RB	about
international	JJ	international
law	NN	law
about	IN	about
what	WP	what
constitutes	VVZ	constitute
a	DT	a
war	NN	war
crime	NN	crime
what	WP	what
are	VBP	be
weapons	NNS	weapon
that	IN/that	that
that	WDT	that
are	VBP	be
banned	VVN	ban
under	IN	under
international	JJ	international
law	NN	law
all	RB	all
of	IN	of
these	DT	these
things	NNS	thing
have	VHP	have
been	VBN	be
thrown	VVN	throw
out	IN	out
the	DT	the
book	NN	book
because	IN	because
there's	RB	there's
complete	JJ	complete
and	CC	and
unconditional	JJ	unconditional
support	NN	support
from	IN	from
Western	NP	Western
given	VVN	give
the	DT	the
lack	NN	lack
of	IN	of
medical	JJ	medical
supplies	NNS	supply
how	WRB	how
are	VBP	be
you	PP	you
how	WRB	how
are	VBP	be
you	PP	you
actually	RB	actually
treating	VVG	treat
people	NNS	people
how	WRB	how
are	VBP	be
you	PP	you
providing	VVG	provide
anesthetic	JJ	anesthetic
so	IN	so
there	EX	there
are	VBP	be
times	NNS	time
when	WRB	when
the	DT	the
numbers	NNS	number
are	VBP	be
so	RB	so
overwhelming	JJ	overwhelming
that	IN/that	that
there's	RB	there's
not	RB	not
enough	RB	enough
anesthetic	JJ	anesthetic
Technic	NN	technic
and	CC	and
anesthetic	JJ	anesthetic
doctors	NNS	doctor
and	CC	and
so	IN	so
we	PP	we
we	PP	we
resort	VVP	resort
to	TO	to
using	VVG	use
ketamine	NN	ketamine
ketamine	NN	ketamine
is	VBZ	be
a	DT	a
very	RB	very
old	JJ	old
uh	UH	uh
drug	NN	drug
that	WDT	that
used	VVD	use
to	TO	to
be	VB	be
used	VVN	use
in	IN	in
wars	NNS	war
and	CC	and
now	RB	now
is	VBZ	be
used	VVN	use
just	RB	just
in	IN	in
for	IN	for
by	RB	by
vets	VVZ	vet
uh	UH	uh
and	CC	and
we're	NN	we're
using	VVG	use
that	IN/that	that
because	IN	because
it	PP	it
allows	VVZ	allow
the	DT	the
surgeon	NN	surgeon
to	TO	to
administer	VV	administer
the	DT	the
the	DT	the
anesthetic	NN	anesthetic
and	CC	and
operate	VV	operate
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
and	CC	and
uh	UH	uh
uh	UH	uh
you	PP	you
know	VVP	know
when	WRB	when
when	WRB	when
50	CD	@card@
60	CD	@card@
70	CD	@card@
patients	NNS	patient
come	VVN	come
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
need	VVP	need
to	TO	to
go	VV	go
immediately	RB	immediately
to	TO	to
the	DT	the
operating	VVG	operate
room	NN	room
then	RB	then
you	PP	you
do	VVP	do
that	IN/that	that
because	IN	because
there's	RB	there's
no	DT	no
other	JJ	other
option	NN	option
otherwise	RB	otherwise
they'll	RB	they'll
bleed	VV	bleed
out	RP	out
uh	UH	uh
doctor	NN	doctor
you're	NN	you're
doing	VVG	do
fantastic	JJ	fantastic
work	NN	work
we	PP	we
do	VVP	do
appreciate	VV	appreciate
you	PP	you
joining	VVG	join
us	PP	us
Dr	NP	Dr
gasan	NP	gasan
Al	NP	Al
s	VVZ	s
all	DT	all
we	PP	we
can	MD	can
hear	VV	hear
is	VBZ	be
ambulances	NNS	ambulance
ambulance	NN	ambulance
aren	NNS	aren
in	IN	in
the	DT	the
background	NN	background
uh	UH	uh
your	PP$	your
work	NN	work
is	VBZ	be
ongoing	JJ	ongoing
thank	VV	thank
you	PP	you
</doc>	JJ	</doc>
