<video_id>I0kYCxRpp0Q</video_id>	JJ	<video_id>I0kYCxRpp0Q</video_id>
on	IN	on
Gaza	NP	Gaza
and	CC	and
those	DT	those
are	VBP	be
their	PP$	their
demands	NNS	demand
what	WP	what
has	VHZ	have
Happening	VVG	happen
Here	RB	here
in	IN	in
Colombia	NP	Colombia
University	NP	University
has	VHZ	have
inspired	VVN	inspire
many	JJ	many
universities	NNS	university
across	IN	across
the	DT	the
country	NN	country
currently	RB	currently
on	IN	on
the	DT	the
edge	NN	edge
on	IN	on
how	WRB	how
to	TO	to
respond	VV	respond
to	TO	to
the	DT	the
student	NN	student
protest	NN	protest
that	WDT	that
are	VBP	be
happening	VVG	happen
across	IN	across
the	DT	the
country	NN	country
calling	VVG	call
law	NN	law
enforcement	NN	enforcement
suspending	VVG	suspend
students	NNS	student
among	IN	among
other	JJ	other
things	NNS	thing
there's	RB	there's
been	VBN	be
negotiations	NNS	negotiation
ongoing	JJ	ongoing
between	IN	between
the	DT	the
students	NNS	student
and	CC	and
the	DT	the
university	NN	university
we	PP	we
after	IN	after
two	CD	two
weeks	NNS	week
uh	UH	uh
that	IN/that	that
hundreds	NNS	hundred
of	IN	of
protesters	NNS	protester
at	IN	at
least	JJS	least
100	CD	@card@
protesters	NNS	protester
were	VBD	be
detained	VVN	detain
uh	UH	uh
and	CC	and
and	CC	and
we	PP	we
hear	VVP	hear
now	RB	now
that	IN/that	that
the	DT	the
president	NN	president
of	IN	of
Columbia	NP	Columbia
University	NP	University
has	VHZ	have
issued	VVN	issue
a	DT	a
statement	NN	statement
there	RB	there
they're	NN	they're
saying	VVG	say
that	IN/that	that
the	DT	the
University	NP	University
trying	VVG	try
to	TO	to
resolve	VV	resolve
this	DT	this
issue	NN	issue
in	IN	in
a	DT	a
peaceful	JJ	peaceful
manner	NN	manner
they	PP	they
also	RB	also
want	VVP	want
to	TO	to
guarantee	VV	guarantee
for	IN	for
example	NN	example
freedom	NN	freedom
of	IN	of
speech	NN	speech
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
allow	VV	allow
Jewish	JJ	Jewish
students	NNS	student
in	IN	in
the	DT	the
university	NN	university
to	TO	to
feel	VV	feel
at	IN	at
ease	NN	ease
in	IN	in
this	DT	this
current	JJ	current
University	NP	University
she	PP	she
also	RB	also
mentions	VVZ	mention
in	IN	in
this	DT	this
statement	NN	statement
that	IN/that	that
the	DT	the
university	NN	university
won't	NN	won't
divest	VVP	divest
from	IN	from
Israel	NP	Israel
however	RB	however
what	WP	what
she's	NNS	she's
also	RB	also
saying	VVG	say
is	VBZ	be
that	IN/that	that
they're	NN	they're
open	JJ	open
for	IN	for
new	JJ	new
suggestions	NNS	suggestion
uh	UH	uh
and	CC	and
to	TO	to
discuss	VV	discuss
other	JJ	other
possibilities	NNS	possibility
on	IN	on
divestment	NN	divestment
matters	VVZ	matter
investment	NN	investment
matters	NNS	matter
of	IN	of
Columbia	NP	Columbia
University	NP	University
we're	NN	we're
also	RB	also
being	VBG	be
told	VVN	tell
Al	NP	Al
jazer	NN	jazer
has	VHZ	have
been	VBN	be
told	VVN	tell
that	IN/that	that
the	DT	the
students	NNS	student
that	WDT	that
remain	VVP	remain
inside	RB	inside
have	VH	have
been	VBN	be
told	VVN	tell
that	IN/that	that
they	PP	they
need	VVP	need
to	TO	to
abandon	VV	abandon
the	DT	the
sitting	VVG	sit
by	IN	by
2:	CD	@card@
p.m.	NN	p.m.
local	JJ	local
time	NN	time
that's	NN	that's
about	IN	about
uh	UH	uh
in	IN	in
a	DT	a
3	CD	@card@
hours	NNS	hour
time	NN	time
here	RB	here
it's	JJ	it's
not	RB	not
clear	JJ	clear
what	WP	what
will	MD	will
happen	VV	happen
then	RB	then
some	DT	some
of	IN	of
them	PP	them
believe	VVP	believe
that	IN/that	that
they	PP	they
could	MD	could
be	VB	be
suspended	VVN	suspend
we	PP	we
do	VVP	do
not	RB	not
know	VV	know
what	WP	what
is	VBZ	be
going	VVG	go
to	TO	to
happen	VV	happen
but	CC	but
what	WP	what
students	NNS	student
are	VBP	be
saying	VVG	say
is	VBZ	be
that	IN/that	that
they	PP	they
have	VHP	have
the	DT	the
right	NN	right
to	TO	to
Civil	JJ	civil
Disobedience	NN	disobedience
this	DT	this
is	VBZ	be
a	DT	a
long	JJ	long
history	NN	history
it's	NNS	it's
a	DT	a
long	JJ	long
history	NN	history
in	IN	in
US	NP	US
University	NP	University
of	IN	of
doing	VVG	do
something	NN	something
like	IN	like
this	DT	this
back	NN	back
in	IN	in
the	DT	the
1960s	NNS	1960s
during	IN	during
the	DT	the
Vietnam	NP	Vietnam
war	NN	war
and	CC	and
that's	NNS	that's
why	WRB	why
students	NNS	student
here	RB	here
are	VBP	be
saying	VVG	say
that	IN/that	that
they'll	NP	they'll
remain	VV	remain
where	WRB	where
they	PP	they
are	VBP	be
and	CC	and
of	IN	of
course	NN	course
Teresa	NP	Teresa
you	PP	you
know	VVP	know
the	DT	the
scenes	NNS	scene
behind	IN	behind
you	PP	you
right	RB	right
there	RB	there
seem	VVP	seem
pretty	RB	pretty
calm	VV	calm
right	RB	right
now	RB	now
but	CC	but
I	PP	I
was	VBD	be
wondering	VVG	wonder
you	PP	you
sometimes	RB	sometimes
can	MD	can
get	VV	get
a	DT	a
sense	NN	sense
of	IN	of
the	DT	the
mood	NN	mood
of	IN	of
the	DT	the
people	NNS	people
not	RB	not
just	RB	just
going	VVG	go
into	IN	into
the	DT	the
university	NN	university
but	CC	but
around	RB	around
you	PP	you
as	RB	as
you've	VVP	you've
sort	VV	sort
of	IN	of
been	VBN	be
Milling	NP	Milling
around	IN	around
uh	UH	uh
what	WP	what
is	VBZ	be
that	DT	that
sense	NN	sense
well	NN	well
I've	NN	I've
been	VBN	be
in	IN	in
New	NP	New
York	NP	York
for	IN	for
a	DT	a
day	NN	day
I	PP	I
have	VHP	have
to	TO	to
tell	VV	tell
you	PP	you
and	CC	and
I've	NP	I've
been	VBN	be
going	VVG	go
around	RP	around
on	IN	on
several	JJ	several
universities	NNS	university
across	IN	across
the	DT	the
city	NN	city
you	PP	you
go	VVP	go
downtown	NN	downtown
for	IN	for
example	NN	example
there's	NNS	there's
students	NNS	student
there	RB	there
again	RB	again
shedding	VVG	shed
light	NN	light
on	IN	on
the	DT	the
war	NN	war
on	IN	on
Gaza	NP	Gaza
asking	VVG	ask
universities	NNS	university
to	TO	to
stop	VV	stop
Investments	NPS	Investments
on	IN	on
companies	NNS	company
that	WDT	that
uh	UH	uh
do	VV	do
not	RB	not
that	WDT	that
are	VBP	be
related	VVN	relate
to	TO	to
what	WP	what
is	VBZ	be
happening	VVG	happen
or	CC	or
profiting	VVG	profit
to	TO	to
what	WP	what
is	VBZ	be
happening	VVG	happen
in	IN	in
Gaza	NP	Gaza
there's	NPS	there's
a	DT	a
mood	NN	mood
with	IN	with
many	JJ	many
students	NNS	student
outside	IN	outside
saying	VVG	say
and	CC	and
asking	VVG	ask
for	IN	for
people	NNS	people
to	TO	to
join	VV	join
in	IN	in
to	TO	to
join	VV	join
in	IN	in
into	IN	into
shedding	VVG	shed
light	NN	light
to	TO	to
what	WP	what
is	VBZ	be
happening	VVG	happen
currently	RB	currently
on	IN	on
the	DT	the
Gaza	NP	Gaza
Street	NP	Street
people	NNS	people
are	VBP	be
walking	VVG	walk
as	IN	as
you	PP	you
can	MD	can
see	VV	see
very	RB	very
peacefully	RB	peacefully
here	RB	here
as	IN	as
journalists	NNS	journalist
are	VBP	be
not	RB	not
allowed	VVN	allow
to	TO	to
go	VV	go
into	IN	into
the	DT	the
campus	NN	campus
right	RB	right
now	RB	now
we	PP	we
believe	VVP	believe
that	IN/that	that
we'll	JJ	we'll
be	VB	be
allowed	VVN	allow
to	TO	to
do	VV	do
so	RB	so
later	RBR	later
on	IN	on
we've	VV	we've
seen	VVN	see
people	NNS	people
some	DT	some
people	NNS	people
here	RB	here
wearing	VVG	wear
a	DT	a
cafe	NN	cafe
as	IN	as
you	PP	you
can	MD	can
see	VV	see
just	RB	just
outside	IN	outside
the	DT	the
university	NN	university
but	CC	but
we're	NN	we're
also	RB	also
hearing	VVG	hear
that	IN/that	that
the	DT	the
students	NNS	student
that	WDT	that
are	VBP	be
inside	IN	inside
this	DT	this
University	NP	University
are	VBP	be
calling	VVG	call
for	IN	for
assistance	NN	assistance
again	RB	again
they	PP	they
do	VVP	do
not	RB	not
know	VV	know
what	WP	what
is	VBZ	be
going	VVG	go
to	TO	to
happen	VV	happen
at	IN	at
2m	JJ	2m
local	JJ	local
time	NN	time
they	PP	they
do	VVP	do
not	RB	not
know	VV	know
whether	IN	whether
the	DT	the
police	NN	police
will	MD	will
be	VB	be
called	VVN	call
in	IN	in
whether	IN	whether
they'll	NN	they'll
be	VB	be
suspended	VVN	suspend
but	CC	but
what	WP	what
is	VBZ	be
certain	JJ	certain
is	VBZ	be
that	IN/that	that
they're	NN	they're
saying	VVG	say
that	DT	that
they'll	NN	they'll
remain	VV	remain
where	WRB	where
they	PP	they
are	VBP	be
they	PP	they
believe	VVP	believe
in	IN	in
their	PP$	their
purpose	NN	purpose
they	PP	they
believe	VVP	believe
that	IN/that	that
the	DT	the
war	NN	war
on	IN	on
Gaza	NP	Gaza
needs	VVZ	need
to	TO	to
end	VV	end
and	CC	and
we'll	NN	we'll
be	VB	be
here	RB	here
reporting	VVG	report
on	IN	on
what	WP	what
happens	VVZ	happen
next	JJ	next
of	IN	of
course	NN	course
we'll	NN	we'll
check	NN	check
in	IN	in
with	IN	with
you	PP	you
as	IN	as
time	NN	time
progresses	VVZ	progress
Theresa	NP	Theresa
boa	NN	boa
for	IN	for
us	PP	us
in	IN	in
New	NP	New
York	NP	York
Let's	NP	Let's
cross	VVP	cross
over	RP	over
now	RB	now
to	TO	to
shab	VV	shab
Brans	NP	Brans
he's	NNS	he's
at	IN	at
George	NP	George
Washington	NP	Washington
University	NP	University
in	IN	in
DC	NP	DC
and	CC	and
sheab	VV	sheab
the	DT	the
capital	NN	capital
police	NN	police
very	RB	very
careful	JJ	careful
in	IN	in
the	DT	the
way	NN	way
they've	NN	they've
been	VBN	be
handling	VVG	handle
the	DT	the
student	NN	student
protests	VVZ	protest
Where	WRB	where
You	PP	you
Are	VBP	be
it's	NNS	it's
fascinating	JJ	fascinating
because	IN	because
it's	NNS	it's
the	DT	the
it's	NN	it's
the	DT	the
university	NN	university
administrators	NNS	administrator
the	DT	the
supposed	VVN	suppose
Guardians	NNS	guardian
of	IN	of
the	DT	the
young	JJ	young
minds	NNS	mind
in	IN	in
in	IN	in
the	DT	the
under	IN	under
their	PP$	their
tutelage	NN	tutelage
who	WP	who
are	VBP	be
trying	VVG	try
to	TO	to
get	VV	get
the	DT	the
police	NN	police
to	TO	to
clear	VV	clear
this	DT	this
encampment	NN	encampment
out	IN	out
and	CC	and
it's	NNS	it's
the	DT	the
police	NNS	police
who	WP	who
are	VBP	be
saying	VVG	say
no	DT	no
they	PP	they
don't	VVD	don't
want	VV	want
the	DT	the
Optics	NN	optics
of	IN	of
of	IN	of
violently	RB	violently
removing	VVG	remove
peaceful	JJ	peaceful
peaceful	JJ	peaceful
protesters	NNS	protester
and	CC	and
it	PP	it
is	VBZ	be
very	RB	very
peaceful	JJ	peaceful
the	DT	the
idea	NN	idea
that	IN/that	that
this	DT	this
is	VBZ	be
a	DT	a
threat	NN	threat
to	TO	to
anyone	NN	anyone
as	IN	as
bizarre	JJ	bizarre
it's	NNS	it's
a	DT	a
very	RB	very
well-appointed	JJ	well-appointed
encampment	NN	encampment
now	RB	now
it	PP	it
has	VHZ	have
facilities	NNS	facility
for	IN	for
food	NN	food
and	CC	and
there's	RB	there's
a	DT	a
library	NN	library
you	PP	you
perhaps	RB	perhaps
even	RB	even
hear	VV	hear
a	DT	a
violinist	NN	violinist
who's	NNS	who's
serenading	VVG	serenade
us	PP	us
with	IN	with
a	DT	a
selection	NN	selection
of	IN	of
chamber	NN	chamber
music	NN	music
but	CC	but
now	RB	now
we	PP	we
have	VHP	have
this	DT	this
new	JJ	new
installation	NN	installation
behind	IN	behind
us	PP	us
let's	NNS	let's
get	VVP	get
Leela	NP	Leela
Lea	NP	Lea
one	CD	one
of	IN	of
the	DT	the
protesters	NNS	protester
here	RB	here
to	TO	to
explain	VV	explain
this	DT	this
is	VBZ	be
an	DT	an
amazingly	RB	amazingly
symbolic	JJ	symbolic
achievement	NN	achievement
here	RB	here
but	CC	but
what	WP	what
is	VBZ	be
what's	NN	what's
going	VVG	go
on	IN	on
here	RB	here
where	WRB	where
where	WRB	where
did	VVD	do
all	PDT	all
these	DT	these
barriers	NNS	barrier
come	VVN	come
from	IN	from
hi	UH	hi
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
so	IN	so
it	PP	it
began	VVD	begin
last	JJ	last
night	NN	night
we	PP	we
had	VHD	have
a	DT	a
peaceful	JJ	peaceful
cultural	JJ	cultural
Showcase	NN	showcase
in	IN	in
which	WDT	which
members	NNS	member
of	IN	of
the	DT	the
community	NN	community
families	NNS	family
children	NNS	child
the	DT	the
elderly	NN	elderly
were	VBD	be
gathered	VVN	gather
together	RB	together
to	TO	to
share	NN	share
stories	NNS	story
from	IN	from
their	PP$	their
culture	NN	culture
and	CC	and
songs	NNS	song
when	WRB	when
all	DT	all
of	IN	of
a	DT	a
sudden	JJ	sudden
the	DT	the
police	NN	police
began	VVD	begin
to	TO	to
violently	RB	violently
arrest	VV	arrest
someone	NN	someone
who	WP	who
was	VBD	be
inside	RB	inside
the	DT	the
camp	NN	camp
they	PP	they
clim	VVP	clim
this	DT	this
individual	NN	individual
had	VHD	have
jumped	VVN	jump
the	DT	the
fence	NN	fence
but	CC	but
it	PP	it
was	VBD	be
clear	JJ	clear
this	DT	this
individual	NN	individual
had	VHD	have
been	VBN	be
inside	IN	inside
the	DT	the
camp	NN	camp
for	IN	for
over	RB	over
80	CD	@card@
hours	NNS	hour
and	CC	and
we	PP	we
always	RB	always
say	VVP	say
here	RB	here
we	PP	we
keep	VVP	keep
us	PP	us
safe	JJ	safe
so	IN	so
the	DT	the
community	NN	community
rallied	VVD	rally
together	RB	together
to	TO	to
protect	VV	protect
this	DT	this
individual	NN	individual
to	TO	to
prevent	VV	prevent
this	DT	this
wrongful	JJ	wrongful
violent	JJ	violent
arrest	NN	arrest
and	CC	and
to	TO	to
prevent	VV	prevent
any	DT	any
police	NN	police
brutality	NN	brutality
the	DT	the
individual	NN	individual
was	VBD	be
able	JJ	able
to	TO	to
go	VV	go
free	RB	free
afterwards	RB	afterwards
the	DT	the
barricades	NNS	barricade
were	VBD	be
then	RB	then
removed	VVN	remove
and	CC	and
placed	VVN	place
in	IN	in
the	DT	the
center	NN	center
because	IN	because
these	DT	these
barricades	NNS	barricade
have	VHP	have
been	VBN	be
a	DT	a
threat	NN	threat
to	TO	to
the	DT	the
health	NN	health
and	CC	and
the	DT	the
safety	NN	safety
of	IN	of
the	DT	the
students	NNS	student
from	IN	from
day	NN	day
one	CD	one
George	NP	George
Washington	NP	Washington
University	NP	University
allowed	VVD	allow
these	DT	these
barricades	NNS	barricade
to	TO	to
be	VB	be
erected	VVN	erect
to	TO	to
prevent	VV	prevent
students	NNS	student
from	IN	from
being	VBG	be
able	JJ	able
to	TO	to
access	VV	access
running	VVG	run
water	NN	water
from	IN	from
being	VBG	be
able	JJ	able
to	TO	to
use	VV	use
the	DT	the
bathroom	NN	bathroom
and	CC	and
to	TO	to
prevent	VV	prevent
Medics	NNS	medic
from	IN	from
being	VBG	be
allowed	VVN	allow
in	IN	in
we	PP	we
have	VHP	have
women	NNS	woman
inside	IN	inside
who	WP	who
were	VBD	be
on	IN	on
their	PP$	their
periods	NNS	period
for	IN	for
these	DT	these
4	CD	@card@
days	NNS	day
with	IN	with
no	DT	no
access	NN	access
to	TO	to
running	VVG	run
water	NN	water
we	PP	we
had	VHD	have
people	NNS	people
inside	IN	inside
who	WP	who
were	VBD	be
sick	JJ	sick
who	WP	who
were	VBD	be
injured	JJ	injured
who	WP	who
were	VBD	be
disabled	VVN	disable
but	CC	but
the	DT	the
police	NN	police
with	IN	with
their	PP$	their
barricades	NNS	barricade
prevented	VVD	prevent
Medics	NNS	medic
from	IN	from
getting	VVG	get
through	IN	through
putting	VVG	put
the	DT	the
lives	NNS	life
of	IN	of
students	NNS	student
from	IN	from
across	IN	across
Georgetown	NP	Georgetown
George	NP	George
Washington	NP	Washington
University	NP	University
American	NP	American
University	NP	University
Gat	NN	gat
University	NP	University
and	CC	and
Howard	NP	Howard
University	NP	University
in	IN	in
danger	NN	danger
now	RB	now
that	IN/that	that
the	DT	the
barricades	NNS	barricade
have	VHP	have
been	VBN	be
removed	VVN	remove
individuals	NNS	individual
have	VHP	have
been	VBN	be
able	JJ	able
to	TO	to
access	VV	access
running	VVG	run
water	NN	water
in	IN	in
order	NN	order
to	TO	to
take	VV	take
care	NN	care
of	IN	of
their	PP$	their
health	NN	health
and	CC	and
their	PP$	their
safety	NN	safety
we	PP	we
have	VHP	have
had	VHD	have
Medics	NNS	medic
being	VBG	be
able	JJ	able
to	TO	to
come	VV	come
in	RP	in
and	CC	and
to	TO	to
give	VV	give
students	NNS	student
checkups	NNS	checkup
to	TO	to
make	VV	make
sure	JJ	sure
they	PP	they
are	VBP	be
healthy	JJ	healthy
and	CC	and
this	DT	this
goes	VVZ	go
to	TO	to
show	VV	show
that	IN/that	that
we	PP	we
are	VBP	be
prepared	VVN	prepare
to	TO	to
stay	VV	stay
for	IN	for
as	RB	as
long	RB	long
as	RB	as
possible	JJ	possible
so	IN	so
the	DT	the
administrators	NNS	administrator
are	VBP	be
they	PP	they
still	RB	still
threatening	VVG	threaten
you	PP	you
though	IN	though
with	IN	with
um	NNS	um
with	IN	with
removal	NN	removal
suspension	NN	suspension
because	IN	because
as	RB	as
far	RB	far
as	IN	as
they	PP	they
are	VBP	be
concerned	VVN	concern
this	DT	this
is	VBZ	be
an	DT	an
unsafe	JJ	unsafe
environment	NN	environment
and	CC	and
it's	NNS	it's
making	VVG	make
Jewish	JJ	Jewish
students	NNS	student
in	IN	in
particular	JJ	particular
uncomfortable	JJ	uncomfortable
I	NP	I
can't	NN	can't
help	NN	help
notice	VVP	notice
your	PP$	your
T-shirt	NNS	T-shirt
oh	UH	oh
yeah	RB	yeah
I	PP	I
mean	VVP	mean
I	PP	I
think	VVP	think
these	DT	these
anti-Semitism	NN	anti-Semitism
accusations	NNS	accusation
are	VBP	be
just	RB	just
a	DT	a
baseless	JJ	baseless
and	CC	and
racist	JJ	racist
character	NN	character
ation	NN	ation
of	IN	of
what	WP	what
the	DT	the
Palestinian	JJ	Palestinian
Liberation	NP	Liberation
movement	NN	movement
has	VHZ	have
been	VBN	be
fighting	VVG	fight
for	IN	for
myself	PP	myself
I've	NN	I've
been	VBN	be
offered	VVN	offer
kosher	JJ	kosher
for	IN	for
Passover	NN	Passover
food	NN	food
we've	NN	we've
had	VHD	have
rabbis	NNS	rabbi
come	VVN	come
in	IN	in
and	CC	and
also	RB	also
if	IN	if
we	PP	we
want	VVP	want
to	TO	to
talk	VV	talk
about	IN	about
attacks	NNS	attack
against	IN	against
religious	JJ	religious
groups	NNS	group
we	PP	we
should	MD	should
absolutely	RB	absolutely
be	VB	be
having	VHG	have
this	DT	this
conversation	NN	conversation
but	CC	but
we	PP	we
should	MD	should
be	VB	be
talking	VVG	talk
about	IN	about
the	DT	the
mosques	NNS	mosque
and	CC	and
the	DT	the
churches	NNS	church
inside	RB	inside
of	IN	of
Gaza	NP	Gaza
that	WDT	that
have	VHP	have
been	VBN	be
bombed	VVN	bomb
often	RB	often
times	NNS	time
with	IN	with
individuals	NNS	individual
peacefully	RB	peacefully
Sheltering	VVG	shelter
inside	IN	inside
you	PP	you
knowk	VVP	knowk
thank	VV	thank
you	PP	you
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
and	CC	and
so	RB	so
yes	RB	yes
I	PP	I
think	VVP	think
perhaps	RB	perhaps
Elliot	NP	Elliot
maybe	RB	maybe
you	PP	you
can	MD	can
focus	VV	focus
once	RB	once
again	RB	again
on	IN	on
this	DT	this
Remar	NP	Remar
remarkable	JJ	remarkable
symbol	NN	symbol
of	IN	of
the	DT	the
power	NN	power
of	IN	of
the	DT	the
students	NNS	student
here	RB	here
in	IN	in
in	IN	in
Washington	NP	Washington
DC	NP	DC
back	RB	back
to	TO	to
you	PP	you
thanks	VVZ	thank
very	RB	very
much	RB	much
she	PP	she
Shey	NP	Shey
there	RB	there
for	IN	for
us	PP	us
in	IN	in
Washington	NP	Washington
DC	NP	DC
Let's	NP	Let's
cross	VVP	cross
over	RP	over
to	TO	to
Phil	NP	Phil
lvll	NN	lvll
who's	NNS	who's
at	IN	at
MIT	NP	MIT
in	IN	in
Cambridge	NP	Cambridge
Massachusetts	NP	Massachusetts
and	CC	and
Phil	NP	Phil
what's	NNS	what's
the	DT	the
mood	NN	mood
like	IN	like
there	RB	there
well	RB	well
there's	RB	there's
a	DT	a
lot	NN	lot
of	IN	of
uh	UH	uh
protesting	VVG	protest
going	VVG	go
on	RP	on
and	CC	and
we	PP	we
we	PP	we
remember	VVP	remember
this	DT	this
is	VBZ	be
Boston	NP	Boston
Massachusetts	NP	Massachusetts
there	RB	there
are	VBP	be
a	DT	a
number	NN	number
of	IN	of
universities	NNS	university
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
protests	NNS	protest
I	PP	I
mean	VVP	mean
we've	NN	we've
had	VHD	have
over	IN	over
the	DT	the
last	JJ	last
week	NN	week
two	CD	two
of	IN	of
them	PP	them
have	VHP	have
been	VBN	be
closed	VVN	close
down	RP	down
nor	CC	nor
Eastern	NP	Eastern
and	CC	and
Emerson	NP	Emerson
College	NP	College
both	CC	both
of	IN	of
those	DT	those
we	PP	we
saw	VVD	see
the	DT	the
police	NN	police
brought	VVN	bring
in	IN	in
100	CD	@card@
people	NNS	people
at	IN	at
each	DT	each
side	NN	side
arrested	VVN	arrest
uh	UH	uh
and	CC	and
those	DT	those
protests	NNS	protest
closed	VVD	close
down	RB	down
now	RB	now
we've	NN	we've
got	VVD	get
this	DT	this
one	CD	one
at	IN	at
MIT	NP	MIT
this	DT	this
one	CD	one
has	VHZ	have
been	VBN	be
going	VVG	go
on	IN	on
for	IN	for
more	JJR	more
than	IN	than
a	DT	a
week	NN	week
we	PP	we
understand	VVP	understand
that	IN/that	that
students	NNS	student
are	VBP	be
now	RB	now
in	IN	in
active	JJ	active
negotiations	NNS	negotiation
with	IN	with
the	DT	the
university	NN	university
bosses	VVZ	boss
uh	UH	uh
but	RB	but
you've	NN	you've
also	RB	also
got	VVD	get
protests	NNS	protest
at	IN	at
the	DT	the
world	NN	world
famous	JJ	famous
Harvard	NP	Harvard
University	NP	University
a	DT	a
few	JJ	few
miles	NNS	mile
away	RB	away
that	IN/that	that
one	PP	one
is	VBZ	be
behind	RB	behind
locked	VVN	lock
Gates	NP	Gates
nobody	NN	nobody
is	VBZ	be
on	IN	on
site	NN	site
unless	IN	unless
they	PP	they
have	VHP	have
a	DT	a
Harvard	NP	Harvard
University	NP	University
pass	VVP	pass
and	CC	and
uh	UH	uh
the	DT	the
police	NN	police
chief	NN	chief
there	RB	there
has	VHZ	have
said	VVN	say
you	PP	you
know	VVP	know
what	WP	what
I	PP	I
am	VBP	be
not	RB	not
going	VVG	go
to	TO	to
go	VV	go
on	IN	on
site	NN	site
and	CC	and
arrest	NN	arrest
people	NNS	people
because	IN	because
the	DT	the
university	NN	university
wants	VVZ	want
me	PP	me
to	TO	to
do	VV	do
that	IN/that	that
I'm	NP	I'm
only	RB	only
going	VVG	go
to	TO	to
get	VV	get
involved	VVN	involve
if	IN	if
there	EX	there
is	VBZ	be
violence	NN	violence
or	CC	or
there	EX	there
is	VBZ	be
damage	NN	damage
to	TO	to
property	NN	property
but	CC	but
the	DT	the
University	NP	University
at	IN	at
the	DT	the
Harvard	NP	Harvard
University	NP	University
is	VBZ	be
saying	VVG	say
to	TO	to
these	DT	these
students	NNS	student
you	PP	you
may	MD	may
face	VV	face
disciplinary	JJ	disciplinary
action	NN	action
including	VVG	include
not	RB	not
getting	VVG	get
your	PP$	your
degrees	NNS	degree
and	CC	and
then	RB	then
we've	NN	we've
got	VVD	get
tough	JJ	tough
University	NP	University
where	WRB	where
we	PP	we
are	VBP	be
told	VVN	tell
that	IN/that	that
at	IN	at
some	DT	some
point	NN	point
today	NN	today
the	DT	the
process	NN	process
of	IN	of
ending	VVG	end
that	DT	that
encampment	NN	encampment
will	MD	will
begin	VV	begin
well	RB	well
that	WDT	that
mean	NN	mean
will	MD	will
that	RB	that
mean	VV	mean
that	IN/that	that
the	DT	the
police	NNS	police
are	VBP	be
