okay	JJ	okay
had	VHD	have
with	IN	with
his	PP$	his
counterparts	NNS	counterpart
in	IN	in
the	DT	the
region	NN	region
is	VBZ	be
they	PP	they
are	VBP	be
putting	VVG	put
and	CC	and
you	PP	you
just	RB	just
heard	VVD	hear
heard	VVN	hear
from	IN	from
the	DT	the
Egyptian	JJ	Egyptian
president	NN	president
they	PP	they
are	VBP	be
putting	VVG	put
the	DT	the
focus	NN	focus
on	IN	on
the	DT	the
fact	NN	fact
of	IN	of
what	WP	what
'	POS	'
s	NNS	s
happening	VVG	happen
in	IN	in
Gaza	NP	Gaza
now	RB	now
the	DT	the
Secretary	NP	Secretary
of	IN	of
State	NP	State
Anthony	NP	Anthony
blinkin	NN	blinkin
he	PP	he
is	VBZ	be
talking	VVG	talk
about	IN	about
the	DT	the
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
and	CC	and
again	RB	again
they	PP	they
'	POS	'
re	NN	re
very	RB	very
careful	JJ	careful
with	IN	with
their	PP$	their
language	NN	language
but	CC	but
it	PP	it
'	POS	'
s	NN	S
also	RB	also
very	RB	very
deliberate	JJ	deliberate
when	WRB	when
they	PP	they
said	VVD	say
again	RB	again
we	PP	we
expect	VVP	expect
Israel	NP	Israel
to	TO	to
follow	VV	follow
the	DT	the
rules	NNS	rule
of	IN	of
law	NN	law
Israel	NP	Israel
is	VBZ	be
not	RB	not
following	VVG	follow
the	DT	the
rules	NNS	rule
of	IN	of
law	NN	law
especially	RB	especially
with	IN	with
that	DT	that
blockade	NN	blockade
now	RB	now
I	PP	I
know	VVP	know
we	PP	we
'	''	'
re	IN	re
hearing	VVG	hear
reports	NNS	report
that	IN/that	that
some	DT	some
water	NN	water
may	MD	may
be	VB	be
turned	VVN	turn
on	RP	on
but	CC	but
we	PP	we
'	POS	'
ve	NN	ve
just	RB	just
heard	VVD	hear
again	RB	again
carefully	RB	carefully
worded	VVN	word
from	IN	from
the	DT	the
National	NP	National
Security	NP	Security
adviser	NN	adviser
Jake	NP	Jake
Sullivan	NP	Sullivan
saying	VVG	say
that	IN/that	that
they	PP	they
expect	VVP	expect
that	IN/that	that
they	PP	they
that	IN/that	that
they	PP	they
expect	VVP	expect
that	IN/that	that
Water	NP	Water
Shelter	NP	Shelter
food	NN	food
for	IN	for
Gaza	NP	Gaza
should	MD	should
be	VB	be
respected	VVN	respect
by	IN	by
Israel	NP	Israel
and	CC	and
others	NNS	other
so	IN	so
I	PP	I
think	VVP	think
what	WP	what
'	POS	'
s	NN	S
notable	NN	notable
is	VBZ	be
he	PP	he
'	POS	'
s	JJ	s
getting	VVG	get
pushed	VVD	push
back	RB	back
I	PP	I
think	VVP	think
when	WRB	when
he	PP	he
'	POS	'
s	NNS	s
going	VVG	go
to	TO	to
this	DT	this
region	NN	region
and	CC	and
you	PP	you
just	RB	just
heard	VVD	hear
from	IN	from
the	DT	the
Egyptian	JJ	Egyptian
president	NN	president
saying	VVG	say
what	WP	what
this	DT	this
is	VBZ	be
not	RB	not
it	PP	it
'	POS	'
s	NNS	s
not	RB	not
equal	VVP	equal
what	WP	what
happened	VVD	happen
to	TO	to
Israel	NP	Israel
this	DT	this
is	VBZ	be
now	RB	now
Collective	JJ	collective
punishment	NN	punishment
and	CC	and
again	RB	again
so	RB	so
this	DT	this
the	DT	the
secret	NN	secret
this	DT	this
the	DT	the
sly	JJ	sly
language	NN	language
if	IN	if
you	PP	you
will	MD	will
of	IN	of
they	PP	they
have	VHP	have
to	TO	to
respect	VV	respect
the	DT	the
rule	NN	rule
of	IN	of
law	NN	law
is	VBZ	be
they	PP	they
'	POS	'
re	NN	re
not	RB	not
respecting	VVG	respect
the	DT	the
rule	NN	rule
of	IN	of
law	NN	law
they	PP	they
have	VHP	have
not	RB	not
changed	VVN	change
any	DT	any
of	IN	of
that	DT	that
language	NN	language
since	IN	since
uh	UH	uh
they	PP	they
just	RB	just
first	RB	first
started	VVD	start
using	VVG	use
it	PP	it
some	DT	some
days	NNS	day
ago	RB	ago
so	RB	so
the	DT	the
question	NN	question
is	VBZ	be
are	VBP	be
they	PP	they
going	VVG	go
to	TO	to
start	VV	start
saying	VVG	say
more	JJR	more
than	IN	than
they	PP	they
should	MD	should
respect	VV	respect
the	DT	the
rule	NN	rule
of	IN	of
law	NN	law
but	CC	but
they	PP	they
aren	NN	aren
'	POS	'
t	NN	t
that	RB	that
'	POS	'
s	VVG	s
what	WP	what
I	PP	I
'	''	'
ll	NN	ll
be	VB	be
looking	VVG	look
for	IN	for
yeah	RB	yeah
we	PP	we
also	RB	also
heard	VVD	hear
blink	NN	blink
in	IN	in
the	DT	the
Israel	NP	Israel
has	VHZ	have
the	DT	the
right	NN	right
to	TO	to
defend	VV	defend
itself	PP	itself
but	CC	but
the	DT	the
way	NN	way
it	PP	it
does	VVZ	do
matters	NNS	matter
they	PP	they
have	VHP	have
to	TO	to
take	VV	take
every	DT	every
possible	JJ	possible
precaution	NN	precaution
uh	UH	uh
to	TO	to
try	VV	try
and	CC	and
protect	VV	protect
civilians	NNS	civilian
is	VBZ	be
that	IN/that	that
new	JJ	new
in	IN	in
this	DT	this
that	WDT	that
uh	UH	uh
is	VBZ	be
really	RB	really
outlining	VVG	outline
that	IN/that	that
civilians	NNS	civilian
have	VHP	have
to	TO	to
come	VV	come
first	RB	first
here	RB	here
well	RB	well
they	PP	they
'	POS	'
ve	RB	ve
been	VBN	be
saying	VVG	say
that	IN/that	that
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
they	PP	they
keep	VVP	keep
and	CC	and
the	DT	the
president	NN	president
reiterated	VVD	reiterate
this	DT	this
uh	UH	uh
just	RB	just
last	JJ	last
night	NN	night
saying	VVG	say
that	IN/that	that
Hamas	NP	Hamas
is	VBZ	be
using	VVG	use
civilians	NNS	civilian
as	IN	as
a	DT	a
human	JJ	human
shield	VV	shield
uh	UH	uh
so	RB	so
the	DT	the
they	PP	they
basically	RB	basically
saying	VVG	say
look	VV	look
they	PP	they
'	''	'
re	IN	re
trying	VVG	try
to	TO	to
protect	VV	protect
civilians	NNS	civilian
they	PP	they
told	VVD	tell
them	PP	them
to	TO	to
move	VV	move
to	TO	to
the	DT	the
south	NN	south
then	RB	then
and	CC	and
if	IN	if
they	PP	they
'	POS	'
re	NN	re
if	IN	if
they	PP	they
do	VVP	do
it	PP	it
hit	VV	hit
civilians	NNS	civilian
in	IN	in
the	DT	the
north	NN	north
it	PP	it
'	POS	'
s	NN	S
likely	RB	likely
the	DT	the
US	NP	US
would	MD	would
come	VV	come
out	RP	out
and	CC	and
say	VVP	say
well	RB	well
maybe	RB	maybe
they	PP	they
couldn	NN	couldn
'	POS	'
t	NN	t
leave	VV	leave
uh	UH	uh
but	CC	but
again	RB	again
it	PP	it
'	POS	'
s	VVG	s
what	WP	what
the	DT	the
United	NP	United
Nations	NPS	Nations
is	VBZ	be
saying	VVG	say
is	VBZ	be
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	NN	S
impossible	JJ	impossible
to	TO	to
move	VV	move
a	DT	a
million	CD	million
people	NNS	people
in	IN	in
such	PDT	such
a	DT	a
short	JJ	short
a	DT	a
period	NN	period
of	IN	of
time	NN	time
and	CC	and
especially	RB	especially
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
moving	VVG	move
people	NNS	people
in	IN	in
the	DT	the
hospitals	NNS	hospital
uh	UH	uh
that	IN/that	that
you	PP	you
know	VVP	know
are	VBP	be
running	VVG	run
out	RP	out
of	IN	of
electricity	NN	electricity
so	IN	so
they	PP	they
'	POS	'
re	NN	re
trying	VVG	try
to	TO	to
walk	VV	walk
a	DT	a
very	RB	very
fine	JJ	fine
line	NN	line
of	IN	of
showing	VVG	show
unwavering	VVG	unwaver
support	NN	support
for	IN	for
Israel	NP	Israel
but	CC	but
also	RB	also
trying	VVG	try
to	TO	to
appease	VV	appease
Partners	NNS	partner
in	IN	in
the	DT	the
region	NN	region
because	IN	because
truly	RB	truly
for	IN	for
them	PP	them
the	DT	the
biggest	JJS	big
concern	NN	concern
and	CC	and
it	PP	it
is	VBZ	be
actually	RB	actually
one	CD	one
shared	VVN	share
by	IN	by
the	DT	the
American	JJ	American
public	NN	public
is	VBZ	be
that	IN/that	that
this	DT	this
could	MD	could
lead	VV	lead
to	TO	to
a	DT	a
wider	JJR	wide
War	NN	war
there	EX	there
was	VBD	be
one	CD	one
poll	NN	poll
8	CD	@card@
in	IN	in
10	CD	@card@
fear	VVP	fear
that	IN/that	that
this	DT	this
is	VBZ	be
going	VVG	go
to	TO	to
lead	VV	lead
to	TO	to
a	DT	a
wider	JJR	wide
conflict	NN	conflict
okay	RB	okay
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
that	DT	that
petty	JJ	petty
that	WDT	that
'	POS	'
s	JJ	s
Petty	JJ	petty
khin	NN	khin
for	IN	for
us	PP	us
in	IN	in
Washington	NP	Washington
dcat	NN	dcat
bagat	NN	bagat
is	VBZ	be
a	DT	a
professor	NN	professor
of	IN	of
National	NP	National
Security	NP	Security
Affairs	NPS	Affairs
at	IN	at
the	DT	the
National	NP	National
Defense	NP	Defense
University	NP	University
he	PP	he
joins	VVZ	join
us	PP	us
from	IN	from
Washington	NP	Washington
DC	NP	DC
for	IN	for
more	JJR	more
on	IN	on
this	DT	this
issue	NN	issue
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
joining	VVG	join
us	PP	us
on	IN	on
elera	NN	elera
sir	NN	sir
we	PP	we
heard	VVD	hear
uh	UH	uh
and	CC	and
we	PP	we
have	VHP	have
heard	VVN	hear
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
all	RB	all
about	IN	about
uh	UH	uh
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
their	PP$	their
priorities	NNS	priority
but	CC	but
what	WP	what
are	VBP	be
Egypt	NP	Egypt
'	POS	'
s	NN	S
concerns	NNS	concern
or	CC	or
priorities	NNS	priority
here	RB	here
as	IN	as
everybody	NN	everybody
knows	VVZ	know
Egypt	NP	Egypt
is	VBZ	be
major	JJ	major
regional	JJ	regional
power	NN	power
and	CC	and
uh	UH	uh
this	DT	this
instability	NN	instability
this	DT	this
war	NN	war
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
against	IN	against
uh	UH	uh
the	DT	the
interest	NN	interest
of	IN	of
everybody	NN	everybody
including	VVG	include
Egypt	NP	Egypt
Egypt	NP	Egypt
is	VBZ	be
very	RB	very
concerned	VVN	concern
about	IN	about
all	DT	all
uh	UH	uh
about	RB	about
stability	NN	stability
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
and	CC	and
also	RB	also
on	IN	on
National	NP	National
level	NN	level
Egypt	NP	Egypt
is	VBZ	be
very	RB	very
interested	JJ	interested
and	CC	and
concerned	JJ	concerned
about	IN	about
uh	UH	uh
about	RB	about
2	CD	@card@
million	CD	million
Palestinians	NNS	Palestinian
where	WRB	where
they	PP	they
will	MD	will
go	VV	go
uh	UH	uh
Egypt	NP	Egypt
is	VBZ	be
not	RB	not
an	DT	an
option	NN	option
for	IN	for
a	DT	a
very	RB	very
long	JJ	long
time	NN	time
Egypt	NP	Egypt
Jordan	NP	Jordan
all	DT	all
Arab	JJ	Arab
countries	NNS	country
have	VHP	have
insisted	VVN	insist
that	IN/that	that
the	DT	the
Palestinians	NPS	Palestinians
maintain	VVP	maintain
their	PP$	their
national	JJ	national
identity	NN	identity
Egypt	NP	Egypt
does	VVZ	do
not	RB	not
accept	VV	accept
the	DT	the
Palestinians	NPS	Palestinians
to	TO	to
move	VV	move
there	RB	there
Jordan	NP	Jordan
does	VVZ	do
not	RB	not
accept	VV	accept
the	DT	the
Palestinians	NPS	Palestinians
to	TO	to
move	VV	move
there	RB	there
it	PP	it
is	VBZ	be
in	IN	in
the	DT	the
best	JJS	good
interest	NN	interest
of	IN	of
Arab	JJ	Arab
countries	NNS	country
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
for	IN	for
the	DT	the
Palestinians	NPS	Palestinians
to	TO	to
stay	VV	stay
there	RB	there
what	WP	what
is	VBZ	be
the	DT	the
fear	NN	fear
if	IN	if
the	DT	the
Palestinians	NPS	Palestinians
if	IN	if
two	CD	two
million	CD	million
Palestinians	NPS	Palestinians
were	VBD	be
to	TO	to
move	NN	move
to	TO	to
to	TO	to
Jordan	NP	Jordan
and	CC	and
into	IN	into
Egypt	NP	Egypt
uh	UH	uh
this	DT	this
is	VBZ	be
uh	UH	uh
will	NN	will
will	MD	will
end	VV	end
Palestinian	JJ	Palestinian
uh	UH	uh
uh	UH	uh
dream	VV	dream
the	DT	the
Palestinian	JJ	Palestinian
demand	NN	demand
for	IN	for
two	CD	two
State	NN	state
solution	NN	solution
the	DT	the
Palestinians	NPS	Palestinians
belong	VVP	belong
to	TO	to
Palestine	NP	Palestine
to	TO	to
the	DT	the
West	NP	West
Bank	NP	Bank
to	TO	to
Gaza	NP	Gaza
and	CC	and
they	PP	they
demand	VVP	demand
their	PP$	their
uh	UH	uh
nation	NN	nation
state	NN	state
their	PP$	their
uh	UH	uh
independent	JJ	independent
state	NN	state
and	CC	and
if	IN	if
they	PP	they
move	VVP	move
to	TO	to
Jordan	NP	Jordan
and	CC	and
Egypt	NP	Egypt
this	DT	this
will	MD	will
be	VB	be
over	RB	over
okay	JJ	okay
just	RB	just
stay	VV	stay
with	IN	with
us	PP	us
so	IN	so
we	PP	we
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
go	VV	go
back	RB	back
to	TO	to
Anthony	NP	Anthony
blinkin	NN	blinkin
who	WP	who
is	VBZ	be
speaking	VVG	speak
on	IN	on
the	DT	the
T	NN	T
in	IN	in
Cairo	NP	Cairo
that	WDT	that
has	VHZ	have
countries	NNS	country
in	IN	in
the	DT	the
region	NN	region
normalizing	VVG	normalize
their	PP$	their
relations	NNS	relation
integrating	VVG	integrate
working	VVG	work
together	RB	together
uh	UH	uh
in	IN	in
common	JJ	common
purpose	NN	purpose
and	CC	and
uh	UH	uh
upholding	VVG	uphold
and	CC	and
bringing	VVG	bring
forth	IN	forth
the	DT	the
uh	UH	uh
the	DT	the
rights	NNS	right
and	CC	and
aspirations	NNS	aspiration
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
that	RB	that
'	''	'
s	VVZ	s
One	NP	One
Vision	NP	Vision
it	PP	it
'	POS	'
s	NNS	s
very	RB	very
clear	VVP	clear
there	EX	there
'	''	'
s	VVG	s
another	DT	another
Vision	NP	Vision
that	IN/that	that
Hamas	NP	Hamas
has	VHZ	have
demonstrated	VVN	demonstrate
in	IN	in
the	DT	the
most	RBS	most
horrific	JJ	horrific
way	NN	way
and	CC	and
that	IN/that	that
'	POS	'
s	NNS	s
a	DT	a
vision	NN	vision
of	IN	of
death	NN	death
of	IN	of
destruction	NN	destruction
of	IN	of
nihilism	NN	nihilism
of	IN	of
terrorism	NN	terrorism
that	RB	that
'	POS	'
s	NNS	s
a	DT	a
vision	NN	vision
that	WDT	that
does	VVZ	do
nothing	NN	nothing
to	TO	to
advance	VV	advance
aspirations	NNS	aspiration
for	IN	for
for	IN	for
Palestinians	NNS	Palestinian
that	WDT	that
does	VVZ	do
nothing	NN	nothing
to	TO	to
help	VV	help
uh	UH	uh
create	VV	create
better	JJR	good
futures	NNS	future
for	IN	for
people	NNS	people
in	IN	in
the	DT	the
region	NN	region
and	CC	and
does	VVZ	do
everything	NN	everything
to	TO	to
bring	VV	bring
total	JJ	total
darkness	NN	darkness
to	TO	to
everyone	NN	everyone
that	IN/that	that
it	PP	it
that	RB	that
that	IN/that	that
it	PP	it
'	POS	'
s	NN	S
able	JJ	able
to	TO	to
uh	UH	uh
to	TO	to
affect	VV	affect
so	IN	so
I	PP	I
think	VVP	think
the	DT	the
the	DT	the
two	CD	two
the	DT	the
the	DT	the
paths	NNS	path
are	VBP	be
clear	JJ	clear
the	DT	the
Visions	NNS	vision
are	VBP	be
clear	JJ	clear
and	CC	and
I	PP	I
have	VHP	have
no	RB	no
doubt	VVP	doubt
what	WP	what
path	NN	path
people	NNS	people
the	DT	the
overwhelming	JJ	overwhelming
majority	NN	majority
of	IN	of
people	NNS	people
in	IN	in
the	DT	the
region	NN	region
will	MD	will
choose	VV	choose
and	CC	and
will	MD	will
prefer	VV	prefer
if	IN	if
given	VVN	give
the	DT	the
opportunity	NN	opportunity
so	IN	so
our	PP$	our
responsibility	NN	responsibility
all	RB	all
of	IN	of
us	PP	us
who	WP	who
believe	VVP	believe
in	IN	in
that	DT	that
first	JJ	first
path	NN	path
and	CC	and
that	IN/that	that
'	POS	'
s	JJ	s
everyone	NN	everyone
I	PP	I
talk	VVP	talk
to	TO	to
our	PP$	our
responsibility	NN	responsibility
is	VBZ	be
to	TO	to
make	VV	make
it	PP	it
real	JJ	real
uh	UH	uh
to	TO	to
bring	VV	bring
it	PP	it
to	TO	to
life	NN	life
to	TO	to
make	VV	make
it	PP	it
a	DT	a
clear	JJ	clear
affirmative	JJ	affirmative
choice	NN	choice
and	CC	and
that	IN/that	that
'	POS	'
s	VVG	s
what	WP	what
we	PP	we
'	POS	'
re	NN	re
determined	VVD	determine
to	TO	to
do	VV	do
we	PP	we
have	VHP	have
to	TO	to
get	VV	get
through	IN	through
this	DT	this
crisis	NN	crisis
first	JJ	first
uh	UH	uh
and	CC	and
we	PP	we
'	POS	'
re	IN	re
we	PP	we
'	POS	'
re	NN	re
working	VVG	work
to	TO	to
do	VV	do
that	DT	that
uh	UH	uh
but	CC	but
we	PP	we
also	RB	also
have	VH	have
to	TO	to
get	VV	get
back	RB	back
in	IN	in
a	DT	a
very	RB	very
clear	JJ	clear
practical	JJ	practical
way	NN	way
to	TO	to
that	DT	that
Vision	NP	Vision
to	TO	to
making	VVG	make
it	PP	it
real	JJ	real
if	IN	if
we	PP	we
do	VVP	do
that	DT	that
everyone	NN	everyone
in	IN	in
this	DT	this
region	NN	region
will	MD	will
be	VB	be
in	IN	in
a	DT	a
much	RB	much
better	JJR	good
place	NN	place
and	CC	and
so	RB	so
will	MD	will
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
well	RB	well
that	IN/that	that
he	PP	he
was	VBD	be
US	NP	US
Secretary	NP	Secretary
of	IN	of
State	NP	State
Anthony	NP	Anthony
blinkin	JJ	blinkin
uh	UH	uh
speaking	VVG	speak
there	RB	there
at	IN	at
Cairo	NP	Cairo
Airport	NP	Airport
we	PP	we
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
bring	VV	bring
back	RB	back
in	IN	in
our	PP$	our
guest	JJ	guest
Gad	NN	gad
bakad	NN	bakad
is	VBZ	be
who	WP	who
is	VBZ	be
a	DT	a
professor	NN	professor
of	IN	of
National	NP	National
Security	NP	Security
Affairs	NPS	Affairs
at	IN	at
the	DT	the
National	NP	National
Defense	NP	Defense
University	NP	University
thank	VVP	thank
you	PP	you
for	IN	for
staying	VVG	stay
with	IN	with
us	PP	us
uh	UH	uh
I	PP	I
want	VVP	want
to	TO	to
ask	VV	ask
about	IN	about
blinken	NP	blinken
'	POS	'
s	JJ	s
tour	NN	tour
of	IN	of
the	DT	the
Arab	JJ	Arab
region	NN	region
we	PP	we
'	POS	'
ve	NN	ve
seen	VVN	see
him	PP	him
uh	UH	uh
go	VV	go
to	TO	to
about	IN	about
half	PDT	half
a	DT	a
dozen	NN	dozen
countries	NNS	country
over	IN	over
the	DT	the
last	JJ	last
four	CD	four
or	CC	or
five	CD	five
days	NNS	day
he	PP	he
is	VBZ	be
due	JJ	due
to	TO	to
head	VV	head
back	RB	back
to	TO	to
Israel	NP	Israel
on	IN	on
Monday	NP	Monday
though	IN	though
what	WP	what
message	NN	message
do	VVP	do
you	PP	you
think	VVP	think
he	PP	he
'	''	'
s	NNS	s
going	VVG	go
to	TO	to
be	VB	be
taking	VVG	take
back	RB	back
from	IN	from
