<video_id>jgGkQ56g-JI</video_id>	JJ	<video_id>jgGkQ56g-JI</video_id>
we	PP	we
know	VVP	know
majority	NN	majority
of	IN	of
Israel	NP	Israel
see	VVP	see
him	PP	him
as	IN	as
someone	NN	someone
who	WP	who
does	VVZ	do
not	RB	not
fit	VV	fit
the	DT	the
bill	NN	bill
of	IN	of
leadership	NN	leadership
so	IN	so
he	PP	he
wants	VVZ	want
to	TO	to
send	VV	send
him	PP	him
a	DT	a
message	NN	message
that	IN/that	that
he's	NNS	he's
a	DT	a
strong	JJ	strong
man	NN	man
he	PP	he
then	RB	then
he	PP	he
can	MD	can
even	RB	even
kill	VV	kill
the	DT	the
uh	UH	uh
top	NN	top
military	JJ	military
uh	UH	uh
leaders	NNS	leader
in	IN	in
Hamas	VVZ	Hamas
uh	UH	uh
so	RB	so
from	IN	from
the	DT	the
Israeli	JJ	Israeli
side	NN	side
you	PP	you
know	VVP	know
they	PP	they
they	PP	they
want	VVP	want
this	DT	this
to	TO	to
happen	VV	happen
now	RB	now
the	DT	the
question	NN	question
can	MD	can
they	PP	they
sell	VV	sell
this	DT	this
to	TO	to
the	DT	the
world	NN	world
uh	UH	uh
can	MD	can
they	PP	they
tell	VV	tell
the	DT	the
world	NN	world
that	IN/that	that
you	PP	you
know	VVP	know
Muhammad	NP	Muhammad
is	VBZ	be
you	PP	you
know	VVP	know
quote	NN	quote
unquote	VVP	unquote
is	VBZ	be
terrorist	JJ	terrorist
and	CC	and
for	IN	for
this	DT	this
reason	NN	reason
it's	NNS	it's
okay	JJ	okay
to	TO	to
kill	VV	kill
the	DT	the
civilians	NNS	civilian
I	PP	I
think	VVP	think
they	PP	they
going	VVG	go
to	TO	to
have	VH	have
up	RB	up
uphill	JJ	uphill
battles	NNS	battle
to	TO	to
convince	VV	convince
the	DT	the
International	NP	International
Community	NP	Community
and	CC	and
I	PP	I
think	VVP	think
that	IN/that	that
there	EX	there
will	MD	will
be	VB	be
an	DT	an
outcry	NN	outcry
at	IN	at
the	DT	the
at	IN	at
the	DT	the
global	JJ	global
level	NN	level
against	IN	against
this	DT	this
atrocity	NN	atrocity
that	WDT	that
is	VBZ	be
totally	RB	totally
unjustified	JJ	unjustified
and	CC	and
as	RB	as
you	PP	you
suggest	VVP	suggest
there	RB	there
I	PP	I
mean	VVP	mean
in	IN	in
the	DT	the
past	JJ	past
uh	UH	uh
Israel	NP	Israel
has	VHZ	have
struggled	VVN	struggle
to	TO	to
provide	VV	provide
the	DT	the
world	NN	world
with	IN	with
evidence	NN	evidence
of	IN	of
claims	NNS	claim
I'm	NP	I'm
talking	VVG	talk
about	IN	about
the	DT	the
likes	NNS	like
of	IN	of
the	DT	the
AL	NP	al
AXA	NP	Axa
hospital	NN	hospital
being	VBG	be
used	VVN	use
as	IN	as
a	DT	a
major	JJ	major
Command	NP	Command
Center	NP	Center
for	IN	for
Hamas	NP	Hamas
I	PP	I
mean	VVP	mean
the	DT	the
list	NN	list
goes	VVZ	go
on	IN	on
it	PP	it
does	VVZ	do
beg	VV	beg
the	DT	the
question	NN	question
whether	IN	whether
they	PP	they
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
provide	VV	provide
any	DT	any
potential	JJ	potential
evidence	NN	evidence
of	IN	of
these	DT	these
claims	NNS	claim
that	IN/that	that
we're	NN	we're
hearing	NN	hearing
well	RB	well
um	VVZ	um
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
important	JJ	important
point	NN	point
I	PP	I
think	VVP	think
the	DT	the
Israelis	NPS	Israelis
will	MD	will
definitely	RB	definitely
fail	VV	fail
to	TO	to
provide	VV	provide
any	DT	any
evidence	NN	evidence
any	DT	any
sort	NN	sort
of	IN	of
evidence	NN	evidence
and	CC	and
but	RB	but
the	DT	the
question	NN	question
here	RB	here
they	PP	they
don't	VVD	don't
care	NN	care
you	PP	you
know	VVP	know
we	PP	we
we	PP	we
have	VHP	have
to	TO	to
see	VV	see
this	DT	this
we	PP	we
have	VHP	have
to	TO	to
look	VV	look
at	IN	at
the	DT	the
Israeli	JJ	Israeli
attitude	NN	attitude
in	IN	in
in	IN	in
this	DT	this
war	NN	war
as	IN	as
someone	NN	someone
who	WP	who
is	VBZ	be
really	RB	really
deaf	JJ	deaf
to	TO	to
what	WP	what
the	DT	the
word	NN	word
is	VBZ	be
saying	VVG	say
all	PDT	all
all	DT	all
their	PP$	their
interest	NN	interest
lies	VVZ	lie
in	IN	in
America	NP	America
as	RB	as
long	RB	long
as	IN	as
America	NP	America
support	NN	support
Israel	NP	Israel
the	DT	the
Israelis	NPS	Israelis
will	MD	will
believe	VV	believe
it's	NNS	it's
okay	VV	okay
uh	UH	uh
for	IN	for
them	PP	them
because	IN	because
there's	RB	there's
no	DT	no
price	NN	price
tag	NN	tag
there's	RB	there's
no	DT	no
clear	JJ	clear
price	NN	price
act	NN	act
on	IN	on
the	DT	the
Israeli	JJ	Israeli
atrocities	NNS	atrocity
against	IN	against
the	DT	the
Palestinian	JJ	Palestinian
H	NN	H
and	CC	and
and	CC	and
this	DT	this
genocidal	JJ	genocidal
War	NN	war
has	VHZ	have
has	VHZ	have
been	VBN	be
on	IN	on
for	IN	for
nine	CD	nine
months	NNS	month
and	CC	and
we	PP	we
can't	VVD	can't
see	VV	see
really	RB	really
International	JJ	international
stand	NN	stand
against	IN	against
it	PP	it
I	PP	I
mean	VVP	mean
there	EX	there
are	VBP	be
some	DT	some
uh	UH	uh
we	PP	we
can't	VVD	can't
we	PP	we
can't	VVD	can't
talk	NN	talk
about	IN	about
the	DT	the
Civil	NP	Civil
Society	NP	Society
at	IN	at
the	DT	the
inter	VVP	inter
International	NP	International
level	NN	level
the	DT	the
global	JJ	global
South	JJ	South
Etc	NN	etc
we	PP	we
can	MD	can
see	VV	see
even	RB	even
some	DT	some
Western	NP	Western
Capital	NP	Capital
voicing	VVG	voice
their	PP$	their
critique	NN	critique
against	IN	against
Israel	NP	Israel
but	CC	but
Israel	NP	Israel
is	VBZ	be
is	VBZ	be
is	VBZ	be
not	RB	not
punished	VVN	punish
by	IN	by
by	IN	by
what	WP	what
uh	UH	uh
by	IN	by
it	PP	it
its	PP$	its
its	PP$	its
Deeds	NP	Deeds
in	IN	in
Gaza	NP	Gaza
Hassan	NP	Hassan
badi	NNS	badi
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
analysis	NN	analysis
for	IN	for
now	RB	now
as	IN	as
we	PP	we
continue	VVP	continue
with	IN	with
our	PP$	our
extended	JJ	extended
coverage	NN	coverage
of	IN	of
this	DT	this
developing	VVG	develop
story	NN	story
from	IN	from
Gaza	NP	Gaza
if	IN	if
you	PP	you
are	VBP	be
joining	VVG	join
us	PP	us
here	RB	here
on	IN	on
Al	NP	Al
jazer	NN	jazer
we	PP	we
have	VHP	have
been	VBN	be
reporting	VVG	report
on	IN	on
some	DT	some
breaking	VVG	break
news	NN	news
from	IN	from
Gaza	NP	Gaza
where	WRB	where
Israeli	JJ	Israeli
air	NN	air
strikes	NNS	strike
have	VHP	have
killed	VVN	kill
at	IN	at
least	JJS	least
50	CD	@card@
people	NNS	people
in	IN	in
the	DT	the
al-	NP	al-
maasi	NN	maasi
area	NN	area
that's	NNS	that's
west	RB	west
of	IN	of
can	NN	can
yunas	NNS	yunas
medical	JJ	medical
sources	NNS	source
have	VHP	have
told	VVN	tell
Al	NP	Al
jazer	NN	jazer
that	IN/that	that
dozens	NNS	dozen
are	VBP	be
injured	VVN	injure
Israeli	JJ	Israeli
war	NN	war
planes	NNS	plane
reportedly	RB	reportedly
fired	VVD	fire
missiles	NNS	missile
at	IN	at
displaced	VVN	displace
Palestinians	NNS	Palestinian
living	VVG	live
in	IN	in
tents	NNS	tent
they	PP	they
also	RB	also
targeted	VVD	target
civil	JJ	civil
defense	NN	defense
Personnel	NNS	Personnel
responding	VVG	respond
to	TO	to
the	DT	the
attacks	NNS	attack
dozens	NNS	dozen
of	IN	of
injured	JJ	injured
Palestinians	NPS	Palestinians
have	VHP	have
been	VBN	be
taken	VVN	take
to	TO	to
the	DT	the
nearby	JJ	nearby
Nasser	NP	Nasser
Hospital	NP	Hospital
in	IN	in
can	NN	can
yunes	NNS	yunes
</doc>	NN	</doc>
