<video_id>JJooIPjQaiQ</video_id>	JJ	<video_id>JJooIPjQaiQ</video_id>
leader	NN	leader
of	IN	of
the	DT	the
movement	NN	movement
now	RB	now
puts	VVZ	put
Gaza	NP	Gaza
front	NN	front
and	CC	and
center	NN	center
of	IN	of
not	RB	not
just	RB	just
the	DT	the
events	NNS	event
on	IN	on
the	DT	the
ground	NN	ground
but	CC	but
certainly	RB	certainly
of	IN	of
the	DT	the
Dynamics	NPS	Dynamics
in	IN	in
the	DT	the
Hamas	JJ	Hamas
movement	NN	movement
and	CC	and
it	PP	it
really	RB	really
sends	VVZ	send
a	DT	a
signal	NN	signal
as	RB	as
far	RB	far
as	IN	as
negotiations	NNS	negotiation
and	CC	and
ceasefires	NNS	ceasefire
concerned	VVN	concern
concerned	JJ	concerned
Gaza	NP	Gaza
calls	VVZ	call
the	DT	the
shots	NNS	shot
if	IN	if
you	PP	you
were	VBD	be
expecting	VVG	expect
the	DT	the
assassination	NN	assassination
to	TO	to
bring	VV	bring
in	IN	in
someone	NN	someone
who	WP	who
might	MD	might
be	VB	be
more	RBR	more
amenable	JJ	amenable
to	TO	to
a	DT	a
solution	NN	solution
more	RBR	more
amenable	JJ	amenable
to	TO	to
a	DT	a
ceasefire	NN	ceasefire
that	WDT	that
is	VBZ	be
not	RB	not
very	RB	very
favorable	JJ	favorable
then	RB	then
Hamas	NN	Hamas
now	RB	now
has	VHZ	have
made	VVN	make
its	PP$	its
choice	NN	choice
and	CC	and
it	PP	it
has	VHZ	have
really	RB	really
brought	VVN	bring
Gaza	NP	Gaza
back	RB	back
to	TO	to
the	DT	the
center	NN	center
um	NNS	um
and	CC	and
and	CC	and
given	VVN	give
it	PP	it
as	IN	as
much	JJ	much
power	NN	power
as	IN	as
one	CD	one
can	MD	can
imagine	VV	imagine
and	CC	and
it's	NNS	it's
really	RB	really
uh	UH	uh
a	DT	a
choice	NN	choice
that	IN/that	that
very	RB	very
few	JJ	few
expected	VVN	expect
uh	UH	uh
a	DT	a
lot	NN	lot
of	IN	of
contenders	NNS	contender
a	DT	a
lot	NN	lot
of	IN	of
names	NNS	name
were	VBD	be
Flo	NP	Flo
around	IN	around
yya	NP	yya
sinir	NN	sinir
was	VBD	be
not	RB	not
one	CD	one
of	IN	of
them	PP	them
so	RB	so
and	CC	and
no	DT	no
yay	NN	yay
sinir	NN	sinir
since	IN	since
at	IN	at
least	JJS	least
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
recent	JJ	recent
conflict	NN	conflict
as	IN	as
a	DT	a
man	NN	man
that	WDT	that
has	VHZ	have
somewhat	RB	somewhat
lived	VVN	live
in	IN	in
the	DT	the
shadows	NNS	shadow
in	IN	in
in	IN	in
Gaza	NP	Gaza
to	TO	to
have	VH	have
him	PP	him
now	RB	now
in	IN	in
a	DT	a
prominent	JJ	prominent
role	NN	role
potentially	RB	potentially
as	IN	as
a	DT	a
public	JJ	public
negotiator	NN	negotiator
would	MD	would
be	VB	be
a	DT	a
huge	JJ	huge
step	NN	step
for	IN	for
Yaya	NP	Yaya
Sina	NP	Sina
given	VVN	give
that	IN/that	that
he	PP	he
has	VHZ	have
been	VBN	be
pretty	RB	pretty
much	RB	much
targeted	VVN	target
by	IN	by
Israel	NP	Israel
as	IN	as
being	VBG	be
somebody	NN	somebody
that	IN/that	that
they	PP	they
potentially	RB	potentially
want	VVP	want
to	TO	to
eliminate	VV	eliminate
absolutely	RB	absolutely
yya	NN	yya
senir	NN	senir
is	VBZ	be
on	IN	on
the	DT	the
top	NN	top
of	IN	of
the	DT	the
Israel	NP	Israel
hit	NN	hit
list	NN	list
for	IN	for
Hamas	JJ	Hamas
leaders	NNS	leader
he	PP	he
is	VBZ	be
someone	NN	someone
that	WDT	that
is	VBZ	be
wanted	VVN	want
and	CC	and
pursued	VVN	pursue
by	IN	by
the	DT	the
Israelis	NPS	Israelis
but	CC	but
now	RB	now
the	DT	the
shots	NNS	shot
are	VBP	be
in	IN	in
his	PP$	his
hands	NNS	hand
the	DT	the
decisions	NNS	decision
will	MD	will
be	VB	be
uh	UH	uh
uh	UH	uh
he	PP	he
will	MD	will
have	VH	have
the	DT	the
final	JJ	final
call	NN	call
and	CC	and
so	RB	so
it	PP	it
will	MD	will
be	VB	be
H	NN	H
interesting	JJ	interesting
to	TO	to
see	VV	see
how	WRB	how
Hamas	NNS	Hamas
will	MD	will
maneuver	VV	maneuver
this	DT	this
any	DT	any
decisions	NNS	decision
any	DT	any
negotiations	NNS	negotiation
happening	VVG	happen
outside	IN	outside
of	IN	of
Gaza	NP	Gaza
will	MD	will
have	VH	have
to	TO	to
filter	VV	filter
through	IN	through
all	PDT	all
the	DT	the
hoops	VVZ	hoop
uh	UH	uh
that	RB	that
have	VH	have
to	TO	to
be	VB	be
taken	VVN	take
in	IN	in
terms	NNS	term
of	IN	of
security	NN	security
in	IN	in
order	NN	order
to	TO	to
get	VV	get
to	TO	to
yya	NN	yya
sinir	NN	sinir
so	RB	so
that	IN/that	that
he	PP	he
can	MD	can
have	VH	have
the	DT	the
final	JJ	final
say	NN	say
so	IN	so
that	WDT	that
might	MD	might
complicate	VV	complicate
and	CC	and
prolong	VV	prolong
any	DT	any
negotiation	NN	negotiation
process	NN	process
but	CC	but
it's	NNS	it's
also	RB	also
a	DT	a
message	NN	message
to	TO	to
Israel	NP	Israel
that	IN/that	that
Hamas	NP	Hamas
is	VBZ	be
United	VVN	unite
that	IN/that	that
there	EX	there
are	VBP	be
no	DT	no
differences	NNS	difference
that	IN/that	that
there	RB	there
won't	NN	won't
be	VB	be
any	DT	any
Schism	NN	schism
between	IN	between
Hamas	JJ	Hamas
outside	NN	outside
of	IN	of
Gaza	NP	Gaza
and	CC	and
Hamas	NP	Hamas
inside	NN	inside
of	IN	of
Gaza	NP	Gaza
there	EX	there
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
debate	NN	debate
on	IN	on
whether	IN	whether
the	DT	the
assassination	NN	assassination
of	IN	of
isma	NN	isma
hania	NNS	hania
a	DT	a
pragmatist	NN	pragmatist
a	DT	a
political	JJ	political
leader	NN	leader
would	MD	would
imp	VV	imp
power	NN	power
or	CC	or
embolden	VV	embolden
the	DT	the
hardliners	NNS	hardliner
this	DT	this
is	VBZ	be
a	DT	a
decision	NN	decision
that	WDT	that
will	MD	will
take	VV	take
a	DT	a
lot	NN	lot
to	TO	to
digest	VV	digest
but	CC	but
it	PP	it
also	RB	also
really	RB	really
speaks	VVZ	speak
volumes	NNS	volume
about	IN	about
the	DT	the
multi-layered	JJ	multi-layered
and	CC	and
very	RB	very
sophisticated	JJ	sophisticated
decision-making	NN	decision-making
process	NN	process
in	IN	in
Hamas	NP	Hamas
itself	PP	itself
uh	UH	uh
there	EX	there
is	VBZ	be
a	DT	a
very	RB	very
you	PP	you
know	VVP	know
a	DT	a
a	DT	a
a	DT	a
clear	JJ	clear
process	NN	process
of	IN	of
decision-	NN	decision-
making	VVG	make
in	IN	in
Hamas	NP	Hamas
there	EX	there
are	VBP	be
layers	NNS	layer
of	IN	of
that	WDT	that
and	CC	and
people	NNS	people
take	VV	take
uh	UH	uh
their	PP$	their
roles	NNS	role
very	RB	very
seriously	RB	seriously
they	PP	they
vote	VV	vote
on	IN	on
these	DT	these
decisions	NNS	decision
and	CC	and
the	DT	the
votes	NNS	vote
are	VBP	be
respected	VVN	respect
and	CC	and
so	RB	so
senir	NN	senir
was	VBD	be
not	RB	not
named	VVN	name
by	IN	by
you	PP	you
know	VVP	know
he	PP	he
was	VBD	be
not	RB	not
imposed	VVN	impose
this	DT	this
is	VBZ	be
a	DT	a
man	NN	man
who	WP	who
now	RB	now
is	VBZ	be
at	IN	at
the	DT	the
helm	NN	helm
of	IN	of
Hamas	NNS	Hamas
by	IN	by
the	DT	the
vote	NN	vote
of	IN	of
those	DT	those
with	IN	with
him	PP	him
in	IN	in
leadership	NN	leadership
ranks	VVZ	rank
many	JJ	many
that	IN/that	that
we	PP	we
know	VVP	know
but	CC	but
many	RB	many
more	RBR	more
that	IN/that	that
we	PP	we
don't	VVD	don't
know	VV	know
about	RB	about
what	WP	what
about	IN	about
the	DT	the
response	NN	response
do	VVP	do
you	PP	you
think	VVP	think
from	IN	from
Palestinians	NNS	Palestinian
in	IN	in
the	DT	the
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
from	IN	from
fata	NNS	fata
for	IN	for
instance	NN	instance
I	PP	I
mean	VVP	mean
they	PP	they
prepared	JJ	prepared
to	TO	to
get	VV	get
behind	IN	behind
a	DT	a
figure	NN	figure
like	IN	like
Yaya	NP	Yaya
sinoa	NN	sinoa
given	VVN	give
his	PP$	his
proximity	NN	proximity
to	TO	to
hamas's	NNS	hamas's
military	JJ	military
Wing	NP	Wing
in	IN	in
Gaza	NP	Gaza
well	NN	well
fat	NN	fat
finds	VVZ	find
itself	PP	itself
in	IN	in
a	DT	a
in	IN	in
a	DT	a
very	RB	very
interesting	JJ	interesting
position	NN	position
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
war	NN	war
it	PP	it
has	VHZ	have
not	RB	not
been	VBN	be
able	JJ	able
to	TO	to
perform	VV	perform
to	TO	to
rise	VV	rise
to	TO	to
the	DT	the
occasion	NN	occasion
if	IN	if
you	PP	you
will	MD	will
that's	NN	that's
according	VVG	accord
to	TO	to
many	JJ	many
observers	NNS	observer
and	CC	and
many	JJ	many
within	IN	within
the	DT	the
fat	JJ	fat
movement	NN	movement
have	VHP	have
been	VBN	be
very	RB	very
critical	JJ	critical
of	IN	of
the	DT	the
fact	NN	fact
that	IN/that	that
the	DT	the
fat	JJ	fat
movement	NN	movement
itself	PP	itself
has	VHZ	have
taken	VVN	take
a	DT	a
back	JJ	back
seat	NN	seat
it	PP	it
has	VHZ	have
not	RB	not
been	VBN	be
vocal	JJ	vocal
it	PP	it
has	VHZ	have
talked	VVN	talk
about	IN	about
the	DT	the
importance	NN	importance
of	IN	of
unity	NN	unity
it	PP	it
has	VHZ	have
talked	VVN	talk
about	IN	about
the	DT	the
importance	NN	importance
of	IN	of
ending	VVG	end
the	DT	the
war	NN	war
but	CC	but
as	IN	as
a	DT	a
movement	NN	movement
as	IN	as
a	DT	a
long-standing	JJ	long-standing
movement	NN	movement
in	IN	in
the	DT	the
Palestine	NP	Palestine
National	NP	National
Liberation	NP	Liberation
it	PP	it
hasn't	VVD	hasn't
had	VHD	have
any	DT	any
prominent	JJ	prominent
role	NN	role
during	IN	during
this	DT	this
war	NN	war
and	CC	and
so	RB	so
now	RB	now
it	PP	it
can	MD	can
only	RB	only
welcome	VV	welcome
the	DT	the
election	NN	election
of	IN	of
a	DT	a
new	JJ	new
leader	NN	leader
for	IN	for
the	DT	the
Hamas	JJ	Hamas
movement	NN	movement
how	WRB	how
they	PP	they
will	MD	will
deal	VV	deal
with	IN	with
that	DT	that
in	IN	in
the	DT	the
coming	VVG	come
days	NNS	day
and	CC	and
weeks	NNS	week
will	MD	will
be	VB	be
very	RB	very
interesting	JJ	interesting
particularly	RB	particularly
as	IN	as
you	PP	you
said	VVD	say
because	IN	because
yya	NN	yya
senir	NN	senir
is	VBZ	be
being	VBG	be
pursued	VVN	pursue
their	PP$	their
relations	NNS	relation
will	MD	will
be	VB	be
primarily	RB	primarily
with	IN	with
the	DT	the
Hamas	JJ	Hamas
leaders	NNS	leader
above	IN	above
ground	NN	ground
outside	NN	outside
of	IN	of
the	DT	the
occupied	JJ	occupied
territory	NN	territory
Pro	NP	Pro
because	IN	because
the	DT	the
leaders	NNS	leader
here	RB	here
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
are	VBP	be
mostly	RB	mostly
also	RB	also
been	VBN	be
imprisoned	VVN	imprison
by	IN	by
Israel	NP	Israel
so	IN	so
they	PP	they
will	MD	will
deal	VV	deal
with	IN	with
the	DT	the
Hamas	JJ	Hamas
leaders	NNS	leader
outside	NN	outside
of	IN	of
uh	UH	uh
of	IN	of
Palestine	NP	Palestine
knowing	VVG	know
full	JJ	full
full	JJ	full
well	RB	well
that	IN/that	that
the	DT	the
final	JJ	final
say	NN	say
will	MD	will
be	VB	be
in	IN	in
Gaza	NP	Gaza
and	CC	and
will	MD	will
be	VB	be
from	IN	from
yya	NN	yya
senir	NN	senir
all	RB	all
right	RB	right
no	DT	no
many	JJ	many
thanks	NNS	thanks
for	IN	for
that	DT	that
reminder	NN	reminder
of	IN	of
the	DT	the
breaking	VVG	break
news	NN	news
this	DT	this
hour	NN	hour
Hamas	NN	Hamas
has	VHZ	have
named	VVN	name
uh	UH	uh
the	DT	the
group	NN	group
Gaza	NP	Gaza
leader	NN	leader
Yaya	NP	Yaya
Sina	NP	Sina
as	IN	as
its	PP$	its
new	JJ	new
political	JJ	political
Chief	NP	Chief
following	VVG	follow
the	DT	the
assassination	NN	assassination
of	IN	of
isma	NN	isma
hania	NN	hania
on	IN	on
July	NP	July
the	DT	the
31st	JJ	31st
let's	NNS	let's
bring	VVP	bring
in	IN	in
maen	NP	maen
Bashar	NP	Bashar
J	NP	J
senior	JJ	senior
political	JJ	political
analyst	NN	analyst
he	PP	he
joins	VVZ	join
us	PP	us
by	IN	by
Skype	NP	Skype
from	IN	from
Paris	NP	Paris
Maran	NP	Maran
please	RB	please
put	VVD	put
this	DT	this
into	IN	into
context	NN	context
for	IN	for
us	PP	us
because	IN	because
I	PP	I
mean	VVP	mean
how	WRB	how
controversial	JJ	controversial
is	VBZ	be
this	DT	this
appointment	NN	appointment
of	IN	of
Yaya	NP	Yaya
sinoa	NN	sinoa
given	VVN	give
that	IN/that	that
he	PP	he
is	VBZ	be
of	IN	of
course	NN	course
one	CD	one
of	IN	of
Israel's	NP	Israel's
Most	RBS	most
Wanted	VVN	want
men	NNS	man
well	RB	well
you	PP	you
know	VVP	know
as	IN	as
you	PP	you
know	VVP	know
on	IN	on
the	DT	the
record	NN	record
Israel	NP	Israel
has	VHZ	have
declared	VVN	declare
that	IN/that	that
every	DT	every
Hamas	JJ	Hamas
leader	NN	leader
is	VBZ	be
a	DT	a
Target	NP	Target
and	CC	and
they	PP	they
threatened	VVD	threaten
warned	VVD	warn
that	IN/that	that
they	PP	they
will	MD	will
assassinate	VV	assassinate
all	RB	all
of	IN	of
Hamas	JJ	Hamas
leaders	NNS	leader
whether	IN	whether
they	PP	they
are	VBP	be
inside	JJ	inside
or	CC	or
outside	JJ	outside
so	IN	so
I'm	NP	I'm
not	RB	not
I'm	NN	I'm
not	RB	not
sure	JJ	sure
that's	NNS	that's
controversial	JJ	controversial
on	IN	on
that	IN/that	that
that	DT	that
side	NN	side
of	IN	of
it	PP	it
because	IN	because
Israel	NP	Israel
was	VBD	be
not	RB	not
going	VVG	go
to	TO	to
let	VV	let
anyone	NN	anyone
off	IN	off
the	DT	the
hook	NN	hook
after	IN	after
October	NP	October
7	CD	@card@
uh	UH	uh
but	CC	but
if	IN	if
it's	NNS	it's
not	RB	not
controversial	JJ	controversial
then	RB	then
what	WP	what
I	PP	I
to	TO	to
my	PP$	my
mind	NN	mind
it's	NNS	it's
Defiance	NP	Defiance
that's	NNS	that's
what	WP	what
it	PP	it
is	VBZ	be
uh	UH	uh
if	IN	if
the	DT	the
answer	NN	answer
to	TO	to
the	DT	the
question	NN	question
that	IN/that	that
they	PP	they
what	WP	what
is	VBZ	be
the	DT	the
day	NN	day
after	IN	after
well	RB	well
Hamas	JJ	Hamas
just	RB	just
answered	VVN	answer
the	DT	the
day	NN	day
after	IN	after
Gaza	NP	Gaza
it's	NNS	it's
is	VBZ	be
Gaza	NP	Gaza
the	DT	the
day	NN	day
after	IN	after
Gaza	NP	Gaza
it's	NP	it's
Hamas	NP	Hamas
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
day	NN	day
after	IN	after
Gaza	NP	Gaza
it's	NNS	it's
sinir	NN	sinir
on	IN	on
the	DT	the
Helm	NP	Helm
of	IN	of
Hamas	NP	Hamas
in	IN	in
Gaza	NP	Gaza
I	PP	I
think	VVP	think
that's	NNS	that's
the	DT	the
answer	NN	answer
that	IN/that	that
basically	RB	basically
Hamas	NP	Hamas
is	VBZ	be
is	VBZ	be
providing	VVG	provide
to	TO	to
its	PP$	its
own	JJ	own
ranks	NNS	rank
but	CC	but
also	RB	also
to	TO	to
Israel	NP	Israel
and	CC	and
the	DT	the
Arab	JJ	Arab
world	NN	world
if	IN	if
uh	UH	uh
Hamas	NN	Hamas
leaders	NNS	leader
have	VHP	have
had	VHN	have
difficulty	NN	difficulty
finding	VVG	find
a	DT	a
home	NN	home
for	IN	for
themselves	PP	themselves
or	CC	or
finding	VVG	find
shelter	NN	shelter
or	CC	or
finding	VVG	find
a	DT	a
safe	JJ	safe
place	NN	place
anywhere	RB	anywhere
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
well	RB	well
now	RB	now
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
that	WDT	that
the	DT	the
the	DT	the
top	JJ	top
leader	NN	leader
is	VBZ	be
right	RB	right
there	RB	there
somewhere	RB	somewhere
in	IN	in
the	DT	the
tunnels	NNS	tunnel
of	IN	of
Gaza	NP	Gaza
resisting	VVG	resist
so	RB	so
again	RB	again
then	RB	then
resistance	NN	resistance
is	VBZ	be
is	VBZ	be
the	DT	the
answer	NN	answer
now	RB	now
as	RB	as
to	TO	to
your	PP$	your
uh	UH	uh
um	JJ	um
sort	NN	sort
of	IN	of
more	JJR	more
political	JJ	political
question	NN	question
about	IN	about
uh	UH	uh
sinir	NN	sinir
and	CC	and
where	WRB	where
he	PP	he
stands	VVZ	stand
you	PP	you
know	VVP	know
before	IN	before
October	NP	October
7	CD	@card@
when	WRB	when
Israel	NP	Israel
was	VBD	be
blocking	VVG	block
all	PDT	all
uh	UH	uh
all	PDT	all
the	DT	the
venues	NNS	venue
to	TO	to
a	DT	a
diplomatic	JJ	diplomatic
solution	NN	solution
senir	NN	senir
is	VBZ	be
on	IN	on
the	DT	the
record	NN	record
telling	VVG	tell
his	PP$	his
support	NN	support
that	IN/that	that
Hamas	NP	Hamas
accepts	VVZ	accept
a	DT	a
two-state	NN	two-state
solution	NN	solution
and	CC	and
the	DT	the
return	NN	return
of	IN	of
the	DT	the
refugees	NNS	refugee
so	IN	so
let's	NNS	let's
wait	VVP	wait
and	CC	and
see	VVP	see
what	WP	what
Israel	NP	Israel
does	VVZ	do
at	IN	at
the	DT	the
time	NN	time
but	CC	but
of	IN	of
course	NN	course
Israel	NP	Israel
does	VVZ	do
not	RB	not
accept	VV	accept
a	DT	a
two-state	NN	two-state
solution	NN	solution
will	MD	will
not	RB	not
let	VV	let
the	DT	the
refugees	NNS	refugee
back	RB	back
in	RB	in
and	CC	and
will	MD	will
continue	VV	continue
to	TO	to
tet	NN	tet
Hamas	NNS	Hamas
as	IN	as
it	PP	it
has	VHZ	have
been	VBN	be
in	IN	in
fact	NN	fact
so	IN	so
I	PP	I
think	VVP	think
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
consequences	NNS	consequence
I	PP	I
don't	VVD	don't
think	VV	think
it's	NNS	it's
going	VVG	go
to	TO	to
make	VV	make
much	RB	much
of	IN	of
a	DT	a
difference	NN	difference
for	IN	for
Hamas	NNS	Hamas
in	IN	in
terms	NNS	term
of	IN	of
Israel	NP	Israel
it	PP	it
will	MD	will
make	VV	make
uh	UH	uh
you	PP	you
know	VVP	know
a	DT	a
big	JJ	big
difference	NN	difference
now	RB	now
for	IN	for
it	PP	it
to	TO	to
understand	VV	understand
that	IN/that	that
Defiance	NP	Defiance
and	CC	and
resistance	NN	resistance
and	CC	and
steadfastness	NN	steadfastness
is	VBZ	be
the	DT	the
way	NN	way
forward	RB	forward
for	IN	for
the	DT	the
Islamic	JJ	Islamic
group	NN	group
I	PP	I
I	PP	I
understand	VVP	understand
it	PP	it
not	RB	not
making	VVG	make
much	RB	much
of	IN	of
a	DT	a
difference	NN	difference
for	IN	for
Hamas	NNS	Hamas
philosophically	RB	philosophically
politically	RB	politically
and	CC	and
what	WP	what
the	DT	the
group	NN	group
aspires	VVZ	aspire
towards	IN	towards
but	CC	but
as	IN	as
you	PP	you
say	VVP	say
Maran	NP	Maran
um	NNS	um
he	PP	he
is	VBZ	be
a	DT	a
man	NN	man
who	WP	who
may	MD	may
well	RB	well
be	VB	be
in	IN	in
the	DT	the
tunnels	NNS	tunnel
of	IN	of
Gaza	NP	Gaza
as	RB	as
opposed	VVD	oppose
to	TO	to
isma	NN	isma
hania	NN	hania
who	WP	who
was	VBD	be
able	JJ	able
to	TO	to
travel	VV	travel
here	RB	here
to	TO	to
Qatar	NP	Qatar
to	TO	to
Iran	NP	Iran
to	TO	to
Russia	NP	Russia
to	TO	to
China	NP	China
he's	NNS	he's
very	RB	very
much	RB	much
been	VBN	be
a	DT	a
public	NN	public
figure	VV	figure
uh	UH	uh
in	IN	in
in	IN	in
the	DT	the
open	JJ	open
uh	UH	uh
how	WRB	how
would	MD	would
things	NNS	thing
work	VV	work
do	VV	do
we	PP	we
imagine	VV	imagine
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
ongoing	JJ	ongoing
negotiations	NNS	negotiation
with	IN	with
uh	UH	uh
with	IN	with
the	DT	the
intermediaries	NNS	intermediary
in	IN	in
all	DT	all
of	IN	of
this	DT	this
well	NN	well
in	IN	in
fact	NN	fact
you	PP	you
know	VVP	know
it	PP	it
was	VBD	be
to	TO	to
a	DT	a
large	JJ	large
degree	NN	degree
it	PP	it
was	VBD	be
that	DT	that
was	VBD	be
the	DT	the
intermediary	NN	intermediary
and	CC	and
Israel	NP	Israel
killed	VVD	kill
him	PP	him
right	RB	right
and	CC	and
the	DT	the
decision	NN	decision
was	VBD	be
more	JJR	more
or	CC	or
less	JJR	less
in	IN	in
the	DT	the
hands	NNS	hand
of	IN	of
those	DT	those
in	IN	in
the	DT	the
tunnels	VVZ	tunnel
uh	UH	uh
the	DT	the
past	JJ	past
several	JJ	several
months	NNS	month
and	CC	and
I	PP	I
think	VVP	think
it	PP	it
remains	VVZ	remain
so	RB	so
in	IN	in
as	RB	as
far	RB	far
as	IN	as
envoys	NNS	envoy
and	CC	and
and	CC	and
diplomacy	NN	diplomacy
movements	NNS	movement
around	IN	around
the	DT	the
world	NN	world
and	CC	and
gardening	NN	gardening
support	NN	support
I	PP	I
think	VVP	think
there	EX	there
are	VBP	be
enough	JJ	enough
of	IN	of
the	DT	the
Hamas	JJ	Hamas
um	NN	um
you	PP	you
know	VVP	know
legislative	JJ	legislative
and	CC	and
executive	JJ	executive
body	NN	body
out	IN	out
out	RB	out
there	RB	there
on	IN	on
on	IN	on
the	DT	the
outside	JJ	outside
uh	UH	uh
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
do	VV	do
that	IN/that	that
but	CC	but
I	PP	I
think	VVP	think
once	RB	once
again	RB	again
the	DT	the
message	NN	message
is	VBZ	be
that	IN/that	that
this	DT	this
is	VBZ	be
all	DT	all
about	RB	about
resistance	NN	resistance
to	TO	to
fastness	NN	fastness
at	IN	at
this	DT	this
point	NN	point
in	IN	in
time	NN	time
rather	RB	rather
than	IN	than
more	JJR	more
of	IN	of
the	DT	the
you	PP	you
know	VVP	know
diplomatic	JJ	diplomatic
acrobatics	NNS	acrobatics
if	IN	if
you	PP	you
will	MD	will
if	IN	if
you	PP	you
will	MD	will
that	DT	that
would	MD	would
probably	RB	probably
don't	JJ	don't
don't	NN	don't
lead	NN	lead
to	TO	to
much	JJ	much
at	IN	at
this	DT	this
point	NN	point
in	IN	in
time	NN	time
I	PP	I
think	VVP	think
the	DT	the
focus	NN	focus
on	IN	on
Gaza	NP	Gaza
and	CC	and
the	DT	the
focus	NN	focus
in	IN	in
sunir	NN	sunir
is	VBZ	be
a	DT	a
major	JJ	major
signal	NN	signal
of	IN	of
