<video_id>EoHh_8nSA4w</video_id>	JJ	<video_id>EoHh_8nSA4w</video_id>
was	VBD	be
doing	VVG	do
that	IN/that	that
fighting	NN	fighting
is	VBZ	be
now	RB	now
being	VBG	be
withdrawn	VVN	withdraw
for	IN	for
rest	NN	rest
and	CC	and
recuperation	NN	recuperation
and	CC	and
the	DT	the
model	NN	model
that	WDT	that
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
used	VVN	use
for	IN	for
the	DT	the
ground	NN	ground
forces	NNS	force
in	IN	in
Gaza	NP	Gaza
for	IN	for
the	DT	the
foreseeable	JJ	foreseeable
future	NN	future
is	VBZ	be
smaller	JJR	small
raids	NNS	raid
basically	RB	basically
that	WDT	that
are	VBP	be
based	VVN	base
on	IN	on
intelligence	NN	intelligence
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
military	NN	military
gets	VVZ	get
and	CC	and
the	DT	the
uh	UH	uh
Brigade	NN	brigade
that's	NNS	that's
left	VVN	leave
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
go	VV	go
north	JJ	north
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
go	VV	go
south	RB	south
and	CC	and
do	VV	do
those	DT	those
more	RBR	more
targeted	JJ	targeted
raids	NNS	raid
and	CC	and
it's	NNS	it's
also	RB	also
going	VVG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
prevent	VV	prevent
the	DT	the
displaced	VVN	displace
people	NNS	people
from	IN	from
the	DT	the
north	NN	north
who	WP	who
are	VBP	be
now	RB	now
Sheltering	VVG	shelter
the	DT	the
south	NN	south
from	IN	from
going	VVG	go
home	NN	home
home	NN	home
again	RB	again
that's	JJ	that's
something	NN	something
the	DT	the
Israeli	JJ	Israeli
military	NN	military
at	IN	at
the	DT	the
moment	NN	moment
is	VBZ	be
saying	VVG	say
that	IN/that	that
it	PP	it
wants	VVZ	want
to	TO	to
do	VV	do
it	PP	it
wants	VVZ	want
to	TO	to
maintain	VV	maintain
that	IN/that	that
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
Rory	NP	Rory
Israel's	NP	Israel's
finally	RB	finally
confirmed	VVD	confirm
they	PP	they
will	MD	will
be	VB	be
sending	VVG	send
a	DT	a
delegation	NN	delegation
to	TO	to
Cairo	NP	Cairo
for	IN	for
another	DT	another
round	NN	round
of	IN	of
negotiations	NNS	negotiation
what	WDT	what
more	JJR	more
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
about	RB	about
that	IN/that	that
yeah	RB	yeah
this	DT	this
came	VVD	come
out	RP	out
fairly	RB	fairly
late	RB	late
in	IN	in
the	DT	the
day	NN	day
uh	UH	uh
after	IN	after
an	DT	an
Israel	NP	Israel
war	NN	war
cabinet	NN	cabinet
meeting	VVG	meet
what	WP	what
we	PP	we
heard	VVN	hear
is	VBZ	be
that	IN/that	that
this	DT	this
delegation	NN	delegation
which	WDT	which
had	VHD	have
been	VBN	be
speculated	VVN	speculate
about	RB	about
for	IN	for
a	DT	a
while	NN	while
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
going	VVG	go
to	TO	to
Cairo	NP	Cairo
it's	NNS	it's
it's	NN	it's
it's	NNS	it's
either	CC	either
leaving	VVG	leave
now	RB	now
or	CC	or
has	VHZ	have
already	RB	already
left	VVN	leave
and	CC	and
they	PP	they
will	MD	will
be	VB	be
partaking	VVG	partake
in	IN	in
those	DT	those
discussions	NNS	discussion
tonight	NN	tonight
in	IN	in
Cairo	NP	Cairo
it's	NNS	it's
a	DT	a
highlevel	JJ	highlevel
delegation	NN	delegation
it	PP	it
includes	VVZ	include
the	DT	the
head	NN	head
of	IN	of
Mossad	NP	Mossad
it	PP	it
includes	VVZ	include
the	DT	the
head	NN	head
of	IN	of
shinb	NN	shinb
the	DT	the
internal	JJ	internal
security	NN	security
uh	UH	uh
Force	NP	Force
agency	NN	agency
and	CC	and
it	PP	it
includes	VVZ	include
some	DT	some
some	DT	some
military	JJ	military
uh	UH	uh
people	NNS	people
as	IN	as
well	NN	well
what's	NNS	what's
different	JJ	different
about	IN	about
this	DT	this
delegation	NN	delegation
is	VBZ	be
that	IN/that	that
it	PP	it
has	VHZ	have
what's	NNS	what's
been	VBN	be
called	VVN	call
an	DT	an
expanded	JJ	expanded
mandate	NN	mandate
now	RB	now
what	WP	what
we	PP	we
understand	VVP	understand
that	IN/that	that
to	TO	to
mean	VV	mean
is	VBZ	be
that	IN/that	that
delegation	NN	delegation
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
going	VVG	go
with	IN	with
actual	JJ	actual
negotiating	VVG	negotiate
Powers	NP	Powers
previous	JJ	previous
delegations	NNS	delegation
that	WDT	that
have	VHP	have
gone	VVN	go
from	IN	from
Israel	NP	Israel
to	TO	to
Cairo	NP	Cairo
for	IN	for
talks	NNS	talk
have	VHP	have
basically	RB	basically
gone	VVN	go
with	IN	with
very	RB	very
set	VVN	set
parameters	NNS	parameter
parameters	NNS	parameter
that	WDT	that
were	VBD	be
dictated	VVN	dictate
to	TO	to
them	PP	them
by	IN	by
the	DT	the
Netanyahu	NP	Netanyahu
government	NN	government
they	PP	they
couldn't	NNS	couldn't
do	VVP	do
any	DT	any
discussions	NNS	discussion
while	IN	while
they	PP	they
were	VBD	be
there	RB	there
they	PP	they
were	VBD	be
essentially	RB	essentially
there	RB	there
to	TO	to
monitor	VV	monitor
to	TO	to
listen	VV	listen
and	CC	and
then	RB	then
come	VV	come
back	RB	back
this	DT	this
delegation	NN	delegation
has	VHZ	have
something	NN	something
different	JJ	different
about	IN	about
it	PP	it
and	CC	and
that	WDT	that
perhaps	RB	perhaps
suggests	VVZ	suggest
that	IN/that	that
momentum	NN	momentum
is	VBZ	be
moving	VVG	move
towards	IN	towards
some	DT	some
sort	NN	sort
of	IN	of
ceasefire	NN	ceasefire
deal	NN	deal
whatever	WDT	whatever
that	RB	that
might	MD	might
look	VV	look
like	IN	like
and	CC	and
we	PP	we
can	MD	can
hear	VV	hear
Netanyahu	NP	Netanyahu
spoke	VVD	speak
about	IN	about
his	PP$	his
feelings	NNS	feeling
on	IN	on
these	DT	these
talks	NNS	talk
earlier	RBR	earlier
on	IN	on
we	PP	we
can	MD	can
listen	VV	listen
to	TO	to
him	PP	him
now	RB	now
Hamas	JJ	Hamas
hopes	NNS	hope
that	IN/that	that
the	DT	the
pressure	NN	pressure
from	IN	from
outside	JJ	outside
and	CC	and
inside	RB	inside
will	MD	will
make	VV	make
Israel	NP	Israel
surrender	VV	surrender
to	TO	to
these	DT	these
extreme	JJ	extreme
demands	NNS	demand
it	PP	it
will	MD	will
not	RB	not
happen	VV	happen
Israel	NP	Israel
is	VBZ	be
ready	JJ	ready
for	IN	for
a	DT	a
deal	NN	deal
Israel	NP	Israel
is	VBZ	be
not	RB	not
ready	JJ	ready
to	TO	to
surrender	VV	surrender
instead	RB	instead
of	IN	of
international	JJ	international
pressure	NN	pressure
being	VBG	be
directed	VVN	direct
at	IN	at
Israel	NP	Israel
which	WDT	which
only	RB	only
causes	VVZ	cause
Hamas	NNS	Hamas
to	TO	to
harden	VV	harden
its	PP$	its
positions	NNS	position
the	DT	the
pressure	NN	pressure
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
should	MD	should
be	VB	be
direct	JJ	direct
against	IN	against
Hamas	NP	Hamas
Rory	NP	Rory
there's	RB	there's
also	RB	also
more	JJR	more
pressure	NN	pressure
coming	VVG	come
on	IN	on
Netanyahu	NP	Netanyahu
because	IN	because
we	PP	we
are	VBP	be
expecting	VVG	expect
another	DT	another
night	NN	night
of	IN	of
anti-government	JJ	anti-government
protest	NN	protest
how	WRB	how
big	JJ	big
an	DT	an
effect	NN	effect
are	VBP	be
they	PP	they
actually	RB	actually
having	VHG	have
though	RB	though
yeah	RB	yeah
just	RB	just
after	IN	after
I	PP	I
finished	VVD	finish
speaking	VVG	speak
to	TO	to
you	PP	you
I'm	NN	I'm
going	VVG	go
to	TO	to
be	VB	be
heading	VVG	head
down	RP	down
to	TO	to
where	WRB	where
those	DT	those
protests	NNS	protest
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
taking	VVG	take
place	NN	place
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
outside	IN	outside
the	DT	the
Israeli	NP	Israeli
Parliament	NP	Parliament
the	DT	the
the	DT	the
knesset	NN	Knesset
in	IN	in
Jerusalem	NP	Jerusalem
now	RB	now
this	DT	this
protest	NN	protest
this	DT	this
evening	NN	evening
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
uh	UH	uh
captives	NNS	captive
uh	UH	uh
families	NNS	family
and	CC	and
their	PP$	their
supporters	NNS	supporter
there	EX	there
are	VBP	be
kind	NN	kind
of	IN	of
two	CD	two
strands	NNS	strand
of	IN	of
demonstrations	NNS	demonstration
that	WDT	that
are	VBP	be
going	VVG	go
on	IN	on
in	IN	in
Israel	NP	Israel
at	IN	at
the	DT	the
moment	NN	moment
there	EX	there
is	VBZ	be
the	DT	the
protest	NN	protest
being	VBG	be
taken	VVN	take
by	IN	by
the	DT	the
captives	NNS	captive
families	NNS	family
and	CC	and
their	PP$	their
supporters	NNS	supporter
and	CC	and
there	EX	there
are	VBP	be
bigger	JJR	big
uh	UH	uh
anti-government	JJ	anti-government
protests	NNS	protest
going	VVG	go
on	IN	on
as	RB	as
well	RB	well
we	PP	we
saw	VVD	see
some	DT	some
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
week	NN	week
uh	UH	uh
three	CD	three
nights	NNS	night
of	IN	of
successive	JJ	successive
protests	NNS	protest
in	IN	in
t	NN	t
Aviv	NP	Aviv
uh	UH	uh
they	PP	they
ended	VVD	end
in	IN	in
in	IN	in
some	DT	some
violence	NN	violence
not	RB	not
big	JJ	big
violence	NN	violence
but	CC	but
certainly	RB	certainly
arrest	VV	arrest
and	CC	and
and	CC	and
heavy-handed	JJ	heavy-handed
policing	VVG	police
what	WP	what
we're	NN	we're
starting	VVG	start
to	TO	to
see	VV	see
happening	VVG	happen
in	IN	in
Israel	NP	Israel
at	IN	at
the	DT	the
moment	NN	moment
is	VBZ	be
these	DT	these
two	CD	two
groups	NNS	group
of	IN	of
protesters	NNS	protester
sometimes	RB	sometimes
linking	VVG	link
up	RP	up
uh	UH	uh
to	TO	to
share	VV	share
their	PP$	their
goals	NNS	goal
and	CC	and
share	VV	share
their	PP$	their
aims	NNS	aim
it's	NNS	it's
happening	VVG	happen
of	IN	of
course	NN	course
tonight	NN	tonight
while	IN	while
these	DT	these
uh	UH	uh
Cairo	NN	Cairo
talks	NNS	talk
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
going	VVG	go
on	IN	on
the	DT	the
general	JJ	general
mood	NN	mood
amongst	IN	amongst
the	DT	the
capus	NN	capus
families	NNS	family
of	IN	of
course	NN	course
as	IN	as
it	PP	it
has	VHZ	have
been	VBN	be
for	IN	for
ages	NNS	age
is	VBZ	be
that	IN/that	that
the	DT	the
government	NN	government
has	VHZ	have
not	RB	not
done	VVN	do
enough	RB	enough
to	TO	to
bring	VV	bring
the	DT	the
captives	NNS	captive
who	WP	who
have	VHP	have
still	RB	still
been	VBN	be
kept	VVN	keep
in	IN	in
Gaza	NP	Gaza
home	NN	home
the	DT	the
anti-government	JJ	anti-government
demonstrations	NNS	demonstration
well	RB	well
they	PP	they
want	VVP	want
something	NN	something
a	DT	a
bit	NN	bit
different	JJ	different
they	PP	they
want	VVP	want
to	TO	to
essentially	RB	essentially
unseat	VV	unseat
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
they	PP	they
want	VVP	want
him	PP	him
to	TO	to
leave	VV	leave
office	NN	office
they	PP	they
hold	VVP	hold
him	PP	him
responsible	JJ	responsible
for	IN	for
October	NP	October
the	DT	the
7th	JJ	7th
and	CC	and
they	PP	they
want	VVP	want
a	DT	a
new	JJ	new
start	NN	start
and	CC	and
a	DT	a
new	JJ	new
government	NN	government
okay	JJ	okay
thanks	NNS	thanks
so	IN	so
much	JJ	much
Rory	NP	Rory
we'll	NN	we'll
let	VVD	let
you	PP	you
go	VVP	go
to	TO	to
those	DT	those
uh	UH	uh
protests	NNS	protest
and	CC	and
we	PP	we
will	MD	will
talk	VV	talk
to	TO	to
you	PP	you
a	DT	a
little	RB	little
later	RBR	later
on	IN	on
Rory	NP	Rory
chin	NN	chin
for	IN	for
us	PP	us
there	RB	there
in	IN	in
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
okay	JJ	okay
well	NN	well
let's	NNS	let's
go	VV	go
uh	UH	uh
to	TO	to
TK	NP	TK
abum	NN	abum
who	WP	who
is	VBZ	be
in	IN	in
ruer	NN	ruer
and	CC	and
Southern	NP	Southern
Gaza	NP	Gaza
and	CC	and
ter	NN	ter
can	MD	can
you	PP	you
just	RB	just
give	VVP	give
us	PP	us
a	DT	a
bit	NN	bit
of	IN	of
an	DT	an
idea	NN	idea
of	IN	of
what	WP	what
it	PP	it
is	VBZ	be
like	JJ	like
there	RB	there
since	IN	since
the	DT	the
pull	NN	pull
out	RP	out
of	IN	of
Israeli	JJ	Israeli
troops	NNS	troop
from	IN	from
canun	NN	canun
can	MD	can
you	PP	you
explain	VV	explain
what	WP	what
has	VHZ	have
been	VBN	be
left	VVN	leave
in	IN	in
their	PP$	their
wake	NN	wake
yes	NN	yes
Tom	NP	Tom
in	IN	in
fact	NN	fact
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
today	NN	today
has	VHZ	have
with	IN	with
drone	NN	drone
from	IN	from
the	DT	the
city	NN	city
of	IN	of
kanun	NN	kanun
and	CC	and
they	PP	they
have	VHP	have
bulled	VVN	bull
their	PP$	their
troops	NNS	troop
to	TO	to
the	DT	the
eastern	JJ	eastern
part	NN	part
of	IN	of
the	DT	the
city	NN	city
there	RB	there
as	IN	as
they	PP	they
are	VBP	be
right	RB	right
now	RB	now
stationed	VVN	station
but	CC	but
as	IN	as
people	NNS	people
started	VVN	start
to	TO	to
gradually	RB	gradually
and	CC	and
partially	RB	partially
return	VV	return
to	TO	to
check	VV	check
the	DT	the
houses	NNS	house
and	CC	and
what	WP	what
remained	VVD	remain
there	EX	there
they	PP	they
have	VHP	have
been	VBN	be
describing	VVG	describe
the	DT	the
situation	NN	situation
to	TO	to
be	VB	be
completely	RB	completely
uh	UH	uh
undescribable	JJ	undescribable
and	CC	and
chaotic	JJ	chaotic
as	IN	as
there	EX	there
was	VBD	be
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
Destruction	NN	destruction
has	VHZ	have
been	VBN	be
left	VVN	leave
to	TO	to
the	DT	the
entire	JJ	entire
area	NN	area
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
battles	NNS	battle
between	IN	between
Hamas	JJ	Hamas
Fighters	NNS	fighter
and	CC	and
the	DT	the
Israeli	JJ	Israeli
soldiers	NNS	soldier
and	CC	and
the	DT	the
unprecedented	JJ	unprecedented
bombing	NN	bombing
campaign	NN	campaign
that	WDT	that
had	VHD	have
been	VBN	be
completely	RB	completely
carried	VVN	carry
out	RP	out
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
there	RB	there
the	DT	the
entire	NN	entire
the	DT	the
city	NN	city
of	IN	of
kanu	NN	kanu
had	VHD	have
been	VBN	be
destroyed	VVN	destroy
complete	JJ	complete
destruction	NN	destruction
of	IN	of
civil	JJ	civil
infrastructure	NN	infrastructure
their	PP$	their
mosque	NN	mosque
residential	JJ	residential
houses	NNS	house
as	IN	as
people	NNS	people
are	VBP	be
saying	VVG	say
that	IN/that	that
they	PP	they
have	VHP	have
nothing	RB	nothing
left	VVN	leave
there	RB	there
in	IN	in
the	DT	the
city	NN	city
of	IN	of
Khan	NP	Khan
hunis	NNS	hunis
but	CC	but
the	DT	the
withdrawal	NN	withdrawal
that	WDT	that
has	VHZ	have
been	VBN	be
taken	VVN	take
and	CC	and
carried	VVN	carry
out	RP	out
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
today	NN	today
could	MD	could
be	VB	be
seen	VVN	see
as	IN	as
uh	UH	uh
bringing	VVG	bring
different	JJ	different
strategical	JJ	strategical
dimensions	NNS	dimension
for	IN	for
the	DT	the
Israeli	JJ	Israeli
military	NN	military
in	IN	in
fact	NN	fact
on	IN	on
the	DT	the
ground	JJ	ground
one	CD	one
is	VBZ	be
that	IN/that	that
it	PP	it
will	MD	will
allow	VV	allow
for	IN	for
the	DT	the
Israeli	JJ	Israeli
military	NN	military
to	TO	to
uh	UH	uh
strategically	RB	strategically
carry	VVP	carry
out	RP	out
uh	UH	uh
pinpoints	NNS	pinpoint
and	CC	and
also	RB	also
precise	JJ	precise
deceptive	JJ	deceptive
military	JJ	military
operations	NNS	operation
similarly	RB	similarly
to	TO	to
what	WP	what
happened	VVD	happen
in	IN	in
a	DT	a
shifat	NN	shifat
hospital	NN	hospital
after	IN	after
the	DT	the
Israeli	JJ	Israeli
withdrwal	NN	withdrwal
there	RB	there
and	CC	and
also	RB	also
it	PP	it
will	MD	will
help	VV	help
people	NNS	people
to	TO	to
return	VV	return
back	RB	back
to	TO	to
the	DT	the
houses	NNS	house
in	IN	in
khuna	NN	khuna
city	NN	city
after	IN	after
the	DT	the
withdrawal	NN	withdrawal
and	CC	and
also	RB	also
which	WDT	which
in	IN	in
turn	NN	turn
will	MD	will
facilitate	VV	facilitate
the	DT	the
process	NN	process
of	IN	of
evacuation	NN	evacuation
for	IN	for
residents	NNS	resident
here	RB	here
in	IN	in
Rafa	NP	Rafa
if	IN	if
there's	RB	there's
going	VVG	go
to	TO	to
be	VB	be
any	DT	any
potential	JJ	potential
military	JJ	military
incursion	NN	incursion
for	IN	for
the	DT	the
city	NN	city
there	RB	there
and	CC	and
it	PP	it
also	RB	also
will	MD	will
help	VV	help
the	DT	the
military	NN	military
to	TO	to
precisely	RB	precisely
carry	VV	carry
out	RP	out
uh	UH	uh
pointed	VVD	point
strikes	NNS	strike
to	TO	to
eliminate	VV	eliminate
Hamas	JJ	Hamas
operatives	NNS	operative
on	IN	on
the	DT	the
ground	NN	ground
there	RB	there
so	RB	so
similarly	RB	similarly
right	RB	right
now	RB	now
what	WP	what
has	VHZ	have
been	VBN	be
left	VVN	leave
in	IN	in
kanun	NN	kanun
is	VBZ	be
completely	RB	completely
sheer	JJ	sheer
destruction	NN	destruction
and	CC	and
no	DT	no
sign	NN	sign
of	IN	of
living	VVG	live
there	RB	there
for	IN	for
people	NNS	people
and	CC	and
with	IN	with
complete	JJ	complete
change	NN	change
of	IN	of
the	DT	the
Milestone	NN	milestone
of	IN	of
living	VVG	live
for	IN	for
the	DT	the
majority	NN	majority
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
the	DT	the
city	NN	city
of	IN	of
kanun	NN	kanun
yeah	RB	yeah
t	NN	t
we've	NN	we've
just	RB	just
been	VBN	be
uh	UH	uh
watching	VVG	watch
pictures	NNS	picture
of	IN	of
uh	UH	uh
Kan	NP	Kan
Yunis	NP	Yunis
uh	UH	uh
in	IN	in
the	DT	the
hour	NN	hour
since	IN	since
the	DT	the
Israeli	JJ	Israeli
troops	NNS	troop
have	VHP	have
left	VVN	leave
and	CC	and
it	PP	it
really	RB	really
does	VVZ	do
seem	VV	seem
as	IN	as
you	PP	you
say	VVP	say
like	IN	like
nothing	NN	nothing
has	VHZ	have
been	VBN	be
left	VVN	leave
to	TO	to
survive	VV	survive
there	RB	there
now	RB	now
as	IN	as
we	PP	we
know	VVP	know
it	PP	it
is	VBZ	be
6	CD	@card@
months	NNS	month
since	IN	since
the	DT	the
War	NP	War
Began	NP	Began
can	MD	can
you	PP	you
just	RB	just
give	VVP	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
what	WP	what
it	PP	it
is	VBZ	be
like	JJ	like
in	IN	in
Gaza	NP	Gaza
today	NN	today
have	VHP	have
people	NNS	people
used	VVD	use
it	PP	it
to	TO	to
take	VV	take
stock	NN	stock
of	IN	of
what	WP	what
has	VHZ	have
happened	VVN	happen
and	CC	and
and	CC	and
everything	NN	everything
that	WDT	that
has	VHZ	have
been	VBN	be
lost	VVN	lose
in	IN	in
that	DT	that
time	NN	time
well	RB	well
um	RB	um
exhausted	VVN	exhaust
Palestinians	NPS	Palestinians
who	WP	who
are	VBP	be
completely	RB	completely
right	RB	right
now	RB	now
being	JJ	being
under	IN	under
unrelenting	JJ	unrelenting
bombardment	NN	bombardment
for	IN	for
at	IN	at
least	JJS	least
6	CD	@card@
