<video_id>6A08wriec-w</video_id>	JJ	<video_id>6A08wriec-w</video_id>
is	VBZ	be
Hanah	NP	Hanah
will	MD	will
then	RB	then
be	VB	be
flown	VVN	flow
here	RB	here
to	TO	to
Doha	NP	Doha
for	IN	for
burial	NN	burial
what	WP	what
more	RBR	more
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
about	IN	about
those	DT	those
funeral	JJ	funeral
arrangements	NNS	arrangement
uh	UH	uh
for	IN	for
tomorrow	NN	tomorrow
so	IN	so
today	NN	today
afternoon	NN	afternoon
the	DT	the
hanah's	NN	hanah's
body	NN	body
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
flown	VVN	flow
to	TO	to
Doha	NP	Doha
and	CC	and
tomorrow	NN	tomorrow
after	IN	after
the	DT	the
Juma	NP	Juma
prayer	NN	prayer
we're	NN	we're
expecting	VVG	expect
uh	UH	uh
his	PP$	his
body	NN	body
to	TO	to
be	VB	be
buried	VVN	bury
in	RP	in
in	IN	in
in	IN	in
DHA	NP	DHA
so	RB	so
we'll	RB	we'll
see	VV	see
uh	UH	uh
dozens	NNS	dozen
and	CC	and
dozens	NNS	dozen
of	IN	of
dignitaries	NNS	dignitary
coming	VVG	come
to	TO	to
Doha	NP	Doha
attending	VVG	attend
his	PP$	his
funeral	NN	funeral
and	CC	and
prayer	NN	prayer
uh	UH	uh
the	DT	the
head	NN	head
of	IN	of
state	NN	state
statements	NNS	statement
VIP	NP	VIP
guest	NN	guest
head	NN	head
of	IN	of
the	DT	the
governments	NNS	government
and	CC	and
also	RB	also
several	JJ	several
representatives	NNS	representative
of	IN	of
the	DT	the
of	IN	of
the	DT	the
uh	UH	uh
the	DT	the
the	DT	the
the	DT	the
the	DT	the
civil	JJ	civil
uh	UH	uh
organization	NN	organization
NGS	NNS	NGS
across	IN	across
the	DT	the
world	NN	world
so	IN	so
we're	NN	we're
expecting	VVG	expect
it	PP	it
to	TO	to
be	VB	be
quite	PDT	quite
a	DT	a
massive	JJ	massive
massive	JJ	massive
Gathering	NN	gathering
and	CC	and
a	DT	a
show	NN	show
in	IN	in
of	IN	of
solidarity	NN	solidarity
with	IN	with
Hamas	NNS	Hamas
with	IN	with
the	DT	the
Palestinians	NPS	Palestinians
but	CC	but
particularly	RB	particularly
with	IN	with
isma	NN	isma
hania	NN	hania
because	IN	because
he	PP	he
has	VHZ	have
been	VBN	be
almost	RB	almost
the	DT	the
face	NN	face
of	IN	of
the	DT	the
resistance	NN	resistance
the	DT	the
Palestinian	JJ	Palestinian
resistance	NN	resistance
his	PP$	his
decades	NNS	decade
let	VV	let
me	PP	me
just	RB	just
squeeze	VVP	squeeze
in	IN	in
one	CD	one
more	JJR	more
question	NN	question
before	IN	before
you	PP	you
go	VV	go
uh	UH	uh
Rael	NP	Rael
we	PP	we
we	PP	we
we	PP	we
heard	VVD	hear
earlier	RBR	earlier
on	IN	on
there	RB	there
from	IN	from
the	DT	the
speaker	NN	speaker
of	IN	of
parliament	NN	parliament
Muhammad	NP	Muhammad
Baga	NP	Baga
galiba	NN	galiba
um	NNS	um
making	VVG	make
that	DT	that
clear	JJ	clear
statement	NN	statement
uh	UH	uh
that	IN/that	that
Iran	NP	Iran
will	MD	will
enact	VV	enact
Revenge	VV	revenge
uh	UH	uh
they	PP	they
you	PP	you
know	VVP	know
there	EX	there
will	MD	will
be	VB	be
a	DT	a
response	NN	response
what	WP	what
did	VVD	do
you	PP	you
make	VVP	make
of	IN	of
that	DT	that
well	NN	well
in	IN	in
April	NP	April
when	WRB	when
Israel	NP	Israel
attack	NN	attack
the	DT	the
Iranian	JJ	Iranian
em	NN	em
Embassy	NP	Embassy
in	IN	in
Damascus	NP	Damascus
and	CC	and
then	RB	then
we	PP	we
have	VHP	have
seen	VVN	see
that	IN/that	that
Iranians	NNS	Iranian
say	VVP	say
that	IN/that	that
well	RB	well
we	PP	we
change	VVP	change
the	DT	the
rule	NN	rule
of	IN	of
the	DT	the
engagement	NN	engagement
so	RB	so
far	RB	far
normally	RB	normally
until	IN	until
that	DT	that
time	NN	time
up	RB	up
to	TO	to
that	DT	that
time	NN	time
the	DT	the
rule	NN	rule
of	IN	of
Engagement	NN	engagement
between	IN	between
Israel	NP	Israel
and	CC	and
Iran	NP	Iran
was	VBD	be
that	IN/that	that
in	IN	in
case	NN	case
of	IN	of
an	DT	an
Israeli	JJ	Israeli
attack	NN	attack
Iranians	NNS	Iranian
will	MD	will
respond	VV	respond
to	TO	to
their	PP$	their
proxy	NN	proxy
let	VVD	let
let	VV	let
me	PP	me
just	RB	just
let	VVP	let
me	PP	me
just	RB	just
let	VVP	let
me	PP	me
just	RB	just
interrupt	VV	interrupt
you	PP	you
there	RB	there
for	IN	for
a	DT	a
second	JJ	second
Rael	NP	Rael
sorry	JJ	sorry
for	IN	for
that	DT	that
uh	UH	uh
let's	NNS	let's
just	RB	just
go	VVP	go
back	RB	back
now	RB	now
to	TO	to
the	DT	the
live	JJ	live
pictures	NNS	picture
because	IN	because
we	PP	we
want	VVP	want
to	TO	to
hear	VV	hear
from	IN	from
who's	NNS	who's
hamas's	NNS	hamas's
Deputy	NP	Deputy
in	IN	in
G	NP	G
let's	NNS	let's
just	RB	just
listen	VVP	listen
into	IN	into
what	WP	what
he's	NN	he's
saying	VVG	say
was	VBD	be
to	TO	to
unify	VV	unify
this	DT	this
nation	NN	nation
and	CC	and
to	TO	to
support	VV	support
this	DT	this
nation	NN	nation
and	CC	and
to	TO	to
unify	VV	unify
the	DT	the
nation	NN	nation
and	CC	and
to	TO	to
resist	VV	resist
for	IN	for
the	DT	the
sake	NN	sake
of	IN	of
liberating	VVG	liberate
of	IN	of
Palestine	NP	Palestine
his	PP$	his
blood	NN	blood
today	NN	today
confirms	VVZ	confirm
this	DT	this
the	DT	the
nation	NN	nation
today	NN	today
is	VBZ	be
carrying	VVG	carry
his	PP$	his
coffin	NN	coffin
and	CC	and
the	DT	the
nation	NN	nation
today	NN	today
is	VBZ	be
raising	VVG	raise
the	DT	the
flag	NN	flag
of	IN	of
jihad	NN	jihad
and	CC	and
resistance	NN	resistance
towards	IN	towards
the	DT	the
goal	NN	goal
of	IN	of
liberating	VVG	liberate
Palestine	NP	Palestine
and	CC	and
Jerusalem	NP	Jerusalem
all	DT	all
right	NN	right
so	IN	so
you're	NN	you're
watching	VVG	watch
live	JJ	live
pictures	NNS	picture
there	RB	there
from	IN	from
the	DT	the
Iranian	JJ	Iranian
Capital	NP	Capital
Teran	NP	Teran
uh	UH	uh
of	IN	of
the	DT	the
funeral	JJ	funeral
service	NN	service
which	WDT	which
is	VBZ	be
underway	JJ	underway
now	RB	now
for	IN	for
the	DT	the
slain	VVN	slay
Hamas	JJ	Hamas
political	JJ	political
leader	NN	leader
isma	NN	isma
Han	NP	Han
let's	NNS	let's
bring	VVP	bring
in	IN	in
faad	NN	faad
isari	NN	isari
he's	NNS	he's
a	DT	a
professor	NN	professor
of	IN	of
international	JJ	international
relations	NNS	relation
at	IN	at
Teran	NP	Teran
University	NP	University
joins	VVZ	join
us	PP	us
live	VV	live
from	IN	from
the	DT	the
Iranian	JJ	Iranian
Capital	NP	Capital
um	NNS	um
f	SYM	f
the	DT	the
killing	VVG	kill
of	IN	of
is	VBZ	be
hania	NN	hania
yesterday	NN	yesterday
happened	VVD	happen
just	RB	just
over	IN	over
24	CD	@card@
hours	NNS	hour
ago	RB	ago
um	JJ	um
what's	NNS	what's
the	DT	the
mood	NN	mood
in	IN	in
the	DT	the
capital	NN	capital
now	RB	now
with	IN	with
the	DT	the
start	NN	start
of	IN	of
his	PP$	his
funeral	JJ	funeral
arrangements	NNS	arrangement
that	IN/that	that
we're	NN	we're
watching	VVG	watch
here	RB	here
on	IN	on
our	PP$	our
screens	NNS	screen
what	WP	what
what's	JJ	what's
what's	NNS	what's
going	VVG	go
through	IN	through
people's	NN	people's
minds	NNS	mind
you	PP	you
can	MD	can
seeing	VVG	see
your	PP$	your
pictures	NNS	picture
it's	NNS	it's
a	DT	a
very	RB	very
sad	JJ	sad
day	NN	day
in	IN	in
tan	NN	tan
we	PP	we
have	VHP	have
had	VHD	have
people	NNS	people
traveling	VVG	travel
from	IN	from
other	JJ	other
cities	NNS	city
to	TO	to
attend	VV	attend
the	DT	the
funeral	NN	funeral
we	PP	we
have	VHP	have
hundreds	NNS	hundred
and	CC	and
thousands	NNS	thousand
of	IN	of
people	NNS	people
attending	VVG	attend
the	DT	the
funeral	JJ	funeral
um	NNS	um
the	DT	the
government	NN	government
has	VHZ	have
uh	UH	uh
announced	VVD	announce
3	CD	@card@
days	NNS	day
of	IN	of
national	JJ	national
morning	NN	morning
this	DT	this
3	CD	@card@
days	NNS	day
of	IN	of
national	JJ	national
morning	NN	morning
is	VBZ	be
generally	RB	generally
reserved	VVN	reserve
for	IN	for
Iranian	JJ	Iranian
high	JJ	high
ranking	JJ	ranking
government	NN	government
officials	NNS	official
uh	UH	uh
and	CC	and
uh	UH	uh
so	RB	so
the	DT	the
government	NN	government
is	VBZ	be
respecting	VVG	respect
uh	UH	uh
the	DT	the
guest	NN	guest
that	WDT	that
was	VBD	be
assassinated	VVN	assassinate
by	IN	by
the	DT	the
Israelis	NPS	Israelis
as	RB	as
as	IN	as
a	DT	a
high	JJ	high
ranking	JJ	ranking
Iranian	JJ	Iranian
government	NN	government
official	NN	official
basically	RB	basically
giving	VVG	give
him	PP	him
the	DT	the
same	JJ	same
level	NN	level
of	IN	of
respect	NN	respect
the	DT	the
same	JJ	same
level	NN	level
of	IN	of
uh	UH	uh
uh	UH	uh
sort	NN	sort
of	IN	of
prestige	NN	prestige
that	WDT	that
uh	UH	uh
that	IN/that	that
the	DT	the
highest	JJS	high
that	IN/that	that
that	WDT	that
they	PP	they
can	MD	can
offer	VV	offer
um	NNS	um
you	PP	you
know	VVP	know
Iranians	NNS	Iranian
um	RB	um
for	IN	for
listen	VV	listen
sorry	RB	sorry
sorry	JJ	sorry
to	TO	to
interrupt	VV	interrupt
you	PP	you
but	CC	but
please	VV	please
stay	VV	stay
with	IN	with
us	PP	us
we're	VVP	we're
just	RB	just
going	VVG	go
to	TO	to
go	VV	go
back	RB	back
to	TO	to
those	DT	those
live	JJ	live
pictures	NNS	picture
we're	NN	we're
seeing	VVG	see
on	IN	on
our	PP$	our
screens	NNS	screen
now	RB	now
of	IN	of
the	DT	the
funeral	JJ	funeral
service	NN	service
because	IN	because
Hal	NP	Hal
ala	NN	ala
the	DT	the
Hamas	NP	Hamas
Deputy	NP	Deputy
in	IN	in
Gaza	NP	Gaza
was	VBD	be
speaking	VVG	speak
let's	NNS	let's
listen	VV	listen
again	RB	again
to	TO	to
what	WP	what
he's	NNS	he's
saying	VVG	say
the	DT	the
Faith	NP	Faith
of	IN	of
Our	PP$	our
on	IN	on
the	DT	the
Palestinian	JJ	Palestinian
Soul	NN	soul
we	PP	we
are	VBP	be
sure	JJ	sure
that	IN/that	that
the	DT	the
assassination	NN	assassination
of	IN	of
isma	NN	isma
hania	NN	hania
the	DT	the
Zionist	JJ	Zionist
entity	NN	entity
will	MD	will
bring	VV	bring
anger	NN	anger
to	TO	to
this	DT	this
entity	NN	entity
from	IN	from
the	DT	the
entire	JJ	entire
free	JJ	free
people	NNS	people
of	IN	of
the	DT	the
world	NN	world
all	DT	all
right	NN	right
so	RB	so
if	IN	if
you're	NN	you're
just	RB	just
joining	VVG	join
us	PP	us
here	RB	here
in	IN	in
Al	NP	Al
jaer	NP	jaer
you're	NN	you're
watching	VVG	watch
live	JJ	live
pictures	NNS	picture
of	IN	of
the	DT	the
funeral	JJ	funeral
service	NN	service
underway	JJ	underway
in	IN	in
the	DT	the
Iranian	JJ	Iranian
Capital	NP	Capital
Tera	NP	Tera
and	CC	and
those	DT	those
are	VBP	be
the	DT	the
pictures	NNS	picture
now	RB	now
on	IN	on
your	PP$	your
screen	NN	screen
we	PP	we
have	VHP	have
uh	UH	uh
guests	NNS	guest
in	IN	in
tran	NN	tran
we	PP	we
also	RB	also
have	VHP	have
alzer's	NNS	alzer's
racial	JJ	racial
SAR	NP	SAR
uh	UH	uh
here	RB	here
in	IN	in
the	DT	the
studio	NN	studio
to	TO	to
talk	VV	talk
us	PP	us
through	IN	through
what	WP	what
we're	NN	we're
seeing	VVG	see
um	JJ	um
R	NN	R
let	VVD	let
me	PP	me
come	VVP	come
back	RB	back
to	TO	to
you	PP	you
quickly	RB	quickly
before	IN	before
I	PP	I
go	VVP	go
back	RB	back
to	TO	to
Fadi	NP	Fadi
um	NNS	um
in	IN	in
Teran	NP	Teran
Rael	NP	Rael
so	IN	so
we	PP	we
heard	VVD	hear
we	PP	we
we	PP	we
we're	VVP	we're
hearing	VVG	hear
there	RB	there
now	RB	now
from	IN	from
KH	NP	KH
ala	NN	ala
the	DT	the
Hamas	NP	Hamas
Deputy	NP	Deputy
in	IN	in
Gaza	NP	Gaza
what's	NNS	what's
he	PP	he
been	VBN	be
saying	VVG	say
well	RB	well
he	PP	he
simply	RB	simply
saying	VVG	say
that	IN/that	that
this	DT	this
the	DT	the
blood	NN	blood
of	IN	of
the	DT	the
the	DT	the
former	JJ	former
Chief	NP	Chief
the	DT	the
the	DT	the
former	JJ	former
political	JJ	political
bureau	NN	bureau
chief	NN	chief
of	IN	of
Hamas	NP	Hamas
has	VHZ	have
not	RB	not
been	VBN	be
shared	VVN	share
in	RP	in
in	IN	in
in	IN	in
Wayne	NP	Wayne
and	CC	and
there	RB	there
that	WDT	that
is	VBZ	be
going	VVG	go
to	TO	to
even	RB	even
contribute	VV	contribute
to	TO	to
the	DT	the
cause	NN	cause
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
and	CC	and
it's	NNS	it's
going	VVG	go
to	TO	to
further	RBR	further
create	VV	create
an	DT	an
anger	NN	anger
among	IN	among
the	DT	the
people	NNS	people
the	DT	the
free	JJ	free
people	NNS	people
across	IN	across
the	DT	the
globe	NN	globe
so	RB	so
far	RB	far
it	PP	it
is	VBZ	be
mostly	RB	mostly
a	DT	a
political	JJ	political
rhetoric	NN	rhetoric
but	CC	but
we	PP	we
need	VVP	need
to	TO	to
listen	VV	listen
more	RBR	more
to	TO	to
see	VV	see
if	IN	if
they	PP	they
are	VBP	be
planning	VVG	plan
any	RB	any
of	IN	of
kind	NN	kind
of	IN	of
a	DT	a
concrete	JJ	concrete
uh	UH	uh
steps	NNS	step
to	TO	to
be	VB	be
taken	VVN	take
against	IN	against
this	DT	this
assassination	NN	assassination
and	CC	and
and	CC	and
and	CC	and
despite	IN	despite
what	WP	what
Hamas	NP	Hamas
says	VVZ	say
and	CC	and
and	CC	and
and	CC	and
this	DT	this
this	DT	this
speech	NN	speech
here	RB	here
at	IN	at
the	DT	the
at	IN	at
the	DT	the
isia	NN	isia
funeral	NN	funeral
is	VBZ	be
is	VBZ	be
is	VBZ	be
clearly	RB	clearly
quite	RB	quite
emotional	JJ	emotional
and	CC	and
fiery	JJ	fiery
this	DT	this
is	VBZ	be
a	DT	a
big	JJ	big
blow	NN	blow
to	TO	to
the	DT	the
Hamas	JJ	Hamas
leadership	NN	leadership
isn't	VVD	isn't
it	PP	it
indeed	RB	indeed
it	PP	it
is	VBZ	be
because	IN	because
is	VBZ	be
Han	NP	Han
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
figures	NNS	figure
that	WDT	that
is	VBZ	be
regarded	VVN	regard
the	DT	the
most	RBS	most
pragmatic	JJ	pragmatic
and	CC	and
the	DT	the
moderate	JJ	moderate
representative	NN	representative
of	IN	of
the	DT	the
the	DT	the
the	DT	the
Palestinian	JJ	Palestinian
resistance	NN	resistance
so	RB	so
just	RB	just
he	PP	he
has	VHZ	have
been	VBN	be
quite	RB	quite
through	IN	through
his	PP$	his
since	IN	since
his	PP$	his
young	JJ	young
ages	NNS	age
he	PP	he
has	VHZ	have
been	VBN	be
a	DT	a
member	NN	member
a	DT	a
part	NN	part
of	IN	of
this	DT	this
resistance	NN	resistance
movement	NN	movement
and	CC	and
then	RB	then
in	IN	in
2006	CD	@card@
he	PP	he
has	VHZ	have
served	VVN	serve
as	IN	as
the	DT	the
prime	JJ	prime
minister	NN	minister
of	IN	of
the	DT	the
unity	NN	unity
government	NN	government
in	IN	in
Palestine	NP	Palestine
and	CC	and
he	PP	he
was	VBD	be
the	DT	the
leader	NN	leader
of	IN	of
Hamas	NNS	Hamas
until	IN	until
up	IN	up
to	TO	to
2017	CD	@card@
then	RB	then
he	PP	he
has	VHZ	have
been	VBN	be
replaced	VVN	replace
by	IN	by
y	NP	y
in	IN	in
then	RB	then
he	PP	he
moved	VVD	move
to	TO	to
Doha	NP	Doha
and	CC	and
started	VVD	start
to	TO	to
reside	VV	reside
in	IN	in
Doha	NP	Doha
and	CC	and
since	IN	since
then	RB	then
he	PP	he
