<video_id>8-dRkdl_ZqQ</video_id>	JJ	<video_id>8-dRkdl_ZqQ</video_id>
and	CC	and
good	JJ	good
to	TO	to
have	VH	have
you	PP	you
back	RB	back
on	IN	on
the	DT	the
show	NN	show
what	WDT	what
is	VBZ	be
your	PP$	your
assessment	NN	assessment
of	IN	of
these	DT	these
talks	NNS	talk
so	RB	so
far	RB	far
well	RB	well
thank	VV	thank
you	PP	you
for	IN	for
having	VHG	have
me	PP	me
um	JJ	um
I	PP	I
have	VHP	have
to	TO	to
start	VV	start
by	IN	by
saying	VVG	say
till	IN	till
now	RB	now
we	PP	we
didn't	VVD	didn't
hear	VV	hear
any	DT	any
clear	JJ	clear
information	NN	information
about	IN	about
what	WP	what
had	VHD	have
happened	VVN	happen
yesterday	NN	yesterday
it	PP	it
seems	VVZ	seem
to	TO	to
me	PP	me
that	IN/that	that
till	IN	till
now	RB	now
the	DT	the
the	DT	the
mediators	NNS	mediator
are	VBP	be
still	RB	still
talking	VVG	talk
to	TO	to
the	DT	the
Israeli	JJ	Israeli
side	NN	side
the	DT	the
same	JJ	same
way	NN	way
which	WDT	which
had	VHD	have
happened	VVN	happen
in	IN	in
last	JJ	last
May	NP	May
in	IN	in
last	JJ	last
may	MD	may
I	PP	I
have	VH	have
to	TO	to
remind	VV	remind
everyone	NN	everyone
that	IN/that	that
we	PP	we
have	VHP	have
agreed	VVN	agree
on	IN	on
the	DT	the
suggestion	NN	suggestion
of	IN	of
the	DT	the
mediators	NNS	mediator
and	CC	and
after	IN	after
three	CD	three
weeks	NNS	week
the	DT	the
Israelis	NPS	Israelis
have	VHP	have
said	VVN	say
no	DT	no
three	CD	three
weeks	NNS	week
of	IN	of
negotiations	NNS	negotiation
with	IN	with
the	DT	the
Israelis	NPS	Israelis
the	DT	the
outcome	NN	outcome
was	VBD	be
negative	JJ	negative
till	IN	till
now	RB	now
the	DT	the
mediators	NNS	mediator
are	VBP	be
talking	VVG	talk
about	IN	about
Bridging	VVG	bridge
the	DT	the
gaps	NNS	gap
but	CC	but
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
the	DT	the
gaps	NNS	gap
from	IN	from
the	DT	the
Israeli	JJ	Israeli
side	NN	side
they	PP	they
are	VBP	be
adding	VVG	add
more	JJR	more
conditions	NNS	condition
they	PP	they
are	VBP	be
talking	VVG	talk
about	IN	about
some	DT	some
new	JJ	new
issues	NNS	issue
which	WDT	which
I	PP	I
believe	VVP	believe
they	PP	they
are	VBP	be
trying	VVG	try
to	TO	to
undermine	VV	undermine
the	DT	the
process	NN	process
anyway	RB	anyway
till	IN	till
now	RB	now
we	PP	we
did	VVD	do
didn't	NN	didn't
hear	VV	hear
any	DT	any
positive	JJ	positive
signs	NNS	sign
from	IN	from
the	DT	the
mediators	NNS	mediator
we	PP	we
hope	VVP	hope
to	TO	to
hear	VV	hear
those	DT	those
signs	NNS	sign
because	IN	because
our	PP$	our
position	NN	position
is	VBZ	be
still	RB	still
clear	JJ	clear
if	IN	if
we	PP	we
were	VBD	be
invited	VVN	invite
to	TO	to
participate	VV	participate
for	IN	for
the	DT	the
executive	JJ	executive
Implement	NN	implement
for	IN	for
the	DT	the
suggestions	NNS	suggestion
we	PP	we
will	MD	will
do	VV	do
that	IN/that	that
otherwise	RB	otherwise
we	PP	we
don't	VVD	don't
need	VV	need
more	JJR	more
negot	NN	negot
well	RB	well
I	PP	I
did	VVD	do
want	VV	want
to	TO	to
ask	VV	ask
you	PP	you
why	WRB	why
you're	NN	you're
relying	VVG	rely
on	IN	on
mediators	NNS	mediator
to	TO	to
give	VV	give
you	PP	you
information	NN	information
about	IN	about
these	DT	these
talks	NNS	talk
not	RB	not
sending	VVG	send
a	DT	a
delegation	NN	delegation
yourself	PP	yourself
well	RB	well
this	DT	this
this	NN	this
this	DT	this
is	VBZ	be
the	DT	the
process	NN	process
it's	NN	it's
it's	NNS	it's
how	WRB	how
it	PP	it
happened	VVD	happen
they	PP	they
talk	VV	talk
to	TO	to
the	DT	the
Israelis	NPS	Israelis
and	CC	and
they	PP	they
come	VVP	come
back	RB	back
to	TO	to
talk	VV	talk
to	TO	to
Hamas	NNS	Hamas
if	IN	if
there	EX	there
was	VBD	be
a	DT	a
positive	JJ	positive
reaction	NN	reaction
from	IN	from
the	DT	the
Israeli	JJ	Israeli
side	NN	side
till	IN	till
now	RB	now
it	PP	it
seems	VVZ	seem
that	IN/that	that
there	EX	there
was	VBD	be
no	DT	no
positive	JJ	positive
acceptance	NN	acceptance
from	IN	from
the	DT	the
Israeli	JJ	Israeli
side	NN	side
we	PP	we
have	VHP	have
talked	VVN	talk
to	TO	to
the	DT	the
mediators	NNS	mediator
early	JJ	early
three	CD	three
days	NNS	day
before	IN	before
yesterday	NN	yesterday
and	CC	and
we	PP	we
told	VVD	tell
them	PP	them
if	IN	if
there	EX	there
was	VBD	be
a	DT	a
clear	JJ	clear
answer	NN	answer
from	IN	from
the	DT	the
Israelis	NNS	Israeli
that	WDT	that
they	PP	they
accept	VVP	accept
your	PP$	your
mediation	NN	mediation
they	PP	they
accept	VVP	accept
your	PP$	your
proposal	NN	proposal
we	PP	we
are	VBP	be
ready	JJ	ready
to	TO	to
participate	VV	participate
it	PP	it
seems	VVZ	seem
to	TO	to
me	PP	me
till	IN	till
now	RB	now
the	DT	the
the	DT	the
Israelis	NPS	Israelis
they	PP	they
didn't	VVD	didn't
say	VV	say
yes	UH	yes
yet	RB	yet
how	WRB	how
much	RB	much
how	WRB	how
much	JJ	much
leeway	NN	leeway
are	VBP	be
you	PP	you
willing	JJ	willing
to	TO	to
give	VV	give
we've	NN	we've
seen	VVN	see
the	DT	the
Israeli	JJ	Israeli
side	NN	side
Netanyahu	NP	Netanyahu
particularly	RB	particularly
push	VV	push
for	IN	for
Israeli	JJ	Israeli
control	NN	control
of	IN	of
the	DT	the
Philadelphia	NP	Philadelphia
Corridor	NP	Corridor
to	TO	to
keep	VV	keep
checkpoints	NNS	checkpoint
inside	IN	inside
Gaza	NP	Gaza
are	VBP	be
these	DT	these
issues	NNS	issue
that	IN/that	that
Hamas	NP	Hamas
is	VBZ	be
willing	JJ	willing
to	TO	to
give	VV	give
ground	NN	ground
on	IN	on
well	RB	well
it	PP	it
was	VBD	be
clear	JJ	clear
from	IN	from
for	IN	for
we	PP	we
have	VHP	have
received	VVN	receive
guarantees	NNS	guarantee
from	IN	from
the	DT	the
American	JJ	American
side	NN	side
through	IN	through
the	DT	the
mediators	NNS	mediator
the	DT	the
brothers	NNS	brother
in	IN	in
qar	NP	qar
and	CC	and
Egypt	NP	Egypt
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
withdrawal	NN	withdrawal
will	MD	will
be	VB	be
complete	JJ	complete
from	IN	from
Gaza	NP	Gaza
including	VVG	include
Philadelphia	NP	Philadelphia
X	NP	X
and	CC	and
RAF	NN	RAF
Cross	NP	Cross
Point	NP	Point
H	NP	H
from	IN	from
our	PP$	our
side	NN	side
our	PP$	our
position	NN	position
is	VBZ	be
clear	JJ	clear
we	PP	we
want	VVP	want
an	DT	an
a	DT	a
complete	JJ	complete
Israeli	JJ	Israeli
withdrawal	NN	withdrawal
and	CC	and
according	VVG	accord
to	TO	to
the	DT	the
maps	NNS	map
which	WDT	which
which	WDT	which
is	VBZ	be
supposed	VVN	suppose
to	TO	to
be	VB	be
included	VVN	include
to	TO	to
the	DT	the
agreement	NN	agreement
there	EX	there
will	MD	will
be	VB	be
no	DT	no
Israeli	JJ	Israeli
presence	NN	presence
on	IN	on
Philadelphia	NP	Philadelphia
and	CC	and
cring	VVG	cring
point	NN	point
and	CC	and
we	PP	we
have	VHP	have
received	VVN	receive
also	RB	also
a	DT	a
clear	JJ	clear
position	NN	position
from	IN	from
the	DT	the
Egyptian	JJ	Egyptian
side	NN	side
that	IN/that	that
they	PP	they
will	MD	will
not	RB	not
accept	VV	accept
the	DT	the
Israeli	JJ	Israeli
presence	NN	presence
anymore	RB	anymore
if	IN	if
there	EX	there
was	VBD	be
a	DT	a
ceasefire	NN	ceasefire
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
round	NN	round
of	IN	of
talks	NNS	talk
that	WDT	that
has	VHZ	have
taken	VVN	take
place	NN	place
without	IN	without
Ismail	NP	Ismail
hania	NP	hania
he	PP	he
was	VBD	be
the	DT	the
chief	JJ	chief
negotiator	NN	negotiator
of	IN	of
course	NN	course
he	PP	he
was	VBD	be
assassinated	VVN	assassinate
uh	UH	uh
in	IN	in
tan	JJ	tan
how	WRB	how
does	VVZ	do
that	IN/that	that
complicate	JJ	complicate
efforts	NNS	effort
for	IN	for
Hamas	NNS	Hamas
at	IN	at
the	DT	the
table	NN	table
well	VV	well
uh	UH	uh
let	VV	let
me	PP	me
start	VV	start
by	IN	by
saying	VVG	say
that	IN/that	that
the	DT	the
assassination	NN	assassination
of	IN	of
was	VBD	be
a	DT	a
clear	JJ	clear
sign	NN	sign
from	IN	from
Israeli	JJ	Israeli
side	NN	side
especially	RB	especially
nyaho	NN	nyaho
that	IN/that	that
he's	NNS	he's
not	RB	not
willing	JJ	willing
to	TO	to
have	VH	have
a	DT	a
CE	NP	CE
fire	NN	fire
Arrangement	NN	arrangement
and	CC	and
he's	NNS	he's
trying	VVG	try
to	TO	to
undermine	VV	undermine
the	DT	the
process	NN	process
in	IN	in
different	JJ	different
ways	NNS	way
uh	UH	uh
our	PP$	our
decision	NN	decision
was	VBD	be
to	TO	to
go	VV	go
forward	RB	forward
in	IN	in
the	DT	the
negotiations	NNS	negotiation
and	CC	and
to	TO	to
to	TO	to
achieve	VV	achieve
the	DT	the
goal	NN	goal
the	DT	the
ceasefire	NN	ceasefire
the	DT	the
Israeli	JJ	Israeli
withdrawal	NN	withdrawal
and	CC	and
the	DT	the
the	DT	the
reform	NN	reform
reconstruction	NN	reconstruction
of	IN	of
G	NP	G
now	RB	now
yir	NN	yir
is	VBZ	be
the	DT	the
head	NN	head
of	IN	of
Hamas	NP	Hamas
and	CC	and
he	PP	he
was	VBD	be
following	VVG	follow
the	DT	the
negotiations	NNS	negotiation
through	IN	through
the	DT	the
period	NN	period
of	IN	of
the	DT	the
presence	NN	presence
of	IN	of
brother	NN	brother
is	VBZ	be
Han	NP	Han
so	IN	so
I	PP	I
believe	VVP	believe
as	IN	as
principles	NNS	principle
there	EX	there
is	VBZ	be
no	DT	no
changes	NNS	change
in	IN	in
Hamas	JJ	Hamas
position	NN	position
and	CC	and
the	DT	the
same	JJ	same
delegation	NN	delegation
is	VBZ	be
following	VVG	follow
up	RP	up
the	DT	the
negotiations	NNS	negotiation
and	CC	and
they	PP	they
will	MD	will
continue	VV	continue
their	PP$	their
work	NN	work
under	IN	under
the	DT	the
supervision	NN	supervision
of	IN	of
hen	NN	hen
who	WP	who
was	VBD	be
involved	VVN	involve
all	PDT	all
the	DT	the
time	NN	time
about	IN	about
the	DT	the
negotiations	NNS	negotiation
does	VVZ	do
Hamas	NNS	Hamas
accept	VVP	accept
that	IN/that	that
now	RB	now
is	VBZ	be
the	DT	the
time	NN	time
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
and	CC	and
now	RB	now
is	VBZ	be
the	DT	the
time	NN	time
for	IN	for
compromise	JJ	compromise
difficult	JJ	difficult
compromises	NNS	compromise
given	VVN	give
that	IN/that	that
the	DT	the
death	NN	death
toll	NN	toll
in	IN	in
Gaza	NP	Gaza
has	VHZ	have
passed	VVN	pass
40,000	CD	@card@
people	NNS	people
an	DT	an
astonishing	JJ	astonishing
toll	NN	toll
taken	VVN	take
on	IN	on
the	DT	the
Gaza	NP	Gaza
population	NN	population
well	RB	well
I	PP	I
have	VHP	have
to	TO	to
remind	VV	remind
the	DT	the
everyone	NN	everyone
that	WDT	that
uh	UH	uh
the	DT	the
40,000	CD	@card@
people	NNS	people
who	WP	who
were	VBD	be
killed	VVN	kill
they	PP	they
are	VBP	be
our	PP$	our
own	JJ	own
people	NNS	people
so	IN	so
we	PP	we
and	CC	and
secondly	RB	secondly
from	IN	from
uh	UH	uh
after	IN	after
the	DT	the
the	DT	the
Paris	NP	Paris
initiative	NN	initiative
we	PP	we
have	VHP	have
a	DT	a
clear	JJ	clear
position	NN	position
welcoming	VVG	welcome
this	DT	this
initiative	NN	initiative
and	CC	and
showing	VVG	show
our	PP$	our
willing	JJ	willing
to	TO	to
have	VH	have
a	DT	a
a	DT	a
ceasefire	NN	ceasefire
all	RB	all
the	DT	the
time	NN	time
the	DT	the
one	CD	one
the	DT	the
side	NN	side
who	WP	who
was	VBD	be
undermining	VVG	undermine
the	DT	the
process	NN	process
was	VBD	be
the	DT	the
Israeli	JJ	Israeli
side	NN	side
we	PP	we
have	VHP	have
accepted	VVN	accept
the	DT	the
initiative	NN	initiative
of	IN	of
the	DT	the
mediators	NNS	mediator
in	IN	in
April	NP	April
the	DT	the
second	JJ	second
initiative	NN	initiative
in	IN	in
May	NP	May
and	CC	and
the	DT	the
third	JJ	third
initiative	NN	initiative
in	IN	in
June	NP	June
and	CC	and
every	DT	every
time	NN	time
the	DT	the
Israelis	NPS	Israelis
face	VVP	face
that	IN/that	that
with	IN	with
massacres	NNS	massacre
killing	VVG	kill
hundreds	NNS	hundred
of	IN	of
Palestinians	NPS	Palestinians
assassinations	NNS	assassination
and	CC	and
the	DT	the
new	JJ	new
conditions	NNS	condition
everyone	NN	everyone
understand	VVP	understand
especially	RB	especially
the	DT	the
mediators	NNS	mediator
that	IN/that	that
the	DT	the
side	NN	side
who's	NNS	who's
undermining	VVG	undermine
the	DT	the
process	NN	process
still	RB	still
now	RB	now
is	VBZ	be
the	DT	the
Israelis	NPS	Israelis
and	CC	and
they	PP	they
are	VBP	be
not	RB	not
showing	VVG	show
a	DT	a
real	JJ	real
will	NN	will
to	TO	to
accept	VV	accept
a	DT	a
ceas	NNS	ceas
fair	JJ	fair
and	CC	and
I	PP	I
hope	VVP	hope
also	RB	also
to	TO	to
see	VV	see
the	DT	the
American	JJ	American
position	NN	position
making	VVG	make
the	DT	the
needed	VVN	need
pressure	NN	pressure
on	IN	on
the	DT	the
Israeli	JJ	Israeli
side	NN	side
who's	NNS	who's
counting	VVG	count
on	IN	on
the	DT	the
American	JJ	American
position	NN	position
and	CC	and
and	CC	and
still	RB	still
undermining	VVG	undermine
the	DT	the
process	NN	process
okay	JJ	okay
Asama	NP	Asama
Hamden	NP	Hamden
good	JJ	good
to	TO	to
speak	VV	speak
to	TO	to
you	PP	you
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
taking	VVG	take
the	DT	the
time	NN	time
to	TO	to
join	VV	join
us	PP	us
here	RB	here
on	IN	on
Al	NP	Al
jazer	NN	jazer
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NN	jazer
</doc>	NN	</doc>
