<video_id>Bq0krsSvjbM</video_id>	JJ	<video_id>Bq0krsSvjbM</video_id>
hospital	NN	hospital
is	VBZ	be
overwhelmed	VVN	overwhelm
with	IN	with
patients	NNS	patient
medical	JJ	medical
workers	NNS	worker
and	CC	and
even	RB	even
the	DT	the
uh	UH	uh
displaced	VVN	displace
people	NNS	people
there	EX	there
are	VBP	be
more	JJR	more
than	IN	than
around	IN	around
uh	UH	uh
30,000	CD	@card@
uh	UH	uh
Palestinians	NPS	Palestinians
who	WP	who
are	VBP	be
residing	VVG	reside
inside	IN	inside
the	DT	the
hospital	NN	hospital
now	RB	now
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
forces	NNS	force
are	VBP	be
really	RB	really
saying	VVG	say
that	IN/that	that
they	PP	they
are	VBP	be
carrying	VVG	carry
out	RP	out
a	DT	a
precise	JJ	precise
military	JJ	military
uh	UH	uh
operation	NN	operation
inside	IN	inside
the	DT	the
asifa	NN	asifa
hospital	NN	hospital
based	VVN	base
on	IN	on
accurate	JJ	accurate
Military	NP	Military
Intelligence	NP	Intelligence
information	NN	information
about	IN	about
the	DT	the
targets	NNS	target
that	IN/that	that
they	PP	they
are	VBP	be
wanting	VVG	want
to	TO	to
eliminate	VV	eliminate
but	CC	but
meanwhile	RB	meanwhile
according	VVG	accord
to	TO	to
the	DT	the
director	NN	director
of	IN	of
Gaza	NP	Gaza
hospitals	NNS	hospital
no	DT	no
pullet	NN	pullet
had	VHD	have
been	VBN	be
shot	VVN	shoot
against	IN	against
Israeli	JJ	Israeli
troops	NNS	troop
from	IN	from
the	DT	the
Isa	NP	Isa
Hospital	NP	Hospital
which	WDT	which
give	VVP	give
a	DT	a
clear	JJ	clear
sign	NN	sign
that	IN/that	that
the	DT	the
ISA	NP	Isa
hospital	NN	hospital
is	VBZ	be
clear	JJ	clear
and	CC	and
empty	JJ	empty
of	IN	of
militants	NNS	militant
and	CC	and
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
are	VBP	be
now	RB	now
searching	VVG	search
inside	IN	inside
the	DT	the
buildings	NNS	building
of	IN	of
hospitals	NNS	hospital
looking	VVG	look
for	IN	for
further	JJR	further
targets	NNS	target
as	IN	as
the	DT	the
hospital	NN	hospital
is	VBZ	be
overwhelmed	VVN	overwhelm
with	IN	with
patients	NNS	patient
who	WP	who
are	VBP	be
in	IN	in
deep	JJ	deep
need	NN	need
for	IN	for
uh	UH	uh
humanitarian	JJ	humanitarian
and	CC	and
even	RB	even
medical	JJ	medical
support	VV	support
uh	UH	uh
in	IN	in
the	DT	the
current	JJ	current
moment	NN	moment
so	IN	so
uh	UH	uh
this	DT	this
attack	NN	attack
on	IN	on
a	DT	a
shifa	NN	shifa
hospital	NN	hospital
uh	UH	uh
is	VBZ	be
a	DT	a
clear	JJ	clear
violation	NN	violation
and	CC	and
according	VVG	accord
to	TO	to
the	DT	the
principles	NNS	principle
of	IN	of
international	JJ	international
knoww	NNS	knoww
and	CC	and
also	RB	also
the	DT	the
different	JJ	different
uh	UH	uh
Palestinian	JJ	Palestinian
factions	NNS	faction
have	VHP	have
called	VVN	call
The	DT	the
International	NP	International
Community	NP	Community
to	TO	to
send	VV	send
delegations	NNS	delegation
in	IN	in
order	NN	order
to	TO	to
check	VV	check
their	PP$	their
reality	NN	reality
on	IN	on
the	DT	the
ground	NN	ground
and	CC	and
of	IN	of
the	DT	the
Palestinian	NP	Palestinian
Ministry	NP	Ministry
of	IN	of
Health	NP	Health
inside	IN	inside
the	DT	the
territory	NN	territory
also	RB	also
said	VVD	say
that	IN/that	that
the	DT	the
uh	UH	uh
the	DT	the
situation	NN	situation
on	IN	on
the	DT	the
in	IN	in
the	DT	the
shifat	NN	shifat
hospital	NN	hospital
is	VBZ	be
catastrophic	JJ	catastrophic
and	CC	and
they	PP	they
are	VBP	be
appealing	VVG	appeal
for	IN	for
the	DT	the
International	NP	International
Community	NP	Community
to	TO	to
stop	VV	stop
what	WP	what
is	VBZ	be
happening	VVG	happen
on	IN	on
the	DT	the
ground	NN	ground
as	IN	as
the	DT	the
patients	NNS	patient
life	NN	life
inside	IN	inside
this	DT	this
medical	JJ	medical
complex	NN	complex
are	VBP	be
in	IN	in
on	IN	on
the	DT	the
edge	NN	edge
of	IN	of
collapse	NN	collapse
as	IN	as
there	EX	there
is	VBZ	be
no	RB	no
any	DT	any
safe	JJ	safe
passage	NN	passage
out	RP	out
to	TO	to
be	VB	be
delivered	VVN	deliver
to	TO	to
the	DT	the
southern	JJ	southern
areas	NNS	area
of	IN	of
the	DT	the
territory	NN	territory
T	NN	T
Israel	NP	Israel
claims	VVZ	claim
to	TO	to
be	VB	be
targeting	VVG	target
Hamas	NNS	Hamas
but	CC	but
there's	RB	there's
never	RB	never
been	VBN	be
any	DT	any
evidence	NN	evidence
provided	VVN	provide
of	IN	of
a	DT	a
Hamas	JJ	Hamas
presence	NN	presence
at	IN	at
hospitals	NNS	hospital
yes	RB	yes
always	RB	always
uh	UH	uh
Israel	NP	Israel
had	VHD	have
used	VVN	use
this	DT	this
protext	NN	protext
in	IN	in
order	NN	order
to	TO	to
attack	VV	attack
different	JJ	different
targets	NNS	target
as	IN	as
they	PP	they
had	VHD	have
as	IN	as
they	PP	they
had	VHD	have
previously	RB	previously
uh	UH	uh
set	VV	set
since	IN	since
the	DT	the
early	JJ	early
beginning	NN	beginning
of	IN	of
this	DT	this
fighting	NN	fighting
they	PP	they
are	VBP	be
talking	VVG	talk
about	IN	about
destruction	NN	destruction
of	IN	of
residential	JJ	residential
neighborhoods	NNS	neighborhood
are	VBP	be
claiming	VVG	claim
that	IN/that	that
they	PP	they
are	VBP	be
centers	NNS	center
for	IN	for
operation	NN	operation
or	CC	or
or	CC	or
command	NN	command
rooms	NNS	room
that	DT	that
operat	NN	operat
for	IN	for
the	DT	the
Palestinian	JJ	Palestinian
Fighters	NNS	fighter
meanwhile	RB	meanwhile
they	PP	they
are	VBP	be
now	RB	now
inside	IN	inside
the	DT	the
shifa	NN	shifa
hospital	NN	hospital
and	CC	and
even	RB	even
throughout	IN	throughout
the	DT	the
previous	JJ	previous
rounds	NNS	round
of	IN	of
fighting	VVG	fight
that	IN/that	that
erupted	VVN	erupt
between	IN	between
them	PP	them
and	CC	and
even	RB	even
with	IN	with
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
Fighters	NNS	fighter
they	PP	they
did	VVD	do
not	RB	not
manage	VV	manage
to	TO	to
prove	VV	prove
any	DT	any
evidence	NN	evidence
that	IN/that	that
really	RB	really
can	VV	can
uh	UH	uh
can	MD	can
condemn	VV	condemn
the	DT	the
use	NN	use
of	IN	of
uh	UH	uh
this	DT	this
medical	JJ	medical
complex	NN	complex
for	IN	for
military	JJ	military
purposes	NNS	purpose
and	CC	and
these	DT	these
allegations	NNS	allegation
have	VHP	have
been	VBN	be
met	VVN	meet
by	IN	by
a	DT	a
wave	NN	wave
of	IN	of
refugial	NN	refugial
and	CC	and
even	VV	even
uh	UH	uh
a	DT	a
disapproval	NN	disapproval
by	IN	by
the	DT	the
Palestinian	JJ	Palestinian
faction	NN	faction
and	CC	and
even	RB	even
the	DT	the
Palestinian	JJ	Palestinian
Ministry	NP	Ministry
of	IN	of
Health	NP	Health
which	WDT	which
denied	VVD	deny
all	RB	all
of	IN	of
this	DT	this
accusation	NN	accusation
and	CC	and
recommended	VVD	recommend
the	DT	the
International	NP	International
Community	NP	Community
to	TO	to
be	VB	be
a	DT	a
responsibility	NN	responsibility
regarding	VVG	regard
what	WP	what
is	VBZ	be
happening	VVG	happen
right	RB	right
now	RB	now
on	IN	on
the	DT	the
ground	NN	ground
in	IN	in
a	DT	a
shifa	NN	shifa
hospital	NN	hospital
T	NN	T
thanks	NNS	thanks
very	RB	very
much	RB	much
for	IN	for
that	DT	that
update	NN	update
well	RB	well
for	IN	for
more	JJR	more
on	IN	on
this	DT	this
now	RB	now
let's	NNS	let's
speak	VVP	speak
to	TO	to
Sarah	NP	Sarah
kyat	NN	kyat
joining	VVG	join
us	PP	us
live	VVP	live
now	RB	now
from	IN	from
rala	NP	rala
Sarah	NP	Sarah
we	PP	we
understand	VVP	understand
that	IN/that	that
Israeli	JJ	Israeli
forces	NNS	force
have	VHP	have
released	VVN	release
a	DT	a
statement	NN	statement
they	PP	they
are	VBP	be
they've	JJ	they've
confirmed	VVN	confirm
uh	UH	uh
the	DT	the
current	JJ	current
operation	NN	operation
that's	NNS	that's
under	IN	under
way	NN	way
um	NNS	um
they	PP	they
also	RB	also
said	VVD	say
that	IN/that	that
it's	NNS	it's
only	RB	only
happening	VVG	happen
in	IN	in
a	DT	a
certain	JJ	certain
part	NN	part
of	IN	of
alifer	NN	alifer
Hospital	NN	hospital
of	IN	of
course	NN	course
if	IN	if
you	PP	you
remember	VVP	remember
we've	NN	we've
covered	VVD	cover
this	DT	this
extensively	RB	extensively
how	WRB	how
that	DT	that
hospital	NN	hospital
is	VBZ	be
a	DT	a
huge	JJ	huge
uh	UH	uh
one	CD	one
with	IN	with
multiple	JJ	multiple
buildings	NNS	building
they're	NN	they're
saying	VVG	say
that	DT	that
they're	NN	they're
only	RB	only
working	VVG	work
on	IN	on
a	DT	a
precise	JJ	precise
area	NN	area
they	PP	they
said	VVD	say
this	DT	this
is	VBZ	be
all	RB	all
based	VVN	base
on	IN	on
their	PP$	their
own	JJ	own
intelligence	NN	intelligence
and	CC	and
that	DT	that
action	NN	action
was	VBD	be
is	VBZ	be
was	VBD	be
not	RB	not
intended	VVN	intend
to	TO	to
harm	VV	harm
patients	NNS	patient
medical	JJ	medical
staff	NN	staff
and	CC	and
citizens	NNS	citizen
they	PP	they
also	RB	also
uh	UH	uh
confirmed	VVD	confirm
that	IN/that	that
um	NNS	um
some	DT	some
of	IN	of
their	PP$	their
Medical	JJ	medical
Teams	NNS	team
they	PP	they
said	VVD	say
um	NNS	um
are	VBP	be
Arabic	JJ	Arabic
speakers	NNS	speaker
that	WDT	that
have	VHP	have
specific	JJ	specific
training	NN	training
to	TO	to
prepare	VV	prepare
they	PP	they
said	VVD	say
for	IN	for
this	DT	this
complex	JJ	complex
and	CC	and
sensitive	JJ	sensitive
uh	UH	uh
environment	NN	environment
well	RB	well
of	IN	of
course	NN	course
what	WP	what
we've	VVP	we've
been	VBN	be
hearing	NN	hearing
from	IN	from
uh	UH	uh
the	DT	the
head	NN	head
of	IN	of
the	DT	the
hospital	NN	hospital
paints	VVZ	paint
a	DT	a
very	RB	very
different	JJ	different
picture	NN	picture
we	PP	we
also	RB	also
of	IN	of
course	NN	course
heard	VVN	hear
from	IN	from
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
Health	NP	Health
Minister	NP	Minister
um	NN	um
who	WP	who
has	VHZ	have
said	VVN	say
that	IN/that	that
they're	NN	they're
requesting	VVG	request
International	NP	International
protection	NN	protection
for	IN	for
all	DT	all
of	IN	of
those	DT	those
that	WDT	that
are	VBP	be
in	IN	in
the	DT	the
hospitals	NNS	hospital
seeking	VVG	seek
treatment	NN	treatment
um	NNS	um
that	WDT	that
that	RB	that
includes	VVZ	include
doctors	NNS	doctor
health	NN	health
workers	NNS	worker
and	CC	and
of	IN	of
course	NN	course
civilians	NNS	civilian
and	CC	and
displaced	VVN	displace
people	NNS	people
because	IN	because
we	PP	we
know	VVP	know
there's	RB	there's
around	IN	around
7,000	CD	@card@
of	IN	of
them	PP	them
that	WDT	that
took	VVD	take
Refuge	NP	Refuge
after	IN	after
the	DT	the
Israeli	JJ	Israeli
military	NN	military
itself	PP	itself
had	VHD	have
warned	VVN	warn
uh	UH	uh
people	NNS	people
in	IN	in
the	DT	the
north	NN	north
to	TO	to
move	VV	move
to	TO	to
the	DT	the
South	NP	South
so	RB	so
many	JJ	many
of	IN	of
those	DT	those
are	VBP	be
taking	VVG	take
Refuge	NP	Refuge
uh	UH	uh
there	RB	there
they	PP	they
also	RB	also
uh	UH	uh
called	VVN	call
for	IN	for
the	DT	the
protection	NN	protection
of	IN	of
all	DT	all
of	IN	of
those	DT	those
people	NNS	people
in	IN	in
that	DT	that
hospital	NN	hospital
under	IN	under
international	JJ	international
law	NN	law
and	CC	and
that	IN/that	that
they	PP	they
had	VHD	have
already	RB	already
reached	VVD	reach
uh	UH	uh
the	DT	the
Red	NP	Red
Cross	NP	Cross
but	CC	but
uh	UH	uh
according	VVG	accord
to	TO	to
the	DT	the
health	NN	health
Ministry	NP	Ministry
for	IN	for
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
they	PP	they
said	VVD	say
that	IN/that	that
um	VVG	um
the	DT	the
the	DT	the
Red	NP	Red
Cross	NP	Cross
couldn't	NN	couldn't
really	RB	really
uh	UH	uh
do	VV	do
much	RB	much
given	VVN	give
uh	UH	uh
the	DT	the
circumstances	NNS	circumstance
and	CC	and
of	IN	of
course	NN	course
we've	NN	we've
also	RB	also
heard	VVN	hear
from	IN	from
Hamas	NNS	Hamas
as	IN	as
well	RB	well
condemning	VVG	condemn
this	DT	this
and	CC	and
saying	VVG	say
that	IN/that	that
the	DT	the
US	NP	US
is	VBZ	be
also	RB	also
complicit	JJ	complicit
in	IN	in
uh	UH	uh
this	DT	this
and	CC	and
in	IN	in
any	DT	any
deaths	NNS	death
that	WDT	that
are	VBP	be
carried	VVN	carry
out	RP	out
against	IN	against
uh	UH	uh
those	DT	those
civilians	NNS	civilian
that	WDT	that
are	VBP	be
H	NP	H
up	RP	up
now	RB	now
in	IN	in
that	DT	that
uh	UH	uh
Hospital	NN	hospital
uh	UH	uh
because	IN	because
it	PP	it
said	VVD	say
that	IN/that	that
the	DT	the
US	NP	US
gave	VVD	give
the	DT	the
green	JJ	green
light	NN	light
to	TO	to
that	WDT	that
this	DT	this
is	VBZ	be
an	DT	an
extraordinary	JJ	extraordinary
de	NP	de
velopment	NN	velopment
that	IN/that	that
we're	NN	we're
seeing	VVG	see
folding	NN	folding
out	RP	out
in	IN	in
front	NN	front
of	IN	of
us	PP	us
never	RB	never
really	RB	really
seen	VVN	see
anything	NN	anything
uh	UH	uh
like	VV	like
this	DT	this
and	CC	and
of	IN	of
course	VV	course
uh	UH	uh
speaking	NN	speaking
aler	NN	aler
is	VBZ	be
speaking	VVG	speak
to	TO	to
uh	UH	uh
the	DT	the
head	NN	head
of	IN	of
that	DT	that
hospital	NN	hospital
confirming	VVG	confirm
um	NNS	um
that	IN/that	that
there	EX	there
is	VBZ	be
uh	UH	uh
nothing	NN	nothing
uh	UH	uh
that	WDT	that
is	VBZ	be
harboring	VVG	harbor
Hamas	NNS	Hamas
that	IN/that	that
there	EX	there
is	VBZ	be
no	DT	no
command	NN	command
center	NN	center
as	IN	as
per	IN	per
Israeli	NP	Israeli
forces	VVZ	force
the	DT	the
reason	VV	reason
uh	UH	uh
the	DT	the
green	JJ	green
card	NN	card
they	PP	they
said	VVD	say
that	IN/that	that
allowed	VVN	allow
them	PP	them
to	TO	to
go	VV	go
in	IN	in
according	VVG	accord
to	TO	to
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
is	VBZ	be
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
command	NN	command
center	NN	center
effectively	RB	effectively
what	WP	what
they've	NN	they've
called	VVN	call
as	IN	as
the	DT	the
Hamas	NP	Hamas
Pentagon	NP	Pentagon
um	NNS	um
now	RB	now
the	DT	the
forces	NNS	force
also	RB	also
did	VVD	do
add	VV	add
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
um	VVG	um
the	DT	the
military	JJ	military
spokesman	NN	spokesman
uh	UH	uh
Daniel	NP	Daniel
hagari	NP	hagari
said	VVD	say
that	IN/that	that
they	PP	they
are	VBP	be
also	RB	also
there	RB	there
to	TO	to
look	VV	look
for	IN	for
those	DT	those
hostages	NNS	hostage
so	RB	so
perhaps	RB	perhaps
based	VVN	base
on	IN	on
their	PP$	their
intelligence	NN	intelligence
they	PP	they
believe	VVP	believe
that	IN/that	that
those	DT	those
are	VBP	be
being	VBG	be
held	VVN	hold
captive	JJ	captive
uh	UH	uh
may	MD	may
be	VB	be
held	VVN	hold
there	RB	there
of	IN	of
course	NN	course
more	JJR	more
than	IN	than
240	CD	@card@
uh	UH	uh
people	NNS	people
are	VBP	be
still	RB	still
held	VVN	hold
in	IN	in
Gaza	NP	Gaza
right	RB	right
now	RB	now
Sarat	NP	Sarat
thank	VVP	thank
you	PP	you
in	IN	in
rala	NN	rala
for	IN	for
us	PP	us
there	RB	there
</doc>	JJ	</doc>
