<video_id>mt4yG_cNPB4</video_id>	JJ	<video_id>mt4yG_cNPB4</video_id>
need	VVP	need
to	TO	to
be	VB	be
opened	VVN	open
as	RB	as
soon	RB	soon
as	RB	as
possible	JJ	possible
to	TO	to
get	VV	get
humanitarian	JJ	humanitarian
Aid	NN	aid
in	IN	in
and	CC	and
also	RB	also
interestingly	RB	interestingly
he	PP	he
said	VVD	say
that	IN/that	that
the	DT	the
observers	NNS	observer
from	IN	from
the	DT	the
United	NP	United
Nations	NPS	Nations
have	VHP	have
to	TO	to
also	RB	also
get	VV	get
access	NN	access
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
no	DT	no
evidence	VV	evidence
uh	UH	uh
of	IN	of
any	DT	any
possible	JJ	possible
war	NN	war
crimes	NNS	crime
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
disappearing	VVG	disappear
so	IN	so
they	PP	they
need	VVP	need
to	TO	to
get	VV	get
that	DT	that
access	NN	access
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
to	TO	to
do	VV	do
these	DT	these
investigations	NNS	investigation
and	CC	and
Israel	NP	Israel
has	VHZ	have
to	TO	to
report	VV	report
about	IN	about
all	PDT	all
these	DT	these
steps	NNS	step
within	IN	within
a	DT	a
month	NN	month
back	RB	back
to	TO	to
the	DT	the
court	NN	court
step	NN	step
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	IN/that	that
no	DT	no
doubt	NN	doubt
we	PP	we
will	MD	will
be	VB	be
coming	VVG	come
uh	UH	uh
back	RB	back
to	TO	to
you	PP	you
very	RB	very
soon	RB	soon
but	CC	but
for	IN	for
now	RB	now
let's	NNS	let's
bring	VVP	bring
in	IN	in
our	PP$	our
diplomatic	JJ	diplomatic
editor	NN	editor
James	NP	James
baz	NP	Baz
who	WP	who
has	VHZ	have
been	VBN	be
watching	VVG	watch
the	DT	the
Court's	NP	Court's
proceedings	NNS	proceeding
with	IN	with
us	PP	us
and	CC	and
a	DT	a
lot	NN	lot
to	TO	to
unpack	VV	unpack
here	RB	here
James	NP	James
before	IN	before
we	PP	we
get	VVP	get
to	TO	to
the	DT	the
nitty	JJ	nitty
into	IN	into
the	DT	the
nitty-gritty	NN	nitty-gritty
how	WRB	how
significant	JJ	significant
is	VBZ	be
the	DT	the
ruling	NN	ruling
what	WP	what
do	VVP	do
you	PP	you
make	VV	make
of	IN	of
this	DT	this
very	RB	very
very	RB	very
strong	JJ	strong
order	NN	order
from	IN	from
the	DT	the
court	NN	court
on	IN	on
this	DT	this
occasion	VV	occasion
uh	UH	uh
they've	NN	they've
had	VHD	have
two	CD	two
previous	JJ	previous
orders	NNS	order
um	JJ	um
provisional	JJ	provisional
measures	NNS	measure
they	PP	they
call	VVP	call
them	PP	them
um	NNS	um
where	WRB	where
they've	NN	they've
told	VVD	tell
Israel	NP	Israel
to	TO	to
let	VV	let
the	DT	the
aid	NN	aid
in	IN	in
and	CC	and
stop	VV	stop
some	DT	some
of	IN	of
these	DT	these
measures	NNS	measure
that	WDT	that
could	MD	could
plausibly	RB	plausibly
be	VB	be
leading	VVG	lead
to	TO	to
a	DT	a
genocide	NN	genocide
uh	UH	uh
but	CC	but
now	RB	now
they've	NN	they've
followed	VVD	follow
South	JJ	South
Africa's	NNS	Africa's
lead	NN	lead
which	WDT	which
is	VBZ	be
was	VBD	be
was	VBD	be
asking	VVG	ask
for	IN	for
this	DT	this
um	JJ	um
South	NP	South
Africa	NP	Africa
very	RB	very
specific	JJ	specific
this	DT	this
time	NN	time
they	PP	they
tightened	VVD	tighten
their	PP$	their
focus	NN	focus
to	TO	to
the	DT	the
Rafa	NP	Rafa
offensive	NN	offensive
and	CC	and
the	DT	the
orders	NNS	order
are	VBP	be
really	RB	really
clear	JJ	clear
stop	VV	stop
the	DT	the
Rafa	NP	Rafa
offensive	NN	offensive
now	RB	now
open	VV	open
the	DT	the
Rafa	NP	Rafa
border	NN	border
crossing	VVG	cross
now	RB	now
and	CC	and
let	VV	let
any	DT	any
investigative	JJ	investigative
body	NN	body
and	CC	and
un	NN	un
body	NN	body
into	IN	into
into	IN	into
um	NNS	um
into	IN	into
Gaza	NP	Gaza
through	IN	through
the	DT	the
Rafa	NP	Rafa
Crossing	VVG	cross
very	RB	very
very	RB	very
clear	JJ	clear
orders	NNS	order
that	IN/that	that
Israel	NP	Israel
and	CC	and
he	PP	he
said	VVD	say
made	VVD	make
it	PP	it
a	DT	a
point	NN	point
at	IN	at
the	DT	the
end	NN	end
this	DT	this
has	VHZ	have
binding	JJ	binding
effect	NN	effect
there	EX	there
is	VBZ	be
an	DT	an
international	JJ	international
legal	JJ	legal
obligation	NN	obligation
this	DT	this
is	VBZ	be
the	DT	the
top	JJ	top
Court	NN	court
in	IN	in
the	DT	the
UN	NP	UN
system	NN	system
it's	NNS	it's
elected	VVN	elect
by	IN	by
the	DT	the
193	CD	@card@
member	NN	member
states	NNS	state
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
a	DT	a
joint	JJ	joint
election	NN	election
that	WDT	that
takes	VVZ	take
place	NN	place
in	IN	in
the	DT	the
security	NN	security
Council	NN	council
and	CC	and
the	DT	the
general	JJ	general
assembly	NN	assembly
Israel	NP	Israel
is	VBZ	be
a	DT	a
member	NN	member
state	NN	state
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
under	IN	under
international	JJ	international
law	NN	law
Israel	NP	Israel
must	MD	must
do	VV	do
what	WP	what
it's	NNS	it's
told	VVN	tell
and	CC	and
but	RB	but
since	IN	since
it's	NNS	it's
been	VBN	be
told	VVN	tell
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
January	NP	January
to	TO	to
not	RB	not
commit	VV	commit
any	DT	any
acts	NNS	act
that	WDT	that
could	MD	could
amount	VV	amount
to	TO	to
genocide	NN	genocide
among	IN	among
other	JJ	other
things	NNS	thing
Israel	NP	Israel
has	VHZ	have
killed	VVN	kill
more	JJR	more
than	IN	than
15,000	CD	@card@
people	NNS	people
in	IN	in
Gaza	NP	Gaza
I	PP	I
I	PP	I
know	VVP	know
that	IN/that	that
you're	NN	you're
saying	VVG	say
there	RB	there
certainly	RB	certainly
very	RB	very
strong	JJ	strong
orders	NNS	order
but	CC	but
if	IN	if
we	PP	we
look	VVP	look
at	IN	at
perhaps	RB	perhaps
the	DT	the
most	RBS	most
important	JJ	important
one	CD	one
the	DT	the
one	CD	one
that	IN/that	that
South	NP	South
Africa	NP	Africa
was	VBD	be
asking	VVG	ask
for	IN	for
more	RBR	more
urgently	RB	urgently
most	RBS	most
urgently	RB	urgently
to	TO	to
immediately	RB	immediately
halt	VV	halt
its	PP$	its
military	JJ	military
offensive	NN	offensive
if	IN	if
you	PP	you
look	VVP	look
at	IN	at
the	DT	the
wording	VVG	word
James	NP	James
I	PP	I
wonder	VVP	wonder
if	IN	if
Israel	NP	Israel
will	MD	will
find	VV	find
room	NN	room
to	TO	to
maneuver	VV	maneuver
here	RB	here
because	IN	because
it	PP	it
says	VVZ	say
it	PP	it
immediately	RB	immediately
halt	VVP	halt
its	PP$	its
military	JJ	military
offensive	NN	offensive
and	CC	and
any	DT	any
other	JJ	other
action	NN	action
in	IN	in
Rafa	NP	Rafa
which	WDT	which
may	MD	may
inflict	VV	inflict
on	IN	on
the	DT	the
Palestinian	JJ	Palestinian
group	NN	group
in	IN	in
Gaza	NP	Gaza
conditions	NNS	condition
of	IN	of
life	NN	life
that	WDT	that
could	MD	could
bring	VV	bring
about	IN	about
its	PP$	its
physical	JJ	physical
destruction	NN	destruction
in	IN	in
whole	NN	whole
or	CC	or
in	IN	in
part	NN	part
could	MD	could
Israel	NP	Israel
argue	VVP	argue
that	IN/that	that
its	PP$	its
operations	NNS	operation
um	NNS	um
don't	VVD	don't
inflict	VV	inflict
on	IN	on
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
you	PP	you
know	VVP	know
the	DT	the
conditions	NNS	condition
of	IN	of
life	NN	life
that	WDT	that
would	MD	would
bring	VV	bring
about	IN	about
their	PP$	their
destruction	NN	destruction
do	VV	do
how	WRB	how
do	VVP	do
you	PP	you
see	VVP	see
Israel	NP	Israel
engaging	VVG	engage
with	IN	with
this	DT	this
I'm	NP	I'm
sure	JJ	sure
Israel	NP	Israel
will	MD	will
again	RB	again
say	VV	say
we	PP	we
gave	VVD	give
everyone	NN	everyone
warning	NN	warning
and	CC	and
there	EX	there
were	VBD	be
evacuation	NN	evacuation
orders	NNS	order
and	CC	and
people	NNS	people
should	MD	should
just	RB	just
follow	VV	follow
them	PP	them
but	CC	but
the	DT	the
court	NN	court
talked	VVD	talk
about	RB	about
that	IN/that	that
ab	NP	ab
and	CC	and
it's	NNS	it's
pretty	RB	pretty
clear	VVP	clear
it	PP	it
doesn't	VVD	doesn't
accept	VV	accept
that	IN/that	that
yeah	RB	yeah
Israel	NP	Israel
has	VHZ	have
to	TO	to
comply	VV	comply
with	IN	with
this	DT	this
but	CC	but
the	DT	the
second	JJ	second
part	NN	part
of	IN	of
it	PP	it
is	VBZ	be
Israel	NP	Israel
will	MD	will
not	RB	not
we	PP	we
know	VVP	know
how	WRB	how
Israel	NP	Israel
operates	VVZ	operate
we	PP	we
know	VVP	know
there	EX	there
are	VBP	be
numerous	JJ	numerous
Security	NP	Security
Council	NP	Council
resolutions	NNS	resolution
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
not	RB	not
uh	UH	uh
complied	VVN	comply
with	IN	with
I	PP	I
have	VHP	have
no	DT	no
expectation	NN	expectation
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
going	VVG	go
to	TO	to
suddenly	RB	suddenly
put	VV	put
prime	JJ	prime
minister	NN	minister
Netanyahu	NP	Netanyahu
on	IN	on
television	NN	television
in	IN	in
an	DT	an
hour	NN	hour
and	CC	and
say	VVP	say
we're	NN	we're
ending	VVG	end
the	DT	the
raffer	NN	raffer
offensive	NN	offensive
which	WDT	which
means	VVZ	mean
that	IN/that	that
this	DT	this
court	NN	court
has	VHZ	have
done	VVN	do
its	PP$	its
bit	NN	bit
but	CC	but
this	DT	this
court	NN	court
has	VHZ	have
no	DT	no
enforcement	NN	enforcement
power	NN	power
whatsoever	RB	whatsoever
in	IN	in
the	DT	the
UN	NP	UN
system	NN	system
the	DT	the
enforcement	NN	enforcement
power	NN	power
goes	VVZ	go
back	RB	back
to	TO	to
New	NP	New
York	NP	York
and	CC	and
it's	NNS	it's
then	RB	then
a	DT	a
question	NN	question
of	IN	of
uh	UH	uh
the	DT	the
um	JJ	um
Security	NP	Security
Council	NP	Council
and	CC	and
the	DT	the
general	JJ	general
assembly	NN	assembly
particularly	RB	particularly
the	DT	the
security	NN	security
Council	NN	council
because	IN	because
that	WDT	that
has	VHZ	have
the	DT	the
power	NN	power
under	IN	under
the	DT	the
UN	NP	UN
Charter	NP	Charter
to	TO	to
put	VV	put
in	IN	in
enforcement	NN	enforcement
measures	NNS	measure
if	IN	if
the	DT	the
security	NN	security
Council	NP	Council
decided	VVD	decide
it	PP	it
it	PP	it
could	MD	could
send	VV	send
in	IN	in
an	DT	an
international	JJ	international
Force	NP	Force
to	TO	to
make	VV	make
Israel	NP	Israel
do	VV	do
what	WP	what
it	PP	it
wants	VVZ	want
so	RB	so
the	DT	the
pressure	NN	pressure
is	VBZ	be
on	IN	on
the	DT	the
security	NN	security
Council	NN	council
but	CC	but
in	IN	in
particular	RB	particular
the	DT	the
pressure	NN	pressure
is	VBZ	be
on	IN	on
the	DT	the
United	NP	United
States	NP	States
we	PP	we
saw	VVD	see
the	DT	the
outrage	NN	outrage
in	IN	in
the	DT	the
US	NP	US
earlier	RBR	earlier
this	DT	this
week	NN	week
when	WRB	when
the	DT	the
international	JJ	international
criminal	JJ	criminal
court	NN	court
that's	NNS	that's
a	DT	a
separate	JJ	separate
Court	NN	court
in	IN	in
the	DT	the
hay	NN	hay
came	VVD	come
up	RP	up
with	IN	with
um	NNS	um
with	IN	with
recommendations	NNS	recommendation
from	IN	from
the	DT	the
prosecutor	NN	prosecutor
which	WDT	which
then	RB	then
have	VHP	have
to	TO	to
go	VV	go
to	TO	to
judges	NNS	judge
uh	UH	uh
that	IN/that	that
Prime	NP	Prime
Min	NP	Min
Netanyahu	NP	Netanyahu
and	CC	and
defense	NN	defense
minister	NN	minister
Galant	NN	Galant
um	NNS	um
should	MD	should
face	VV	face
arrest	NN	arrest
warrants	NNS	warrant
for	IN	for
crimes	NNS	crime
against	IN	against
humanity	NN	humanity
and	CC	and
war	NN	war
crimes	NNS	crime
that	WDT	that
that	RB	that
have	VHP	have
taken	VVN	take
place	VV	place
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
it's	NNS	it's
harder	RBR	harder
for	IN	for
the	DT	the
US	NP	US
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
this	DT	this
this	DT	this
is	VBZ	be
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
um	NNS	um
all	DT	all
member	NN	member
states	NNS	state
must	MD	must
abide	VV	abide
by	IN	by
this	DT	this
and	CC	and
yes	UH	yes
the	DT	the
US	NP	US
is	VBZ	be
saying	VVG	say
the	DT	the
same	JJ	same
thing	NN	thing
as	IN	as
this	DT	this
court	NN	court
the	DT	the
US	NP	US
for	IN	for
weeks	NNS	week
has	VHZ	have
been	VBN	be
saying	VVG	say
the	DT	the
raffer	NN	raffer
crossing	NN	crossing
must	MD	must
be	VB	be
open	JJ	open
and	CC	and
there	RB	there
shouldn't	NN	shouldn't
be	VB	be
a	DT	a
Rafer	NP	Rafer
offensive	NN	offensive
the	DT	the
US	NP	US
doesn't	NN	doesn't
disagree	VVP	disagree
with	IN	with
this	DT	this
so	RB	so
when	WRB	when
someone	NN	someone
brings	VVZ	bring
this	DT	this
up	RP	up
in	IN	in
the	DT	the
security	NN	security
Council	NN	council
and	CC	and
I	PP	I
have	VHP	have
no	DT	no
doubt	NN	doubt
that	IN/that	that
this	DT	this
will	MD	will
be	VB	be
the	DT	the
basis	NN	basis
now	RB	now
of	IN	of
a	DT	a
resolution	NN	resolution
towards	IN	towards
the	DT	the
security	NN	security
Council	NN	council
probably	RB	probably
Algeria	NP	Algeria
they're	NN	they're
the	DT	the
current	JJ	current
Arab	JJ	Arab
member	NN	member
of	IN	of
the	DT	the
security	NN	security
Council	NP	Council
how	WRB	how
is	VBZ	be
the	DT	the
US	NP	US
going	VVG	go
to	TO	to
veto	VV	veto
that	IN/that	that
when	WRB	when
do	VVP	do
you	PP	you
expect	VVP	expect
this	DT	this
to	TO	to
come	VV	come
up	RP	up
in	IN	in
front	NN	front
of	IN	of
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
we'll	NN	we'll
have	VH	have
to	TO	to
ask	VV	ask
our	PP$	our
colleagues	NNS	colleague
in	IN	in
New	NP	New
York	NP	York
there's	RB	there's
actually	RB	actually
an	DT	an
interesting	JJ	interesting
um	NN	um
security	NN	security
Council	NP	Council
vote	NN	vote
coming	VVG	come
up	RP	up
soon	RB	soon
on	IN	on
the	DT	the
whole	JJ	whole
issue	NN	issue
of	IN	of
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
which	WDT	which
is	VBZ	be
what	WP	what
Israel	NP	Israel
is	VBZ	be
clearly	RB	clearly
defying	VVG	defy
here	RB	here
not	RB	not
specifically	RB	specifically
about	IN	about
Gaza	NP	Gaza
but	CC	but
about	IN	about
International	NP	International
humanitarian	JJ	humanitarian
law	NN	law
and	CC	and
how	WRB	how
people	NNS	people
are	VBP	be
not	RB	not
obeying	VVG	obey
it	PP	it
and	CC	and
how	WRB	how
to	TO	to
strengthen	VV	strengthen
it	PP	it
um	JJ	um
so	RB	so
so	RB	so
Ambassador	NP	Ambassador
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
meeting	VVG	meet
shortly	RB	shortly
I	PP	I
think	VVP	think
given	JJ	given
given	VVN	give
that	IN/that	that
the	DT	the
measures	NNS	measure
here	RB	here
are	VBP	be
so	RB	so
strong	JJ	strong
you	PP	you
could	MD	could
come	VV	come
up	RP	up
with	IN	with
a	DT	a
security	NN	security
Council	NN	council
resolution	NN	resolution
that	WDT	that
is	VBZ	be
literally	RB	literally
a	DT	a
few	JJ	few
a	DT	a
a	DT	a
few	JJ	few
paragraphs	NNS	paragraph
long	JJ	long
uh	UH	uh
because	IN	because
it	PP	it
simply	RB	simply
could	MD	could
say	VV	say
the	DT	the
security	NN	security
Council	NP	Council
demands	VVZ	demand
that	IN/that	that
Israel	NP	Israel
abide	VV	abide
by	IN	by
the	DT	the
provisional	JJ	provisional
measures	NNS	measure
put	VVP	put
in	RB	in
place	VV	place
uh	UH	uh
by	IN	by
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
um	NNS	um
I	PP	I
suspect	VVP	suspect
though	IN	though
the	DT	the
way	NN	way
the	DT	the
security	NN	security
Council	NN	council
works	NNS	work
and	CC	and
I've	NP	I've
spent	VVD	spend
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
in	IN	in
New	NP	New
York	NP	York
following	VVG	follow
their	PP$	their
deliberations	NNS	deliberation
they'll	RB	they'll
be	VB	be
back	RB	back
and	CC	and
forth	RB	forth
on	IN	on
this	DT	this
the	DT	the
US	NP	US
will	MD	will
try	VV	try
and	CC	and
moderate	VV	moderate
what	WP	what
others	NNS	other
want	VVP	want
to	TO	to
do	VV	do
but	CC	but
it	PP	it
puts	VVZ	put
I	PP	I
think	VVP	think
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
in	IN	in
a	DT	a
very	RB	very
difficult	JJ	difficult
position	NN	position
and	CC	and
it	PP	it
puts	VVZ	put
Israel	NP	Israel
in	IN	in
I	PP	I
think	VVP	think
one	PP	one
of	IN	of
the	DT	the
most	RBS	most
difficult	JJ	difficult
weeks	NNS	week
it's	NNS	it's
had	VHD	have
um	NNS	um
it	PP	it
both	CC	both
diplomatically	RB	diplomatically
legally	RB	legally
because	IN	because
we've	NN	we've
had	VHD	have
that	DT	that
I	NP	I
prosecutor	NN	prosecutor
saying	VVG	say
the	DT	the
Prime	NP	Prime
Minister	NP	Minister
and	CC	and
the	DT	the
defense	NN	defense
minister	NN	minister
should	MD	should
face	VV	face
arrest	NN	arrest
warrants	NNS	warrant
we've	NN	we've
had	VHD	have
this	DT	this
um	NN	um
very	RB	very
very	RB	very
strong	JJ	strong
ruling	NN	ruling
by	IN	by
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
and	CC	and
we've	NN	we've
had	VHD	have
fresh	JJ	fresh
momentum	NN	momentum
in	IN	in
the	DT	the
recognition	NN	recognition
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
state	NN	state
by	IN	by
three	CD	three
key	JJ	key
European	JJ	European
countries	NNS	country
and	CC	and
when	WRB	when
you	PP	you
look	VVP	look
at	IN	at
the	DT	the
orders	NNS	order
and	CC	and
judge	NN	judge
Salam	NP	Salam
went	VVD	go
through	IN	through
who's	NNS	who's
in	IN	in
favor	NN	favor
and	CC	and
who's	NNS	who's
against	IN	against
it	PP	it
breaks	VVZ	break
down	RB	down
as	IN	as
previous	JJ	previous
orders	NNS	order
that	IN/that	that
we've	NN	we've
seen	VVN	see
from	IN	from
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
with	IN	with
13	CD	@card@
in	IN	in
favor	NN	favor
two	CD	two
against	IN	against
the	DT	the
two	CD	two
being	NN	being
the	DT	the
ad	FW	ad
hoc	FW	hoc
Israeli	JJ	Israeli
judge	NN	judge
and	CC	and
the	DT	the
Ugandan	JJ	Ugandan
judge	NN	judge
how	WRB	how
much	RB	much
does	VVZ	do
this	DT	this
once	RB	once
again	RB	again
highlight	VV	highlight
what	WP	what
the	DT	the
world	NN	world
wants	VVZ	want
to	TO	to
see	VV	see
happen	VV	happen
and	CC	and
how	WRB	how
isolated	JJ	isolated
the	DT	the
Israel	NP	Israel
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
are	VBP	be
on	IN	on
this	DT	this
absolutely	RB	absolutely
um	JJ	um
yes	NN	yes
it's	NNS	it's
worth	NN	worth
telling	VVG	tell
you	PP	you
who	WP	who
that	DT	that
Ugandan	JJ	Ugandan
judge	NN	judge
is	VBZ	be
Julia	NP	Julia
seend	NN	seend
she	PP	she
also	RB	also
voted	VVD	vote
against	IN	against
the	DT	the
majority	NN	majority
of	IN	of
the	DT	the
Court	NP	Court
um	NN	um
in	IN	in
previous	JJ	previous
um	JJ	um
uh	UH	uh
discussions	NNS	discussion
around	IN	around
the	DT	the
court	NN	court
um	NN	um
on	IN	on
previous	JJ	previous
um	JJ	um
provisional	JJ	provisional
measures	NNS	measure
she's	NNS	she's
Ugandan	JJ	Ugandan
and	CC	and
actually	RB	actually
she's	NNS	she's
since	RB	since
become	VVP	become
the	DT	the
vice	JJ	vice
president	NN	president
of	IN	of
the	DT	the
Court	NP	Court
uh	UH	uh
since	IN	since
the	DT	the
first	JJ	first
uh	UH	uh
ruling	VVG	rule
uh	UH	uh
back	RB	back
in	IN	in
January	NP	January
but	CC	but
it's	NNS	it's
I	PP	I
mean	VVP	mean
and	CC	and
the	DT	the
only	JJ	only
other	JJ	other
person	NN	person
joining	VVG	join
is	VBZ	be
is	VBZ	be
um	JJ	um
judge	NN	judge
Barack	NN	Barack
who	WP	who
is	VBZ	be
just	RB	just
appointed	VVN	appoint
for	IN	for
this	DT	this
hearing	NN	hearing
the	DT	the
way	NN	way
it	PP	it
works	VVZ	work
is	VBZ	be
you	PP	you
have	VHP	have
a	DT	a
set	NN	set
of	IN	of
Judges	NNS	judge
who	WP	who
are	VBP	be
there	RB	there
permanently	RB	permanently
and	CC	and
then	RB	then
if	IN	if
a	DT	a
country	NN	country
is	VBZ	be
on	IN	on
is	VBZ	be
is	VBZ	be
on	IN	on
the	DT	the
um	NN	um
is	VBZ	be
being	VBG	be
discussed	VVN	discuss
in	IN	in
the	DT	the
court	NN	court
is	VBZ	be
facing	VVG	face
proceedings	NNS	proceeding
in	IN	in
the	DT	the
court	NN	court
um	NN	um
and	CC	and
they	PP	they
don't	VVD	don't
have	VH	have
a	DT	a
judge	NN	judge
already	RB	already
on	IN	on
the	DT	the
court	NN	court
they're	NN	they're
allowed	VVN	allow
to	TO	to
have	VH	have
their	PP$	their
own	JJ	own
adah	NN	adah
judge	NN	judge
and	CC	and
so	RB	so
it's	NNS	it's
the	DT	the
Israeli	JJ	Israeli
judge	NN	judge
who	WP	who
has	VHZ	have
joined	VVN	join
her	PP	her
in	IN	in
