<video_id>RD67acl3DaU</video_id>	JJ	<video_id>RD67acl3DaU</video_id>
the	DT	the
things	NNS	thing
that	IN/that	that
Palestinians	NPS	Palestinians
we've	NNS	we've
been	VBN	be
speaking	VVG	speak
to	TO	to
have	VH	have
been	VBN	be
saying	VVG	say
for	IN	for
the	DT	the
last	JJ	last
6	CD	@card@
months	NNS	month
what	WDT	what
Palestinians	NPS	Palestinians
have	VHP	have
been	VBN	be
suffering	VVG	suffer
in	IN	in
Gaza	NP	Gaza
and	CC	and
across	IN	across
the	DT	the
West	NP	West
Bank	NP	Bank
for	IN	for
6	CD	@card@
months	NNS	month
and	CC	and
the	DT	the
reaction	NN	reaction
on	IN	on
the	DT	the
Palestinian	JJ	Palestinian
street	NN	street
is	VBZ	be
likely	JJ	likely
to	TO	to
mirror	VV	mirror
a	DT	a
broader	JJR	broad
political	JJ	political
response	NN	response
the	DT	the
people	NNS	people
we've	NN	we've
been	VBN	be
speaking	VVG	speak
to	TO	to
say	VV	say
that	IN/that	that
what	WP	what
they	PP	they
see	VVP	see
is	VBZ	be
um	RB	um
a	DT	a
a	DT	a
a	DT	a
a	DT	a
speech	NN	speech
words	NNS	word
from	IN	from
their	PP$	their
leader	NN	leader
that	WDT	that
is	VBZ	be
far	RB	far
too	RB	too
late	JJ	late
and	CC	and
far	RB	far
too	RB	too
weak	JJ	weak
uh	UH	uh
one	CD	one
person	NN	person
described	VVD	describe
it	PP	it
as	IN	as
the	DT	the
musings	NNS	musing
of	IN	of
an	DT	an
analyst	NN	analyst
not	RB	not
necessarily	RB	necessarily
the	DT	the
speech	NN	speech
of	IN	of
a	DT	a
leader	NN	leader
of	IN	of
a	DT	a
people	NNS	people
that	WDT	that
are	VBP	be
under	IN	under
attack	NN	attack
and	CC	and
one	CD	one
person	NN	person
described	VVD	describe
it	PP	it
as	IN	as
Mahmud	NP	Mahmud
Abbas	NP	Abbas
seems	VVZ	seem
to	TO	to
have	VH	have
hit	VVN	hit
his	PP$	his
expiration	NN	expiration
date	NN	date
and	CC	and
is	VBZ	be
no	RB	no
longer	RBR	longer
really	RB	really
fit	VV	fit
for	IN	for
purpose	NN	purpose
so	RB	so
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
mood	NN	mood
here	RB	here
in	IN	in
rala	NN	rala
across	IN	across
much	JJ	much
of	IN	of
the	DT	the
West	NP	West
Bank	NP	Bank
people	NNS	people
have	VHP	have
a	DT	a
deep	JJ	deep
a	DT	a
a	DT	a
lack	NN	lack
of	IN	of
faith	NN	faith
in	IN	in
their	PP$	their
political	JJ	political
leaders	NNS	leader
at	IN	at
these	DT	these
incredibly	RB	incredibly
trying	VVG	try
times	NNS	time
for	IN	for
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
and	CC	and
across	IN	across
the	DT	the
occupied	JJ	occupied
territories	NNS	territory
for	IN	for
the	DT	the
update	NN	update
thanks	NNS	thanks
very	RB	very
much	RB	much
Z	NP	Z
BVI	NP	BVI
there	RB	there
for	IN	for
us	PP	us
in	IN	in
rala	NP	rala
Let's	NP	Let's
cross	VVP	cross
over	RP	over
to	TO	to
abdalaziz	NP	abdalaziz
alashan	NP	alashan
a	DT	a
researcher	NN	researcher
focusing	VVG	focus
on	IN	on
Saudi	JJ	Saudi
foreign	JJ	foreign
policy	NN	policy
at	IN	at
Lancaster	NP	Lancaster
University's	NP	University's
sectarianism	NN	sectarianism
proxies	NNS	proxy
and	CC	and
Des	NP	Des
sectarianization	NN	sectarianization
project	NN	project
he's	NNS	he's
live	VVP	live
with	IN	with
us	PP	us
from	IN	from
Riad	NP	Riad
good	JJ	good
to	TO	to
have	VH	have
you	PP	you
with	IN	with
us	PP	us
on	IN	on
the	DT	the
program	NN	program
has	VHZ	have
president	NN	president
abas	NNS	aba
sort	NN	sort
of	IN	of
missed	VVN	miss
an	DT	an
opportunity	NN	opportunity
here	RB	here
to	TO	to
emphasize	VV	emphasize
how	WRB	how
important	JJ	important
for	IN	for
Arab	NP	Arab
Nations	NP	Nations
you	PP	you
might	MD	might
say	VV	say
to	TO	to
include	VV	include
Palestinians	NPS	Palestinians
or	CC	or
the	DT	the
Palestinian	JJ	Palestinian
voice	NN	voice
in	IN	in
a	DT	a
future	JJ	future
economic	JJ	economic
decision	NN	decision
sort	NN	sort
of	IN	of
cementing	VVG	cement
a	DT	a
a	DT	a
commitment	NN	commitment
that	IN/that	that
Palestine	NP	Palestine
will	MD	will
be	VB	be
a	DT	a
state	NN	state
and	CC	and
one	CD	one
to	TO	to
do	VV	do
business	NN	business
with	IN	with
a	DT	a
sort	NN	sort
of	IN	of
a	DT	a
psychological	JJ	psychological
message	NN	message
could	MD	could
have	VH	have
been	VBN	be
sent	VVN	send
out	RP	out
here	RB	here
well	RB	well
first	JJ	first
it's	NNS	it's
good	JJ	good
to	TO	to
join	VV	join
you	PP	you
thank	VV	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
having	VHG	have
me	PP	me
I	PP	I
I	PP	I
I	PP	I
agree	VVP	agree
I	PP	I
think	VVP	think
as	RB	as
as	IN	as
a	DT	a
researcher	NN	researcher
and	CC	and
analyst	NN	analyst
of	IN	of
Sav	NN	sav
foreign	JJ	foreign
policy	NN	policy
towards	IN	towards
Israel	NP	Israel
and	CC	and
the	DT	the
pal	NN	pal
Palestinian	NP	Palestinian
Israeli	NP	Israeli
conflict	VV	conflict
uh	UH	uh
I've	NP	I've
always	RB	always
been	VBN	be
consumed	VVN	consume
in	IN	in
the	DT	the
past	JJ	past
few	JJ	few
few	JJ	few
years	NNS	year
really	RB	really
of	IN	of
how	WRB	how
can	MD	can
we	PP	we
generate	VV	generate
more	RBR	more
uh	UH	uh
Arab	JJ	Arab
support	NN	support
for	IN	for
the	DT	the
Palestinian	JJ	Palestinian
issue	NN	issue
or	CC	or
how	WRB	how
can	MD	can
at	IN	at
least	JJS	least
for	IN	for
example	NN	example
Mahmud	NP	Mahmud
Abbas	NP	Abbas
and	CC	and
and	NP	and
and	CC	and
a	DT	a
diplomatic	JJ	diplomatic
discourse	NN	discourse
can	MD	can
attract	VV	attract
um	VVG	um
uh	UH	uh
Arab	JJ	Arab
support	NN	support
and	CC	and
I	PP	I
think	VVP	think
personally	RB	personally
while	IN	while
we	PP	we
all	RB	all
support	VVP	support
Mahmud	NP	Mahmud
Abbas	NP	Abbas
and	CC	and
his	PP$	his
in	RB	in
in	IN	in
in	IN	in
trying	VVG	try
to	TO	to
call	NN	call
for	IN	for
uh	UH	uh
a	DT	a
cessation	NN	cessation
of	IN	of
hostilities	NNS	hostility
and	CC	and
and	CC	and
warning	VVG	warn
of	IN	of
the	DT	the
looming	VVG	loom
attack	NN	attack
on	IN	on
on	IN	on
ra	NNS	ra
I	PP	I
think	VVP	think
it	PP	it
was	VBD	be
a	DT	a
missed	VVN	miss
opportunity	NN	opportunity
personally	RB	personally
to	TO	to
to	TO	to
Really	RB	really
gain	VV	gain
uh	UH	uh
resonance	NN	resonance
with	IN	with
the	DT	the
people	NNS	people
and	CC	and
just	RB	just
say	VVP	say
basically	RB	basically
listen	VV	listen
you	PP	you
know	VVP	know
here	RB	here
we	PP	we
are	VBP	be
in	IN	in
in	IN	in
the	DT	the
world	NN	world
economic	JJ	economic
Forum	NP	Forum
uh	UH	uh
the	DT	the
we	PP	we
are	VBP	be
talking	VVG	talk
about	IN	about
Regional	JJ	regional
stability	NN	stability
and	CC	and
then	RB	then
for	IN	for
example	NN	example
uh	UH	uh
Minister	NP	Minister
for	IN	for
the	DT	the
F	NP	F
Finance	NP	Finance
Minister	NP	Minister
of	IN	of
Saudi	NP	Saudi
Arabia	NP	Arabia
was	VBD	be
talking	VVG	talk
about	IN	about
Regional	JJ	regional
security	NN	security
and	CC	and
development	NN	development
uh	UH	uh
and	CC	and
that	IN/that	that
we	PP	we
can't	VVD	can't
have	VH	have
Regional	JJ	regional
security	NN	security
without	IN	without
uh	UH	uh
Regional	JJ	regional
development	NN	development
Etc	NN	etc
that	IN/that	that
he	PP	he
could	MD	could
have	VH	have
said	VVN	say
well	RB	well
it	PP	it
is	VBZ	be
the	DT	the
occupation	NN	occupation
without	IN	without
an	DT	an
occupation	NN	occupation
uh	UH	uh
we	PP	we
we	PP	we
can't	VVD	can't
have	VH	have
Regional	JJ	regional
development	NN	development
that	IN/that	that
basically	RB	basically
we	PP	we
would	MD	would
love	VV	love
to	TO	to
participate	VV	participate
more	RBR	more
and	CC	and
become	VVP	become
more	JJR	more
of	IN	of
um	NNS	um
he	PP	he
could	MD	could
have	VH	have
also	RB	also
let	VV	let
me	PP	me
just	RB	just
jump	VVP	jump
in	IN	in
there	EX	there
he	PP	he
could	MD	could
have	VH	have
also	RB	also
stopped	VVN	stop
some	DT	some
of	IN	of
the	DT	the
hypotheticals	NNS	hypotheticals
that	WDT	that
are	VBP	be
being	VBG	be
sort	NN	sort
of	IN	of
muted	VVN	mute
around	RP	around
at	IN	at
the	DT	the
moment	NN	moment
some	DT	some
Regional	JJ	regional
capitals	NNS	capital
already	RB	already
talking	VVG	talk
about	IN	about
the	DT	the
day	NN	day
after	IN	after
and	CC	and
we've	NN	we've
heard	VVD	hear
this	DT	this
from	IN	from
many	JJ	many
quarters	NNS	quarter
Saudi	NP	Saudi
Arabia	NP	Arabia
has	VHZ	have
said	VVN	say
uh	UH	uh
certainly	RB	certainly
one	CD	one
of	IN	of
the	DT	the
last	JJ	last
statements	NNS	statement
a	DT	a
couple	NN	couple
of	IN	of
months	NNS	month
was	VBD	be
no	DT	no
normalization	NN	normalization
with	IN	with
Israel	NP	Israel
until	IN	until
a	DT	a
two-state	NN	two-state
solution	NN	solution
is	VBZ	be
firmly	RB	firmly
in	IN	in
place	NN	place
is	VBZ	be
that	IN/that	that
a	DT	a
red	JJ	red
line	NN	line
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
Saudi	NP	Saudi
Arabia	NP	Arabia
is	VBZ	be
not	RB	not
going	VVG	go
to	TO	to
Cross	NP	Cross
or	CC	or
is	VBZ	be
it	PP	it
a	DT	a
position	NN	position
that	WDT	that
could	MD	could
be	VB	be
a	DT	a
flexible	JJ	flexible
one	CD	one
depending	VVG	depend
on	IN	on
the	DT	the
ground	NN	ground
realities	NNS	reality
I'll	NP	I'll
be	VB	be
very	RB	very
honest	JJ	honest
I	PP	I
think	VVP	think
as	RB	as
much	RB	much
as	IN	as
it's	NNS	it's
an	DT	an
ideal	JJ	ideal
situation	NN	situation
uh	UH	uh
the	DT	the
the	DT	the
position	NN	position
was	VBD	be
always	RB	always
a	DT	a
a	DT	a
holding	NN	holding
position	NN	position
it	PP	it
was	VBD	be
a	DT	a
starting	VVG	start
point	NN	point
of	IN	of
negotiations	NNS	negotiation
uh	UH	uh
and	CC	and
basically	RB	basically
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
Saudi	JJ	Saudi
position	NN	position
regarding	VVG	regard
the	DT	the
Palestinians	NPS	Palestinians
the	DT	the
essence	NN	essence
is	VBZ	be
yes	UH	yes
a	DT	a
Palestinian	JJ	Palestinian
State	NP	State
uh	UH	uh
but	CC	but
I	PP	I
think	VVP	think
more	RBR	more
essentially	RB	essentially
it	PP	it
is	VBZ	be
what	WP	what
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
will	MD	will
accept	VV	accept
uh	UH	uh
and	CC	and
therefore	RB	therefore
when	WRB	when
one	PP	one
has	VHZ	have
that	DT	that
position	NN	position
and	CC	and
and	CC	and
Saudi	JJ	Saudi
officials	NNS	official
historically	RB	historically
have	VHP	have
been	VBN	be
you	PP	you
know	VVP	know
on	IN	on
the	DT	the
record	NN	record
for	IN	for
saying	VVG	say
you	PP	you
know	VVP	know
what	WP	what
is	VBZ	be
good	JJ	good
for	IN	for
them	PP	them
is	VBZ	be
good	JJ	good
for	IN	for
us	PP	us
as	RB	as
then	RB	then
good	JJ	good
for	IN	for
them	PP	them
Palestinians	NNS	Palestinian
is	VBZ	be
good	JJ	good
for	IN	for
us	PP	us
and	CC	and
therefore	RB	therefore
what	WP	what
does	VVZ	do
this	DT	this
mean	VVP	mean
this	DT	this
means	VVZ	mean
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
negotiative	JJ	negotiative
process	NN	process
taking	VVG	take
place	NN	place
of	IN	of
course	NN	course
you	PP	you
know	VVP	know
this	DT	this
cannot	MD	can
be	VB	be
separated	VVN	separate
from	IN	from
the	DT	the
American	JJ	American
Saudi	JJ	Saudi
situation	NN	situation
or	CC	or
negotiations	NNS	negotiation
taking	VVG	take
place	NN	place
as	IN	as
well	RB	well
so	RB	so
there	EX	there
is	VBZ	be
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
balancing	VVG	balance
and	CC	and
also	RB	also
there's	RB	there's
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
uh	UH	uh
moving	VVG	move
parts	NNS	part
that	IN/that	that
we	PP	we
just	RB	just
you	PP	you
know	VVP	know
it's	NNS	it's
it	PP	it
just	RB	just
makes	VVZ	make
it	PP	it
very	RB	very
difficult	JJ	difficult
to	TO	to
see	VV	see
normalization	NN	normalization
there	EX	there
are	VBP	be
there	RB	there
are	VBP	be
those	DT	those
moving	VVG	move
Parts	NNS	part
because	IN	because
consensus	NN	consensus
is	VBZ	be
required	VVN	require
here	RB	here
isn't	VVD	isn't
it	PP	it
the	DT	the
world	NN	world
economic	JJ	economic
Forum	NP	Forum
because	IN	because
before	IN	before
the	DT	the
US	NP	US
Secretary	NP	Secretary
of	IN	of
State	NP	State
arrives	VVZ	arrive
one	PP	one
would	MD	would
assume	VV	assume
that	IN/that	that
you	PP	you
need	VVP	need
United	NP	United
Arab	NP	Arab
voice	NN	voice
especially	RB	especially
at	IN	at
this	DT	this
moment	NN	moment
in	IN	in
time	NN	time
at	IN	at
such	PDT	such
a	DT	a
delicate	JJ	delicate
time	NN	time
when	WRB	when
Rafa	NP	Rafa
is	VBZ	be
the	DT	the
focus	NN	focus
because	IN	because
a	DT	a
divided	VVN	divide
voice	NN	voice
only	RB	only
emboldens	VVZ	embolden
Israel	NP	Israel
and	CC	and
its	PP$	its
supporters	NNS	supporter
yes	RB	yes
well	RB	well
this	DT	this
is	VBZ	be
exactly	RB	exactly
what	WP	what
I	PP	I
think	VVP	think
they're	NN	they're
trying	VVG	try
to	TO	to
do	VV	do
that's	NNS	that's
why	WRB	why
yesterday	NN	yesterday
was	VBD	be
an	DT	an
important	JJ	important
signal	NN	signal
I	PP	I
think	VVP	think
by	IN	by
meeting	VVG	meet
uh	UH	uh
having	VHG	have
a	DT	a
a	DT	a
CO	NP	Co
the	DT	the
Arab	JJ	Arab
coordinative	JJ	coordinative
group	NN	group
the	DT	the
six	CD	six
member	NN	member
Arab	JJ	Arab
coordinated	VVN	coordinate
uh	UH	uh
coordination	NN	coordination
group	NN	group
on	IN	on
the	DT	the
Min	NP	Min
ministerial	JJ	ministerial
coordination	NN	coordination
group	NN	group
met	VVD	meet
yesterday	NN	yesterday
and	CC	and
I	PP	I
think	VVP	think
it	PP	it
was	VBD	be
a	DT	a
sign	NN	sign
or	CC	or
or	CC	or
another	DT	another
attempt	NN	attempt
to	TO	to
kind	NN	kind
of	IN	of
uh	UH	uh
create	VV	create
another	DT	another
unified	JJ	unified
front	NN	front
at	IN	at
least	JJS	least
publicly	RB	publicly
uh	UH	uh
to	TO	to
illustrate	VV	illustrate
the	DT	the
fact	NN	fact
that	IN/that	that
this	DT	this
is	VBZ	be
where	WRB	where
the	DT	the
era	NN	era
position	NN	position
is	VBZ	be
going	VVG	go
to	TO	to
Mo	NP	Mo
going	VVG	go
to	TO	to
be	VB	be
this	DT	this
is	VBZ	be
where	WRB	where
the	DT	the
position	NN	position
of	IN	of
those	DT	those
who	WP	who
are	VBP	be
going	VVG	go
to	TO	to
play	VV	play
an	DT	an
active	JJ	active
role	NN	role
in	IN	in
in	IN	in
the	DT	the
day	NN	day
after	IN	after
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
are	VBP	be
uh	UH	uh
where	WRB	where
they're	JJ	they're
at	IN	at
and	CC	and
basically	RB	basically
the	DT	the
situation	NN	situation
now	RB	now
is	VBZ	be
that	IN/that	that
the	DT	the
United	NP	United
States	NPS	States
can't	NP	can't
do	VVP	do
it	PP	it
alone	JJ	alone
it	PP	it
needs	VVZ	need
Arab	NP	Arab
Partners	NP	Partners
Arab	NP	Arab
Partners	NPS	Partners
also	RB	also
the	DT	the
Arab	JJ	Arab
states	NNS	state
know	VVP	know
that	IN/that	that
they	PP	they
can't	VVD	can't
do	VV	do
it	PP	it
alone	RB	alone
and	CC	and
this	DT	this
war	NN	war
has	VHZ	have
unfortunately	RB	unfortunately
more	JJR	more
One	CD	one
Big	NP	Big
Mess	NP	Mess
where	WRB	where
there's	RB	there's
to	TO	to
be	VB	be
an	DT	an
external	JJ	external
uh	UH	uh
intervention	NN	intervention
uh	UH	uh
an	DT	an
external	JJ	external
proactivity	NN	proactivity
um	NNS	um
therefore	RB	therefore
it's	JJ	it's
to	TO	to
coordinate	VV	coordinate
this	DT	this
proactivity	NN	proactivity
no	DT	no
one	CD	one
could	MD	could
do	VV	do
this	DT	this
alone	RB	alone
without	IN	without
saying	VVG	say
with	IN	with
that	WDT	that
said	VVD	say
the	DT	the
United	NP	United
States	NPS	States
is	VBZ	be
the	DT	the
only	JJ	only
actor	NN	actor
that	WDT	that
could	MD	could
provide	VV	provide
political	JJ	political
leverage	NN	leverage
on	IN	on
Israel	NP	Israel
and	CC	and
that's	NNS	that's
what	WP	what
the	DT	the
Saudis	NP	Saudis
and	CC	and
the	DT	the
Arab	JJ	Arab
states	NNS	state
are	VBP	be
doing	VVG	do
they're	NN	they're
saying	VVG	say
basically	RB	basically
listen	VV	listen
but	CC	but
we	PP	we
we	PP	we
have	VHP	have
we	PP	we
could	MD	could
do	VV	do
we	PP	we
could	MD	could
deliver	VV	deliver
on	IN	on
certain	JJ	certain
things	NNS	thing
we	PP	we
can't	VVD	can't
deliver	VV	deliver
on	IN	on
Israel	NP	Israel
this	DT	this
is	VBZ	be
what	WP	what
we're	NN	we're
ready	JJ	ready
to	TO	to
do	VV	do
for	IN	for
the	DT	the
day	NN	day
after	IN	after
now	RB	now
you	PP	you
have	VHP	have
to	TO	to
deliver	VV	deliver
on	IN	on
Israel	NP	Israel
and	CC	and
what	WP	what
they're	NNS	they're
going	VVG	go
to	TO	to
do	VV	do
for	IN	for
the	DT	the
day	NN	day
after	IN	after
that	WDT	that
was	VBD	be
the	DT	the
coordinated	VVN	coordinate
un	JJ	un
unified	JJ	unified
stats	NNS	stat
and	CC	and
we	PP	we
will	MD	will
see	VV	see
what	WP	what
happens	VVZ	happen
as	IN	as
we	PP	we
unpick	VVP	unpick
this	DT	this
throughout	IN	throughout
our	PP$	our
news	NN	news
out	RP	out
for	IN	for
the	DT	the
moment	NN	moment
Abdul	NP	Abdul
aiz	NP	aiz
alashan	NN	alashan
thanks	NNS	thanks
for	IN	for
joining	VVG	join
us	PP	us
from	IN	from
riet	NN	riet
my	PP$	my
pleasure	NN	pleasure
thank	VV	thank
you	PP	you
for	IN	for
having	VHG	have
me	PP	me
make	VV	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NN	jazer
</doc>	NN	</doc>
