hinda	NP	Hinda
minimum	NN	minimum
of	IN	of
their	PP$	their
needs	NNS	need
and	CC	and
requirements	NNS	requirement
Gaza	NP	Gaza
was	VBD	be
already	RB	already
struggling	VVG	struggle
with	IN	with
starvation	NN	starvation
hunger	NN	hunger
malnutrition	NN	malnutrition
and	CC	and
now	RB	now
the	DT	the
UN	NP	UN
is	VBZ	be
saying	VVG	say
that	IN/that	that
more	JJR	more
than	IN	than
a	DT	a
million	CD	million
people	NNS	people
might	MD	might
not	RB	not
receive	VV	receive
any	DT	any
humanitarian	JJ	humanitarian
food	NN	food
Aid	NN	aid
this	DT	this
month	NN	month
what	WP	what
could	MD	could
that	RB	that
mean	VV	mean
for	IN	for
everyone	NN	everyone
but	CC	but
particularly	RB	particularly
the	DT	the
vulnerable	JJ	vulnerable
and	CC	and
Children	NNS	child
Well	RB	well
it	PP	it
obviously	RB	obviously
means	VVZ	mean
that	IN/that	that
people	NNS	people
will	MD	will
not	RB	not
have	VH	have
food	NN	food
because	IN	because
people	NNS	people
completely	RB	completely
rely	VVP	rely
on	IN	on
food	NN	food
distance	NN	distance
from	IN	from
humanitarian	JJ	humanitarian
organizations	NNS	organization
and	CC	and
most	JJS	most
of	IN	of
these	DT	these
humanitarian	JJ	humanitarian
organizations	NNS	organization
have	VHP	have
their	PP$	their
warehouses	NNS	warehouse
in	IN	in
the	DT	the
danger	NN	danger
zone	NN	zone
and	CC	and
they	PP	they
'	POS	'
re	NN	re
unable	JJ	unable
to	TO	to
go	VV	go
and	CC	and
take	VV	take
that	DT	that
food	NN	food
from	IN	from
those	DT	those
warehouses	NNS	warehouse
and	CC	and
also	RB	also
there	EX	there
has	VHZ	have
been	VBN	be
no	DT	no
safe	JJ	safe
access	NN	access
to	TO	to
those	DT	those
humanitarian	JJ	humanitarian
to	TO	to
go	VV	go
to	TO	to
such	JJ	such
areas	NNS	area
not	RB	not
only	RB	only
that	DT	that
today	NN	today
earlier	RBR	earlier
today	NN	today
a	DT	a
worker	NN	worker
humanitarian	JJ	humanitarian
worker	NN	worker
from	IN	from
the	DT	the
world	NN	world
Central	NP	Central
Kitchen	NP	Kitchen
was	VBD	be
injured	VVN	injure
and	CC	and
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
first	JJ	first
time	NN	time
a	DT	a
humanitarian	NN	humanitarian
has	VHZ	have
been	VBN	be
injured	VVN	injure
or	CC	or
killed	VVN	kill
by	IN	by
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
during	IN	during
this	DT	this
this	DT	this
war	NN	war
now	RB	now
this	DT	this
would	MD	would
complet	VV	complet
completely	RB	completely
affect	VV	affect
families	NNS	family
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	JJ	only
malnutrition	NN	malnutrition
and	CC	and
starvation	NN	starvation
it	PP	it
'	POS	'
s	NN	S
also	RB	also
the	DT	the
polio	NN	polio
that	IN/that	that
the	DT	the
World	NP	World
Health	NP	Health
Organization	NP	Organization
is	VBZ	be
trying	VVG	try
to	TO	to
uh	UH	uh
make	VV	make
a	DT	a
campaign	NN	campaign
to	TO	to
vaccinate	VV	vaccinate
all	DT	all
of	IN	of
these	DT	these
children	NNS	child
the	DT	the
situation	NN	situation
is	VBZ	be
very	RB	very
very	RB	very
devastating	JJ	devastating
every	DT	every
single	JJ	single
hour	NN	hour
and	CC	and
obviously	RB	obviously
Palestinians	NPS	Palestinians
are	VBP	be
very	RB	very
eager	JJ	eager
and	CC	and
waiting	VVG	wait
for	IN	for
any	DT	any
life	NN	life
of	IN	of
a	DT	a
Seas	NNS	sea
fire	NN	fire
deal	NN	deal
to	TO	to
end	VV	end
all	DT	all
of	IN	of
this	DT	this
Devastation	NN	devastation
okay	RB	okay
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
hind	JJ	hind
alri	NP	alri
reporting	NN	reporting
to	TO	to
us	PP	us
from	IN	from
Dar	NP	Dar
Al	NP	Al
Bala	NP	Bala
in	IN	in
central	JJ	central
Gaza	NP	Gaza
Maran	NP	Maran
we	PP	we
'	POS	'
ve	NN	ve
spoken	VVN	speak
numerous	JJ	numerous
times	NNS	time
about	IN	about
the	DT	the
the	DT	the
obstacles	NNS	obstacle
to	TO	to
reaching	VVG	reach
a	DT	a
Seas	NNS	sea
fire	NN	fire
but	CC	but
is	VBZ	be
the	DT	the
real	JJ	real
sticking	JJ	sticking
point	NN	point
who	WP	who
gets	VVZ	get
to	TO	to
control	VV	control
Gaza	NP	Gaza
at	IN	at
the	DT	the
end	NN	end
of	IN	of
this	DT	this
well	UH	well
I	PP	I
think	VVP	think
the	DT	the
main	JJ	main
obstacle	NN	obstacle
yes	NN	yes
in	IN	in
so	RB	so
many	JJ	many
words	NNS	word
it	PP	it
is	VBZ	be
uh	UH	uh
netanyahu	NP	netanyahu
'	POS	'
s	VVZ	s
uh	UH	uh
recent	JJ	recent
or	CC	or
latest	JJS	late
insistence	NN	insistence
of	IN	of
maintaining	VVG	maintain
Israeli	JJ	Israeli
military	NN	military
in	IN	in
Gaza	NP	Gaza
after	IN	after
the	DT	the
ceasefire	NN	ceasefire
if	IN	if
we	PP	we
could	MD	could
just	RB	just
kind	RB	kind
of	IN	of
reduce	VV	reduce
all	PDT	all
the	DT	the
points	NNS	point
that	IN/that	that
we	PP	we
'	POS	'
ve	RB	ve
been	VBN	be
mentioning	VVG	mention
that	IN/that	that
would	MD	would
be	VB	be
it	PP	it
in	IN	in
the	DT	the
end	NN	end
of	IN	of
May	NP	May
through	IN	through
July	NP	July
2nd	JJ	2nd
the	DT	the
understanding	NN	understanding
was	VBD	be
that	IN/that	that
there	EX	there
is	VBZ	be
this	DT	this
three	CD	three
-	NN	-
phase	NN	phase
ceasefire	NN	ceasefire
and	CC	and
there	EX	there
'	''	'
s	VVG	s
this	DT	this
exchange	NN	exchange
and	CC	and
and	CC	and
those	DT	those
guarantees	NNS	guarantee
and	CC	and
so	RB	so
on	IN	on
so	RB	so
forth	RB	forth
but	CC	but
essentially	RB	essentially
that	IN/that	that
Israel	NP	Israel
would	MD	would
be	VB	be
leaving	VVG	leave
Gaza	NP	Gaza
right	NN	right
but	CC	but
since	IN	since
the	DT	the
invasion	NN	invasion
of	IN	of
Rafa	NP	Rafa
in	IN	in
the	DT	the
southern	JJ	southern
part	NN	part
of	IN	of
Gaza	NP	Gaza
and	CC	and
the	DT	the
destruction	NN	destruction
of	IN	of
the	DT	the
Rafa	NP	Rafa
Crossing	NN	crossing
and	CC	and
the	DT	the
deployment	NN	deployment
of	IN	of
Israeli	JJ	Israeli
troops	NNS	troop
in	IN	in
the	DT	the
Philadelphia	NP	Philadelphia
Corridor	NP	Corridor
in	IN	in
the	DT	the
southern	JJ	southern
part	NN	part
of	IN	of
Gaza	NP	Gaza
and	CC	and
making	VVG	make
some	DT	some
sort	NN	sort
of	IN	of
a	DT	a
corridor	NN	corridor
in	IN	in
the	DT	the
middle	JJ	middle
part	NN	part
of	IN	of
Gaza	NP	Gaza
soal	NP	soal
Narin	NP	Narin
now	RB	now
Netanyahu	NP	Netanyahu
says	VVZ	say
no	DT	no
I	NP	I
'	POS	'
m	NN	m
not	RB	not
going	VVG	go
to	TO	to
give	VV	give
up	RP	up
all	PDT	all
these	DT	these
points	NNS	point
I	PP	I
'	POS	'
m	NN	m
going	VVG	go
to	TO	to
maintain	VV	maintain
them	PP	them
which	WDT	which
is	VBZ	be
inconsistent	JJ	inconsistent
with	IN	with
Biden	NP	Biden
'	POS	'
s	VVZ	s
uh	UH	uh
original	JJ	original
proposal	NN	proposal
it	PP	it
'	POS	'
s	NNS	s
consistent	JJ	consistent
with	IN	with
the	DT	the
understandings	NNS	understanding
with	IN	with
the	DT	the
mediator	NN	mediator
and	CC	and
so	RB	so
on	IN	on
so	RB	so
forth	RB	forth
some	DT	some
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
of	IN	of
the	DT	the
likes	NNS	like
of	IN	of
blinkin	NN	blinkin
are	VBP	be
sneakily	RB	sneakily
trying	VVG	try
to	TO	to
make	VV	make
this	DT	this
a	DT	a
kind	NN	kind
of	IN	of
a	DT	a
bridging	VVG	bridge
proposal	NN	proposal
inserting	VVG	insert
netanyahu	NP	netanyahu
'	POS	'
s	VVZ	s
uh	UH	uh
most	RBS	most
recent	JJ	recent
demands	NNS	demand
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
going	VVG	go
to	TO	to
work	VV	work
Hamas	NP	Hamas
the	DT	the
Palestinians	NPS	Palestinians
and	CC	and
even	RB	even
the	DT	the
mediators	NNS	mediator
are	VBP	be
not	RB	not
going	VVG	go
to	TO	to
accept	VV	accept
Israel	NP	Israel
to	TO	to
directly	RB	directly
reoccupy	JJ	reoccupy
Gaz	NP	Gaz
by	IN	by
having	VHG	have
troops	NNS	troop
deployed	VVN	deploy
in	IN	in
various	JJ	various
parts	NNS	part
of	IN	of
it	PP	it
but	CC	but
of	IN	of
course	NN	course
as	IN	as
we	PP	we
have	VHP	have
seen	VVN	see
through	IN	through
the	DT	the
course	NN	course
of	IN	of
this	DT	this
war	NN	war
and	CC	and
before	RB	before
actually	RB	actually
I	PP	I
suppose	VVP	suppose
since	IN	since
the	DT	the
the	DT	the
The	DT	the
Siege	NN	siege
imposed	VVN	impose
on	IN	on
Gaza	NP	Gaza
since	IN	since
2007	CD	@card@
now	RB	now
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
has	VHZ	have
deepened	VVN	deepen
its	PP$	its
control	NN	control
of	IN	of
Gaza	NP	Gaza
and	CC	and
that	WDT	that
'	POS	'
s	NN	S
what	WP	what
is	VBZ	be
going	VVG	go
on	IN	on
today	NN	today
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
bargaining	NN	bargaining
chip	NN	chip
right	RB	right
the	DT	the
infamous	JJ	infamous
uh	UH	uh
term	NN	term
using	VVG	use
uh	UH	uh
civilians	NNS	civilian
as	IN	as
human	JJ	human
shield	NN	shield
that	RB	that
'	POS	'
s	NNS	s
exactly	RB	exactly
what	WP	what
Israel	NP	Israel
is	VBZ	be
doing	VVG	do
today	NN	today
I	PP	I
mean	VVP	mean
everything	NN	everything
that	IN/that	that
it	PP	it
accuses	VVZ	accuse
Hamas	NNS	Hamas
of	IN	of
it	PP	it
'	POS	'
s	JJ	s
doing	VVG	do
today	NN	today
and	CC	and
worse	JJR	bad
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
killing	VVG	kill
dozens	NNS	dozen
upon	IN	upon
dozens	NNS	dozen
of	IN	of
people	NNS	people
every	DT	every
day	NN	day
causing	VVG	cause
harm	NN	harm
tormenting	VVG	torment
torturing	VVG	torture
terrorizing	VVG	terrorize
the	DT	the
population	NN	population
each	DT	each
and	CC	and
every	DT	every
day	NN	day
in	IN	in
order	NN	order
to	TO	to
extract	VV	extract
concessions	NNS	concession
from	IN	from
Hamas	VVG	Hamas
this	DT	this
is	VBZ	be
by	IN	by
definition	NN	definition
terrorism	NN	terrorism
right	NN	right
by	IN	by
definition	NN	definition
using	VVG	use
civilians	NNS	civilian
harming	VVG	harm
them	PP	them
threatening	JJ	threatening
to	TO	to
harm	VV	harm
them	PP	them
for	IN	for
political	JJ	political
ends	NNS	end
this	DT	this
is	VBZ	be
Terrorism	NN	terrorism
Israel	NP	Israel
is	VBZ	be
practicing	VVG	practice
State	NP	State
terrorism	NN	terrorism
against	IN	against
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
order	NN	order
to	TO	to
get	VV	get
some	DT	some
get	VV	get
some	DT	some
concessions	NNS	concession
from	IN	from
Hamas	NP	Hamas
and	CC	and
from	IN	from
the	DT	the
mediators	NNS	mediator
it	PP	it
'	POS	'
s	NN	S
not	RB	not
working	VVG	work
it	PP	it
has	VHZ	have
not	RB	not
worked	VVN	work
but	CC	but
it	PP	it
maintains	VVZ	maintain
that	IN/that	that
because	IN	because
it	PP	it
thinks	VVZ	think
time	NN	time
is	VBZ	be
on	IN	on
its	PP$	its
side	NN	side
unfortunately	RB	unfortunately
for	IN	for
all	DT	all
of	IN	of
us	PP	us
including	VVG	include
for	IN	for
Israelis	NPS	Israelis
most	JJS	most
of	IN	of
whom	WP	whom
do	VVP	do
support	VV	support
the	DT	the
original	JJ	original
deal	NN	deal
this	DT	this
could	MD	could
actually	RB	actually
now	RB	now
turn	VV	turn
into	IN	into
a	DT	a
wider	JJR	wide
War	NN	war
we	PP	we
are	VBP	be
at	IN	at
a	DT	a
faithful	JJ	faithful
Crossroad	NN	crossroad
either	CC	either
we	PP	we
turn	VVP	turn
to	TO	to
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
the	DT	the
next	JJ	next
few	JJ	few
days	NNS	day
that	WDT	that
opens	VVZ	open
the	DT	the
way	NN	way
for	IN	for
a	DT	a
number	NN	number
of	IN	of
scenarios	NNS	scenario
including	VVG	include
the	DT	the
implementation	NN	implementation
of	IN	of
three	CD	three
phases	NNS	phase
and	CC	and
eventually	RB	eventually
if	IN	if
the	DT	the
Americans	NPS	Americans
get	VVP	get
their	PP$	their
way	NN	way
some	DT	some
kind	NN	kind
of	IN	of
a	DT	a
normalization	NN	normalization
some	DT	some
sort	NN	sort
of	IN	of
a	DT	a
stability	NN	stability
like	IN	like
it	PP	it
or	CC	or
hate	VVP	hate
it	PP	it
but	CC	but
there	EX	there
is	VBZ	be
some	DT	some
kind	NN	kind
of	IN	of
a	DT	a
program	NN	program
otherwise	RB	otherwise
we	PP	we
can	MD	can
have	VH	have
a	DT	a
wide	JJ	wide
Regional	NP	Regional
War	NP	War
right	NN	right
we	PP	we
will	MD	will
have	VH	have
a	DT	a
more	JJR	more
escalation	NN	escalation
of	IN	of
violence	NN	violence
in	IN	in
Gaza	NP	Gaza
on	IN	on
the	DT	the
on	IN	on
Lebanon	NP	Lebanon
and	CC	and
potentially	RB	potentially
throughout	IN	throughout
the	DT	the
region	NN	region
because	IN	because
Israel	NP	Israel
does	VVZ	do
not	RB	not
have	VH	have
an	DT	an
alternative	JJ	alternative
strategy	NN	strategy
there	EX	there
is	VBZ	be
no	DT	no
exit	NN	exit
plan	NN	plan
for	IN	for
Israel	NP	Israel
for	IN	for
naano	NP	naano
in	IN	in
Gaza	NP	Gaza
everything	NN	everything
has	VHZ	have
been	VBN	be
said	VVN	say
is	VBZ	be
humbur	JJ	humbur
there	EX	there
is	VBZ	be
no	DT	no
exit	NN	exit
plan	VVP	plan
because	RB	because
imagine	VV	imagine
past	JJ	past
next	JJ	next
week	NN	week
that	IN/that	that
there	EX	there
is	VBZ	be
no	DT	no
ceasefire	NN	ceasefire
then	RB	then
what	WP	what
it	PP	it
could	MD	could
only	RB	only
be	VB	be
escalation	NN	escalation
of	IN	of
war	NN	war
and	CC	and
regionalization	NN	regionalization
of	IN	of
war	NN	war
and	CC	and
implicating	VVG	implicate
at	IN	at
the	DT	the
United	NP	United
States	NPS	States
of	IN	of
War	NP	War
which	WDT	which
absolutely	RB	absolutely
is	VBZ	be
by	IN	by
definition	NN	definition
a	DT	a
threat	NN	threat
to	TO	to
International	NP	International
Peace	NP	Peace
and	CC	and
security	NN	security
this	DT	this
is	VBZ	be
the	DT	the
crossroad	NN	crossroad
we	PP	we
'	POS	'
re	NN	re
at	IN	at
and	CC	and
there	EX	there
'	''	'
s	VVG	s
this	DT	this
is	VBZ	be
a	DT	a
this	DT	this
is	VBZ	be
the	DT	the
choice	NN	choice
time	NN	time
do	VVP	do
the	DT	the
Israelis	NPS	Israelis
choose	VVP	choose
and	CC	and
the	DT	the
Americans	NPS	Americans
choose	VVP	choose
ceasefire	NN	ceasefire
and	CC	and
Paving	VVG	pave
way	NN	way
for	IN	for
some	DT	some
kind	NN	kind
of	IN	of
RIS	JJ	RIS
fight	NN	fight
and	CC	and
eventually	RB	eventually
perhaps	RB	perhaps
stability	NN	stability
or	CC	or
arag	NN	arag
and	CC	and
Maran	NP	Maran
just	RB	just
briefly	RB	briefly
is	VBZ	be
uh	UH	uh
is	VBZ	be
Washington	NP	Washington
harming	VVG	harm
The	DT	the
Diplomatic	JJ	diplomatic
process	NN	process
well	RB	well
Washington	NP	Washington
certainly	RB	certainly
by	IN	by
providing	VVG	provide
Israel	NP	Israel
$	$	$
20	CD	@card@
billion	NN	billion
of	IN	of
arms	NNS	arm
in	IN	in
advance	VV	advance
it	PP	it
'	POS	'
s	NNS	s
exactly	RB	exactly
like	VV	like
uh	UH	uh
a	DT	a
drug	NN	drug
dealer	JJR	deal
uh	UH	uh
providing	VVG	provide
drugs	NNS	drug
to	TO	to
a	DT	a
drug	NN	drug
addict	NN	addict
hoping	VVG	hope
things	NNS	thing
will	MD	will
get	VV	get
better	JJR	good
Israel	NP	Israel
is	VBZ	be
addicted	VVN	addict
to	TO	to
violence	NN	violence
it	PP	it
'	POS	'
s	NNS	s
addicted	VVN	addict
to	TO	to
occupation	NN	occupation
it	PP	it
'	POS	'
s	NNS	s
addicted	VVN	addict
to	TO	to
colonialization	NN	colonialization
it	PP	it
'	POS	'
s	NNS	s
addicted	VVN	addict
to	TO	to
killing	NN	killing
and	CC	and
destuction	NN	destuction
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
rest	NN	rest
of	IN	of
Palestine	NP	Palestine
providing	VVG	provide
them	PP	them
with	IN	with
20	CD	@card@
billions	NNS	billion
of	IN	of
dollars	NNS	dollar
as	IN	as
we	PP	we
having	VHG	have
negotiation	NN	negotiation
under	IN	under
way	NN	way
is	VBZ	be
the	DT	the
worst	JJS	bad
way	NN	way
to	TO	to
approach	VV	approach
the	DT	the
state	NN	state
but	CC	but
the	DT	the
United	NP	United
States	NPS	States
does	VVZ	do
not	RB	not
exactly	RB	exactly
very	RB	very
smart	JJ	smart
about	IN	about
this	DT	this
right	NN	right
the	DT	the
special	JJ	special
relationship	NN	relationship
is	VBZ	be
very	RB	very
weird	JJ	weird
it	PP	it
'	''	'
s	NNS	s
almost	RB	almost
you	PP	you
know	VVP	know
masochistic	JJ	masochistic
from	IN	from
on	IN	on
the	DT	the
the	DT	the
American	JJ	American
side	NN	side
instead	RB	instead
of	IN	of
making	VVG	make
it	PP	it
conditional	JJ	conditional
that	IN/that	that
we	PP	we
will	MD	will
provide	VV	provide
you	PP	you
arms	NNS	arm
if	IN	if
you	PP	you
do	VVP	do
1	CD	@card@
2	CD	@card@
3	CD	@card@
4	CD	@card@
they	PP	they
provide	VVP	provide
the	DT	the
arms	NNS	arm
in	IN	in
advance	NN	advance
and	CC	and
then	RB	then
there	RB	there
start	VV	start
pleading	VVG	plead
with	IN	with
the	DT	the
Israelis	NPS	Israelis
they	PP	they
start	VV	start
being	VBG	be
humiliated	VVN	humiliate
by	IN	by
the	DT	the
Israelis	NPS	Israelis
this	DT	this
is	VBZ	be
of	IN	of
course	NN	course
a	DT	a
subject	NN	subject
for	IN	for
another	DT	another
day	NN	day
this	DT	this
very	RB	very
misunderstood	VVN	misunderstand
so	IN	so
-	NN	-
called	VVD	call
special	JJ	special
relationship	NN	relationship
between	IN	between
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
Israel	NP	Israel
but	CC	but
be	VB	be
that	IN/that	that
as	IN	as
it	PP	it
may	MD	may
Biden	NP	Biden
has	VHZ	have
acted	VVN	act
foolishly	RB	foolishly
he	PP	he
has	VHZ	have
acted	VVN	act
shortsightedly	RB	shortsightedly
and	CC	and
secretary	NN	secretary
blinkin	NN	blinkin
in	IN	in
a	DT	a
sneaky	JJ	sneaky
kind	NN	kind
of	IN	of
way	NN	way
has	VHZ	have
been	VBN	be
selling	VVG	sell
the	DT	the
Israeli	JJ	Israeli
plan	VV	plan
uh	UH	uh
as	RB	as
if	IN	if
it	PP	it
was	VBD	be
the	DT	the
solution	NN	solution
we	PP	we
are	VBP	be
stuck	VVN	stick
with	IN	with
that	IN/that	that
unfortunately	RB	unfortunately
there	EX	there
is	VBZ	be
no	DT	no
other	JJ	other
sponsor	NN	sponsor
of	IN	of
a	DT	a
diplomatic	JJ	diplomatic
process	NN	process
but	CC	but
the	DT	the
Americans	NPS	Americans
okay	VVP	okay
well	RB	well
thank	VV	thank
you	PP	you
for	IN	for
now	RB	now
aler	NN	aler
senior	JJ	senior
political	JJ	political
analyst	NN	analyst
Moran	NP	Moran
Bashar	NP	Bashar
is	VBZ	be
speaking	VVG	speak
to	TO	to
us	PP	us
we	PP	we
make	VVP	make
sure	RB	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NP	jazer
