<video_id>4f3VtxXcVLY</video_id>	NP	<video_id>4f3VtxXcVLY</video_id>
Leila	NP	Leila
because	IN	because
we	PP	we
have	VHP	have
to	TO	to
kind	NN	kind
of	IN	of
take	VV	take
a	DT	a
step	NN	step
back	RB	back
and	CC	and
see	VV	see
what	WP	what
has	VHZ	have
been	VBN	be
happening	VVG	happen
over	IN	over
the	DT	the
past	JJ	past
2	CD	@card@
24	CD	@card@
hours	NNS	hour
Israel	NP	Israel
striking	VVG	strike
in	IN	in
the	DT	the
heart	NN	heart
of	IN	of
Beirut	NP	Beirut
the	DT	the
heart	NN	heart
of	IN	of
tahan	NN	tahan
uh	UH	uh
there	EX	there
were	VBD	be
strikes	NNS	strike
also	RB	also
or	CC	or
explosions	NNS	explosion
reported	VVN	report
in	IN	in
Syria	NP	Syria
in	IN	in
Iraq	NP	Iraq
and	CC	and
now	RB	now
the	DT	the
confirmation	NN	confirmation
that	IN/that	that
the	DT	the
top	JJ	top
military	JJ	military
commander	NN	commander
in	IN	in
hamas's	NNS	hamas's
military	JJ	military
Wing	NP	Wing
has	VHZ	have
been	VBN	be
assassinated	VVN	assassinate
in	IN	in
kanun	NN	kanun
so	IN	so
uh	UH	uh
Israel	NP	Israel
really	RB	really
trying	VVG	try
to	TO	to
to	TO	to
recover	VV	recover
its	PP$	its
deterrence	NN	deterrence
which	WDT	which
is	VBZ	be
a	DT	a
a	DT	a
deeply	RB	deeply
ingrained	VVD	ingrain
uh	UH	uh
uh	UH	uh
perspective	NN	perspective
in	IN	in
the	DT	the
security	NN	security
establishment	NN	establishment
in	IN	in
Israel	NP	Israel
that	IN/that	that
Israel	NP	Israel
must	MD	must
always	RB	always
uh	UH	uh
maintain	VV	maintain
the	DT	the
ability	NN	ability
to	TO	to
strike	VV	strike
in	IN	in
the	DT	the
heart	VV	heart
uh	UH	uh
of	IN	of
where	WRB	where
its	PP$	its
adversaries	NNS	adversary
are	VBP	be
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
reach	VV	reach
whoever	WP	whoever
it	PP	it
wants	VVZ	want
whenever	WRB	whenever
it	PP	it
wants	VVZ	want
and	CC	and
right	RB	right
now	RB	now
what	WP	what
uh	UH	uh
with	IN	with
this	DT	this
confirmation	NN	confirmation
if	IN	if
Hamas	NP	Hamas
corroborates	VVZ	corroborate
it	PP	it
what	WP	what
we	PP	we
have	VHP	have
is	VBZ	be
Israel	NP	Israel
eliminating	VVG	eliminate
the	DT	the
top	NN	top
of	IN	of
the	DT	the
Hamas	NN	Hamas
um	VVG	um
uh	UH	uh
political	JJ	political
Wing	NP	Wing
the	DT	the
top	NN	top
of	IN	of
the	DT	the
Hamas	JJ	Hamas
military	JJ	military
wing	NN	wing
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
senior	JJ	senior
commanders	NNS	commander
of	IN	of
the	DT	the
uh	UH	uh
Hamas	NN	Hamas
military	JJ	military
wings	NNS	wing
so	IN	so
the	DT	the
circle	NN	circle
closing	NN	closing
and	CC	and
Netanyahu	NP	Netanyahu
trying	VVG	try
to	TO	to
recover	VV	recover
His	PP$	his
Image	NN	image
as	IN	as
a	DT	a
leader	NN	leader
of	IN	of
Israel	NP	Israel
that	WDT	that
can	MD	can
protect	VV	protect
it	PP	it
so	IN	so
a	DT	a
lot	NN	lot
going	VVG	go
on	IN	on
really	RB	really
uh	UH	uh
and	CC	and
we'll	NN	we'll
have	VH	have
to	TO	to
see	VV	see
how	WRB	how
Hamas	NP	Hamas
reacts	VVZ	react
and	CC	and
if	IN	if
it	PP	it
confirms	VVZ	confirm
that	IN/that	that
big	JJ	big
hit	NN	hit
right	NN	right
um	NNS	um
now	RB	now
okay	JJ	okay
nor	CC	nor
day	NN	day
I'm	NN	I'm
told	VVD	tell
we're	NN	we're
going	VVG	go
to	TO	to
have	VH	have
to	TO	to
leave	VV	leave
it	PP	it
there	RB	there
thank	VVP	thank
you	PP	you
so	RB	so
very	RB	very
much	RB	much
for	IN	for
for	IN	for
now	RB	now
and	CC	and
um	NNS	um
like	VVP	like
to	TO	to
take	VV	take
you	PP	you
now	RB	now
to	TO	to
to	TO	to
Hy	NP	Hy
Mahmud	NP	Mahmud
who	WP	who
is	VBZ	be
standing	NN	standing
by	IN	by
uh	UH	uh
honey	NN	honey
um	NNS	um
have	VHP	have
you	PP	you
heard	VVN	hear
of	IN	of
the	DT	the
news	NN	news
has	VHZ	have
it	PP	it
been	VBN	be
confirmed	VVN	confirm
where	WRB	where
you	PP	you
are	VBP	be
well	RB	well
it	PP	it
hasn't	VVD	hasn't
been	VBN	be
confirmed	VVN	confirm
yet	RB	yet
by	IN	by
Hamas	NP	Hamas
or	CC	or
the	DT	the
military	JJ	military
Wing	NP	Wing
whether	CC	whether
uh	UH	uh
the	DT	the
commander	NN	commander
of	IN	of
the	DT	the
military	JJ	military
uh	UH	uh
wing	NN	wing
of	IN	of
Hamas	NP	Hamas
has	VHZ	have
been	VBN	be
eliminated	VVN	eliminate
as	IN	as
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
uh	UH	uh
confirm	VV	confirm
in	IN	in
their	PP$	their
statement	NN	statement
but	CC	but
here	RB	here
on	IN	on
the	DT	the
ground	NN	ground
we	PP	we
haven't	VVD	haven't
heard	VVN	hear
any	DT	any
official	JJ	official
statement	NN	statement
in	IN	in
fact	NN	fact
since	IN	since
the	DT	the
attack	NN	attack
took	VVD	take
place	NN	place
and	CC	and
that	DT	that
was	VBD	be
the	DT	the
Israeli	JJ	Israeli
narrative	NN	narrative
and	CC	and
it	PP	it
kept	VVD	keep
pushing	VVG	push
uh	UH	uh
for	IN	for
that	DT	that
kind	NN	kind
of	IN	of
narrative	NN	narrative
up	RP	up
till	IN	till
this	DT	this
moment	NN	moment
we	PP	we
don't	VVD	don't
have	VH	have
any	DT	any
confirmation	NN	confirmation
or	CC	or
any	DT	any
comments	NNS	comment
from	IN	from
any	DT	any
of	IN	of
the	DT	the
uh	UH	uh
political	JJ	political
uh	UH	uh
level	NN	level
in	IN	in
Hamas	NP	Hamas
or	CC	or
any	DT	any
of	IN	of
the	DT	the
military	JJ	military
uh	UH	uh
level	NN	level
or	CC	or
any	DT	any
kind	NN	kind
of	IN	of
statements	NNS	statement
not	RB	not
even	RB	even
online	JJ	online
on	IN	on
website	NN	website
uh	UH	uh
statement	NN	statement
but	CC	but
this	DT	this
is	VBZ	be
the	DT	the
kind	NN	kind
of	IN	of
of	IN	of
things	NNS	thing
that	IN/that	that
we	PP	we
have	VHP	have
heard	VVN	hear
in	IN	in
the	DT	the
past	NN	past
a	DT	a
statement	NN	statement
after	IN	after
a	DT	a
statement	NN	statement
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
confirming	VVG	confirm
their	PP$	their
own	JJ	own
actions	NNS	action
that	WDT	that
are	VBP	be
hardly	RB	hardly
to	TO	to
verify	VV	verify
uh	UH	uh
on	IN	on
the	DT	the
ground	NN	ground
just	RB	just
one	CD	one
example	NN	example
to	TO	to
point	VV	point
out	RP	out
how	WRB	how
difficult	JJ	difficult
is	VBZ	be
to	TO	to
verify	VV	verify
any	DT	any
of	IN	of
these	DT	these
statements	NNS	statement
on	IN	on
the	DT	the
ground	NN	ground
Israeli	JJ	Israeli
military	NN	military
at	IN	at
some	DT	some
point	NN	point
issued	VVD	issue
a	DT	a
statement	NN	statement
talking	VVG	talk
about	IN	about
the	DT	the
elimination	NN	elimination
of	IN	of
some	DT	some
800	JJ	@card@
uh	UH	uh
militants	NNS	militant
as	IN	as
they	PP	they
described	VVD	describe
them	PP	them
here	RB	here
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
but	CC	but
without	IN	without
giving	VVG	give
any	DT	any
solid	JJ	solid
evidence	NN	evidence
of	IN	of
who	WP	who
were	VBD	be
these	DT	these
militants	NNS	militant
they	PP	they
were	VBD	be
targeted	VVN	target
where	WRB	where
they	PP	they
were	VBD	be
coming	VVG	come
from	IN	from
what	WP	what
they	PP	they
were	VBD	be
names	NNS	name
and	CC	and
there	EX	there
were	VBD	be
multiple	JJ	multiple
times	CC	times
the	DT	the
pictures	NNS	picture
of	IN	of
supposedly	RB	supposedly
targeted	VVD	target
uh	UH	uh
uh	UH	uh
targets	NNS	target
that	IN/that	that
they	PP	they
were	VBD	be
eliminated	VVN	eliminate
by	IN	by
the	DT	the
isra	NN	isra
military	NN	military
and	CC	and
a	DT	a
few	JJ	few
hours	NNS	hour
later	RBR	later
or	CC	or
two	CD	two
days	NNS	day
later	RBR	later
discovered	VVD	discover
that	IN/that	that
many	JJ	many
of	IN	of
them	PP	them
have	VHP	have
already	RB	already
been	VBN	be
dead	JJ	dead
years	NNS	year
ago	RB	ago
or	CC	or
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
actually	RB	actually
out	RB	out
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
or	CC	or
uh	UH	uh
the	DT	the
majority	NN	majority
of	IN	of
them	PP	them
are	VBP	be
just	RB	just
civilians	NNS	civilian
who	WP	who
have	VHP	have
no	DT	no
connections	NNS	connection
whatsoever	RB	whatsoever
with	IN	with
any	DT	any
of	IN	of
the	DT	the
Israeli	JJ	Israeli
claims	NNS	claim
it's	NNS	it's
hard	JJ	hard
to	TO	to
uh	UH	uh
to	TO	to
pin	VV	pin
uh	UH	uh
point	VV	point
exactly	RB	exactly
what	WP	what
happened	VVD	happen
the	DT	the
images	NNS	image
and	CC	and
the	DT	the
videos	NNS	video
released	VVN	release
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
they're	NN	they're
showing	VVG	show
the	DT	the
following	VVG	follow
it's	NNS	it's
an	DT	an
aerial	NN	aerial
an	DT	an
aerial	JJ	aerial
footage	NN	footage
of	IN	of
a	DT	a
drone	NN	drone
of	IN	of
the	DT	the
the	DT	the
one	CD	one
ton	NN	ton
bomb	NN	bomb
that	WDT	that
is	VBZ	be
a	DT	a
the	DT	the
uh	UH	uh
the	DT	the
bunker	NN	bunker
Buster	NP	Buster
bomb	NN	bomb
that	WDT	that
fell	VVD	fall
on	IN	on
al-	NP	al-
maasi	NP	maasi
and	CC	and
caused	VVD	cause
this	DT	this
huge	JJ	huge
explosion	NN	explosion
uh	UH	uh
at	IN	at
the	DT	the
right	NN	right
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
a	DT	a
side	NN	side
of	IN	of
a	DT	a
tent	NN	tent
camp	NN	camp
H	NN	H
but	CC	but
so	RB	so
far	RB	far
what	WP	what
we	PP	we
know	VVP	know
that	IN/that	that
the	DT	the
the	DT	the
the	DT	the
T	NN	T
killed	VVD	kill
it	PP	it
close	VV	close
to	TO	to
85	CD	@card@
people	NNS	people
majority	JJ	majority
of	IN	of
them	PP	them
that	IN/that	that
displac	NP	displac
Palestinians	NPS	Palestinians
from	IN	from
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
that's	NN	that's
what's	NNS	what's
available	JJ	available
on	IN	on
the	DT	the
ground	NN	ground
other	JJ	other
than	IN	than
this	DT	this
it's	NNS	it's
hard	JJ	hard
to	TO	to
verify	VV	verify
hard	RB	hard
to	TO	to
verify	VV	verify
H	NP	H
Mahmud	NP	Mahmud
thank	VVP	thank
you	PP	you
so	RB	so
very	RB	very
much	JJ	much
for	IN	for
your	PP$	your
reporting	NN	reporting
greatly	RB	greatly
appreciate	VV	appreciate
it	PP	it
all	DT	all
right	NN	right
and	CC	and
here	RB	here
with	IN	with
me	PP	me
on	IN	on
the	DT	the
set	NN	set
is	VBZ	be
AD	NN	ad
Abdul	NP	Abdul
gafar	NN	gafar
director	NN	director
of	IN	of
the	DT	the
foreign	JJ	foreign
policy	NN	policy
and	CC	and
security	NN	security
program	NN	program
at	IN	at
the	DT	the
midle	NN	midle
East	NP	East
Council	NP	Council
on	IN	on
global	JJ	global
uh	UH	uh
Affairs	NPS	Affairs
so	RB	so
good	JJ	good
to	TO	to
have	VH	have
you	PP	you
back	RB	back
with	IN	with
us	PP	us
um	VVZ	um
so	RB	so
if	IN	if
this	DT	this
is	VBZ	be
confirmed	VVN	confirm
that	IN/that	that
Muhammad	NP	Muhammad
Dave	NP	Dave
reportedly	RB	reportedly
killed	VVD	kill
in	IN	in
an	DT	an
attack	VV	attack
uh	UH	uh
on	IN	on
a	DT	a
building	NN	building
in	IN	in
Kan	NP	Kan
Yunis	NP	Yunis
about	IN	about
three	CD	three
weeks	NNS	week
ago	RB	ago
what	WP	what
could	MD	could
that	RB	that
potentially	RB	potentially
mean	VV	mean
for	IN	for
the	DT	the
trajectory	NN	trajectory
of	IN	of
this	DT	this
war	NN	war
well	RB	well
we	PP	we
have	VHP	have
to	TO	to
look	VV	look
at	IN	at
this	DT	this
within	IN	within
the	DT	the
context	NN	context
of	IN	of
domestic	JJ	domestic
Israeli	JJ	Israeli
politics	NNS	politics
prime	JJ	prime
minister	NN	minister
nanaho	NN	nanaho
remains	VVZ	remain
very	RB	very
unpopular	JJ	unpopular
and	CC	and
some	DT	some
recent	JJ	recent
opinion	NN	opinion
polls	NNS	poll
show	VVP	show
that	IN/that	that
70%	NP	@card@
of	IN	of
Israelis	NPS	Israelis
uh	UH	uh
want	VV	want
him	PP	him
out	IN	out
these	DT	these
most	RBS	most
recent	JJ	recent
uh	UH	uh
assassinations	NNS	assassination
uh	UH	uh
of	IN	of
Hamas	JJ	Hamas
political	JJ	political
wing	NN	wing
and	CC	and
Hamas	JJ	Hamas
military	JJ	military
Wing	NP	Wing
puts	VVZ	put
him	PP	him
in	IN	in
better	RBR	well
standing	VVG	stand
uh	UH	uh
domestically	RB	domestically
to	TO	to
pursue	VV	pursue
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
addition	NN	addition
to	TO	to
that	WDT	that
the	DT	the
keset	NN	keset
now	RB	now
is	VBZ	be
on	RB	on
summer	VV	summer
uh	UH	uh
recess	NN	recess
so	IN	so
his	PP$	his
Coalition	NP	Coalition
is	VBZ	be
safe	JJ	safe
for	IN	for
the	DT	the
next	JJ	next
few	JJ	few
months	NNS	month
so	IN	so
I	PP	I
think	VVP	think
he	PP	he
would	MD	would
be	VB	be
making	VVG	make
the	DT	the
calculation	NN	calculation
that	IN/that	that
now	RB	now
he	PP	he
can	MD	can
potentially	RB	potentially
go	VV	go
towards	IN	towards
the	DT	the
ceasefire	NN	ceasefire
highlighting	VVG	highlight
Israel	NP	Israel
is	VBZ	be
coming	VVG	come
at	IN	at
it	PP	it
from	IN	from
a	DT	a
position	NN	position
of	IN	of
strength	NN	strength
it's	NNS	it's
quite	RB	quite
remarkable	JJ	remarkable
in	IN	in
terms	NNS	term
of	IN	of
I	PP	I
mean	VVP	mean
just	RB	just
a	DT	a
quick	JJ	quick
succession	NN	succession
of	IN	of
all	PDT	all
these	DT	these
developments	NNS	development
it's	NN	it's
it's	NNS	it's
notable	JJ	notable
that	WDT	that
is	VBZ	be
indeed	RB	indeed
notable	JJ	notable
so	IN	so
that	WDT	that
might	MD	might
be	VB	be
what	WP	what
Netanyahu	NP	Netanyahu
is	VBZ	be
a	DT	a
angling	NN	angling
for	IN	for
to	TO	to
move	VV	move
towards	IN	towards
the	DT	the
the	DT	the
ceasefire	NN	ceasefire
from	IN	from
position	NN	position
of	IN	of
strength	NN	strength
but	CC	but
the	DT	the
wild	JJ	wild
card	NN	card
here	RB	here
is	VBZ	be
the	DT	the
Iranian	JJ	Iranian
response	NN	response
to	TO	to
the	DT	the
assassination	NN	assassination
of	IN	of
uh	UH	uh
the	DT	the
hisbah	NN	hisbah
commander	NN	commander
and	CC	and
the	DT	the
assassination	NN	assassination
of	IN	of
Hana	NP	Hana
on	IN	on
Iranian	JJ	Iranian
soil	NN	soil
will	MD	will
Iran	NP	Iran
retaliate	VV	retaliate
forcefully	RB	forcefully
to	TO	to
expand	VV	expand
this	DT	this
uh	UH	uh
conflict	NN	conflict
or	CC	or
not	RB	not
that	WDT	that
is	VBZ	be
the	DT	the
key	JJ	key
question	NN	question
now	RB	now
that	IN/that	that
we	PP	we
have	VHP	have
that	DT	that
we'll	NN	we'll
know	VVP	know
in	IN	in
the	DT	the
next	JJ	next
couple	NN	couple
of	IN	of
48	CD	@card@
hours	NNS	hour
next	JJ	next
48	CD	@card@
hours	NNS	hour
now	RB	now
um	RB	um
if	IN	if
if	IN	if
this	DT	this
is	VBZ	be
confirmed	VVN	confirm
um	JJ	um
it	PP	it
would	MD	would
mean	VV	mean
or	CC	or
would	MD	would
it	PP	it
mean	VV	mean
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
achieved	VVN	achieve
the	DT	the
objectives	NNS	objective
that	IN/that	that
it	PP	it
had	VHD	have
set	VVN	set
out	RP	out
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
its	PP$	its
campaign	NN	campaign
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
that	WDT	that
is	VBZ	be
uh	UH	uh
correct	VV	correct
of	IN	of
course	NN	course
the	DT	the
full	JJ	full
eradication	NN	eradication
of	IN	of
Hamas	NP	Hamas
is	VBZ	be
is	VBZ	be
not	RB	not
really	RB	really
possible	JJ	possible
because	IN	because
ultimately	RB	ultimately
Hamas	JJ	Hamas
is	VBZ	be
an	DT	an
ideology	NN	ideology
but	CC	but
uh	UH	uh
by	IN	by
eliminating	VVG	eliminate
the	DT	the
top	JJ	top
leaders	NNS	leader
uh	UH	uh
and	CC	and
also	RB	also
uh	UH	uh
some	DT	some
of	IN	of
the	DT	the
rank	NN	rank
and	CC	and
file	VV	file
commanders	NNS	commander
again	RB	again
Netanyahu	NP	Netanyahu
can	MD	can
go	VV	go
to	TO	to
his	PP$	his
public	NN	public
and	CC	and
sell	VV	sell
this	DT	this
as	IN	as
a	DT	a
huge	JJ	huge
win	NN	win
and	CC	and
then	RB	then
go	VV	go
down	RP	down
the	DT	the
road	NN	road
of	IN	of
the	DT	the
negotiated	VVN	negotiate
ceasefire	NN	ceasefire
but	CC	but
in	IN	in
the	DT	the
same	JJ	same
time	NN	time
as	IN	as
we	PP	we
discussed	VVD	discuss
earlier	RBR	earlier
there	RB	there
remains	VVZ	remain
multiple	JJ	multiple
sticking	VVG	stick
points	NNS	point
on	IN	on
this	DT	this
ceasefire	NN	ceasefire
deal	NN	deal
when	WRB	when
it	PP	it
happens	VVZ	happen
we	PP	we
still	RB	still
do	VVP	do
not	RB	not
know	VV	know
who's	NNS	who's
going	VVG	go
to	TO	to
look	VV	look
after	IN	after
the	DT	the
security	NN	security
situation	NN	situation
and	CC	and
day	NN	day
after	IN	after
in	IN	in
the	DT	the
long	JJ	long
term	NN	term
we	PP	we
don't	VVD	don't
know	VV	know
who's	NNS	who's
going	VVG	go
to	TO	to
be	VB	be
in	IN	in
charge	NN	charge
of	IN	of
the	DT	the
governance	NN	governance
of	IN	of
Gaza	NP	Gaza
we	PP	we
don't	VVD	don't
know	VV	know
if	IN	if
Israel	NP	Israel
will	MD	will
return	VV	return
the	DT	the
Philadelphia	NP	Philadelphia
Corridor	NP	Corridor
to	TO	to
Egypt	NP	Egypt
and	CC	and
finally	RB	finally
we	PP	we
don't	VVD	don't
know	VV	know
when	WRB	when
the	DT	the
refugees	NNS	refugee
will	MD	will
be	VB	be
allowed	VVN	allow
to	TO	to
return	VV	return
to	TO	to
Northern	NP	Northern
Gaza	NP	Gaza
so	RB	so
all	RB	all
of	IN	of
these	DT	these
smaller	JJR	small
details	NNS	detail
need	VVP	need
to	TO	to
be	VB	be
negotiated	VVN	negotiate
before	IN	before
an	DT	an
actual	JJ	actual
SE	FW	se
fire	NN	fire
Happ	NP	Happ
all	RB	all
right	RB	right
now	RB	now
what	WP	what
does	VVZ	do
this	DT	this
all	RB	all
mean	JJ	mean
for	IN	for
Hamas	NNS	Hamas
though	IN	though
I	PP	I
mean	VVP	mean
is	VBZ	be
it	PP	it
is	VBZ	be
it	PP	it
seriously	RB	seriously
weakened	VVD	weaken
now	RB	now
Hamas	NP	Hamas
is	VBZ	be
the	DT	the
definitely	RB	definitely
uh	UH	uh
weaken	VV	weaken
with	IN	with
the	DT	the
assassination	NN	assassination
of	IN	of
its	PP$	its
leader	NN	leader
but	CC	but
as	IN	as
I	PP	I
mentioned	VVD	mention
to	TO	to
you	PP	you
Hamas	NN	Hamas
is	VBZ	be
is	VBZ	be
more	JJR	more
of	IN	of
an	DT	an
ideology	NN	ideology
uh	UH	uh
that	WDT	that
will	MD	will
likely	RB	likely
live	VV	live
on	IN	on
if	IN	if
the	DT	the
conditions	NNS	condition
of	IN	of
occupation	NN	occupation
uh	UH	uh
still	RB	still
exist	VVP	exist
but	CC	but
of	IN	of
course	NN	course
it	PP	it
is	VBZ	be
very	RB	very
weakened	VVN	weaken
but	CC	but
in	IN	in
the	DT	the
same	JJ	same
time	NN	time
they're	NN	they're
not	RB	not
just	RB	just
dealing	VVG	deal
with	IN	with
Hamas	JJ	Hamas
they're	NN	they're
also	RB	also
dealing	VVG	deal
with	IN	with
its	PP$	its
backers	NNS	backer
such	JJ	such
as	IN	as
Iran	NP	Iran
all	DT	all
right	NN	right
so	IN	so
uh	UH	uh
abdah	NN	abdah
gafar	NN	gafar
thank	VVP	thank
you	PP	you
so	RB	so
very	RB	very
much	RB	much
I	PP	I
greatly	RB	greatly
appreciate	VVP	appreciate
you	PP	you
weighing	VVG	weigh
in	IN	in
on	IN	on
this	DT	this
breaking	VVG	break
development	NN	development
make	VV	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jaaz	NP	jaaz
</doc>	NN	</doc>
