speak	VV	speak
not	RB	not
stopped	VVN	stop
being	VBG	be
the	DT	the
pathological	JJ	pathological
liar	NN	liar
he	PP	he
is	VBZ	be
I	PP	I
don	VVP	don
'	''	'
t	NN	t
believe	VVP	believe
a	DT	a
single	JJ	single
word	NN	word
uttered	VVD	utter
out	RP	out
of	IN	of
his	PP$	his
mouth	NN	mouth
he	PP	he
'	POS	'
s	NN	S
really	RB	really
like	IN	like
you	PP	you
know	VVP	know
a	DT	a
proven	JJ	proven
liar	NN	liar
everyone	NN	everyone
that	WDT	that
dealt	VVD	deal
with	IN	with
him	PP	him
including	VVG	include
his	PP$	his
most	RBS	most
close	JJ	close
allies	NNS	ally
today	NN	today
today	NN	today
right	NN	right
like	IN	like
uh	UH	uh
like	IN	like
minister	NN	minister
of	IN	of
Treasury	NP	Treasury
in	IN	in
Israel	NP	Israel
today	NN	today
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
radical	JJ	radical
ministers	NNS	minister
SMR	NP	SMR
called	VVD	call
him	PP	him
the	DT	the
liar	NN	liar
of	IN	of
all	DT	all
liars	NNS	liar
so	IN	so
the	DT	the
man	NN	man
lies	VVZ	lie
right	RB	right
we	PP	we
expect	VVP	expect
him	PP	him
to	TO	to
lie	VV	lie
until	IN	until
proven	VVN	prove
otherwise	RB	otherwise
now	RB	now
he	PP	he
'	POS	'
s	NN	S
definitely	RB	definitely
going	VVG	go
to	TO	to
have	VH	have
to	TO	to
pay	VV	pay
the	DT	the
card	NN	card
with	IN	with
the	DT	the
hostage	NN	hostage
families	NNS	family
and	CC	and
he	PP	he
'	POS	'
s	NN	S
definitely	RB	definitely
going	VVG	go
to	TO	to
tell	VV	tell
the	DT	the
captives	NNS	captive
families	NNS	family
that	DT	that
uh	UH	uh
you	PP	you
know	VVP	know
he	PP	he
'	''	'
s	NNS	s
trying	VVG	try
to	TO	to
do	VV	do
his	PP$	his
best	JJS	good
this	DT	this
and	CC	and
that	DT	that
and	CC	and
other	JJ	other
thing	NN	thing
now	IN	now
having	VHG	have
said	VVN	say
that	IN/that	that
the	DT	the
war	NN	war
has	VHZ	have
definitely	RB	definitely
run	VVN	run
its	PP$	its
course	NN	course
including	VVG	include
in	IN	in
Raa	NP	Raa
and	CC	and
clearly	RB	clearly
as	IN	as
Biden	NP	Biden
has	VHZ	have
warned	VVN	warn
since	IN	since
March	NP	March
there	RB	there
needs	VVZ	need
to	TO	to
be	VB	be
another	DT	another
way	NN	way
of	IN	of
dealing	VVG	deal
with	IN	with
the	DT	the
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
because	IN	because
this	DT	this
cannot	MD	can
continue	VV	continue
open	JJ	open
-	NN	-
ended	VVN	end
so	IN	so
I	PP	I
think	VVP	think
the	DT	the
thing	NN	thing
the	DT	the
the	DT	the
the	DT	the
issue	NN	issue
of	IN	of
the	DT	the
so	RB	so
-	NN	-
called	VVD	call
three	CD	three
-	NN	-
phase	NN	phase
ceasefire	NN	ceasefire
has	VHZ	have
matured	VVN	mature
it	PP	it
is	VBZ	be
time	NN	time
for	IN	for
it	PP	it
to	TO	to
happen	VV	happen
it	PP	it
'	POS	'
s	NN	S
not	RB	not
happening	VVG	happen
because	IN	because
once	RB	once
again	RB	again
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
is	VBZ	be
not	RB	not
putting	VVG	put
enough	RB	enough
pressure	VV	pressure
it	PP	it
'	POS	'
s	NN	S
not	RB	not
using	VVG	use
its	PP$	its
leverage	NN	leverage
with	IN	with
Israel	NP	Israel
your	PP$	your
earlier	JJR	early
guest	NN	guest
Aon	NP	Aon
David	NP	David
Miller	NP	Miller
who	WP	who
was	VBD	be
part	NN	part
and	CC	and
parcel	NN	parcel
of	IN	of
the	DT	the
American	JJ	American
Diplomat	NN	diplomat
he	PP	he
said	VVD	say
and	CC	and
I	PP	I
'	POS	'
m	NN	m
quoting	VVG	quote
there	RB	there
'	''	'
s	NN	S
two	CD	two
kinds	NNS	kind
of	IN	of
diplomacy	NN	diplomacy
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
one	CD	one
is	VBZ	be
slow	JJ	slow
and	CC	and
the	DT	the
other	JJ	other
slower	JJR	slow
but	CC	but
why	WRB	why
is	VBZ	be
that	IN/that	that
it	PP	it
'	POS	'
s	NN	S
because	IN	because
America	NP	America
is	VBZ	be
not	RB	not
serious	JJ	serious
it	PP	it
'	''	'
s	NNS	s
not	RB	not
an	DT	an
honest	JJ	honest
broker	NN	broker
because	IN	because
it	PP	it
is	VBZ	be
Israel	NP	Israel
'	POS	'
s	VVZ	s
uh	UH	uh
lawyer	NN	lawyer
as	IN	as
Aon	NP	Aon
D	NP	D
Miller	NP	Miller
once	RB	once
said	VVD	say
in	IN	in
his	PP$	his
book	NN	book
it	PP	it
'	POS	'
s	NN	S
because	IN	because
each	DT	each
and	CC	and
every	DT	every
Envoy	NP	Envoy
of	IN	of
each	DT	each
and	CC	and
every	DT	every
Administration	NN	administration
for	IN	for
the	DT	the
past	JJ	past
30	CD	@card@
years	NNS	year
since	IN	since
Clinton	NP	Clinton
began	VVD	begin
that	IN/that	that
peace	NN	peace
process	NN	process
called	VVD	call
the	DT	the
AO	NP	AO
process	NN	process
every	DT	every
single	JJ	single
Envoy	NP	Envoy
every	DT	every
single	JJ	single
person	NN	person
in	IN	in
charge	NN	charge
of	IN	of
that	DT	that
file	NN	file
of	IN	of
the	DT	the
diplomacy	NN	diplomacy
from	IN	from
uh	UH	uh
Elliot	NP	Elliot
Abrahams	NP	Abrahams
to	TO	to
Dennis	NP	Dennis
Ross	NP	Ross
to	TO	to
Aron	NP	Aron
Miller	NP	Miller
himself	PP	himself
to	TO	to
Martin	NP	Martin
endic	NN	endic
who	WP	who
just	RB	just
passed	VVD	pass
by	IN	by
the	DT	the
way	NN	way
to	TO	to
the	DT	the
likes	NNS	like
of	IN	of
blinkin	NN	blinkin
and	CC	and
so	RB	so
on	IN	on
so	IN	so
there	EX	there
are	VBP	be
all	DT	all
zionists	NNS	Zionist
so	IN	so
each	DT	each
and	CC	and
every	DT	every
Administration	NP	Administration
gave	VVD	give
the	DT	the
dossier	NN	dossier
of	IN	of
negotiation	NN	negotiation
between	IN	between
pales	NNS	pale
zist	NN	zist
to	TO	to
are	VBP	be
pronounced	VVN	pronounce
Zionist	JJ	Zionist
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
moderate	JJ	moderate
zionists	NNS	Zionist
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
radical	JJ	radical
zionists	NNS	Zionist
but	CC	but
they	PP	they
are	VBP	be
all	DT	all
zionists	NNS	Zionist
and	CC	and
that	IN/that	that
'	POS	'
s	NN	S
why	WRB	why
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
slow	JJ	slow
and	CC	and
slower	JJR	slow
American	NP	American
diplomacy	NN	diplomacy
least	RBS	least
it	PP	it
is	VBZ	be
a	DT	a
dis	JJ	dis
honest	JJ	honest
American	JJ	American
Diplomat	NN	diplomat
in	IN	in
the	DT	the
M	NP	M
least	RBS	least
that	RB	that
moved	VVN	move
from	IN	from
disastrous	JJ	disastrous
to	TO	to
totally	RB	totally
catastrophic	JJ	catastrophic
that	IN/that	that
'	POS	'
s	NNS	s
why	WRB	why
30	CD	@card@
years	NNS	year
on	IN	on
there	EX	there
is	VBZ	be
now	RB	now
peace	NN	peace
after	IN	after
30	CD	@card@
years	NNS	year
40	CD	@card@
Years	NNS	year
of	IN	of
peace	NN	peace
process	NN	process
and	CC	and
that	IN/that	that
'	POS	'
s	NN	S
why	WRB	why
I	PP	I
don	VVP	don
'	''	'
t	NN	t
believe	VVP	believe
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
when	WRB	when
they	PP	they
say	VVP	say
they	PP	they
believe	VVP	believe
in	IN	in
a	DT	a
two	CD	two
-	NN	-
state	NN	state
solution	NN	solution
because	IN	because
after	IN	after
10	CD	@card@
months	NNS	month
of	IN	of
genocide	NN	genocide
after	IN	after
10	CD	@card@
months	NNS	month
of	IN	of
the	DT	the
total	JJ	total
Destruction	NN	destruction
they	PP	they
cannot	MD	can
even	RB	even
get	VV	get
Israel	NP	Israel
to	TO	to
agree	VV	agree
to	TO	to
a	DT	a
five	CD	five
week	NN	week
ceasefire	NN	ceasefire
how	WRB	how
the	DT	the
hell	NN	hell
are	VBP	be
they	PP	they
going	VVG	go
to	TO	to
get	VV	get
Israel	NP	Israel
to	TO	to
agree	VV	agree
to	TO	to
a	DT	a
two	CD	two
-	NN	-
state	NN	state
solution	NN	solution
Maran	NP	Maran
thanks	NNS	thanks
very	RB	very
much	RB	much
for	IN	for
your	PP$	your
time	NN	time
and	CC	and
and	CC	and
putting	VVG	put
forward	RB	forward
that	IN/that	that
very	RB	very
important	JJ	important
question	NN	question
and	CC	and
the	DT	the
realities	NNS	reality
around	IN	around
that	WDT	that
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
aler	NN	aler
