Let	NP	Let
Israel	NP	Israel
has	VHZ	have
been	VBN	be
doing	VVG	do
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
we	PP	we
have	VHP	have
to	TO	to
remember	VV	remember
that	IN/that	that
the	DT	the
International	NP	International
Community	NP	Community
has	VHZ	have
been	VBN	be
complicit	JJ	complicit
with	IN	with
all	PDT	all
these	DT	these
Israeli	JJ	Israeli
massacres	NNS	massacre
and	CC	and
genocide	NN	genocide
war	NN	war
against	IN	against
the	DT	the
gazan	JJ	gazan
uh	UH	uh
so	RB	so
by	IN	by
actually	RB	actually
keep	VV	keep
uh	UH	uh
keep	VV	keep
repeating	VVG	repeat
the	DT	the
manra	NN	manra
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
the	DT	the
right	NN	right
to	TO	to
selfdefense	NN	selfdefense
Israel	NP	Israel
has	VHZ	have
been	VBN	be
killing	VVG	kill
everyone	NN	everyone
including	VVG	include
those	DT	those
workers	NNS	worker
so	IN	so
I	PP	I
mean	VVP	mean
those	DT	those
workers	NNS	worker
actually	RB	actually
are	VBP	be
are	VBP	be
the	DT	the
the	DT	the
victims	NNS	victim
of	IN	of
the	DT	the
kind	NN	kind
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
complicit	JJ	complicit
with	IN	with
Israeli	JJ	Israeli
policies	NNS	policy
this	DT	this
is	VBZ	be
one	CD	one
point	NN	point
second	JJ	second
one	CD	one
uh	UH	uh
there	EX	there
'	''	'
s	VVG	s
a	DT	a
change	NN	change
in	IN	in
in	IN	in
American	JJ	American
scene	NN	scene
these	DT	these
days	NNS	day
uh	UH	uh
you	PP	you
know	VVP	know
when	WRB	when
Nazi	JJ	Nazi
poosi	NNS	poosi
sign	VV	sign
this	DT	this
letter	VV	letter
uh	UH	uh
she	PP	she
'	POS	'
s	NN	S
not	RB	not
like	IN	like
left	VVN	leave
leaning	VVG	lean
U	NP	U
politicians	NNS	politician
in	IN	in
the	DT	the
Democratic	JJ	Democratic
party	NN	party
which	WDT	which
mean	VVP	mean
that	IN/that	that
probably	RB	probably
uh	UH	uh
uh	UH	uh
the	DT	the
whole	JJ	whole
political	JJ	political
party	NN	party
is	VBZ	be
Democratic	JJ	Democratic
party	NN	party
is	VBZ	be
moving	VVG	move
a	DT	a
little	JJ	little
bit	NN	bit
into	IN	into
uh	UH	uh
adopting	VVG	adopt
this	DT	this
position	NN	position
so	IN	so
it	PP	it
has	VHZ	have
become	VVN	become
a	DT	a
a	DT	a
mainstream	NN	mainstream
position	VV	position
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	RB	only
left	VVD	leave
leaning	VVG	lean
uh	UH	uh
uh	UH	uh
groups	NNS	group
in	IN	in
in	IN	in
the	DT	the
party	NN	party
so	IN	so
uh	UH	uh
Mr	NP	Mr
Biden	NP	Biden
needs	VVZ	need
to	TO	to
take	VV	take
this	DT	this
into	IN	into
account	NN	account
simply	RB	simply
because	IN	because
he	PP	he
'	POS	'
s	NNS	s
going	VVG	go
to	TO	to
election	NN	election
in	IN	in
in	IN	in
a	DT	a
few	JJ	few
months	NNS	month
to	TO	to
come	VV	come
uh	UH	uh
and	CC	and
another	DT	another
another	DT	another
development	NN	development
is	VBZ	be
the	DT	the
International	NP	International
Community	NP	Community
now	RB	now
is	VBZ	be
saying	VVG	say
out	RP	out
loud	JJ	loud
that	IN/that	that
they	PP	they
don	VV	don
'	''	'
t	NN	t
trust	NN	trust
whatever	WDT	whatever
Nan	NP	Nan
is	VBZ	be
going	VVG	go
to	TO	to
do	VV	do
so	IN	so
all	PDT	all
these	DT	these
investigation	NN	investigation
they	PP	they
prop	VVP	prop
into	IN	into
the	DT	the
uh	UH	uh
into	IN	into
the	DT	the
accident	NN	accident
will	MD	will
not	RB	not
be	VB	be
taken	VVN	take
seriously	RB	seriously
as	IN	as
lacking	VVG	lack
credibility	NN	credibility
and	CC	and
transparency	NN	transparency
uh	UH	uh
so	RB	so
they	PP	they
know	VVP	know
that	IN/that	that
Netanyahu	NP	Netanyahu
is	VBZ	be
not	RB	not
listening	VVG	listen
to	TO	to
to	TO	to
anyone	NN	anyone
particularly	RB	particularly
the	DT	the
American	JJ	American
you	PP	you
know	VVP	know
they	PP	they
tell	VV	tell
him	PP	him
you	PP	you
know	VVP	know
you	PP	you
need	VVP	need
to	TO	to
do	VV	do
this	DT	this
and	CC	and
you	PP	you
need	VVP	need
to	TO	to
do	VV	do
that	IN/that	that
you	PP	you
need	VVP	need
to	TO	to
have	VH	have
to	TO	to
take	VV	take
care	NN	care
you	PP	you
need	VVP	need
to	TO	to
take	VV	take
care	NN	care
of	IN	of
the	DT	the
humanitarian	JJ	humanitarian
crisis	NN	crisis
uh	UH	uh
and	CC	and
he	PP	he
'	POS	'
s	VVG	s
he	PP	he
'	POS	'
s	NN	S
just	RB	just
not	RB	not
listening	VVG	listen
he	PP	he
'	POS	'
s	NNS	s
continue	VV	continue
uh	UH	uh
he	PP	he
continues	VVZ	continue
doing	VVG	do
what	WP	what
is	VBZ	be
it	PP	it
going	VVG	go
to	TO	to
take	VV	take
you	PP	you
think	VVP	think
to	TO	to
to	TO	to
make	VV	make
him	PP	him
listen	VVP	listen
I	PP	I
think	VVP	think
what	WP	what
they	PP	they
wrote	VVD	write
in	IN	in
the	DT	the
letter	NN	letter
is	VBZ	be
very	RB	very
important	JJ	important
that	IN/that	that
if	IN	if
they	PP	they
condition	VV	condition
uh	UH	uh
supplying	VVG	supply
Israel	NP	Israel
with	IN	with
weapons	NNS	weapon
munition	VVP	munition
and	CC	and
uh	UH	uh
with	IN	with
with	IN	with
its	PP$	its
behavior	NN	behavior
in	IN	in
the	DT	the
Battleground	NN	battleground
I	PP	I
think	VVP	think
this	DT	this
is	VBZ	be
the	DT	the
only	JJ	only
thing	NN	thing
that	WDT	that
would	MD	would
probably	RB	probably
push	VV	push
Nan	NP	Nan
to	TO	to
uh	UH	uh
uh	UH	uh
to	TO	to
change	VV	change
course	NN	course
H	NP	H
NATO	NP	NATO
understand	VVP	understand
only	RB	only
the	DT	the
cost	NN	cost
benefit	NN	benefit
and	CC	and
formula	NN	formula
uh	UH	uh
so	RB	so
if	IN	if
he	PP	he
hears	VVZ	hear
all	DT	all
people	NNS	people
criticizing	VVG	criticize
him	PP	him
and	CC	and
no	DT	no
one	CD	one
is	VBZ	be
uh	UH	uh
uh	UH	uh
placing	VVG	place
a	DT	a
price	NN	price
tag	NN	tag
in	IN	in
his	PP$	his
policies	NNS	policy
he	PP	he
he	PP	he
will	MD	will
not	RB	not
he	PP	he
will	MD	will
not	RB	not
change	VV	change
yeah	RB	yeah
we	PP	we
have	VHP	have
also	RB	also
uh	UH	uh
today	NN	today
the	DT	the
CIA	NP	CIA
director	NN	director
William	NP	William
Burns	NP	Burns
uh	UH	uh
reportedly	RB	reportedly
heading	VVG	head
back	RB	back
to	TO	to
Cairo	NP	Cairo
along	IN	along
with	IN	with
the	DT	the
heads	NNS	head
of	IN	of
mosad	NN	mosad
and	CC	and
shinb	VV	shinb
uh	UH	uh
negotiators	NNS	negotiator
from	IN	from
Qatar	NP	Qatar
uh	UH	uh
Egypt	NP	Egypt
to	TO	to
engage	VV	engage
in	IN	in
another	DT	another
round	NN	round
of	IN	of
of	IN	of
ceasefire	NN	ceasefire
talks	VVZ	talk
uh	UH	uh
do	VV	do
you	PP	you
see	VV	see
any	DT	any
movement	NN	movement
on	IN	on
that	DT	that
front	NN	front
with	IN	with
everything	NN	everything
that	RB	that
'	POS	'
s	NN	S
happened	VVD	happen
this	DT	this
week	NN	week
do	VVP	do
you	PP	you
think	VVP	think
it	PP	it
'	''	'
ll	NNS	ll
put	VVP	put
more	JJR	more
pressure	NN	pressure
on	IN	on
both	DT	both
sides	NNS	side
not	RB	not
just	RB	just
the	DT	the
Israelis	NPS	Israelis
but	CC	but
also	RB	also
Hamas	JJ	Hamas
because	IN	because
we	PP	we
'	POS	'
ve	NN	ve
heard	VVD	hear
Biden	NP	Biden
say	VVP	say
that	DT	that
uh	UH	uh
Hamas	NN	Hamas
also	RB	also
needs	VVZ	need
to	TO	to
uh	UH	uh
agree	VV	agree
to	TO	to
the	DT	the
terms	NNS	term
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
is	VBZ	be
there	RB	there
more	JJR	more
urgency	NN	urgency
now	RB	now
for	IN	for
for	IN	for
this	DT	this
to	TO	to
happen	VV	happen
I	PP	I
think	VVP	think
I	PP	I
think	VVP	think
so	RB	so
I	PP	I
think	VVP	think
I	PP	I
mean	VV	mean
the	DT	the
first	JJ	first
impression	NN	impression
I	PP	I
would	MD	would
say	VV	say
same	JJ	same
all	RB	all
same	JJ	same
all	RB	all
because	IN	because
every	DT	every
time	NN	time
they	PP	they
meet	VVP	meet
they	PP	they
talk	VV	talk
about	IN	about
you	PP	you
know	VVP	know
changing	VVG	change
position	NN	position
but	CC	but
they	PP	they
continue	VVP	continue
business	NN	business
as	IN	as
usual	JJ	usual
and	CC	and
then	RB	then
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
they	PP	they
don	VVP	don
'	''	'
t	NN	t
sign	VV	sign
a	DT	a
deal	VV	deal
uh	UH	uh
uh	UH	uh
now	RB	now
there	EX	there
is	VBZ	be
an	DT	an
international	JJ	international
pressure	NN	pressure
in	IN	in
particular	JJ	particular
from	IN	from
the	DT	the
United	NP	United
States	NPS	States
on	IN	on
both	DT	both
Sid	NP	Sid
as	IN	as
you	PP	you
said	VVD	say
correctly	RB	correctly
uh	UH	uh
he	PP	he
asked	VVD	ask
the	DT	the
mediators	NNS	mediator
the	DT	the
Egyptians	NNS	Egyptian
and	CC	and
the	DT	the
qataris	NN	qataris
to	TO	to
put	VV	put
a	DT	a
lot	NN	lot
of	IN	of
pressures	NNS	pressure
in	IN	in
Hamas	NN	Hamas
and	CC	and
he	PP	he
himself	PP	himself
he	PP	he
talked	VVD	talk
to	TO	to
and	CC	and
he	PP	he
said	VVD	say
there	EX	there
should	MD	should
be	VB	be
a	DT	a
need	NN	need
for	IN	for
ceasefire	NN	ceasefire
in	IN	in
order	NN	order
to	TO	to
allow	VV	allow
for	IN	for
humanitarian	JJ	humanitarian
Aid	NN	aid
so	IN	so
the	DT	the
whole	JJ	whole
conflict	NN	conflict
now	RB	now
has	VHZ	have
become	VVN	become
into	IN	into
a	DT	a
humanitarian	JJ	humanitarian
crisis	NN	crisis
that	IN/that	that
everyone	NN	everyone
wants	VVZ	want
to	TO	to
solve	VV	solve
yeah	RB	yeah
regardless	RB	regardless
of	IN	of
what	WP	what
Israel	NP	Israel
is	VBZ	be
talking	VVG	talk
about	IN	about
it	PP	it
'	POS	'
s	JJ	s
right	NN	right
to	TO	to
self	NN	self
defense	NN	defense
and	CC	and
and	CC	and
the	DT	the
need	NN	need
to	TO	to
dismantle	VV	dismantle
Hamas	NN	Hamas
and	CC	and
they	PP	they
need	VVP	need
to	TO	to
release	VV	release
the	DT	the
hostages	NNS	hostage
no	RB	no
one	PP	one
is	VBZ	be
talking	VVG	talk
about	IN	about
these	DT	these
things	NNS	thing
now	RB	now
everyone	NN	everyone
everyone	NN	everyone
sees	VVZ	see
Gaz	NP	Gaz
as	IN	as
on	IN	on
the	DT	the
brink	NN	brink
of	IN	of
of	IN	of
a	DT	a
real	JJ	real
real	JJ	real
catastrophe	NN	catastrophe
yeah	RB	yeah
and	CC	and
everyone	NN	everyone
is	VBZ	be
also	RB	also
concerned	VVN	concern
about	IN	about
another	DT	another
front	NN	front
opening	VVG	open
up	RP	up
with	IN	with
the	DT	the
fears	NNS	fear
that	IN/that	that
Iran	NP	Iran
will	MD	will
retaliate	VV	retaliate
uh	UH	uh
after	IN	after
the	DT	the
strike	NN	strike
on	IN	on
its	PP$	its
Consulate	NN	consulate
in	IN	in
Damascus	NP	Damascus
earlier	RBR	earlier
the	DT	the
week	NN	week
fears	NNS	fear
in	IN	in
Israel	NP	Israel
itself	PP	itself
which	WDT	which
has	VHZ	have
raised	VVN	raise
its	PP$	its
alert	JJ	alert
level	NN	level
um	NNS	um
the	DT	the
Iranians	NNS	Iranian
until	IN	until
now	RB	now
have	VHP	have
manage	VV	manage
to	TO	to
distance	VV	distance
themselves	PP	themselves
from	IN	from
this	DT	this
conflict	NN	conflict
how	WRB	how
do	VVP	do
you	PP	you
think	VVP	think
they	PP	they
might	MD	might
respond	VV	respond
because	IN	because
they	PP	they
have	VHP	have
to	TO	to
respond	VV	respond
right	RB	right
how	WRB	how
what	WP	what
will	MD	will
be	VB	be
the	DT	the
extent	NN	extent
of	IN	of
the	DT	the
response	NN	response
well	RB	well
both	CC	both
both	DT	both
sides	NNS	side
have	VHP	have
been	VBN	be
into	IN	into
a	DT	a
kind	NN	kind
of	IN	of
a	DT	a
war	NN	war
between	IN	between
Wars	NNS	war
I	PP	I
mean	VVP	mean
they	PP	they
targeting	VVG	target
each	DT	each
other	JJ	other
they	PP	they
using	VVG	use
Proxes	NNS	Proxes
I	PP	I
mean	VVP	mean
the	DT	the
Iranians	NNS	Iranian
have	VHP	have
been	VBN	be
using	VVG	use
andah	NN	andah
in	IN	in
order	NN	order
to	TO	to
harass	VV	harass
Israel	NP	Israel
and	CC	and
in	IN	in
order	NN	order
to	TO	to
annoy	VV	annoy
Israel	NP	Israel
they	PP	they
'	POS	'
ve	RB	ve
been	VBN	be
doing	VVG	do
this	DT	this
even	RB	even
before	IN	before
October	NP	October
7th	JJ	7th
I	PP	I
mean	VVP	mean
with	IN	with
hasah	NN	hasah
h	NN	h
the	DT	the
question	NN	question
here	RB	here
is	VBZ	be
that	IN/that	that
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
time	NN	time
that	IN/that	that
the	DT	the
Israelis	NPS	Israelis
attack	VVP	attack
a	DT	a
directly	RB	directly
an	DT	an
Iranian	JJ	Iranian
uh	UH	uh
I	PP	I
would	MD	would
say	VV	say
diplomatic	JJ	diplomatic
premises	NNS	premise
and	CC	and
the	DT	the
Iranian	JJ	Iranian
leaders	NNS	leader
understand	VVP	understand
that	IN/that	that
they	PP	they
need	VVP	need
to	TO	to
retaliate	VV	retaliate
because	IN	because
if	IN	if
they	PP	they
fail	VVP	fail
to	TO	to
do	VV	do
that	IN/that	that
and	CC	and
this	DT	this
will	NN	will
POS	NNS	po
a	DT	a
different	JJ	different
questions	NNS	question
for	IN	for
them	PP	them
they	PP	they
will	MD	will
have	VH	have
hard	JJ	hard
time	NN	time
to	TO	to
answer	VV	answer
internally	RB	internally
uh	UH	uh
I	PP	I
really	RB	really
can	MD	can
'	''	'
t	NN	t
predict	VVP	predict
what	WP	what
they	PP	they
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
do	VV	do
but	CC	but
if	IN	if
there	EX	there
should	MD	should
be	VB	be
an	DT	an
Iranian	JJ	Iranian
retaliation	NN	retaliation
maybe	RB	maybe
it	PP	it
takes	VVZ	take
uh	UH	uh
the	DT	the
proess	NN	proess
to	TO	to
do	VV	do
something	NN	something
but	CC	but
this	DT	this
will	MD	will
not	RB	not
satisfy	VV	satisfy
the	DT	the
Iranian	JJ	Iranian
the	DT	the
the	DT	the
public	JJ	public
and	CC	and
I	PP	I
think	VVP	think
in	IN	in
this	DT	this
time	NN	time
they	PP	they
will	MD	will
look	VV	look
for	IN	for
a	DT	a
target	NN	target
maybe	RB	maybe
they	PP	they
will	VV	will
uh	UH	uh
uh	UH	uh
Target	NP	Target
Israel	NP	Israel
inside	IN	inside
Israel	NP	Israel
okay	JJ	okay
Hassan	NP	Hassan
always	RB	always
get	VV	get
good	JJ	good
to	TO	to
get	VV	get
your	PP$	your
analysis	NN	analysis
on	IN	on
the	DT	the
situation	NN	situation
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
and	CC	and
elsewhere	RB	elsewhere
thank	VV	thank
you	PP	you
very	RB	very
much	JJ	much
Hassan	NP	Hassan
barari	NN	barari
professor	NN	professor
of	IN	of
international	JJ	international
relations	NNS	relation
at	IN	at
Qatar	NP	Qatar
University	NP	University
